,Paraguay,Bolivia (Plurinational State of),Peru,Yemen,Cameroon,United Kingdom,Israel,Malta,Dominican Republic,Syrian Arab Republic,Brazil,Belgium,Nepal,Ethiopia,Denmark,Canada,Greece,Iraq,Cyprus,Netherlands,Japan,Eritrea,Guyana,Bulgaria,Australia & New Zealand,Guatemala,Sudan,Algeria,Slovenia,Morocco,Czechia,Ukraine,Argentina,Luxembourg,Germany,Austria,Czechoslovakia,Ethiopia PDR,Lebanon,Mexico,Switzerland,Slovakia,Azerbaijan,Spain,Egypt,Sudan (former),China,Tunisia,Colombia,Libya,Albania,Portugal,Uruguay,Jamaica,Uzbekistan,Occupied Palestinian Territory,Ecuador,Hungary,Sierra Leone,Australia,France,Jordan,Lithuania,Poland,"China, mainland",Russian Federation,Turkey,Italy,Belgium-Luxembourg
1971,7069.0,7143.0,8770.0,-1.0,-1.0,-1.0,6667.0,-1.0,8825.0,13585.0,5059.0,-1.0,-1.0,-1.0,28211.0,-1.0,12169.0,9365.0,10499.0,-1.0,11231.0,-1.0,-1.0,10000.0,5500.0,4617.0,-1.0,8503.0,-1.0,12768.0,-1.0,-1.0,32000.0,-1.0,28177.0,27521.0,17740.0,10877.0,10092.0,6270.0,30000.0,-1.0,-1.0,10918.0,23351.0,15870.0,10000.0,4231.0,-1.0,14818.0,-1.0,7326.0,26842.0,7341.0,-1.0,-1.0,6544.0,-1.0,11429.0,5500.0,21314.0,-1.0,-1.0,-1.0,10000.0,-1.0,13548.0,10913.0,31722.0
1972,7778.0,8333.0,8697.0,-1.0,-1.0,35217.0,5957.0,-1.0,9031.0,15590.0,5900.0,-1.0,-1.0,-1.0,33937.0,-1.0,12905.0,9996.0,8087.0,-1.0,11136.0,-1.0,-1.0,8182.0,5750.0,4574.0,-1.0,5987.0,-1.0,10304.0,-1.0,-1.0,24645.0,-1.0,26376.0,25799.0,23685.0,10847.0,9799.0,6058.0,33333.0,-1.0,-1.0,10034.0,25571.0,20102.0,9600.0,5817.0,-1.0,11906.0,-1.0,6616.0,26842.0,6749.0,-1.0,-1.0,7149.0,-1.0,11429.0,5750.0,21757.0,4549.0,-1.0,-1.0,9600.0,-1.0,14242.0,11760.0,31501.0
1973,8462.0,8333.0,8885.0,-1.0,-1.0,35217.0,5882.0,-1.0,9281.0,10556.0,4675.0,-1.0,-1.0,-1.0,24000.0,-1.0,12643.0,8719.0,7496.0,-1.0,10938.0,-1.0,-1.0,10753.0,6438.0,4572.0,-1.0,6625.0,-1.0,6778.0,-1.0,-1.0,28000.0,-1.0,26481.0,29736.0,20415.0,11000.0,11661.0,6409.0,34722.0,-1.0,-1.0,8522.0,23892.0,13955.0,10000.0,5692.0,-1.0,11633.0,-1.0,6120.0,26000.0,6467.0,-1.0,-1.0,7079.0,-1.0,11111.0,6438.0,22767.0,2457.0,-1.0,-1.0,10000.0,-1.0,14839.0,10890.0,-1.0
1974,8748.0,8140.0,9023.0,-1.0,-1.0,33750.0,5882.0,-1.0,9375.0,15098.0,4084.0,-1.0,-1.0,-1.0,36589.0,-1.0,13298.0,10572.0,7381.0,-1.0,10370.0,-1.0,-1.0,9432.0,6349.0,4576.0,-1.0,6699.0,-1.0,15200.0,-1.0,-1.0,23684.0,-1.0,27292.0,29066.0,18676.0,8700.0,12194.0,5140.0,38168.0,-1.0,-1.0,9954.0,22740.0,15148.0,10435.0,4000.0,-1.0,10268.0,-1.0,6829.0,26000.0,6414.0,-1.0,-1.0,7846.0,-1.0,11111.0,6349.0,22078.0,15066.0,-1.0,-1.0,10435.0,-1.0,15882.0,11901.0,-1.0
1975,8856.0,8421.0,9205.0,-1.0,-1.0,35152.0,5882.0,-1.0,9375.0,16027.0,3770.0,-1.0,-1.0,-1.0,26878.0,-1.0,14920.0,8954.0,12124.0,-1.0,10879.0,-1.0,-1.0,9667.0,6344.0,4556.0,-1.0,9700.0,-1.0,9663.0,-1.0,-1.0,24700.0,-1.0,29162.0,29570.0,20107.0,8552.0,14000.0,8280.0,33119.0,-1.0,-1.0,9923.0,22286.0,18175.0,10435.0,6125.0,-1.0,10362.0,-1.0,6575.0,26500.0,6264.0,-1.0,-1.0,8280.0,-1.0,11111.0,6344.0,25455.0,4230.0,-1.0,-1.0,10435.0,-1.0,16129.0,12042.0,15997.0
1976,8895.0,8880.0,9224.0,-1.0,-1.0,32500.0,5882.0,-1.0,9375.0,16685.0,3479.0,-1.0,-1.0,-1.0,26552.0,-1.0,14186.0,9988.0,12356.0,-1.0,10988.0,-1.0,-1.0,7778.0,3677.0,4542.0,-1.0,9437.0,-1.0,12034.0,-1.0,-1.0,35106.0,-1.0,20239.0,30548.0,9321.0,9098.0,9091.0,8080.0,20000.0,-1.0,-1.0,10316.0,22973.0,23885.0,10870.0,6588.0,-1.0,11199.0,-1.0,6603.0,26500.0,5251.0,-1.0,-1.0,8976.0,-1.0,11000.0,3677.0,19953.0,5613.0,-1.0,-1.0,10870.0,-1.0,16379.0,11132.0,12003.0
1977,9151.0,10920.0,9200.0,-1.0,-1.0,33000.0,4545.0,-1.0,9571.0,15796.0,3469.0,-1.0,-1.0,-1.0,34146.0,-1.0,17232.0,10701.0,11675.0,-1.0,11585.0,-1.0,-1.0,10328.0,4497.0,4558.0,-1.0,8100.0,-1.0,4926.0,-1.0,-1.0,36000.0,-1.0,27133.0,29730.0,19546.0,12579.0,14000.0,5456.0,36364.0,-1.0,-1.0,9133.0,21998.0,13784.0,10435.0,5869.0,-1.0,8953.0,-1.0,5793.0,25714.0,6162.0,-1.0,-1.0,5298.0,-1.0,11000.0,4497.0,23922.0,11167.0,-1.0,-1.0,10435.0,-1.0,16667.0,11943.0,32890.0
1978,8704.0,9182.0,9005.0,-1.0,-1.0,34706.0,4167.0,-1.0,9324.0,15596.0,3507.0,-1.0,-1.0,-1.0,30323.0,-1.0,18229.0,10523.0,16282.0,-1.0,11970.0,-1.0,-1.0,10137.0,5000.0,4547.0,-1.0,7627.0,-1.0,7301.0,-1.0,-1.0,34483.0,-1.0,27551.0,30000.0,19466.0,9996.0,13333.0,9773.0,40000.0,-1.0,-1.0,11384.0,23037.0,19886.0,12381.0,7168.0,-1.0,9766.0,-1.0,5710.0,26190.0,6110.0,-1.0,-1.0,5299.0,-1.0,10909.0,5000.0,28517.0,8455.0,-1.0,-1.0,12381.0,-1.0,17398.0,13040.0,38188.0
1979,8296.0,10000.0,9037.0,-1.0,-1.0,35357.0,1333.0,-1.0,9342.0,17003.0,3318.0,-1.0,-1.0,-1.0,-1.0,-1.0,19845.0,11358.0,13380.0,-1.0,11864.0,-1.0,-1.0,11000.0,6000.0,4460.0,-1.0,6009.0,-1.0,7100.0,-1.0,-1.0,44578.0,-1.0,29342.0,30000.0,17531.0,13770.0,16667.0,21220.0,33333.0,-1.0,-1.0,10057.0,22501.0,20556.0,11739.0,6849.0,-1.0,10000.0,-1.0,5650.0,26190.0,7508.0,-1.0,-1.0,5869.0,-1.0,10909.0,6000.0,28636.0,3571.0,-1.0,-1.0,11739.0,-1.0,16774.0,12294.0,40791.0
1980,8217.0,10000.0,9490.0,-1.0,-1.0,34500.0,2182.0,-1.0,9277.0,18574.0,2757.0,-1.0,-1.0,-1.0,-1.0,-1.0,22069.0,10544.0,14685.0,-1.0,8528.0,-1.0,-1.0,-1.0,8500.0,4466.0,-1.0,5387.0,-1.0,6704.0,-1.0,-1.0,42308.0,-1.0,24565.0,30870.0,17401.0,14958.0,16667.0,20432.0,35714.0,-1.0,-1.0,11728.0,20689.0,15731.0,11739.0,6892.0,-1.0,10000.0,-1.0,6174.0,26190.0,7389.0,-1.0,-1.0,5800.0,-1.0,10909.0,8500.0,31337.0,6718.0,-1.0,-1.0,11739.0,-1.0,17333.0,13293.0,24010.0
1981,8605.0,10000.0,9538.0,-1.0,-1.0,35217.0,2308.0,-1.0,10465.0,17571.0,2183.0,-1.0,-1.0,-1.0,-1.0,-1.0,19536.0,14545.0,14667.0,-1.0,10915.0,-1.0,-1.0,-1.0,7965.0,4604.0,-1.0,5782.0,-1.0,2984.0,-1.0,-1.0,44186.0,-1.0,26467.0,31034.0,14047.0,15314.0,11667.0,6279.0,31579.0,-1.0,-1.0,7364.0,20817.0,18462.0,11364.0,6705.0,-1.0,10208.0,-1.0,5751.0,26364.0,7895.0,-1.0,-1.0,7281.0,-1.0,10909.0,7965.0,31923.0,9892.0,-1.0,-1.0,11364.0,-1.0,18333.0,12720.0,25683.0
1982,8778.0,10000.0,9786.0,-1.0,-1.0,32857.0,6154.0,-1.0,10526.0,18426.0,3125.0,-1.0,-1.0,-1.0,-1.0,20000.0,20749.0,16350.0,15378.0,47787.0,10930.0,-1.0,-1.0,-1.0,5426.0,4510.0,-1.0,4577.0,-1.0,8919.0,-1.0,-1.0,40000.0,-1.0,29216.0,31944.0,15527.0,13469.0,10800.0,13694.0,36000.0,-1.0,-1.0,9819.0,22553.0,19160.0,13684.0,5167.0,-1.0,10066.0,-1.0,6142.0,26364.0,8477.0,-1.0,-1.0,7611.0,-1.0,11818.0,5426.0,29459.0,10103.0,-1.0,-1.0,13684.0,-1.0,18310.0,11915.0,43529.0
1983,8763.0,10000.0,10009.0,-1.0,-1.0,32857.0,5333.0,-1.0,11188.0,18638.0,2612.0,-1.0,-1.0,-1.0,-1.0,18375.0,16232.0,13958.0,13131.0,43092.0,10909.0,-1.0,-1.0,-1.0,2691.0,4595.0,-1.0,4230.0,-1.0,8338.0,-1.0,-1.0,40000.0,-1.0,25318.0,32558.0,17001.0,15788.0,12500.0,13309.0,38200.0,-1.0,-1.0,7863.0,21533.0,16663.0,11979.0,3774.0,-1.0,10256.0,-1.0,5918.0,27273.0,8286.0,-1.0,-1.0,5508.0,-1.0,11818.0,2691.0,30893.0,18967.0,-1.0,-1.0,11979.0,-1.0,18118.0,11007.0,34586.0
1984,8846.0,10000.0,9751.0,-1.0,-1.0,20000.0,5000.0,-1.0,13517.0,16806.0,3269.0,-1.0,-1.0,-1.0,-1.0,18133.0,14933.0,13805.0,15421.0,51325.0,10901.0,-1.0,-1.0,-1.0,3084.0,4730.0,-1.0,4038.0,-1.0,6411.0,-1.0,-1.0,42000.0,-1.0,30002.0,33000.0,20368.0,11093.0,15517.0,18154.0,39000.0,-1.0,-1.0,11046.0,21008.0,21425.0,13472.0,9474.0,-1.0,10256.0,-1.0,7831.0,27273.0,8185.0,-1.0,-1.0,5824.0,-1.0,12000.0,3084.0,30526.0,3209.0,-1.0,-1.0,13472.0,-1.0,18095.0,13864.0,40268.0
1985,8995.0,10000.0,10513.0,-1.0,-1.0,34375.0,5000.0,-1.0,12356.0,13435.0,2578.0,-1.0,-1.0,-1.0,-1.0,18000.0,15773.0,8170.0,16816.0,47491.0,10889.0,-1.0,-1.0,-1.0,14794.0,4545.0,-1.0,4351.0,-1.0,9160.0,-1.0,-1.0,40000.0,-1.0,34336.0,33929.0,20801.0,8137.0,19667.0,27618.0,35594.0,-1.0,-1.0,11577.0,21208.0,20370.0,12941.0,5120.0,-1.0,10125.0,-1.0,7901.0,27273.0,8692.0,-1.0,-1.0,4705.0,-1.0,12143.0,14794.0,31111.0,6956.0,-1.0,-1.0,12941.0,-1.0,17381.0,13409.0,39297.0
1986,7910.0,10000.0,11631.0,-1.0,-1.0,37778.0,5000.0,-1.0,12685.0,16957.0,2772.0,-1.0,-1.0,-1.0,-1.0,20750.0,16629.0,10215.0,12280.0,51750.0,10926.0,-1.0,-1.0,-1.0,16553.0,4545.0,-1.0,5624.0,-1.0,10956.0,-1.0,-1.0,42439.0,-1.0,35502.0,34819.0,14528.0,8327.0,17143.0,6207.0,31385.0,-1.0,-1.0,11096.0,21866.0,16667.0,12941.0,6042.0,-1.0,10361.0,-1.0,7784.0,27273.0,8480.0,-1.0,-1.0,2924.0,-1.0,11897.0,16553.0,31818.0,3113.0,-1.0,-1.0,12941.0,-1.0,18824.0,13553.0,38105.0
1987,9200.0,10000.0,10813.0,-1.0,-1.0,32195.0,5000.0,-1.0,13738.0,17753.0,2317.0,-1.0,-1.0,-1.0,-1.0,19385.0,15356.0,11393.0,12862.0,47125.0,10867.0,-1.0,-1.0,-1.0,14260.0,4894.0,-1.0,4808.0,-1.0,6034.0,-1.0,-1.0,43478.0,-1.0,35912.0,34295.0,22566.0,11258.0,18750.0,7803.0,36691.0,-1.0,-1.0,12619.0,23731.0,16667.0,12941.0,6944.0,-1.0,10000.0,-1.0,7792.0,27727.0,8062.0,-1.0,-1.0,2442.0,-1.0,11667.0,14260.0,37179.0,11935.0,-1.0,-1.0,12941.0,-1.0,18182.0,12986.0,35504.0
1988,8926.0,10000.0,10830.0,26429.0,-1.0,38947.0,5000.0,-1.0,13278.0,17688.0,3082.0,-1.0,-1.0,-1.0,-1.0,22000.0,16061.0,13415.0,12469.0,42537.0,10899.0,-1.0,-1.0,-1.0,12436.0,5025.0,-1.0,2680.0,-1.0,11234.0,-1.0,-1.0,43478.0,-1.0,34314.0,37363.0,16294.0,8868.0,20000.0,8994.0,41563.0,-1.0,-1.0,12090.0,23739.0,17652.0,16250.0,4630.0,-1.0,10000.0,-1.0,7873.0,28000.0,8713.0,-1.0,-1.0,4499.0,-1.0,11613.0,12436.0,37857.0,15455.0,-1.0,-1.0,16250.0,-1.0,18576.0,12269.0,39707.0
1989,7696.0,10000.0,10427.0,22804.0,-1.0,34909.0,5000.0,-1.0,13591.0,13043.0,2934.0,-1.0,-1.0,-1.0,-1.0,22286.0,16818.0,11842.0,7463.0,39000.0,10847.0,-1.0,-1.0,-1.0,16113.0,6637.0,-1.0,4369.0,-1.0,7847.0,-1.0,-1.0,43478.0,-1.0,33836.0,33111.0,17163.0,11349.0,20000.0,9443.0,33333.0,-1.0,-1.0,12053.0,29756.0,18254.0,13125.0,6005.0,-1.0,10127.0,-1.0,8281.0,27273.0,8718.0,-1.0,-1.0,7042.0,-1.0,12097.0,16113.0,36691.0,5556.0,-1.0,-1.0,13125.0,-1.0,18750.0,11021.0,35590.0
1990,8519.0,10000.0,7505.0,18875.0,-1.0,35217.0,50588.0,24667.0,13038.0,12000.0,2353.0,-1.0,-1.0,-1.0,-1.0,20000.0,13429.0,11515.0,11111.0,47188.0,10952.0,-1.0,-1.0,30000.0,10563.0,6855.0,-1.0,3515.0,-1.0,5975.0,-1.0,-1.0,90909.0,-1.0,32366.0,30612.0,18129.0,12792.0,20000.0,9008.0,49182.0,-1.0,-1.0,12099.0,31120.0,15702.0,17598.0,4433.0,-1.0,10112.0,-1.0,8208.0,24483.0,8625.0,-1.0,-1.0,5224.0,13000.0,12000.0,10563.0,38520.0,6250.0,-1.0,-1.0,17598.0,-1.0,18750.0,11014.0,41861.0
1991,8845.0,10000.0,11141.0,15262.0,-1.0,34516.0,51810.0,24513.0,13438.0,15104.0,2688.0,-1.0,-1.0,-1.0,-1.0,26137.0,17360.0,20675.0,9009.0,48000.0,10909.0,-1.0,-1.0,36589.0,11084.0,6829.0,-1.0,6771.0,-1.0,11419.0,-1.0,-1.0,90909.0,-1.0,35693.0,27957.0,22053.0,14780.0,23509.0,11216.0,33333.0,-1.0,-1.0,12310.0,34028.0,14423.0,15060.0,7453.0,-1.0,10106.0,-1.0,7368.0,29000.0,8561.0,-1.0,-1.0,4673.0,14100.0,12121.0,11084.0,38286.0,6667.0,-1.0,-1.0,15060.0,-1.0,18423.0,15950.0,38055.0
1992,9266.0,10000.0,9175.0,15093.0,-1.0,34048.0,50089.0,24601.0,13518.0,18973.0,2446.0,-1.0,-1.0,-1.0,-1.0,24348.0,16984.0,21176.0,15455.0,49412.0,10773.0,-1.0,-1.0,50000.0,12073.0,6828.0,-1.0,6427.0,-1.0,3114.0,-1.0,-1.0,91304.0,-1.0,31013.0,22071.0,16997.0,10969.0,24286.0,9895.0,36438.0,-1.0,19545.0,12567.0,21397.0,15217.0,11628.0,6920.0,-1.0,10316.0,-1.0,6667.0,27273.0,9726.0,5727.0,-1.0,6937.0,12200.0,11994.0,12073.0,37721.0,6667.0,-1.0,-1.0,11628.0,12000.0,18632.0,15854.0,42651.0
1993,10572.0,10000.0,12179.0,16009.0,-1.0,36667.0,50000.0,24687.0,13591.0,18615.0,2183.0,-1.0,-1.0,10466.0,-1.0,16250.0,16194.0,21111.0,15000.0,53846.0,10968.0,897.0,-1.0,30000.0,15517.0,6855.0,-1.0,4315.0,-1.0,1612.0,25311.0,-1.0,91667.0,-1.0,38002.0,27249.0,-1.0,-1.0,24359.0,7541.0,39577.0,27797.0,17391.0,10165.0,35107.0,15200.0,17500.0,7630.0,-1.0,10753.0,-1.0,5552.0,28261.0,9451.0,8000.0,-1.0,7284.0,7700.0,12006.0,15517.0,39443.0,8333.0,-1.0,-1.0,17500.0,8000.0,18895.0,13742.0,43460.0
1994,10476.0,10000.0,11867.0,13955.0,-1.0,30000.0,46166.0,24944.0,14055.0,19863.0,2079.0,-1.0,4856.0,7924.0,-1.0,24286.0,16425.0,21264.0,20000.0,41250.0,10769.0,4122.0,-1.0,35673.0,5814.0,6818.0,-1.0,3843.0,-1.0,9063.0,16000.0,-1.0,91667.0,-1.0,30333.0,26383.0,-1.0,-1.0,24684.0,6911.0,33778.0,31672.0,33333.0,8961.0,22723.0,18333.0,17241.0,3306.0,-1.0,11230.0,-1.0,5828.0,28122.0,9333.0,7625.0,-1.0,7334.0,8100.0,12308.0,5814.0,38029.0,9375.0,-1.0,-1.0,17241.0,8000.0,18024.0,14506.0,34784.0
1995,10569.0,10000.0,11593.0,13624.0,-1.0,27193.0,48462.0,24868.0,13610.0,18865.0,2548.0,-1.0,5296.0,10935.0,-1.0,14500.0,14706.0,20562.0,20000.0,38333.0,10909.0,5455.0,-1.0,30000.0,15871.0,6842.0,-1.0,4130.0,-1.0,3043.0,15873.0,-1.0,90400.0,-1.0,33803.0,24708.0,-1.0,-1.0,25882.0,8140.0,35000.0,45081.0,23000.0,6538.0,31689.0,27520.0,17900.0,6822.0,-1.0,11524.0,14286.0,4821.0,28127.0,9872.0,8500.0,-1.0,9227.0,11900.0,12278.0,15871.0,34768.0,9091.0,-1.0,-1.0,17900.0,10000.0,18846.0,15608.0,35077.0
1996,10604.0,10027.0,11076.0,13357.0,-1.0,32258.0,48500.0,24800.0,13804.0,18827.0,2637.0,-1.0,4820.0,10647.0,-1.0,32857.0,17500.0,21412.0,20313.0,47143.0,11500.0,5714.0,-1.0,35855.0,17608.0,6923.0,-1.0,8112.0,-1.0,10624.0,17094.0,-1.0,91200.0,-1.0,36812.0,20999.0,-1.0,-1.0,24758.0,9068.0,-1.0,15333.0,14737.0,10667.0,31971.0,20165.0,16704.0,7229.0,-1.0,14085.0,15789.0,5689.0,29787.0,9919.0,8222.0,22428.0,9921.0,10393.0,12318.0,17608.0,40234.0,9091.0,-1.0,-1.0,16704.0,10000.0,18898.0,16147.0,36795.0
1997,10622.0,10013.0,10932.0,13111.0,-1.0,37419.0,49412.0,24000.0,13959.0,16136.0,2848.0,-1.0,5403.0,10677.0,-1.0,17917.0,17576.0,20930.0,12857.0,60000.0,11111.0,5000.0,-1.0,30000.0,10510.0,7500.0,-1.0,2400.0,-1.0,6070.0,15385.0,-1.0,91111.0,-1.0,35385.0,22573.0,-1.0,-1.0,27649.0,8385.0,-1.0,16429.0,18750.0,9528.0,31928.0,20241.0,16000.0,5882.0,57902.0,14063.0,15385.0,5537.0,28607.0,10100.0,6200.0,6656.0,9692.0,8762.0,12101.0,10510.0,39641.0,6250.0,-1.0,-1.0,16000.0,10000.0,18930.0,15432.0,43838.0
