,Seychelles,Burundi,Bolivia (Plurinational State of),Peru,"China, Taiwan Province of",Mozambique,Myanmar,Zambia,Malaysia,Cameroon,Brazil,Lao People's Democratic Republic,Nepal,Ethiopia,Indonesia,Japan,Zimbabwe,Bangladesh,Republic of Korea,Melanesia,Papua New Guinea,Rwanda,Guatemala,Iran (Islamic Republic of),Democratic Republic of the Congo,Mauritius,Madagascar,Argentina,Uganda,Georgia,India,El Salvador,Ethiopia PDR,Malawi,Sri Lanka,USSR,Azerbaijan,Panama,China,Colombia,United Republic of Tanzania,Viet Nam,Ecuador,Montenegro,South Africa,Réunion,Portugal,Thailand,Kenya,"China, mainland",Russian Federation,Mali,Turkey
1984,86.0,3445.0,290.0,1610.0,24365.0,11000.0,14900.0,463.0,5478.0,2279.0,10703.0,145.0,989.0,-1.0,126443.0,92500.0,11807.0,37900.0,350.0,9845.0,9845.0,8100.0,130.0,43372.0,4955.0,8021.0,240.0,41478.0,5214.0,-1.0,639864.0,-1.0,256.0,37530.0,208058.0,151200.0,-1.0,73.0,438365.0,-1.0,16790.0,27428.0,552.0,-1.0,8301.0,310.0,182.0,2000.0,116200.0,414000.0,-1.0,83.0,113701.0
1985,117.0,4145.0,320.0,1693.0,23203.0,7000.0,15500.0,375.0,5300.0,2114.0,10823.0,480.0,1052.0,-1.0,127464.0,95500.0,14085.0,43285.0,400.0,8080.0,8080.0,10800.0,220.0,33120.0,4840.0,8115.0,240.0,46500.0,5758.0,-1.0,656162.0,-1.0,303.0,39954.0,214094.0,152400.0,-1.0,152.0,455540.0,-1.0,15537.0,28222.0,857.0,-1.0,9218.0,320.0,146.0,3000.0,147100.0,432337.0,-1.0,87.0,137116.0
1986,136.0,3598.0,335.0,1914.0,23890.0,5000.0,15100.0,468.0,5365.0,2516.0,12130.0,650.0,1112.0,-1.0,129481.0,93600.0,15679.0,38000.0,500.0,8000.0,8000.0,10350.0,330.0,40532.0,3380.0,7875.0,250.0,41385.0,3335.0,-1.0,620803.0,-1.0,350.0,38973.0,211276.0,146000.0,-1.0,123.0,484358.0,-1.0,14064.0,30006.0,725.0,-1.0,10663.0,330.0,199.0,2500.0,143317.0,460468.0,-1.0,89.0,148305.0
1987,109.0,4382.0,390.0,1896.0,25578.0,3000.0,14100.0,373.0,4830.0,2564.0,12168.0,502.0,1290.0,-1.0,126096.0,96300.0,14999.0,37595.0,500.0,8000.0,8000.0,11677.0,339.0,43026.0,2030.0,7147.0,250.0,45303.0,3511.0,-1.0,620800.0,-1.0,380.0,31908.0,213327.0,156000.0,-1.0,134.0,534578.0,-1.0,17200.0,28990.0,1308.0,-1.0,11507.0,340.0,185.0,3400.0,155808.0,509000.0,-1.0,55.0,140680.0
1988,106.0,3721.0,430.0,1827.0,23557.0,1500.0,14900.0,546.0,4830.0,2500.0,9521.0,1371.0,1184.0,-1.0,133800.0,89800.0,16612.0,40611.0,500.0,8000.0,8000.0,12286.0,433.0,43268.0,3100.0,6854.0,260.0,31806.0,3512.0,-1.0,674300.0,-1.0,397.0,40157.0,226952.0,122500.0,-1.0,162.0,568973.0,-1.0,15944.0,29743.0,900.0,-1.0,11967.0,340.0,189.0,4959.0,164030.0,545416.0,-1.0,83.0,153160.0
1989,150.0,3862.0,440.0,1732.0,22130.0,2500.0,14700.0,550.0,4830.0,2452.0,9838.0,740.0,1393.0,-1.0,141374.0,90500.0,17948.0,43581.0,400.0,8000.0,8000.0,12975.0,457.0,27808.0,3100.0,5500.0,270.0,49575.0,4658.0,-1.0,701100.0,-1.0,450.0,39469.0,206987.0,131000.0,-1.0,98.0,557006.0,-1.0,20180.0,30218.0,990.0,-1.0,13000.0,350.0,198.0,5033.0,180602.0,534876.0,-1.0,317.0,136530.0
1990,219.0,4040.0,500.0,1648.0,22299.0,4000.0,14900.0,560.0,6200.0,2900.0,9813.0,1616.0,1249.0,-1.0,155919.0,89900.0,17000.0,39075.0,254.0,6985.0,6985.0,12854.0,460.0,37091.0,3114.0,5751.0,280.0,50505.0,6704.0,-1.0,688100.0,20.0,500.0,38921.0,233165.0,135700.0,-1.0,196.0,562369.0,-1.0,18090.0,32247.0,2428.0,-1.0,12441.0,359.0,184.0,6500.0,197000.0,540070.0,-1.0,159.0,122754.0
1991,241.0,5323.0,540.0,1648.0,21380.0,4941.0,10900.0,570.0,7000.0,3000.0,10389.0,1705.0,1476.0,-1.0,139520.0,87800.0,14472.0,45012.0,726.0,8500.0,8500.0,13546.0,450.0,42091.0,3250.0,5918.0,316.0,46075.0,8877.0,-1.0,720300.0,20.0,550.0,40501.0,240747.0,119700.0,-1.0,191.0,562961.0,-1.0,19530.0,33100.0,2036.0,-1.0,11128.0,360.0,129.0,8500.0,203588.0,541581.0,-1.0,92.0,136887.0
1992,224.0,5952.0,550.0,1394.0,20164.0,1018.0,14400.0,500.0,5900.0,3416.0,6019.0,1000.0,1636.0,-1.0,153701.0,92100.0,9214.0,45632.0,700.0,9000.0,9000.0,13644.0,444.0,54956.0,3120.0,5845.0,290.0,46408.0,9504.0,50000.0,754200.0,10.0,600.0,28136.0,178870.0,-1.0,5537.0,161.0,579991.0,-1.0,22000.0,36200.0,1574.0,-1.0,9801.0,370.0,69.0,11000.0,188070.0,559827.0,1640.0,115.0,144025.0
1993,246.0,5520.0,590.0,1743.0,20515.0,1673.0,15300.0,530.0,6000.0,3902.0,10587.0,1475.0,1993.0,1700.0,164994.0,92100.0,14091.0,48900.0,706.0,8700.0,8700.0,11181.0,440.0,56961.0,3352.0,5931.0,400.0,54730.0,12102.0,77000.0,703900.0,20.0,-1.0,39495.0,231871.0,-1.0,5880.0,218.0,620515.0,-1.0,22400.0,37700.0,1489.0,-1.0,10532.0,401.0,21.0,13500.0,211160.0,600000.0,2029.0,277.0,117099.0
1994,246.0,6864.0,675.0,7155.0,24485.0,2000.0,15300.0,500.0,5400.0,3567.0,9807.0,1943.0,2351.0,1800.0,139222.0,86300.0,13437.0,50515.0,744.0,8500.0,8500.0,4136.0,443.0,55603.0,3405.0,5089.0,300.0,50993.0,13462.0,61700.0,753000.0,50.0,-1.0,35141.0,242214.0,-1.0,4750.0,115.0,612953.0,-1.0,24800.0,42000.0,1762.0,-1.0,11316.0,414.0,40.0,16000.0,209420.0,588468.0,8481.0,196.0,134350.0
1995,226.0,6985.0,690.0,5510.0,20892.0,976.0,15900.0,450.0,6000.0,3873.0,8607.0,764.0,2457.0,1900.0,154013.0,84800.0,15000.0,52000.0,699.0,4699.0,4699.0,5414.0,450.0,54352.0,3418.0,3785.0,332.0,51481.0,12692.0,38500.0,753900.0,50.0,-1.0,34182.0,245961.0,-1.0,3000.0,188.0,609392.0,-1.0,24300.0,40200.0,1836.0,-1.0,11975.0,426.0,82.0,18500.0,244530.0,588500.0,7210.0,202.0,102713.0
1996,223.0,5648.0,710.0,9403.0,23131.0,1670.0,16000.0,500.0,6000.0,3581.0,6181.0,101.0,2721.0,1965.0,166256.0,88600.0,16822.0,47675.0,947.0,5113.0,5113.0,9057.0,445.0,62100.0,3431.0,2497.0,335.0,47064.0,17418.0,34000.0,756000.0,70.0,-1.0,34800.0,258427.0,-1.0,3034.0,161.0,616517.0,-1.0,24000.0,46800.0,2228.0,-1.0,9062.0,439.0,63.0,22000.0,257160.0,593386.0,4722.0,69.0,114540.0
1997,270.0,4169.0,735.0,10431.0,23505.0,1500.0,17700.0,550.0,6000.0,4190.0,6156.0,110.0,2906.0,2000.0,153600.0,91200.0,17098.0,53310.0,1000.0,5156.0,5156.0,13239.0,446.0,69293.0,3433.0,1787.0,320.0,54125.0,21075.0,33200.0,780000.0,130.0,-1.0,29700.0,276861.0,-1.0,1634.0,114.0,636871.0,-1.0,25500.0,52200.0,1866.0,-1.0,8207.0,452.0,25.0,25000.0,220722.0,613366.0,4060.0,50.0,139523.0
1998,250.0,6669.0,735.0,7397.0,22641.0,1500.0,20364.0,650.0,4600.0,3944.0,5807.0,260.0,3020.0,2700.0,166800.0,82600.0,17500.0,50575.0,1470.0,7260.0,7260.0,14875.0,447.0,60579.0,3328.0,1488.0,312.0,57148.0,25901.0,47234.0,810000.0,200.0,-1.0,40362.0,280056.0,-1.0,863.0,109.0,687675.0,-1.0,21900.0,56600.0,1572.0,-1.0,13010.0,465.0,24.0,28000.0,294165.0,665034.0,3700.0,60.0,177850.0
1999,236.0,6865.0,810.0,6964.0,21119.0,1600.0,18424.0,1000.0,5900.0,4597.0,7020.0,350.0,4493.0,3608.0,161000.0,88500.0,18530.0,56000.0,1109.0,6200.0,6200.0,12959.0,460.0,61685.0,2183.0,1473.0,400.0,55800.0,24739.0,60330.0,874000.0,200.0,-1.0,38500.0,283760.0,-1.0,2730.0,119.0,696990.0,100.0,25000.0,70300.0,1572.0,-1.0,12077.0,478.0,120.0,30000.0,248700.0,675871.0,2000.0,84.0,199155.0
2000,246.0,34060.0,840.0,6259.0,20349.0,10466.0,19000.0,850.0,5642.0,4004.0,8400.0,307.0,5085.0,3776.0,162586.0,85000.0,22000.0,46000.0,1434.0,6200.0,6200.0,14481.0,450.0,49874.0,1879.0,1312.0,490.0,74256.0,29236.0,24000.0,826000.0,300.0,-1.0,42400.0,305840.0,-1.0,1082.0,135.0,703673.0,72.0,23600.0,69900.0,1211.0,-1.0,12514.0,492.0,103.0,32327.0,236286.0,683324.0,1520.0,81.0,138770.0
2001,231.0,44400.0,840.0,6478.0,19837.0,9029.0,21300.0,550.0,5413.0,4200.0,8337.0,160.0,6638.0,3973.0,166867.0,85000.0,22400.0,52000.0,1351.0,6100.0,6100.0,17815.0,440.0,51160.0,1615.0,1517.0,441.0,71117.0,32857.0,23000.0,847000.0,350.0,-1.0,36800.0,295090.0,-1.0,1424.0,75.0,721536.0,120.0,25500.0,75700.0,1320.0,-1.0,12671.0,507.0,106.0,33494.0,294620.0,701699.0,1240.0,50.0,142900.0
2002,222.0,33234.0,850.0,6349.0,20345.0,12579.0,22800.0,750.0,5100.0,4000.0,8687.0,172.0,7518.0,3900.0,165194.0,84000.0,22000.0,58000.0,1477.0,6200.0,6200.0,14893.0,438.0,63900.0,1389.0,1381.0,516.0,70457.0,39476.0,24000.0,854000.0,250.0,-1.0,39200.0,310000.0,-1.0,1440.0,113.0,765719.0,120.0,24700.0,94200.0,815.0,-1.0,12500.0,522.0,105.0,36321.0,287045.0,745374.0,1290.0,70.0,135000.0
2003,261.0,35225.0,850.0,5634.0,20675.0,12690.0,22840.0,658.0,4125.0,3401.0,5559.0,225.0,8198.0,4360.0,169818.0,91900.0,22200.0,57500.0,1500.0,6400.0,6400.0,15484.0,450.0,63650.0,1560.0,1436.0,570.0,69866.0,36895.0,24457.0,846000.0,250.0,-1.0,41693.0,303230.0,-1.0,944.0,120.0,788815.0,120.0,27600.0,104300.0,1086.0,-1.0,12143.0,538.0,116.0,43333.0,293670.0,768140.0,870.0,90.0,153800.0
2004,214.0,37523.0,847.0,1548.0,20192.0,15127.0,24640.0,800.0,3900.0,4000.0,5347.0,320.0,11651.0,4400.0,167136.0,100700.0,18724.0,57580.0,1500.0,6500.0,6500.0,14493.0,440.0,40250.0,1560.0,1482.0,365.0,70389.0,35706.0,20000.0,879000.0,260.0,-1.0,50090.0,308090.0,-1.0,1048.0,161.0,855422.0,120.0,30100.0,119500.0,1166.0,-1.0,4279.0,555.0,125.0,51817.0,324600.0,835230.0,1240.0,110.0,201663.0
2005,219.0,39335.0,866.0,4236.0,18803.0,16000.0,25000.0,773.0,2850.0,4383.0,4473.0,300.0,12500.0,4800.0,167276.0,100000.0,22200.0,57580.0,1400.0,6600.0,6600.0,16458.0,434.0,59180.0,1570.0,1387.0,351.0,67871.0,37734.0,22755.0,907000.0,270.0,-1.0,38000.0,317200.0,-1.0,737.0,235.0,953660.0,120.0,30700.0,132525.0,1855.0,-1.0,21780.0,573.0,112.0,51570.0,328500.0,934857.0,1260.0,135.0,217540.0
2006,189.0,30836.0,872.0,4820.0,19345.0,16256.0,26000.0,750.0,6213.0,4691.0,4052.0,153.0,13043.0,5281.0,146858.0,91800.0,22000.0,58000.0,1400.0,6600.0,6600.0,16976.0,450.0,46500.0,1760.0,1567.0,353.0,72129.0,34334.0,6600.0,949000.0,270.0,-1.0,45009.0,310800.0,-1.0,655.0,141.0,1047345.0,120.0,30300.0,151000.0,1870.0,100.0,3328.0,592.0,115.0,53782.0,310580.0,1028000.0,1150.0,135.0,201866.0
2007,222.0,33676.0,889.0,3597.0,17502.0,16256.0,27700.0,781.0,5540.0,4919.0,1083.0,260.0,15168.0,5700.0,150623.0,94100.0,22300.0,58500.0,1300.0,6500.0,6500.0,20474.0,480.0,49680.0,1760.0,1563.0,374.0,76000.0,44923.0,7500.0,973000.0,500.0,-1.0,48140.0,305220.0,-1.0,480.0,145.0,1183002.0,120.0,31300.0,164000.0,1925.0,100.0,4200.0,612.0,125.0,57362.0,369600.0,1165500.0,630.0,135.0,206160.0
2008,137.0,31787.0,904.0,4009.0,17384.0,16866.0,29000.0,803.0,9548.0,5145.0,4752.0,560.0,16160.0,5400.0,153971.0,96500.0,23260.0,59000.0,2200.0,6000.0,6000.0,19965.0,300.0,165717.0,2220.0,1668.0,246.0,80142.0,42808.0,5400.0,987000.0,2200.0,-1.0,41637.0,318700.0,-1.0,320.0,151.0,1274984.0,120.0,34800.0,173500.0,1950.0,100.0,3290.0,634.0,125.0,61557.0,345800.0,1257600.0,820.0,118.0,198046.0
2009,63.0,31828.0,1245.0,3169.0,16780.0,30000.0,30255.0,823.0,7223.0,6000.0,4686.0,470.0,16208.0,6597.0,156901.0,86000.0,23843.0,59500.0,2400.0,6400.0,6400.0,20535.0,310.0,165717.0,2489.0,1481.0,314.0,71715.0,48663.0,5800.0,972700.0,500.0,-1.0,52555.0,290000.0,-1.0,450.0,160.0,1375780.0,134.0,34170.0,185700.0,1865.0,100.0,1743.0,657.0,125.0,63707.0,314198.0,1359000.0,630.0,115.0,198601.0
2010,49.0,37875.0,1339.0,3214.0,17467.0,28995.0,31060.0,843.0,19738.0,5550.0,4278.0,582.0,16607.0,7674.0,150342.0,85000.0,23702.0,60000.0,2338.0,6247.0,6247.0,22249.0,384.0,165717.0,2479.0,1467.0,385.0,92417.0,49182.0,3500.0,991182.0,450.0,-1.0,51589.0,331400.0,-1.0,540.0,154.0,1467467.0,134.0,33160.0,198466.0,1487.0,100.0,1647.0,681.0,121.0,67241.0,399006.0,1450000.0,370.0,108.0,235000.0
2011,38.0,40853.0,1356.0,3158.0,17310.0,27000.0,31000.0,864.0,16632.0,5256.0,3520.0,802.0,17438.0,8955.0,150200.0,82100.0,24043.0,60500.0,2207.0,5882.0,5882.0,24066.0,400.0,103890.0,3129.0,1787.0,383.0,92892.0,35194.0,2900.0,1095460.0,450.0,-1.0,47006.0,327500.0,-1.0,534.0,154.0,1640310.0,134.0,32000.0,206600.0,1415.0,100.0,1795.0,708.0,79.0,73320.0,377912.0,1623000.0,270.0,103.0,221600.0
