,USSR,Burkina Faso,Syrian Arab Republic,Bahrain,Fiji,Australia,Panama,The former Yugoslav Republic of Macedonia,Slovakia,Thailand,Belize,Ethiopia,Kenya,Guyana,Romania,Serbia,Lao People's Democratic Republic,Lebanon,Yemen,Tunisia,Albania,Paraguay,Niger,Australia & New Zealand,Democratic People's Republic of Korea,Slovenia,El Salvador,Montenegro,Argentina,Colombia,Spain,India,Jamaica,Ecuador,Indonesia,Republic of Moldova,Canada,Jordan,Belgium-Luxembourg,South Sudan,Egypt,Melanesia,Malaysia,Greece,Czechoslovakia,France,Republic of Korea,Democratic Republic of the Congo,Nigeria,Mali,United Arab Emirates,Hungary,Dominican Republic,Kyrgyzstan,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,Ghana,"China, mainland",French Polynesia,Madagascar,Cyprus,Peru,Rwanda,New Zealand,Cameroon,Netherlands,Guatemala,Saint Kitts and Nevis,Cuba,Austria,Puerto Rico,United States of America,Bhutan,Philippines,Iraq,Libya,United Republic of Tanzania,Belgium,Nepal,Czechia,Costa Rica,Italy,Qatar,Senegal,Germany,Benin,Montserrat,Uzbekistan,China,Finland,Serbia and Montenegro,Sudan (former),Morocco,Antigua and Barbuda,Chile,Honduras,Uruguay,Zimbabwe,Ireland,Algeria,"China, Taiwan Province of",Israel,Japan,Maldives,Switzerland,Namibia,Trinidad and Tobago,Georgia,United Kingdom,Azerbaijan,Mauritius,Oman,Bosnia and Herzegovina,Barbados,Turkey,Portugal,Bolivia (Plurinational State of),Sudan,Saint Vincent and the Grenadines,Venezuela (Bolivarian Republic of),Djibouti,Brunei Darussalam,Mexico,Cook Islands,Ukraine,Kuwait,South Africa,Guadeloupe,Sri Lanka,Côte d'Ivoire,Polynesia,Croatia,Bulgaria,Occupied Palestinian Territory
2005,,7200.0,60099.0,110.0,741.0,47426.0,2685.0,100000.0,28713.0,15000.0,287.0,116738.0,12860.0,966.0,203751.0,,13600.0,4300.0,16810.0,256000.0,46000.0,13159.0,18000.0,53026.0,60000.0,10227.0,11479.0,,126071.0,49315.0,1060362.0,52328.0,7139.0,7000.0,1058023.0,32135.0,41145.0,38443.0,,,460000.0,741.0,29000.0,104650.0,,23661.0,395293.0,,721000.0,4189.0,8594.0,113371.0,27907.0,1100.0,,62945.0,77500.0,200000.0,12500000.0,194.0,191.0,1751.0,8109.0,-1.0,5600.0,14178.0,345000.0,17690.0,29.0,81815.0,9451.0,4428.0,959070.0,4500.0,17138.0,28000.0,19010.0,7410.0,20000.0,12624.0,5758.0,1112.0,362994.0,500.0,-1.0,-1.0,50892.0,19.0,35000.0,12530180.0,986.0,167477.0,7000.0,190480.0,90.0,51000.0,6121.0,14178.0,942.0,359.0,248614.0,30180.0,134700.0,154000.0,87.0,185.0,110.0,750.0,31000.0,13600.0,-1.0,1169.0,5527.0,36123.0,689.0,1829000.0,1214.0,3101.0,,450.0,94161.0,9.0,373.0,1617264.0,1.0,131500.0,9590.0,750.0,150.0,66990.0,25835.0,195.0,34430.0,72155.0,14854.0
2006,,7000.0,60147.0,85.0,742.0,63662.0,2726.0,121820.0,28616.0,13000.0,549.0,219132.0,10520.0,2102.0,279126.0,177255.0,14838.0,7200.0,17088.0,256000.0,49078.0,9325.0,20000.0,69210.0,58000.0,4780.0,16185.0,16771.0,126000.0,49500.0,1147774.0,51000.0,9240.0,6500.0,1185060.0,46040.0,46171.0,38312.0,,,550000.0,742.0,29000.0,113180.0,,21316.0,352966.0,,721500.0,3838.0,4986.0,206419.0,28943.0,1200.0,,56180.0,73500.0,150000.0,13000000.0,187.0,211.0,1803.0,4574.0,-1.0,5548.0,18228.0,318000.0,35038.0,50.0,62141.0,10368.0,4334.0,998210.0,11606.0,17974.0,35000.0,19986.0,7990.0,27000.0,13784.0,7500.0,1294.0,345152.0,681.0,,1801.0,59363.0,20.0,30000.0,13030234.0,848.0,,7000.0,235570.0,91.0,42500.0,10200.0,14177.0,1123.0,380.0,275888.0,30234.0,158777.0,146800.0,497.0,205.0,130.0,722.0,12600.0,16000.0,-1.0,1517.0,4558.0,43013.0,614.0,1842175.0,1200.0,3229.0,,475.0,101143.0,9.0,249.0,1681277.0,1.0,145200.0,10548.0,756.0,158.0,66550.0,25858.0,188.0,46132.0,156684.0,17450.0
2007,,7700.0,78786.0,44.0,743.0,58271.0,2746.0,140558.0,26833.0,15000.0,502.0,139192.0,10850.0,1883.0,184939.0,150257.0,15047.0,7800.0,18798.0,278000.0,45000.0,9500.0,22000.0,63871.0,60000.0,3650.0,17390.0,17275.0,127000.0,50000.0,1057533.0,54835.0,8556.0,7000.0,1128790.0,16464.0,42577.0,41735.0,,,651822.0,743.0,33032.0,106556.0,,18666.0,414136.0,,723000.0,16804.0,3411.0,208200.0,29118.0,1800.0,,75829.0,79000.0,110000.0,14000000.0,180.0,231.0,1778.0,9951.0,-1.0,5600.0,20142.0,320000.0,34558.0,55.0,55807.0,14701.0,4450.0,906140.0,8368.0,19143.0,46000.0,20979.0,9067.0,24000.0,15569.0,7000.0,1109.0,252194.0,884.0,,2066.0,45601.0,20.0,33000.0,14026272.0,658.0,,9000.0,213760.0,91.0,47000.0,14350.0,13861.0,1314.0,400.0,268055.0,26272.0,178600.0,149600.0,63.0,208.0,151.0,800.0,11700.0,14900.0,-1.0,1438.0,7348.0,36780.0,534.0,1759224.0,1250.0,3306.0,,475.0,124106.0,10.0,245.0,1890428.0,2.0,134000.0,10000.0,814.0,158.0,48700.0,25821.0,182.0,35822.0,81744.0,17579.0
2008,,7888.0,67200.0,45.0,743.0,59223.0,2767.0,141729.0,24619.0,16000.0,486.0,184721.0,7500.0,1493.0,238682.0,151317.0,15193.0,9000.0,19550.0,291000.0,46600.0,3979.0,25845.0,64873.0,57501.0,4286.0,19304.0,18327.0,133042.0,35509.0,918140.0,57049.0,7869.0,7500.0,1092115.0,15839.0,41971.0,51527.0,,,703408.0,743.0,30796.0,119900.0,,18540.0,385763.0,,725000.0,17000.0,8242.0,166579.0,32894.0,3100.0,,33970.0,121790.0,90000.0,14250000.0,160.0,253.0,1728.0,10800.0,2600.0,5650.0,22063.0,335000.0,45796.0,55.0,63677.0,17693.0,4326.0,909810.0,7640.0,20328.0,69500.0,21957.0,9882.0,24000.0,16362.0,7200.0,941.0,325727.0,824.0,,1904.0,46123.0,21.0,37000.0,14274178.0,616.0,,9270.0,232220.0,91.0,52000.0,15641.0,13571.0,1474.0,398.0,280397.0,24178.0,177900.0,150300.0,59.0,166.0,234.0,775.0,11000.0,16300.0,38954.0,969.0,9400.0,39890.0,345.0,1796177.0,1300.0,3389.0,,500.0,152229.0,10.0,250.0,2054968.0,1.0,146000.0,13500.0,794.0,161.0,51010.0,25213.0,161.0,34760.0,59524.0,16802.0
2009,,8002.0,48443.0,154.0,744.0,49315.0,2787.0,154771.0,26238.0,18000.0,538.0,220791.0,3355.0,2900.0,245661.0,171366.0,15436.0,10400.0,20777.0,281000.0,51757.0,5208.0,16137.0,54815.0,54291.0,4562.0,4668.0,18181.0,140000.0,19145.0,932191.0,59476.0,10804.0,7800.0,1378727.0,23794.0,42678.0,43672.0,,,792836.0,744.0,34823.0,120000.0,,18247.0,350436.0,,727839.0,18077.0,3664.0,168944.0,37831.0,4200.0,,35536.0,139150.0,85000.0,14500000.0,150.0,274.0,1635.0,10700.0,3902.0,5500.0,25987.0,370000.0,46531.0,50.0,56672.0,17855.0,4336.0,988240.0,8974.0,20324.0,63811.0,22895.0,10691.0,27300.0,23813.0,7176.0,887.0,323869.0,845.0,,2057.0,25805.0,22.0,40000.0,14520301.0,895.0,,12000.0,202914.0,92.0,55042.0,15735.0,14453.0,1619.0,368.0,318949.0,20301.0,202300.0,142700.0,80.0,249.0,752.0,799.0,11500.0,19400.0,36531.0,1228.0,8159.0,40310.0,455.0,1837003.0,1400.0,3408.0,,525.0,139239.0,10.0,304.0,1941564.0,1.0,155300.0,16423.0,814.0,162.0,46420.0,25423.0,151.0,35991.0,71469.0,14276.0
2010,,8128.0,76904.0,219.0,744.0,50569.0,2808.0,168150.0,23584.0,17717.0,714.0,267645.0,4284.0,4312.0,243493.0,154953.0,15703.0,26389.0,22350.0,304000.0,65475.0,8652.0,42205.0,56356.0,50906.0,3375.0,4668.0,18226.0,145506.0,17992.0,875657.0,61982.0,11206.0,7397.0,1332356.0,18872.0,46690.0,55138.0,,,655841.0,744.0,29538.0,141000.0,,17628.0,310462.0,,733174.0,19468.0,2586.0,122445.0,37182.0,5000.0,,85000.0,136660.0,90000.0,14978000.0,150.0,294.0,1593.0,9657.0,4107.0,5787.0,29910.0,365000.0,50070.0,55.0,44545.0,14682.0,4363.0,932580.0,6696.0,20859.0,69120.0,24000.0,11500.0,27800.0,26712.0,7402.0,944.0,293647.0,1016.0,,2159.0,44642.0,22.0,44500.0,15001503.0,771.0,,12700.0,224648.0,92.0,50000.0,10341.0,15119.0,1751.0,379.0,380412.0,23503.0,203982.0,137300.0,214.0,231.0,800.0,850.0,3300.0,19200.0,39733.0,1329.0,22624.0,38397.0,394.0,1986700.0,1357.0,8362.0,,420.0,159462.0,10.0,318.0,2335562.0,1.0,163600.0,16307.0,833.0,163.0,49000.0,25000.0,151.0,18621.0,69080.0,8714.0
2011,,8217.0,58966.0,89.0,744.0,50862.0,2773.0,153842.0,15535.0,17786.0,907.0,305221.0,4230.0,3673.0,253505.0,145206.0,15987.0,23440.0,17800.0,268000.0,63700.0,5312.0,65687.0,56993.0,47400.0,3701.0,1918.0,17665.0,142941.0,16515.0,921089.0,64390.0,13293.0,7299.0,1483079.0,23977.0,46414.0,63738.0,,,670434.0,744.0,28766.0,130800.0,,17142.0,262257.0,,732967.0,21357.0,3298.0,128003.0,36842.0,7800.0,,62980.0,131490.0,95000.0,15520000.0,150.0,313.0,1627.0,8814.0,4342.0,6131.0,33310.0,365000.0,51122.0,51.0,55057.0,16047.0,4362.0,991373.0,8309.0,21003.0,84072.0,24195.0,12629.0,24300.0,27203.0,7644.0,805.0,229093.0,920.0,,2325.0,38543.0,23.0,49000.0,15541611.0,720.0,,13335.0,143128.0,93.0,48830.0,14272.0,15303.0,1869.0,387.0,384267.0,21611.0,226075.0,141800.0,141.0,343.0,784.0,1017.0,5600.0,19100.0,46000.0,1383.0,12298.0,37071.0,396.0,1975269.0,1356.0,14121.0,,329.0,188727.0,10.0,332.0,2131740.0,1.0,185200.0,16270.0,850.0,164.0,44400.0,26009.0,151.0,20022.0,66298.0,12279.0
2012,,8500.0,38267.0,91.0,745.0,46702.0,2699.0,166247.0,5746.0,18000.0,886.0,402109.0,2921.0,3459.0,207072.0,88614.0,14500.0,14728.0,21500.0,372768.0,65400.0,5307.0,59590.0,52798.0,50000.0,3381.0,2589.0,16705.0,142785.0,21919.0,970296.0,68000.0,14263.0,7373.0,1656243.0,14641.0,50748.0,70506.0,,-1.0,650054.0,745.0,40097.0,167900.0,,16500.0,302015.0,,735178.0,23270.0,3831.0,92608.0,35559.0,24500.0,,51517.0,148220.0,110000.0,15600000.0,171.0,345.0,1592.0,8803.0,5000.0,6096.0,37307.0,345000.0,52567.0,52.0,62202.0,17280.0,4361.0,907270.0,7726.0,21275.0,92292.0,24500.0,14000.0,25500.0,27429.0,7824.0,1000.0,291661.0,428.0,,5235.0,46865.0,25.0,50000.0,15623378.0,712.0,,,180591.0,90.0,51000.0,14350.0,17541.0,2000.0,394.0,426566.0,23378.0,240776.0,145000.0,114.0,430.0,825.0,595.0,3800.0,21300.0,49178.0,1471.0,11797.0,35384.0,239.0,2042360.0,1350.0,14930.0,13602.0,223.0,101911.0,10.0,360.0,2379736.0,1.0,189700.0,16056.0,900.0,155.0,64290.0,26500.0,172.0,14553.0,47816.0,14425.0
2013,,8200.0,35068.0,88.0,745.0,33494.0,2526.0,152153.0,5413.0,18000.0,733.0,295438.0,1733.0,7968.0,227690.0,100440.0,16846.0,15781.0,17800.0,384000.0,66550.0,4465.0,97084.0,39714.0,50000.0,3249.0,5557.0,4169.0,144110.0,29212.0,1016811.0,68000.0,15204.0,7363.0,1726381.0,14383.0,46283.0,60868.0,,-1.0,565424.0,745.0,59775.0,152400.0,,20987.0,298885.0,,737388.0,25473.0,8960.0,87200.0,39971.0,28000.0,,52167.0,162800.0,116690.0,15800000.0,182.0,340.0,1628.0,14265.0,4453.0,6220.0,35536.0,325000.0,53515.0,60.0,73336.0,18355.0,4360.0,845630.0,7062.0,21462.0,112193.0,25261.0,14000.0,22700.0,27948.0,8010.0,772.0,307122.0,237.0,,7515.0,54435.0,26.0,54600.0,15826586.0,613.0,,,179859.0,96.0,39000.0,15287.0,8576.0,2000.0,402.0,482471.0,26586.0,244049.0,145300.0,122.0,453.0,888.0,781.0,4000.0,23500.0,43927.0,1492.0,12187.0,38524.0,535.0,2159348.0,1374.0,12328.0,14282.0,284.0,121696.0,11.0,358.0,2294400.0,1.0,194110.0,28158.0,919.0,175.0,71175.0,26500.0,183.0,17377.0,63650.0,14598.0
2014,,8160.0,49893.0,85.0,593.0,44323.0,2354.0,175867.0,5083.0,17978.0,1034.0,207558.0,2219.0,6164.0,228576.0,114472.0,17043.0,16185.0,19760.0,375000.0,68970.0,5525.0,233156.0,50620.0,51641.0,3594.0,5845.0,4043.0,145436.0,25867.0,1130340.0,68564.0,14101.0,7353.0,1875095.0,12605.0,53593.0,66103.0,,-1.0,601289.0,593.0,40521.0,147140.0,,22969.0,270983.0,,739599.0,27406.0,5923.0,84790.0,40715.0,7000.0,,52542.0,174174.0,122400.0,16120406.0,176.0,349.0,1433.0,16870.0,4508.0,6297.0,36707.0,340000.0,54957.0,57.0,60543.0,18601.0,4359.0,914490.0,7397.0,21834.0,86086.0,26403.0,14934.0,25200.0,35668.0,8192.0,740.0,285203.0,609.0,,8416.0,75953.0,25.0,62000.0,16147559.0,520.0,,,165248.0,98.0,47096.0,16319.0,13995.0,2037.0,409.0,532681.0,27153.0,232522.0,145300.0,119.0,532.0,1047.0,909.0,6800.0,23700.0,45556.0,1674.0,12720.0,28638.0,93.0,2127944.0,1399.0,12988.0,15500.0,308.0,118771.0,11.0,369.0,2732635.0,1.0,187860.0,13080.0,977.0,177.0,62527.0,26886.0,177.0,13203.0,49909.0,14594.0
