,USSR,Burkina Faso,Syrian Arab Republic,Bahrain,Fiji,Australia,Panama,The former Yugoslav Republic of Macedonia,Slovakia,Thailand,Belize,Ethiopia,Kenya,Guyana,Romania,Serbia,Lao People's Democratic Republic,Lebanon,Yemen,Tunisia,Albania,Paraguay,Niger,Australia & New Zealand,Democratic People's Republic of Korea,Slovenia,El Salvador,Montenegro,Argentina,Colombia,Spain,India,Jamaica,Ecuador,Indonesia,Republic of Moldova,Canada,Jordan,Belgium-Luxembourg,South Sudan,Egypt,Melanesia,Malaysia,Greece,Czechoslovakia,France,Republic of Korea,Democratic Republic of the Congo,Nigeria,Mali,United Arab Emirates,Hungary,Dominican Republic,Kyrgyzstan,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,Ghana,"China, mainland",French Polynesia,Madagascar,Cyprus,Peru,Rwanda,New Zealand,Cameroon,Netherlands,Guatemala,Saint Kitts and Nevis,Cuba,Austria,Puerto Rico,United States of America,Bhutan,Philippines,Iraq,Libya,United Republic of Tanzania,Belgium,Nepal,Czechia,Costa Rica,Italy,Qatar,Senegal,Germany,Benin,Montserrat,Uzbekistan,China,Finland,Serbia and Montenegro,Sudan (former),Morocco,Antigua and Barbuda,Chile,Honduras,Uruguay,Zimbabwe,Ireland,Algeria,"China, Taiwan Province of",Israel,Japan,Maldives,Switzerland,Namibia,Trinidad and Tobago,Georgia,United Kingdom,Azerbaijan,Mauritius,Oman,Bosnia and Herzegovina,Barbados,Turkey,Portugal,Bolivia (Plurinational State of),Sudan,Saint Vincent and the Grenadines,Venezuela (Bolivarian Republic of),Djibouti,Brunei Darussalam,Mexico,Cook Islands,Ukraine,Kuwait,South Africa,Guadeloupe,Sri Lanka,Côte d'Ivoire,Polynesia,Croatia,Bulgaria,Occupied Palestinian Territory
1971,90000.0,,18688.0,,-1.0,,1100.0,,,7600.0,-1.0,,-1.0,-1.0,167400.0,,-1.0,-1.0,,97000.0,-1.0,14000.0,-1.0,,24000.0,,1569.0,,70300.0,5600.0,384300.0,21000.0,1170.0,2400.0,200000.0,,6472.0,4135.0,,,119000.0,0.0,-1.0,31352.0,36525.0,15900.0,73857.0,,495000.0,,33.0,160691.0,10690.0,,282118.0,-1.0,,94500.0,1630000.0,9.0,-1.0,559.0,19443.0,-1.0,,,,2200.0,-1.0,8616.0,17433.0,3629.0,184702.0,,5500.0,10967.0,3677.0,-1.0,,-1.0,,-1.0,421700.0,,,-1.0,10000.0,77.0,,1637223.0,-1.0,,3000.0,28000.0,30.0,20000.0,-1.0,3800.0,-1.0,,17000.0,7223.0,37800.0,134800.0,4.0,-1.0,-1.0,450.0,,,,512.0,-1.0,,,330000.0,600.0,4000.0,,30.0,6447.0,7.0,-1.0,310202.0,,,-1.0,-1.0,,30000.0,17000.0,9.0,,249487.0,-1.0
1972,92000.0,,18532.0,,-1.0,,400.0,,,7800.0,-1.0,,-1.0,-1.0,195600.0,,-1.0,-1.0,,81000.0,-1.0,14200.0,-1.0,,26000.0,,1400.0,,79250.0,5800.0,439800.0,21400.0,1072.0,2600.0,200000.0,,7480.0,3689.0,300.0,,117000.0,0.0,-1.0,38448.0,38077.0,16000.0,73219.0,,490000.0,,19.0,190377.0,10245.0,,309678.0,-1.0,,141200.0,1470000.0,9.0,-1.0,559.0,15802.0,-1.0,,,,2100.0,-1.0,4595.0,21615.0,4218.0,210965.0,,5600.0,13577.0,4429.0,-1.0,,-1.0,,-1.0,416300.0,,,-1.0,10000.0,82.0,,1478488.0,-1.0,,4000.0,30000.0,37.0,19800.0,-1.0,3900.0,-1.0,,19000.0,8488.0,32900.0,145300.0,1.0,-1.0,-1.0,500.0,,,,365.0,-1.0,,,340000.0,600.0,4000.0,,35.0,6081.0,8.0,-1.0,435071.0,,,-1.0,-1.0,,31980.0,17000.0,9.0,,287085.0,-1.0
1973,94000.0,,20457.0,,-1.0,,907.0,,,8000.0,-1.0,,-1.0,-1.0,205300.0,,-1.0,-1.0,,92000.0,-1.0,14500.0,-1.0,,28000.0,,1300.0,,107960.0,6000.0,544500.0,22500.0,1041.0,2800.0,299354.0,,4824.0,2448.0,400.0,,102000.0,0.0,-1.0,37727.0,37531.0,19600.0,76770.0,,480000.0,,55.0,180221.0,10665.0,,321951.0,-1.0,,134100.0,1690000.0,9.0,-1.0,457.0,14738.0,-1.0,,,,2000.0,-1.0,15799.0,19071.0,3856.0,214910.0,,5800.0,12100.0,5852.0,-1.0,,-1.0,,-1.0,476700.0,,,-1.0,11000.0,12.0,,1700129.0,-1.0,,4000.0,32000.0,19.0,19800.0,-1.0,4000.0,-1.0,,24000.0,10129.0,30550.0,144000.0,1.0,-1.0,-1.0,600.0,,,,198.0,-1.0,,,345000.0,600.0,4000.0,,30.0,6584.0,8.0,-1.0,399511.0,,,-1.0,-1.0,,40037.0,17000.0,9.0,,267930.0,-1.0
1974,96000.0,,27820.0,,-1.0,,422.0,,,8200.0,-1.0,,-1.0,-1.0,139000.0,,-1.0,-1.0,,103000.0,-1.0,14800.0,-1.0,,30000.0,,1200.0,,74940.0,7245.0,456800.0,23400.0,1135.0,3000.0,323800.0,,3360.0,3270.0,700.0,,115000.0,0.0,-1.0,39966.0,33508.0,19879.0,70955.0,,540000.0,,149.0,159382.0,11286.0,,336884.0,-1.0,,148400.0,1710000.0,18.0,-1.0,406.0,14255.0,-1.0,,,,1900.0,-1.0,18550.0,21499.0,2495.0,238180.0,,5900.0,8534.0,7026.0,-1.0,,-1.0,,-1.0,481010.0,,,-1.0,11000.0,12.0,,1721514.0,-1.0,,3800.0,33000.0,15.0,20000.0,-1.0,4100.0,-1.0,,28000.0,11514.0,25750.0,139500.0,1.0,-1.0,-1.0,650.0,,,,230.0,-1.0,,,370000.0,600.0,4000.0,,30.0,8763.0,8.0,-1.0,415614.0,,,-1.0,-1.0,100.0,44581.0,17000.0,18.0,,291412.0,-1.0
1975,98000.0,,35367.0,412.0,-1.0,,649.0,,,8400.0,-1.0,,-1.0,-1.0,148400.0,,-1.0,-1.0,,93000.0,-1.0,15000.0,-1.0,,32000.0,,1136.0,,51990.0,5700.0,460000.0,24100.0,1291.0,3000.0,252000.0,,5170.0,5160.0,1000.0,,126000.0,0.0,-1.0,46349.0,49408.0,20114.0,127856.0,,550000.0,,300.0,174892.0,11800.0,,300736.0,-1.0,,117900.0,1780000.0,51.0,-1.0,508.0,13288.0,-1.0,,,,1800.0,-1.0,20483.0,25424.0,2821.0,231603.0,,6000.0,9345.0,7025.0,-1.0,,-1.0,,-1.0,483090.0,,,-1.0,12000.0,12.0,,1790933.0,-1.0,,3800.0,35000.0,13.0,21000.0,-1.0,4200.0,-1.0,,32000.0,10933.0,31100.0,146800.0,1.0,-1.0,-1.0,650.0,,,,163.0,-1.0,,,375000.0,600.0,4150.0,,30.0,8036.0,8.0,-1.0,273149.0,,,-1.0,-1.0,100.0,37607.0,17400.0,51.0,,268991.0,-1.0
1976,100000.0,,34590.0,267.0,-1.0,,830.0,,,8600.0,-1.0,,-1.0,-1.0,172700.0,,-1.0,-1.0,,120000.0,-1.0,15500.0,-1.0,,33000.0,,1010.0,,62850.0,9900.0,492000.0,24300.0,1315.0,2910.0,194600.0,,4600.0,4223.0,1000.0,,138233.0,0.0,-1.0,50794.0,31738.0,21094.0,157235.0,,570000.0,,700.0,140601.0,12339.0,,284624.0,-1.0,,113000.0,1780000.0,83.0,-1.0,457.0,14604.0,-1.0,,,,1800.0,-1.0,24215.0,13328.0,2821.0,238362.0,,5908.0,11084.0,7377.0,-1.0,,-1.0,,-1.0,481270.0,,,-1.0,13000.0,12.0,,1801011.0,-1.0,,4000.0,35000.0,21.0,21500.0,-1.0,4300.0,-1.0,,36000.0,21011.0,33750.0,149100.0,1.0,-1.0,-1.0,670.0,,,,250.0,-1.0,,,380000.0,750.0,4000.0,,30.0,15209.0,8.0,-1.0,338930.0,,,-1.0,-1.0,100.0,43535.0,17800.0,83.0,,257218.0,-1.0
1977,105000.0,,30213.0,276.0,-1.0,,862.0,,,8800.0,-1.0,,-1.0,-1.0,184100.0,,-1.0,-1.0,,125000.0,-1.0,15800.0,-1.0,,33000.0,,1190.0,,85000.0,11775.0,480900.0,25400.0,1676.0,522.0,215000.0,,6345.0,5659.0,700.0,,123236.0,0.0,-1.0,74226.0,39696.0,16954.0,141091.0,,590000.0,,1240.0,204000.0,13843.0,,352200.0,-1.0,,76800.0,1940000.0,70.0,-1.0,864.0,11485.0,-1.0,,,22600.0,1600.0,-1.0,27335.0,21640.0,2268.0,241900.0,,6539.0,16886.0,7446.0,-1.0,,-1.0,,-1.0,466970.0,100.0,,-1.0,14000.0,12.0,,1958035.0,-1.0,,4000.0,35000.0,9.0,22000.0,-1.0,4400.0,-1.0,,40000.0,18035.0,42000.0,166400.0,3.0,-1.0,-1.0,680.0,,,,300.0,-1.0,,,480000.0,1000.0,4000.0,,22.0,14772.0,8.0,-1.0,481682.0,,,-1.0,-1.0,120.0,42972.0,18000.0,70.0,,257619.0,-1.0
1978,105000.0,,42811.0,290.0,-1.0,,812.0,,,9000.0,-1.0,,-1.0,-1.0,188900.0,,-1.0,-1.0,,130000.0,-1.0,16000.0,-1.0,546.0,34000.0,,1285.0,,92200.0,12000.0,522400.0,25550.0,1677.0,2110.0,214100.0,,6430.0,5053.0,200.0,,156672.0,0.0,-1.0,65760.0,32814.0,19300.0,42196.0,,600000.0,,1292.0,133810.0,13991.0,,324000.0,-1.0,,73600.0,2050000.0,70.0,-1.0,1016.0,10437.0,-1.0,546.0,,27200.0,1400.0,-1.0,30695.0,14329.0,2087.0,235912.0,,6317.0,13282.0,7300.0,-1.0,,-1.0,,-1.0,462680.0,100.0,,-1.0,15000.0,12.0,,2069077.0,-1.0,,4000.0,35000.0,8.0,22500.0,-1.0,4500.0,-1.0,,45000.0,19077.0,42200.0,168700.0,2.0,-1.0,-1.0,690.0,,,,287.0,-1.0,,,510000.0,1000.0,3030.0,,35.0,19434.0,8.0,-1.0,531286.0,,,-1.0,-1.0,300.0,38586.0,18000.0,70.0,,239867.0,-1.0
1979,110000.0,,41897.0,250.0,-1.0,,998.0,,,9100.0,-1.0,,-1.0,-1.0,252800.0,,-1.0,-1.0,1589.0,130000.0,-1.0,16300.0,-1.0,717.0,35000.0,,1300.0,,92100.0,12750.0,538300.0,27000.0,1630.0,2064.0,220082.0,,8300.0,7036.0,125.0,,175365.0,0.0,-1.0,74060.0,45466.0,19700.0,112399.0,,620000.0,,1935.0,186490.0,13600.0,,353000.0,-1.0,,81300.0,2000000.0,64.0,-1.0,1016.0,11364.0,-1.0,717.0,,28000.0,1200.0,-1.0,30826.0,12547.0,2223.0,263944.0,,3114.0,5500.0,7350.0,-1.0,,-1.0,,-1.0,471200.0,125.0,,-1.0,16014.0,12.0,,2021314.0,-1.0,,4000.0,36000.0,11.0,23000.0,-1.0,4500.0,-1.0,,50000.0,21314.0,49200.0,173000.0,2.0,-1.0,-1.0,700.0,,,,264.0,-1.0,,,545000.0,1000.0,5230.0,,42.0,20612.0,10.0,-1.0,497718.0,,,-1.0,-1.0,200.0,46400.0,18500.0,64.0,,289823.0,-1.0
1980,113000.0,,46053.0,350.0,-1.0,,494.0,,,9200.0,-1.0,,-1.0,-1.0,174600.0,,-1.0,-1.0,1697.0,115000.0,-1.0,16500.0,-1.0,605.0,36000.0,,1400.0,,92000.0,12975.0,551400.0,28500.0,1854.0,2586.0,207551.0,,6100.0,6863.0,200.0,,164584.0,0.0,-1.0,82536.0,32000.0,20800.0,125055.0,,630000.0,,1933.0,160372.0,14800.0,,360000.0,-1.0,,85900.0,1865000.0,74.0,-1.0,813.0,13614.0,-1.0,605.0,,29000.0,1200.0,-1.0,44857.0,12174.0,2268.0,249202.0,,3698.0,11700.0,8394.0,-1.0,,-1.0,,-1.0,479140.0,127.0,,-1.0,16500.0,10.0,,1887970.0,-1.0,,4000.0,35000.0,68.0,24000.0,-1.0,4600.0,-1.0,,53000.0,22970.0,53900.0,161400.0,1.0,-1.0,-1.0,650.0,,,,216.0,-1.0,,,580000.0,1000.0,5890.0,,50.0,23287.0,13.0,-1.0,530573.0,,,-1.0,-1.0,80.0,50987.0,19000.0,74.0,,255026.0,-1.0
1981,115000.0,,53285.0,320.0,-1.0,,561.0,,,9300.0,-1.0,,-1.0,-1.0,227900.0,,-1.0,-1.0,1430.0,124000.0,-1.0,17000.0,-1.0,610.0,38000.0,,1400.0,,81030.0,12900.0,549800.0,28600.0,2482.0,3498.0,219445.0,,8650.0,6372.0,60.0,,173669.0,0.0,-1.0,83606.0,44997.0,22200.0,137575.0,,635000.0,,2676.0,189475.0,14500.0,,387000.0,-1.0,,72000.0,2145000.0,93.0,-1.0,864.0,14105.0,-1.0,610.0,,34000.0,1000.0,-1.0,34042.0,11758.0,2613.0,266484.0,8500.0,3534.0,13500.0,9000.0,-1.0,,-1.0,,-1.0,446090.0,93.0,,-1.0,16500.0,10.0,,2167472.0,-1.0,,4000.0,33000.0,89.0,24500.0,-1.0,4700.0,-1.0,,59418.0,22472.0,48800.0,176200.0,34.0,-1.0,-1.0,670.0,,,,350.0,-1.0,,,600000.0,1000.0,6720.0,,100.0,19468.0,16.0,-1.0,409190.0,,,-1.0,-1.0,176.0,37500.0,19000.0,93.0,,280996.0,-1.0
1982,120000.0,,60888.0,300.0,-1.0,,637.0,,,9400.0,-1.0,,-1.0,-1.0,278200.0,,-1.0,-1.0,1499.0,90000.0,-1.0,17030.0,-1.0,580.0,40000.0,,1500.0,,86430.0,12800.0,579400.0,30800.0,1962.0,2761.0,173700.0,,15170.0,6091.0,100.0,,166721.0,0.0,-1.0,64343.0,48681.0,22900.0,130465.0,,650000.0,200.0,2469.0,159995.0,15000.0,,357000.0,-1.0,,62600.0,2300000.0,121.0,-1.0,711.0,15283.0,-1.0,580.0,,40000.0,1000.0,-1.0,34514.0,12725.0,3175.0,268840.0,5600.0,3300.0,36500.0,9000.0,-1.0,,-1.0,,-1.0,455370.0,79.0,,-1.0,17000.0,10.0,,2322104.0,-1.0,,4000.0,34000.0,51.0,25000.0,-1.0,4700.0,-1.0,,45908.0,22104.0,44000.0,174700.0,130.0,-1.0,-1.0,700.0,,,,350.0,-1.0,,,600000.0,1000.0,7000.0,,150.0,21047.0,18.0,-1.0,511778.0,,,-1.0,-1.0,176.0,36445.0,20000.0,121.0,,261235.0,-1.0
1983,130000.0,,74900.0,300.0,-1.0,,724.0,,,9500.0,-1.0,,-1.0,-1.0,279400.0,,-1.0,-1.0,1599.0,130000.0,-1.0,17557.0,-1.0,600.0,43000.0,,1550.0,,81690.0,12700.0,601700.0,31600.0,3263.0,3051.0,301000.0,,16770.0,15000.0,,,180000.0,0.0,-1.0,73046.0,48266.0,24800.0,194184.0,,670000.0,200.0,4187.0,148219.0,15500.0,,342000.0,-1.0,,62600.0,2300000.0,104.0,-1.0,730.0,14671.0,-1.0,600.0,,44600.0,1100.0,-1.0,22877.0,3938.0,4082.0,316920.0,3700.0,3070.0,27300.0,10000.0,-1.0,,-1.0,,-1.0,455730.0,41.0,,-1.0,18000.0,10.0,,2321031.0,-1.0,,4000.0,36000.0,56.0,25500.0,-1.0,4800.0,-1.0,,61888.0,21031.0,44300.0,168200.0,200.0,-1.0,-1.0,710.0,,,,420.0,-1.0,,,640000.0,1000.0,3213.0,,200.0,24743.0,20.0,-1.0,460740.0,,,-1.0,-1.0,216.0,40600.0,21000.0,104.0,,241815.0,-1.0
