,Ukraine,Burundi,Peru,Mozambique,Myanmar,Dominican Republic,Philippines,Syrian Arab Republic,Brazil,Benin,Ethiopia,Indonesia,Pakistan,Sudan,Bangladesh,Republic of Korea,Bulgaria,United States of America,Iran (Islamic Republic of),Togo,El Salvador,Madagascar,Argentina,Cambodia,Haiti,Paraguay,India,Cabo Verde,Morocco,Ethiopia PDR,USSR,Mexico,Romania,Ecuador,Sudan (former),China,Angola,Libya,Yugoslav SFR,United Republic of Tanzania,Viet Nam,South Africa,Hungary,Thailand,Kenya,"China, mainland",Russian Federation,Nicaragua,Uganda,Italy
1971,-1.0,2000.0,20800.0,4167.0,-1.0,3872.0,7692.0,8000.0,10028.0,5556.0,-1.0,2716.0,7647.0,-1.0,6247.0,8479.0,13505.0,6500.0,5294.0,10450.0,4000.0,2000.0,6905.0,10000.0,5400.0,13000.0,3397.0,5000.0,10000.0,6009.0,3571.0,4168.0,5926.0,11355.0,10099.0,4167.0,2500.0,14350.0,15977.0,6703.0,5000.0,5714.0,-1.0,9880.0,2198.0,4167.0,-1.0,-1.0,5000.0,-1.0
1972,-1.0,2000.0,20250.0,4167.0,-1.0,3925.0,7813.0,8438.0,10221.0,6000.0,-1.0,1824.0,7647.0,-1.0,5771.0,8037.0,9193.0,10770.0,4706.0,3700.0,4000.0,2600.0,6213.0,10000.0,5000.0,13000.0,3410.0,6000.0,10000.0,5125.0,2509.0,3257.0,5053.0,9049.0,9007.0,4114.0,2500.0,18182.0,18448.0,6658.0,5000.0,5625.0,-1.0,9810.0,2410.0,4114.0,-1.0,-1.0,3750.0,-1.0
1973,-1.0,2000.0,20500.0,4000.0,-1.0,3905.0,7895.0,1741.0,9046.0,6000.0,-1.0,2282.0,7647.0,-1.0,5838.0,5000.0,11688.0,7682.0,4643.0,6000.0,4000.0,1765.0,7354.0,10000.0,5000.0,8968.0,4191.0,6000.0,10000.0,5125.0,4320.0,3781.0,5351.0,11268.0,8679.0,3882.0,2500.0,-1.0,18618.0,6524.0,5000.0,6250.0,-1.0,8666.0,2410.0,3882.0,-1.0,-1.0,3750.0,-1.0
1974,-1.0,-1.0,20250.0,3500.0,-1.0,3953.0,8000.0,3652.0,8944.0,6000.0,-1.0,3124.0,7514.0,-1.0,5435.0,5000.0,5000.0,6575.0,5000.0,6720.0,4000.0,2800.0,3577.0,10000.0,4800.0,10343.0,3564.0,6000.0,11111.0,6700.0,3858.0,4004.0,4439.0,8886.0,8328.0,4176.0,2917.0,-1.0,15470.0,5565.0,5000.0,6250.0,-1.0,10164.0,2410.0,4176.0,-1.0,-1.0,2105.0,-1.0
1975,-1.0,-1.0,23200.0,4400.0,-1.0,4091.0,8421.0,3583.0,8876.0,6000.0,-1.0,2870.0,7499.0,-1.0,5887.0,6150.0,-1.0,-1.0,5714.0,3867.0,4000.0,1350.0,13308.0,10000.0,5200.0,9444.0,3812.0,6000.0,11111.0,10615.0,3143.0,4214.0,5960.0,10490.0,8329.0,3999.0,2500.0,-1.0,14699.0,5333.0,5000.0,6250.0,-1.0,10218.0,2500.0,3941.0,-1.0,-1.0,2083.0,-1.0
1976,-1.0,-1.0,25000.0,4000.0,-1.0,4222.0,8333.0,3182.0,8129.0,6000.0,-1.0,1859.0,7358.0,-1.0,5494.0,4410.0,-1.0,-1.0,5714.0,7600.0,4000.0,2600.0,10821.0,9474.0,5200.0,8757.0,3610.0,6000.0,10500.0,10000.0,2350.0,4006.0,3041.0,10608.0,17007.0,4154.0,2500.0,-1.0,12500.0,4286.0,5000.0,6250.0,-1.0,9609.0,2515.0,4121.0,-1.0,5926.0,2083.0,-1.0
1977,-1.0,-1.0,4000.0,3846.0,-1.0,4444.0,8500.0,2250.0,8812.0,6000.0,-1.0,3262.0,7315.0,-1.0,5780.0,3437.0,-1.0,-1.0,5714.0,1650.0,4000.0,2222.0,6429.0,9500.0,5200.0,10780.0,5720.0,6000.0,10500.0,10000.0,2486.0,4000.0,3680.0,10134.0,2273.0,4656.0,2917.0,-1.0,10000.0,5482.0,5000.0,6250.0,-1.0,9625.0,2520.0,4647.0,-1.0,5714.0,2083.0,-1.0
1978,-1.0,-1.0,6000.0,3846.0,-1.0,4444.0,8571.0,2500.0,9051.0,6000.0,-1.0,2941.0,7687.0,-1.0,5457.0,4000.0,-1.0,-1.0,5714.0,2300.0,4000.0,2600.0,10000.0,8667.0,5200.0,10978.0,5133.0,6250.0,10000.0,10000.0,2829.0,4000.0,4634.0,7780.0,1900.0,5165.0,2500.0,-1.0,-1.0,5507.0,5000.0,6250.0,-1.0,8590.0,2523.0,5158.0,-1.0,5909.0,2083.0,-1.0
1979,-1.0,-1.0,5714.0,3846.0,-1.0,4667.0,8462.0,2500.0,8675.0,6000.0,-1.0,5521.0,7748.0,-1.0,5657.0,4250.0,-1.0,-1.0,5714.0,2233.0,4000.0,2600.0,5000.0,5200.0,5200.0,10046.0,5160.0,6000.0,9583.0,10000.0,3370.0,4843.0,3983.0,9058.0,4450.0,6057.0,2500.0,-1.0,-1.0,5238.0,5000.0,6250.0,-1.0,7123.0,2778.0,6053.0,-1.0,6000.0,2083.0,-1.0
1980,-1.0,-1.0,20769.0,3846.0,-1.0,4889.0,8372.0,3000.0,6372.0,6000.0,-1.0,5024.0,7793.0,-1.0,7469.0,5000.0,-1.0,-1.0,5000.0,2550.0,4000.0,2600.0,-1.0,9500.0,5200.0,9900.0,4109.0,6000.0,9583.0,10000.0,1676.0,8261.0,1920.0,9054.0,4000.0,5655.0,2583.0,-1.0,-1.0,5000.0,5000.0,6250.0,-1.0,8168.0,2935.0,5650.0,-1.0,5946.0,2083.0,-1.0
1981,-1.0,-1.0,20833.0,3846.0,-1.0,5000.0,8364.0,5000.0,6523.0,6000.0,-1.0,5066.0,7793.0,-1.0,6499.0,5000.0,-1.0,-1.0,4000.0,2500.0,3636.0,2600.0,-1.0,8600.0,5200.0,9921.0,5561.0,6667.0,9200.0,10000.0,3022.0,5172.0,3129.0,7481.0,5000.0,6853.0,2500.0,-1.0,23443.0,5000.0,5000.0,6250.0,-1.0,8120.0,3152.0,6850.0,-1.0,5984.0,2083.0,-1.0
1982,-1.0,-1.0,16800.0,3846.0,-1.0,5000.0,8261.0,5000.0,4161.0,6000.0,-1.0,5496.0,8112.0,-1.0,5417.0,5000.0,-1.0,-1.0,3529.0,2000.0,3636.0,2600.0,-1.0,9667.0,5185.0,8148.0,5939.0,6667.0,9108.0,10000.0,5973.0,3996.0,4286.0,8077.0,5000.0,7804.0,2500.0,-1.0,9298.0,5000.0,5000.0,6250.0,-1.0,7804.0,3158.0,7800.0,-1.0,5979.0,2083.0,-1.0
1983,-1.0,-1.0,13500.0,3846.0,-1.0,5217.0,8235.0,5000.0,6359.0,6000.0,-1.0,4949.0,8174.0,-1.0,6074.0,5000.0,-1.0,-1.0,3077.0,1167.0,3333.0,2600.0,-1.0,9176.0,5357.0,9257.0,6489.0,6667.0,9231.0,10000.0,4225.0,5000.0,3184.0,8074.0,5000.0,8326.0,2583.0,-1.0,11111.0,5000.0,6250.0,6250.0,-1.0,8061.0,3196.0,8326.0,-1.0,5833.0,2800.0,-1.0
1984,-1.0,-1.0,13600.0,3846.0,-1.0,5435.0,8182.0,5000.0,5392.0,6000.0,-1.0,2843.0,8264.0,-1.0,5895.0,5000.0,-1.0,-1.0,2857.0,1667.0,3333.0,2602.0,-1.0,9000.0,5357.0,10358.0,7004.0,5833.0,8000.0,10000.0,4453.0,3892.0,4124.0,8069.0,5000.0,8019.0,2500.0,-1.0,11250.0,5000.0,6250.0,6250.0,-1.0,7646.0,3232.0,8019.0,-1.0,-1.0,2800.0,-1.0
1985,-1.0,-1.0,-1.0,3125.0,-1.0,-1.0,8261.0,5000.0,8406.0,6000.0,-1.0,4150.0,8289.0,-1.0,5895.0,5000.0,-1.0,-1.0,2857.0,1667.0,3333.0,2586.0,-1.0,10000.0,5357.0,11519.0,4843.0,6667.0,7742.0,10000.0,4701.0,4052.0,2974.0,6833.0,5000.0,12017.0,2417.0,-1.0,9916.0,5000.0,7500.0,6250.0,-1.0,7693.0,3232.0,12017.0,-1.0,-1.0,2800.0,-1.0
1986,-1.0,-1.0,-1.0,3333.0,-1.0,-1.0,8227.0,5000.0,5721.0,6000.0,-1.0,4125.0,7167.0,-1.0,6000.0,5000.0,-1.0,-1.0,2857.0,2000.0,-1.0,2833.0,-1.0,10909.0,5333.0,11182.0,3987.0,6667.0,7742.0,10000.0,5152.0,8398.0,3677.0,8750.0,5000.0,9216.0,2500.0,-1.0,15882.0,5000.0,7778.0,6250.0,-1.0,8065.0,3232.0,9216.0,-1.0,-1.0,3333.0,-1.0
1987,-1.0,-1.0,-1.0,3333.0,-1.0,-1.0,8755.0,5000.0,4059.0,6000.0,-1.0,3559.0,7086.0,-1.0,5773.0,10909.0,-1.0,-1.0,2391.0,1167.0,-1.0,2951.0,-1.0,12273.0,5333.0,11296.0,4071.0,6000.0,8000.0,10000.0,5077.0,8776.0,2280.0,7143.0,5043.0,12360.0,2583.0,-1.0,17103.0,5000.0,6222.0,6250.0,-1.0,6812.0,3307.0,12360.0,-1.0,-1.0,3333.0,-1.0
1988,-1.0,-1.0,-1.0,3333.0,-1.0,-1.0,7787.0,5000.0,5304.0,6000.0,-1.0,3093.0,6456.0,-1.0,6498.0,13333.0,-1.0,-1.0,2862.0,2167.0,-1.0,3065.0,-1.0,12545.0,5357.0,10609.0,6582.0,6000.0,8571.0,10000.0,5042.0,8902.0,2367.0,8571.0,5172.0,9630.0,2560.0,-1.0,14231.0,5000.0,6000.0,6250.0,-1.0,5003.0,3231.0,9630.0,-1.0,-1.0,3333.0,-1.0
1989,-1.0,-1.0,-1.0,3333.0,8000.0,-1.0,6699.0,5000.0,4768.0,6000.0,-1.0,4980.0,6558.0,-1.0,6737.0,10909.0,-1.0,-1.0,-1.0,833.0,-1.0,3125.0,-1.0,11667.0,5357.0,11381.0,7364.0,6000.0,8889.0,10000.0,5059.0,4828.0,2510.0,8571.0,4167.0,10000.0,2538.0,-1.0,10131.0,5000.0,7000.0,6250.0,-1.0,6085.0,3258.0,10000.0,-1.0,-1.0,3333.0,-1.0
1990,-1.0,-1.0,-1.0,3125.0,8000.0,-1.0,7452.0,5000.0,5161.0,6273.0,-1.0,3019.0,6576.0,-1.0,6281.0,10000.0,-1.0,-1.0,-1.0,998.0,-1.0,3182.0,-1.0,9615.0,5385.0,11195.0,8842.0,6364.0,9091.0,9845.0,7029.0,5000.0,2987.0,9375.0,4800.0,11273.0,2560.0,-1.0,10000.0,6213.0,7954.0,6911.0,-1.0,6296.0,3284.0,11273.0,-1.0,-1.0,4012.0,-1.0
1991,-1.0,-1.0,-1.0,3104.0,7778.0,-1.0,7076.0,5000.0,5552.0,5807.0,-1.0,2964.0,6859.0,-1.0,6452.0,-1.0,-1.0,-1.0,-1.0,911.0,-1.0,3219.0,-1.0,9286.0,5506.0,11186.0,8106.0,6978.0,8250.0,10000.0,6198.0,5167.0,6360.0,8750.0,5000.0,11786.0,2500.0,-1.0,15000.0,4828.0,8077.0,6608.0,-1.0,6250.0,3309.0,11786.0,-1.0,-1.0,2832.0,-1.0
1992,2785.0,-1.0,-1.0,3077.0,8444.0,-1.0,7778.0,5200.0,5824.0,5838.0,-1.0,3494.0,7378.0,-1.0,6006.0,-1.0,-1.0,-1.0,-1.0,906.0,-1.0,3229.0,-1.0,9305.0,5455.0,11793.0,9444.0,6992.0,3030.0,10000.0,-1.0,1726.0,5249.0,8895.0,4444.0,12083.0,2514.0,-1.0,-1.0,4887.0,8113.0,6613.0,-1.0,6271.0,3077.0,12083.0,5953.0,-1.0,3200.0,-1.0
1993,5000.0,-1.0,-1.0,3056.0,7917.0,-1.0,7778.0,5556.0,3061.0,5869.0,10137.0,3221.0,7298.0,-1.0,6169.0,-1.0,-1.0,-1.0,-1.0,902.0,-1.0,3235.0,-1.0,9333.0,5116.0,13901.0,9267.0,7006.0,5679.0,-1.0,-1.0,5200.0,5468.0,8889.0,6667.0,10370.0,2519.0,-1.0,-1.0,4706.0,8046.0,6618.0,-1.0,6601.0,3003.0,10370.0,6679.0,-1.0,3333.0,-1.0
1994,2500.0,-1.0,-1.0,3000.0,8000.0,-1.0,8000.0,6000.0,5083.0,5900.0,10142.0,4242.0,7468.0,-1.0,6610.0,-1.0,-1.0,-1.0,-1.0,898.0,-1.0,3239.0,-1.0,8214.0,5416.0,13819.0,10847.0,7019.0,5683.0,-1.0,-1.0,7616.0,5000.0,8750.0,6667.0,9312.0,2462.0,-1.0,-1.0,4687.0,8182.0,6623.0,-1.0,5993.0,2940.0,9312.0,6398.0,-1.0,3312.0,-1.0
1995,5000.0,-1.0,-1.0,3269.0,7556.0,-1.0,8000.0,5556.0,4337.0,5931.0,10145.0,3441.0,7571.0,-1.0,6610.0,-1.0,-1.0,-1.0,-1.0,894.0,-1.0,3238.0,-1.0,8861.0,5562.0,13866.0,9886.0,7033.0,5686.0,-1.0,-1.0,5499.0,4040.0,8750.0,5970.0,8947.0,2444.0,-1.0,-1.0,4706.0,8333.0,6628.0,-1.0,4948.0,2880.0,8947.0,11111.0,-1.0,3321.0,-1.0
1996,4204.0,-1.0,-1.0,3276.0,7667.0,-1.0,8000.0,-1.0,3450.0,5962.0,10148.0,2246.0,7573.0,-1.0,6610.0,-1.0,-1.0,-1.0,-1.0,889.0,-1.0,3188.0,-1.0,8875.0,5659.0,13295.0,12189.0,7047.0,5689.0,-1.0,-1.0,5499.0,2817.0,4180.0,5882.0,11000.0,2491.0,-1.0,-1.0,5008.0,7759.0,6633.0,-1.0,5072.0,2820.0,11000.0,9091.0,-1.0,3325.0,-1.0
1997,4268.0,-1.0,-1.0,3333.0,7857.0,-1.0,8043.0,-1.0,6363.0,5993.0,10151.0,2190.0,7664.0,-1.0,6576.0,10000.0,-1.0,-1.0,-1.0,885.0,-1.0,3286.0,-1.0,8921.0,5853.0,14027.0,12925.0,7061.0,5692.0,-1.0,-1.0,5500.0,10000.0,8000.0,5882.0,8182.0,2501.0,-1.0,-1.0,5000.0,8000.0,6638.0,-1.0,5208.0,2742.0,8182.0,9091.0,-1.0,3325.0,-1.0
1998,5000.0,-1.0,-1.0,3223.0,8048.0,-1.0,8095.0,-1.0,2638.0,6024.0,10154.0,2867.0,7714.0,-1.0,5920.0,10000.0,-1.0,-1.0,-1.0,881.0,-1.0,3304.0,-1.0,8667.0,6032.0,14843.0,12312.0,7074.0,5695.0,-1.0,-1.0,3000.0,4016.0,8000.0,6000.0,11005.0,2510.0,-1.0,-1.0,6000.0,8065.0,6643.0,-1.0,5617.0,2751.0,11005.0,9091.0,-1.0,3325.0,-1.0
1999,2857.0,-1.0,-1.0,3143.0,8095.0,-1.0,8158.0,-1.0,3215.0,6055.0,10174.0,2000.0,6710.0,-1.0,6188.0,10000.0,-1.0,-1.0,-1.0,877.0,-1.0,3380.0,-1.0,9010.0,6818.0,13165.0,9788.0,7088.0,5698.0,-1.0,-1.0,3200.0,10000.0,8000.0,5000.0,9259.0,2538.0,-1.0,-1.0,6000.0,7969.0,6648.0,-1.0,5696.0,2709.0,9259.0,10000.0,-1.0,3322.0,-1.0
2000,2500.0,-1.0,-1.0,3059.0,7708.0,-1.0,8235.0,-1.0,5165.0,6087.0,10182.0,1880.0,5339.0,-1.0,6931.0,10000.0,-1.0,-1.0,-1.0,873.0,-1.0,3286.0,-1.0,10000.0,6818.0,11246.0,8176.0,7102.0,5701.0,-1.0,-1.0,3200.0,-1.0,8000.0,5000.0,10345.0,2593.0,-1.0,-1.0,6000.0,8095.0,6653.0,-1.0,6890.0,2639.0,10345.0,10000.0,-1.0,3319.0,-1.0
2001,6667.0,-1.0,-1.0,3100.0,6667.0,-1.0,8333.0,-1.0,5823.0,6118.0,10277.0,2077.0,6240.0,-1.0,6667.0,10000.0,-1.0,-1.0,-1.0,868.0,-1.0,3316.0,-1.0,10000.0,5238.0,12250.0,9107.0,7115.0,5704.0,-1.0,-1.0,3500.0,-1.0,8000.0,5000.0,9630.0,2550.0,-1.0,-1.0,6000.0,8125.0,6658.0,-1.0,7021.0,2605.0,9630.0,10000.0,-1.0,3316.0,-1.0
2002,5556.0,-1.0,-1.0,3103.0,5714.0,-1.0,8462.0,15784.0,12556.0,6149.0,10241.0,3184.0,5789.0,-1.0,6667.0,10000.0,-1.0,-1.0,-1.0,864.0,-1.0,3336.0,-1.0,9506.0,5478.0,12160.0,7341.0,7129.0,5707.0,-1.0,-1.0,3500.0,-1.0,8000.0,5000.0,9815.0,2563.0,-1.0,-1.0,6000.0,8154.0,6663.0,-1.0,7415.0,2572.0,9815.0,10000.0,-1.0,3314.0,-1.0
2003,-1.0,-1.0,-1.0,3268.0,6250.0,-1.0,7600.0,15059.0,6251.0,6192.0,10258.0,1714.0,6410.0,-1.0,7160.0,10000.0,-1.0,-1.0,-1.0,860.0,-1.0,3354.0,-1.0,9505.0,5362.0,12145.0,11108.0,7170.0,5719.0,-1.0,-1.0,4225.0,-1.0,8000.0,5137.0,9663.0,2568.0,-1.0,-1.0,6000.0,7143.0,6693.0,-1.0,7481.0,2542.0,9663.0,3049.0,-1.0,3333.0,-1.0
2004,-1.0,-1.0,-1.0,3456.0,5778.0,-1.0,6400.0,15750.0,8034.0,6248.0,10288.0,2101.0,6176.0,-1.0,7407.0,10000.0,-1.0,-1.0,-1.0,857.0,-1.0,3379.0,-1.0,10000.0,5417.0,12000.0,10678.0,7237.0,5739.0,-1.0,-1.0,4180.0,-1.0,15642.0,5126.0,9615.0,2578.0,-1.0,-1.0,5904.0,7639.0,6748.0,-1.0,7743.0,2513.0,9615.0,1471.0,-1.0,3333.0,-1.0
2005,-1.0,-1.0,-1.0,3630.0,5636.0,-1.0,6190.0,16428.0,7310.0,6248.0,10322.0,1435.0,10000.0,-1.0,7500.0,10000.0,-1.0,-1.0,-1.0,872.0,-1.0,3405.0,-1.0,9490.0,5596.0,11500.0,11464.0,7305.0,5758.0,-1.0,-1.0,2000.0,-1.0,15890.0,5115.0,9167.0,2587.0,-1.0,-1.0,6000.0,7648.0,6803.0,-1.0,7750.0,2308.0,9167.0,8367.0,-1.0,3333.0,-1.0
2006,-1.0,-1.0,-1.0,3531.0,6154.0,-1.0,5882.0,-1.0,6289.0,6276.0,10361.0,1517.0,5657.0,-1.0,7128.0,-1.0,-1.0,-1.0,-1.0,862.0,-1.0,3472.0,-1.0,9442.0,5615.0,10500.0,11925.0,7372.0,5778.0,-1.0,-1.0,2000.0,-1.0,15714.0,5000.0,8261.0,2662.0,-1.0,-1.0,6000.0,7143.0,6858.0,-1.0,7875.0,2308.0,8261.0,6433.0,-1.0,3333.0,-1.0
2007,-1.0,-1.0,-1.0,3634.0,7333.0,-1.0,5833.0,19319.0,6020.0,6190.0,10345.0,1733.0,6221.0,-1.0,7128.0,10000.0,-1.0,-1.0,-1.0,867.0,-1.0,3600.0,-1.0,9328.0,5517.0,10500.0,13380.0,7440.0,5798.0,-1.0,-1.0,2000.0,-1.0,15000.0,5000.0,8095.0,2633.0,-1.0,-1.0,6000.0,7143.0,6913.0,-1.0,8438.0,2308.0,8095.0,5393.0,-1.0,3333.0,-1.0
2008,-1.0,-1.0,-1.0,3570.0,8235.0,-1.0,5000.0,17015.0,7749.0,6398.0,10294.0,4295.0,4897.0,-1.0,6746.0,10000.0,-1.0,-1.0,-1.0,876.0,-1.0,3512.0,-1.0,9253.0,5661.0,11818.0,13520.0,7507.0,5898.0,-1.0,-1.0,15000.0,-1.0,15000.0,5000.0,8636.0,2617.0,-1.0,-1.0,6667.0,8571.0,6968.0,-1.0,8625.0,2308.0,8636.0,4211.0,-1.0,3333.0,-1.0
2009,-1.0,-1.0,-1.0,3574.0,8889.0,-1.0,5833.0,20597.0,5713.0,6475.0,10580.0,4001.0,5926.0,-1.0,6667.0,10000.0,-1.0,-1.0,-1.0,878.0,-1.0,3519.0,-1.0,9177.0,5713.0,11818.0,13730.0,7575.0,6016.0,-1.0,-1.0,8000.0,-1.0,15000.0,5000.0,8500.0,2597.0,-1.0,-1.0,5000.0,8571.0,7023.0,-1.0,8813.0,2308.0,8500.0,5833.0,-1.0,3333.0,-1.0
2010,-1.0,-1.0,-1.0,3617.0,8000.0,-1.0,5923.0,20083.0,6268.0,6556.0,10294.0,4474.0,9959.0,-1.0,6885.0,10000.0,-1.0,-1.0,-1.0,971.0,-1.0,3522.0,-1.0,9104.0,5713.0,12000.0,15260.0,7706.0,6116.0,-1.0,-1.0,5714.0,-1.0,15000.0,5000.0,7895.0,2667.0,-1.0,-1.0,5000.0,7500.0,7149.0,-1.0,9544.0,2308.0,7895.0,7150.0,-1.0,3333.0,-1.0
2011,-1.0,-1.0,-1.0,3650.0,8387.0,-1.0,4957.0,20471.0,5764.0,6667.0,13029.0,2614.0,10918.0,-1.0,7008.0,10000.0,-1.0,-1.0,-1.0,839.0,-1.0,3520.0,-1.0,9038.0,5725.0,12000.0,15602.0,7802.0,6191.0,-1.0,-1.0,8000.0,-1.0,15000.0,5000.0,9474.0,2500.0,-1.0,-1.0,5000.0,7500.0,7232.0,-1.0,8564.0,2308.0,9474.0,7667.0,-1.0,3333.0,-1.0
2012,-1.0,-1.0,-1.0,3682.0,8667.0,-1.0,4804.0,21429.0,3080.0,6842.0,15714.0,3333.0,10776.0,5000.0,6985.0,10000.0,-1.0,-1.0,-1.0,750.0,-1.0,3533.0,-1.0,8571.0,5736.0,16667.0,17108.0,7895.0,6071.0,-1.0,-1.0,6858.0,-1.0,15000.0,-1.0,9167.0,2500.0,-1.0,-1.0,5000.0,7500.0,7317.0,-1.0,6937.0,2308.0,9167.0,9680.0,-1.0,3333.0,-1.0
2013,-1.0,-1.0,-1.0,3715.0,8108.0,-1.0,5281.0,19286.0,2871.0,6842.0,18571.0,3256.0,10749.0,5000.0,7005.0,10000.0,-1.0,-1.0,-1.0,750.0,-1.0,3467.0,-1.0,8621.0,5747.0,13750.0,15000.0,7895.0,6071.0,-1.0,-1.0,-1.0,-1.0,15000.0,-1.0,8772.0,2500.0,-1.0,-1.0,5000.0,7500.0,7294.0,-1.0,19474.0,2308.0,8772.0,-1.0,-1.0,3333.0,-1.0
