,Paraguay,Bolivia (Plurinational State of),Peru,Yemen,Cameroon,United Kingdom,Israel,Malta,Dominican Republic,South Sudan,Brazil,Belgium,Nepal,Ethiopia,Denmark,Canada,Greece,Iraq,Syrian Arab Republic,Cyprus,Netherlands,Japan,Eritrea,Guyana,Bulgaria,Australia & New Zealand,Iran (Islamic Republic of),Guatemala,Sudan,Algeria,Slovenia,Morocco,Kyrgyzstan,Ukraine,Argentina,Luxembourg,Germany,Austria,Czechoslovakia,Ethiopia PDR,Lebanon,Mexico,Switzerland,Slovakia,Azerbaijan,Spain,Egypt,Sudan (former),China,Tunisia,Uzbekistan,Colombia,Libya,Albania,Portugal,Uruguay,Jamaica,Czechia,Occupied Palestinian Territory,Ecuador,Hungary,Sierra Leone,Australia,France,Jordan,Lithuania,Poland,"China, mainland",Russian Federation,Turkey,Italy,Belgium-Luxembourg
1998,6185.0,13713.0,38129.0,11169.0,-1.0,81000.0,9900.0,680.0,9923.0,-1,4636.0,-1.0,5626.0,338844.0,-1.0,13700.0,5700.0,19000.0,15700.0,430.0,4521.0,200.0,3000.0,-1.0,35.0,194300.0,-1,13285.0,-1.0,21352.0,-1.0,107670.0,-1,-1.0,12300.0,-1.0,93575.0,5254.0,-1.0,-1.0,1000.0,7500.0,-1.0,2300.0,2700.0,10000.0,523129.0,85000.0,1827000.0,34300.0,16000.0,10331.0,8000.0,205.0,15000.0,710.0,180.0,5000.0,431.0,8575.0,402.0,886.0,194300.0,53613.0,-1.0,-1.0,-1.0,1827000.0,5000.0,42500.0,71500.0,2494.0
1999,8350.0,15000.0,40856.0,4597.0,239.0,155000.0,11000.0,700.0,10010.0,-1,7355.0,-1.0,5606.0,286743.0,-1.0,6500.0,5000.0,16500.0,13861.0,550.0,4263.0,200.0,2000.0,-1.0,27.0,226400.0,-1,13427.0,-1.0,21706.0,-1.0,55450.0,-1,-1.0,14000.0,-1.0,95936.0,6200.0,-1.0,-1.0,300.0,9019.0,-1.0,3600.0,1000.0,8600.0,307083.0,99000.0,1780000.0,44600.0,16000.0,14560.0,7000.0,207.0,15592.0,720.0,213.0,5700.0,180.0,3920.0,430.0,868.0,226400.0,57229.0,-1.0,-1.0,-1.0,1780000.0,7000.0,39000.0,64300.0,2697.0
2000,7187.0,14000.0,48805.0,4581.0,266.0,180000.0,14800.0,750.0,10500.0,-1,15751.0,1200.0,5229.0,389343.0,-1.0,15400.0,5000.0,14000.0,12812.0,350.0,4000.0,200.0,1800.0,361.0,18.0,253000.0,-1,13561.0,-1.0,12895.0,-1.0,32600.0,-1,-1.0,14000.0,-1.0,62000.0,7117.0,-1.0,-1.0,300.0,17422.0,-1.0,280.0,750.0,14000.0,353909.0,131000.0,1788000.0,26900.0,11000.0,14815.0,6000.0,208.0,15762.0,800.0,148.0,4400.0,463.0,4000.0,44.0,900.0,253000.0,69665.0,-1.0,-1.0,-1.0,1788000.0,12000.0,37000.0,71726.0,-1.0
2001,9156.0,13298.0,45050.0,4857.0,271.0,86000.0,14100.0,740.0,10850.0,-1,7809.0,1600.0,5241.0,453841.0,-1.0,10200.0,4000.0,3000.0,28251.0,330.0,4413.0,200.0,1695.0,337.0,22.0,350000.0,-1,13699.0,-1.0,21230.0,-1.0,82020.0,-1,-1.0,14500.0,300.0,81000.0,7431.0,-1.0,-1.0,300.0,19719.0,-1.0,330.0,750.0,14900.0,439480.0,89000.0,1950000.0,18900.0,12500.0,10899.0,5000.0,196.0,15999.0,750.0,139.0,4200.0,124.0,4000.0,119.0,1000.0,350000.0,158000.0,-1.0,-1.0,200.0,1950000.0,15000.0,35000.0,69076.0,-1.0
2002,9300.0,13000.0,48421.0,4444.0,277.0,110000.0,17600.0,700.0,11004.0,-1,10099.0,1400.0,5204.0,453125.0,-1.0,9100.0,4000.0,9000.0,31300.0,340.0,2929.0,100.0,1740.0,300.0,21.0,147313.0,-1,13700.0,-1.0,22933.0,-1.0,88780.0,-1,500.0,14500.0,500.0,65000.0,8949.0,-1.0,-1.0,0.0,27779.0,-1.0,1500.0,800.0,41600.0,400910.0,146000.0,2100000.0,22300.0,6000.0,3226.0,4000.0,201.0,16194.0,810.0,118.0,4300.0,312.0,4822.0,146.0,1200.0,147313.0,310437.0,-1.0,-1.0,250.0,2100000.0,15000.0,32000.0,63839.0,-1.0
2003,9751.0,13500.0,51556.0,4350.0,283.0,170000.0,13800.0,730.0,11019.0,-1,12939.0,1900.0,5589.0,430196.0,-1.0,8400.0,3000.0,5000.0,32035.0,380.0,2764.0,100.0,1707.0,250.0,21.0,277000.0,-1,14000.0,-1.0,30700.0,2.0,103060.0,-1,15700.0,15000.0,300.0,60848.0,9271.0,-1.0,-1.0,800.0,26730.0,-1.0,1300.0,700.0,51600.0,336840.0,171000.0,2142000.0,48000.0,4400.0,4312.0,3000.0,201.0,16302.0,780.0,128.0,4230.0,318.0,5522.0,183.0,1350.0,277000.0,276300.0,-1.0,-1.0,250.0,2142000.0,25760.0,33000.0,64800.0,-1.0
2004,10170.0,13577.0,47225.0,4946.0,289.0,113500.0,13000.0,750.0,11104.0,-1,13897.0,1900.0,5514.0,551984.0,-1.0,15300.0,3132.0,9000.0,35781.0,394.0,3400.0,98.0,1750.0,220.0,21.0,167500.0,-1,14000.0,-1.0,32053.0,2.0,109250.0,-1,15100.0,15000.0,300.0,64097.0,7764.0,-1.0,-1.0,300.0,20262.0,-1.0,1400.0,600.0,64352.0,330490.0,173000.0,1806000.0,45600.0,4500.0,10015.0,2000.0,202.0,16595.0,760.0,116.0,8200.0,455.0,4304.0,270.0,1440.0,167500.0,364549.0,-1.0,-1.0,300.0,1806000.0,40860.0,30000.0,81953.0,-1.0
2005,14200.0,13525.0,52881.0,4432.0,294.0,100000.0,17000.0,730.0,11016.0,-1,13181.0,2200.0,5680.0,516180.0,-1.0,9800.0,3059.0,6000.0,33953.0,363.0,2829.0,107.0,2000.0,210.0,19.0,329000.0,-1,14500.0,-1.0,26886.0,10.0,72960.0,-1,12800.0,15000.0,400.0,59600.0,10234.0,-1.0,-1.0,400.0,21224.0,-1.0,1643.0,900.0,40629.0,281650.0,112000.0,2000000.0,47900.0,3700.0,11968.0,1621.0,202.0,16500.0,850.0,130.0,8500.0,579.0,3635.0,495.0,1380.0,329000.0,372179.0,-1.0,-1.0,500.0,2000000.0,33410.0,28000.0,86920.0,-1.0
2006,11015.0,13600.0,57551.0,5852.0,301.0,120000.0,28000.0,700.0,11155.0,-1,14951.0,1800.0,5827.0,599128.0,-1.0,16000.0,3060.0,4000.0,30610.0,366.0,2694.0,108.0,1966.0,210.0,19.0,108000.0,-1,15901.0,-1.0,24298.0,3.0,180490.0,-1,11700.0,15200.0,300.0,49100.0,12261.0,-1.0,-1.0,300.0,22669.0,-1.0,3342.0,800.0,47786.0,247490.0,160000.0,1730000.0,39700.0,6000.0,13390.0,1500.0,203.0,17500.0,880.0,156.0,3240.0,579.0,3802.0,826.0,1500.0,108000.0,290480.0,-1.0,400.0,350.0,1730000.0,37650.0,21316.0,82600.0,-1.0
2007,13000.0,13566.0,61325.0,6910.0,307.0,110000.0,29355.0,800.0,11250.0,-1,15731.0,1900.0,5895.0,576156.0,-1.0,10900.0,3007.0,15000.0,24862.0,315.0,1500.0,108.0,1498.0,215.0,19.0,138000.0,-1,19199.0,-1.0,27974.0,3.0,69850.0,-1,5600.0,15500.0,100.0,43147.0,10522.0,-1.0,-1.0,200.0,25439.0,-1.0,1500.0,400.0,38184.0,301770.0,162000.0,1620000.0,67010.0,7500.0,14451.0,1500.0,203.0,18000.0,800.0,133.0,1734.0,558.0,4752.0,696.0,1440.0,138000.0,245966.0,-1.0,800.0,400.0,1620000.0,18493.0,21043.0,92972.0,-1.0
2008,12000.0,13496.0,64308.0,7112.0,313.0,100000.0,17962.0,769.0,11840.0,-1,19890.0,1500.0,5377.0,688667.0,-1.0,0.0,2500.0,12819.0,38100.0,303.0,1800.0,108.0,1799.0,223.0,17.0,217000.0,-1,19333.0,-1.0,23521.0,2.0,108680.0,-1,5500.0,15500.0,100.0,38369.0,8118.0,-1.0,-1.0,300.0,27363.0,-1.0,500.0,100.0,27475.0,246801.0,140400.0,1800000.0,59250.0,9000.0,14500.0,1500.0,205.0,18500.0,850.0,125.0,1278.0,399.0,3359.0,452.0,1560.0,217000.0,314683.0,-1.0,900.0,300.0,1800000.0,26920.0,20668.0,106479.0,-1.0
2009,12500.0,13435.0,69634.0,7264.0,320.0,180000.0,18429.0,777.0,12580.0,-1,20702.0,2400.0,5385.0,610845.0,-1.0,0.0,2500.0,10874.0,37751.0,323.0,2000.0,108.0,112.0,232.0,31.0,192000.0,-1,19400.0,-1.0,36495.0,34.0,153040.0,-1,6600.0,15652.0,300.0,47469.0,6728.0,-1.0,-1.0,100.0,18476.0,828.0,373.0,133.0,27866.0,297620.0,112500.0,1650000.0,70210.0,11000.0,3883.0,1630.0,209.0,19000.0,830.0,171.0,2600.0,340.0,2772.0,125.0,1680.0,192000.0,437472.0,-1.0,1500.0,250.0,1650000.0,22510.0,21150.0,97408.0,-1.0
2010,13137.0,13331.0,67110.0,7407.0,310.0,350000.0,16835.0,803.0,14041.0,-1,7349.0,2600.0,5532.0,697798.0,-1.0,0.0,4100.0,14367.0,34030.0,316.0,2284.0,107.0,591.0,240.0,12.0,217300.0,-1,21261.0,-1.0,36625.0,4.0,149380.0,-1,6800.0,15786.0,86.0,56200.0,10500.0,-1.0,-1.0,122.0,20485.0,851.0,291.0,112.0,36305.0,233523.0,152000.0,1400000.0,47830.0,10000.0,3630.0,1773.0,200.0,18682.0,788.0,178.0,2600.0,110.0,2490.0,196.0,1800.0,217300.0,483302.0,-1.0,1500.0,200.0,1400000.0,15262.0,19898.0,104241.0,-1.0
2011,13677.0,13181.0,64646.0,7334.0,348.0,300000.0,15700.0,800.0,13409.0,-1,16680.0,2418.0,5808.0,714796.0,-1.0,0.0,1760.0,11325.0,36167.0,346.0,2593.0,112.0,100.0,246.0,5.0,324400.0,-1,23105.0,-1.0,37982.0,0.0,170552.0,-1,5600.0,15862.0,58.0,61400.0,17592.0,-1.0,-1.0,126.0,9785.0,1177.0,393.0,144.0,42882.0,174631.0,155040.0,1734000.0,72600.0,6600.0,4824.0,495.0,205.0,18795.0,757.0,211.0,2200.0,245.0,6401.0,206.0,1537.0,324400.0,344840.0,-1.0,1800.0,250.0,1734000.0,17445.0,19678.0,83897.0,-1.0
2012,13789.0,13000.0,73698.0,7507.0,400.0,250000.0,21900.0,700.0,14079.0,-1,5032.0,2223.0,5855.0,943964.0,-1.0,0.0,2600.0,9447.0,33049.0,342.0,2681.0,126.0,105.0,250.0,2.0,268100.0,-1,25011.0,156590.0,40507.0,0.0,147993.0,-1,5500.0,16000.0,81.0,61300.0,15991.0,-1.0,-1.0,143.0,23073.0,946.0,489.0,147.0,25900.0,140713.0,-1.0,1612000.0,71800.0,10000.0,8395.0,365.0,220.0,18500.0,700.0,224.0,2017.0,313.0,2238.0,160.0,1250.0,268100.0,273539.0,-1.0,2700.0,260.0,1612000.0,9260.0,18410.0,95996.0,-1.0
2013,14176.0,12500.0,78673.0,7585.0,380.0,270000.0,23800.0,720.0,13408.0,-1,7957.0,2200.0,5445.0,991700.0,-1.0,0.0,3320.0,5230.0,30990.0,339.0,1862.0,127.0,110.0,250.0,0.0,377200.0,-1,25637.0,156700.0,42386.0,0.0,156670.0,-1,3640.0,16000.0,161.0,59700.0,13651.0,-1.0,-1.0,150.0,33390.0,1095.0,480.0,122.0,27800.0,157639.0,-1.0,1456000.0,68840.0,13500.0,5974.0,323.0,200.0,20000.0,700.0,221.0,2160.0,315.0,2402.0,200.0,1300.0,377200.0,245001.0,-1.0,3500.0,275.0,1456000.0,7562.0,17826.0,77948.0,-1.0
2014,14563.0,12348.0,81144.0,7131.0,368.0,125400.0,12600.0,742.0,12895.0,-1,7680.0,3024.0,5662.0,838944.0,-1.0,-1.0,2470.0,4605.0,32911.0,238.0,1270.0,126.0,367.0,252.0,20.0,327700.0,-1,25805.0,160000.0,41389.0,0.0,166680.0,-1,6100.0,16041.0,266.0,87600.0,21459.0,-1.0,-1.0,152.0,33071.0,1430.0,607.0,105.0,38934.0,134175.0,-1.0,1428700.0,53764.0,15300.0,4768.0,323.0,206.0,19554.0,720.0,217.0,2297.0,300.0,3957.0,260.0,1351.0,327700.0,278545.0,-1.0,4345.0,287.0,1428700.0,9140.0,14927.0,74736.0,-1.0
