,"China, Hong Kong SAR","China, Taiwan Province of",Croatia,Saudi Arabia,Philippines,Syrian Arab Republic,Martinique,Indonesia,The former Yugoslav Republic of Macedonia,Greece,Republic of Korea,Melanesia,Yemen,Rwanda,Algeria,American Samoa,Senegal,Madagascar,Haiti,Ukraine,Israel,Fiji,Belgium,United Arab Emirates,Sri Lanka,Azerbaijan,Egypt,Sudan (former),China,Uzbekistan,Colombia,Libya,Lebanon,Brunei Darussalam,Occupied Palestinian Territory,Hungary,Kazakhstan,Mauritius,Portugal,"China, mainland",Peru,Democratic People's Republic of Korea,Cameroon,Serbia,Malta,Dominican Republic,Pakistan,Spain,Iraq,Venezuela (Bolivarian Republic of),Cyprus,Antigua and Barbuda,Japan,Bahrain,Guyana,Bulgaria,United States of America,Iran (Islamic Republic of),Sudan,Kuwait,Kyrgyzstan,Ghana,Costa Rica,Georgia,India,Guadeloupe,Austria,Niger,Morocco,Congo,Qatar,Gabon,USSR,Romania,Honduras,Jordan,Puerto Rico,Mexico,Tunisia,Côte d'Ivoire,Albania,Jamaica,Trinidad and Tobago,Italy,Polynesia,Réunion,Thailand,Lithuania,France,Netherlands,Oman,Republic of Moldova,Turkey
1971,181818.0,100868.0,-1.0,123870.0,40342.0,134423.0,416667.0,34000.0,-1.0,165159.0,123385.0,50000.0,-1.0,-1.0,-1.0,-1.0,-1.0,31250.0,100000.0,-1.0,221023.0,50000.0,-1.0,215500.0,73650.0,-1.0,221186.0,238095.0,125776.0,-1.0,147692.0,20222.0,138170.0,-1.0,-1.0,-1.0,-1.0,152472.0,-1.0,126000.0,-1.0,115385.0,-1.0,-1.0,-1.0,42582.0,-1.0,206400.0,118828.0,115436.0,172789.0,50000.0,268719.0,-1.0,-1.0,313832.0,178675.0,-1.0,-1.0,-1.0,-1.0,25000.0,-1.0,-1.0,74038.0,66667.0,-1.0,-1.0,142857.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,166806.0,-1.0,212734.0,-1.0,123077.0,-1.0,55238.0,250000.0,258487.0,-1.0,-1.0,51959.0,-1.0,231200.0,1428571.0,-1.0,-1.0,180292.0
1972,200000.0,100122.0,-1.0,107922.0,33928.0,131636.0,500000.0,33333.0,-1.0,164388.0,121138.0,50000.0,-1.0,-1.0,-1.0,-1.0,-1.0,31250.0,100879.0,-1.0,317188.0,50000.0,-1.0,178500.0,82640.0,-1.0,212171.0,250000.0,117799.0,-1.0,150769.0,20680.0,162508.0,-1.0,-1.0,-1.0,-1.0,141905.0,-1.0,117949.0,-1.0,114286.0,-1.0,-1.0,-1.0,43567.0,-1.0,213636.0,128780.0,123590.0,157764.0,48750.0,278377.0,-1.0,-1.0,317237.0,189560.0,-1.0,-1.0,-1.0,-1.0,20000.0,-1.0,-1.0,75476.0,200000.0,-1.0,-1.0,142857.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,144653.0,-1.0,190892.0,-1.0,123077.0,-1.0,58636.0,250000.0,257145.0,-1.0,-1.0,55000.0,-1.0,254128.0,1428571.0,-1.0,-1.0,179931.0
1973,200000.0,106821.0,-1.0,119689.0,41160.0,128220.0,404267.0,34000.0,-1.0,171122.0,114978.0,50000.0,-1.0,-1.0,-1.0,-1.0,-1.0,28000.0,99574.0,-1.0,371970.0,50000.0,-1.0,173714.0,83133.0,-1.0,216403.0,238014.0,134644.0,-1.0,153846.0,20265.0,132306.0,-1.0,-1.0,-1.0,-1.0,144571.0,-1.0,134884.0,-1.0,113333.0,-1.0,-1.0,-1.0,44552.0,-1.0,218182.0,120364.0,127251.0,164099.0,50556.0,284462.0,-1.0,-1.0,300183.0,211535.0,-1.0,-1.0,-1.0,-1.0,31443.0,-1.0,-1.0,76047.0,300000.0,-1.0,-1.0,142857.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,73558.0,-1.0,186162.0,-1.0,123077.0,-1.0,48000.0,251449.0,261707.0,-1.0,-1.0,54455.0,-1.0,263514.0,1428571.0,-1.0,-1.0,179688.0
1974,111111.0,121126.0,-1.0,70096.0,51865.0,163291.0,400000.0,35046.0,-1.0,182135.0,115616.0,50000.0,-1.0,-1.0,-1.0,-1.0,-1.0,37250.0,105556.0,-1.0,261765.0,50000.0,-1.0,248182.0,80385.0,-1.0,212259.0,250000.0,141216.0,-1.0,150000.0,16982.0,138023.0,-1.0,-1.0,-1.0,-1.0,152742.0,-1.0,141463.0,-1.0,120000.0,-1.0,-1.0,-1.0,43437.0,-1.0,215526.0,138066.0,125979.0,126211.0,48750.0,280720.0,-1.0,-1.0,299178.0,209490.0,-1.0,-1.0,-1.0,-1.0,29381.0,-1.0,-1.0,75455.0,380000.0,-1.0,-1.0,142857.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,78154.0,-1.0,194206.0,-1.0,123077.0,-1.0,53333.0,201947.0,265080.0,-1.0,-1.0,54902.0,-1.0,255043.0,1428571.0,-1.0,-1.0,180077.0
1975,252500.0,120669.0,-1.0,100123.0,49551.0,181556.0,401333.0,30140.0,-1.0,190230.0,122353.0,66667.0,-1.0,-1.0,-1.0,-1.0,-1.0,14722.0,100000.0,-1.0,393103.0,66667.0,-1.0,260417.0,90476.0,-1.0,209152.0,250000.0,136141.0,-1.0,150000.0,18864.0,136364.0,-1.0,-1.0,-1.0,-1.0,132500.0,-1.0,136279.0,-1.0,118750.0,-1.0,-1.0,-1.0,43437.0,-1.0,228667.0,142287.0,132234.0,151963.0,52222.0,294449.0,142857.0,-1.0,217731.0,232052.0,-1.0,-1.0,160000.0,-1.0,39041.0,-1.0,-1.0,75556.0,450000.0,-1.0,-1.0,142857.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,182921.0,-1.0,195000.0,-1.0,121481.0,-1.0,39500.0,201782.0,262518.0,-1.0,-1.0,54902.0,-1.0,247164.0,1428571.0,-1.0,-1.0,179630.0
1976,246753.0,130977.0,-1.0,64499.0,50785.0,143916.0,400000.0,33605.0,-1.0,221713.0,138325.0,66667.0,-1.0,-1.0,-1.0,-1.0,-1.0,31667.0,100000.0,-1.0,451923.0,66667.0,-1.0,283333.0,86914.0,-1.0,218380.0,253333.0,122923.0,-1.0,150000.0,19570.0,133333.0,-1.0,-1.0,-1.0,-1.0,158478.0,-1.0,122791.0,-1.0,125000.0,-1.0,-1.0,-1.0,44704.0,-1.0,230952.0,172623.0,129792.0,144030.0,55556.0,284749.0,158824.0,-1.0,217857.0,228095.0,-1.0,-1.0,216667.0,-1.0,29885.0,-1.0,-1.0,76522.0,450000.0,-1.0,-1.0,150000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,153705.0,-1.0,156160.0,-1.0,120000.0,-1.0,45625.0,200000.0,254568.0,-1.0,-1.0,54902.0,-1.0,243532.0,1428571.0,-1.0,-1.0,179795.0
1977,246914.0,128763.0,-1.0,73590.0,51620.0,184557.0,300000.0,37631.0,-1.0,209940.0,165133.0,66667.0,-1.0,-1.0,33333.0,-1.0,-1.0,33750.0,100000.0,-1.0,390741.0,66667.0,-1.0,274734.0,87963.0,-1.0,206131.0,253333.0,122777.0,-1.0,150000.0,20659.0,133333.0,-1.0,-1.0,-1.0,-1.0,170652.0,235000.0,122667.0,-1.0,117647.0,-1.0,-1.0,-1.0,44769.0,-1.0,233111.0,170113.0,136667.0,146048.0,48333.0,307477.0,136364.0,-1.0,190817.0,228039.0,-1.0,-1.0,193333.0,-1.0,30656.0,-1.0,-1.0,78017.0,400000.0,-1.0,-1.0,140000.0,-1.0,48387.0,-1.0,-1.0,-1.0,-1.0,112994.0,-1.0,160933.0,-1.0,121429.0,-1.0,31429.0,200000.0,251705.0,-1.0,-1.0,54854.0,-1.0,213885.0,1500000.0,-1.0,-1.0,177419.0
1978,213889.0,130336.0,-1.0,96555.0,53722.0,193284.0,300714.0,31998.0,-1.0,202740.0,152000.0,66667.0,-1.0,-1.0,37500.0,-1.0,-1.0,42222.0,100000.0,-1.0,375676.0,66667.0,-1.0,343632.0,79638.0,-1.0,211855.0,253333.0,119268.0,-1.0,150000.0,19572.0,130769.0,-1.0,-1.0,-1.0,-1.0,126667.0,215000.0,119149.0,-1.0,116667.0,-1.0,-1.0,-1.0,45205.0,-1.0,229130.0,149163.0,131571.0,243191.0,56000.0,305346.0,136000.0,-1.0,236835.0,212809.0,-1.0,-1.0,217500.0,-1.0,30847.0,-1.0,-1.0,78333.0,356538.0,-1.0,-1.0,145455.0,-1.0,53846.0,-1.0,-1.0,-1.0,-1.0,218646.0,-1.0,214210.0,-1.0,121429.0,-1.0,35714.0,204487.0,249590.0,-1.0,-1.0,54854.0,-1.0,225192.0,1488889.0,-1.0,-1.0,179412.0
1979,345833.0,144385.0,-1.0,97146.0,61268.0,193324.0,300000.0,37429.0,-1.0,209879.0,148629.0,66667.0,42696.0,-1.0,43678.0,-1.0,-1.0,145238.0,100000.0,-1.0,383562.0,66667.0,-1.0,296541.0,82398.0,-1.0,212660.0,253333.0,126291.0,-1.0,150000.0,21800.0,138462.0,-1.0,-1.0,-1.0,-1.0,138684.0,215000.0,126087.0,-1.0,115789.0,-1.0,-1.0,-1.0,45333.0,-1.0,239777.0,93881.0,133940.0,256355.0,51667.0,306296.0,157143.0,-1.0,246698.0,204652.0,-1.0,-1.0,201667.0,-1.0,30000.0,-1.0,-1.0,79184.0,360769.0,-1.0,-1.0,145161.0,-1.0,109091.0,-1.0,-1.0,-1.0,-1.0,173322.0,-1.0,248503.0,-1.0,120000.0,-1.0,51667.0,200000.0,249200.0,-1.0,-1.0,54854.0,-1.0,237958.0,1489362.0,-1.0,-1.0,175000.0
1980,375676.0,148330.0,-1.0,95678.0,64370.0,197500.0,300000.0,33095.0,-1.0,204927.0,151358.0,66667.0,47727.0,-1.0,44330.0,-1.0,-1.0,103846.0,100000.0,-1.0,280899.0,66667.0,-1.0,359045.0,85180.0,-1.0,210284.0,256667.0,122502.0,-1.0,150000.0,25075.0,135714.0,-1.0,-1.0,-1.0,-1.0,114600.0,220000.0,122174.0,-1.0,120000.0,-1.0,-1.0,-1.0,44890.0,109973.0,243913.0,112423.0,135323.0,254000.0,75882.0,287767.0,115789.0,-1.0,173982.0,207810.0,-1.0,-1.0,201111.0,-1.0,30000.0,-1.0,-1.0,80321.0,400000.0,-1.0,-1.0,142857.0,-1.0,110581.0,-1.0,-1.0,-1.0,-1.0,188103.0,-1.0,409207.0,-1.0,120000.0,-1.0,50000.0,195290.0,252900.0,-1.0,100000.0,54808.0,-1.0,242257.0,1603774.0,-1.0,-1.0,185714.0
1981,342000.0,135080.0,-1.0,96467.0,77640.0,201272.0,300000.0,33805.0,-1.0,211000.0,146600.0,66667.0,41698.0,-1.0,42844.0,-1.0,-1.0,114444.0,100000.0,-1.0,418182.0,66667.0,-1.0,329797.0,90924.0,-1.0,211898.0,260000.0,130097.0,-1.0,152174.0,37500.0,133333.0,-1.0,-1.0,-1.0,-1.0,124923.0,225000.0,130000.0,-1.0,108696.0,-1.0,-1.0,-1.0,45973.0,107151.0,259808.0,116503.0,129381.0,330167.0,60455.0,303879.0,118421.0,-1.0,226606.0,215789.0,-1.0,-1.0,261111.0,-1.0,27586.0,-1.0,-1.0,86166.0,390909.0,-1.0,-1.0,144737.0,-1.0,133820.0,-1.0,-1.0,-1.0,-1.0,227131.0,-1.0,398676.0,-1.0,120000.0,-1.0,56667.0,204571.0,247572.0,-1.0,89053.0,54808.0,-1.0,240909.0,1620000.0,-1.0,-1.0,148936.0
1982,386667.0,145411.0,-1.0,133847.0,85010.0,197065.0,300000.0,20024.0,-1.0,211355.0,147059.0,60000.0,42091.0,-1.0,50752.0,-1.0,-1.0,54478.0,100000.0,-1.0,343333.0,60000.0,-1.0,320993.0,83887.0,-1.0,213659.0,260000.0,127003.0,-1.0,154545.0,52632.0,133333.0,-1.0,-1.0,-1.0,-1.0,120714.0,220000.0,126812.0,-1.0,108000.0,-1.0,-1.0,-1.0,45756.0,111960.0,262553.0,111234.0,124932.0,329259.0,53333.0,292500.0,159500.0,-1.0,209213.0,255639.0,-1.0,-1.0,277778.0,-1.0,27500.0,-1.0,-1.0,89147.0,435000.0,-1.0,-1.0,144578.0,-1.0,118289.0,-1.0,-1.0,-1.0,-1.0,172146.0,-1.0,216908.0,100000.0,120000.0,-1.0,45833.0,204516.0,246516.0,-1.0,88889.0,54808.0,-1.0,246364.0,1666667.0,-1.0,-1.0,166667.0
1983,240000.0,138783.0,-1.0,111113.0,78679.0,230196.0,300000.0,31510.0,-1.0,214222.0,142857.0,60000.0,40826.0,-1.0,55538.0,-1.0,-1.0,53000.0,100000.0,-1.0,362069.0,60000.0,-1.0,324547.0,87318.0,-1.0,207940.0,260000.0,128674.0,-1.0,157143.0,71429.0,129032.0,-1.0,-1.0,-1.0,-1.0,130921.0,210000.0,128571.0,-1.0,115385.0,-1.0,-1.0,-1.0,45509.0,111962.0,267021.0,119574.0,121839.0,333333.0,65000.0,308529.0,167000.0,-1.0,194508.0,253846.0,-1.0,-1.0,316667.0,-1.0,27671.0,-1.0,-1.0,90076.0,305793.0,-1.0,-1.0,144330.0,-1.0,100244.0,-1.0,-1.0,-1.0,-1.0,190470.0,-1.0,257433.0,100000.0,122581.0,-1.0,62857.0,186500.0,258567.0,-1.0,88889.0,54762.0,-1.0,253636.0,1830769.0,-1.0,-1.0,158333.0
1984,222222.0,143200.0,-1.0,78935.0,75109.0,233494.0,300000.0,21427.0,-1.0,219267.0,146667.0,60000.0,80769.0,-1.0,69503.0,-1.0,-1.0,51333.0,100000.0,-1.0,398276.0,60000.0,-1.0,390353.0,87701.0,-1.0,217460.0,254545.0,129953.0,-1.0,150000.0,88235.0,131034.0,-1.0,-1.0,-1.0,-1.0,111940.0,192000.0,129825.0,-1.0,117857.0,-1.0,-1.0,-1.0,44722.0,110871.0,263265.0,160181.0,113691.0,340299.0,62500.0,318300.0,156364.0,-1.0,214661.0,260000.0,-1.0,-1.0,317692.0,-1.0,28750.0,-1.0,-1.0,91852.0,388815.0,-1.0,-1.0,144330.0,-1.0,137143.0,-1.0,-1.0,-1.0,-1.0,223562.0,-1.0,242406.0,125000.0,141176.0,-1.0,60909.0,171545.0,258836.0,-1.0,90909.0,54762.0,-1.0,246667.0,1800000.0,-1.0,-1.0,167500.0
1985,230000.0,156898.0,-1.0,94714.0,71321.0,208757.0,160000.0,22639.0,-1.0,222103.0,147059.0,60000.0,81449.0,-1.0,73026.0,-1.0,-1.0,53333.0,100000.0,-1.0,309459.0,60000.0,-1.0,451280.0,89705.0,-1.0,219728.0,260000.0,132179.0,-1.0,135302.0,106061.0,133333.0,-1.0,-1.0,-1.0,-1.0,127941.0,200000.0,131944.0,-1.0,116667.0,-1.0,-1.0,-1.0,53370.0,109694.0,271909.0,169091.0,121234.0,446809.0,78000.0,308505.0,166923.0,-1.0,215262.0,261538.0,-1.0,-1.0,415556.0,-1.0,30000.0,-1.0,-1.0,92727.0,387813.0,-1.0,-1.0,145455.0,-1.0,118824.0,-1.0,-1.0,-1.0,-1.0,210972.0,-1.0,255248.0,125000.0,140000.0,-1.0,61250.0,163300.0,255960.0,-1.0,86667.0,55238.0,-1.0,286000.0,1530000.0,-1.0,-1.0,170000.0
1986,240000.0,180087.0,-1.0,95069.0,72212.0,207294.0,137500.0,26765.0,-1.0,229654.0,146667.0,60000.0,82000.0,-1.0,86053.0,-1.0,-1.0,54667.0,100000.0,-1.0,352000.0,60000.0,-1.0,347059.0,91924.0,-1.0,225926.0,258065.0,134856.0,-1.0,121509.0,125000.0,136364.0,-1.0,-1.0,-1.0,-1.0,99275.0,256000.0,134483.0,-1.0,118750.0,-1.0,-1.0,-1.0,46751.0,109592.0,270000.0,146611.0,120426.0,462963.0,81818.0,314127.0,158235.0,-1.0,211314.0,265625.0,-1.0,-1.0,420000.0,-1.0,28846.0,-1.0,-1.0,95000.0,128125.0,-1.0,-1.0,144000.0,-1.0,119043.0,-1.0,-1.0,-1.0,-1.0,185163.0,-1.0,289855.0,142857.0,140000.0,-1.0,73684.0,161417.0,254755.0,-1.0,88842.0,55429.0,-1.0,254000.0,1900000.0,-1.0,-1.0,178571.0
1987,215000.0,189046.0,-1.0,132295.0,72785.0,216202.0,100000.0,22786.0,-1.0,236003.0,154530.0,60000.0,125846.0,-1.0,104011.0,-1.0,-1.0,56000.0,100000.0,-1.0,350769.0,60000.0,-1.0,351071.0,89480.0,-1.0,238649.0,256250.0,130996.0,-1.0,121509.0,150000.0,142857.0,-1.0,-1.0,-1.0,-1.0,87879.0,288000.0,130508.0,-1.0,117143.0,-1.0,-1.0,-1.0,48576.0,108535.0,286583.0,120575.0,120630.0,447761.0,73929.0,324706.0,159333.0,-1.0,209240.0,269531.0,-1.0,-1.0,463171.0,-1.0,32273.0,-1.0,-1.0,98057.0,299091.0,-1.0,-1.0,144828.0,-1.0,118627.0,-1.0,-1.0,-1.0,-1.0,225706.0,-1.0,348331.0,142857.0,133333.0,-1.0,68085.0,167583.0,262884.0,-1.0,88074.0,55619.0,-1.0,282222.0,2000000.0,-1.0,-1.0,197222.0
