,Kenya,"China, Taiwan Province of",Croatia,Syrian Arab Republic,Brazil,Australia,Nepal,Ethiopia,The former Yugoslav Republic of Macedonia,Greece,Zimbabwe,Republic of Korea,Kyrgyzstan,Yemen,Australia & New Zealand,Yugoslav SFR,Guatemala,Algeria,Slovenia,Madagascar,Tajikistan,Ukraine,Israel,Switzerland,Uruguay,Azerbaijan,Egypt,Bosnia and Herzegovina,China,Malta,Colombia,Libya,Lebanon,Uzbekistan,Occupied Palestinian Territory,Chile,Hungary,Montenegro,Kazakhstan,Portugal,Poland,"China, mainland",Russian Federation,Italy,Bolivia (Plurinational State of),Peru,Democratic People's Republic of Korea,Serbia and Montenegro,Cameroon,Serbia,Germany,Armenia,Canada,Japan,Afghanistan,Iraq,Venezuela (Bolivarian Republic of),Cyprus,Spain,New Zealand,Bulgaria,United States of America,Iran (Islamic Republic of),Pakistan,Czechoslovakia,Czechia,Argentina,Paraguay,Georgia,India,Austria,Morocco,Bhutan,USSR,Mexico,Romania,Ecuador,Jordan,Tunisia,Albania,Turkmenistan,France,South Africa,Réunion,Netherlands,Belgium-Luxembourg,Slovakia,Republic of Moldova,Turkey
1971,-1.0,811.0,-1.0,1882.0,12545.0,9910.0,-1.0,-1.0,-1.0,30000.0,70.0,8998.0,-1.0,-1.0,11525.0,-1.0,-1.0,4400.0,-1.0,2500.0,-1.0,-1.0,1100.0,-1.0,-1.0,-1.0,1260.0,-1.0,110811.0,-1.0,-1.0,-1.0,869.0,-1.0,-1.0,14800.0,-1.0,-1.0,-1.0,8610.0,-1.0,110000.0,-1.0,85300.0,4700.0,3098.0,5000.0,-1.0,-1.0,-1.0,-1.0,-1.0,6288.0,19500.0,2500.0,-1.0,1002.0,535.0,31700.0,1615.0,12205.0,97970.0,9000.0,1000.0,-1.0,-1.0,-1.0,-1.0,-1.0,10000.0,-1.0,-1.0,-1.0,125000.0,25700.0,-1.0,671.0,120.0,6100.0,-1.0,-1.0,44848.0,16000.0,-1.0,-1,-1,-1.0,-1.0,11868.0
1972,-1.0,813.0,-1.0,2132.0,13901.0,9915.0,-1.0,-1.0,-1.0,31200.0,100.0,9484.0,-1.0,-1.0,11573.0,-1.0,-1.0,4000.0,-1.0,2500.0,-1.0,-1.0,1100.0,-1.0,-1.0,-1.0,840.0,-1.0,100813.0,-1.0,-1.0,-1.0,921.0,-1.0,-1.0,15000.0,-1.0,-1.0,-1.0,10595.0,-1.0,100000.0,-1.0,87700.0,4700.0,2973.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4230.0,18600.0,2570.0,-1.0,1126.0,669.0,39900.0,1658.0,11421.0,93720.0,9000.0,1200.0,-1.0,-1.0,-1.0,-1.0,-1.0,10000.0,-1.0,-1.0,-1.0,130000.0,28933.0,-1.0,758.0,115.0,6200.0,-1.0,-1.0,41179.0,16000.0,-1.0,-1,-1,-1.0,-1.0,12320.0
1973,-1.0,818.0,-1.0,1766.0,16687.0,9996.0,-1.0,-1.0,-1.0,30000.0,120.0,10254.0,-1.0,-1.0,11579.0,-1.0,-1.0,4500.0,-1.0,1040.0,-1.0,-1.0,1100.0,-1.0,-1.0,-1.0,840.0,-1.0,90818.0,-1.0,-1.0,-1.0,657.0,-1.0,-1.0,15040.0,-1.0,-1.0,-1.0,11080.0,-1.0,90000.0,-1.0,86500.0,4700.0,3101.0,5000.0,-1.0,-1.0,-1.0,-1.0,-1.0,4900.0,18100.0,2620.0,-1.0,1264.0,709.0,46300.0,1583.0,10850.0,93520.0,9000.0,1200.0,-1.0,-1.0,-1.0,-1.0,-1.0,12000.0,-1.0,-1.0,-1.0,130000.0,31030.0,-1.0,737.0,158.0,6560.0,-1.0,-1.0,40637.0,15000.0,-1.0,-1,-1,-1.0,-1.0,12552.0
1974,-1.0,1000.0,-1.0,2618.0,20464.0,9210.0,-1.0,-1.0,-1.0,31000.0,150.0,11831.0,-1.0,-1.0,10826.0,-1.0,-1.0,5200.0,-1.0,1165.0,-1.0,-1.0,1100.0,-1.0,-1.0,-1.0,840.0,-1.0,116000.0,-1.0,-1.0,-1.0,414.0,-1.0,-1.0,14840.0,-1.0,-1.0,-1.0,11687.0,-1.0,115000.0,-1.0,87500.0,5000.0,3125.0,3500.0,-1.0,-1.0,-1.0,-1.0,-1.0,5630.0,17600.0,2660.0,-1.0,1556.0,709.0,47900.0,1616.0,10458.0,93480.0,9000.0,1000.0,-1.0,-1.0,-1.0,-1.0,-1.0,10000.0,-1.0,-1.0,-1.0,140000.0,23621.0,-1.0,665.0,29.0,6860.0,-1.0,-1.0,36659.0,16000.0,-1.0,-1,-1,-1.0,-1.0,13450.0
1975,-1.0,1200.0,-1.0,2745.0,22106.0,7720.0,-1.0,-1.0,-1.0,31500.0,170.0,9113.0,-1.0,-1.0,9309.0,-1.0,-1.0,7500.0,-1.0,1275.0,-1.0,-1.0,1100.0,-1.0,-1.0,-1.0,840.0,-1.0,111200.0,-1.0,-1.0,-1.0,700.0,-1.0,-1.0,15000.0,-1.0,-1.0,-1.0,12106.0,-1.0,110000.0,-1.0,88500.0,5200.0,3145.0,5000.0,-1.0,-1.0,-1.0,-1.0,-1.0,6520.0,17200.0,2670.0,-1.0,1784.0,709.0,48100.0,1589.0,9678.0,92950.0,9000.0,1201.0,-1.0,-1.0,-1.0,-1.0,-1.0,11000.0,-1.0,-1.0,-1.0,120000.0,25029.0,-1.0,640.0,153.0,7558.0,-1.0,-1.0,34487.0,16000.0,-1.0,-1,-1,-1.0,-1.0,13800.0
1976,-1.0,1200.0,-1.0,3002.0,19357.0,7160.0,-1.0,-1.0,-1.0,30000.0,200.0,9747.0,-1.0,-1.0,8761.0,-1.0,-1.0,5200.0,-1.0,1200.0,-1.0,-1.0,1160.0,-1.0,-1.0,-1.0,773.0,-1.0,116200.0,-1.0,-1.0,-1.0,700.0,-1.0,-1.0,13500.0,-1.0,-1.0,-1.0,12267.0,-1.0,115000.0,-1.0,85400.0,5300.0,3153.0,5000.0,-1.0,-1.0,-1.0,-1.0,-1.0,5400.0,16800.0,2670.0,-1.0,1807.0,722.0,47900.0,1601.0,9365.0,92550.0,9000.0,935.0,-1.0,-1.0,-1.0,-1.0,-1.0,12500.0,-1.0,-1.0,-1.0,130000.0,23588.0,-1.0,680.0,60.0,8000.0,-1.0,-1.0,33477.0,17000.0,-1.0,-1,-1,-1.0,-1.0,14200.0
1977,-1.0,1300.0,-1.0,3265.0,19941.0,6850.0,-1.0,-1.0,-1.0,30000.0,200.0,10356.0,-1.0,-1.0,8218.0,-1.0,-1.0,5600.0,-1.0,1360.0,-1.0,-1.0,1240.0,-1.0,-1.0,-1.0,811.0,-1.0,136300.0,-1.0,-1.0,-1.0,700.0,-1.0,-1.0,13300.0,-1.0,-1.0,-1.0,12332.0,-1.0,135000.0,-1.0,84200.0,5500.0,2944.0,7000.0,-1.0,-1.0,-1.0,-1.0,-1.0,4710.0,16400.0,2680.0,-1.0,2080.0,722.0,45900.0,1368.0,9429.0,88540.0,9000.0,1298.0,-1.0,-1.0,-1.0,-1.0,-1.0,13000.0,-1.0,-1.0,-1.0,115000.0,25279.0,-1.0,535.0,98.0,8450.0,-1.0,-1.0,32153.0,17000.0,-1.0,-1,-1,-1.0,-1.0,14560.0
1978,-1.0,1201.0,-1.0,3405.0,19971.0,6100.0,-1.0,-1.0,-1.0,30000.0,220.0,10351.0,-1.0,-1.0,7495.0,-1.0,-1.0,4600.0,-1.0,1465.0,-1.0,-1.0,1240.0,-1.0,-1.0,-1.0,888.0,-1.0,126201.0,-1.0,-1.0,-1.0,700.0,-1.0,-1.0,12680.0,-1.0,-1.0,-1.0,11248.0,-1.0,125000.0,-1.0,84500.0,5700.0,2898.0,7000.0,-1.0,-1.0,-1.0,-1.0,-1.0,4650.0,16300.0,2650.0,-1.0,2216.0,214.0,44000.0,1395.0,9392.0,86120.0,9000.0,1352.0,-1.0,-1.0,-1.0,-1.0,-1.0,12000.0,-1.0,-1.0,-1.0,115000.0,24018.0,-1.0,501.0,154.0,8800.0,-1.0,-1.0,31088.0,16000.0,-1.0,-1,-1,-1.0,-1.0,14650.0
1979,-1.0,1249.0,-1.0,3451.0,20081.0,5840.0,-1.0,-1.0,-1.0,30000.0,300.0,10228.0,-1.0,477.0,7235.0,-1.0,-1.0,4800.0,-1.0,1525.0,-1.0,-1.0,1330.0,-1.0,-1.0,-1.0,937.0,-1.0,91249.0,-1.0,-1.0,-1.0,700.0,-1.0,-1.0,13800.0,-1.0,-1.0,-1.0,11242.0,-1.0,90000.0,-1.0,84600.0,6600.0,2833.0,8000.0,-1.0,-1.0,-1.0,-1.0,-1.0,3650.0,16400.0,2570.0,-1.0,2192.0,221.0,43100.0,1395.0,8748.0,85020.0,9000.0,980.0,-1.0,-1.0,-1.0,-1.0,-1.0,13500.0,-1.0,-1.0,-1.0,85000.0,23154.0,-1.0,500.0,134.0,9550.0,-1.0,-1.0,31000.0,17000.0,-1.0,-1,-1,-1.0,-1.0,15200.0
1980,-1.0,1306.0,-1.0,3649.0,21077.0,5780.0,-1.0,-1.0,-1.0,29800.0,210.0,10359.0,-1.0,499.0,7316.0,-1.0,-1.0,5400.0,-1.0,1950.0,-1.0,-1.0,1650.0,-1.0,-1.0,-1.0,1069.0,-1.0,101306.0,-1.0,-1.0,-1.0,700.0,-1.0,-1.0,13300.0,-1.0,-1.0,-1.0,10430.0,-1.0,100000.0,-1.0,83700.0,6370.0,3016.0,8000.0,-1.0,-1.0,-1.0,-1.0,-1.0,4800.0,16500.0,2570.0,-1.0,2123.0,227.0,44500.0,1536.0,8569.0,86030.0,9000.0,1034.0,-1.0,-1.0,37500.0,-1.0,-1.0,14700.0,-1.0,-1.0,-1.0,115000.0,24159.0,-1.0,514.0,94.0,9600.0,-1.0,-1.0,32000.0,20000.0,-1.0,-1,-1,-1.0,-1.0,15700.0
1981,-1.0,1287.0,-1.0,3791.0,19171.0,5710.0,-1.0,-1.0,-1.0,29900.0,350.0,10195.0,-1.0,454.0,7358.0,-1.0,-1.0,6500.0,-1.0,2650.0,-1.0,-1.0,1750.0,-1.0,-1.0,-1.0,1096.0,-1.0,101287.0,-1.0,-1.0,-1.0,740.0,-1.0,-1.0,13900.0,-1.0,-1.0,-1.0,9305.0,-1.0,100000.0,-1.0,84000.0,6345.0,3077.0,8000.0,-1.0,-1.0,-1.0,-1.0,-1.0,3450.0,16600.0,2520.0,-1.0,2165.0,234.0,44100.0,1648.0,8252.0,84700.0,9000.0,1051.0,-1.0,-1.0,43852.0,-1.0,-1.0,14000.0,-1.0,-1.0,-1.0,115000.0,25700.0,-1.0,513.0,151.0,10000.0,-1.0,-1.0,32846.0,16000.0,-1.0,-1,-1,-1.0,-1.0,15380.0
1982,-1.0,1292.0,-1.0,3977.0,19568.0,6300.0,-1.0,-1.0,-1.0,30200.0,320.0,9668.0,-1.0,470.0,7999.0,-1.0,-1.0,6400.0,-1.0,2680.0,-1.0,-1.0,1930.0,-1.0,-1.0,-1.0,1200.0,-1.0,121292.0,-1.0,-1.0,-1.0,730.0,-1.0,-1.0,14500.0,-1.0,-1.0,-1.0,8053.0,-1.0,120000.0,-1.0,84200.0,6345.0,3253.0,10000.0,-1.0,-1.0,-1.0,-1.0,-1.0,4200.0,16300.0,2420.0,-1.0,2180.0,241.0,45600.0,1699.0,7865.0,85800.0,9000.0,1148.0,-1.0,-1.0,43200.0,-1.0,-1.0,15500.0,-1.0,-1.0,-1.0,90000.0,27765.0,-1.0,515.0,90.0,12000.0,-1.0,-1.0,33000.0,16000.0,-1.0,-1,-1,-1.0,-1.0,16070.0
1983,-1.0,1355.0,-1.0,4200.0,20757.0,6530.0,-1.0,-1.0,-1.0,30500.0,290.0,10732.0,-1.0,470.0,8591.0,-1.0,-1.0,6800.0,-1.0,2695.0,-1.0,-1.0,2040.0,-1.0,-1.0,-1.0,1250.0,-1.0,121355.0,-1.0,-1.0,-1.0,740.0,-1.0,-1.0,14150.0,-1.0,-1.0,-1.0,8117.0,-1.0,120000.0,-1.0,86688.0,6345.0,3282.0,10000.0,-1.0,-1.0,-1.0,-1.0,-1.0,4700.0,16100.0,2320.0,-1.0,2195.0,241.0,46900.0,2061.0,7777.0,86400.0,10000.0,1192.0,-1.0,-1.0,43070.0,-1.0,-1.0,15800.0,-1.0,-1.0,-1.0,105000.0,28075.0,-1.0,536.0,384.0,14100.0,-1.0,-1.0,33000.0,16000.0,-1.0,-1,-1,-1.0,-1.0,17000.0
1984,-1.0,1351.0,-1.0,4700.0,19851.0,6610.0,-1.0,-1.0,-1.0,32600.0,250.0,11820.0,-1.0,472.0,8748.0,-1.0,-1.0,6800.0,-1.0,2700.0,-1.0,-1.0,2110.0,-1.0,-1.0,-1.0,1260.0,-1.0,141351.0,-1.0,-1.0,-1.0,750.0,-1.0,-1.0,14490.0,-1.0,-1.0,-1.0,8442.0,-1.0,140000.0,-1.0,87398.0,6567.0,3335.0,12000.0,-1.0,-1.0,-1.0,-1.0,-1.0,3800.0,15700.0,2230.0,-1.0,2263.0,254.0,50100.0,2138.0,7731.0,88540.0,10000.0,1400.0,-1.0,-1.0,43200.0,-1.0,-1.0,13500.0,-1.0,-1.0,-1.0,90000.0,26877.0,-1.0,506.0,413.0,12000.0,-1.0,-1.0,32239.0,16000.0,-1.0,-1,-1,-1.0,-1.0,17200.0
1985,-1.0,1486.0,-1.0,3500.0,20553.0,6880.0,-1.0,-1.0,-1.0,33400.0,210.0,13138.0,-1.0,485.0,9391.0,14000.0,-1.0,6700.0,-1.0,2720.0,-1.0,-1.0,2100.0,70.0,1500.0,-1.0,1260.0,-1.0,276486.0,-1.0,-1.0,1050.0,800.0,-1.0,-1.0,14585.0,-1.0,-1.0,-1.0,8454.0,-1.0,275000.0,-1.0,89319.0,5622.0,3563.0,13500.0,-1.0,70.0,-1.0,4730.0,-1.0,5200.0,15300.0,2170.0,3700.0,2339.0,201.0,56500.0,2511.0,7724.0,87210.0,10000.0,1500.0,3650.0,-1.0,43300.0,285.0,-1.0,15500.0,1870.0,3100.0,-1.0,95000.0,28885.0,9200.0,507.0,780.0,12400.0,1000.0,-1.0,31492.0,12800.0,25.0,-1,-1,-1.0,-1.0,17460.0
1986,-1.0,1503.0,-1.0,4300.0,20527.0,7300.0,-1.0,-1.0,-1.0,35100.0,180.0,14456.0,-1.0,501.0,9831.0,14000.0,-1.0,7300.0,-1.0,2740.0,-1.0,-1.0,2190.0,70.0,800.0,-1.0,4200.0,-1.0,331503.0,-1.0,-1.0,1050.0,900.0,-1.0,-1.0,15160.0,-1.0,-1.0,-1.0,14131.0,-1.0,330000.0,-1.0,91093.0,5561.0,4522.0,13500.0,-1.0,70.0,-1.0,6020.0,-1.0,3900.0,15000.0,2110.0,3700.0,2455.0,201.0,59700.0,2531.0,5544.0,86520.0,11000.0,1700.0,3650.0,-1.0,43100.0,265.0,-1.0,18000.0,1660.0,3100.0,-1.0,105000.0,24957.0,9200.0,556.0,504.0,17800.0,1000.0,-1.0,31562.0,12000.0,40.0,-1,-1,-1.0,-1.0,17500.0
1987,-1.0,1702.0,-1.0,4600.0,19626.0,7410.0,-1.0,-1.0,-1.0,37400.0,180.0,14016.0,-1.0,517.0,9820.0,14200.0,-1.0,10000.0,-1.0,2760.0,-1.0,-1.0,2230.0,70.0,2600.0,-1.0,4620.0,-1.0,361702.0,-1.0,-1.0,1050.0,1000.0,-1.0,-1.0,15520.0,13000.0,-1.0,-1.0,15011.0,-1.0,360000.0,-1.0,92327.0,5700.0,4934.0,13500.0,-1.0,70.0,-1.0,5640.0,-1.0,5100.0,14700.0,1820.0,3700.0,2500.0,201.0,61200.0,2410.0,5813.0,86480.0,10000.0,1900.0,3740.0,-1.0,43050.0,275.0,-1.0,11658.0,1370.0,3100.0,-1.0,105000.0,28048.0,9000.0,582.0,677.0,13000.0,1000.0,-1.0,30776.0,12500.0,40.0,-1,-1,-1.0,-1.0,18640.0
1988,-1.0,2327.0,-1.0,5100.0,19509.0,8310.0,-1.0,-1.0,-1.0,39900.0,180.0,13308.0,-1.0,554.0,10609.0,14900.0,-1.0,7900.0,-1.0,2800.0,-1.0,-1.0,2340.0,70.0,2950.0,-1.0,9660.0,-1.0,532327.0,-1.0,-1.0,1050.0,1100.0,-1.0,-1.0,16425.0,15000.0,-1.0,-1.0,16261.0,-1.0,530000.0,-1.0,93374.0,6150.0,4770.0,13500.0,-1.0,70.0,-1.0,5820.0,-1.0,4950.0,14500.0,1900.0,3700.0,2500.0,240.0,65800.0,2299.0,6465.0,84630.0,10000.0,2000.0,3880.0,-1.0,29400.0,275.0,-1.0,14874.0,1750.0,3200.0,-1.0,119000.0,33308.0,8500.0,1180.0,926.0,12000.0,1000.0,-1.0,29253.0,12500.0,45.0,-1,-1,-1.0,-1.0,20616.0
1989,-1.0,2228.0,-1.0,6500.0,18864.0,8950.0,-1.0,-1.0,-1.0,42200.0,210.0,12898.0,-1.0,722.0,11140.0,14200.0,-1.0,8200.0,-1.0,2900.0,-1.0,-1.0,2420.0,70.0,2950.0,-1.0,9660.0,-1.0,652228.0,-1.0,-1.0,1050.0,1250.0,-1.0,-1.0,16700.0,9000.0,-1.0,-1.0,16842.0,-1.0,650000.0,-1.0,95477.0,5950.0,4514.0,13500.0,-1.0,70.0,-1.0,5445.0,-1.0,4063.0,14300.0,1910.0,3700.0,2600.0,240.0,69200.0,2190.0,7383.0,84940.0,10152.0,2083.0,4000.0,-1.0,29300.0,275.0,-1.0,15122.0,1750.0,3200.0,-1.0,125000.0,32121.0,8300.0,1320.0,1387.0,14000.0,1000.0,-1.0,29700.0,13000.0,45.0,-1,-1,-1.0,-1.0,20630.0
