,"China, Taiwan Province of",Niue,Zambia,Tonga,Syrian Arab Republic,Brazil,Nepal,Ethiopia,Denmark,Liberia,Greece,Bangladesh,Malawi,Eritrea,New Caledonia,Bahamas,Mongolia,Guatemala,Latvia,Slovenia,Croatia,Madagascar,Tajikistan,Tokelau,Luxembourg,Guinea,Botswana,Saudi Arabia,Fiji,Sweden,Pacific Islands Trust Territory,Equatorial Guinea,Switzerland,Sri Lanka,Azerbaijan,Central African Republic,Bosnia and Herzegovina,China,Colombia,Libya,Brunei Darussalam,Guinea-Bissau,Montenegro,Kazakhstan,Estonia,Mauritius,Saint Vincent and the Grenadines,Hungary,France,Togo,Mali,Costa Rica,Seychelles,Germany,Melanesia,Georgia,Serbia and Montenegro,Cameroon,Grenada,Dominican Republic,Guadeloupe,El Salvador,Cook Islands,Canada,Spain,Afghanistan,Iraq,The former Yugoslav Republic of Macedonia,Antigua and Barbuda,New Zealand,Belize,Czechia,Faroe Islands,Nigeria,Egypt,Kyrgyzstan,Argentina,Kiribati,Democratic People's Republic of Korea,Cuba,Cabo Verde,Bahrain,Morocco,Ethiopia PDR,Gabon,USSR,Romania,Ecuador,Jordan,Mexico,Albania,Slovakia,Jamaica,Trinidad and Tobago,Polynesia,United Arab Emirates,Indonesia,Samoa,Thailand,Lithuania,Finland,Netherlands,Oman,Angola,Norway,Guam,Turkey,Burundi,"China, Hong Kong SAR",Belarus,Iceland,Myanmar,Burkina Faso,Saint Kitts and Nevis,Philippines,Martinique,Lao People's Democratic Republic,Australia,United Republic of Tanzania,Maldives,Tunisia,Zimbabwe,Yugoslav SFR,Republic of Korea,Australia & New Zealand,Papua New Guinea,Rwanda,Mozambique,Barbados,French Polynesia,Algeria,Senegal,Saint Lucia,Vanuatu,Haiti,Dominica,Belgium,Chad,Wallis and Futuna Islands,Lesotho,American Samoa,Comoros,Uruguay,Italy,Panama,Sudan (former),Armenia,Lebanon,Uzbekistan,Micronesia (Federated States of),Occupied Palestinian Territory,Chile,Portugal,Micronesia,Kenya,Poland,"China, mainland",Russian Federation,Nicaragua,Uganda,Ukraine,Bolivia (Plurinational State of),Peru,Yemen,Czechoslovakia,Serbia,Malaysia,Israel,Malta,South Sudan,Namibia,Benin,United Kingdom,Japan,Bermuda,Sao Tome and Principe,Venezuela (Bolivarian Republic of),Cyprus,Guyana,Bulgaria,United States of America,Iran (Islamic Republic of),Democratic Republic of the Congo,Sudan,Somalia,Pakistan,Kuwait,French Guiana,Suriname,Cambodia,Timor-Leste,Paraguay,India,Austria,Niger,Bhutan,Congo,Qatar,Cayman Islands,Honduras,Puerto Rico,Viet Nam,Ireland,Côte d'Ivoire,Gambia,Turkmenistan,Solomon Islands,South Africa,Singapore,Sierra Leone,Réunion,Montserrat,Ghana,Mauritania,Swaziland,Republic of Moldova,Belgium-Luxembourg
1971,149237.0,43467.0,67719.0,98253.0,122800.0,137657.0,54912.0,-1.0,245772.0,62059.0,130571.0,106348.0,61184.0,-1.0,50967.0,74383.0,56364.0,39310.0,-1.0,-1.0,-1.0,60774.0,-1.0,210000.0,-1.0,72222.0,61290.0,84211.0,96971.0,250056.0,81651.0,29565.0,377000.0,53760.0,-1.0,31697.0,-1.0,121544.0,85003.0,66336.0,36478.0,58333.0,-1.0,-1.0,-1.0,159148.0,67029.0,115687.0,248773.0,117429.0,65327.0,68208.0,60241.0,202876.0,73556.0,-1.0,-1.0,39163.0,52173.0,61102.0,118058.0,107646.0,226560.0,188363.0,123386.0,111333.0,120240.0,-1.0,40144.0,294045.0,175000.0,-1.0,134124.0,84533.0,173749.0,-1.0,109951.0,78095.0,111340.0,41911.0,26992.0,200000.0,98326.0,35953.0,49512.0,117374.0,123342.0,114127.0,148621.0,112494.0,63302.0,-1.0,103470.0,94679.0,94670.0,-1.0,70282.0,68520.0,140145.0,-1.0,161265.0,373125.0,-1.0,37685.0,228117.0,136022.0,124184.0,66671.0,80750.0,-1.0,82065.0,51493.0,45217.0,32745.0,49846.0,112063.0,85333.0,199509.0,46798.0,49525.0,84421.0,40743.0,90690.0,152471.0,216798.0,69632.0,75896.0,39078.0,111745.0,147283.0,62150.0,42821.0,41395.0,196429.0,41999.0,95652.0,-1.0,43872.0,102583.0,133333.0,58880.0,56545.0,63637.0,137485.0,79311.0,39020.0,-1.0,119304.0,-1.0,-1.0,-1.0,104888.0,99688.0,82244.0,77733.0,149101.0,120887.0,-1.0,40000.0,38922.0,-1.0,75192.0,76996.0,90155.0,139427.0,-1.0,82243.0,255655.0,72109.0,-1.0,85000.0,68488.0,288955.0,193000.0,180000.0,92742.0,72187.0,204339.0,64338.0,140572.0,245393.0,102564.0,67109.0,-1.0,107407.0,113522.0,106667.0,139362.0,61550.0,84954.0,38171.0,124630.0,112940.0,257972.0,68206.0,65476.0,47425.0,135000.0,42222.0,64797.0,38348.0,60218.0,276585.0,41927.0,37143.0,-1.0,105623.0,94559.0,88889.0,37262.0,134722.0,22500.0,55997.0,14524.0,43756.0,-1.0,380283.0
1972,139946.0,43467.0,67907.0,96154.0,153178.0,138305.0,56287.0,-1.0,250999.0,61616.0,131935.0,104546.0,62326.0,-1.0,54870.0,77301.0,36429.0,35872.0,-1.0,-1.0,-1.0,57869.0,-1.0,195455.0,-1.0,72727.0,62903.0,81000.0,87519.0,253216.0,81739.0,28955.0,317000.0,52283.0,-1.0,33015.0,-1.0,109061.0,83502.0,47553.0,43169.0,61538.0,-1.0,-1.0,-1.0,135836.0,74631.0,123652.0,238771.0,119608.0,64082.0,73471.0,60241.0,236409.0,73382.0,-1.0,-1.0,41885.0,52632.0,59721.0,118647.0,126341.0,257345.0,187349.0,131294.0,103947.0,100000.0,-1.0,40875.0,299163.0,176471.0,-1.0,125106.0,80482.0,177432.0,-1.0,94948.0,83500.0,112577.0,44256.0,49218.0,200000.0,139990.0,35882.0,49545.0,98403.0,117479.0,104324.0,109512.0,115245.0,53203.0,-1.0,101051.0,104732.0,93341.0,-1.0,66669.0,68663.0,121082.0,-1.0,150653.0,374883.0,-1.0,37790.0,220558.0,141075.0,126345.0,66396.0,87714.0,-1.0,81467.0,52528.0,48571.0,30538.0,47802.0,104792.0,89744.0,202615.0,46136.0,48761.0,105263.0,40879.0,76336.0,158332.0,219056.0,70257.0,73132.0,39105.0,109990.0,146809.0,53450.0,37358.0,40400.0,198571.0,43330.0,95745.0,-1.0,44273.0,102583.0,133333.0,63750.0,57253.0,47704.0,152320.0,81105.0,39336.0,-1.0,126155.0,-1.0,-1.0,-1.0,92650.0,98096.0,84984.0,77991.0,183492.0,108427.0,-1.0,40588.0,44774.0,-1.0,68616.0,68675.0,113253.0,158120.0,-1.0,94667.0,257491.0,88375.0,-1.0,85500.0,71576.0,277854.0,213299.0,186250.0,101316.0,70514.0,192418.0,65840.0,128967.0,251395.0,105079.0,66847.0,-1.0,107407.0,110847.0,60000.0,139362.0,63778.0,97059.0,34613.0,120771.0,119404.0,231955.0,53318.0,65000.0,49263.0,106667.0,47500.0,63515.0,40235.0,59196.0,242547.0,40807.0,33333.0,-1.0,106889.0,143400.0,84793.0,36794.0,135443.0,24444.0,53497.0,11983.0,47814.0,-1.0,362648.0
1973,158416.0,41618.0,67925.0,95789.0,133063.0,120922.0,56196.0,-1.0,245011.0,58182.0,136757.0,101221.0,64333.0,-1.0,56522.0,80183.0,103824.0,34681.0,-1.0,-1.0,-1.0,57748.0,-1.0,191667.0,-1.0,71134.0,62903.0,81154.0,70664.0,209588.0,83333.0,30000.0,364000.0,50379.0,-1.0,34085.0,-1.0,139624.0,87189.0,50226.0,35928.0,58333.0,-1.0,-1.0,-1.0,167079.0,72799.0,109330.0,231415.0,126540.0,62778.0,81410.0,60241.0,221728.0,72877.0,-1.0,-1.0,40698.0,54079.0,55134.0,122091.0,136207.0,230856.0,193155.0,136157.0,110000.0,100000.0,-1.0,40755.0,294130.0,179310.0,-1.0,127470.0,80867.0,180758.0,-1.0,122003.0,83654.0,112245.0,41957.0,29330.0,200000.0,139990.0,38634.0,50208.0,134964.0,88705.0,108989.0,40755.0,116710.0,60902.0,-1.0,99828.0,122329.0,93529.0,-1.0,71983.0,68703.0,130799.0,-1.0,146070.0,368292.0,-1.0,39149.0,229596.0,143158.0,122151.0,67151.0,84242.0,-1.0,92769.0,55649.0,48421.0,28515.0,46954.0,104615.0,93750.0,196157.0,45441.0,41967.0,74737.0,38859.0,93946.0,154651.0,216196.0,70355.0,74477.0,40343.0,108366.0,148148.0,55950.0,44791.0,40339.0,195862.0,42644.0,95668.0,-1.0,42071.0,102583.0,128571.0,66891.0,56432.0,54257.0,158815.0,80584.0,38879.0,-1.0,131498.0,-1.0,-1.0,-1.0,93379.0,96275.0,85910.0,78226.0,193878.0,139255.0,-1.0,39636.0,39198.0,-1.0,67706.0,70018.0,113844.0,167549.0,-1.0,95768.0,293768.0,89364.0,-1.0,87500.0,74767.0,303034.0,209054.0,198214.0,110185.0,76490.0,187872.0,65703.0,120906.0,245531.0,106889.0,68005.0,-1.0,107380.0,104650.0,190000.0,138500.0,64441.0,84228.0,36967.0,130519.0,114861.0,251390.0,66922.0,65530.0,48899.0,87500.0,44444.0,40828.0,40203.0,62282.0,279169.0,43221.0,34000.0,-1.0,108463.0,113208.0,89851.0,36171.0,133077.0,24783.0,58715.0,15789.0,45594.0,-1.0,331822.0
1974,154480.0,17752.0,68551.0,95436.0,124578.0,119415.0,56100.0,-1.0,279587.0,59839.0,138940.0,97195.0,65933.0,-1.0,55256.0,82036.0,57000.0,37740.0,-1.0,-1.0,-1.0,60015.0,-1.0,200000.0,-1.0,71146.0,63492.0,71643.0,53374.0,270000.0,84000.0,29368.0,387000.0,39344.0,-1.0,30687.0,-1.0,127950.0,91947.0,49385.0,32956.0,58333.0,-1.0,-1.0,-1.0,168277.0,78185.0,125839.0,238733.0,124869.0,59524.0,73591.0,61224.0,253544.0,72694.0,-1.0,-1.0,39188.0,52975.0,45363.0,119361.0,137782.0,238771.0,217693.0,139637.0,109639.0,83333.0,-1.0,39508.0,257169.0,179259.0,-1.0,154348.0,95906.0,182724.0,-1.0,151307.0,84112.0,112000.0,43566.0,40000.0,200000.0,137511.0,40721.0,50000.0,101493.0,132704.0,102633.0,63830.0,114856.0,67097.0,-1.0,105454.0,117627.0,90456.0,-1.0,79878.0,68683.0,131406.0,-1.0,110568.0,429177.0,-1.0,38852.0,285016.0,141429.0,122897.0,66604.0,69900.0,-1.0,134180.0,65425.0,55324.0,28037.0,49284.0,104478.0,88372.0,189762.0,44808.0,35828.0,80000.0,40476.0,97470.0,155468.0,203074.0,70729.0,81321.0,40307.0,106076.0,149474.0,66107.0,34242.0,43491.0,196552.0,43224.0,95596.0,-1.0,42578.0,102583.0,128571.0,61526.0,53673.0,51904.0,157282.0,81988.0,36261.0,-1.0,108634.0,-1.0,-1.0,-1.0,108262.0,97677.0,86377.0,78249.0,180777.0,127460.0,-1.0,40893.0,42794.0,-1.0,68404.0,70160.0,106549.0,163157.0,-1.0,93460.0,267923.0,84631.0,-1.0,87500.0,69839.0,316681.0,200851.0,186667.0,109649.0,73010.0,205172.0,65371.0,109805.0,262827.0,106600.0,68836.0,-1.0,107117.0,103278.0,130000.0,138500.0,62979.0,84112.0,38187.0,144918.0,113497.0,242553.0,64088.0,65677.0,49754.0,95000.0,44444.0,37486.0,70081.0,62785.0,278146.0,42034.0,33333.0,-1.0,109977.0,119138.0,116667.0,35826.0,139487.0,24878.0,61682.0,10460.0,47565.0,-1.0,427631.0
1975,151446.0,23579.0,68424.0,93872.0,132230.0,122879.0,56058.0,-1.0,222707.0,59359.0,153291.0,99678.0,65662.0,-1.0,52372.0,84118.0,94651.0,38897.0,-1.0,-1.0,-1.0,60072.0,-1.0,184615.0,-1.0,71146.0,66667.0,26264.0,55842.0,199146.0,83969.0,28421.0,365846.0,46087.0,-1.0,31276.0,-1.0,130326.0,91291.0,46871.0,35043.0,60000.0,-1.0,-1.0,-1.0,152584.0,77022.0,125311.0,230688.0,123473.0,58228.0,86676.0,62500.0,187195.0,72231.0,-1.0,-1.0,39783.0,52536.0,50555.0,122581.0,107906.0,253281.0,207350.0,138494.0,114412.0,84518.0,-1.0,36765.0,250497.0,190000.0,-1.0,130649.0,100739.0,180750.0,-1.0,120408.0,84685.0,124231.0,45611.0,44545.0,200000.0,100225.0,44169.0,51255.0,112112.0,89049.0,111085.0,109107.0,122584.0,69677.0,-1.0,100533.0,118321.0,90169.0,147368.0,85157.0,68778.0,148566.0,-1.0,140124.0,330980.0,-1.0,38225.0,190208.0,141327.0,139800.0,67825.0,64000.0,-1.0,90071.0,49446.0,57647.0,34000.0,60028.0,104225.0,92105.0,196625.0,68159.0,37020.0,100000.0,38751.0,76281.0,178476.0,207253.0,70108.0,83989.0,40832.0,106854.0,149223.0,82059.0,29508.0,45536.0,195270.0,43053.0,94798.0,-1.0,45350.0,102583.0,129730.0,60680.0,56158.0,50251.0,162522.0,81149.0,36926.0,-1.0,98087.0,-1.0,-1.0,-1.0,102844.0,93706.0,86517.0,79164.0,179897.0,129983.0,-1.0,40574.0,42926.0,-1.0,70118.0,69785.0,108809.0,142411.0,-1.0,87001.0,329236.0,84977.0,-1.0,84762.0,78380.0,234657.0,209195.0,158654.0,117391.0,81867.0,185006.0,68706.0,105929.0,271858.0,100000.0,69492.0,-1.0,106843.0,105898.0,100000.0,91954.0,53493.0,84058.0,38211.0,139638.0,117874.0,228461.0,52303.0,65938.0,55251.0,100000.0,44444.0,36573.0,57229.0,60139.0,250862.0,47691.0,33333.0,-1.0,112032.0,123115.0,116646.0,35826.0,149026.0,24262.0,61104.0,10794.0,57504.0,-1.0,346760.0
1976,149398.0,25529.0,67986.0,94524.0,133809.0,117930.0,57258.0,-1.0,174688.0,64000.0,156556.0,101125.0,67234.0,-1.0,52624.0,86628.0,76596.0,38790.0,-1.0,-1.0,-1.0,63211.0,-1.0,188462.0,-1.0,71151.0,67692.0,50100.0,40705.0,232294.0,83815.0,27946.0,314000.0,48133.0,-1.0,31900.0,-1.0,128762.0,94053.0,57481.0,35912.0,60000.0,-1.0,-1.0,-1.0,151869.0,65775.0,120894.0,153786.0,114630.0,55714.0,91895.0,57143.0,163866.0,72311.0,-1.0,-1.0,41192.0,51709.0,49972.0,133684.0,104622.0,249344.0,219738.0,144530.0,178788.0,96743.0,-1.0,39877.0,253612.0,191667.0,-1.0,142632.0,95925.0,172405.0,-1.0,125249.0,84685.0,128148.0,48096.0,52901.0,235000.0,103760.0,47472.0,50574.0,120082.0,159136.0,109534.0,147191.0,124425.0,74194.0,-1.0,100305.0,118414.0,89990.0,168000.0,86859.0,68526.0,149858.0,-1.0,179867.0,301959.0,-1.0,39019.0,200817.0,137000.0,153129.0,67873.0,74200.0,-1.0,86475.0,53163.0,62727.0,34434.0,62432.0,92056.0,96132.0,207558.0,69927.0,47076.0,105000.0,40284.0,91890.0,172665.0,218113.0,70408.0,83496.0,41521.0,106576.0,148980.0,70937.0,26888.0,46025.0,193333.0,43598.0,96341.0,-1.0,46452.0,103506.0,130526.0,58988.0,68333.0,55265.0,168727.0,83786.0,34901.0,-1.0,97785.0,-1.0,-1.0,-1.0,78762.0,79724.0,86237.0,76012.0,202558.0,128471.0,-1.0,40580.0,46115.0,-1.0,70631.0,70285.0,114167.0,175520.0,-1.0,86300.0,323980.0,93749.0,-1.0,84762.0,81547.0,215721.0,229119.0,197600.0,113445.0,74718.0,218685.0,64038.0,120658.0,278382.0,84444.0,68491.0,-1.0,109639.0,113065.0,140000.0,88281.0,59002.0,72718.0,40068.0,140105.0,124478.0,238163.0,85492.0,66427.0,67086.0,101250.0,45556.0,35461.0,53900.0,70521.0,249002.0,45288.0,31667.0,-1.0,113929.0,118852.0,116630.0,37660.0,151026.0,24701.0,61257.0,11984.0,52531.0,-1.0,223686.0
1977,153527.0,25519.0,67037.0,92052.0,127825.0,115961.0,51543.0,-1.0,251559.0,65908.0,146464.0,100759.0,66075.0,-1.0,54144.0,88571.0,78246.0,39823.0,-1.0,-1.0,-1.0,63220.0,-1.0,175000.0,-1.0,71376.0,69231.0,-1.0,46721.0,269448.0,82394.0,27568.0,297000.0,56343.0,-1.0,31671.0,-1.0,132316.0,103426.0,59725.0,28279.0,62500.0,-1.0,-1.0,-1.0,153151.0,87434.0,134714.0,261410.0,95356.0,52459.0,75896.0,53333.0,219626.0,72554.0,-1.0,-1.0,44146.0,50559.0,61986.0,89821.0,97261.0,257218.0,225227.0,145858.0,105263.0,109356.0,-1.0,34200.0,265746.0,200000.0,-1.0,136842.0,100388.0,164968.0,-1.0,135233.0,84545.0,128696.0,49828.0,64808.0,255000.0,120062.0,51991.0,51244.0,118370.0,137442.0,92871.0,110315.0,119386.0,75484.0,-1.0,98991.0,120000.0,88699.0,205405.0,87604.0,68526.0,142223.0,-1.0,158728.0,343003.0,253333.0,39166.0,249866.0,143922.0,155464.0,67840.0,79667.0,-1.0,95525.0,53066.0,66061.0,35059.0,62479.0,76627.0,96774.0,214406.0,91262.0,47729.0,74692.0,39494.0,96317.0,166149.0,226409.0,70496.0,83136.0,42109.0,105679.0,148000.0,63036.0,41461.0,42966.0,200000.0,44939.0,95767.0,-1.0,47313.0,103690.0,133333.0,57264.0,56044.0,44163.0,166383.0,82092.0,33655.0,-1.0,98498.0,-1.0,-1.0,-1.0,107557.0,94381.0,85690.0,74397.0,168871.0,132066.0,-1.0,40586.0,47238.0,-1.0,61251.0,69540.0,116872.0,160399.0,-1.0,89073.0,331635.0,76555.0,-1.0,85714.0,77478.0,285388.0,234558.0,156200.0,104615.0,73870.0,232291.0,72041.0,113183.0,279153.0,110391.0,68391.0,-1.0,112632.0,124084.0,164000.0,89688.0,52816.0,59840.0,39288.0,140885.0,121822.0,224633.0,81934.0,66903.0,55295.0,92500.0,46000.0,34523.0,62429.0,64224.0,286602.0,42031.0,33333.0,-1.0,111881.0,127143.0,113411.0,36728.0,151438.0,21923.0,65556.0,12115.0,47045.0,-1.0,393484.0
1978,154526.0,24000.0,67041.0,89171.0,136143.0,115162.0,53229.0,-1.0,270762.0,67964.0,141521.0,104817.0,67575.0,-1.0,55270.0,89607.0,74615.0,36640.0,-1.0,-1.0,-1.0,56551.0,-1.0,178571.0,-1.0,71438.0,67123.0,112805.0,53772.0,299108.0,82993.0,27405.0,372000.0,76437.0,-1.0,31914.0,-1.0,134669.0,113135.0,55102.0,19155.0,61538.0,-1.0,-1.0,-1.0,163389.0,82007.0,162239.0,269261.0,116158.0,49123.0,69030.0,50667.0,227929.0,73032.0,-1.0,-1.0,44909.0,47654.0,43530.0,88113.0,104678.0,239130.0,226894.0,144374.0,137363.0,150279.0,-1.0,42073.0,245416.0,200000.0,-1.0,136842.0,110490.0,150522.0,-1.0,122586.0,84404.0,130000.0,59150.0,65493.0,216667.0,140998.0,57777.0,51242.0,122300.0,146215.0,92447.0,120096.0,135079.0,76774.0,-1.0,100028.0,122491.0,86720.0,183761.0,87920.0,69111.0,154751.0,-1.0,168330.0,385717.0,246667.0,39035.0,270774.0,142667.0,152657.0,70361.0,66250.0,-1.0,130810.0,53681.0,73871.0,35765.0,72719.0,77788.0,101361.0,213396.0,85908.0,46383.0,108247.0,38829.0,83926.0,171309.0,220466.0,70789.0,79902.0,42906.0,96318.0,147783.0,64833.0,49160.0,43178.0,200000.0,44459.0,94619.0,-1.0,47637.0,105351.0,125000.0,50920.0,56322.0,47046.0,165129.0,80121.0,33006.0,-1.0,106306.0,-1.0,-1.0,-1.0,107574.0,93437.0,85921.0,79051.0,197693.0,134473.0,-1.0,58000.0,38514.0,-1.0,53828.0,71791.0,114445.0,181932.0,-1.0,89219.0,340494.0,69168.0,-1.0,86667.0,72848.0,342410.0,221902.0,140000.0,97183.0,76650.0,245036.0,68750.0,106133.0,284674.0,128947.0,65574.0,-1.0,109910.0,99804.0,158889.0,89091.0,68988.0,65522.0,39575.0,144505.0,122164.0,246194.0,76276.0,67365.0,59148.0,99167.0,47500.0,36777.0,63431.0,67742.0,244678.0,41338.0,30000.0,-1.0,112086.0,118254.0,116667.0,34884.0,150976.0,26316.0,65258.0,15308.0,35586.0,-1.0,430670.0
1979,159071.0,24138.0,66798.0,91452.0,164064.0,115866.0,54257.0,-1.0,266179.0,68982.0,153724.0,100501.0,66096.0,-1.0,54865.0,83523.0,99178.0,39399.0,-1.0,-1.0,-1.0,56844.0,-1.0,178571.0,-1.0,71724.0,67123.0,123946.0,51039.0,307377.0,84564.0,28222.0,363000.0,97406.0,-1.0,32142.0,-1.0,130481.0,105113.0,64539.0,18296.0,62500.0,-1.0,-1.0,-1.0,153820.0,81872.0,144215.0,259550.0,87749.0,47321.0,60892.0,50000.0,256846.0,73263.0,-1.0,-1.0,44978.0,44793.0,54247.0,82449.0,119364.0,220264.0,243300.0,158860.0,143575.0,145892.0,-1.0,53097.0,249412.0,200000.0,-1.0,136842.0,103815.0,181691.0,-1.0,133515.0,84259.0,127642.0,58549.0,69655.0,200000.0,141997.0,60230.0,51583.0,130703.0,155361.0,88726.0,148790.0,121741.0,76645.0,-1.0,116692.0,122124.0,87583.0,187111.0,90744.0,69673.0,139418.0,-1.0,157869.0,377718.0,253333.0,37194.0,236650.0,141121.0,169640.0,66953.0,69000.0,-1.0,76113.0,54445.0,82759.0,36000.0,69856.0,101727.0,100606.0,228297.0,92826.0,49677.0,125000.0,38643.0,92027.0,183466.0,232424.0,71042.0,97046.0,40768.0,87459.0,147573.0,64925.0,38622.0,43060.0,200000.0,37490.0,101002.0,-1.0,48067.0,105351.0,150000.0,38876.0,55682.0,54120.0,179102.0,81852.0,32610.0,-1.0,159858.0,-1.0,-1.0,-1.0,94897.0,93502.0,86702.0,80509.0,203113.0,130230.0,-1.0,74571.0,46500.0,-1.0,50876.0,71563.0,120746.0,175077.0,-1.0,89700.0,354358.0,91641.0,-1.0,83636.0,76299.0,318673.0,232326.0,114937.0,97183.0,78201.0,235422.0,67200.0,108755.0,289146.0,129062.0,69397.0,-1.0,109621.0,104946.0,166667.0,104688.0,67665.0,59467.0,41000.0,141564.0,128240.0,257323.0,77153.0,67814.0,62774.0,100000.0,40000.0,41788.0,63755.0,65227.0,222441.0,41424.0,30000.0,-1.0,112552.0,119839.0,113636.0,35174.0,136410.0,25067.0,64523.0,31518.0,35214.0,-1.0,388477.0
1980,161392.0,23310.0,66175.0,89911.0,155031.0,114380.0,53741.0,-1.0,250344.0,68904.0,166643.0,101186.0,63932.0,-1.0,59274.0,81319.0,51216.0,29461.0,-1.0,-1.0,-1.0,58252.0,-1.0,170000.0,-1.0,70881.0,66216.0,78846.0,51507.0,266041.0,84194.0,29222.0,346010.0,97031.0,-1.0,32500.0,-1.0,141738.0,111037.0,70936.0,13220.0,55556.0,-1.0,-1.0,-1.0,164440.0,77136.0,149871.0,289240.0,89234.0,46313.0,56681.0,50000.0,209328.0,73608.0,-1.0,-1.0,45273.0,47528.0,54967.0,84082.0,128527.0,205769.0,231738.0,161354.0,148603.0,214365.0,-1.0,34946.0,275565.0,200000.0,-1.0,136842.0,96018.0,181428.0,-1.0,123718.0,78505.0,126094.0,60665.0,33134.0,185714.0,142994.0,61300.0,51733.0,96728.0,137634.0,94371.0,172688.0,134070.0,60613.0,-1.0,116084.0,121726.0,86770.0,150308.0,91387.0,70214.0,147284.0,-1.0,180000.0,364128.0,235294.0,37276.0,279725.0,132545.0,163793.0,67364.0,69667.0,-1.0,153410.0,99412.0,89643.0,37160.0,63925.0,101000.0,101695.0,232849.0,80618.0,51737.0,112150.0,40115.0,85017.0,167552.0,240695.0,71364.0,84185.0,41977.0,132292.0,147368.0,77700.0,41456.0,42643.0,200000.0,37937.0,103057.0,-1.0,49942.0,105351.0,150000.0,43682.0,55814.0,45577.0,181337.0,79592.0,33660.0,-1.0,192340.0,-1.0,-1.0,-1.0,101396.0,96283.0,83912.0,74203.0,112600.0,141581.0,-1.0,96073.0,61724.0,-1.0,52543.0,74519.0,122589.0,138044.0,-1.0,89773.0,341787.0,106573.0,-1.0,83636.0,76441.0,344903.0,231467.0,64096.0,85161.0,85741.0,232618.0,66280.0,85979.0,280980.0,144765.0,69534.0,-1.0,109605.0,115796.0,172941.0,108750.0,62446.0,70383.0,41430.0,141749.0,124447.0,240431.0,71634.0,67337.0,67837.0,110000.0,47500.0,68480.0,60310.0,67013.0,211538.0,59891.0,30000.0,-1.0,114900.0,118065.0,113813.0,32895.0,133291.0,23562.0,65638.0,28218.0,36881.0,-1.0,369237.0
1981,147435.0,25103.0,65933.0,89912.0,139956.0,116840.0,55641.0,-1.0,290597.0,68924.0,170973.0,100173.0,61892.0,-1.0,56622.0,77717.0,85957.0,37179.0,-1.0,-1.0,-1.0,56038.0,-1.0,170000.0,-1.0,70872.0,67568.0,95146.0,57303.0,294005.0,83851.0,30333.0,426016.0,96108.0,-1.0,33456.0,-1.0,135527.0,115144.0,64647.0,12590.0,61538.0,-1.0,-1.0,-1.0,202771.0,82472.0,182738.0,305152.0,84662.0,46670.0,55345.0,50000.0,241438.0,73715.0,-1.0,-1.0,44604.0,45151.0,51465.0,87234.0,122620.0,191525.0,239490.0,159380.0,154237.0,193674.0,-1.0,52143.0,264042.0,200000.0,-1.0,136842.0,74543.0,186948.0,-1.0,165384.0,77570.0,121805.0,62034.0,36620.0,185714.0,140039.0,62262.0,52965.0,105420.0,148846.0,104753.0,184279.0,127794.0,71747.0,-1.0,117195.0,122339.0,86483.0,99333.0,91032.0,70389.0,142491.0,-1.0,129485.0,390715.0,250000.0,37276.0,260147.0,139009.0,166486.0,68944.0,65455.0,-1.0,126233.0,88750.0,95410.0,37593.0,65173.0,111182.0,101122.0,241252.0,101330.0,50684.0,150000.0,35920.0,95326.0,182489.0,245515.0,71287.0,83035.0,41954.0,129833.0,145455.0,63716.0,50229.0,42223.0,188889.0,37920.0,103224.0,-1.0,51065.0,105351.0,150000.0,40924.0,55172.0,65205.0,187781.0,72423.0,33591.0,-1.0,155503.0,-1.0,-1.0,-1.0,111555.0,78630.0,83637.0,85090.0,188519.0,135437.0,-1.0,102558.0,65825.0,-1.0,52137.0,81080.0,119737.0,188768.0,-1.0,89044.0,398755.0,70222.0,-1.0,85455.0,70735.0,323141.0,221341.0,92188.0,86250.0,77787.0,225203.0,65306.0,110510.0,293722.0,155912.0,68093.0,-1.0,106667.0,111044.0,168421.0,111822.0,28930.0,67213.0,41413.0,109687.0,135099.0,263861.0,67512.0,67869.0,69830.0,191000.0,42857.0,65005.0,70048.0,69200.0,190000.0,61844.0,30000.0,-1.0,117215.0,122162.0,112458.0,31375.0,129157.0,25493.0,71457.0,26891.0,43926.0,-1.0,419663.0
