,Guinea,India,El Salvador,Kenya,Peru,Mozambique,Gambia,Myanmar,Burkina Faso,Malaysia,Mexico,Dominican Republic,Nigeria,Honduras,Brazil,Benin,United Republic of Tanzania,China,Indonesia,Côte d'Ivoire,Sri Lanka,Angola,Togo,Viet Nam,Philippines,Guinea-Bissau,Belize,Thailand,Ghana,"China, mainland",Madagascar,Mali,Senegal
1971,-1.0,4202.0,8333.0,3840.0,-1.0,6313.0,-1.0,-1.0,-1.0,17928.0,-1.0,-1.0,6250.0,-1.0,-1.0,611.0,6019.0,-1.0,-1.0,500.0,-1.0,4333.0,-1.0,7000.0,14450.0,2083.0,-1.0,10000.0,-1.0,-1.0,2381.0,-1.0,-1.0
1972,-1.0,4062.0,8140.0,3422.0,-1.0,6250.0,-1.0,-1.0,-1.0,17619.0,-1.0,-1.0,6250.0,-1.0,-1.0,667.0,6278.0,-1.0,-1.0,475.0,-1.0,4333.0,-1.0,7000.0,14657.0,2083.0,-1.0,10000.0,-1.0,-1.0,2476.0,-1.0,-1.0
1973,-1.0,3953.0,8182.0,3374.0,-1.0,6667.0,-1.0,-1.0,-1.0,17572.0,-1.0,-1.0,6250.0,-1.0,-1.0,722.0,6045.0,-1.0,-1.0,280.0,-1.0,4667.0,-1.0,7000.0,12457.0,2083.0,-1.0,10000.0,-1.0,-1.0,2571.0,-1.0,-1.0
1974,-1.0,3860.0,8222.0,3549.0,-1.0,6276.0,-1.0,-1.0,-1.0,17989.0,-1.0,-1.0,6250.0,-1.0,-1.0,808.0,6085.0,-1.0,-1.0,438.0,-1.0,4667.0,-1.0,7000.0,11961.0,2083.0,-1.0,10000.0,-1.0,-1.0,2545.0,-1.0,-1.0
1975,-1.0,3991.0,8302.0,3323.0,-1.0,6267.0,-1.0,-1.0,-1.0,17980.0,-1.0,-1.0,6250.0,-1.0,-1.0,383.0,6097.0,-1.0,1562.0,563.0,-1.0,4667.0,-1.0,7000.0,12220.0,2083.0,-1.0,10000.0,-1.0,-1.0,2636.0,-1.0,-1.0
1976,-1.0,4312.0,8302.0,3836.0,-1.0,6100.0,-1.0,-1.0,-1.0,17582.0,-1.0,-1.0,6250.0,-1.0,-1.0,820.0,6195.0,-1.0,1033.0,412.0,-1.0,4667.0,-1.0,7000.0,11464.0,2083.0,-1.0,10000.0,-1.0,-1.0,2727.0,-1.0,-1.0
1977,-1.0,4324.0,8105.0,4118.0,-1.0,6100.0,-1.0,-1.0,-1.0,17956.0,-1.0,-1.0,6250.0,-1.0,-1.0,1351.0,5758.0,-1.0,1025.0,556.0,-1.0,5000.0,-1.0,7000.0,12435.0,2143.0,-1.0,10000.0,-1.0,-1.0,2743.0,-1.0,-1.0
1978,-1.0,4284.0,7884.0,4235.0,-1.0,5545.0,-1.0,-1.0,2000.0,18065.0,-1.0,-1.0,6250.0,-1.0,-1.0,1300.0,6225.0,-1.0,1066.0,556.0,-1.0,4000.0,-1.0,7000.0,11477.0,2143.0,-1.0,10000.0,-1.0,-1.0,2957.0,-1.0,-1.0
1979,-1.0,4094.0,7886.0,3517.0,-1.0,5500.0,-1.0,-1.0,2000.0,16856.0,-1.0,-1.0,6250.0,-1.0,-1.0,1020.0,5951.0,-1.0,1115.0,611.0,-1.0,4000.0,-1.0,7000.0,10131.0,2143.0,-1.0,10000.0,-1.0,-1.0,2870.0,-1.0,-1.0
1980,-1.0,4029.0,7886.0,3488.0,-1.0,5469.0,-1.0,-1.0,2000.0,17735.0,11408.0,-1.0,6250.0,-1.0,-1.0,1086.0,5917.0,-1.0,777.0,632.0,3177.0,4000.0,-1.0,7000.0,9738.0,2188.0,-1.0,10000.0,-1.0,-1.0,2957.0,4000.0,-1.0
1981,-1.0,3988.0,7886.0,3500.0,-1.0,5469.0,-1.0,-1.0,2000.0,18109.0,11408.0,-1.0,6250.0,-1.0,-1.0,1154.0,6598.0,-1.0,827.0,846.0,3236.0,4000.0,-1.0,6842.0,5559.0,2273.0,-1.0,12000.0,-1.0,-1.0,3103.0,4000.0,-1.0
1982,-1.0,4069.0,7886.0,3511.0,-1.0,5545.0,-1.0,-1.0,1600.0,17544.0,-1.0,-1.0,6250.0,-1.0,-1.0,1500.0,5918.0,-1.0,897.0,867.0,3236.0,4000.0,-1.0,5882.0,5569.0,2273.0,-1.0,13077.0,-1.0,-1.0,3167.0,4000.0,-1.0
1983,-1.0,4090.0,7950.0,3500.0,-1.0,5651.0,-1.0,-1.0,2000.0,18004.0,60952.0,-1.0,6250.0,-1.0,-1.0,1200.0,5702.0,-1.0,932.0,1100.0,2070.0,4000.0,-1.0,6667.0,5108.0,2273.0,-1.0,10000.0,-1.0,-1.0,3167.0,4000.0,-1.0
1984,-1.0,4201.0,7839.0,4688.0,-1.0,5639.0,-1.0,-1.0,1667.0,17981.0,-1.0,-1.0,6250.0,-1.0,-1.0,1300.0,4763.0,-1.0,988.0,1100.0,2055.0,4000.0,-1.0,6780.0,5182.0,2667.0,-1.0,14118.0,-1.0,-1.0,3250.0,4000.0,-1.0
1985,7000.0,4342.0,7721.0,3542.0,-1.0,5721.0,-1.0,-1.0,2150.0,17143.0,28995.0,1820.0,6250.0,-1.0,-1.0,1200.0,5647.0,5417.0,2346.0,1591.0,3519.0,4000.0,-1.0,6667.0,3454.0,2766.0,-1.0,10000.0,-1.0,5417.0,3279.0,4000.0,-1.0
1986,7000.0,4523.0,7886.0,3517.0,-1.0,5769.0,-1.0,-1.0,2313.0,18850.0,24732.0,1840.0,6250.0,2500.0,-1.0,1200.0,4800.0,5143.0,2252.0,2000.0,3439.0,4000.0,-1.0,6957.0,3777.0,3000.0,-1.0,14286.0,-1.0,5143.0,3600.0,4000.0,-1.0
1987,7000.0,4696.0,6768.0,3542.0,-1.0,5738.0,-1.0,-1.0,2447.0,18557.0,32168.0,1840.0,6250.0,2667.0,-1.0,1200.0,5283.0,4875.0,2504.0,1667.0,3401.0,4000.0,7720.0,7692.0,4743.0,3273.0,-1.0,13043.0,5000.0,4875.0,3538.0,4000.0,-1.0
1988,7000.0,4935.0,6636.0,3543.0,-1.0,6000.0,-1.0,-1.0,3872.0,18849.0,28974.0,1840.0,6250.0,2727.0,-1.0,1200.0,6420.0,5000.0,2027.0,1500.0,3692.0,4000.0,8000.0,8247.0,5392.0,3273.0,-1.0,9971.0,5000.0,5000.0,3759.0,-1.0,2703.0
1989,7000.0,5183.0,7229.0,3543.0,53000.0,5909.0,-1.0,-1.0,3908.0,18851.0,23032.0,1860.0,6250.0,2730.0,-1.0,1200.0,5503.0,15000.0,2333.0,2250.0,3490.0,4000.0,8900.0,9091.0,4221.0,3750.0,-1.0,10000.0,5000.0,15000.0,3885.0,-1.0,2727.0
1990,6723.0,5380.0,7493.0,3182.0,52941.0,5631.0,-1.0,-1.0,2148.0,18868.0,27541.0,1921.0,6000.0,14286.0,1847.0,1500.0,4874.0,6667.0,2393.0,2167.0,3462.0,2720.0,9031.0,10000.0,38085.0,3750.0,-1.0,11302.0,4800.0,6667.0,3841.0,-1.0,1667.0
1991,8482.0,5539.0,7143.0,3529.0,47000.0,5766.0,-1.0,-1.0,3333.0,18966.0,30000.0,1628.0,6000.0,14131.0,2885.0,1429.0,5427.0,2667.0,3578.0,1875.0,3400.0,3606.0,8900.0,10323.0,38350.0,3225.0,-1.0,10000.0,5044.0,2667.0,3973.0,-1.0,2857.0
1992,8453.0,5722.0,6857.0,3571.0,47000.0,6378.0,-1.0,-1.0,3250.0,18750.0,-1.0,1628.0,6111.0,14129.0,1552.0,1500.0,7509.0,2934.0,3913.0,1711.0,3333.0,3827.0,8867.0,29625.0,38528.0,3750.0,-1.0,10147.0,5106.0,2934.0,3924.0,-1.0,2308.0
1993,8000.0,6250.0,7018.0,3636.0,46429.0,5319.0,-1.0,-1.0,3465.0,18798.0,-1.0,1627.0,6250.0,14127.0,1062.0,1545.0,7145.0,2429.0,4152.0,2414.0,3061.0,3929.0,9089.0,26975.0,38293.0,3530.0,-1.0,10287.0,5089.0,2429.0,3571.0,-1.0,2941.0
1994,8458.0,6195.0,7000.0,3529.0,43079.0,5111.0,-1.0,-1.0,3686.0,18818.0,4000.0,1627.0,6296.0,14127.0,2201.0,1538.0,8491.0,2500.0,3854.0,2343.0,2957.0,3478.0,8833.0,23636.0,44340.0,3099.0,-1.0,10000.0,5000.0,2500.0,4000.0,-1.0,2143.0
1995,8604.0,5574.0,6977.0,3333.0,47486.0,6077.0,-1.0,-1.0,3846.0,18571.0,885.0,1627.0,6129.0,14129.0,2646.0,1500.0,10567.0,1884.0,3947.0,2720.0,2604.0,3760.0,8824.0,21857.0,54163.0,3223.0,-1.0,10520.0,5118.0,1884.0,3896.0,2894.0,2485.0
1996,8751.0,6580.0,7229.0,3259.0,53059.0,8868.0,-1.0,-1.0,4129.0,18850.0,1476.0,1626.0,6286.0,14134.0,3053.0,1538.0,12585.0,2400.0,2920.0,3027.0,2595.0,4000.0,8821.0,22302.0,21347.0,3674.0,-1.0,10000.0,5000.0,2400.0,4063.0,2887.0,2632.0
1997,8897.0,6525.0,7491.0,2833.0,48117.0,7221.0,-1.0,-1.0,4364.0,18868.0,1505.0,1705.0,5144.0,14103.0,2154.0,1515.0,10900.0,2608.0,1477.0,3390.0,2270.0,3929.0,9412.0,21881.0,59945.0,3859.0,-1.0,10894.0,5769.0,2608.0,4242.0,2880.0,2672.0
1998,9009.0,5333.0,7491.0,4707.0,37062.0,7954.0,-1.0,-1.0,4577.0,18882.0,3576.0,1707.0,6250.0,14110.0,871.0,1668.0,11650.0,2202.0,1652.0,4134.0,3406.0,4000.0,10000.0,14948.0,58542.0,4000.0,-1.0,10000.0,5498.0,2202.0,4063.0,2872.0,2800.0
1999,9177.0,6516.0,7229.0,3958.0,50154.0,8389.0,-1.0,-1.0,4871.0,18899.0,5991.0,1727.0,17521.0,14131.0,2374.0,1667.0,12466.0,2919.0,1618.0,3584.0,2453.0,4000.0,11538.0,11468.0,38618.0,3850.0,23333.0,10000.0,5350.0,2919.0,4242.0,2825.0,2727.0
2000,9000.0,7580.0,7229.0,3571.0,52963.0,8390.0,-1.0,-1.0,5136.0,18941.0,7015.0,1722.0,17992.0,14156.0,2129.0,2162.0,9007.0,3684.0,1246.0,3602.0,1999.0,3929.0,10321.0,18546.0,39677.0,3463.0,22430.0,16105.0,5326.0,3684.0,4063.0,3564.0,2800.0
2001,10000.0,6429.0,7222.0,3619.0,61166.0,8286.0,-1.0,6429.0,5400.0,18962.0,7800.0,1715.0,18302.0,11333.0,1943.0,2204.0,6437.0,4861.0,1610.0,6571.0,2252.0,4216.0,9000.0,19533.0,39727.0,3886.0,18659.0,17160.0,5254.0,4861.0,4101.0,4000.0,2667.0
2002,10000.0,6267.0,7551.0,3569.0,58049.0,7720.0,-1.0,6250.0,5702.0,18987.0,30659.0,1708.0,18828.0,16679.0,2474.0,2255.0,2930.0,3841.0,1904.0,3600.0,2248.0,4336.0,9200.0,29746.0,39918.0,4057.0,17082.0,17307.0,5294.0,3841.0,4091.0,3889.0,2813.0
2003,10000.0,6494.0,7641.0,3571.0,62443.0,8509.0,-1.0,6667.0,6107.0,19043.0,12388.0,1724.0,18917.0,15769.0,2683.0,2343.0,3513.0,4832.0,1865.0,2908.0,2452.0,4477.0,10000.0,35700.0,39982.0,4156.0,15723.0,17113.0,5500.0,4832.0,4148.0,3594.0,2923.0
2004,10000.0,6859.0,7790.0,3859.0,67451.0,7165.0,-1.0,6667.0,6347.0,19127.0,21208.0,1679.0,19007.0,14865.0,2718.0,2457.0,3217.0,2933.0,2314.0,3516.0,2708.0,4629.0,13750.0,40078.0,42051.0,4221.0,15360.0,15930.0,5556.0,2933.0,4178.0,3642.0,2980.0
2005,11273.0,6634.0,7943.0,4263.0,66858.0,8695.0,-1.0,7051.0,6585.0,19221.0,30496.0,1663.0,19223.0,13943.0,2181.0,2763.0,5576.0,2438.0,2330.0,3558.0,2720.0,4974.0,14660.0,42950.0,42096.0,4178.0,19868.0,17813.0,5577.0,2438.0,4207.0,3691.0,3043.0
2006,10833.0,6846.0,8110.0,4604.0,67164.0,8376.0,-1.0,7500.0,6819.0,19328.0,23479.0,1646.0,19875.0,14615.0,3433.0,2619.0,2825.0,2613.0,2618.0,3615.0,3414.0,5185.0,15556.0,39465.0,40953.0,4481.0,15344.0,17000.0,5763.0,2613.0,4136.0,3726.0,3092.0
2007,10484.0,7260.0,7297.0,4977.0,67143.0,8266.0,-1.0,7882.0,7143.0,18571.0,22575.0,1737.0,20000.0,14527.0,1923.0,2414.0,2356.0,3069.0,2562.0,3660.0,3221.0,5358.0,14000.0,41268.0,40820.0,4658.0,15438.0,16625.0,5191.0,3069.0,4182.0,3852.0,3086.0
2008,10000.0,7661.0,8662.0,5313.0,57457.0,8333.0,16500.0,7778.0,7368.0,19642.0,27788.0,1739.0,20969.0,14544.0,3255.0,1911.0,6764.0,3030.0,2730.0,3882.0,3169.0,5628.0,14000.0,38430.0,40825.0,5163.0,15417.0,16187.0,4231.0,3030.0,4312.0,4000.0,3117.0
2009,10469.0,7783.0,9033.0,5837.0,57614.0,8312.0,16522.0,7500.0,6700.0,19867.0,32069.0,1500.0,22222.0,14551.0,2909.0,1950.0,2021.0,3642.0,2573.0,4001.0,3100.0,5886.0,14000.0,34232.0,40832.0,5642.0,15473.0,15562.0,4576.0,3642.0,4367.0,3495.0,3374.0
2010,9861.0,6641.0,9419.0,5888.0,52705.0,8778.0,16000.0,7200.0,6933.0,20104.0,28262.0,1394.0,23012.0,14563.0,1375.0,3000.0,2978.0,3499.0,2021.0,3919.0,3069.0,6250.0,14000.0,36594.0,47905.0,5298.0,24340.0,15875.0,4944.0,3499.0,4419.0,3222.0,3659.0
2011,10718.0,7077.0,9819.0,6871.0,50547.0,8057.0,17188.0,8667.0,9500.0,20350.0,35294.0,1281.0,23799.0,14574.0,3019.0,3500.0,2978.0,3271.0,1997.0,3791.0,2984.0,6456.0,14255.0,37347.0,47294.0,5151.0,12029.0,15941.0,4390.0,3271.0,4471.0,3913.0,3939.0
2012,11486.0,7406.0,10231.0,9422.0,50769.0,8091.0,16970.0,8667.0,8571.0,22222.0,30088.0,933.0,22820.0,14286.0,1065.0,3250.0,3896.0,3303.0,2034.0,3793.0,2864.0,7143.0,14316.0,38971.0,46808.0,5224.0,24245.0,16375.0,5333.0,3303.0,4667.0,4000.0,3912.0
2013,11544.0,7591.0,10650.0,9757.0,49916.0,8737.0,16843.0,8516.0,9583.0,20821.0,30131.0,933.0,23155.0,14598.0,1577.0,3250.0,3116.0,3311.0,2097.0,3796.0,2980.0,7071.0,14411.0,9155.0,51038.0,5294.0,26670.0,16625.0,5316.0,3311.0,4667.0,13595.0,3735.0
2014,11228.0,7448.0,13673.0,10245.0,47865.0,7885.0,16975.0,8592.0,9377.0,20367.0,29436.0,982.0,23490.0,14611.0,1718.0,3250.0,3000.0,3319.0,2476.0,3799.0,2968.0,7102.0,14807.0,8498.0,59735.0,5363.0,27059.0,16748.0,5882.0,3319.0,4597.0,19906.0,3770.0
