,USSR,Finland,Vanuatu,Trinidad and Tobago,Fiji,French Guiana,Kenya,Guyana,Solomon Islands,Papua New Guinea,Somalia,Micronesia,Togo,Albania,Brazil,Serbia,El Salvador,Saint Lucia,Canada,Colombia,Iceland,Grenada,New Zealand,Honduras,Jamaica,Cabo Verde,Republic of Moldova,Mongolia,Belgium-Luxembourg,Angola,Saudi Arabia,"China, Macao SAR",Sao Tome and Principe,The former Yugoslav Republic of Macedonia,Greece,Czechoslovakia,Haiti,Sudan,Mali,Hungary,Dominican Republic,Syrian Arab Republic,Yugoslav SFR,Puerto Rico,Iran (Islamic Republic of),Gambia,Ghana,Sweden,Cyprus,Kazakhstan,Rwanda,Bosnia and Herzegovina,Portugal,Saint Kitts and Nevis,Slovakia,Pacific Islands Trust Territory,Bermuda,Singapore,Turkmenistan,Dominica,Madagascar,United Republic of Tanzania,Nepal,Libya,Costa Rica,Bangladesh,Germany,Comoros,Latvia,Benin,Montserrat,Occupied Palestinian Territory,Cambodia,Armenia,Chile,Malta,Denmark,Lebanon,Malawi,Algeria,"China, Taiwan Province of",Israel,Réunion,Kiribati,Belarus,Afghanistan,Switzerland,Georgia,Wallis and Futuna Islands,Mauritius,Yemen,Lithuania,Russian Federation,Tunisia,Paraguay,Tuvalu,Djibouti,Cook Islands,Guadeloupe,Venezuela (Bolivarian Republic of),South Africa,Myanmar,Eritrea,Bahrain,Australia & New Zealand,Australia,Panama,Pakistan,Thailand,Belize,Ethiopia,Bhutan,United Arab Emirates,Lao People's Democratic Republic,Zambia,Botswana,Tajikistan,Suriname,Niue,Mozambique,Niger,"China, Hong Kong SAR",Democratic People's Republic of Korea,Slovenia,Spain,South Sudan,New Caledonia,Central African Republic,Bahamas,Ecuador,Indonesia,Poland,Chad,Antigua and Barbuda,Ethiopia PDR,Estonia,Melanesia,Malaysia,France,Republic of Korea,Democratic Republic of the Congo,Nigeria,Congo,Saint Pierre and Miquelon,Martinique,Tonga,Belgium,Peru,United States of America,"China, mainland",French Polynesia,India,Guinea-Bissau,Cameroon,Netherlands,Guatemala,Nauru,Cuba,Lesotho,Romania,Micronesia (Federated States of),Norway,Philippines,Iraq,Swaziland,Burundi,Samoa,Luxembourg,Czechia,Seychelles,Senegal,Qatar,Italy,Ireland,Uganda,Cayman Islands,Uzbekistan,China,Burkina Faso,Serbia and Montenegro,Sudan (former),Morocco,Jordan,Uruguay,Zimbabwe,Kyrgyzstan,Gabon,Austria,Japan,Maldives,Timor-Leste,Egypt,Argentina,Namibia,United Kingdom,Azerbaijan,Nicaragua,Oman,Viet Nam,Barbados,Turkey,Bolivia (Plurinational State of),Saint Vincent and the Grenadines,American Samoa,Brunei Darussalam,Mexico,Guinea,Kuwait,Mauritania,Sierra Leone,Sri Lanka,Guam,Côte d'Ivoire,Polynesia,Croatia,Bulgaria,Montenegro,Ukraine,Liberia
1971,23929100.0,86100.0,4600.0,18184.0,3550.0,875.0,336000.0,6881.0,3960.0,225150.0,24500.0,7049.0,51600.0,221000.0,2799395.0,,131324.0,610.0,1339630.0,886140.0,986.0,2112.0,261618.0,54905.0,68431.0,1450.0,,14200.0,1302250.0,198000.0,1510933.0,,1400.0,,2678241.0,1015858.0,224290.0,,224150.0,1682490.0,125816.0,1030806.0,2163791.0,32024.0,2625000.0,6000.0,314000.0,221200.0,128766.0,,122000.0,,1630610.0,450.0,,2500.0,812.0,70230.0,,4000.0,245417.0,866855.0,200000.0,235903.0,41988.0,1243392.0,2898634.0,2000.0,,73123.0,239.0,0.0,470000.0,,1149400.0,38061.0,228442.0,271104.0,164544.0,530234.0,1700314.0,627300.0,5200.0,3300.0,,558000.0,290820.0,,480.0,24860.0,176712.0,,,653850.0,185090.0,220.0,1880.0,839.0,24710.0,220473.0,1193935.0,904281.0,,3509.0,1199748.0,938130.0,39042.0,1661502.0,2104354.0,5700.0,,9000.0,11479.0,46900.0,153000.0,12350.0,,3735.0,150.0,177300.0,60685.0,190500.0,1605000.0,,6780564.0,,3500.0,37000.0,22840.0,294571.0,2327600.0,3570202.0,41000.0,850.0,374400.0,,240760.0,264500.0,7295043.0,4258463.0,370275.0,3109000.0,21500.0,0.0,24400.0,5180.0,,749311.0,21881944.0,44888000.0,4545.0,26982000.0,20000.0,309783.0,2158370.0,204660.0,210.0,204874.0,17000.0,3070700.0,,185999.0,2594931.0,2059293.0,9500.0,120000.0,161.0,,,1172.0,67900.0,25000.0,11824873.0,194800.0,219500.0,9.0,,46778814.0,136300.0,,628000.0,912600.0,251803.0,123900.0,109700.0,,27000.0,554743.0,15165135.0,12514.0,21140.0,5471357.0,2212911.0,5000.0,3657608.0,,36800.0,25950.0,2169000.0,5175.0,9229965.0,287900.0,540.0,135.0,5000.0,2561132.0,442000.0,17545.0,3500.0,149700.0,182837.0,1039.0,195700.0,11710.0,,1941959.0,,,53600.0
1972,23025700.0,80000.0,4800.0,22637.0,3750.0,875.0,347000.0,7493.0,4080.0,230153.0,24500.0,7416.0,52600.0,238000.0,2854374.0,,122310.0,620.0,1212502.0,919120.0,842.0,2007.0,298277.0,59504.0,66793.0,1400.0,,10900.0,1275516.0,188000.0,649663.0,,1400.0,,2577549.0,1146913.0,230681.0,,212800.0,1800500.0,127491.0,1416231.0,2272095.0,33202.0,2774000.0,6000.0,505200.0,199830.0,125580.0,,128000.0,,1833460.0,460.0,,2600.0,536.0,73530.0,,4100.0,255942.0,874007.0,200000.0,332765.0,44035.0,1041170.0,3012724.0,2200.0,,67680.0,255.0,0.0,480000.0,,1121600.0,40615.0,219282.0,272851.0,168452.0,498868.0,1699927.0,673450.0,8400.0,3400.0,,500000.0,260820.0,,480.0,21178.0,189529.0,,,686500.0,182253.0,120.0,2081.0,878.0,22400.0,232958.0,1280118.0,995514.0,,3809.0,1224716.0,926439.0,36249.0,1834640.0,2138370.0,4200.0,,9100.0,6633.0,47000.0,157500.0,12360.0,,3496.0,155.0,180300.0,42306.0,179000.0,1692000.0,,6981999.0,,3500.0,38000.0,23120.0,266511.0,2386600.0,3690807.0,39500.0,944.0,387100.0,,246283.0,330300.0,6802607.0,4093188.0,370654.0,2985000.0,23000.0,0.0,28200.0,5280.0,,747178.0,22236523.0,40993500.0,4773.0,28063400.0,20000.0,331500.0,2175900.0,220750.0,210.0,175667.0,17000.0,3069000.0,,171517.0,2704311.0,1940504.0,9700.0,120000.0,160.0,,,1215.0,75000.0,25000.0,11361876.0,187900.0,227000.0,10.0,,42872427.0,138000.0,,651000.0,898060.0,308302.0,126625.0,112800.0,,24000.0,575639.0,15275800.0,13411.0,21595.0,5399500.0,2203070.0,5000.0,3506930.0,,39600.0,27000.0,2152000.0,5664.0,9563990.0,311462.0,995.0,141.0,5000.0,3024304.0,363000.0,15520.0,3100.0,149900.0,184019.0,1206.0,199030.0,11987.0,,2052716.0,,,54600.0
1973,29511000.0,84090.0,5000.0,28507.0,3950.0,610.0,358000.0,7097.0,4200.0,235172.0,25000.0,7515.0,52700.0,244700.0,2840769.0,,112920.0,630.0,1375802.0,937500.0,867.0,1897.0,323796.0,60629.0,63341.0,1400.0,,22400.0,1409890.0,199000.0,365535.0,,1400.0,,2930980.0,1041000.0,236981.0,,212800.0,1845500.0,187363.0,896893.0,2483053.0,23133.0,3057000.0,6000.0,450200.0,204900.0,113975.0,,135000.0,,1908851.0,450.0,,2700.0,1238.0,55800.0,,4200.0,260136.0,885000.0,200000.0,406208.0,46037.0,979889.0,3026223.0,2400.0,,77220.0,233.0,0.0,460000.0,,1084600.0,41062.0,207849.0,241499.0,167823.0,558976.0,1856198.0,660650.0,9500.0,3450.0,,515000.0,272870.0,,480.0,21098.0,226204.0,,,750950.0,189379.0,170.0,2192.0,918.0,20448.0,232513.0,1316040.0,1047916.0,,3812.0,1196271.0,872475.0,41035.0,1872209.0,2415521.0,2000.0,,9200.0,10790.0,42000.0,162000.0,12860.0,,3746.0,160.0,183850.0,48147.0,173800.0,1801000.0,,7530961.0,,3500.0,38500.0,23510.0,220934.0,2506159.0,4087492.0,35000.0,655.0,398000.0,,251822.0,243800.0,6942285.0,4024451.0,399243.0,3113000.0,24000.0,0.0,28132.0,5400.0,,703000.0,22018512.0,45782500.0,3852.0,29006500.0,21000.0,354920.0,2327700.0,234310.0,210.0,278523.0,18000.0,3194500.0,,175366.0,2782505.0,1755292.0,10000.0,121000.0,211.0,,,1238.0,68500.0,0.0,11490869.0,188500.0,237600.0,10.0,,47812498.0,137600.0,,707000.0,1000620.0,205041.0,128450.0,117100.0,,22000.0,555341.0,14802500.0,13609.0,22050.0,5563500.0,2338720.0,5000.0,3777375.0,,41000.0,30000.0,2138000.0,5611.0,8871519.0,332000.0,1060.0,142.0,5500.0,3005104.0,340000.0,22673.0,2400.0,149100.0,201254.0,1155.0,194000.0,11333.0,,1967719.0,,,55700.0
1974,27997800.0,98550.0,5200.0,32648.0,4150.0,610.0,354100.0,6985.0,4320.0,242118.0,25000.0,7637.0,53800.0,256000.0,3180367.0,,103320.0,640.0,1367716.0,973728.0,880.0,1931.0,327680.0,60179.0,69015.0,1300.0,,21200.0,1490368.0,209000.0,661370.0,,1600.0,,3228500.0,1082000.0,242350.0,,228500.0,1962501.0,212990.0,1853175.0,2489888.0,24947.0,3275000.0,6000.0,550600.0,251875.0,101513.0,,135000.0,,1700375.0,440.0,,2800.0,1545.0,39330.0,,4300.0,266813.0,905000.0,250000.0,435961.0,47279.0,978849.0,2916551.0,2600.0,,74490.0,270.0,0.0,450000.0,,1083642.0,43769.0,218957.0,303749.0,176600.0,604895.0,1911935.0,623450.0,9930.0,3500.0,,518000.0,264850.0,,480.0,25005.0,235043.0,,,840100.0,202870.0,250.0,2392.0,1003.0,22863.0,259647.0,1332078.0,1006179.0,,5499.0,1215590.0,887910.0,42723.0,1979588.0,2367009.0,2200.0,,9300.0,29407.0,42000.0,168000.0,13400.0,,2755.0,170.0,183850.0,64947.0,183720.0,1915000.0,,7979600.0,,3700.0,39000.0,23840.0,232336.0,2550300.0,3550474.0,40000.0,365.0,417500.0,,259488.0,226900.0,6790483.0,4431541.0,423284.0,3091000.0,25000.0,0.0,26900.0,5600.0,,758553.0,23593121.0,45918800.0,4024.0,30022200.0,21000.0,370171.0,2324800.0,233460.0,220.0,499595.0,18000.0,3473300.0,,163476.0,2882300.0,1461265.0,10300.0,122000.0,262.0,,,1280.0,62350.0,0.0,12305395.0,210600.0,235000.0,10.0,,48014455.0,138200.0,,735800.0,1135080.0,277775.0,132100.0,120200.0,,20000.0,563548.0,14589200.0,13909.0,23030.0,6062000.0,2370321.0,5000.0,3865963.0,,42600.0,32000.0,2140600.0,5756.0,9594836.0,338790.0,2066.0,147.0,5800.0,3062187.0,362000.0,30666.0,2900.0,147300.0,204745.0,1117.0,212500.0,11936.0,,2240865.0,,,56700.0
1975,26570700.0,99560.0,5400.0,31416.0,4450.0,822.0,370100.0,7085.0,4440.0,248346.0,24700.0,8188.0,54900.0,240000.0,3142256.0,,100593.0,660.0,1514223.0,1038663.0,902.0,1982.0,318751.0,65977.0,71360.0,1300.0,,21200.0,1203780.0,198000.0,811587.0,,1700.0,,3658895.0,1112531.0,249320.0,,236700.0,1732500.0,231081.0,2114232.0,2381328.0,22779.0,3515000.0,6500.0,416800.0,225240.0,85504.0,,145000.0,,1821200.0,430.0,,2900.0,1471.0,38165.0,,4400.0,276205.0,915000.0,300000.0,483454.0,49358.0,1095139.0,2696693.0,2800.0,,83662.0,235.0,0.0,460000.0,,1152024.0,44704.0,187138.0,269900.0,187000.0,830829.0,2170848.0,753400.0,8945.0,3600.0,,525500.0,257829.0,,480.0,24711.0,258000.0,,,846750.0,242862.0,180.0,2392.0,995.0,23518.0,276351.0,1454236.0,1030745.0,,9959.0,1209349.0,890598.0,39880.0,2028014.0,2504422.0,2200.0,,9400.0,28779.0,41800.0,176000.0,14000.0,,2740.0,180.0,184350.0,106030.0,169620.0,2191000.0,,8229491.0,,3864.0,40000.0,24180.0,256339.0,2628300.0,4192450.0,45000.0,492.0,437000.0,,266500.0,258600.0,6622325.0,6037218.0,437300.0,3414000.0,26560.0,0.0,28210.0,5750.0,,759537.0,24594419.0,47427000.0,4758.0,30974900.0,22000.0,388237.0,2327710.0,232450.0,230.0,424347.0,18000.0,3174581.0,,161200.0,2965471.0,1543208.0,10600.0,127000.0,263.0,,,1305.0,72200.0,0.0,12399009.0,250900.0,246600.0,11.0,,49767468.0,139300.0,,748100.0,1330630.0,301271.0,136100.0,124500.0,,17000.0,622283.0,14679500.0,14208.0,22855.0,6394596.0,2578072.0,5000.0,3549900.0,,43048.0,33300.0,2196300.0,5816.0,10289650.0,344765.0,1880.0,151.0,6000.0,2683773.0,372000.0,23371.0,2900.0,146600.0,314382.0,1458.0,248300.0,12757.0,,1872122.0,,,58000.0
1976,28251100.0,90500.0,5600.0,31760.0,4550.0,840.0,403347.0,7639.0,4560.0,252163.0,25700.0,7692.0,57900.0,281000.0,3300971.0,,94429.0,680.0,1469356.0,1313890.0,1056.0,2028.0,302454.0,69422.0,87750.0,1400.0,,25100.0,994874.0,209000.0,592499.0,,2000.0,,2808379.0,829064.0,256180.0,,253900.0,1668700.0,250900.0,2163445.0,2640341.0,24412.0,3780000.0,6500.0,366900.0,235132.0,100337.0,,150000.0,,1549799.0,420.0,,3000.0,1681.0,38219.0,,4500.0,290046.0,943000.0,300000.0,504527.0,52117.0,1060937.0,2557620.0,3000.0,,89110.0,248.0,0.0,460000.0,,1200630.0,49032.0,203469.0,274500.0,193500.0,636089.0,2374577.0,731935.0,10220.0,3700.0,,564200.0,260802.0,,480.0,22829.0,306000.0,,,955300.0,226966.0,100.0,2602.0,1208.0,21315.0,335546.0,1544728.0,1073055.0,,12865.0,1230655.0,928201.0,29183.0,1863410.0,2511941.0,2300.0,,9500.0,33955.0,38200.0,182500.0,14500.0,,3407.0,190.0,187350.0,119000.0,183725.0,2269000.0,,7915299.0,,3500.0,41000.0,27350.0,291497.0,2130840.0,3879300.0,49000.0,643.0,456000.0,,270373.0,298200.0,6075071.0,7484393.0,452900.0,3238000.0,28000.0,0.0,30857.0,5900.0,,760687.0,23930063.0,46943000.0,5565.0,32010800.0,23000.0,415970.0,2330330.0,228560.0,200.0,392612.0,18000.0,4151700.0,,162498.0,2996711.0,1887467.0,10800.0,130000.0,314.0,,,1328.0,78900.0,0.0,11789490.0,278000.0,250700.0,15.0,,49501302.0,141000.0,,782600.0,1268730.0,216944.0,139800.0,128600.0,,18000.0,469238.0,14746700.0,14708.0,22000.0,6735033.0,2302181.0,5000.0,3033300.0,,44310.0,35400.0,2252800.0,5507.0,11423900.0,360485.0,2249.0,157.0,6000.0,2730667.0,382000.0,25584.0,4600.0,145800.0,309472.0,792.0,250100.0,13914.0,,1951777.0,,,59500.0
1977,27445900.0,103880.0,5800.0,31560.0,4550.0,840.0,414050.0,8601.0,4680.0,260234.0,26900.0,9228.0,60000.0,302000.0,3556396.0,,81542.0,700.0,1517207.0,1317274.0,1177.0,2096.0,349591.0,74628.0,92519.0,1400.0,,16800.0,1327202.0,215000.0,721821.0,,2150.0,,2914180.0,1132711.0,259750.0,,267100.0,2110399.0,198195.0,2419168.0,2874900.0,23043.0,4187000.0,6800.0,310500.0,245470.0,103639.0,,156000.0,,1704571.0,410.0,,3100.0,1789.0,36360.0,,4600.0,292021.0,969966.0,400000.0,460301.0,53859.0,1002222.0,3392309.0,3200.0,,86670.0,266.0,0.0,450000.0,,1266231.0,45325.0,271387.0,291900.0,197000.0,666606.0,2537031.0,722500.0,12300.0,3800.0,,460000.0,288905.0,,482.0,23130.0,319000.0,,,959100.0,209148.0,200.0,2802.0,1310.0,20005.0,340908.0,1532419.0,1141862.0,,15655.0,1314932.0,965341.0,32226.0,1674946.0,2322048.0,2300.0,,9600.0,41289.0,42000.0,188500.0,15000.0,,3869.0,200.0,189850.0,94200.0,191655.0,2306000.0,,8533798.0,,1800.0,42500.0,27300.0,244568.0,2096841.0,3958468.0,52000.0,457.0,475000.0,,277064.0,299100.0,6525731.0,7610937.0,462400.0,3134000.0,29470.0,0.0,31706.0,5930.0,,745209.0,25596673.0,49271000.0,5644.0,32953900.0,24000.0,420257.0,2525300.0,241640.0,210.0,330518.0,20000.0,3787264.0,,171332.0,3203129.0,2002710.0,11000.0,135000.0,315.0,,,1350.0,76000.0,16540.0,12122120.0,298500.0,261700.0,18.0,,51999686.0,142500.0,,772000.0,1400730.0,240658.0,143200.0,131600.0,,18900.0,593423.0,15464800.0,14810.0,22000.0,6516300.0,2131600.0,5500.0,4532800.0,,45876.0,45700.0,2312700.0,7211.0,11053786.0,350185.0,1769.0,136.0,6500.0,3247951.0,398000.0,28723.0,4600.0,147000.0,295602.0,2118.0,251000.0,14217.0,,2032326.0,,,60500.0
1978,31298700.0,148810.0,6000.0,28711.0,5050.0,2652.0,434250.0,8400.0,4800.0,268164.0,26500.0,11033.0,62000.0,314000.0,3773821.0,,90319.0,720.0,1654909.0,1341784.0,1384.0,2213.0,385737.0,80610.0,100636.0,1069.0,,24600.0,1174103.0,224000.0,521541.0,,2300.0,,3562274.0,1088338.0,265560.0,,282500.0,1852040.0,197466.0,2480901.0,2600293.0,25220.0,4621000.0,6300.0,308800.0,223350.0,100995.0,,160000.0,,1672907.0,400.0,,3150.0,1790.0,40565.0,,4700.0,300082.0,964932.0,400000.0,475509.0,53756.0,1061842.0,3131320.0,3400.0,,98005.0,234.0,0.0,380000.0,,1536842.0,41214.0,221092.0,307650.0,201500.0,689859.0,2705584.0,813242.0,14190.0,3900.0,,516000.0,329788.0,,494.0,25182.0,334200.0,,,943400.0,223923.0,280.0,3102.0,1563.0,20536.0,360973.0,1569299.0,1208233.0,,15554.0,1518319.0,1132582.0,36735.0,1817848.0,2382049.0,2400.0,,9700.0,72484.0,47200.0,194000.0,16000.0,,3813.0,200.0,187850.0,113491.0,174175.0,2485000.0,,8419009.0,,1494.0,44000.0,26517.0,231913.0,2335324.0,4554033.0,55000.0,630.0,483000.0,,285508.0,297700.0,7015007.0,9262403.0,445400.0,3056000.0,30500.0,0.0,27932.0,5850.0,,709294.0,25610718.0,54606000.0,5315.0,33991050.0,23000.0,338862.0,2515500.0,245800.0,230.0,316330.0,20000.0,4117815.0,,185303.0,3318692.0,2101469.0,11500.0,138000.0,316.0,,,1377.0,75510.0,17410.0,12428670.0,293000.0,270700.0,22.0,,57485759.0,145000.0,,765500.0,1360830.0,463746.0,147800.0,133100.0,,19850.0,578101.0,15444100.0,15004.0,21000.0,6791712.0,2310200.0,5500.0,4026400.0,,44500.0,47000.0,2376100.0,8548.0,12013837.0,325385.0,1845.0,125.0,7000.0,4006732.0,398000.0,29102.0,5650.0,147200.0,276350.0,3753.0,264400.0,14143.0,,2132209.0,,,61200.0
1979,30725900.0,136320.0,6200.0,29740.0,4050.0,2803.0,465300.0,8815.0,4920.0,275187.0,26500.0,9776.0,63200.0,321000.0,4040019.0,,91085.0,750.0,1762133.0,1352774.0,1326.0,2079.0,377588.0,84300.0,108765.0,1500.0,,23500.0,898564.0,227000.0,669779.0,,2400.0,,3584515.0,1049391.0,272490.0,,298100.0,1915736.0,185200.0,2279729.0,2858600.0,26355.0,4275000.0,6500.0,354100.0,229029.0,113211.0,,165000.0,,1605417.0,390.0,,3200.0,1814.0,37750.0,,7194.0,278243.0,980899.0,500000.0,490131.0,53994.0,1071558.0,3191423.0,3600.0,,123369.0,228.0,0.0,435000.0,,1774530.0,45612.0,260374.0,323750.0,207000.0,766943.0,2905588.0,733510.0,14048.0,3950.0,,523000.0,258957.0,,546.0,25760.0,338400.0,,,1009000.0,224954.0,320.0,4547.0,1865.0,18056.0,412816.0,1565582.0,1229982.0,,14939.0,1368230.0,990642.0,44654.0,2014623.0,2531936.0,2400.0,,9800.0,105505.0,52400.0,202000.0,17000.0,,4758.0,200.0,187850.0,136251.0,189510.0,2535000.0,,8495855.0,,1380.0,45500.0,26620.0,207283.0,2395935.0,4740146.0,57000.0,1139.0,496000.0,,291737.0,298900.0,7137974.0,9532909.0,446600.0,3054000.0,31400.0,0.0,29182.0,5900.0,,714662.0,26524454.0,55059000.0,5000.0,34942600.0,22000.0,347333.0,2600500.0,262950.0,250.0,326265.0,20000.0,4087445.0,,163697.0,3455281.0,1675600.0,11800.0,142000.0,367.0,,,1400.0,85644.0,20607.0,13499440.0,291300.0,279700.0,24.0,,58154098.0,147500.0,,774000.0,1337880.0,378439.0,152800.0,134200.0,,20000.0,627160.0,15184800.0,15004.0,21000.0,7184250.0,2374660.0,5500.0,3888000.0,,45200.0,58192.0,2439500.0,9842.0,13648630.0,297710.0,1787.0,126.0,7000.0,4362624.0,403000.0,31012.0,6000.0,147500.0,403738.0,2376.0,275500.0,14324.0,,2185321.0,,,62650.0
1980,31210500.0,136320.0,6400.0,31035.0,3600.0,3193.0,483300.0,9112.0,5040.0,288075.0,26500.0,9251.0,64500.0,332000.0,4115357.0,,95598.0,780.0,1652402.0,1368130.0,1461.0,2212.0,398964.0,90896.0,113416.0,400.0,,26300.0,915448.0,231000.0,736368.0,,2500.0,,3475298.0,973779.0,278310.0,,320900.0,1865747.0,230211.0,3112766.0,2806600.0,34627.0,4996000.0,6700.0,322100.0,217966.0,94243.0,,169000.0,,1510015.0,380.0,,3250.0,1914.0,36789.0,,7330.0,284667.0,1016865.0,500000.0,563912.0,59355.0,1081790.0,2850788.0,3800.0,,117465.0,244.0,0.0,320000.0,,1717000.0,48974.0,244427.0,345850.0,213000.0,894941.0,3204736.0,734750.0,14965.0,4100.0,,512000.0,297857.0,,547.0,25881.0,361600.0,,,1006600.0,236200.0,300.0,16730.0,1368.0,18373.0,419347.0,1653833.0,1328827.0,,16070.0,1429643.0,1030679.0,39309.0,1697789.0,2750871.0,2500.0,,9900.0,125867.0,53600.0,208500.0,16000.0,,5353.0,200.0,187850.0,141300.0,195090.0,2583000.0,,8541990.0,,3530.0,47000.0,26840.0,245569.0,2466963.0,3871050.0,58000.0,1171.0,498000.0,,306645.0,322800.0,7061481.0,8707048.0,480400.0,3158000.0,32400.0,0.0,25058.0,5950.0,,702270.0,24657505.0,53160000.0,5295.0,35975100.0,22000.0,375000.0,2366500.0,304774.0,270.0,443433.0,20000.0,3785500.0,,212097.0,3450371.0,2035200.0,12000.0,150000.0,399.0,,,1442.0,90000.0,16033.0,13429020.0,276200.0,288700.0,29.0,,56559826.0,153000.0,,772348.0,1298880.0,451299.0,156571.0,135600.0,,22000.0,691300.0,15160800.0,15203.0,20000.0,7402361.0,2429000.0,5500.0,3790000.0,,40600.0,96254.0,2468800.0,9724.0,13028270.0,350510.0,1975.0,207.0,7683.0,4295369.0,408000.0,36547.0,6500.0,152000.0,426868.0,1631.0,331700.0,14266.0,,1970490.0,,,64150.0
1981,31127200.0,117650.0,6500.0,30202.0,2900.0,3193.0,520300.0,9655.0,5160.0,295176.0,27000.0,10300.0,66000.0,345000.0,4140787.0,,97290.0,800.0,1838327.0,1365350.0,1422.0,2243.0,369714.0,110703.0,124739.0,1700.0,,29100.0,1123802.0,234000.0,639159.0,,2600.0,,3847134.0,1027232.0,285020.0,,356900.0,1740431.0,220136.0,3526294.0,2954900.0,40322.0,5625726.0,7000.0,222200.0,237973.0,97853.0,,173000.0,,1457822.0,370.0,,3300.0,2055.0,42831.0,,7281.0,286765.0,1031831.0,550000.0,527250.0,59708.0,1044593.0,3297572.0,4000.0,,120997.0,254.0,0.0,350000.0,,1788920.0,46384.0,291740.0,392200.0,216000.0,952875.0,2874720.0,817010.0,17623.0,4200.0,,514000.0,361814.0,,548.0,25635.0,304624.0,,,1115300.0,215217.0,280.0,17193.0,1250.0,15049.0,372728.0,1817523.0,1532677.0,,6796.0,1411156.0,1041442.0,49029.0,1859033.0,2849448.0,2600.0,,12200.0,158155.0,47700.0,215500.0,16000.0,,7476.0,200.0,181800.0,148500.0,182310.0,2771000.0,,8603547.0,,3500.0,47500.0,29250.0,277362.0,2454383.0,5108115.0,63000.0,1640.0,510000.0,,313236.0,319400.0,6823468.0,8968759.0,481700.0,3191000.0,32200.0,0.0,26381.0,6100.0,,768015.0,24831269.0,61716000.0,6736.0,37441100.0,20000.0,399000.0,2614800.0,342757.0,300.0,625989.0,22000.0,4733989.0,,191271.0,3503726.0,2264100.0,12200.0,160000.0,419.0,,,1464.0,85470.0,17258.0,13274237.0,280200.0,300800.0,30.0,,64773030.0,163000.0,,821085.0,1259430.0,479480.0,148500.0,136700.0,,23000.0,680360.0,15345500.0,15237.0,20000.0,7447222.0,2038230.0,6000.0,3606700.0,,42373.0,160252.0,2613000.0,10784.0,13336520.0,301636.0,1841.0,258.0,8232.0,3946527.0,420000.0,41535.0,7000.0,159000.0,397816.0,2500.0,344300.0,15791.0,,2075427.0,,,64250.0
1982,34163500.0,130920.0,6700.0,29896.0,3100.0,3450.0,552615.0,9991.0,5280.0,303329.0,28000.0,10490.0,70000.0,361000.0,4446091.0,,97774.0,820.0,1941771.0,1208450.0,1417.0,1921.0,412083.0,116484.0,106910.0,900.0,,36100.0,1219074.0,235000.0,1270322.0,,2600.0,,3722924.0,1186463.0,292060.0,,383700.0,1765212.0,230113.0,3437898.0,2900000.0,43410.0,6566733.0,7200.0,210500.0,244468.0,100698.0,,168000.0,,1582317.0,360.0,,3350.0,2128.0,41358.0,,7742.0,292307.0,1045797.0,550000.0,540543.0,62743.0,1117388.0,3225248.0,4100.0,,114268.0,255.0,0.0,400000.0,,1767660.0,49405.0,305825.0,409800.0,221000.0,870748.0,3012820.0,813010.0,15882.0,4250.0,,529000.0,334857.0,,549.0,28515.0,328940.0,,,938460.0,254820.0,260.0,18402.0,1293.0,16484.0,411403.0,1849381.0,1564891.0,,6562.0,1479549.0,1067466.0,35830.0,1897929.0,2966644.0,2700.0,,9600.0,246760.0,47800.0,221500.0,16000.0,,6462.0,200.0,186800.0,157000.0,172850.0,2930000.0,,8927215.0,,3942.0,50000.0,27000.0,243417.0,2299319.0,4224559.0,70000.0,1456.0,513000.0,,322351.0,318700.0,7227200.0,9418524.0,483300.0,3279000.0,33300.0,0.0,26787.0,6100.0,,849908.0,27171521.0,66476000.0,7459.0,38970400.0,20000.0,414000.0,2877800.0,353252.0,310.0,522472.0,25000.0,5546846.0,,205532.0,3660531.0,2650800.0,12400.0,150000.0,450.0,,,1485.0,99507.0,17612.0,13169369.0,291650.0,314000.0,31.0,,69661670.0,169250.0,,866454.0,1390400.0,454234.0,143800.0,137900.0,,24000.0,681370.0,15550000.0,16133.0,20000.0,7525607.0,2501080.0,6000.0,3982400.0,,39022.0,201800.0,2653000.0,11263.0,13517918.0,346920.0,1919.0,275.0,8392.0,4616835.0,430000.0,36480.0,7600.0,166000.0,343868.0,2580.0,364000.0,16586.0,,2133765.0,,,67000.0
