,Cuba,Pacific Islands Trust Territory,Haiti,Micronesia (Federated States of),Venezuela (Bolivarian Republic of),Dominica,Panama,Sri Lanka,Puerto Rico,French Guiana,United Republic of Tanzania,Belize,Rwanda,Kenya,Guyana,Costa Rica,Lao People's Democratic Republic,Uganda,Suriname,Equatorial Guinea,Tonga,El Salvador,Sierra Leone,Honduras,Colombia,New Caledonia,Central African Republic,Gabon,Malawi,Bahamas,Saint Lucia,Jamaica,Ecuador,Trinidad and Tobago,Melanesia,Grenada,Nicaragua,Democratic Republic of the Congo,Nigeria,Micronesia,Congo,Martinique,Dominican Republic,Bolivia (Plurinational State of),Saint Vincent and the Grenadines,Peru,Ghana,Guinea,Guadeloupe,Guinea-Bissau,Côte d'Ivoire,Polynesia,Cameroon,Myanmar,Guatemala,Liberia
1975,7781.0,600.0,39000.0,,57542.0,,-1.0,29366.0,5048.0,140.0,140000.0,-1.0,190358.0,1000.0,4800.0,4285.0,,1097200.0,124.0,-1.0,250.0,1776.0,4000.0,7934.0,341000.0,800.0,19500.0,25000.0,27000.0,-1.0,,2000.0,75420.0,384.0,800.0,-1.0,7000.0,279600.0,180000.0,600.0,5500.0,160.0,58000.0,9425.0,27.0,63433.0,229900.0,50000.0,400.0,8500.0,475000.0,250.0,190000.0,40672.0,7000.0,15000.0
1976,6660.0,600.0,40000.0,,55786.0,350.0,-1.0,33913.0,4716.0,140.0,220000.0,-1.0,200261.0,1000.0,4600.0,4208.0,,1180100.0,201.0,-1.0,250.0,2601.0,4200.0,8263.0,340100.0,800.0,19500.0,25500.0,29000.0,-1.0,,1700.0,72855.0,400.0,800.0,-1.0,7000.0,285100.0,180000.0,600.0,5500.0,155.0,62600.0,9800.0,35.0,65163.0,211000.0,60000.0,400.0,8500.0,475000.0,250.0,160000.0,43113.0,7000.0,15000.0
1977,9390.0,600.0,41453.0,,56211.0,400.0,-1.0,29606.0,5000.0,140.0,229000.0,-1.0,208187.0,1000.0,6500.0,4300.0,,1239600.0,250.0,-1.0,250.0,3080.0,4300.0,8592.0,386300.0,800.0,20000.0,28000.0,30500.0,-1.0,,2000.0,97900.0,470.0,800.0,-1.0,7500.0,291700.0,180000.0,600.0,5500.0,170.0,59000.0,10200.0,55.0,67628.0,168000.0,55000.0,300.0,9000.0,475000.0,250.0,170000.0,41593.0,7800.0,15000.0
1978,7776.0,600.0,41443.0,,59024.0,400.0,-1.0,29362.0,5200.0,140.0,225500.0,-1.0,202053.0,1000.0,6500.0,4900.0,,1287000.0,400.0,-1.0,250.0,2660.0,4400.0,8921.0,400100.0,800.0,19500.0,30500.0,31500.0,-1.0,440.0,2674.0,72404.0,470.0,800.0,-1.0,7500.0,299100.0,180000.0,600.0,6000.0,250.0,64200.0,11435.0,105.0,67904.0,161000.0,50000.0,300.0,8500.0,475000.0,250.0,190000.0,42186.0,7800.0,15000.0
1979,10700.0,600.0,46884.0,,58679.0,300.0,-1.0,26920.0,5400.0,140.0,224500.0,-1.0,198100.0,1000.0,3800.0,5250.0,,1290000.0,272.0,-1.0,250.0,3150.0,4500.0,9014.0,412100.0,800.0,19000.0,33000.0,33000.0,-1.0,290.0,2651.0,64650.0,700.0,800.0,-1.0,7500.0,299200.0,180000.0,600.0,6000.0,250.0,61100.0,11000.0,140.0,69724.0,139000.0,70000.0,350.0,9000.0,395000.0,250.0,190000.0,40389.0,6670.0,15000.0
1980,8900.0,600.0,46000.0,,57663.0,200.0,-1.0,31143.0,5896.0,140.0,227500.0,-1.0,224600.0,1600.0,3800.0,6000.0,,1173000.0,284.0,-1.0,250.0,2800.0,4800.0,6642.0,432600.0,800.0,20000.0,35000.0,34500.0,-1.0,320.0,2115.0,69749.0,1000.0,800.0,-1.0,7400.0,312500.0,180000.0,600.0,7320.0,250.0,63200.0,12100.0,185.0,61902.0,123000.0,70000.0,400.0,10000.0,305000.0,250.0,195000.0,39589.0,6900.0,15000.0
1981,15200.0,600.0,43000.0,,55851.0,200.0,-1.0,29600.0,6100.0,140.0,231000.0,-1.0,242800.0,1600.0,3800.0,4000.0,,1180000.0,600.0,-1.0,250.0,2500.0,4800.0,7900.0,433000.0,800.0,20000.0,31000.0,36000.0,-1.0,370.0,2087.0,66910.0,950.0,800.0,-1.0,7300.0,330800.0,180000.0,600.0,7500.0,300.0,66000.0,12330.0,260.0,58488.0,128000.0,65000.0,730.0,9300.0,315000.0,250.0,195000.0,37767.0,6900.0,15000.0
1982,17300.0,600.0,43000.0,,57060.0,210.0,-1.0,30307.0,6200.0,140.0,230000.0,-1.0,248900.0,1600.0,5000.0,5000.0,,1199000.0,337.0,-1.0,250.0,2300.0,5200.0,15200.0,358200.0,800.0,22000.0,36000.0,38000.0,-1.0,400.0,2438.0,66166.0,922.0,800.0,-1.0,7200.0,340600.0,180000.0,600.0,7500.0,660.0,63200.0,10710.0,250.0,60874.0,141000.0,60000.0,730.0,9300.0,325000.0,250.0,192000.0,38552.0,6900.0,15000.0
1983,20900.0,500.0,44000.0,,57993.0,230.0,-1.0,30850.0,6400.0,140.0,234000.0,-1.0,247000.0,1600.0,5300.0,6000.0,,1209000.0,326.0,-1.0,250.0,2000.0,5200.0,14940.0,359800.0,872.0,24000.0,40000.0,40000.0,-1.0,460.0,2222.0,63087.0,970.0,872.0,-1.0,7100.0,349600.0,180000.0,500.0,7500.0,660.0,63700.0,10850.0,250.0,59061.0,143000.0,65000.0,730.0,9300.0,285000.0,250.0,462478.0,40488.0,7100.0,15000.0
1984,24400.0,500.0,42000.0,,59420.0,230.0,-1.0,35880.0,6450.0,140.0,237000.0,-1.0,253500.0,1600.0,6000.0,4000.0,,1209000.0,452.0,-1.0,225.0,1685.0,5200.0,10190.0,351680.0,800.0,24000.0,44000.0,40000.0,-1.0,470.0,2434.0,64607.0,970.0,800.0,-1.0,7000.0,349800.0,181000.0,500.0,7500.0,700.0,64700.0,9021.0,450.0,62012.0,235000.0,70000.0,670.0,9700.0,305000.0,225.0,370000.0,39550.0,7100.0,15000.0
1985,21600.0,500.0,44000.0,,60040.0,230.0,3000.0,35200.0,6200.0,140.0,238000.0,-1.0,253100.0,1600.0,6800.0,4000.0,,1209569.0,341.0,-1.0,226.0,1700.0,5300.0,10531.0,357860.0,700.0,24000.0,44000.0,40300.0,-1.0,450.0,2419.0,68453.0,970.0,700.0,50.0,6900.0,372980.0,185500.0,500.0,7500.0,700.0,63200.0,14795.0,450.0,63458.0,266000.0,70000.0,670.0,9700.0,305000.0,226.0,402000.0,39428.0,7100.0,15000.0
1986,25100.0,500.0,44000.0,,57989.0,240.0,3000.0,42866.0,6400.0,150.0,239000.0,-1.0,240695.0,1600.0,6000.0,4000.0,,1210091.0,265.0,-1.0,270.0,1939.0,5400.0,10791.0,351100.0,600.0,24000.0,44000.0,40300.0,-1.0,490.0,2339.0,78166.0,1000.0,600.0,80.0,6800.0,382410.0,187200.0,500.0,7806.0,910.0,65000.0,11634.0,500.0,63475.0,190800.0,70000.0,670.0,9700.0,305000.0,270.0,430000.0,40200.0,7100.0,13000.0
1987,24200.0,500.0,45000.0,,59250.0,250.0,3000.0,39367.0,6500.0,150.0,244000.0,-1.0,204400.0,1600.0,6200.0,4000.0,,1271000.0,314.0,-1.0,330.0,2000.0,5450.0,12000.0,364980.0,500.0,24000.0,44000.0,41500.0,-1.0,490.0,2150.0,81000.0,1000.0,500.0,80.0,6700.0,384450.0,143000.0,500.0,8125.0,910.0,61000.0,10000.0,300.0,68824.0,189000.0,70000.0,690.0,10000.0,315000.0,330.0,197000.0,37325.0,6020.0,11000.0
1988,28200.0,500.0,44000.0,,62101.0,600.0,3000.0,40884.0,6500.0,375.0,250000.0,-1.0,320000.0,1400.0,6200.0,4000.0,,1302000.0,322.0,-1.0,335.0,2000.0,5480.0,15000.0,368770.0,400.0,25000.0,44000.0,42500.0,-1.0,500.0,2000.0,83191.0,1000.0,400.0,80.0,6600.0,395830.0,118000.0,500.0,8100.0,1000.0,59000.0,17256.0,340.0,70720.0,211000.0,70000.0,710.0,10000.0,330000.0,335.0,170000.0,38556.0,6020.0,10000.0
1989,30000.0,500.0,40000.0,,64838.0,600.0,5000.0,41920.0,6000.0,615.0,229000.0,115.0,408300.0,1600.0,6200.0,4000.0,,1321895.0,352.0,-1.0,345.0,2000.0,5500.0,10563.0,379300.0,350.0,25000.0,43500.0,43800.0,-1.0,500.0,2000.0,83481.0,1050.0,350.0,80.0,6500.0,400410.0,189000.0,500.0,8000.0,650.0,64000.0,16601.0,220.0,72551.0,182400.0,73000.0,480.0,11000.0,330000.0,345.0,200000.0,38933.0,6020.0,11000.0
1990,34000.0,513.0,42000.0,,65097.0,538.0,6800.0,36700.0,4050.0,668.0,253000.0,81.0,-1.0,1800.0,4000.0,4200.0,,1388000.0,375.0,-1.0,347.0,5600.0,5150.0,11001.0,351803.0,300.0,26000.0,46750.0,44800.0,-1.0,448.0,1987.0,90000.0,941.0,300.0,80.0,6400.0,430326.0,162000.0,513.0,8700.0,650.0,31547.0,32300.0,150.0,57861.0,129100.0,75000.0,560.0,8622.0,340000.0,347.0,170000.0,43671.0,6020.0,10000.0
1991,37127.0,,40000.0,-1.0,65820.0,602.0,9000.0,38223.0,6100.0,545.0,230000.0,141.0,-1.0,1800.0,3906.0,6800.0,,1430000.0,663.0,5200.0,348.0,5600.0,5267.0,11001.0,354035.0,286.0,26375.0,46000.0,47500.0,-1.0,358.0,1967.0,92190.0,1080.0,286.0,83.0,5500.0,428271.0,178000.0,-1.0,8900.0,700.0,35425.0,32308.0,160.0,62416.0,173500.0,76276.0,530.0,10843.0,350000.0,348.0,180000.0,46031.0,6020.0,10019.0
1992,61531.0,,41054.0,-1.0,68784.0,660.0,9426.0,37687.0,6130.0,620.0,245000.0,227.0,-1.0,2000.0,3912.0,7000.0,,1459000.0,622.0,5291.0,390.0,6160.0,5273.0,11538.0,379678.0,280.0,27000.0,43000.0,47000.0,-1.0,350.0,1834.0,95970.0,1096.0,280.0,83.0,5300.0,435073.0,188000.0,-1.0,9400.0,750.0,41243.0,32724.0,150.0,66381.0,157100.0,78000.0,550.0,11100.0,365000.0,390.0,190000.0,43183.0,6020.0,12000.0
1993,55255.0,,41000.0,-1.0,63897.0,700.0,9505.0,40000.0,7884.0,700.0,247000.0,272.0,-1.0,1700.0,3995.0,7500.0,,1488000.0,800.0,5400.0,659.0,6100.0,5253.0,12429.0,394270.0,250.0,27433.0,40181.0,50649.0,-1.0,334.0,2092.0,88550.0,1106.0,250.0,84.0,4000.0,458244.0,230000.0,-1.0,9515.0,720.0,39434.0,32323.0,190.0,66444.0,164300.0,78799.0,580.0,11400.0,350000.0,659.0,200000.0,45908.0,6020.0,12527.0
1994,65266.0,,45000.0,-1.0,62396.0,659.0,10077.0,42000.0,6288.0,630.0,225040.0,222.0,-1.0,1600.0,6000.0,6500.0,-1.0,1499999.0,981.0,5500.0,250.0,6440.0,5285.0,11514.0,388153.0,290.0,28000.0,41632.0,50698.0,-1.0,383.0,2079.0,88930.0,1100.0,290.0,85.0,3500.0,474589.0,246000.0,-1.0,9600.0,600.0,39783.0,34938.0,180.0,69401.0,183500.0,80000.0,550.0,11600.0,385000.0,250.0,220000.0,45875.0,6020.0,13000.0
1995,68068.0,,41887.0,500.0,62120.0,660.0,9413.0,44000.0,4650.0,480.0,198560.0,590.0,-1.0,1200.0,6200.0,6500.0,-1.0,1512000.0,1000.0,5600.0,336.0,6370.0,4914.0,11500.0,398015.0,350.0,28412.0,40770.0,52697.0,-1.0,380.0,2024.0,82430.0,1125.0,350.0,119.0,4000.0,295780.0,250000.0,500.0,9500.0,700.0,35594.0,35497.0,210.0,83551.0,212500.0,82000.0,330.0,11900.0,390000.0,336.0,230000.0,46130.0,6300.0,15000.0
1996,70479.0,,41921.0,519.0,63280.0,675.0,9606.0,46554.0,5400.0,460.0,192800.0,850.0,-1.0,1300.0,5700.0,7000.0,,1524000.0,526.0,5700.0,328.0,6370.0,5016.0,12400.0,398291.0,50.0,28378.0,45000.0,53572.0,-1.0,290.0,2031.0,88530.0,1135.0,50.0,93.0,4000.0,307930.0,256000.0,519.0,9431.0,600.0,38750.0,36130.0,220.0,114126.0,228751.0,83000.0,540.0,12200.0,377003.0,328.0,232000.0,44920.0,6440.0,15500.0
1997,76960.0,,41474.0,519.0,61304.0,701.0,9500.0,50450.0,6169.0,460.0,193120.0,289.0,-1.0,2200.0,4000.0,7500.0,,1538000.0,511.0,5800.0,321.0,1960.0,5072.0,14000.0,391068.0,30.0,28619.0,46000.0,51238.0,-1.0,370.0,1635.0,90200.0,1147.0,30.0,82.0,3900.0,259050.0,260000.0,519.0,9639.0,650.0,39948.0,37458.0,135.0,105773.0,224800.0,82294.0,547.0,12400.0,400000.0,321.0,235000.0,45300.0,6580.0,16000.0
1998,67769.0,,41328.0,519.0,65126.0,770.0,10000.0,51000.0,11234.0,460.0,267760.0,346.0,-1.0,2300.0,3000.0,8000.0,,1553000.0,616.0,5900.0,316.0,2170.0,5200.0,13200.0,379965.0,150.0,29000.0,47500.0,47080.0,-1.0,330.0,1375.0,50000.0,1137.0,150.0,82.0,3800.0,257560.0,268000.0,519.0,9057.0,750.0,33525.0,37473.0,133.0,117792.0,245900.0,82008.0,560.0,12684.0,429470.0,316.0,200000.0,45700.0,6720.0,16500.0
1999,70105.0,,41075.0,519.0,63020.0,780.0,8833.0,52000.0,5000.0,460.0,202400.0,258.0,-1.0,2200.0,1923.0,10047.0,,1570000.0,460.0,6000.0,224.0,2135.0,5300.0,7400.0,355100.0,55.0,28857.0,48000.0,42000.0,-1.0,200.0,1624.0,70000.0,1160.0,55.0,76.0,3900.0,258890.0,385000.0,519.0,8727.0,780.0,23563.0,37476.0,159.0,120045.0,252600.0,82054.0,840.0,13200.0,457558.0,224.0,189333.0,44500.0,6720.0,17000.0
2000,81182.0,,40951.0,519.0,65092.0,790.0,9858.0,51000.0,6900.0,415.0,242800.0,728.0,-1.0,2100.0,5000.0,8347.0,,1598000.0,496.0,6100.0,272.0,2100.0,5493.0,5300.0,390794.0,110.0,28987.0,50000.0,38000.0,-1.0,192.0,1315.0,55905.0,1150.0,110.0,76.0,4000.0,263116.0,386000.0,519.0,9209.0,716.0,35242.0,37041.0,180.0,131935.0,244400.0,81716.0,667.0,13239.0,445373.0,272.0,189773.0,45300.0,6790.0,18000.0
2001,81479.0,,42000.0,519.0,67125.0,751.0,9100.0,50546.0,7010.0,407.0,307922.0,812.0,-1.0,2300.0,4500.0,9504.0,,1622000.0,536.0,6160.0,250.0,2380.0,5700.0,6300.0,395695.0,140.0,28548.0,49771.0,35000.0,-1.0,195.0,1202.0,90000.0,1200.0,140.0,70.0,4000.0,270480.0,408000.0,519.0,9349.0,680.0,39676.0,40109.0,185.0,129566.0,265100.0,82261.0,752.0,13490.0,433177.0,250.0,191247.0,49400.0,6790.0,18196.0
2002,81320.0,,42500.0,519.0,47547.0,760.0,9206.0,50000.0,7200.0,456.0,308000.0,750.0,-1.0,2300.0,2500.0,11800.0,,1648000.0,482.0,6249.0,284.0,2520.0,5973.0,6948.0,392355.0,80.0,28000.0,49712.0,32000.0,-1.0,202.0,1179.0,128779.0,1250.0,80.0,70.0,4000.0,263336.0,426000.0,519.0,8000.0,880.0,41051.0,41160.0,290.0,127206.0,276900.0,82521.0,844.0,13723.0,421969.0,284.0,232483.0,52600.0,6800.0,18567.0
2003,93648.0,,43000.0,521.0,46333.0,755.0,10477.0,49680.0,6933.0,411.0,273894.0,628.0,-1.0,2000.0,1500.0,10550.0,,1661000.0,443.0,6351.0,279.0,2425.0,6300.0,6875.0,386607.0,30.0,27000.0,49878.0,30000.0,-1.0,197.0,1135.0,136566.0,1300.0,30.0,63.0,4100.0,265792.0,435000.0,521.0,7800.0,867.0,42619.0,41732.0,280.0,135351.0,286500.0,82741.0,762.0,13500.0,410732.0,279.0,239458.0,55444.0,11929.0,19000.0
2004,89025.0,,44000.0,524.0,45785.0,775.0,9400.0,50380.0,6954.0,410.0,271124.0,725.0,-1.0,2100.0,1461.0,10500.0,,1670000.0,381.0,6461.0,274.0,2425.0,6700.0,6802.0,391340.0,140.0,27762.0,50303.0,30000.0,-1.0,255.0,1032.0,125904.0,1350.0,140.0,63.0,4300.0,266958.0,440000.0,524.0,8200.0,792.0,36183.0,41221.0,190.0,139827.0,281192.0,83016.0,775.0,14069.0,401449.0,274.0,246642.0,59025.0,11970.0,19177.0
2005,76781.0,,42439.0,527.0,55459.0,779.0,9490.0,51150.0,4296.0,423.0,279095.0,370.0,-1.0,2100.0,1200.0,6990.0,,1675000.0,309.0,6572.0,269.0,2499.0,7000.0,6729.0,386252.0,160.0,28000.0,50698.0,32000.0,-1.0,200.0,520.0,116361.0,1400.0,160.0,6.0,4800.0,265603.0,447000.0,527.0,8600.0,805.0,39833.0,41792.0,200.0,141866.0,290000.0,83252.0,786.0,14189.0,392302.0,269.0,252453.0,59100.0,12600.0,19432.0
2006,74342.0,,41000.0,531.0,47831.0,781.0,9500.0,48860.0,4300.0,451.0,277203.0,424.0,-1.0,2300.0,1295.0,10500.0,,1677000.0,252.0,6681.0,260.0,2652.0,7100.0,7900.0,385217.0,230.0,28212.0,51744.0,34000.0,-1.0,188.0,1256.0,103463.0,1385.0,230.0,28.0,5500.0,267769.0,457000.0,531.0,9300.0,761.0,44489.0,41920.0,200.0,144415.0,299000.0,83500.0,800.0,14311.0,383820.0,260.0,272406.0,61500.0,12600.0,19681.0
2007,74097.0,,37000.0,550.0,45180.0,800.0,9300.0,49420.0,4500.0,227.0,278519.0,132.0,-1.0,2100.0,1354.0,9600.0,,1678000.0,402.0,6809.0,270.0,2840.0,7200.0,7955.0,394655.0,240.0,28200.0,52579.0,35000.0,-1.0,254.0,1098.0,106314.0,1500.0,240.0,24.0,5800.0,268178.0,474000.0,550.0,9800.0,739.0,46823.0,41991.0,205.0,147817.0,305290.0,84000.0,622.0,14000.0,375974.0,270.0,193836.0,66400.0,11878.0,19500.0
2008,60217.0,,31000.0,542.0,51459.0,786.0,9253.0,47680.0,5024.0,227.0,283274.0,208.0,-1.0,2500.0,1200.0,6500.0,,1680000.0,332.0,6902.0,260.0,3095.0,7200.0,8082.0,414129.0,85.0,28748.0,52151.0,35686.0,-1.0,377.0,875.0,111073.0,1300.0,85.0,15.0,5900.0,268587.0,462000.0,542.0,10500.0,729.0,37063.0,42092.0,205.0,149975.0,311820.0,84891.0,595.0,15000.0,386727.0,260.0,208387.0,66000.0,11878.0,20172.0
2009,73385.0,,38000.0,549.0,50000.0,784.0,8589.0,48040.0,5018.0,306.0,287422.0,173.0,-1.0,2600.0,3600.0,6900.0,,1682000.0,424.0,7007.0,258.0,3092.0,7400.0,7857.0,349875.0,85.0,29000.0,52822.0,35751.0,-1.0,430.0,1325.0,110693.0,1300.0,85.0,29.0,6100.0,270000.0,450000.0,549.0,10800.0,700.0,41968.0,35555.0,200.0,156483.0,324870.0,85937.0,561.0,15161.0,397788.0,258.0,230545.0,66929.0,12577.0,20456.0
2010,92055.0,,36000.0,557.0,49721.0,800.0,6665.0,52380.0,4866.0,312.0,291705.0,157.0,-1.0,2800.0,2800.0,10000.0,,1504871.0,440.0,7200.0,255.0,900.0,7521.0,8374.0,368754.0,67.0,30000.0,53441.0,35888.0,21.0,403.0,1584.0,113135.0,1200.0,67.0,30.0,6292.0,264245.0,449220.0,557.0,10934.0,695.0,41929.0,35608.0,168.0,156114.0,327968.0,87176.0,534.0,15521.0,408905.0,255.0,260301.0,68398.0,11890.0,20737.0
