,"China, Taiwan Province of",Uzbekistan,Romania,Israel,Norway,Australia,Venezuela (Bolivarian Republic of),Mexico,The former Yugoslav Republic of Macedonia,Slovakia,Philippines,Belgium,Kenya,Luxembourg,Czechia,Costa Rica,Republic of Moldova,Italy,Serbia,USSR,Germany,South Africa,Slovenia,Ukraine,Brazil,Finland,Paraguay,Australia & New Zealand,Morocco,Lithuania,Jordan,Chile,Malta,Argentina,Belgium-Luxembourg,Spain,Kyrgyzstan,New Zealand,Cyprus,Austria,Ecuador,Réunion,Japan,Poland,Canada,Sweden,Belarus,Denmark,Colombia,Estonia,Georgia,Greece,Czechoslovakia,France,Republic of Korea,Egypt,Tunisia,Serbia and Montenegro,Zimbabwe,Croatia,Hungary,Lebanon,Russian Federation,Portugal,Bolivia (Plurinational State of),Yugoslav SFR,Occupied Palestinian Territory,Iran (Islamic Republic of),Kazakhstan,United States of America,Turkey,Latvia,China,Kuwait,"China, mainland",United Kingdom,Ireland,Algeria,Saint Pierre and Miquelon,Peru,Switzerland,Bosnia and Herzegovina,Bulgaria,Netherlands,Guatemala
1971,,,-1.0,440.0,1696.0,394.0,48.0,6903.0,,,-1.0,,-1.0,,,-1.0,,10621.0,,16000.0,,250.0,,,-1.0,548.0,-1.0,620.0,-1.0,,,,-1.0,-1.0,500.0,4100.0,,226.0,45.0,670.0,,,13100.0,30271.0,5174.0,-1.0,,-1.0,-1.0,,,600.0,,7800.0,1024.0,,-1.0,,-1.0,,-1.0,98.0,,650.0,,,-1.0,,,19340.0,2851.0,,-1.0,-1.0,-1.0,6300.0,500.0,,,360.0,270.0,,4957.0,,-1.0
1972,,,-1.0,300.0,1696.0,364.0,53.0,5758.0,,,-1.0,,-1.0,,,-1.0,,10951.0,,12000.0,,400.0,,,-1.0,239.0,-1.0,563.0,-1.0,,,,-1.0,-1.0,500.0,4200.0,,199.0,45.0,629.0,,,13800.0,34199.0,3300.0,-1.0,,-1.0,-1.0,,,600.0,,7700.0,1093.0,,-1.0,,-1.0,,-1.0,101.0,,670.0,,,-1.0,,,17560.0,2460.0,,-1.0,-1.0,-1.0,6500.0,500.0,,,273.0,270.0,,3454.0,,-1.0
1973,,,-1.0,230.0,1826.0,362.0,57.0,6681.0,,,-1.0,,-1.0,,,-1.0,,11776.0,,14000.0,,460.0,,,-1.0,954.0,-1.0,550.0,-1.0,,,,-1.0,-1.0,500.0,4600.0,,188.0,45.0,629.0,,,13600.0,41495.0,3550.0,-1.0,,-1.0,-1.0,,,600.0,,8300.0,1119.0,,-1.0,,-1.0,,-1.0,100.0,,660.0,,,-1.0,,,16430.0,3081.0,,-1.0,-1.0,-1.0,6500.0,500.0,,,300.0,248.0,,3340.0,,-1.0
1974,,,-1.0,330.0,1584.0,346.0,61.0,5659.0,,,-1.0,,-1.0,,,-1.0,,12044.0,,14000.0,,460.0,,,-1.0,1022.0,-1.0,527.0,-1.0,,,,-1.0,-1.0,500.0,4400.0,,181.0,45.0,629.0,,7.0,12900.0,44827.0,3730.0,-1.0,,-1.0,-1.0,,,700.0,,8500.0,2100.0,,-1.0,,-1.0,,-1.0,127.0,,670.0,,,-1.0,,,15900.0,3300.0,,-1.0,-1.0,-1.0,6700.0,500.0,,,245.0,224.0,,3639.0,,-1.0
1975,,,-1.0,330.0,1646.0,304.0,66.0,5406.0,,,-1.0,,-1.0,,,-1.0,,11557.0,,14000.0,,620.0,,,-1.0,980.0,-1.0,482.0,-1.0,,4.0,,-1.0,-1.0,500.0,4600.0,,178.0,10.0,717.0,,8.0,11900.0,46493.0,4210.0,-1.0,,-1.0,-1.0,,,700.0,,8700.0,1948.0,,-1.0,,-1.0,,-1.0,110.0,,670.0,70.0,,-1.0,,,16020.0,3400.0,,-1.0,-1.0,-1.0,6250.0,500.0,,,370.0,232.0,,3504.0,,-1.0
1976,,,-1.0,320.0,1697.0,288.0,69.0,5380.0,,,-1.0,,-1.0,,,-1.0,,11891.0,,14000.0,,650.0,,,-1.0,1130.0,-1.0,448.0,-1.0,,,,-1.0,-1.0,500.0,4300.0,,160.0,10.0,717.0,,8.0,11700.0,47484.0,4640.0,-1.0,,-1.0,-1.0,,,700.0,,8800.0,2124.0,,-1.0,,-1.0,,-1.0,110.0,,670.0,80.0,,-1.0,,,13960.0,3500.0,,-1.0,-1.0,-1.0,6000.0,500.0,,,375.0,248.0,,3287.0,,-1.0
1977,,,-1.0,270.0,1749.0,334.0,86.0,5631.0,,,-1.0,,-1.0,,,-1.0,,11902.0,,17000.0,,650.0,,,-1.0,1107.0,-1.0,508.0,-1.0,,,,-1.0,-1.0,600.0,4500.0,,174.0,15.0,883.0,,8.0,11700.0,45478.0,5130.0,-1.0,,-1.0,-1.0,,,700.0,,8800.0,3864.0,,-1.0,,-1.0,,-1.0,110.0,,670.0,85.0,,-1.0,,,14450.0,3000.0,,-1.0,-1.0,-1.0,6250.0,700.0,,,370.0,254.0,,3366.0,,-1.0
1978,,,-1.0,320.0,1761.0,350.0,89.0,6237.0,,,-1.0,,-1.0,,,-1.0,,13726.0,,19000.0,,650.0,,,-1.0,1205.0,-1.0,584.0,-1.0,,,,-1.0,-1.0,600.0,5100.0,,234.0,15.0,883.0,,9.0,11900.0,48000.0,6350.0,-1.0,,-1.0,-1.0,,,800.0,,9300.0,4500.0,,-1.0,,-1.0,,-1.0,110.0,,670.0,225.0,,-1.0,,,15210.0,3500.0,,-1.0,-1.0,-1.0,6500.0,700.0,,,397.0,259.0,,3233.0,,-1.0
1979,,,-1.0,320.0,1772.0,345.0,93.0,8025.0,,,-1.0,,-1.0,,,-1.0,,15048.0,,9000.0,,650.0,,,-1.0,1220.0,-1.0,614.0,-1.0,,3.0,,-1.0,-1.0,600.0,5786.0,,269.0,15.0,1048.0,,8.0,12000.0,50000.0,6240.0,-1.0,,-1.0,-1.0,,,800.0,,9700.0,6703.0,,-1.0,,-1.0,,-1.0,110.0,,670.0,230.0,,-1.0,,,14770.0,5000.0,,-1.0,-1.0,-1.0,6500.0,700.0,,,387.0,294.0,,3424.0,,-1.0
1980,,,-1.0,340.0,1814.0,359.0,99.0,6133.0,,,-1.0,,-1.0,,,-1.0,,14291.0,,11000.0,,650.0,,,-1.0,1392.0,-1.0,646.0,-1.0,,,,-1.0,-1.0,600.0,5800.0,,287.0,13.0,1052.0,,8.0,11900.0,57603.0,6930.0,-1.0,,-1.0,-1.0,,,800.0,,8800.0,8281.0,420.0,-1.0,,-1.0,,-1.0,110.0,,670.0,210.0,,-1.0,15.0,,14610.0,5000.0,,-1.0,-1.0,-1.0,6500.0,700.0,,,353.0,390.0,,3833.0,,-1.0
1981,,,-1.0,345.0,2171.0,354.0,107.0,3706.0,,,-1.0,,-1.0,,,-1.0,,12546.0,,13000.0,,650.0,,,-1.0,2492.0,-1.0,652.0,-1.0,,,,-1.0,-1.0,600.0,4700.0,,298.0,16.0,1255.0,50.0,9.0,11700.0,48600.0,8300.0,-1.0,,-1.0,-1.0,,,1000.0,,8800.0,7711.0,420.0,-1.0,,-1.0,,-1.0,135.0,,670.0,200.0,,-1.0,30.0,,14970.0,5000.0,,-1.0,-1.0,-1.0,6250.0,600.0,,,340.0,313.0,,3714.0,,-1.0
1982,,,-1.0,280.0,2220.0,331.0,116.0,4024.0,,,-1.0,,-1.0,,,-1.0,,11709.0,,13000.0,,650.0,,,-1.0,2618.0,-1.0,720.0,-1.0,,,,-1.0,-1.0,800.0,6100.0,,389.0,16.0,1255.0,90.0,18.0,11500.0,48600.0,9600.0,-1.0,,-1.0,-1.0,,,900.0,,9100.0,7807.0,420.0,-1.0,,-1.0,,-1.0,135.0,,700.0,150.0,,-1.0,100.0,,16310.0,4000.0,,-1.0,-1.0,-1.0,6500.0,600.0,,,289.0,315.0,,3361.0,,-1.0
1983,412.0,,-1.0,280.0,2254.0,355.0,126.0,4341.0,,,-1.0,,-1.0,,,-1.0,,10722.0,,11000.0,,720.0,,,-1.0,2825.0,-1.0,730.0,-1.0,,3.0,90.0,-1.0,-1.0,700.0,6000.0,,375.0,19.0,1255.0,120.0,15.0,11400.0,48600.0,10000.0,-1.0,,-1.0,-1.0,,,600.0,,9000.0,6377.0,840.0,-1.0,,-1.0,,-1.0,150.0,,700.0,160.0,,-1.0,26.0,,17520.0,4500.0,,412.0,-1.0,-1.0,6700.0,401.0,,,309.0,326.0,,3011.0,,-1.0
1984,489.0,,-1.0,230.0,2284.0,389.0,140.0,2467.0,,,-1.0,,-1.0,,,-1.0,,10631.0,,12000.0,,720.0,,,-1.0,2473.0,-1.0,753.0,-1.0,,1.0,180.0,-1.0,-1.0,700.0,7300.0,,364.0,27.0,1255.0,253.0,15.0,11100.0,48600.0,11900.0,-1.0,,-1.0,-1.0,,,800.0,,8400.0,4851.0,2100.0,-1.0,,-1.0,,-1.0,180.0,,700.0,175.0,,-1.0,156.0,,17520.0,5300.0,,489.0,-1.0,-1.0,6500.0,415.0,,,312.0,343.0,,2853.0,,-1.0
1985,483.0,,5600.0,300.0,1969.0,372.0,134.0,4401.0,,,-1.0,,-1.0,,,-1.0,,10799.0,,10000.0,9730.0,730.0,,,310.0,2048.0,250.0,750.0,30.0,,,240.0,-1.0,650.0,700.0,8700.0,,378.0,33.0,1256.0,331.0,17.0,11000.0,47072.0,13450.0,-1.0,,1120.0,-1.0,,,700.0,4450.0,8200.0,4135.0,2100.0,-1.0,,-1.0,,1850.0,185.0,,700.0,200.0,7600.0,-1.0,356.0,,17850.0,5000.0,,483.0,-1.0,-1.0,6250.0,427.0,,,377.0,345.0,,2737.0,1450.0,80.0
1986,463.0,,5600.0,260.0,1980.0,358.0,140.0,3310.0,,,-1.0,,-1.0,,,-1.0,,10870.0,,11000.0,9125.0,750.0,,,310.0,2550.0,250.0,685.0,100.0,,,330.0,-1.0,650.0,800.0,9800.0,,327.0,33.0,1256.0,375.0,20.0,10800.0,56300.0,5100.0,-1.0,,1000.0,250.0,,,500.0,3850.0,8300.0,4105.0,1680.0,-1.0,,-1.0,,1850.0,200.0,,700.0,222.0,7500.0,-1.0,430.0,,17970.0,5000.0,,463.0,5.0,-1.0,6250.0,442.0,,,412.0,368.0,,2609.0,1900.0,185.0
1987,435.0,,5600.0,280.0,1960.0,415.0,130.0,4632.0,,,-1.0,,-1.0,,,-1.0,,10582.0,,11000.0,10470.0,780.0,,,310.0,2669.0,250.0,711.0,100.0,,5.0,340.0,-1.0,800.0,800.0,10700.0,,296.0,33.0,1256.0,380.0,20.0,10600.0,56300.0,5800.0,-1.0,,1000.0,400.0,,,414.0,4510.0,8300.0,7665.0,1260.0,1.0,,-1.0,,1850.0,200.0,,800.0,246.0,9400.0,-1.0,1442.0,,18660.0,4620.0,,435.0,5.0,-1.0,6250.0,500.0,,,406.0,407.0,,2848.0,1900.0,375.0
1988,412.0,,5600.0,260.0,1937.0,422.0,130.0,5753.0,,,-1.0,,-1.0,,,-1.0,,10317.0,,11000.0,9290.0,760.0,,,310.0,2852.0,350.0,648.0,125.0,,15.0,350.0,-1.0,800.0,700.0,10600.0,,226.0,33.0,1256.0,140.0,20.0,10500.0,56300.0,5411.0,-1.0,,1120.0,500.0,,,400.0,4423.0,6500.0,7112.0,1680.0,2.0,,-1.0,,1850.0,255.0,,800.0,127.0,10700.0,-1.0,1490.0,,19100.0,4660.0,,412.0,7.0,-1.0,6250.0,500.0,,,481.0,408.0,,2927.0,1900.0,375.0
1989,378.0,,5600.0,240.0,1958.0,382.0,130.0,4649.0,,,-1.0,,-1.0,,,-1.0,,10014.0,,10500.0,9390.0,850.0,,,310.0,3121.0,350.0,627.0,155.0,,20.0,820.0,-1.0,800.0,800.0,11500.0,,245.0,35.0,1256.0,140.0,20.0,10300.0,56300.0,4977.0,2600.0,,1120.0,650.0,,,480.0,5185.0,6306.0,6403.0,1680.0,3.0,,-1.0,,1850.0,340.0,,800.0,310.0,12544.0,-1.0,1589.0,,18660.0,5200.0,,378.0,7.0,-1.0,6167.0,600.0,,,320.0,411.0,,2864.0,1900.0,280.0
1990,392.0,,4500.0,218.0,2000.0,425.0,132.0,5143.0,,,140.0,,-1.0,,,70.0,,9120.0,,7500.0,8305.0,710.0,,,320.0,2500.0,353.0,738.0,160.0,,21.0,645.0,-1.0,717.0,800.0,9956.0,,313.0,30.0,1122.0,80.0,30.0,10200.0,57926.0,4958.0,2408.0,,1150.0,820.0,,,499.0,5111.0,6215.0,6857.0,2634.0,5.0,,35.0,,1463.0,400.0,,800.0,320.0,12821.0,-1.0,1541.0,,18690.0,5380.0,,392.0,9.0,-1.0,6059.0,600.0,,-1.0,1243.0,415.0,,3083.0,2000.0,280.0
1991,393.0,,3500.0,187.0,1596.0,417.0,716.0,7683.0,,,220.0,,-1.0,,,70.0,,8452.0,,7100.0,5905.0,768.0,,,297.0,2500.0,226.0,717.0,210.0,,52.0,600.0,-1.0,869.0,800.0,7734.0,,300.0,30.0,1068.0,60.0,27.0,9800.0,62379.0,5228.0,2715.0,,1216.0,930.0,,,400.0,5222.0,5818.0,6053.0,1969.0,10.0,,45.0,,1350.0,498.0,,800.0,340.0,12383.0,-1.0,1968.0,,18660.0,5566.0,,393.0,1.0,-1.0,5650.0,600.0,,-1.0,1093.0,398.0,,3060.0,1800.0,280.0
1992,388.0,300.0,2100.0,192.0,1687.0,501.0,359.0,5691.0,530.0,,210.0,,78.0,,,50.0,250.0,8051.0,,,5857.0,700.0,270.0,14500.0,301.0,2700.0,232.0,762.0,320.0,-1.0,48.0,600.0,-1.0,850.0,782.0,8100.0,400.0,261.0,30.0,1068.0,70.0,32.0,9350.0,63295.0,5190.0,2660.0,6000.0,1250.0,950.0,300.0,-1.0,400.0,4900.0,5955.0,6054.0,1594.0,25.0,7818.0,27.0,348.0,1278.0,536.0,7900.0,800.0,365.0,,-1.0,2162.0,1800.0,20050.0,5935.0,1000.0,388.0,1.0,-1.0,5261.0,500.0,,-1.0,856.0,405.0,3330.0,3077.0,1900.0,280.0
1993,402.0,314.0,1800.0,200.0,1830.0,586.0,330.0,5761.0,543.0,1358.0,218.0,,93.0,,3470.0,80.0,600.0,8093.0,,,6262.0,630.0,275.0,6500.0,309.0,2730.0,237.0,833.0,625.0,-1.0,36.0,620.0,-1.0,887.0,828.0,8843.0,300.0,247.0,28.0,1068.0,96.0,30.0,9000.0,60465.0,5277.0,2600.0,6500.0,1000.0,1000.0,300.0,-1.0,400.0,,5780.0,7296.0,1550.0,40.0,6000.0,51.0,420.0,1116.0,570.0,9000.0,800.0,380.0,,-1.0,1972.0,1800.0,20730.0,6270.0,2500.0,26402.0,5.0,26000.0,5229.0,387.0,-1.0,-1.0,989.0,429.0,1100.0,1626.0,1900.0,280.0
1994,429.0,309.0,1600.0,180.0,1881.0,744.0,413.0,4977.0,504.0,1626.0,220.0,,100.0,,3436.0,100.0,400.0,8036.0,,,6613.0,474.0,283.0,9500.0,313.0,2920.0,231.0,1075.0,815.0,-1.0,15.0,650.0,-1.0,891.0,1100.0,8900.0,100.0,331.0,60.0,1068.0,60.0,30.0,8610.0,46204.0,5541.0,2600.0,6000.0,947.0,1030.0,350.0,-1.0,400.0,,5737.0,7425.0,1580.0,50.0,5894.0,55.0,525.0,1137.0,600.0,9100.0,800.0,390.0,,153.0,2100.0,1800.0,19760.0,6990.0,1350.0,30429.0,13.0,30000.0,5250.0,436.0,-1.0,-1.0,1007.0,435.0,1040.0,1399.0,2100.0,350.0
1995,391.0,307.0,1318.0,210.0,1839.0,584.0,280.0,7149.0,550.0,1644.0,230.0,,78.0,,3354.0,150.0,400.0,7795.0,,,7350.0,648.0,112.0,6800.0,317.0,3800.0,262.0,834.0,1000.0,-1.0,20.0,700.0,-1.0,894.0,1400.0,8900.0,100.0,250.0,75.0,1248.0,30.0,30.0,8300.0,61259.0,5709.0,2600.0,5500.0,1135.0,1090.0,200.0,-1.0,500.0,,5445.0,7394.0,1650.0,100.0,6625.0,49.0,578.0,1063.0,650.0,9200.0,1200.0,415.0,,206.0,2017.0,2200.0,19460.0,7150.0,2600.0,35391.0,11.0,35000.0,5200.0,456.0,-1.0,-1.0,1023.0,427.0,947.0,1766.0,1900.0,350.0
1996,400.0,300.0,1416.0,210.0,1733.0,637.0,350.0,7193.0,431.0,1834.0,120.0,,100.0,,3097.0,150.0,500.0,7485.0,,,8348.0,600.0,87.0,6600.0,323.0,5265.0,370.0,837.0,1134.0,-1.0,20.0,700.0,-1.0,897.0,1200.0,8100.0,100.0,200.0,70.0,1248.0,68.0,30.0,8050.0,53585.0,5370.0,3000.0,6000.0,983.0,1090.0,336.0,-1.0,500.0,,5226.0,7143.0,1705.0,150.0,6833.0,62.0,642.0,2482.0,680.0,9500.0,1400.0,410.0,,135.0,2173.0,2200.0,19292.0,8570.0,1000.0,40400.0,14.0,40000.0,4500.0,490.0,-1.0,-1.0,1362.0,428.0,1092.0,1548.0,1700.0,350.0
1997,369.0,296.0,1426.0,330.0,1690.0,701.0,446.0,6126.0,710.0,1552.0,110.0,,119.0,,3005.0,150.0,500.0,6924.0,,,8528.0,650.0,44.0,6700.0,319.0,5249.0,380.0,914.0,1304.0,-1.0,20.0,1000.0,-1.0,906.0,1100.0,9271.0,400.0,213.0,90.0,1499.0,5.0,33.0,7800.0,50233.0,5032.0,3000.0,5300.0,1095.0,700.0,685.0,-1.0,500.0,,5200.0,6703.0,1977.0,220.0,5000.0,53.0,716.0,1900.0,600.0,9500.0,1400.0,410.0,,200.0,2458.0,2200.0,17912.0,9050.0,700.0,45369.0,15.0,45000.0,4200.0,390.0,-1.0,-1.0,1466.0,447.0,1304.0,1566.0,1900.0,350.0
1998,445.0,300.0,1432.0,373.0,1584.0,720.0,609.0,6539.0,716.0,1407.0,90.0,,131.0,,2948.0,150.0,500.0,7461.0,,,8407.0,575.0,36.0,7700.0,320.0,5183.0,197.0,910.0,1428.0,-1.0,60.0,1087.0,20.0,906.0,1200.0,9300.0,300.0,190.0,95.0,1531.0,7.0,31.0,7650.0,52614.0,4961.0,3000.0,6000.0,983.0,600.0,883.0,-1.0,500.0,,5140.0,6553.0,2425.0,400.0,5500.0,52.0,833.0,1100.0,300.0,9800.0,1510.0,410.0,,135.0,2606.0,1800.0,18620.0,9200.0,600.0,55445.0,17.0,55000.0,3500.0,330.0,-1.0,-1.0,1202.0,466.0,1475.0,1849.0,2400.0,350.0
1999,463.0,300.0,1624.0,395.0,1610.0,701.0,704.0,6841.0,700.0,1752.0,100.0,,138.0,,2899.0,150.0,300.0,7408.0,,,9265.0,680.0,59.0,7700.0,336.0,5131.0,205.0,891.0,1475.0,700.0,75.0,768.0,20.0,900.0,1400.0,10937.0,400.0,190.0,95.0,1499.0,54.0,35.0,7540.0,58297.0,4397.0,2707.0,6200.0,991.0,552.0,1050.0,-1.0,600.0,,5135.0,6327.0,2271.0,425.0,7000.0,57.0,965.0,800.0,400.0,15000.0,1500.0,430.0,,144.0,2983.0,1800.0,18924.0,9400.0,600.0,60463.0,16.0,60000.0,3300.0,344.0,-1.0,-1.0,2123.0,448.0,1665.0,1855.0,2500.0,350.0
2000,428.0,300.0,2000.0,392.0,1690.0,700.0,610.0,6503.0,600.0,1745.0,102.0,1300.0,39.0,3.0,2863.0,100.0,250.0,6934.0,,,9619.0,700.0,107.0,7500.0,350.0,4845.0,186.0,1084.0,2415.0,800.0,90.0,777.0,21.0,924.0,,11055.0,400.0,384.0,95.0,1458.0,77.0,32.0,7450.0,61967.0,4269.0,3000.0,6000.0,984.0,629.0,1052.0,-1.0,500.0,,3971.0,7090.0,2689.0,500.0,8686.0,52.0,954.0,667.0,200.0,22000.0,1463.0,440.0,,171.0,3053.0,2200.0,19283.0,9465.0,800.0,65428.0,16.0,65000.0,3300.0,362.0,-1.0,,1446.0,440.0,1691.0,1849.0,2500.0,350.0
2001,439.0,300.0,1800.0,440.0,1667.0,919.0,638.0,5699.0,600.0,125.0,105.0,1400.0,14.0,3.0,2245.0,100.0,299.0,6779.0,,,9795.0,531.0,97.0,8000.0,353.0,4516.0,293.0,1303.0,2560.0,1100.0,95.0,855.0,23.0,933.0,,9775.0,400.0,384.0,90.0,1499.0,78.0,31.0,7440.0,65754.0,4000.0,1907.0,6100.0,1066.0,736.0,1360.0,-1.0,446.0,,3856.0,7567.0,2700.0,325.0,8800.0,52.0,944.0,700.0,180.0,27000.0,1570.0,445.0,,174.0,2898.0,2100.0,18494.0,9700.0,1200.0,70439.0,17.0,70000.0,3420.0,180.0,-1.0,,684.0,400.0,1944.0,2124.0,1900.0,359.0
2002,418.0,400.0,1842.0,440.0,1693.0,986.0,643.0,5850.0,600.0,162.0,107.0,1300.0,18.0,4.0,2162.0,100.0,353.0,7339.0,,,9900.0,350.0,78.0,8000.0,360.0,4099.0,311.0,1297.0,1890.0,1100.0,100.0,950.0,25.0,950.0,,8904.0,410.0,311.0,95.0,1086.0,152.0,32.0,7360.0,37962.0,4684.0,2209.0,6000.0,788.0,779.0,1458.0,-1.0,400.0,,3779.0,7816.0,2419.0,350.0,8936.0,49.0,996.0,365.0,151.0,33200.0,1503.0,450.0,,125.0,3000.0,2483.0,19263.0,10000.0,1100.0,75418.0,9.0,75000.0,3300.0,111.0,-1.0,,1245.0,403.0,1530.0,2406.0,1900.0,367.0
