,Ukraine,Georgia,India,Zimbabwe,Yemen,Belarus,Morocco,Cameroon,Poland,Germany,Armenia,Tunisia,Italy,Syrian Arab Republic,Brazil,Israel,Réunion,United Kingdom,China,Yugoslav SFR,Ireland,Malta,Greece,Afghanistan,Libya,Albania,Portugal,Iran (Islamic Republic of),Uzbekistan,Hungary,Japan,New Zealand,Bulgaria,Australia & New Zealand,Australia,France,Egypt,Algeria,Finland,"China, mainland",Lao People's Democratic Republic,Turkey,Lithuania
1971,-1.0,-1.0,1200.0,-1.0,-1.0,-1,150.0,-1.0,5100.0,-1.0,-1.0,100.0,2500.0,3874.0,-1,-1.0,120.0,2000.0,-1.0,-1.0,-1,2715.0,-1.0,25800.0,610.0,-1,2500.0,43000.0,-1.0,-1.0,11500.0,300.0,1801.0,300.0,-1,2000.0,-1.0,-1.0,-1.0,-1.0,4800.0,21800.0,-1.0
1972,-1.0,-1.0,1300.0,-1.0,-1.0,-1,150.0,-1.0,3000.0,-1.0,-1.0,200.0,3900.0,6181.0,-1,-1.0,200.0,2000.0,-1.0,-1.0,-1,2694.0,-1.0,31900.0,0.0,-1,2500.0,44000.0,-1.0,-1.0,17400.0,300.0,1945.0,300.0,-1,2000.0,-1.0,-1.0,-1.0,-1.0,5000.0,21000.0,-1.0
1973,-1.0,-1.0,1300.0,-1.0,-1.0,-1,250.0,-1.0,9300.0,-1.0,-1.0,200.0,10500.0,5833.0,-1,-1.0,300.0,2000.0,-1.0,-1.0,-1,3132.0,-1.0,33100.0,-1.0,-1,2500.0,46000.0,-1.0,-1.0,14000.0,300.0,2171.0,300.0,-1,2000.0,-1.0,-1.0,-1.0,-1.0,5000.0,20000.0,-1.0
1974,-1.0,-1.0,1000.0,-1.0,-1.0,-1,250.0,-1.0,2600.0,-1.0,-1.0,300.0,6000.0,8238.0,-1,-1.0,350.0,2000.0,-1.0,-1.0,-1,1665.0,-1.0,33400.0,-1.0,-1,3000.0,48000.0,-1.0,-1.0,15600.0,300.0,2157.0,300.0,-1,2000.0,-1.0,-1.0,-1.0,-1.0,5100.0,25850.0,-1.0
1975,-1.0,-1.0,1000.0,-1.0,-1.0,-1,200.0,-1.0,6100.0,-1.0,-1.0,300.0,2000.0,5411.0,-1,-1.0,391.0,3100.0,-1.0,-1.0,-1,2909.0,-1.0,33500.0,-1.0,-1,3000.0,51000.0,-1.0,-1.0,14400.0,300.0,2490.0,300.0,-1,2000.0,-1.0,-1.0,-1.0,-1.0,4800.0,27300.0,-1.0
1976,-1.0,-1.0,1200.0,-1.0,-1.0,-1,200.0,-1.0,11100.0,-1.0,-1.0,310.0,2200.0,10006.0,-1,-1.0,391.0,3100.0,-1.0,-1.0,-1,1566.0,-1.0,31400.0,-1.0,-1,3000.0,56000.0,-1.0,-1.0,16700.0,300.0,2844.0,300.0,-1,2000.0,-1.0,-1.0,-1.0,-1.0,5000.0,30200.0,-1.0
1977,-1.0,-1.0,1200.0,-1.0,-1.0,-1,200.0,-1.0,13526.0,-1.0,-1.0,310.0,2200.0,10427.0,-1,300.0,410.0,2900.0,-1.0,-1.0,-1,1259.0,-1.0,18600.0,-1.0,-1,3500.0,60000.0,-1.0,-1.0,6700.0,350.0,1900.0,350.0,-1,2000.0,-1.0,-1.0,-1.0,-1.0,4500.0,32000.0,-1.0
1978,-1.0,-1.0,1300.0,-1.0,-1.0,-1,200.0,-1.0,12186.0,-1.0,-1.0,320.0,2200.0,13452.0,-1,600.0,420.0,3100.0,-1.0,-1.0,-1,2148.0,100.0,27200.0,-1.0,-1,3500.0,61000.0,-1.0,-1.0,13700.0,350.0,2400.0,350.0,-1,2000.0,-1.0,-1.0,-1.0,-1.0,4200.0,26000.0,-1.0
1979,-1.0,-1.0,1500.0,-1.0,-1.0,-1,200.0,-1.0,13098.0,-1.0,-1.0,330.0,3200.0,14715.0,-1,300.0,440.0,3200.0,-1.0,40.0,-1,2490.0,100.0,26000.0,-1.0,-1,4277.0,56000.0,-1.0,-1.0,17600.0,350.0,2060.0,350.0,-1,2000.0,-1.0,-1.0,-1.0,-1.0,5000.0,25000.0,-1.0
1980,-1.0,-1.0,1300.0,-1.0,-1.0,-1,200.0,300.0,12650.0,-1.0,-1.0,340.0,4000.0,16772.0,-1,300.0,450.0,0.0,-1.0,80.0,-1,2364.0,100.0,26800.0,-1.0,-1,4486.0,60000.0,-1.0,-1.0,14200.0,400.0,498.0,400.0,-1,2000.0,-1.0,-1.0,-1.0,-1.0,6000.0,25300.0,-1.0
1981,-1.0,-1.0,1300.0,-1.0,-1.0,-1,200.0,300.0,7944.0,-1.0,-1.0,500.0,5000.0,16826.0,-1,500.0,450.0,0.0,-1.0,20.0,-1,3726.0,100.0,26500.0,-1.0,-1,3810.0,66000.0,-1.0,442.0,3800.0,450.0,20.0,450.0,-1,2000.0,-1.0,-1.0,-1.0,-1.0,6200.0,25500.0,-1.0
1982,-1.0,-1.0,1200.0,-1.0,-1.0,-1,200.0,600.0,18879.0,-1.0,-1.0,900.0,5000.0,19307.0,-1,200.0,460.0,0.0,-1.0,20.0,-1,2922.0,100.0,25600.0,-1.0,-1,4000.0,72000.0,-1.0,336.0,16500.0,500.0,140.0,500.0,-1,2000.0,-1.0,-1.0,-1.0,-1.0,6500.0,26000.0,-1.0
1983,-1.0,-1.0,1200.0,-1.0,-1.0,-1,200.0,800.0,24395.0,-1.0,-1.0,1700.0,5000.0,21900.0,-1,-1.0,500.0,0.0,-1.0,20.0,-1,3614.0,100.0,24900.0,-1.0,-1,3811.0,78000.0,-1.0,324.0,7210.0,500.0,283.0,500.0,-1,2000.0,-1.0,-1.0,-1.0,-1.0,7000.0,25500.0,-1.0
1984,-1.0,-1.0,1200.0,50.0,-1.0,-1,200.0,1000.0,20085.0,-1.0,-1.0,2000.0,5000.0,19700.0,-1,-1.0,510.0,0.0,-1.0,20.0,-1,3500.0,100.0,23900.0,-1.0,-1,3850.0,84000.0,-1.0,342.0,15100.0,500.0,200.0,500.0,-1,2000.0,-1.0,-1.0,-1.0,-1.0,7400.0,25000.0,-1.0
1985,-1.0,-1.0,1000.0,70.0,-1.0,-1,200.0,1000.0,11400.0,-1.0,-1.0,2500.0,8500.0,25391.0,-1,-1.0,500.0,0.0,3000.0,10.0,-1,4000.0,100.0,22900.0,-1.0,-1,1900.0,95731.0,-1.0,305.0,10300.0,450.0,200.0,450.0,-1,2000.0,-1.0,-1.0,-1.0,3000.0,7800.0,24500.0,-1.0
1986,-1.0,-1.0,1000.0,70.0,-1.0,-1,200.0,1500.0,14390.0,-1.0,-1.0,3900.0,7050.0,23200.0,-1,-1.0,500.0,0.0,3000.0,60.0,-1,3000.0,100.0,23300.0,-1.0,-1,4040.0,102402.0,-1.0,390.0,14500.0,420.0,200.0,420.0,-1,2000.0,50.0,-1.0,-1.0,3000.0,8000.0,24500.0,-1.0
1987,-1.0,-1.0,1000.0,50.0,-1.0,-1,200.0,1500.0,427.0,-1.0,-1.0,4000.0,18000.0,16359.0,-1,-1.0,510.0,-1.0,2600.0,20.0,-1,2000.0,3100.0,19900.0,-1.0,-1,4445.0,106017.0,-1.0,410.0,10900.0,740.0,129.0,740.0,-1,2000.0,100.0,-1.0,-1.0,2600.0,7000.0,24000.0,-1.0
1988,-1.0,-1.0,1000.0,65.0,-1.0,-1,200.0,1800.0,4414.0,-1.0,-1.0,2900.0,7300.0,26900.0,-1,-1.0,510.0,-1.0,2800.0,0.0,-1,1500.0,4500.0,20200.0,-1.0,-1,4100.0,111921.0,-1.0,412.0,10300.0,850.0,291.0,850.0,-1,-1.0,150.0,-1.0,-1.0,2800.0,6500.0,26000.0,-1.0
1989,-1.0,-1.0,1000.0,70.0,-1.0,-1,200.0,1800.0,6073.0,-1.0,-1.0,3000.0,6400.0,15400.0,-1,-1.0,520.0,-1.0,3000.0,-1.0,-1,1325.0,4500.0,20300.0,-1.0,-1,4550.0,142216.0,-1.0,468.0,12800.0,600.0,300.0,600.0,-1,-1.0,300.0,-1.0,-1.0,3000.0,7000.0,24000.0,-1.0
1990,-1.0,-1.0,1065.0,75.0,-1.0,-1,162.0,2000.0,2346.0,-1.0,-1.0,2950.0,4500.0,20000.0,-1,0.0,527.0,-1.0,3600.0,0.0,-1,1300.0,4000.0,20261.0,0.0,-1,4700.0,156035.0,-1.0,434.0,13000.0,800.0,0.0,800.0,-1,0.0,313.0,10000.0,-1.0,3600.0,7500.0,22500.0,-1.0
1991,-1.0,-1.0,836.0,80.0,-1.0,-1,279.0,2138.0,3294.0,8500.0,-1.0,5600.0,5000.0,19000.0,-1,0.0,533.0,-1.0,6000.0,0.0,-1,1201.0,4400.0,20913.0,0.0,-1,4700.0,166555.0,-1.0,600.0,12400.0,1100.0,0.0,1100.0,-1,0.0,513.0,15000.0,-1.0,6000.0,8000.0,23000.0,-1.0
1992,-1.0,-1.0,891.0,65.0,-1.0,-1,276.0,2031.0,9244.0,4875.0,7400.0,5600.0,4312.0,16000.0,-1,0.0,540.0,-1.0,12000.0,-1.0,-1,1095.0,4500.0,20700.0,0.0,-1,4500.0,185000.0,-1.0,800.0,9040.0,1350.0,-1.0,1350.0,-1,0.0,500.0,14953.0,-1.0,12000.0,9000.0,19700.0,-1.0
1993,-1.0,-1.0,948.0,70.0,-1.0,-1,276.0,2500.0,12831.0,4000.0,2700.0,5600.0,3856.0,13500.0,-1,0.0,452.0,-1.0,15000.0,-1.0,-1,988.0,3900.0,20500.0,-1.0,-1,4180.0,190000.0,-1.0,1000.0,11500.0,1850.0,-1.0,1850.0,-1,-1.0,700.0,13500.0,-1.0,15000.0,9500.0,19500.0,-1.0
1994,-1.0,-1.0,1008.0,70.0,-1.0,-1,275.0,2725.0,8563.0,4200.0,7100.0,5600.0,4000.0,15000.0,-1,0.0,300.0,-1.0,25000.0,-1.0,-1,1000.0,4000.0,20700.0,-1.0,-1,4500.0,195000.0,-1.0,1200.0,6580.0,1900.0,-1.0,1900.0,-1,-1.0,750.0,11000.0,-1.0,25000.0,10000.0,19700.0,-1.0
1995,-1.0,-1.0,1056.0,70.0,-1.0,-1,275.0,3000.0,12000.0,3800.0,8100.0,5600.0,4139.0,14600.0,-1,0.0,392.0,-1.0,30000.0,-1.0,-1,752.0,3800.0,21390.0,-1.0,-1,4300.0,200000.0,-1.0,1500.0,12000.0,2000.0,-1.0,2000.0,-1,-1.0,760.0,10000.0,-1.0,30000.0,8000.0,19400.0,-1.0
1996,-1.0,-1.0,1100.0,70.0,-1.0,-1,274.0,3132.0,13400.0,4100.0,8700.0,5600.0,3930.0,14300.0,-1,0.0,376.0,-1.0,40000.0,-1.0,-1,500.0,4000.0,22341.0,-1.0,-1,4000.0,201803.0,-1.0,1800.0,11000.0,2000.0,-1.0,2000.0,-1,-1.0,780.0,9441.0,-1.0,40000.0,7000.0,19400.0,-1.0
1997,-1.0,-1.0,1200.0,67.0,-1.0,-1,273.0,3500.0,14700.0,2300.0,6500.0,5600.0,3597.0,14200.0,-1,0.0,362.0,-1.0,50000.0,-1.0,-1,502.0,3896.0,23545.0,-1.0,-1,4066.0,192264.0,-1.0,2000.0,11000.0,2000.0,-1.0,2000.0,-1,-1.0,785.0,11595.0,-1.0,50000.0,8000.0,18400.0,-1.0
1998,-1.0,-1.0,1200.0,60.0,2000.0,-1,273.0,3547.0,15100.0,3600.0,10200.0,5600.0,3105.0,14500.0,-1,0.0,356.0,-1.0,60000.0,-1.0,-1,390.0,3858.0,24963.0,-1.0,-1,4033.0,189077.0,-1.0,3000.0,9300.0,2000.0,-1.0,2000.0,-1,-1.0,800.0,8122.0,-1.0,60000.0,9000.0,19600.0,-1.0
1999,-1.0,35000.0,1300.0,70.0,4000.0,-1,272.0,4000.0,9000.0,4500.0,7100.0,5600.0,3897.0,14925.0,-1,0.0,350.0,-1.0,80000.0,-1.0,-1,300.0,3814.0,26556.0,-1.0,-1,4015.0,180000.0,-1.0,4000.0,11000.0,2000.0,-1.0,2000.0,-1,-1.0,810.0,8987.0,-1.0,80000.0,9381.0,18200.0,100.0
2000,-1.0,29800.0,1350.0,60.0,6000.0,-1,272.0,3968.0,13700.0,5000.0,7000.0,5600.0,6227.0,14300.0,-1,0.0,344.0,-1.0,75000.0,-1.0,-1,254.0,3765.0,28289.0,-1.0,-1,3997.0,170000.0,15500.0,5000.0,8190.0,2100.0,-1.0,2100.0,-1,-1.0,833.0,9752.0,-1.0,75000.0,9800.0,17300.0,100.0
2001,-1.0,23700.0,1400.0,64.0,4000.0,-1,271.0,4500.0,10300.0,3900.0,14700.0,5600.0,6390.0,13400.0,-1,0.0,355.0,-1.0,90000.0,-1.0,-1,278.0,3712.0,30130.0,-1.0,-1,4200.0,165000.0,16000.0,6000.0,9890.0,2100.0,-1.0,2100.0,-1,-1.0,850.0,9802.0,5.0,90000.0,9500.0,17000.0,100.0
2002,-1.0,16000.0,1461.0,64.0,11000.0,-1,271.0,4362.0,17700.0,3400.0,7200.0,5600.0,5748.0,12700.0,-1,0.0,350.0,-1.0,100000.0,-1.0,-1,276.0,3600.0,32154.0,-1.0,-1,4187.0,167902.0,17000.0,7000.0,10300.0,2200.0,-1.0,2200.0,-1,-1.0,872.0,6350.0,16.0,100000.0,10000.0,15700.0,130.0
2003,6300.0,31030.0,1525.0,64.0,12000.0,-1,270.0,4535.0,4800.0,4138.0,2300.0,5600.0,7488.0,15900.0,-1,0.0,345.0,-1.0,95000.0,-1.0,-1,268.0,3530.0,34082.0,-1.0,-1,4282.0,170000.0,18500.0,8000.0,9240.0,2200.0,-1.0,2200.0,-1,-1.0,893.0,7315.0,10.0,95000.0,9500.0,16900.0,157.0
2004,11000.0,4720.0,1569.0,64.0,8000.0,-1,269.0,4700.0,13000.0,5977.0,2600.0,5600.0,7060.0,9200.0,-1,0.0,341.0,-1.0,100000.0,-1.0,-1,247.0,3458.0,36074.0,-1.0,-1,4366.0,163606.0,19000.0,9000.0,6470.0,2200.0,-1.0,2200.0,-1,-1.0,913.0,7300.0,18.0,100000.0,9604.0,16900.0,140.0
2005,9700.0,26686.0,1623.0,62.0,6000.0,-1,269.0,4879.0,10000.0,4626.0,5000.0,5600.0,7102.0,5700.0,-1,0.0,337.0,-1.0,120000.0,-1.0,-1,241.0,3390.0,37921.0,-1.0,-1,4456.0,162658.0,22000.0,10000.0,6730.0,2200.0,-1.0,2200.0,-1,-1.0,940.0,6974.0,38.0,120000.0,9600.0,16500.0,54.0
2006,6720.0,24400.0,1679.0,65.0,4000.0,-1,268.0,4800.0,11000.0,5452.0,2000.0,5600.0,7100.0,8600.0,-1,0.0,333.0,-1.0,135000.0,-1.0,-1,238.0,3309.0,39672.0,-1.0,-1,4500.0,161505.0,25506.0,11000.0,6100.0,2300.0,-1.0,2300.0,-1,-1.0,983.0,6820.0,21.0,135000.0,10000.0,13615.0,229.0
2007,7700.0,18600.0,1736.0,65.0,2000.0,-1,268.0,5281.0,10000.0,5996.0,833.0,5600.0,7400.0,6600.0,-1,0.0,329.0,-1.0,105000.0,-1.0,-1,225.0,3229.0,41291.0,-1.0,-1,4700.0,174086.0,26000.0,12502.0,5710.0,2350.0,-1.0,2350.0,-1,-1.0,983.0,6636.0,9.0,105000.0,11000.0,14046.0,449.0
2008,10400.0,18000.0,1791.0,65.0,1635.0,-1,267.0,5506.0,10500.0,4303.0,1271.0,5600.0,7300.0,8000.0,-1,0.0,324.0,-1.0,120000.0,-1.0,-1,225.0,3150.0,42741.0,-1.0,-1,4750.0,179157.0,25000.0,15097.0,7110.0,2400.0,-1.0,2400.0,-1,-1.0,900.0,6393.0,17.0,120000.0,11000.0,15696.0,745.0
2009,10200.0,6900.0,1848.0,70.0,2343.0,-1,266.0,5575.0,8500.0,9404.0,854.0,5600.0,7450.0,7600.0,-1,0.0,320.0,-1.0,125000.0,-1.0,-1,230.0,3100.0,43982.0,-1.0,-1,4830.0,185851.0,27200.0,15481.0,6650.0,2427.0,-1.0,2427.0,-1,9769.0,1000.0,6150.0,18.0,125000.0,11200.0,19169.0,802.0
2010,11600.0,11900.0,1904.0,77.0,2367.0,-1,265.0,5500.0,10708.0,3964.0,300.0,5600.0,6457.0,7700.0,-1,0.0,300.0,-1.0,131670.0,-1.0,-1,235.0,2987.0,45000.0,-1.0,-1,5003.0,192945.0,30000.0,15000.0,5700.0,2350.0,-1.0,2350.0,-1,9694.0,1007.0,5908.0,10.0,131670.0,11289.0,17117.0,284.0
2011,12300.0,9700.0,1959.0,77.0,2480.0,-1,264.0,6168.0,10862.0,5363.0,600.0,5600.0,6356.0,7061.0,-1,0.0,306.0,-1.0,141138.0,-1.0,-1,237.0,2906.0,45624.0,-1.0,-1,4959.0,200759.0,49200.0,15000.0,5300.0,2331.0,-1.0,2331.0,-1,9795.0,1013.0,5665.0,8.0,141138.0,11428.0,17332.0,300.0
2012,10600.0,13700.0,2016.0,80.0,2320.0,-1,260.0,7000.0,10197.0,4269.0,1000.0,5600.0,7322.0,6226.0,-1,0.0,300.0,-1.0,146109.0,-1.0,-1,250.0,2750.0,46000.0,-1.0,-1,5000.0,208000.0,54700.0,15000.0,3240.0,2300.0,-1.0,2300.0,-1,9844.0,1000.0,5423.0,70.0,146109.0,11600.0,17255.0,300.0
2013,13680.0,10300.0,2071.0,80.0,2250.0,-1,256.0,6775.0,11200.0,6644.0,1300.0,5600.0,7224.0,5680.0,-1,0.0,288.0,-1.0,151199.0,-1.0,-1,239.0,2800.0,46100.0,-1.0,-1,4947.0,220000.0,62000.0,15000.0,4960.0,2293.0,-1.0,2293.0,-1,10316.0,1013.0,5180.0,113.0,151199.0,11664.0,16646.0,300.0
2014,11620.0,9300.0,2128.0,78.0,2397.0,-1,262.0,6899.0,10931.0,6711.0,800.0,5600.0,7294.0,5215.0,-1,0.0,284.0,-1.0,156289.0,-1.0,-1,221.0,2714.0,46196.0,-1.0,-1,4976.0,227944.0,67700.0,15000.0,4510.0,2513.0,-1.0,2513.0,-1,10732.0,1063.0,4937.0,124.0,156289.0,11699.0,15323.0,200.0
