Education - Pupil-teacher ratio in primary education (headcount basis),Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bonaire,Bosnia/Herzegovina,Botswana,Brazil,British Virgin Is,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Rep.,Chad,Channel Islands,Chile,China,"China, Hong Kong","China, Macao",Colombia,Comoros,Congo,"Congo, Dem. Rep.",Cook Islands,Costa Rica,Croatia,Cuba,Curaçao,Cyprus,Czechia,Côte d'Ivoire,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands,Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,"Korea, DPR","Korea, Rep.",Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Northern Mariana Is,Norway,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Pitcairn,Poland,Portugal,Puerto Rico,Qatar,Republic of Moldova,Romania,Russian Federation,Rwanda,Réunion,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre/Miquelon,Saint-Martin,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,St Vincent/Grenadines,Sudan,Suriname,Svalbard/Jan Mayen Is,Swaziland,Sweden,Switzerland,Syrian Arab Republic,TFYR Macedonia,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Is,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,Venezuela,Viet Nam,"Virgin Islands, USA",Wallis and Futuna Is,Western Sahara,Yemen,Zambia,Zimbabwe
2003,,21.4954109191895,27.5329895019531,,12.0757999420166,,15.9011001586914,,,18.8372001647949,18.4301700592041,,13.1815996170044,15.2613897323608,,,,15.8041095733643,15.9386196136475,11.8788299560547,20.750659942627,62.1705017089844,8.90328025817871,,,,,26.0590000152588,21.5675296783447,13.830849647522,12.2495403289795,17.1313304901123,44.6589317321777,49.905689239502,27.9309997558594,56.2374610900879,57.0638008117676,,,,72.1157836914063,,34.0928001403809,21.0530300140381,19.7698402404785,25.9547996520996,,35.8576316833496,65.1710205078125,,15.6527795791626,,17.7256298065186,10.6801099777222,,18.9418506622314,16.7940502166748,42.3566513061523,,,19.018180847168,,23.7348899841309,22.1872692108154,45.5016784667969,31.977029800415,46.7168083190918,,,,,28.1608695983887,16.3478603363037,18.6392307281494,,,36.0401916503906,39.4034118652344,14.5029096603394,14.0477600097656,30.9878196716309,,11.9425601959229,,18.6914405822754,,,,44.9917411804199,,26.5519905090332,,,9.58843040466309,,41.3298797607422,20.2941799163818,23.6098899841309,19.4249706268311,18.6725292205811,,13.192440032959,10.8275003433228,29.6591892242432,19.5565299987793,19.932409286499,18.509729385376,38.0256309509277,26.5067100524902,,30.0979499816895,13.2875604629517,24.4557590484619,30.6359596252441,13.7008199691772,17.3683700561523,46.2362785339356,,,9.16528987884522,15.5544099807739,11.4905595779419,51.6458396911621,,17.5140209197998,18.1583404541016,57.3447303771973,18.1719207763672,,,41.0577812194824,23.0633506774902,,26.6602897644043,,,30.7691097259521,,,28.1763801574707,,32.8140411376953,31.6348400115967,21.8253993988037,35.6592292785645,,,17.7749996185303,34.4703102111816,41.7258796691895,34.8778800964355,,,,19.9089698791504,34.8219604492188,,33.3864593505859,,,27.8430690765381,23.9614391326904,34.9251289367676,,12.6528301239014,11.111029624939,,11.6947603225708,19.1712799072266,17.4946098327637,16.6330699920654,59.9056701660156,,,17.3940200805664,22.2783298492432,,,,,,,46.0481910705566,,14.039999961853,,,,18.3926391601563,12.6503496170044,,,35.3719100952148,,13.8761100769043,23.426549911499,17.5579605102539,,,,31.2041893005371,11.1887502670288,,,20.2280597686768,22.3593997955322,56.8993606567383,,46.8161010742188,35.4516792297363,5.8205099105835,21.7123794555664,18.5013809204102,21.5377502441406,,,15.2100801467896,17.9200000762939,52.3895492553711,19.1118392944336,15.215950012207,17.1049308776855,14.8135595321655,20.8253803253174,21.09375,21.7133407592773,,24.6538105010986,,,,,,38.555908203125
2004,,,26.5110702514648,,12.6528196334839,,14.3299999237061,,17.9522304534912,20.2624092102051,18.4510898590088,,13.1338901519775,14.2714395523071,16.7767391204834,,,15.7676601409912,15.4426603317261,11.5730695724487,23.2318592071533,51.5830001831055,8.58928966522217,,,,,25.8466606140137,21.3867607116699,13.9113302230835,10.880129814148,16.747730255127,48.692928314209,51.2454605102539,26.8658905029297,55.0528411865234,53.9031410217285,,13.3904399871826,,68.7188034057617,,27.2950096130371,,18.7644004821777,24.4313697814941,27.9517192840576,34.9878692626953,82.79541015625,,,22.3457107543945,,10.2408304214478,,17.6072406768799,16.4127407073975,,,34.5482292175293,19.0211906433105,25.2384300231934,23.1324100494385,21.8605995178223,46.1603202819824,,46.6820602416992,,,,,28.1581001281738,15.9558296203613,18.6406593322754,,,,38.5339698791504,,14.1900396347046,32.341121673584,,11.2593898773193,,17.6748600006104,,,30.8892307281494,45.2422218322754,,,,32.9047889709473,10.4732303619385,,,20.1259803771973,22.6044292449951,20.5299396514893,18.1676807403564,,13.200719833374,10.6162395477295,27.5337390899658,19.1508693695068,,17.9326305389404,39.5353889465332,24.6619300842285,,29.02174949646,12.8456296920776,24.2307891845703,31.4255409240723,12.9776802062988,14.4500198364258,42.7308082580566,,,8.71537971496582,14.7232904434204,11.526650428772,52.3801193237305,,17.48583984375,22.7207508087158,52.241870880127,18.7811393737793,,,40.7605094909668,21.986759185791,,28.4715690612793,,,32.8680992126465,,21.2727298736572,27.5514907836914,65.2304077148438,31.9987907409668,33.0909690856934,26.3620700836182,35.8285217285156,,,16.3742694854736,35.0182914733887,43.6949005126953,35.806468963623,11.5,,,,37.4976005554199,,27.6851005554199,24.037410736084,,27.8434505462646,23.3045406341553,34.5315284729004,,,11.571310043335,,,18.9565391540527,17.4765892028809,,62.0297317504883,,,17.4223403930664,22.6866703033447,,,,6.33771991729736,32.0602798461914,,43.204158782959,,13.5144195556641,,,,17.6772499084473,15.096360206604,,,35.5427398681641,,13.931489944458,22.4966106414795,17.2259292602539,,,,32.3101501464844,10.1098899841309,,,19.95458984375,21.5184898376465,58.2737884521484,,50.7139282226563,39.0842895507812,,20.3001194000244,17.5166492462158,20.6063899993896,,,,19.2328796386719,50.0865097045898,18.5975399017334,15.0021800994873,18.0940093994141,14.2110900878906,20.5340900421143,20.1455192565918,20.0102691650391,,23.0269393920898,,,,,53.5489082336426,
2005,,,25.4372100830078,,11.4747200012207,,15.4148902893066,,17.4437294006348,21.1973209381104,18.077600479126,,12.4088401794434,13.4483098983765,,,47.0394287109375,15.1456804275513,16.035530090332,11.4904003143311,23.6234092712402,46.8288993835449,8.33625030517578,31.0515098571777,,,,25.5503692626953,21.0436496734619,14.9381399154663,10.1169700622559,16.2265396118164,47.1763687133789,48.7039794921875,26.0141105651855,53.2114295959473,47.812801361084,,12.8063201904297,88.6269073486328,63.1543807983398,,26.0513305664062,,18.3470001220703,23.2448692321777,28.3483905792236,,,,16.0656890869141,21.3428497314453,17.5257205963135,10.3083696365356,,17.7270603179932,16.2455101013184,,,,18.1907501220703,24.3279304504395,22.8961906433105,25.6326007843018,43.2393417358398,,47.533618927002,,,,,,15.5342397689819,18.5549297332764,,,,36.564640045166,,14.1223297119141,32.8136405944824,,11.0628595352173,,18.2389392852783,,,31.0557708740234,44.8653411865234,,28.0393905639648,,29.141809463501,10.442910194397,,,20.4133605957031,21.7428607940674,,17.865119934082,,13.0188398361206,10.4947204589844,,18.8950500488281,,17.2697296142578,41.975528717041,24.6681995391846,,27.9315891265869,12.0622100830078,24.488410949707,31.478889465332,12.2008695602417,14.5744695663452,41.5873489379883,,,8.62308025360107,14.0700397491455,11.3283700942993,53.5878982543945,,16.8952693939209,20.0808506011963,54.3882904052734,18.4054698944092,,,40.3249702453613,22.3398990631104,,28.3176002502441,,,34.2334403991699,,20.3600006103516,27.0995292663574,66.3396224975586,30.9049892425537,30.8242206573486,27.8769207000732,39.7115287780762,,,16.2743892669678,33.5578193664551,43.6768684387207,36.9099884033203,,,,,38.3394088745117,,24.5194797515869,24.2325496673584,,,23.0281295776367,35.0737686157227,,11.5433797836304,10.5250196456909,,11.1132097244263,17.9509696960449,16.993200302124,16.7451705932617,68.9519424438477,,,17.6388893127441,21.9692497253418,,,,,30.7757606506348,11.3345804214478,41.6713714599609,,13.7168397903442,,,,17.5073299407959,15.132550239563,,,31.3926200866699,,13.7507801055908,21.923999786377,,,18.6156196594238,,32.8728713989258,10.0503797531128,,,19.3787803649902,21.326789855957,55.8554191589356,,,33.5953598022461,,20.3003597259521,16.5458602905273,19.9875297546387,,,,,51.7317886352539,18.7037601470947,15.230770111084,17.4735908508301,14.1297197341919,20.1519393920898,19.9486598968506,,,21.5556507110596,,,,,56.4790382385254,
2006,42.3260192871094,,24.4838409423828,,10.4891004562378,,16.9887599945068,,17.1849002838135,21.2416095733643,18.1643390655518,,12.2329196929932,12.496000289917,15.3837299346924,,47.5390090942383,,16.0240497589111,11.2831697463989,22.9385299682617,43.6233787536621,8.25043964385986,29.1821308135986,,,,25.3932495117188,,15.0670099258423,12.5131702423096,15.7121095657349,45.8314208984375,54.1852188110352,25.3688507080078,50.4227485656738,44.6942481994629,,12.1014003753662,,62.7230796813965,,25.735969543457,18.2519207000732,17.7590007781982,21.4836101531982,28.183219909668,,54.796630859375,,,19.7072792053223,17.0607109069824,9.97784042358398,,16.4626407623291,15.6576795578003,46.108959197998,,33.6326713562012,17.2379093170166,22.5108509063721,22.5150604248047,26.0011806488037,40.0999488830566,,47.2393989562988,10.589280128479,,,,,15.0094003677368,18.6707096099854,,,,38.4781188964844,,13.9637498855591,35.3893203735352,,10.5357303619385,,,,,30.9525108337402,44.4599189758301,62.2341117858887,,,27.9289302825928,10.247859954834,,,19.0000705718994,21.8482093811035,,17.2022495269775,,13.3466596603394,10.554030418396,,18.706859588623,,16.7706203460693,41.5402488708496,26.546199798584,,26.6245098114014,10.142749786377,23.841739654541,31.0316600799561,11.7623500823975,14.2219400405884,40.7808609008789,27.9746799468994,,8.3843297958374,13.6449604034424,11.1034202575684,48.1434097290039,,15.6551103591919,16.4178695678711,52.7602500915527,17.9528198242188,,,41.4121894836426,21.6839904785156,,28.0039691925049,,,33.0100517272949,,16.9333305358887,26.95751953125,67.2605361938477,29.9012908935547,31.4475803375244,26.788459777832,,,,15.8859796524048,33.2727012634277,39.984130859375,40.4173011779785,,,,,39.0053482055664,,32.3483009338379,24.5048007965088,,,21.8815593719482,34.5941696166992,,11.2345399856567,10.6009302139282,,10.6833896636963,17.0461502075195,16.8054103851318,17.1469707489014,65.9330520629883,,,,23.5283794403076,,,,,,,38.5309982299805,,12.9219703674316,,,,17.2009601593018,15.1887302398682,,,33.0469589233398,,13.5826501846313,23.4755802154541,,,15.9867000579834,,33.2589111328125,9.9662504196167,,,19.1269092559814,22.1781597137451,52.4083404541016,18.2657699584961,,37.5628318786621,,22.2907905578613,,19.1413803100586,,,,,49.0473289489746,17.1245307922363,15.4768695831299,18.0804500579834,13.8078699111938,19.6445198059082,19.3833198547363,,,20.6947002410889,,,,,57.0062599182129,
2007,42.7703018188477,,23.931640625,,10.2476902008057,41.0124015808106,16.0618591308594,21.503719329834,16.360279083252,19.3076000213623,17.4175090789795,,11.8620300292969,11.61559009552,15.3396701812744,,44.754940032959,14.5421800613403,15.9670095443726,11.2027101516724,22.8827209472656,,,,,,,25.2226505279541,23.8582801818848,14.1581401824951,12.6714401245117,15.9371099472046,47.6574516296387,51.9983291625977,24.8583602905273,50.8791007995606,44.4305381774902,,11.062689781189,,60.3792495727539,,25.1116790771484,17.6820297241211,16.9405307769775,20.3535194396973,29.519739151001,,58.480110168457,38.2954292297363,16.2479991912842,19.4939994812012,16.6937808990479,9.64855003356934,,15.6302404403687,18.7278003692627,41.0037612915039,,35.4834098815918,17.3206405639648,23.8806705474853,22.5656604766846,27.084020614624,39.6723403930664,,47.8660011291504,12.8270597457886,,,,,15.0338697433472,18.950159072876,,,,35.1564598083496,,13.6284303665161,31.989860534668,,10.2888698577881,,15.7669296264648,,,30.4530792236328,45.3644218444824,,26.1785297393799,,,10.0551595687866,,,18.8159294128418,21.7850608825684,16.9554500579834,15.9398403167725,,13.1413497924805,10.3259496688843,,18.4874095916748,,16.5296001434326,41.9524192810059,24.6697998046875,,25.5944595336914,9.61009979248047,24.2313995361328,30.1245403289795,11.0424098968506,14.2501697540283,37.2001304626465,,,7.12380981445313,13.2632999420166,11.0839004516602,48.7324981689453,78.1220397949219,14.9844102859497,14.5163202285767,51.6688499450684,16.8515205383301,,,42.5148086547852,21.5050506591797,,27.9903907775879,,,31.5982608795166,,16.0322608947754,27.3846797943115,64.7957077026367,29.1133594512939,29.9457397460937,19.9193496704102,40.0175399780273,,,15.6840496063232,30.5554695129395,39.6731605529785,46.0898284912109,,,,,39.951358795166,,30.0783405303955,24.5380897521973,,,21.793270111084,33.6683692932129,,10.6365299224854,11.7255201339722,,11.1104402542114,16.2543506622314,16.5413303375244,17.1210403442383,69.2860107421875,,,16.5914001464844,22.7327098846436,,,32.8184814453125,,,11.2268896102905,34.2097587585449,17.0404491424561,12.4669504165649,,20.4233207702637,,15.3465595245361,17.6481800079346,,35.5191917419434,33.1910705566406,,12.8264999389648,23.8073997497559,17.0718097686768,,13.2342796325684,,32.4413414001465,9.80459976196289,,,18.2842903137207,21.6094303131104,53.0876617431641,17.7173805236816,,39.1379203796387,,25.4015007019043,15.9395399093628,18.1528606414795,,,,,49.5638694763184,16.3381309509277,17.1902198791504,17.2442607879639,13.7955598831177,15.5097703933716,18.2420806884766,23.7544002532959,,20.436429977417,,,,,55.3534507751465,
2008,43.7298202514648,19.4078006744385,23.2305202484131,,10.0267896652222,,14.1228103637695,17.1288890838623,17.2296905517578,,17.2918796539307,,11.6293201446533,11.296010017395,15.7878303527832,,43.729190826416,13.4564199447632,15.3271903991699,11.1789999008179,22.6159191131592,44.5530090332031,,29.8789100646973,,,,25.084939956665,23.0246696472168,,12.5521602630615,16.0712699890137,48.9215507507324,,24.3611106872559,48.5371284484863,46.035270690918,,12.0906095504761,100.236488342285,62.4015312194824,,24.6402397155762,17.5545196533203,16.547290802002,18.2447605133057,29.3957004547119,30.1533203125,51.8047714233398,39.0203399658203,16.2580604553223,18.9745292663574,16.0288391113281,9.61042022705078,,14.7529897689819,18.4750308990479,41.8902015686035,,34.0344009399414,16.738000869751,19.6224899291992,,,32.6112403869629,27.9651699066162,42.9536285400391,12.1525802612305,62.2829284667969,,,26.0327491760254,14.3940000534058,19.0374908447266,,,,34.3647499084473,8.68000984191895,13.4974298477173,32.2401390075684,16.6373100280762,,,22.5577201843262,,,29.4254493713379,44.1111793518066,,25.5604190826416,,33.3436508178711,10.4176597595215,,,20.6885204315186,21.3300304412842,,15.8621702194214,,13.0257701873779,,,18.2828807830811,,16.6342296600342,43.5167198181152,24.9969005584717,,24.0670108795166,9.11151027679443,24.1971092224121,30.4937896728516,11.1117496490479,14.2147798538208,35.0447692871094,24.2787704467773,,6.5,12.9986600875855,11.9084196090698,47.155330657959,78.4055709838867,14.4423704147339,13.2587995529175,51.4371910095215,17.5209407806396,,,37.2279205322266,21.6600494384766,,28.0241603851318,,,31.1493396759033,,,26.532039642334,63.9992218017578,28.814079284668,29.406810760498,22.3928604125977,37.8165512084961,,,15.3171997070313,29.1922798156738,40.7185287475586,,,,,,40.668571472168,,29.0043907165527,24.2380199432373,,,20.8770694732666,33.7417984008789,,9.94155025482178,11.2632503509521,,12.503680229187,15.8620100021362,15.8602199554443,17.4469890594482,67.7305297851563,,,16.1446399688721,21.4090003967285,,,,6.34274005889893,,10.7532300949097,36.4351387023926,16.588529586792,13.0507497787476,,19.3046092987061,,16.6138706207275,17.4406700134277,,,32.712818145752,,12.4238796234131,23.4954490661621,16.9563293457031,,15.9862203598022,,,9.55123043060303,,,17.2769908905029,22.6743202209473,52.3891983032227,15.9921798706055,,41.3255500793457,,25.063159942627,17.1578407287598,17.2807102203369,,,,,49.9258918762207,15.8165102005005,,18.2699909210205,13.6890802383423,15.0099802017212,17.6054592132568,,,19.9267406463623,,,,,54.1764106750488,
2009,42.8363914489746,20.1779308319092,22.999870300293,,10.3325595855713,,14.4545497894287,16.2244606018066,,,17.0859107971191,,11.3631401062012,11.0834197998047,12.994779586792,,45.7584381103516,14.1424999237061,15.1409101486206,11.1409397125244,22.6361293792725,44.868091583252,,27.7022094726563,,,,25.5148906707764,22.6441097259521,13.4827604293823,11.949990272522,17.3138999938965,48.900260925293,51.3612098693848,23.9414100646973,49.0753784179688,46.3156890869141,,,94.6125717163086,61.0196113586426,,23.0095691680908,17.2156295776367,15.8538999557495,17.3394298553467,29.3090801239014,,64.3806228637695,37.3254699707031,15.2677202224731,18.4043502807617,14.7845897674561,9.43832969665527,,14.2405004501343,18.5008392333984,42.1274185180664,,34.1401405334473,16.1392192840576,25.1897201538086,,27.2091903686523,31.0044097900391,24.2189197540283,38.4682083129883,11.8976202011108,57.940601348877,,,,13.6464195251465,18.7293796539307,,,,,8.92049980163574,13.0022497177124,33.1117706298828,16.0344791412354,,,17.0915699005127,,,27.940580368042,43.6870498657227,,25.5606307983398,,33.8764495849609,10.4966602325439,,,19.7761306762695,20.4883995056152,,15.8115301132202,,13.0678100585938,,,18.0531196594238,,16.4068908691406,43.4431190490723,,21.9999694824219,22.3829898834229,8.56188011169434,24.0316600799561,29.153190612793,10.4477796554565,13.9463701248169,33.7572784423828,27.3614807128906,,6.50304985046387,12.8074398040771,,47.903190612793,80.6799468994141,13.1352100372314,12.6773595809937,50.1455802917481,,,,39.067699432373,21.6212005615234,,28.116720199585,,,30.3610591888428,,13.1081104278564,26.6096000671387,61.2893600463867,28.4190292358398,30.1065406799316,,33.3090515136719,,,14.6081495285034,,38.832160949707,,,,,,39.6878318786621,,27.9573402404785,23.624849319458,,,20.1571598052978,31.4357204437256,,9.61028003692627,11.2495403289795,11.6598701477051,11.2201700210571,15.7479095458984,15.8261995315552,18.0629596710205,68.2994079589844,,,14.2979698181152,19.9673595428467,,,31.6912403106689,6.22221994400024,26.1727294921875,11.4319295883179,34.6562881469727,16.1840190887451,13.8205099105835,,17.4392890930176,,15.7191801071167,17.1558494567871,,,33.5781211853027,,12.6221599578857,23.1492500305176,16.9613208770752,,15.3839797973633,,31.6482906341553,9.34008979797363,,,16.3984508514404,23.2459392547607,53.7045707702637,,29.7768402099609,43.5092506408691,,24.5867595672607,17.5794296264648,16.9782390594482,,,,,49.2812194824219,15.5827798843384,15.6001596450806,17.9619808197021,13.8721504211426,13.9862403869629,17.1157398223877,,,19.5221996307373,,,,,,
2010,44.4170913696289,19.7020797729492,23.3280296325684,,9.64017963409424,45.5865097045898,14.4642896652222,15.0656003952026,,,16.82253074646,,11.0283098220825,11.0422201156616,14.145299911499,,42.9747581481934,13.0074596405029,14.9661598205566,11.0342903137207,22.2433490753174,46.3917999267578,7.35691022872925,25.8960609436035,,,,,22.1660900115967,13.2272701263428,11.348819732666,17.4900894165039,52.3998794555664,50.6021003723145,23.6404094696045,48.4495697021484,45.7947387695313,,,84.3202667236328,62.203929901123,,23.4115390777588,16.8437595367432,15.1648502349854,16.0596103668213,28.1310691833496,,49.145679473877,37.0130996704102,14.9674797058105,17.8516998291016,14.2560901641846,9.12864971160889,,13.7530698776245,18.7071304321289,,,,16.0196895599365,25.531379699707,23.1293697357178,27.7343692779541,,27.1673603057861,37.9589881896973,11.7234497070313,54.058521270752,,,,14.0305595397949,17.766429901123,,,,37.4816703796387,,12.6838302612305,,,,,16.0552291870117,,,26.8671798706055,42.186149597168,51.9251518249512,24.6194496154785,,,10.5785703659058,,,19.0116996765137,,,15.8037595748901,,13.0587701797485,,,17.7727508544922,,16.2477607727051,,,,20.9179706573486,8.37512016296387,24.2843608856201,28.8320693969727,11.8849000930786,14.141900062561,33.7748489379883,,,6.1335301399231,12.8483896255493,9.29397964477539,40.1419105529785,79.2717208862305,12.601149559021,11.700719833374,50.3982582092285,14.2934799194336,,,37.1518592834473,21.4605293273926,,28.1467208862305,,,30.239070892334,,,26.2371501922607,58.4896087646484,28.2162990570068,29.7784194946289,,31.9186706542969,,,14.4884996414185,30.2163791656494,38.6144485473633,37.5531883239746,,,,,40.4515800476074,,27.8011207580566,23.4581203460693,,,19.6816596984863,,,9.31659030914307,10.8293504714966,11.6596403121948,12.0318698883057,15.4145202636719,16.1126003265381,,64.6186676025391,,,14.1196403503418,18.5375804901123,,,30.2360401153564,6.46310997009277,,11.1543598175049,33.6517906188965,16.3544502258301,12.5470304489136,,,,15.2404203414917,17.0168800354004,19.9162693023682,,32.6897201538086,,12.4014501571655,23.9143695831299,16.2739601135254,,14.9465198516846,,32.3244018554688,9.53888034820557,,,15.9388399124146,25.1814498901367,50.7627410888672,16.2581005096436,30.1987705230713,40.5730590820312,,24.8862590789795,,17.1154308319092,,,,,48.576000213623,15.6578903198242,16.8335704803467,17.5270595550537,13.5908403396606,13.7940301895142,17.7621307373047,21.6644191741943,,19.9017505645752,,,,30.8107795715332,52.9850692749023,
2011,43.5191497802734,19.8691692352295,23.2690296173096,,9.84527015686035,42.5430603027344,14.8288297653198,14.5120296478271,,,15.0860900878906,,10.8939800262451,11.1644496917725,,12.1159000396729,40.2114791870117,13.0866298675537,14.9636697769165,11.1892404556274,21.8992099761963,44.2006683349609,8.94443988800049,25.3784503936768,15.8849296569824,,,,21.2850704193115,11.9315595626831,11.3356599807739,17.4620800018311,52.686408996582,48.3114318847656,23.2553806304932,47.2916297912598,45.4377288818359,,12.0757598876953,81.3105087280274,62.5905609130859,,21.9740295410156,16.7884101867676,14.7997398376465,14.8470697402954,27.5796508789062,27.7467308044434,47.0928916931152,37.3709411621094,15.9059801101685,17.3420791625977,13.83131980896,9.11032962799072,,13.4415302276611,18.8212604522705,48.8462104797363,,35.2351188659668,15.9256401062012,25.4585494995117,21.9788093566895,,29.285680770874,27.9077491760254,40.464298248291,11.7828998565674,55.0692901611328,,,30.7597103118896,13.6709403991699,17.5182991027832,,,24.5309791564941,37.6185417175293,,11.8241500854492,31.0422306060791,,,,,,,26.2891006469727,44.0814094543457,,24.5917205810547,,,10.5392198562622,9.7007303237915,35.1546287536621,18.9804000854492,,,15.5706901550293,,12.5025596618652,,23.3935394287109,17.4956092834473,,16.3579502105713,,,,19.049409866333,8.60900974273682,24.916389465332,26.8085193634033,11.4135999679565,14.2309703826904,33.8756408691406,26.8343105316162,,7.8365797996521,12.4120502471924,8.99283027648926,43.2448616027832,76.0735702514648,12.3244695663452,12.275110244751,48.4733505249023,12.611310005188,,,39.2944297790527,20.3592395782471,,28.1119899749756,,,29.3232097625732,,,26.415319442749,55.4196281433106,,,,29.6141300201416,11.5583200454712,,14.550479888916,,39.0020790100098,,,,,,39.8326416015625,,25.6431903839111,23.0111999511719,,,19.56369972229,,,10.1553602218628,11.1004295349121,12.0511302947998,11.2795400619507,15.3187999725342,17.3667392730713,,58.0943908691406,,,13.0566396713257,17.6414604187012,,,,6.40573978424072,29.7971305847168,11.0106201171875,32.9396286010742,15.4810199737549,13.2545700073242,31.3312301635742,,,15.0784101486206,16.7077007293701,19.5272808074951,,32.5966606140137,49.8998413085937,12.3987598419189,24.0657196044922,,,14.314959526062,,30.4911003112793,9.26630020141602,,,,23.2745609283447,,15.7845697402954,31.3548107147217,40.9476699829102,,24.1260604858398,,17.35205078125,,,,,47.776008605957,15.833459854126,17.0339698791504,17.2653999328613,14.2852201461792,,15.624400138855,,,19.6315498352051,,,,30.2527904510498,55.8619499206543,
2012,44.6774291992188,19.4829807281494,23.1594200134277,,9.58236980438232,,,13.8450298309326,,,14.7886896133423,,10.8248901367188,11.923020362854,,11.7683897018433,,,14.9090900421143,11.2028903961182,21.5627498626709,44.1497917175293,9.82750988006592,23.9859008789062,15.5866899490356,,,23.4158401489258,20.5171203613281,,10.5876703262329,17.4181804656982,48.2390289306641,47.104679107666,22.9712390899658,45.7213401794434,45.5634918212891,,13.310230255127,80.1157608032227,61.2676315307617,,21.1599102020264,16.8487205505371,14.4346199035645,14.1008701324463,25.0479602813721,,44.4420013427734,34.7475814819336,14.7559099197388,,13.6751899719238,9.05527973175049,,13.7746200561523,18.9743309020996,41.7160491943359,,34.9324493408203,15.7829504013062,23.6278991699219,21.8959102630615,,,26.1669006347656,40.9313011169434,11.5454797744751,,,,27.9972801208496,13.5594902038574,17.8151397705078,,,,33.8652496337891,,11.7140197753906,32.983570098877,,9.19746971130371,,,,,25.5424499511719,43.555549621582,,23.1644992828369,,,10.4805097579956,9.92803955078125,,18.5922508239746,,,16.0604591369629,,,,22.8566398620605,17.0900993347168,,16.1910400390625,56.5746994018555,,,17.8758106231689,8.60056018829346,23.8998794555664,27.1263103485107,11.0149602890015,14.3388900756836,34.079460144043,,,7.44361019134522,12.430419921875,8.37203979492188,43.0672492980957,74.0858917236328,12.0036096572876,11.4093999862671,,11.4514102935791,,,40.1293182373047,20.9386405944824,,28.0163593292236,,,28.7779293060303,,,25.8355293273926,54.8422393798828,,,,27.5331001281738,11.5022602081299,,14.5870199203491,,38.755241394043,,,,,,41.3527412414551,,24.4083499908447,22.6099796295166,45.1745681762695,24.159740447998,19.1883201599121,,,10.1856803894043,11.7342195510864,14.0694904327393,9.59908962249756,15.7876996994019,17.5601501464844,19.5906200408936,59.2785110473633,,,15.0960998535156,17.2409896850586,,,,6.27091979980469,28.6500396728516,10.8871202468872,31.6817893981934,15.6341104507446,12.5555601119995,32.9937286376953,,11.2735795974731,14.9400501251221,16.7803897857666,19.1381206512451,,32.937931060791,,12.6012096405029,24.4298992156982,15.7480001449585,,13.9854602813721,,29.0595893859863,9.64566993713379,10.7541999816895,,15.1501197814941,23.0047206878662,45.5677604675293,16.280689239502,,41.6778106689453,,21.1053905487061,,17.149829864502,20.1320400238037,,,,48.8048400878906,16.0865707397461,18.1835803985596,18.3082504272461,14.4221601486206,,14.9712295532227,,,19.3991203308105,,,,30.2527904510498,49.2243309020996,35.8610916137695
