Education - Pupil-teacher ratio in primary education (headcount basis),Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bonaire,Bosnia/Herzegovina,Botswana,Brazil,British Virgin Is,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Rep.,Chad,Channel Islands,Chile,China,"China, Hong Kong","China, Macao",Colombia,Comoros,Congo,"Congo, Dem. Rep.",Cook Islands,Costa Rica,Croatia,Cuba,Curaçao,Cyprus,Czechia,Côte d'Ivoire,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands,Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,"Korea, DPR","Korea, Rep.",Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Northern Mariana Is,Norway,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Pitcairn,Poland,Portugal,Puerto Rico,Qatar,Republic of Moldova,Romania,Russian Federation,Rwanda,Réunion,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre/Miquelon,Saint-Martin,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,St Vincent/Grenadines,Sudan,Suriname,Svalbard/Jan Mayen Is,Swaziland,Sweden,Switzerland,Syrian Arab Republic,TFYR Macedonia,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Is,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,Venezuela,Viet Nam,"Virgin Islands, USA",Wallis and Futuna Is,Western Sahara,Yemen,Zambia,Zimbabwe
1980,,,35.8045387268066,,,,,,20.2305793762207,,,,15.9632501602173,,26.1428604125977,19.6337203979492,53.5566291809082,,,19.4912204742432,,54.5819511413574,22.8473300933838,,,,,32.338981628418,,,18.2603206634521,,52.9595985412598,34.5509414672852,41.6267890930176,,51.5233497619629,,18.8303604125977,60.7029914855957,,,,27.2454204559326,30.0541400909424,,30.5629100799561,,55.8987197875977,,,27.6813297271728,,17.9188709259033,,22.9904499053955,,38.7740287780762,,42.2972183227539,,,36.4074592590332,33.107608795166,,,,,59.0233993530273,,,,15.7240896224976,20.012279510498,,,42.8505516052246,27.2098808288574,,,28.4910507202148,18.1342296600342,24.8178005218506,,31.8909702301025,,,33.7990684509277,38.4090309143066,24.7288799285889,32.9939994812012,43.0616798400879,36.7004585266113,,,,,,28.1760005950928,29.3857192993164,,12.0409898757935,16.375659942627,41.3776588439941,25.1525592803955,32.1810684204102,,,30.4252891540527,,48.0920104980469,18.8585891723633,,30.9082298278809,,,48.0357093811035,,20.0567607879639,,,14.2640695571899,46.3514709472656,,27.2721099853516,,42.3443412780762,20.6806907653809,,,45.6573715209961,20.1846694946289,,,,,31.5274391174316,,,37.7451095581055,,48.0755500793457,,,38.4071884155273,24.3233890533447,,,35.4533004760742,39.168529510498,35.8247604370117,12.6666698455811,,,23.3285999298096,36.9856605529785,,,27.3054008483887,,27.3890590667725,37.4748115539551,32.1494789123535,,,18.033519744873,,13.9774198532104,,,,55.9179191589355,,,25.135950088501,32.4946899414063,,,19.7413101196289,11.6287899017334,28.6117897033691,,42.7697792053223,,,33.6751289367676,30.8276405334473,,,,25.1480808258057,31.1905002593994,,,,,,,23.2577705383301,,34.1729698181152,,,29.4374008178711,,,,,,54.2905807495117,,24.3431491851807,25.8828201293945,39.0243492126465,,,,,33.8966484069824,,16.2598495483398,18.9894104003906,,22.4300498962402,,23.5943202972412,27.7628192901611,36.4310302734375,,,,,48.5638809204102,43.9233207702637
1981,,,35.2485504150391,,,,,,20.2326202392578,,,18.7231903076172,14.546669960022,,26.0539302825928,18.8013191223145,55.2722511291504,,,18.1373500823975,,47.5263900756836,19.019229888916,,,,,31.6465892791748,,18.1100902557373,17.5983295440674,,54.4851417541504,36.5985412597656,40.1023712158203,43.806999206543,51.5340194702148,,,59.6063003540039,,,,26.5974502563477,30.1198596954346,,30.6256904602051,46.2144012451172,54.366268157959,,,33.025390625,,17.4740695953369,,22.2074794769287,29.411750793457,38.7220306396484,,40.1933212280273,,,36.1725311279297,,,68.7774276733398,,,63.9432182312012,,,23.9561405181885,14.3877201080322,,,,45.0685806274414,24.3794002532959,19.0210094451904,,30.112060546875,17.5159206390381,24.1361694335937,,23.2938098907471,,,36.598201751709,35.9451484680176,22.8857803344727,33.4694290161133,44.0567207336426,39.0252494812012,,,,32.4321212768555,,27.8288307189941,28.6962299346924,,11.7523202896118,16.1570205688477,41.4347610473633,25.1099796295166,31.7689304351807,,,29.9395999908447,,47.520679473877,18.5417499542236,27.8181800842285,29.7530002593994,19.9065093994141,17.9016990661621,48.4198112487793,,18.1149196624756,,25.3035297393799,13.9535398483276,43.6687202453613,,26.3846397399902,,42.4306297302246,21.4974002838135,,,41.4704513549805,20.4070491790771,,39.0870895385742,,,32.2953681945801,,,38.1719398498535,81.4557800292969,51.6329002380371,,,47.641960144043,23.1740493774414,,16.5186500549316,,41.4742698669434,35.2712783813477,11.2381000518799,,,23.211669921875,36.4895515441895,,,26.6104907989502,30.2502307891846,26.8423595428467,37.4231185913086,32.1905784606934,,,18.0418796539307,,14.824049949646,28.8171901702881,25.9205799102783,27.9488391876221,51.6522789001465,,,,30.935209274292,,,21.4867992401123,10.4069004058838,27.8503398895264,,45.7490997314453,,,33.0756683349609,30.0030498504639,,,,24.9812107086182,,,,28.2710800170898,,,,26.5922203063965,,33.439208984375,,,28.1126194000244,,,43.3287582397461,,,55.0796699523926,,24.9841709136963,23.855899810791,38.5032691955566,26.6243095397949,,,,34.7540817260742,,16.3379402160645,,,21.4880409240723,24.1074504852295,21.3466491699219,27.3391208648682,38.6442184448242,,,,,48.2165107727051,45.3833694458008
1982,,,33.7406806945801,,,31.4502201080322,,,20.3228092193604,,,,13.9685096740723,,28.3987808227539,19.3857593536377,,,,18.1931991577148,,38.9458618164062,18.0398807525635,35.622859954834,,,,32.437141418457,,,16.4752998352051,,59.7871284484863,39.300838470459,,48.2636413574219,50.5064888000488,,,60.5800704956055,,,,25.6855602264404,30.0673408508301,,29.8335609436035,,58.1441993713379,,,31.6309108734131,,16.9620304107666,,20.9237403869629,29.4118003845215,36.4453582763672,,41.0782585144043,,,34.9765090942383,34.4930992126465,,68.415657043457,,,62.7242012023926,,,,13.7045497894287,20.5574607849121,,,45.4761810302734,,,,29.6879196166992,16.9285697937012,23.4929790496826,,23.3407897949219,,,34.6792602539062,32.3585395812988,22.5650100708008,37.2181510925293,44.0880317687988,37.4671516418457,,,,31.5775699615479,27.4149303436279,26.7930202484131,28.3816204071045,,11.902660369873,15.5244102478027,,24.9939804077148,31.4079608917236,,,30.7466697692871,,45.5196800231934,18.4582004547119,,29.7913799285889,19.8447208404541,17.4913196563721,52.4919700622559,,,,,13.7474002838135,41.030948638916,,25.9711399078369,,40.0585289001465,20.898609161377,,,43.6625289916992,20.6860904693603,,37.4135704040527,,,,,20.0581398010254,36.2732009887695,68.62109375,56.295238494873,,,45.7143096923828,22.7273502349853,,20.7448902130127,36.1035118103027,42.1153717041016,37.2258911132812,,,,24.7000007629395,36.0959205627441,,,26.1993293762207,30.8757305145264,26.0237598419189,38.1869583129883,31.146369934082,,,18.1332893371582,,14.1632699966431,,,,49.6070709228516,,,,30.8290500640869,,,18.4746608734131,9.30000019073486,26.5510501861572,,42.7620391845703,,,34.5838394165039,27.8806095123291,,,,25.534610748291,,,,28.1502094268799,,18.15625,,27.0784091949463,,33.2456893920898,,,27.7937393188477,,,39.7510414123535,,,51.8389587402344,,21.0605297088623,23.0131492614746,37.8536415100098,27.5368804931641,,,,36.3928985595703,,21.4834594726562,18.7161102294922,,21.5908107757568,,,26.6994800567627,,,,,,47.8692283630371,41.908130645752
1983,,,32.3261413574219,,9.7267599105835,36.8213310241699,,,,,,,13.2592000961304,,21.0057907104492,18.3541698455811,51.4040184020996,20.3331108093262,,,,37.762149810791,17.8571395874023,35.4515914916992,,,,31.1836490631104,,16.6033096313477,16.0014591217041,,60.3486595153809,47.0776405334473,,45.8154602050781,48.6128311157227,15.9386501312256,,62.1258010864258,,,,25.3824806213379,27.7727508544922,,29.7344703674316,38.0142211914062,57.69873046875,,12.5930700302124,31.9309005737305,,16.3521003723145,,20.8005409240723,29.4123306274414,36.2627410888672,,48.3049583435059,,46.3498992919922,36.119758605957,31.3451900482178,,,,,59.2970008850098,,,,14.7852697372437,,,,43.7870903015137,23.3144207000732,,,29.4465198516846,,23.8587799072266,,23.1727695465088,,,35.9651184082031,31.3467502593994,22.1109104156494,36.2201194763184,42.5668792724609,37.098388671875,,,,28.7997493743896,19.9281196594238,24.3850708007812,27.8850994110107,,12.1989402770996,15.1934499740601,33.7812881469727,24.8804092407227,31.8044109344482,,,30.0485706329346,,43.872200012207,19.1933898925781,,29.225170135498,19.7933406829834,,51.0740699768066,,16.9034595489502,,,13.519289970398,38.7626113891602,,25.9606399536133,,37.3551406860352,20.703239440918,,,44.7271995544434,21.1183795928955,,36.6441993713379,,,31.9361705780029,,,36.0912208557129,55.9784812927246,54.8048896789551,,,42.6539306640625,19.8813896179199,,,35.0092010498047,40.2879295349121,36.9975318908691,12.0857095718384,,,25.2301597595215,34.9711418151855,,,25.9952793121338,,25.5360107421875,34.937671661377,31.5699901580811,,,17.9142799377441,,13.8775901794434,,,,47.4752006530762,,,,32.2791900634766,,,17.9354190826416,9.10365962982178,25.6401290893555,,43.5987014770508,,,33.5049285888672,29.311559677124,,,,25.1460399627686,,,,27.2027492523193,,,,25.2208404541016,,33.0869483947754,,,27.2684593200684,,,39.6509590148926,20.6768703460693,,48.2013893127441,,19.62619972229,22.5808296203613,37.8343391418457,28.5545291900635,,,,35.1644096374512,,21.7790203094482,18.2612209320068,,20.5551795959473,,23.8158493041992,26.021240234375,,,,,,46.5092811584473,38.9323997497559
1984,,,30.5619201660156,,,31.7718696594238,,,20.275089263916,,,15.6072998046875,12.686240196228,,19.5335502624512,18.4106502532959,46.9520416259766,23.4677295684814,,18.5519409179688,,35.2865180969238,17.5,38.5335083007812,,,,30.876070022583,,17.5555591583252,14.7460298538208,,57.7005805969238,52.3052101135254,38.5820083618164,42.4149208068848,50.3980712890625,15.8243398666382,,68.2858505249024,,,,25.0304908752441,27.7832298278809,,29.6079692840576,38.5220909118652,56.7913589477539,41.5304908752441,,33.7853393554687,,15.3791399002075,,21.0053997039795,29.4118900299072,35.7815818786621,,44.0463714599609,,,33.3160705566406,32.2394599914551,,,,,53.560848236084,,,,14.6802597045898,22.0301609039307,,,45.2922096252441,24.9539794921875,,,28.6587200164795,16.5762691497803,24.1259994506836,,22.2774200439453,,,36.3419494628906,31.2862606048584,22.7002696990967,37.4175605773926,42.3670387268066,38.4704818725586,,,,27.553279876709,20.1629390716553,24.0023994445801,27.153450012207,,12.412260055542,14.4422197341919,34.2969703674316,24.6114692687988,32.1424293518066,,,28.0127391815186,,41.669620513916,18.4763603210449,,27.3056907653809,19.3330993652344,,52.6706809997559,,,,,13.2403602600098,38.2559509277344,,25.6536293029785,,35.0706100463867,24.433500289917,,,45.3925399780273,20.9421501159668,,35.9231605529785,,,,,,34.4961013793945,56.5135803222656,51.8068695068359,,,37.601261138916,19.8969306945801,,20.203010559082,34.3966102600098,39.5014991760254,38.1646308898926,14.2068996429443,,,26.6251697540283,36.1651000976562,,,25.5828704833984,31.2847805023193,25.3091907501221,34.4001808166504,30.9727592468262,,,17.4243907928467,,12.837739944458,,,,46.7122993469238,,,22.6050395965576,29.6189994812012,,,,8.82423973083496,29.5055809020996,,41.2396812438965,,,33.7436103820801,27.082950592041,,,,24.4283905029297,,,,26.5833206176758,,,,24.7458801269531,,33.3072509765625,,,27.1960296630859,,,38.2389106750488,19.7890892028809,,45.0838813781738,,20.8901195526123,22.6979293823242,35.9386787414551,31.1038208007812,,,,33.8185997009277,,24.0102291107178,17.9781894683838,14.0212001800537,23.3266792297363,,,26.3932094573975,,,,,,46.7776603698731,39.3907318115234
1985,,,29.630729675293,,,29.8177509307861,,,19.9781894683838,,,,12.166069984436,,21.0851993560791,19.189489364624,46.9736289978027,21.2251892089844,,16.8233795166016,,33.4789390563965,17.469259262085,,,,,32.035530090332,,,16.0808296203613,,56.4900894165039,54.2592506408691,,38.1038208007812,50.9453315734863,16.9729995727539,,,64.1918106079102,,,25.2479095458984,27.3288803100586,,30.3861408233643,31.1792697906494,60.7016792297363,,16.7469100952148,31.4833393096924,,14.7525796890259,,21.5172595977783,29.4114608764648,36.4896812438965,11.9271402359009,44.095890045166,,43.4428291320801,32.2522010803223,,,,,,49.968448638916,,,,,21.5089893341064,,,46.6022911071777,25.2954902648926,,,27.64035987854,15.4644804000855,23.4475803375244,,22.7129592895508,,,36.5519790649414,36.2154312133789,24.7222003936768,35.6915283203125,40.3507995605469,,,,,26.438570022583,20.6140003204346,23.8225498199463,27.1029605865478,,12.4481401443481,14.1171598434448,34.5940704345703,24.3028106689453,31.915060043335,,,29.2173900604248,,39.9337615966797,18.0584297180176,,27.4142208099365,18.7578296661377,,55.448169708252,,,,,,38.274600982666,,24.0538196563721,,34.8439903259277,23.2508201599121,,,46.3352813720703,21.8161201477051,,34.7941589355469,,,,,,27.4963703155518,61.5239105224609,52.6741409301758,,20.4366207122803,35.3469696044922,19.4245300292969,,,33.2830085754395,35.6523017883301,39.9873390197754,,,,28.6608791351318,38.1452484130859,,,25.461109161377,,25.073579788208,34.8179397583008,30.7210006713867,,,17.0205097198486,,13.2243099212646,,,,47.355770111084,,,22.5811195373535,29.8392105102539,,,,8.42105007171631,30.9729194641113,,46.1098594665527,,,34.0584487915039,26.8320007324219,,,,25.8796806335449,,,,,,,,25.4375190734863,,33.9286613464355,,,27.0555095672607,,,34.2358283996582,19.4674491882324,,44.4214210510254,,22.875,22.2296905517578,34.0142593383789,31.1489696502686,,,,34.4653587341309,,24.1961002349854,17.5204906463623,14.0516300201416,25.0829296112061,,,26.037109375,35.2941398620605,,,,,49.3853187561035,39.5056495666504
1986,,,27.8427295684814,,,31.2730007171631,,,20.0079708099365,,,16.7636299133301,10.480489730835,,18.5897006988525,20.0735301971436,47.8363609313965,,,16.5260906219482,,33.0183601379395,,37.4602584838867,,,,32.214771270752,,,16.6215705871582,,57.7584991455078,56.2097282409668,38.7870101928711,37.5008811950684,50.7565612792969,16.7016296386719,,65.6328964233398,70.6457366943359,,,24.8664302825928,27.5666408538818,,29.4469203948975,34.7627601623535,61.4338302612305,,,32.2769584655762,,13.9696397781372,,22.7735595703125,29.4122695922852,36.2540588378906,11.5906896591187,,,,32.3854713439941,31.8795604705811,,,,,48.0887985229492,,,,,20.6364994049072,,,45.8101310729981,24.4770107269287,17.310920715332,,23.2397403717041,,23.365140914917,,,,,35.5057792663574,36.3495101928711,,,37.6077613830566,39.0899085998535,,,,25.2978000640869,21.9164791107178,23.7780990600586,26.8110198974609,,12.8161296844482,13.5248603820801,35.2465782165527,23.9035301208496,31.2683906555176,25.6756191253662,,28.5460395812988,,38.3069915771484,17.9751605987549,19.1396598815918,24.8821907043457,18.0719108581543,,55.2793998718262,,,,25.3454399108887,12.609169960022,,,,,34.0271186828613,23.6245098114014,,,50.5820503234863,22.711820602417,,33.6271781921387,,,30.2330207824707,,,27.848669052124,60.7285614013672,53.8466911315918,,,34.784351348877,16.7137107849121,,,32.3672294616699,37.3698997497559,42.2800102233887,12.3871002197266,,,26.5740203857422,39.2757186889648,,,22.246280670166,30.3425102233887,24.7655391693115,33.1973190307617,30.8588695526123,,,16.8429393768311,,12.8839597702026,26.1057891845703,27.0386390686035,26.5282306671143,48.4589195251465,,,22.1246490478516,30.2739906311035,,,17.8166809082031,8.93037986755371,,,46.4917602539063,,,38.9119682312012,26.1905708312988,,,,21.3969707489014,,,,25.2813606262207,,,,23.2435207366943,,33.148250579834,,,25.8936595916748,,,33.2761611938477,,,46.0601081848145,,22.3113498687744,22.0673904418945,31.5868091583252,31.1957092285156,,,,30.1311702728271,,24.8448505401611,,14.1852598190308,21.8901405334473,24.0956707000732,,25.6233100891113,34.462028503418,,,,,45.6297302246094,38.8291702270508
1987,,,27.282039642334,,,33.3983192443848,,,19.4518604278564,,,16.5977191925049,10.3629302978516,,,20.1266307830811,48.0750617980957,,,,,33.3251609802246,,37.1587982177734,,,,32.2979011535645,,,,,67.5456695556641,62.3517112731934,33.6270217895508,35.2132301330566,50.2478218078613,16.7020301818848,,60.3386917114258,,,,24.3507099151611,27.477560043335,,29.7813892364502,34.5154914855957,63.7743682861328,36.6273193359375,20.4963493347168,31.4895896911621,,13.2978801727295,,22.7766609191895,29.4120998382568,36.0505485534668,11.4002504348755,43.9805488586426,,,32.212459564209,31.3299598693848,,,,,48.2767105102539,,,,,20.7163105010986,,,46.8479118347168,28.7471008300781,,,23.8065891265869,,22.8123397827148,,21.8794193267822,,,34.9178085327148,36.052318572998,24.6728591918945,,36.1772308349609,,,,,24.4260902404785,28.0274505615234,23.6879291534424,26.6307106018066,,12.9739599227905,13.1740102767944,36.1855888366699,23.2987594604492,29.4080104827881,,,29.1033000946045,,37.8784103393555,18.2020606994629,,,19.9583492279053,,56.4382705688477,,,,,12.4202499389648,,,22.2210006713867,,34.9197387695312,23.8803405761719,,,49.8197212219238,22.1602096557617,,32.8168487548828,,,30.8701705932617,,,27.0258903503418,61.6587295532227,58.1384696960449,,,35.3669586181641,17.024450302124,,19.6344890594482,32.184211730957,38.1680107116699,44.1049995422363,,,,25.6266193389893,40.331470489502,,,22.5085792541504,31.2646007537842,25.0601692199707,31.8269100189209,31.4562702178955,,,16.357780456543,,13.5313596725464,,27.0804996490479,,48.9477615356445,,,29.3082695007324,29.7352695465088,,,,7.97075986862183,29.6341495513916,,50.7936515808106,,,,25.6498699188232,,,,,,,,25.5020503997803,,17.7456302642822,,23.1545295715332,,33.1113891601562,,,25.2222309112549,,,33.0850982666016,20.0661697387695,,50.256591796875,,21.6515502929687,22.9725399017334,32.179630279541,30.9119205474853,,,,31.6431407928467,,24.3578701019287,20.2910804748535,,,,,25.6812591552734,35.0045585632324,,,,,45.5630416870117,39.3701515197754
1988,,,27.1789207458496,,,32.5767288208008,,,19.2579593658447,,,16.6318492889404,10.5230703353882,,,20.9923801422119,57.8658981323242,,,,,33.4312210083008,,36.5763397216797,,,,32.2497482299805,,,13.9985303878784,,64.7754364013672,70.7373199462891,33.15380859375,34.2983207702637,51.3084411621094,16.0508403778076,,62.7705497741699,,,,23.6222305297852,27.2259407043457,,29.8405609130859,36.4305000305176,66.0969161987305,,17.3430690765381,31.9293003082275,,12.6825895309448,,21.9619293212891,29.4121799468994,36.2467384338379,11.6554403305054,44.0366401672363,,,31.2425308227539,29.8600807189941,,,,,49.3841285705566,,,,,20.5174503326416,,,46.1217803955078,,,,23.9144592285156,,22.1938705444336,,22.6191101074219,,,,39.910758972168,24.7608509063721,,,,,,,23.9635696411133,29.3410205841064,25.1253604888916,26.6625900268555,,14.2862901687622,12.8107004165649,33.7780113220215,22.6135997772217,29.8330097198486,,,29.5228805541992,,36.6655006408691,17.9826698303223,,27.4162101745605,19.2201995849609,,55.6399383544922,,,,,13.2661695480347,39.7373886108398,,21.3431396484375,,37.8615188598633,23.2595405578613,,,49.6970901489258,21.8824195861816,,31.8884296417236,,,30.7003898620605,,,25.9807205200195,56.0331192016602,51.6194381713867,,,36.8634910583496,17.0389404296875,,19.4929294586182,33.7376708984375,,41.1795616149902,11,,,25.9349899291992,40.5633506774902,,,23.044189453125,31.7285099029541,25.3625297546387,30.5032196044922,31.8420104980469,,,,,12.1562204360962,,27.0774307250977,,49.7391510009766,,,28.8402996063232,30.7776699066162,,,,7,29.375,,53.5722198486328,,,30.9538097381592,26.025899887085,,,,,,,,24.7102508544922,,,,23.2354507446289,,32.7749214172363,,,26.492359161377,,,32.9737091064453,20.2918491363525,,51.6641883850098,,,23.7788200378418,30.9478302001953,31.1406307220459,,,,31.9874000549316,,24.9681396484375,20.3255805969238,,23.1751403808594,,,,34.9648704528809,,,,,44.0872688293457,38.2382011413574
1989,36.4055786132812,,27.9550590515137,,,33.4211502075195,,,,,,16.7553291320801,10.7323303222656,,,21.9219303131104,60.3913116455078,18.3865795135498,,,,34.9071006774902,,,,,,32.2941703796387,,,14.0260400772095,,57.3590393066406,68.9055099487305,33.0020217895508,35.5724105834961,50.5054588317871,15.6003198623657,,70.3873596191406,68.3736114501953,,,22.7869396209717,27.0043392181396,,29.8949909210205,37.5997695922852,62.9950408935547,,,32.2880706787109,,12.2915201187134,,21.7240104675293,25.6448593139648,37.1036186218262,11.3938503265381,43.8720588684082,,,29.2696704864502,19.6581001281738,,,40.6272506713867,,43.2749786376953,,,,,20.9951190948486,,,48.2683601379395,28.2922401428223,,,25.9144306182861,,21.1426105499268,,,,,,38.5793113708496,,,,,,,,23.5599498748779,29.8889503479004,23.1166896820068,27.5230293273926,,13.7541904449463,12.5228500366211,33.0858497619629,21.9708194732666,28.3969402313232,22.6217803955078,,28.2465496063232,,36.3688697814941,18.0272197723389,,,18.088659286499,,55.5885314941406,,,,20.3888301849365,,40.4850883483887,,21.3701496124268,,43.2651710510254,21.7829208374023,,,48.8014793395996,21.8104000091553,,31.3140602111816,,,30.1164703369141,,,25.0052604675293,57.5660209655762,54.1144409179688,,,39.5050010681152,17.3007106781006,,19.3619499206543,31.7727508544922,40.4988212585449,36.9561614990234,,,,27.2225303649902,40.6615409851074,,,23.2556800842285,31.7225704193115,24.9601802825928,29.2280902862549,33.0004501342773,,,,,12.0846700668335,24.6218795776367,25.1316795349121,23.4111804962158,50.2098693847656,,,22.5770397186279,30.6099796295166,,,,6.69841003417969,,,51.2420806884766,,,30.136360168457,25.788459777832,,,,,,,,,,,,22.5258502960205,,32.1768913269043,,,26.9228706359863,,,33.1185607910156,20.2347393035889,,54.6123199462891,,,24.6771392822266,30.1639995574951,30.6264801025391,,,,29.0680904388428,,18.3466892242432,19.6220703125,,22.1403293609619,24.1403503417969,25.7731990814209,,34.4984092712402,,,,,,38.2248916625977
1990,41.2096481323242,,27.7871704101562,,,,,,,,,,10.859450340271,,,20.9218692779541,63.0049896240234,17.8002490997314,,,,30.5464096069336,,,,,,31.6565399169922,,18.2439002990723,,,55.1772003173828,65.8733596801758,33.4127197265625,34.9536018371582,51.484001159668,15.6856203079224,,90.3828506469727,67.1804275512695,,,22.3188095092773,,,29.9195308685303,35.6973686218262,64.4250564575195,,,31.8808097839355,,12.3190002441406,,21.3777198791504,24.4874496459961,36.2891082763672,11.2778902053833,44.132209777832,,,30.4077491760254,25.1444892883301,,,38.1775894165039,,40.6755409240723,,,,,,,,,31.0571098327637,,,27.0935592651367,,19.6466503143311,,25.1376094818115,,,,38.2181701660156,,,,34.8230514526367,,,,23.2714900970459,,,27.2285194396973,,13.9688501358032,12.1728200912476,33.6465911865234,21.1548900604248,,20.662769317627,,28.6167297363281,,36.2812004089355,18.3860301971436,,28.229040145874,14.5796499252319,,54.5335006713867,,,,18.6390399932861,,39.8692893981934,,20.3769607543945,,44.8985099792481,23.1205501556396,,,44.3568801879883,21.1297092437744,,31.0670299530029,,,29.8017997741699,,,24.9825000762939,54.5383605957031,44.9457015991211,,,39.1591987609863,17.3635807037354,,17.96875,33.2710494995117,40.7259483337402,40.9961891174316,13.7142896652222,,,27.5443592071533,41.0712394714355,,,23.0192794799805,31.6821804046631,24.6965999603271,29.0841808319092,32.6671485900879,,,14.8570203781128,,12.3004703521729,23.680700302124,,22.7562503814697,50.1048889160156,,,22.1531791687012,29.1539096832275,,,,6.16583013534546,35.4597511291504,,57.5870590209961,,,34.6766014099121,25.7777309417725,,,,19.3724098205566,,,,23.4829597473145,,,,22.4789600372314,,32.747200012207,,,26.120849609375,,,34.8889999389648,20.2663993835449,,55.6386108398438,,23.979679107666,,29.6881103515625,30.4803600311279,,,,29.3526992797852,,18.0800304412842,19.6798191070557,,21.887659072876,24.102819442749,,,34.1883392333984,,,,,44.0122299194336,35.7780418395996
1991,,,27.6946792602539,,,31.87672996521,,,,17.6707592010498,,16.5916194915771,10.8147296905518,19.7841205596924,,21.5384902954102,,,,,,36.1558685302734,,28.6279602050781,,,,30.3886909484863,,18.5714302062988,15.3098697662354,,56.6566314697266,66.8994216918945,36.8317489624023,32.5716094970703,51.1097106933594,15.3570404052734,,77.0252227783203,65.8101501464844,,,21.9308395385742,26.894100189209,,30.1060104370117,36.5032615661621,65.1778793334961,,,32.1989593505859,,12.5100297927856,,20.5154800415039,23.0983505249023,36.2767295837402,,42.7304611206055,29.2391796112061,,30.2485008239746,24.9335193634033,,,37.6811714172363,,36.0752410888672,,,,,,,,,31.3046798706055,17.2125701904297,,29.0595703125,,18.655309677124,,,,,33.9911613464355,39.8674583435059,,29.706750869751,,38.0548782348633,,,,23.2194595336914,31.3618907928467,24.8223991394043,26.6905994415283,,13.4270296096802,11.5076198577881,,20.6984996795654,26.4898891448975,19.7822799682617,,29.2120094299316,,35.5886001586914,17.7702598571777,21.327600479126,27.4001598358154,15.1280202865601,,54.0230407714844,,,,17.8657093048096,13.302149772644,40.3442115783691,,20.1414604187012,,48.471549987793,22.9614200592041,,,44.7016792297363,21.2329998016357,,30.5361003875732,,,28.1137409210205,,,27.0908699035645,54.7474403381348,48.3048286437988,,,38.717700958252,17.1689605712891,,16.6723098754883,36.1495780944824,41.7353706359863,38.9616889953613,20.6111106872559,,,27.5352306365967,,,,,31.4785709381103,24.7148990631104,28.6402206420898,32.8905982971191,,,14.1363201141357,,11.3509101867676,23.161319732666,21.9370002746582,22.3411808013916,50.5764999389649,,,19.9696998596191,29.286600112915,,,,5.82692003250122,,,52.8929405212402,,,33.8641510009766,26.4437694549561,,,,20.5192604064941,,26.6677303314209,,22.0292797088623,,19.687219619751,,22.3696899414062,,32.3373908996582,,,25.0696296691895,,21.3111305236816,35.7767486572266,22.106990814209,,58.2586212158203,,23.4285697937012,25.9590492248535,27.7749996185303,30.3814506530762,,,,32.9231986999512,22.6048908233643,18.2803802490234,19.7839393615723,,21.6415195465088,23.0480003356934,28.7134609222412,,35.110279083252,,,,,,39.1763496398926
