,Slovakia,Romania,Nicaragua,Israel,Iraq,Pakistan,Belgium,Uruguay,Turkey,Czechia,Republic of Moldova,Italy,Serbia,USSR,Germany,Turkmenistan,Croatia,Syrian Arab Republic,Portugal,"China, mainland",Estonia,Uzbekistan,Afghanistan,Finland,Serbia and Montenegro,Armenia,Sudan (former),Morocco,Slovenia,Chile,Hungary,Canada,Colombia,Spain,Lebanon,Austria,Ecuador,Japan,Poland,Belgium-Luxembourg,Sweden,Belarus,Denmark,Switzerland,Egypt,The former Yugoslav Republic of Macedonia,Georgia,Greece,Czechoslovakia,France,Tunisia,Mali,Bosnia and Herzegovina,Congo,Russian Federation,Dominican Republic,Kyrgyzstan,Mexico,Yugoslav SFR,Occupied Palestinian Territory,Iran (Islamic Republic of),Kazakhstan,United States of America,Latvia,Ukraine,Albania,Azerbaijan,Ireland,Algeria,Venezuela (Bolivarian Republic of),United Kingdom,Lithuania,Bulgaria,Netherlands,China
1972,,196600.0,,5655.0,3105.0,13990.0,,15746.0,148289.0,,,249874.0,,3486000.0,553003.0,,,9578.0,2280.0,266000.0,,,4600.0,19300.0,,,,60400.0,,31440.0,78500.0,31407.0,-1.0,207000.0,3800.0,48411.0,355.0,57800.0,438000.0,100518.0,41370.0,,56409.0,9840.0,,,,22300.0,192109.0,448400.0,2171.0,-1.0,,,,,,,79289.0,-1.0,146100.0,,537698.0,,,6000.0,,34034.0,1790.0,-1.0,188586.0,,56776.0,112725.0,266000.0
1973,,235100.0,,3710.0,2573.0,7200.0,,14881.0,153204.0,,,234854.0,,3553000.0,580936.0,,,7697.0,2248.0,285300.0,,,4500.0,21000.0,,,,45000.0,,23030.0,92367.0,27777.0,-1.0,189800.0,2516.0,51300.0,427.0,61800.0,445300.0,104425.0,41412.0,,63163.0,9919.0,,,,26200.0,199732.0,512000.0,2040.0,-1.0,,,,,,,86279.0,-1.0,159000.0,,492698.0,,,6100.0,,30190.0,2880.0,-1.0,194251.0,,60558.0,117308.0,285300.0
1974,,218500.0,,2210.0,2950.0,6500.0,,13923.0,184959.0,,,195967.0,,3610000.0,603384.0,,,6507.0,1670.0,266700.0,,,4500.0,23000.0,,,,57700.0,,27420.0,98352.0,27335.0,-1.0,141800.0,1850.0,53666.0,461.0,47500.0,439900.0,105091.0,46316.0,,66575.0,10417.0,,,,27200.0,208199.0,534200.0,2006.0,-1.0,,,,,,,104354.0,-1.0,175000.0,,490715.0,,,5000.0,,25779.0,3050.0,-1.0,195061.0,,60310.0,108635.0,266700.0
1975,,246928.0,,4700.0,2029.0,6063.0,,22130.0,212530.0,,,271458.0,,3666000.0,691204.0,,,8088.0,2177.0,302700.0,,,5000.0,23900.0,,,,62100.0,,42460.0,126897.0,32166.0,-1.0,200200.0,1500.0,59894.0,464.0,48100.0,495857.0,119680.0,52296.0,,86066.0,11386.0,,,,44100.0,218600.0,598100.0,3026.0,-1.0,,,,,,,107464.0,-1.0,200000.0,,613738.0,,,6000.0,,33266.0,3170.0,-1.0,198000.0,,77830.0,136515.0,302700.0
1976,,234700.0,,5870.0,3050.0,10363.0,,27600.0,250405.0,,,305421.0,,3754000.0,707666.0,,,8510.0,2728.0,356500.0,,,4750.0,27000.0,,,,67000.0,,63800.0,129325.0,32100.0,-1.0,292900.0,4000.0,56070.0,576.0,42400.0,555035.0,96201.0,53161.0,,84787.0,11296.0,,,,46100.0,214714.0,613400.0,3775.0,-1.0,,,,,,,106606.0,-1.0,200950.0,,599250.0,,,6000.0,,34400.0,2470.0,-1.0,206000.0,,71708.0,138966.0,356500.0
1977,,254563.0,,5730.0,2885.0,14055.0,,20105.0,248937.0,,,254286.0,,3761000.0,692123.0,,,12245.0,3090.0,351800.0,,,5000.0,31500.0,,,,48200.0,,56230.0,122029.0,25600.0,-1.0,252800.0,3000.0,56018.0,142.0,49300.0,531957.0,93565.0,53246.0,,84957.0,11938.0,,,,43500.0,217185.0,581800.0,3600.0,-1.0,,,,,,,122491.0,-1.0,165761.0,,492180.0,,,5000.0,,35208.0,2710.0,-1.0,202000.0,,71757.0,129718.0,351800.0
1978,,249064.0,,2290.0,2184.0,14498.0,,18193.0,275905.0,,,265385.0,,3763000.0,663575.0,,,14065.0,1117.0,330900.0,,,5000.0,30500.0,,,,59000.0,,21510.0,122715.0,24710.0,-1.0,235200.0,3000.0,43818.0,129.0,57800.0,523313.0,109814.0,52001.0,,79580.0,13090.0,,,,46500.0,220596.0,556400.0,2635.0,-1.0,,,,,,,126351.0,-1.0,150082.0,,513630.0,,,7000.0,,36422.0,4350.0,-1.0,209778.0,,62062.0,130610.0,330900.0
1979,,258701.0,,2970.0,2025.0,14057.0,,16929.0,267589.0,,,285320.0,,3739000.0,647432.0,,,18347.0,1117.0,325000.0,,,3200.0,33200.0,,,,62500.0,,14874.0,102489.0,23760.0,-1.0,165600.0,3000.0,45247.0,200.0,58900.0,454818.0,115726.0,51492.0,,77897.0,13690.0,3600.0,,,45700.0,211556.0,545000.0,2200.0,-1.0,,,,,,,140106.0,-1.0,141200.0,,453130.0,,,9500.0,,34873.0,3920.0,-1.0,214201.0,,62160.0,123578.0,325000.0
1980,,237724.0,,,1650.0,13204.0,,13677.0,263384.0,,,291292.0,,3682000.0,645637.0,,,22080.0,917.0,442300.0,,,1600.0,31700.0,,,,63400.0,,11060.0,104352.0,26570.0,-1.0,183300.0,720.0,50732.0,230.0,64800.0,459762.0,117165.0,50275.0,,76000.0,13362.0,3650.0,,,28900.0,214993.0,549300.0,2203.0,-1.0,,,,,,,128098.0,-1.0,154000.0,,481367.0,,,10000.0,,33000.0,3290.0,-1.0,213000.0,,54515.0,120650.0,442300.0
1981,,282352.0,,1460.0,900.0,15729.0,,10160.0,358230.0,,,329996.0,,3618000.0,706007.0,,,22100.0,696.0,435600.0,,,2400.0,31700.0,,,,56910.0,,36750.0,121768.0,29290.0,-1.0,217800.0,2000.0,58602.0,341.0,73800.0,469643.0,130300.0,51900.0,,78370.0,14414.0,3900.0,,,41700.0,219136.0,633000.0,1768.0,-1.0,,,,,,,147226.0,-1.0,156191.0,,496988.0,,,9500.0,,34900.0,2480.0,-1.0,210000.0,,52768.0,130362.0,435600.0
1982,,268672.0,,,1050.0,12469.0,,10079.0,371400.0,,,273048.0,,3526000.0,674886.0,,,28900.0,731.0,461500.0,,,2200.0,32400.0,,,,57315.0,,21950.0,126190.0,28700.0,-1.0,259300.0,1112.0,58480.0,701.0,69700.0,493019.0,123818.0,53200.0,,77080.0,14945.0,6720.0,,,40400.0,212543.0,561800.0,2200.0,-1.0,,,,,,,139293.0,-1.0,183190.0,,415500.0,,,9200.0,,35500.0,1690.0,-1.0,204000.0,,60527.0,133979.0,461500.0
1983,,256495.0,,,1200.0,8719.0,,12562.0,358831.0,,,231552.0,,3491000.0,630803.0,,,29600.0,1009.0,543250.0,,,800.0,32900.0,,,,66300.0,,35610.0,108999.0,30900.0,-1.0,249000.0,1100.0,42034.0,653.0,73000.0,486382.0,109000.0,52200.0,,72402.0,15127.0,7561.0,,,38300.0,211476.0,490000.0,2900.0,-1.0,,,,,,,141184.0,-1.0,168423.0,,427260.0,,,8400.0,,36400.0,4700.0,-1.0,199000.0,,32400.0,116739.0,543250.0
1984,,279986.0,,,6200.0,8200.0,,9525.0,350191.0,,,225101.0,,3463000.0,645856.0,,,35700.0,1102.0,501500.0,,,1300.0,31400.0,,,,53100.0,,47830.0,108983.0,27400.0,-1.0,220127.0,1360.0,51243.0,826.0,75200.0,472589.0,117000.0,52400.0,,73823.0,15158.0,14700.0,,,28500.0,209502.0,525000.0,3460.0,-1.0,,,,,,,145161.0,-1.0,133535.0,,443650.0,,,8200.0,,34900.0,5000.0,-1.0,199000.0,,50698.0,129308.0,501500.0
1985,,275500.0,,,5000.0,3800.0,,7309.0,319598.0,,,232231.0,,3418000.0,635772.0,,,14500.0,622.0,560000.0,,,1500.0,31200.0,,,,55401.0,,44120.0,107438.0,12000.0,-1.0,180400.0,1550.0,42745.0,763.0,72500.0,436375.0,117865.0,51570.0,,72760.0,14935.0,17220.0,,,41500.0,207313.0,490000.0,3773.0,-1.0,,,,,,,150041.0,-1.0,144823.0,,446200.0,,,8300.0,,33900.0,6000.0,-1.0,205000.0,,49034.0,130509.0,560000.0
1986,,267900.0,,,5200.0,3400.0,,8961.0,347364.0,,,312117.0,,3399000.0,614392.0,,,13200.0,786.0,519800.0,,,400.0,30600.0,,,,55200.0,,51280.0,103908.0,23400.0,-1.0,196430.0,1600.0,28177.0,738.0,72100.0,422827.0,112763.0,51800.0,,69777.0,13819.0,15540.0,,,42400.0,195867.0,449000.0,4747.0,-1.0,,,,,,,137986.0,-1.0,176588.0,,482100.0,,,7800.0,,37000.0,6000.0,-1.0,204523.0,,42900.0,137695.0,519800.0
1987,,260000.0,,,5100.0,9700.0,,8565.0,384886.0,,,301709.0,,3404000.0,595038.0,,,17800.0,616.0,497200.0,,,200.0,30000.0,,,,60971.0,,53680.0,117232.0,22600.0,-1.0,179412.0,1495.0,39123.0,723.0,71500.0,421653.0,106189.0,51400.0,,67072.0,14990.0,17645.0,,,29875.0,190610.0,445600.0,5700.0,-1.0,,,,,,,164000.0,-1.0,171542.0,,506800.0,,,7700.0,,37100.0,0.0,-1.0,203000.0,,40735.0,127726.0,497200.0
1988,,248200.0,,,6000.0,11800.0,,6450.0,315897.0,,,275784.0,,3370000.0,576523.0,,,10400.0,265.0,745000.0,,,200.0,30200.0,,,,61240.0,,48620.0,114688.0,20600.0,-1.0,191400.0,1511.0,37605.0,220.0,71829.0,412247.0,109316.0,51300.0,,67714.0,14670.0,17645.0,,,36000.0,164593.0,432948.0,5689.0,-1.0,,,,,,,130756.0,-1.0,141786.0,,526400.0,,,7300.0,,33300.0,,-1.0,197500.0,,40671.0,123376.0,745000.0
1989,,255900.0,,,5500.0,11300.0,,3882.0,339731.0,,,301817.0,,3344760.0,600494.0,,,21600.0,235.0,569100.0,,,210.0,30900.0,,,,63085.0,,51600.0,120473.0,22600.0,-1.0,174200.0,1595.0,47491.0,290.0,71913.0,422659.0,105800.0,50594.0,,66833.0,14490.0,16683.0,,,49000.0,183348.0,433000.0,5350.0,-1.0,,,,,,21.0,142131.0,-1.0,149420.0,,523900.0,,,6600.0,,32100.0,,-1.0,197000.0,,40499.0,123761.0,569100.0
1990,,162675.0,,0.0,6500.0,10956.0,,4198.0,377543.0,,,274000.0,,3285500.0,611500.0,,,21400.0,265.0,670300.0,,,300.0,31600.0,,,,64300.0,,43300.0,131381.0,24100.0,-1.0,168600.0,1550.0,49758.0,60.0,71953.0,440221.0,107837.0,49951.0,,64247.0,14460.0,14323.0,,,45600.0,171120.0,475000.0,5123.0,-1.0,,,,,,2.0,158379.0,-1.0,148576.0,,557300.0,,,6000.0,,32300.0,0.0,-1.0,194000.0,,36479.0,125000.0,670300.0
1991,,201573.0,,0.0,1600.0,10500.0,,3150.0,400081.0,,,276688.0,,3166000.0,554131.0,,,19688.0,250.0,783500.0,,,200.0,31700.0,,,,69216.0,,38760.0,157882.0,24875.0,-1.0,165300.0,124.0,51430.0,140.0,71900.0,361348.0,102580.0,38502.0,,64758.0,14280.0,20713.0,,,41517.0,168069.0,457300.0,4405.0,-1.0,,,,-1.0,,5.0,142555.0,-1.0,173437.0,,561200.0,,,4500.0,,33300.0,0.0,-1.0,170000.0,,37725.0,123319.0,783500.0
1992,,179943.0,,0.0,1600.0,8931.0,,4700.0,396243.0,,82549.0,296259.0,,,533648.0,-1.0,17500.0,29917.0,367.0,660000.0,300.0,1117.0,200.0,32400.0,90414.0,50.0,,52100.0,3153.0,51920.0,107702.0,22660.0,-1.0,162900.0,3664.0,53846.0,260.0,70600.0,375751.0,101269.0,47963.0,51200.0,65185.0,14185.0,16161.0,2380.0,1600.0,49559.0,169813.0,460600.0,5510.0,-1.0,22000.0,,1438880.0,-1.0,6300.0,31.0,,-1.0,204708.0,85000.0,571200.0,24800.0,1485078.0,3599.0,0.0,31300.0,0.0,900.0,197000.0,32600.0,17458.0,120843.0,660000.0
1993,32921.0,97192.0,,0.0,300.0,8391.0,,800.0,421582.0,106741.0,82960.0,276204.0,,,521724.0,-1.0,14717.0,31857.0,627.0,599000.0,200.0,1500.0,200.0,32900.0,53234.0,50.0,-1.0,62400.0,3499.0,52457.0,95036.0,22260.0,-1.0,180184.0,3300.0,53398.0,410.0,70100.0,398915.0,99087.0,51287.0,55000.0,66421.0,14080.0,16786.0,2259.0,1205.0,48147.0,,441000.0,5470.0,-1.0,10000.0,,1333300.0,,11700.0,15.0,,-1.0,169160.0,69000.0,570400.0,12100.0,1519000.0,2209.0,3000.0,32200.0,-1.0,646.0,197000.0,34700.0,10467.0,116700.0,599000.0
1994,32202.0,130050.0,-1.0,0.0,300.0,6962.0,,0.0,412018.0,91096.0,82970.0,282109.0,,,502722.0,-1.0,16043.0,33457.0,1049.0,698400.0,500.0,1600.0,200.0,33900.0,71036.0,50.0,-1.0,62900.0,4910.0,52942.0,106000.0,25500.0,-1.0,183390.0,4074.0,52019.0,290.0,69800.0,400467.0,95178.0,53353.0,58000.0,66019.0,13779.0,17735.0,1616.0,1100.0,42352.0,,437000.0,5214.0,-1.0,1000.0,,1104450.0,,9800.0,14.0,,-1.0,203876.0,56200.0,584000.0,12000.0,1467000.0,2085.0,3770.0,35400.0,-1.0,973.0,195000.0,26600.0,8060.0,114500.0,698400.0
1995,34335.0,133209.0,-1.0,0.0,300.0,7600.0,,0.0,312251.0,93104.0,90306.0,283993.0,,,523599.0,-1.0,18804.0,31300.0,1386.0,695000.0,400.0,1300.0,200.0,34800.0,61821.0,50.0,-1.0,58100.0,6132.0,53280.0,125000.0,24700.0,-1.0,172465.0,4240.0,51642.0,340.0,70000.0,384477.0,98810.0,57518.0,55000.0,67771.0,13794.0,21034.0,1354.0,900.0,40086.0,,458000.0,5720.0,-1.0,1200.0,,1085480.0,-1.0,13500.0,13.0,,-1.0,202693.0,34600.0,574700.0,9500.0,1448500.0,2034.0,4761.0,35100.0,-1.0,863.0,196000.0,24300.0,9377.0,116100.0,695000.0
1996,42107.0,135886.0,-1.0,0.0,310.0,7878.0,,0.0,422486.0,103668.0,83962.0,258000.0,,,515500.0,-1.0,20896.0,22425.0,670.0,656690.0,91.0,1300.0,200.0,34700.0,69858.0,50.0,,56446.0,6341.0,50057.0,118147.0,23350.0,-1.0,157100.0,4159.0,53082.0,350.0,69700.0,452638.0,97990.0,59200.0,45000.0,70000.0,16800.0,21359.0,2011.0,50.0,39236.0,,460000.0,5970.0,-1.0,20.0,,1059950.0,-1.0,14300.0,12.0,,3.0,149203.0,32400.0,535530.0,10000.0,1260000.0,2125.0,8262.0,32300.0,-1.0,912.0,199000.0,31200.0,8493.0,117000.0,656690.0
1997,47716.0,128800.0,,0.0,320.0,5300.0,,0.0,472689.0,92319.0,76261.0,295209.0,,,504147.0,-1.0,22919.0,26647.0,3502.0,558660.0,17.0,9000.0,200.0,34900.0,55534.0,50.0,,62900.0,6370.0,42287.0,97952.0,14160.0,691.0,157600.0,6622.0,51569.0,547.0,68500.0,419364.0,95781.0,60459.0,47000.0,69000.0,18843.0,26848.0,2180.0,297.0,49228.0,,462000.0,5921.0,-1.0,0.0,,745230.0,,11400.0,13.0,,3.0,191241.0,11000.0,577900.0,10900.0,1004700.0,1676.0,5053.0,32300.0,-1.0,803.0,196000.0,35200.0,5157.0,114100.0,558660.0
1998,34829.0,117800.0,,0.0,330.0,4000.0,,0.0,504493.0,81409.0,71490.0,288000.0,,,503376.0,-1.0,29287.0,28663.0,3487.0,503300.0,-1.0,12500.0,200.0,33200.0,54000.0,50.0,,48900.0,7670.0,52039.0,80086.0,18200.0,684.0,149489.0,6000.0,49598.0,329.0,70200.0,400274.0,94246.0,58737.0,52000.0,66000.0,16675.0,43603.0,1784.0,167.0,41019.0,,456000.0,3028.0,-1.0,685.0,,707000.0,,21495.0,13.0,,2.0,184837.0,15800.0,587080.0,16356.0,893000.0,1828.0,2860.0,32900.0,-1.0,776.0,189000.0,30000.0,4165.0,109689.0,503300.0
1999,34458.0,65500.0,,0.0,335.0,4817.0,,0.0,423234.0,59012.0,61120.0,283785.0,,,489164.0,18000.0,27847.0,29953.0,8349.0,341020.0,-1.0,18800.0,200.0,34800.0,69000.0,50.0,,60700.0,10837.0,50053.0,65842.0,17400.0,665.0,134900.0,8100.0,47047.0,328.0,70000.0,371714.0,101191.0,59882.0,55000.0,63000.0,17450.0,53951.0,2289.0,15.0,42500.0,,443824.0,2134.0,-1.0,703.0,,823060.0,,26369.0,13.0,,3.0,186017.0,17100.0,618080.0,15470.0,899800.0,1300.0,2394.0,33800.0,-1.0,786.0,183000.0,30600.0,3190.0,119700.0,341020.0
2000,31654.0,48400.0,,0.0,330.0,6062.0,90900.0,0.0,410023.0,61293.0,62657.0,267511.0,,,452000.0,22000.0,20985.0,27474.0,7891.0,329160.0,-1.0,15100.0,200.0,32200.0,44695.0,50.0,,54100.0,8116.0,48767.0,57466.0,16600.0,546.0,125255.0,7027.0,43219.0,419.0,69200.0,333131.0,,55484.0,52000.0,59168.0,17730.0,56984.0,2022.0,15.0,48000.0,,410000.0,485.0,-1.0,660.0,-1.0,746540.0,,23508.0,13.0,,3.0,162738.0,17700.0,555640.0,12700.0,746370.0,1400.0,2219.0,32200.0,-1.0,855.0,173000.0,27700.0,2210.0,111000.0,329160.0
2001,31500.0,39000.0,,0.0,330.0,7600.0,95600.0,0.0,358763.0,77712.0,59505.0,246445.0,,,447697.0,25000.0,23757.0,26600.0,5373.0,406200.0,-1.0,8700.0,200.0,31100.0,43161.0,50.0,,52800.0,4700.0,46606.0,65694.0,11700.0,783.0,106940.0,270.0,45139.0,396.0,66000.0,317448.0,,54834.0,54700.0,56323.0,17754.0,59932.0,1700.0,16.0,44700.0,,429000.0,0.0,-1.0,561.0,,731830.0,,17470.0,14.0,,-1.0,171650.0,16360.0,502261.0,14100.0,853000.0,1300.0,1472.0,31100.0,-1.0,819.0,177000.0,26500.0,1343.0,109100.0,406200.0
2002,30856.0,40746.0,,0.0,0.0,8600.0,96500.0,0.0,372468.0,77499.0,49715.0,242000.0,,,459400.0,21000.0,25149.0,29597.0,9040.0,424000.0,-1.0,300.0,200.0,30600.0,51906.0,54.0,,59500.0,4450.0,47413.0,55357.0,10100.0,876.0,113764.0,0.0,44724.0,957.0,66600.0,303000.0,,54820.0,53000.0,58000.0,18175.0,64622.0,1500.0,15.0,44000.0,,438000.0,0.0,-1.0,448.0,,714590.0,,25576.0,15.0,,-1.0,192000.0,18012.0,550662.0,15900.0,763300.0,1200.0,2607.0,31300.0,-1.0,953.0,169000.0,29200.0,2162.0,108900.0,424000.0
2003,31997.0,37936.0,,0.0,4.0,7037.0,91177.0,0.0,315303.0,77326.0,37932.0,214172.0,,,445630.0,25000.0,27327.0,28200.0,7493.0,248000.0,-1.0,0.0,200.0,28800.0,64310.0,80.0,,64900.0,5407.0,27077.0,51562.0,12100.0,702.0,99834.0,0.0,43223.0,977.0,67900.0,286300.0,,50100.0,69755.0,49600.0,17678.0,55178.0,1266.0,15.0,40900.0,,400425.0,0.0,-1.0,329.0,,853290.0,,31209.0,16.0,,-1.0,199298.0,20137.0,545441.0,14400.0,665600.0,2000.0,3538.0,31500.0,-1.0,872.0,162000.0,25600.0,394.0,102787.0,248000.0
2004,35247.0,20767.0,,0.0,4.0,7263.0,87754.0,0.0,315344.0,71096.0,34857.0,185805.0,,,440545.0,20000.0,26560.0,27590.0,8358.0,190000.0,-1.0,-1.0,1000.0,30300.0,60438.0,400.0,,59300.0,4658.0,29430.0,61942.0,14200.0,719.0,103109.0,1156.0,44737.0,510.0,68000.0,297257.0,,47625.0,83813.0,48700.0,18622.0,59236.0,1542.0,0.0,36302.0,,384557.0,0.0,-1.0,0.0,,790060.0,,26454.0,17.0,,-1.0,156061.0,20000.0,528810.0,13800.0,696500.0,2000.0,3202.0,31100.0,-1.0,932.0,154000.0,23300.0,1083.0,97700.0,190000.0
2005,33052.0,25023.0,,0.0,4.0,2813.0,85527.0,-1.0,335812.0,65570.0,34165.0,253043.0,,,420100.0,20000.0,29370.0,25999.0,8623.0,210100.0,-1.0,-1.0,1000.0,31200.0,64326.0,1100.0,,69500.0,5057.0,31410.0,61643.0,13400.0,702.0,102104.0,1100.0,44690.0,536.0,67500.0,286175.0,,49182.0,97013.0,47000.0,18248.0,70305.0,1591.0,0.0,40500.0,,378489.0,0.0,-1.0,0.0,,758720.0,,14454.0,18.0,,-1.0,152875.0,14700.0,502990.0,13500.0,623300.0,2000.0,2799.0,31000.0,-1.0,1145.0,148000.0,20960.0,1294.0,91300.0,210100.0
