,USSR,Burkina Faso,Australia & New Zealand,Australia,Panama,Pakistan,French Guiana,Thailand,Belize,Ethiopia,Kenya,Guyana,Romania,Democratic People's Republic of Korea,Lao People's Democratic Republic,Zambia,Suriname,Togo,Albania,Brazil,Paraguay,Serbia,Slovenia,El Salvador,Canada,Colombia,Spain,India,Ecuador,Indonesia,Poland,Argentina,Turkey,Jordan,Angola,Ethiopia PDR,Egypt,The former Yugoslav Republic of Macedonia,Malaysia,Greece,Czechoslovakia,Slovakia,France,Republic of Korea,Democratic Republic of the Congo,Nigeria,Mali,Hungary,Republic of Moldova,Syrian Arab Republic,Mexico,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,United States of America,"China, mainland",New Zealand,Peru,Rwanda,Bosnia and Herzegovina,Cameroon,Netherlands,Guatemala,Austria,Bhutan,Philippines,Iraq,Madagascar,Timor-Leste,United Republic of Tanzania,Burundi,Nepal,Czechia,Costa Rica,Bangladesh,Italy,Senegal,Germany,Uganda,Benin,China,Cambodia,Serbia and Montenegro,Morocco,Switzerland,Chile,Honduras,Uruguay,Zimbabwe,Kyrgyzstan,Gabon,Malawi,"China, Taiwan Province of",Japan,Georgia,Azerbaijan,Nicaragua,Viet Nam,Russian Federation,Bolivia (Plurinational State of),Venezuela (Bolivarian Republic of),Latvia,South Africa,Tajikistan,Sri Lanka,Côte d'Ivoire,Croatia,Bulgaria,Myanmar,Ukraine,Liberia
1971,868000.0,,7326.0,7326.0,,2441.0,,53920.0,-1.0,,-1.0,106.0,146700.0,281000.0,3700.0,,42.0,-1.0,,1716420.0,54600.0,,,95.0,148517.0,55100.0,1778.0,32000.0,949.0,680000.0,-1.0,36330.0,7000.0,,-1.0,5500.0,,,56.0,,,,,275124.0,2000.0,200000.0,-1.0,,,,128918.0,4841.0,4000.0,,17281856.0,7784000.0,,655.0,1224.0,,,-1.0,,,,1510.0,,,1400.0,4277.0,700.0,8000.0,,,-1.0,64.0,,,4000.0,,7824151.0,3000.0,,,,2000.0,-1.0,1000.0,8000.0,,,-1.0,40151.0,100500.0,,,,25900.0,,800.0,,,7000.0,,100.0,,,17612.0,19557.0,,4000.0
1972,905000.0,,18019.0,18019.0,,1904.0,,77000.0,-1.0,,-1.0,7.0,109000.0,285000.0,3800.0,,38.0,-1.0,,2191455.0,75800.0,,,95.0,163895.0,54000.0,2210.0,34000.0,725.0,698000.0,-1.0,68000.0,6000.0,,-1.0,5700.0,1193.0,,80.0,,,,,281714.0,2300.0,200000.0,-1.0,,,,221639.0,3553.0,15000.0,,18486992.0,7576000.0,,555.0,1404.0,,,-1.0,,,,1240.0,,,1400.0,4746.0,600.0,8000.0,,,-1.0,62.0,,,7000.0,,7612123.0,5000.0,,,,2000.0,-1.0,1000.0,6000.0,,,-1.0,36123.0,89100.0,,,,26000.0,,800.0,,,8000.0,,178.0,,,13551.0,19408.0,,4000.0
1973,838000.0,,27963.0,27963.0,,2660.0,,104000.0,-1.0,,-1.0,76.0,182800.0,289000.0,3800.0,200.0,58.0,-1.0,,3615058.0,81381.0,,,100.0,190200.0,54000.0,7546.0,48000.0,1200.0,744000.0,-1.0,157030.0,5070.0,,-1.0,5700.0,2631.0,,77.0,,,,352.0,311600.0,2100.0,200000.0,-1.0,10000.0,,,311895.0,9449.0,10000.0,,22527328.0,7400000.0,,745.0,1640.0,,,-1.0,,,,1240.0,,,1400.0,4006.0,600.0,9000.0,,,-1.0,145.0,,,5000.0,,7436491.0,4000.0,,,,1000.0,-1.0,4500.0,8250.0,,,-1.0,36491.0,88400.0,,,,27000.0,,2000.0,,,9000.0,,157.0,,,19157.0,20235.0,,4000.0
1974,830000.0,,41249.0,40849.0,,2199.0,,126720.0,-1.0,,-1.0,101.0,238500.0,292500.0,3900.0,500.0,46.0,-1.0,,5143367.0,127300.0,,,100.0,167942.0,57000.0,24752.0,67000.0,3083.0,753499.0,-1.0,334440.0,3500.0,1.0,-1.0,6000.0,1818.0,,341.0,,,,4300.0,286188.0,2200.0,200000.0,-1.0,17000.0,,,300118.0,8678.0,30000.0,,20776672.0,7254000.0,400.0,1350.0,2026.0,,,-1.0,,,,2780.0,,,1400.0,3340.0,500.0,9000.0,,,-1.0,266.0,,,6000.0,,7298454.0,4000.0,,,,1000.0,-1.0,6900.0,11400.0,,,-1.0,44454.0,92800.0,,,,28000.0,,5800.0,,,13000.0,,1308.0,,,27164.0,18616.0,,4000.0
1975,811000.0,,46029.0,45909.0,,957.0,,110880.0,-1.0,,-1.0,35.0,120800.0,296000.0,3500.0,732.0,31.0,-1.0,,5824492.0,150200.0,,,100.0,157825.0,87800.0,7718.0,93000.0,8216.0,752000.0,-1.0,355940.0,5900.0,7.0,-1.0,6000.0,3572.0,,128.0,,,,1495.0,273857.0,2300.0,200000.0,-1.0,24000.0,,,344450.0,14475.0,54000.0,,21697728.0,6992000.0,120.0,1055.0,3298.0,,,-1.0,,,,7830.0,150.0,10.0,1400.0,2738.0,800.0,9000.0,,,-1.0,180.0,,,6000.0,,7033446.0,4000.0,,,,1000.0,-1.0,9600.0,18750.0,,,-1.0,41446.0,86900.0,,,680.0,27100.0,,9450.0,,,24000.0,,1140.0,,,36261.0,20997.0,,4000.0
1976,762000.0,,26370.0,26320.0,,833.0,,93920.0,-1.0,,-1.0,10.0,155200.0,300000.0,2976.0,825.0,21.0,-1.0,,6416368.0,173400.0,,,448.0,152969.0,37600.0,3929.0,125000.0,10023.0,646336.0,-1.0,433500.0,6400.0,162.0,-1.0,6300.0,7123.0,,252.0,,,,1900.0,247479.0,2100.0,220000.0,-1.0,38534.0,,,172379.0,31293.0,57000.0,,19991600.0,6684000.0,50.0,2020.0,4443.0,,,-1.0,,,,11250.0,350.0,10.0,1400.0,1835.0,800.0,9000.0,,,-1.0,91.0,,,8000.0,,6719549.0,4000.0,,,,1800.0,-1.0,20000.0,18200.0,,,-1.0,35549.0,82900.0,,,680.0,39400.0,,12100.0,,,22000.0,,720.0,400.0,,56364.0,21502.0,,4500.0
1977,786000.0,,34642.0,34592.0,,1662.0,,130740.0,-1.0,,-1.0,10.0,170600.0,300000.0,3136.0,1200.0,48.0,-1.0,,7070263.0,228800.0,,,595.0,222600.0,56700.0,4289.0,195000.0,14830.0,646121.0,-1.0,660000.0,5380.0,35.0,-1.0,6300.0,13917.0,,63.0,,,,1500.0,250621.0,9900.0,220000.0,-1.0,28750.0,,,314276.0,31967.0,42000.0,,23402640.0,6838000.0,50.0,2019.0,5740.0,,,-1.0,,,,10380.0,650.0,15.0,1400.0,3067.0,800.0,9000.0,,,-1.0,35.0,,,6000.0,,6868117.0,4000.0,,,,1000.0,-1.0,10000.0,26250.0,,,-1.0,30117.0,79300.0,,,600.0,42200.0,,7580.0,,,25000.0,,1012.0,600.0,,68971.0,23932.0,,4500.0
1978,815000.0,,49920.0,49900.0,,3049.0,,145315.0,-1.0,,-1.0,,202525.0,300000.0,4750.0,2200.0,38.0,-1.0,,7782187.0,272200.0,,,600.0,285299.0,69000.0,8929.0,306000.0,16927.0,733000.0,-1.0,1150000.0,3050.0,,-1.0,6000.0,34554.0,,53.0,,,,3200.0,246932.0,9100.0,240000.0,-1.0,18706.0,,,216514.0,34237.0,67000.0,,25763776.0,7144000.0,20.0,3358.0,3672.0,,70.0,-1.0,,,,9230.0,800.0,25.0,1400.0,1663.0,400.0,10000.0,,,-1.0,12.0,,,6000.0,,7168473.0,2000.0,,,,1000.0,-1.0,22000.0,28000.0,,,-1.0,24473.0,127000.0,,,600.0,41700.0,,19430.0,,,25400.0,,1931.0,1000.0,,99208.0,23147.0,,4600.0
1979,838000.0,,53706.0,53656.0,,3437.0,,100381.0,-1.0,,-1.0,,302406.0,300000.0,4425.0,2600.0,37.0,-1.0,,8256096.0,360300.0,,,600.0,279200.0,71300.0,8620.0,496000.0,22233.0,784489.0,-1.0,1600000.0,3200.0,,-1.0,4000.0,42176.0,,14.0,,,,14314.0,207335.0,9100.0,250000.0,-1.0,20084.0,,,379467.0,31084.0,55000.0,,28466400.0,7239000.0,50.0,4420.0,5200.0,,400.0,-1.0,,,,8400.0,1000.0,45.0,1400.0,2816.0,300.0,10000.0,,,-1.0,71.0,,,4000.0,,7258333.0,1500.0,,,,1800.0,-1.0,50824.0,44000.0,,,-1.0,19333.0,130300.0,,,600.0,36200.0,,28390.0,,,26000.0,,1221.0,1500.0,,96013.0,22751.0,,4700.0
1980,854000.0,,56579.0,56529.0,,3512.0,,105312.0,-1.0,,-1.0,,363497.0,300000.0,4780.0,3700.0,43.0,-1.0,6000.0,8774023.0,475300.0,,,650.0,277200.0,78100.0,7132.0,608000.0,24943.0,732000.0,-1.0,2030000.0,3000.0,,-1.0,2170.0,34762.0,,34.0,,,,8500.0,188431.0,10300.0,270000.0,500.0,20205.0,,,154037.0,17289.0,32000.0,,27442608.0,7219000.0,50.0,6354.0,7700.0,,420.0,-1.0,,,1000.0,9580.0,1000.0,60.0,1400.0,2149.0,436.0,10000.0,,,-1.0,125.0,,,4000.0,,7234329.0,5000.0,,,,1200.0,-1.0,40445.0,50000.0,,,-1.0,15329.0,142200.0,,,600.0,48900.0,,37580.0,,,28300.0,,1091.0,3852.0,,94167.0,21651.0,,4800.0
1981,864000.0,,39729.0,39600.0,,3162.0,,125024.0,-1.0,,-1.0,,309592.0,300000.0,5571.0,4900.0,20.0,-1.0,6000.0,8501169.0,396100.0,,,580.0,279200.0,43900.0,4548.0,475000.0,21100.0,810000.0,-1.0,1880000.0,17000.0,,-1.0,6630.0,45956.0,,70.0,,,,8800.0,201722.0,10500.0,300000.0,500.0,24059.0,,,361778.0,47576.0,47181.0,,26774800.0,8015000.0,129.0,8376.0,7384.0,,450.0,-1.0,,,1500.0,10410.0,1000.0,65.0,1400.0,2664.0,900.0,10000.0,,,-1.0,317.0,,,5000.0,,8025312.0,3000.0,,500.0,,1000.0,-1.0,33995.0,37000.0,,,-1.0,10312.0,148800.0,,,1500.0,74400.0,,34830.0,,,22000.0,,2213.0,1977.0,,93933.0,24700.0,,5000.0
1982,876000.0,,40595.0,40532.0,,3691.0,,100920.0,-1.0,,-1.0,,269009.0,310000.0,5606.0,5300.0,16.0,-1.0,6000.0,8203277.0,502200.0,,,530.0,364000.0,49200.0,2579.0,770000.0,21325.0,607788.0,-1.0,1985600.0,24000.0,,-1.0,3890.0,59864.0,,3.0,,,,9800.0,183099.0,10800.0,350000.0,500.0,23667.0,,,375297.0,77391.0,54671.0,,28101808.0,8410000.0,63.0,4626.0,7137.0,,800.0,-1.0,1000.0,,2000.0,10910.0,1000.0,70.0,1400.0,471.0,200.0,10000.0,,,-1.0,2966.0,,,6000.0,,8417782.0,3000.0,,300.0,,1000.0,-1.0,20800.0,52000.0,,,-1.0,7782.0,147100.0,,,2300.0,103100.0,,48750.0,,,22000.0,,17377.0,959.0,,68749.0,26821.0,,5000.0
1983,842000.0,1000.0,48361.0,48282.0,,4101.0,,155853.0,-1.0,,-1.0,,274528.0,315000.0,4770.0,4957.0,15.0,-1.0,5000.0,8137112.0,576800.0,,,500.0,364000.0,59500.0,1062.0,836000.0,10053.0,639876.0,-1.0,2280700.0,24250.0,,-1.0,1190.0,61000.0,,55.0,,,,13000.0,182074.0,5600.0,200000.0,500.0,30207.0,,,391133.0,107220.0,50592.0,,25302608.0,7559600.0,79.0,1584.0,7100.0,,1200.0,-1.0,1000.0,,3500.0,8590.0,1000.0,45.0,1400.0,1006.0,400.0,10000.0,,1486.0,-1.0,23005.0,201.0,,6000.0,,7565192.0,5000.0,,500.0,,,-1.0,8861.0,53700.0,,,-1.0,5592.0,143400.0,,,3800.0,96700.0,,33137.0,,,30000.0,,14625.0,1000.0,,64245.0,26584.0,,5000.0
1984,772000.0,2000.0,48141.0,48081.0,,4465.0,,193228.0,-1.0,,-1.0,,292287.0,320000.0,5180.0,9400.0,26.0,-1.0,5000.0,9421202.0,638800.0,,,430.0,405000.0,50620.0,2667.0,1242700.0,28364.0,859000.0,-1.0,2910000.0,27945.0,,-1.0,90.0,52500.0,,6.0,,,,22100.0,190103.0,5700.0,200000.0,500.0,30328.0,,,388696.0,114380.0,68000.0,,26755008.0,7286000.0,60.0,1101.0,7500.0,,1600.0,-1.0,3000.0,,4334.0,7740.0,950.0,50.0,1400.0,666.0,250.0,11300.0,,1835.0,-1.0,36082.0,122.0,,11000.0,,7291535.0,5000.0,,800.0,,,-1.0,8280.0,50000.0,,,-1.0,5535.0,134300.0,,,4600.0,90500.0,,47614.0,,,35000.0,,11818.0,1000.0,,71671.0,27282.0,,5000.0
1985,738000.0,3400.0,63088.0,63061.0,,4457.0,,240833.0,-1.0,,-1.0,,318800.0,330000.0,3200.0,9836.0,35.0,-1.0,5000.0,10153405.0,718800.0,,,360.0,405000.0,54440.0,2362.0,1339700.0,34661.0,896220.0,-1.0,3269000.0,60225.0,,-1.0,1490.0,50000.0,,12.0,,,,27500.0,155964.0,5000.0,205000.0,500.0,24105.0,,,476084.0,101233.0,66000.0,,24922000.0,7718000.0,27.0,1164.0,9780.0,,1800.0,-1.0,5000.0,,3500.0,8210.0,1050.0,50.0,1400.0,1210.0,500.0,13800.0,,767.0,-1.0,93772.0,,,10000.0,158.0,7725111.0,10000.0,,1000.0,,,-1.0,14810.0,41000.0,,1600.0,-1.0,7111.0,133500.0,,,6100.0,102000.0,,60518.0,,,23000.0,,2455.0,500.0,,70982.0,28170.0,,5000.0
1986,745000.0,4100.0,71027.0,71000.0,,5446.0,20.0,282107.0,-1.0,,-1.0,,309600.0,334000.0,3453.0,13854.0,53.0,-1.0,6000.0,9181587.0,539300.0,,,350.0,384400.0,78450.0,1456.0,1526800.0,39306.0,1253767.0,-1.0,3316000.0,90000.0,,-1.0,1340.0,46100.0,,10.0,,,,47000.0,133489.0,9300.0,210000.0,500.0,23383.0,,,380553.0,95645.0,60000.0,,23590000.0,8296000.0,27.0,2090.0,7770.0,,2100.0,-1.0,5000.0,,3000.0,6530.0,1100.0,50.0,1400.0,968.0,600.0,15300.0,,486.0,-1.0,232393.0,,,12137.0,140.0,8305277.0,7000.0,,2000.0,,,-1.0,20090.0,41300.0,,2900.0,-1.0,9277.0,138400.0,,,6500.0,106500.0,,72518.0,620.0,,30000.0,,4009.0,500.0,,51238.0,28029.0,,5000.0
1987,783000.0,1200.0,54428.0,54428.0,,5980.0,,303336.0,-1.0,,-1.0,,358600.0,340000.0,4915.0,16857.0,52.0,-1.0,5000.0,9129795.0,673500.0,,,350.0,461000.0,64750.0,1705.0,1542600.0,81100.0,1100565.0,-1.0,3532650.0,111971.0,,-1.0,1310.0,47470.0,,10.0,1394.0,2382.0,,81000.0,153794.0,10800.0,324000.0,600.0,36020.0,,,470695.0,105000.0,29831.0,,23136000.0,8444933.0,0.0,3438.0,9380.0,,2600.0,-1.0,12000.0,,2500.0,7562.0,1100.0,50.0,1400.0,2624.0,600.0,18700.0,,486.0,-1.0,480552.0,,,10000.0,159.0,8453945.0,11000.0,,4000.0,,,-1.0,36500.0,50000.0,,2100.0,-1.0,9012.0,162700.0,,,7280.0,117990.0,,60500.0,750.0,,33000.0,,3493.0,800.0,,35723.0,30359.0,,5000.0
1988,760000.0,1800.0,43453.0,43453.0,,2758.0,,392203.0,-1.0,,-1.0,,413600.0,340000.0,5891.0,20900.0,98.0,-1.0,11000.0,10518370.0,765500.0,,,360.0,533000.0,61220.0,4552.0,1734100.0,72650.0,1177400.0,-1.0,4373200.0,65975.0,,-1.0,2000.0,49150.0,,10.0,3000.0,2814.0,,94000.0,145418.0,10800.0,442000.0,750.0,66227.0,,5077.0,139186.0,110214.0,49267.0,,23218000.0,8120000.0,,3478.0,9000.0,,3400.0,-1.0,13000.0,5820.0,1960.0,5154.0,1150.0,50.0,1400.0,2993.0,600.0,20700.0,,200.0,-1.0,432024.0,,,17000.0,304.0,8127699.0,12000.0,,3000.0,824.0,,-1.0,42300.0,55623.0,,2700.0,-1.0,7699.0,162400.0,,,10500.0,102990.0,,75483.0,6490.0,,40000.0,,1840.0,1000.0,,23682.0,33376.0,,5000.0
1989,830120.0,1200.0,70712.0,70712.0,,2269.0,,502416.0,59.0,,-1.0,,512200.0,340000.0,6028.0,21330.0,33.0,-1.0,14000.0,12200560.0,851300.0,,,1000.0,539500.0,92600.0,10650.0,2253000.0,82284.0,1198096.0,-1.0,3931250.0,75300.0,,-1.0,4150.0,38789.0,,10.0,8000.0,3861.0,,134000.0,157367.0,12200.0,750000.0,750.0,53672.0,,9534.0,490125.0,87893.0,63000.0,,24033008.0,8057300.0,,1393.0,9100.0,,4300.0,-1.0,11602.0,5022.0,2000.0,4753.0,1200.0,50.0,1400.0,2550.0,600.0,20700.0,,200.0,-1.0,477221.0,,1884.0,17638.0,456.0,8063021.0,13000.0,,,903.0,,-1.0,55000.0,60356.0,,2600.0,-1.0,5721.0,151600.0,,,9800.0,100200.0,,129366.0,10330.0,,44000.0,,1450.0,1500.0,,21493.0,33524.0,,5000.0
1990,823600.0,6000.0,49251.0,49251.0,0.0,1495.0,0.0,407837.0,81.0,,2500.0,0.0,190228.0,364000.0,5110.0,29814.0,62.0,-1.0,10000.0,11487300.0,899900.0,,,1000.0,483600.0,116150.0,17400.0,2564200.0,83880.0,1334100.0,-1.0,4961600.0,74000.0,0.0,-1.0,6730.0,41396.0,,6.0,7000.0,6754.0,,117000.0,152265.0,13310.0,729000.0,900.0,42312.0,,8488.0,285615.0,93275.0,68196.0,,22869008.0,7559600.0,0.0,1213.0,26867.0,,5000.0,-1.0,16100.0,9271.0,2272.0,4050.0,1300.0,48.0,1436.0,3700.0,500.0,20660.0,,200.0,-1.0,521169.0,0.0,2403.0,37216.0,531.0,7563788.0,15000.0,,5290.0,1076.0,0.0,-1.0,28500.0,54830.0,,3100.0,-1.0,4188.0,145900.0,,,7000.0,110000.0,,143372.0,3307.0,,61000.0,,3980.0,2568.0,,16816.0,31603.0,,4000.0
1991,808000.0,1000.0,39880.0,39880.0,91.0,1875.0,0.0,318265.0,177.0,,2502.0,0.0,107950.0,352000.0,6095.0,29200.0,92.0,-1.0,4143.0,9616650.0,552657.0,,,1000.0,598000.0,100600.0,4500.0,3184800.0,90700.0,1368199.0,-1.0,4774500.0,49500.0,0.0,-1.0,6700.0,42318.0,,0.0,4000.0,11271.0,,66194.0,119066.0,14520.0,468000.0,1041.0,25000.0,,4501.0,341679.0,72886.0,63000.0,,23476000.0,7041000.0,0.0,400.0,25000.0,,5800.0,-1.0,17241.0,14733.0,213.0,2979.0,1000.0,70.0,1043.0,3779.0,600.0,21343.0,,100.0,-1.0,380691.0,0.0,1080.0,54000.0,689.0,7045042.0,14000.0,,10580.0,1545.0,0.0,-1.0,9000.0,57870.0,,2100.0,-1.0,4042.0,140800.0,,,6020.0,101100.0,,193289.0,6502.0,,87000.0,,2052.0,3487.0,,10542.0,31747.0,,4377.0
