,Kenya,Peru,Croatia,Myanmar,Israel,Syrian Arab Republic,Bangladesh,Nepal,Ethiopia,Canada,The former Yugoslav Republic of Macedonia,Greece,Pakistan,Iraq,Malawi,Cyprus,Spain,New Zealand,Bulgaria,Australia & New Zealand,Iran (Islamic Republic of),Algeria,Slovenia,Czechoslovakia,Madagascar,Czechia,Argentina,India,Morocco,Ethiopia PDR,USSR,Mexico,Romania,Ecuador,Egypt,China,Tunisia,Colombia,Yugoslav SFR,Slovakia,Lebanon,Occupied Palestinian Territory,Chile,Hungary,France,Jordan,"China, mainland",Russian Federation,Eritrea,Italy,Turkey
1972,0.0,64.0,-1.0,159.0,23.0,6446.0,4500.0,2520.0,-1.0,0.0,-1.0,488.0,2339.0,299.0,0.0,22.0,7800.0,0.0,48.0,0.0,3445.0,476.0,-1.0,88.0,24.0,-1.0,666.0,25008.0,1240.0,4800.0,6300.0,260.0,0.0,143.0,5000.0,0.0,26.0,1050.0,32.0,-1.0,215.0,0.0,1282.0,70.0,417.0,2056.0,0.0,-1.0,-1.0,200.0,9464.0
1973,0.0,71.0,-1.0,139.0,23.0,5979.0,5400.0,2580.0,-1.0,2.0,-1.0,464.0,2877.0,279.0,0.0,19.0,8600.0,0.0,30.0,0.0,3445.0,491.0,-1.0,106.0,24.0,-1.0,540.0,27753.0,1624.0,4640.0,4770.0,262.0,0.0,148.0,5900.0,0.0,28.0,1050.0,23.0,-1.0,247.0,0.0,1562.0,100.0,403.0,1833.0,0.0,-1.0,-1.0,200.0,9360.0
1974,0.0,96.0,-1.0,160.0,22.0,6849.0,6000.0,2640.0,-1.0,24.0,-1.0,440.0,2262.0,360.0,0.0,22.0,8100.0,0.0,29.0,0.0,3478.0,464.0,-1.0,98.0,26.0,-1.0,501.0,28581.0,1856.0,4620.0,4590.0,278.0,0.0,142.0,5200.0,0.0,28.0,1050.0,21.0,-1.0,266.0,0.0,1644.0,100.0,783.0,1262.0,0.0,-1.0,-1.0,200.0,9960.0
1975,0.0,105.0,-1.0,159.0,32.0,10254.0,7500.0,2700.0,-1.0,23.0,-1.0,392.0,2188.0,396.0,0.0,13.0,8000.0,0.0,10.0,0.0,3478.0,538.0,-1.0,87.0,36.0,-1.0,524.0,28098.0,2508.0,1932.0,3240.0,206.0,0.0,128.0,4600.0,0.0,26.0,1100.0,21.0,-1.0,105.0,0.0,1800.0,24.0,791.0,1953.0,0.0,-1.0,-1.0,200.0,14880.0
1976,0.0,109.0,-1.0,136.0,20.0,12484.0,8730.0,2790.0,-1.0,150.0,-1.0,320.0,2385.0,446.0,0.0,14.0,8000.0,0.0,15.0,0.0,3380.0,413.0,-1.0,104.0,44.0,-1.0,1782.0,25599.0,1424.0,2384.0,1350.0,208.0,0.0,46.0,5087.0,0.0,35.0,1000.0,18.0,-1.0,245.0,0.0,2431.0,38.0,900.0,1143.0,0.0,-1.0,-1.0,100.0,19200.0
1977,0.0,100.0,-1.0,130.0,18.0,9528.0,8790.0,2850.0,-1.0,780.0,-1.0,336.0,2685.0,691.0,0.0,12.0,8000.0,0.0,16.0,0.0,3380.0,478.0,-1.0,106.0,60.0,-1.0,4920.0,26421.0,1484.0,2368.0,1800.0,237.0,0.0,34.0,3865.0,0.0,28.0,1100.0,15.0,-1.0,175.0,0.0,2547.0,39.0,735.0,1225.0,0.0,-1.0,-1.0,100.0,14184.0
1978,0.0,103.0,-1.0,146.0,21.0,6204.0,8850.0,2880.0,-1.0,1175.0,-1.0,392.0,3183.0,460.0,0.0,8.0,8700.0,0.0,25.0,0.0,3088.0,540.0,-1.0,111.0,70.0,-1.0,2760.0,30543.0,1148.0,2340.0,1080.0,519.0,0.0,27.0,2848.0,0.0,28.0,1000.0,26.0,-1.0,245.0,0.0,4029.0,58.0,791.0,616.0,0.0,-1.0,-1.0,100.0,14000.0
1979,0.0,192.0,-1.0,133.0,23.0,5937.0,8670.0,2940.0,-1.0,2685.0,-1.0,408.0,2591.0,499.0,0.0,15.0,8000.0,0.0,44.0,0.0,3497.0,487.0,-1.0,134.0,44.0,-1.0,1896.0,25464.0,1480.0,1699.0,630.0,438.0,0.0,27.0,1782.0,0.0,14.0,850.0,15.0,-1.0,245.0,0.0,4236.0,22.0,593.0,738.0,0.0,-1.0,-1.0,100.0,15280.0
1980,0.0,100.0,-1.0,95.0,23.0,5020.0,8550.0,3000.0,-1.0,3060.0,-1.0,344.0,2181.0,448.0,0.0,10.0,8000.0,0.0,152.0,0.0,4771.0,391.0,-1.0,122.0,26.0,-1.0,1428.0,28047.0,1360.0,2134.0,810.0,552.0,0.0,37.0,1280.0,0.0,13.0,850.0,12.0,-1.0,266.0,0.0,3813.0,40.0,469.0,893.0,0.0,-1.0,-1.0,100.0,20400.0
1981,0.0,110.0,-1.0,76.0,23.0,4009.0,7440.0,3090.0,-1.0,4248.0,-1.0,448.0,2221.0,448.0,0.0,7.0,7500.0,0.0,200.0,0.0,4147.0,299.0,-1.0,197.0,30.0,-1.0,888.0,28356.0,1564.0,2817.0,1080.0,677.0,0.0,33.0,960.0,0.0,9.0,850.0,15.0,-1.0,259.0,0.0,3109.0,99.0,469.0,917.0,0.0,-1.0,-1.0,100.0,49820.0
1982,0.0,137.0,-1.0,83.0,23.0,5003.0,7200.0,3450.0,-1.0,2862.0,-1.0,496.0,2469.0,357.0,0.0,6.0,7400.0,0.0,303.0,0.0,4953.0,273.0,-1.0,195.0,34.0,-1.0,456.0,29892.0,3144.0,2213.0,1260.0,456.0,0.0,29.0,1015.0,0.0,14.0,850.0,12.0,-1.0,256.0,0.0,1844.0,158.0,700.0,790.0,0.0,-1.0,-1.0,100.0,52000.0
1983,0.0,148.0,-1.0,110.0,20.0,4165.0,7212.0,3600.0,-1.0,3810.0,-1.0,328.0,1465.0,371.0,0.0,5.0,7100.0,0.0,197.0,0.0,5194.0,685.0,-1.0,310.0,39.0,-1.0,660.0,28293.0,2700.0,1786.0,2880.0,635.0,0.0,17.0,1100.0,0.0,15.0,850.0,16.0,-1.0,259.0,0.0,1898.0,14.0,700.0,414.0,0.0,-1.0,-1.0,100.0,49600.0
1984,0.0,154.0,-1.0,174.0,20.0,4632.0,7002.0,2957.0,-1.0,4368.0,-1.0,152.0,1473.0,371.0,0.0,4.0,7000.0,20.0,274.0,20.0,5655.0,377.0,-1.0,387.0,40.0,-1.0,954.0,29475.0,3508.0,1505.0,3330.0,203.0,0.0,22.0,1500.0,2700.0,15.0,850.0,19.0,-1.0,280.0,0.0,2909.0,75.0,546.0,492.0,2700.0,-1.0,-1.0,100.0,47760.0
1985,0.0,176.0,-1.0,94.0,20.0,4719.0,6675.0,3098.0,-1.0,7848.0,-1.0,152.0,1723.0,245.0,0.0,3.0,7000.0,40.0,360.0,40.0,5928.0,138.0,-1.0,395.0,40.0,-1.0,1032.0,32721.0,3424.0,1794.0,3420.0,359.0,0.0,87.0,1600.0,3150.0,15.0,850.0,15.0,-1.0,294.0,0.0,2982.0,87.0,784.0,241.0,3150.0,-1.0,-1.0,111.0,60000.0
1986,0.0,194.0,-1.0,134.0,20.0,6258.0,6381.0,3219.0,-1.0,14304.0,-1.0,140.0,2424.0,119.0,0.0,2.0,10400.0,60.0,363.0,60.0,3093.0,230.0,-1.0,409.0,40.0,-1.0,828.0,32610.0,3584.0,1872.0,3690.0,482.0,0.0,88.0,1700.0,4050.0,16.0,850.0,18.0,-1.0,315.0,0.0,3706.0,463.0,602.0,432.0,4050.0,-1.0,-1.0,98.0,73280.0
1987,0.0,160.0,-1.0,66.0,20.0,9245.0,6489.0,3386.0,-1.0,8130.0,-1.0,126.0,2279.0,72.0,0.0,2.0,8300.0,80.0,413.0,80.0,8691.0,197.0,-1.0,335.0,40.0,-1.0,897.0,31209.0,2608.0,2715.0,4950.0,217.0,0.0,138.0,1800.0,4500.0,17.0,850.0,17.0,-1.0,329.0,0.0,2620.0,952.0,224.0,452.0,4500.0,-1.0,-1.0,120.0,78640.0
1988,0.0,136.0,-1.0,41.0,12.0,13181.0,6459.0,3386.0,-1.0,6186.0,-1.0,123.0,2265.0,56.0,0.0,1.0,7800.0,100.0,243.0,100.0,7449.0,97.0,-1.0,248.0,40.0,-1.0,1080.0,32433.0,2316.0,1514.0,4680.0,391.0,0.0,120.0,714.0,4950.0,44.0,850.0,16.0,-1.0,350.0,0.0,1175.0,386.0,294.0,268.0,4950.0,-1.0,-1.0,110.0,79760.0
1989,0.0,129.0,-1.0,40.0,13.0,9184.0,6273.0,4814.0,-1.0,8016.0,-1.0,103.0,2038.0,46.0,0.0,1.0,5400.0,96.0,154.0,96.0,6178.0,106.0,-1.0,183.0,40.0,-1.0,1800.0,33354.0,2268.0,1574.0,6570.0,311.0,0.0,124.0,589.0,5850.0,43.0,1057.0,19.0,-1.0,371.0,0.0,1114.0,98.0,263.0,366.0,5850.0,-1.0,-1.0,100.0,72480.0
1990,60.0,110.0,-1.0,50.0,12.0,11808.0,6302.0,4879.0,-1.0,14290.0,-1.0,69.0,1902.0,26.0,48.0,1.0,4900.0,103.0,78.0,103.0,11261.0,59.0,-1.0,143.0,44.0,-1.0,1680.0,35634.0,1904.0,1755.0,4005.0,402.0,0.0,138.0,680.0,6750.0,33.0,859.0,15.0,-1.0,408.0,0.0,1190.0,146.0,244.0,206.0,6750.0,-1.0,-1.0,100.0,63200.0
1991,80.0,121.0,-1.0,78.0,10.0,7470.0,6267.0,4780.0,-1.0,16752.0,-1.0,73.0,1761.0,42.0,53.0,0.0,4042.0,122.0,34.0,122.0,15494.0,46.0,-1.0,228.0,47.0,-1.0,1560.0,35673.0,1732.0,1924.0,4005.0,482.0,0.0,176.0,612.0,7650.0,5.0,800.0,15.0,-1.0,422.0,0.0,1518.0,110.0,254.0,250.0,7650.0,-1.0,-1.0,100.0,59600.0
1992,242.0,139.0,3.0,142.0,12.0,7911.0,6223.0,4793.0,-1.0,22338.0,26.0,63.0,1904.0,63.0,36.0,0.0,2590.0,114.0,34.0,114.0,15536.0,54.0,4.0,228.0,48.0,-1.0,1680.0,36117.0,1644.0,1924.0,-1.0,383.0,0.0,118.0,800.0,8100.0,20.0,750.0,-1.0,-1.0,420.0,0.0,1070.0,298.0,253.0,699.0,8100.0,760.0,-1.0,100.0,57040.0
1993,560.0,154.0,3.0,133.0,13.0,9410.0,6228.0,7000.0,1926.0,23916.0,20.0,59.0,1547.0,77.0,34.0,0.0,3100.0,72.0,37.0,72.0,15860.0,59.0,0.0,-1.0,40.0,19.0,1080.0,35502.0,1688.0,-1.0,-1.0,359.0,0.0,113.0,652.0,14000.0,15.0,650.0,-1.0,91.0,434.0,0.0,820.0,333.0,293.0,353.0,14000.0,630.0,8.0,100.0,51680.0
1994,526.0,184.0,2.0,140.0,14.0,12000.0,6228.0,6000.0,2475.0,20032.0,6.0,59.0,1830.0,91.0,24.0,0.0,2445.0,56.0,46.0,56.0,15470.0,45.0,0.0,-1.0,44.0,2.0,1110.0,34677.0,1872.0,-1.0,-1.0,334.0,0.0,86.0,460.0,14000.0,14.0,500.0,-1.0,112.0,435.0,0.0,859.0,300.0,309.0,560.0,14000.0,350.0,10.0,100.0,51200.0
1995,404.0,196.0,3.0,140.0,15.0,9863.0,6180.0,6000.0,3334.0,18210.0,20.0,55.0,1965.0,105.0,30.0,0.0,3822.0,25.0,68.0,25.0,17617.0,41.0,0.0,-1.0,48.0,3.0,180.0,37662.0,1948.0,-1.0,-1.0,277.0,0.0,82.0,326.0,14000.0,74.0,175.0,-1.0,119.0,437.0,254.0,863.0,500.0,330.0,369.0,14000.0,270.0,13.0,100.0,49600.0
1996,225.0,218.0,3.0,118.0,13.0,8421.0,6190.0,6300.0,2003.0,19740.0,20.0,54.0,2084.0,126.0,32.0,0.0,3400.0,26.0,76.0,26.0,12337.0,43.0,0.0,-1.0,52.0,0.0,420.0,41082.0,2160.0,-1.0,-1.0,267.0,0.0,144.0,381.0,14000.0,2.0,170.0,-1.0,91.0,242.0,217.0,580.0,583.0,313.0,262.0,14000.0,270.0,8.0,100.0,44800.0
1997,361.0,215.0,3.0,104.0,15.0,9985.0,6173.0,6331.0,2644.0,22704.0,29.0,54.0,1946.0,140.0,40.0,0.0,3100.0,20.0,86.0,20.0,13312.0,35.0,0.0,-1.0,52.0,0.0,540.0,38649.0,2292.0,-1.0,-1.0,300.0,0.0,144.0,855.0,14000.0,20.0,152.0,-1.0,62.0,112.0,230.0,405.0,49.0,344.0,247.0,14000.0,300.0,11.0,100.0,43920.0
1998,147.0,191.0,2.0,80.0,19.0,10335.0,5004.0,6496.0,2675.0,30378.0,26.0,60.0,1734.0,154.0,48.0,0.0,2934.0,20.0,70.0,20.0,12907.0,29.0,0.0,-1.0,49.0,0.0,1020.0,41655.0,1692.0,-1.0,-1.0,292.0,0.0,120.0,870.0,13000.0,26.0,155.0,-1.0,84.0,98.0,118.0,254.0,126.0,421.0,35.0,13000.0,250.0,48.0,100.0,41360.0
1999,138.0,180.0,2.0,160.0,12.0,8594.0,5004.0,6984.0,3000.0,41934.0,25.0,61.0,1647.0,193.0,42.0,0.0,2300.0,20.0,70.0,20.0,13377.0,21.0,0.0,-1.0,44.0,0.0,1080.0,43848.0,1656.0,-1.0,-1.0,271.0,0.0,160.0,381.0,14000.0,27.0,149.0,-1.0,35.0,48.0,172.0,175.0,86.0,486.0,91.0,14000.0,250.0,33.0,100.0,37760.0
2000,239.0,200.0,2.0,172.0,11.0,9736.0,4931.0,8000.0,3800.0,42492.0,25.0,67.0,1380.0,140.0,56.0,0.0,2300.0,20.0,18.0,20.0,17000.0,28.0,0.0,-1.0,56.0,0.0,540.0,44334.0,1676.0,-1.0,-1.0,253.0,0.0,160.0,429.0,15000.0,26.0,148.0,-1.0,30.0,32.0,173.0,106.0,128.0,311.0,133.0,15000.0,250.0,51.0,100.0,37600.0
2001,37.0,210.0,2.0,120.0,14.0,8481.0,4713.0,7500.0,2406.0,32412.0,25.0,62.0,1344.0,315.0,60.0,0.0,2500.0,20.0,25.0,20.0,15405.0,28.0,0.0,-1.0,45.0,0.0,330.0,44100.0,2444.0,-1.0,-1.0,231.0,0.0,168.0,483.0,15000.0,10.0,180.0,-1.0,40.0,112.0,162.0,88.0,130.0,372.0,101.0,15000.0,250.0,102.0,100.0,39360.0
2002,399.0,220.0,2.0,120.0,12.0,9719.0,4626.0,8000.0,2080.0,30804.0,25.0,57.0,1470.0,105.0,96.0,0.0,3182.0,72.0,41.0,72.0,14314.0,25.0,0.0,-1.0,44.0,0.0,180.0,41400.0,2168.0,-1.0,-1.0,285.0,0.0,172.0,450.0,16000.0,15.0,185.0,-1.0,68.0,78.0,163.0,73.0,40.0,520.0,61.0,16000.0,300.0,37.0,150.0,35360.0
2003,52.0,200.0,2.0,96.0,10.0,9619.0,4638.0,8000.0,2082.0,44304.0,25.0,95.0,1548.0,210.0,144.0,7.0,2803.0,72.0,51.0,72.0,13987.0,26.0,0.0,-1.0,44.0,0.0,180.0,42000.0,2084.0,-1.0,-1.0,259.0,0.0,160.0,400.0,17000.0,36.0,190.0,-1.0,98.0,50.0,134.0,82.0,130.0,585.0,126.0,17000.0,230.0,34.0,130.0,35120.0
2004,71.0,178.0,2.0,96.0,12.0,9996.0,4615.0,8000.0,3066.0,48168.0,25.0,112.0,1302.0,315.0,160.0,7.0,3000.0,60.0,41.0,60.0,14660.0,33.0,0.0,-1.0,44.0,0.0,180.0,44100.0,1968.0,-1.0,-1.0,260.0,0.0,164.0,300.0,18000.0,7.0,195.0,-1.0,70.0,55.0,142.0,93.0,130.0,689.0,108.0,18000.0,230.0,60.0,130.0,35192.0
2005,60.0,185.0,3.0,80.0,15.0,10150.0,4039.0,8000.0,3396.0,33990.0,25.0,143.0,1017.0,210.0,200.0,6.0,1600.0,32.0,38.0,32.0,13589.0,37.0,0.0,-1.0,49.0,0.0,180.0,45300.0,2012.0,-1.0,-1.0,217.0,0.0,164.0,280.0,18000.0,29.0,189.0,-1.0,56.0,56.0,145.0,92.0,130.0,756.0,42.0,18000.0,230.0,47.0,135.0,33934.0
2006,85.0,195.0,3.0,144.0,13.0,10440.0,4127.0,8000.0,3884.0,34848.0,25.0,223.0,1170.0,508.0,144.0,5.0,1500.0,17.0,24.0,17.0,13736.0,26.0,0.0,-1.0,56.0,0.0,180.0,44100.0,1308.0,-1.0,-1.0,238.0,0.0,164.0,280.0,17000.0,31.0,203.0,-1.0,49.0,53.0,127.0,69.0,130.0,565.0,22.0,17000.0,250.0,48.0,135.0,31163.0
2007,153.0,184.0,1.0,80.0,12.0,9499.0,2177.0,8000.0,4297.0,42372.0,25.0,168.0,912.0,14.0,167.0,5.0,1500.0,32.0,22.0,32.0,9944.0,41.0,0.0,-1.0,62.0,0.0,180.0,39300.0,1408.0,-1.0,-1.0,249.0,0.0,168.0,280.0,16500.0,35.0,207.0,-1.0,49.0,56.0,97.0,75.0,130.0,483.0,30.0,16500.0,250.0,8.0,135.0,25494.0
2008,79.0,199.0,1.0,75.0,10.0,7050.0,2129.0,8000.0,4238.0,58278.0,25.0,168.0,927.0,14.0,159.0,4.0,2000.0,25.0,40.0,25.0,12330.0,78.0,0.0,-1.0,55.0,0.0,180.0,41277.0,1388.0,-1.0,-1.0,202.0,0.0,168.0,280.0,17000.0,27.0,198.0,-1.0,49.0,56.0,78.0,76.0,130.0,640.0,16.0,17000.0,400.0,85.0,135.0,17194.0
2009,81.0,210.0,0.0,90.0,13.0,9174.0,2319.0,8000.0,3093.0,84498.0,25.0,240.0,720.0,14.0,120.0,4.0,2337.0,56.0,58.0,56.0,10523.0,127.0,0.0,-1.0,62.0,0.0,180.0,44382.0,1620.0,-1.0,-1.0,243.0,0.0,168.0,280.0,16000.0,14.0,200.0,-1.0,63.0,79.0,10.0,98.0,130.0,910.0,33.0,16000.0,500.0,95.0,135.0,18750.0
2010,170.0,141.0,2.0,70.0,13.0,9793.0,2489.0,8000.0,4396.0,62100.0,25.0,372.0,783.0,14.0,104.0,4.0,3128.0,70.0,34.0,70.0,6667.0,333.0,0.0,-1.0,45.0,0.0,192.0,47922.0,2319.0,-1.0,-1.0,206.0,0.0,160.0,275.0,16000.0,27.0,196.0,-1.0,63.0,84.0,21.0,106.0,130.0,972.0,8.0,16000.0,1400.0,69.0,135.0,17188.0
2011,174.0,198.0,0.0,70.0,14.0,9125.0,2587.0,9000.0,4949.0,61062.0,25.0,393.0,683.0,14.0,94.0,4.0,4283.0,47.0,28.0,47.0,9458.0,187.0,0.0,-1.0,48.0,0.0,279.0,52950.0,1964.0,-1.0,-1.0,180.0,0.0,140.0,140.0,17000.0,32.0,200.0,-1.0,56.0,84.0,22.0,81.0,130.0,1055.0,16.0,17000.0,1600.0,47.0,196.0,18998.0
2012,245.0,210.0,1.0,70.0,14.0,7962.0,2695.0,9000.0,5033.0,63618.0,25.0,458.0,573.0,14.0,88.0,4.0,3915.0,48.0,26.0,48.0,10121.0,166.0,0.0,-1.0,48.0,0.0,126.0,56700.0,2131.0,-1.0,-1.0,224.0,0.0,160.0,145.0,17000.0,38.0,200.0,-1.0,39.0,84.0,22.0,93.0,130.0,986.0,22.0,17000.0,1500.0,48.0,196.0,22494.0
2013,190.0,170.0,1.0,70.0,14.0,7784.0,3739.0,11000.0,3955.0,75756.0,25.0,411.0,504.0,14.0,88.0,4.0,3569.0,41.0,26.0,41.0,10906.0,194.0,0.0,-1.0,50.0,0.0,126.0,54000.0,1835.0,-1.0,-1.0,261.0,0.0,160.0,145.0,17000.0,17.0,201.0,-1.0,39.0,72.0,61.0,85.0,130.0,1024.0,16.0,17000.0,1500.0,21.0,180.0,22494.0
2014,245.0,170.0,1.0,70.0,14.0,7784.0,3739.0,11000.0,3955.0,75756.0,25.0,411.0,504.0,14.0,88.0,4.0,3569.0,41.0,26.0,41.0,10906.0,194.0,0.0,-1.0,50.0,0.0,126.0,54000.0,1835.0,-1.0,-1.0,261.0,0.0,160.0,145.0,17000.0,17.0,201.0,-1.0,39.0,72.0,61.0,85.0,130.0,1024.0,16.0,17000.0,1500.0,21.0,180.0,22494.0
