,Kenya,Bolivia (Plurinational State of),Peru,Belarus,Uruguay,United Kingdom,India,Armenia,Brazil,Nepal,Ethiopia,Denmark,Canada,United States of America,Greece,Afghanistan,Iraq,Austria,Netherlands,Japan,Eritrea,Bulgaria,Australia & New Zealand,Bangladesh,Iran (Islamic Republic of),Pakistan,Morocco,Kyrgyzstan,Argentina,Yugoslav SFR,Ukraine,Germany,Belgium,Czechoslovakia,Ethiopia PDR,Sweden,Switzerland,Mexico,USSR,Romania,Ecuador,Spain,Egypt,China,Tunisia,Uzbekistan,Latvia,Cyprus,Portugal,Slovakia,Czechia,Chile,Hungary,Kazakhstan,Estonia,Australia,France,Lithuania,Poland,"China, mainland",Russian Federation,Turkey,New Zealand,Italy,Belgium-Luxembourg
1971,10000.0,-1.0,14667.0,-1.0,4580.0,-1.0,2498.0,-1.0,5951.0,4400.0,-1.0,13529.0,7949.0,7393.0,800.0,3376.0,6414.0,-1.0,14049.0,-1.0,-1.0,4080.0,8606.0,5137.0,10000.0,5479.0,7613.0,-1.0,9595.0,488.0,-1.0,4404.0,-1.0,5520.0,5261.0,-1.0,-1.0,15049.0,3156.0,6897.0,-1.0,6746.0,11385.0,7727.0,4500.0,-1.0,-1.0,4080.0,3955.0,-1.0,-1.0,10000.0,12475.0,-1.0,-1.0,5158.0,5130.0,-1.0,7463.0,7727.0,-1.0,6667.0,20000.0,12078.0,7100.0
1972,10000.0,-1.0,3733.0,-1.0,5775.0,-1.0,2565.0,-1.0,5403.0,4259.0,-1.0,10588.0,8371.0,7584.0,600.0,4050.0,6347.0,-1.0,11477.0,-1.0,-1.0,2923.0,10174.0,4500.0,10000.0,5377.0,10590.0,-1.0,7000.0,184.0,-1.0,4146.0,-1.0,4217.0,5353.0,-1.0,-1.0,14909.0,2761.0,6072.0,-1.0,7707.0,11562.0,8372.0,12500.0,-1.0,-1.0,3240.0,4721.0,-1.0,-1.0,10000.0,8927.0,-1.0,-1.0,6557.0,5705.0,-1.0,6639.0,8372.0,-1.0,5455.0,20000.0,6241.0,7200.0
1973,10000.0,-1.0,4000.0,-1.0,6157.0,-1.0,2481.0,-1.0,7705.0,4400.0,-1.0,13261.0,8398.0,6058.0,-1.0,4272.0,8739.0,-1.0,12000.0,-1.0,-1.0,2825.0,11071.0,4667.0,10000.0,5556.0,7158.0,-1.0,7481.0,234.0,-1.0,4336.0,-1.0,4607.0,3704.0,-1.0,-1.0,15320.0,2769.0,5278.0,-1.0,7923.0,11336.0,8222.0,11500.0,-1.0,-1.0,-1.0,3831.0,-1.0,-1.0,10000.0,8109.0,-1.0,-1.0,8058.0,5903.0,-1.0,6598.0,8222.0,-1.0,5173.0,20000.0,4280.0,7700.0
1974,10000.0,-1.0,4133.0,-1.0,6193.0,-1.0,2472.0,-1.0,6567.0,4400.0,-1.0,9799.0,5974.0,5328.0,-1.0,4524.0,7892.0,-1.0,12999.0,-1.0,-1.0,2611.0,10258.0,4500.0,10000.0,5020.0,15053.0,-1.0,7623.0,435.0,-1.0,3954.0,-1.0,3686.0,3472.0,-1.0,-1.0,13967.0,2113.0,4788.0,-1.0,6869.0,11649.0,8043.0,9173.0,-1.0,-1.0,-1.0,4045.0,-1.0,-1.0,10000.0,13108.0,-1.0,-1.0,9293.0,5885.0,-1.0,5413.0,8043.0,-1.0,5357.0,22971.0,6169.0,7803.0
1975,10000.0,-1.0,5176.0,-1.0,5632.0,-1.0,2723.0,-1.0,6534.0,4500.0,-1.0,10977.0,7846.0,6461.0,-1.0,4043.0,5652.0,-1.0,8999.0,-1.0,-1.0,2839.0,11570.0,4600.0,10000.0,5526.0,7417.0,-1.0,7605.0,318.0,-1.0,4377.0,-1.0,3566.0,3495.0,-1.0,-1.0,17092.0,2473.0,5391.0,-1.0,7753.0,11903.0,7917.0,10840.0,-1.0,-1.0,-1.0,4000.0,-1.0,-1.0,8333.0,9391.0,-1.0,-1.0,7776.0,8750.0,-1.0,4622.0,7917.0,-1.0,5923.0,20203.0,6856.0,6803.0
1976,10000.0,-1.0,6000.0,-1.0,6290.0,-1.0,2822.0,-1.0,7411.0,4500.0,-1.0,10377.0,8552.0,4982.0,-1.0,3901.0,7864.0,-1.0,9369.0,-1.0,-1.0,2030.0,12977.0,4545.0,10000.0,5632.0,5000.0,-1.0,8445.0,176.0,-1.0,4358.0,-1.0,3367.0,3726.0,-1.0,-1.0,15845.0,2476.0,5925.0,-1.0,7240.0,12119.0,8000.0,9872.0,-1.0,-1.0,-1.0,1887.0,-1.0,-1.0,8333.0,9000.0,-1.0,-1.0,10745.0,5556.0,-1.0,5610.0,8000.0,-1.0,6273.0,19895.0,7732.0,8621.0
1977,10000.0,-1.0,7561.0,-1.0,6280.0,-1.0,2218.0,-1.0,7805.0,4722.0,-1.0,5070.0,10916.0,7234.0,-1.0,3635.0,1549.0,-1.0,12257.0,-1.0,-1.0,1613.0,7605.0,4667.0,10000.0,5499.0,7500.0,-1.0,10312.0,387.0,-1.0,3685.0,-1.0,4536.0,4187.0,-1.0,-1.0,16321.0,2129.0,5187.0,-1.0,5184.0,12001.0,7843.0,14790.0,-1.0,-1.0,-1.0,3333.0,-1.0,-1.0,8000.0,6476.0,-1.0,-1.0,6363.0,7524.0,-1.0,6086.0,7843.0,-1.0,6486.0,19959.0,5727.0,7299.0
1978,10000.0,-1.0,7500.0,-1.0,4528.0,-1.0,2621.0,-1.0,9042.0,4722.0,-1.0,7317.0,10864.0,7871.0,-1.0,3546.0,9760.0,-1.0,13540.0,-1.0,-1.0,2096.0,12876.0,4769.0,10000.0,5456.0,-1.0,-1.0,10407.0,131.0,-1.0,953.0,-1.0,5036.0,4778.0,-1.0,-1.0,16779.0,1867.0,8143.0,-1.0,5927.0,12369.0,9470.0,14350.0,-1.0,-1.0,-1.0,4500.0,-1.0,-1.0,8000.0,14123.0,-1.0,-1.0,9851.0,6505.0,-1.0,6128.0,9470.0,-1.0,5979.0,19915.0,7247.0,8300.0
1979,10000.0,-1.0,7949.0,-1.0,4519.0,-1.0,2558.0,-1.0,8819.0,4667.0,-1.0,8000.0,8760.0,8589.0,-1.0,3501.0,7018.0,-1.0,11934.0,-1.0,-1.0,1098.0,10313.0,4714.0,10000.0,5313.0,-1.0,-1.0,7344.0,49.0,-1.0,5559.0,-1.0,4732.0,4959.0,-1.0,-1.0,8526.0,2096.0,5670.0,-1.0,5947.0,11979.0,11667.0,14545.0,-1.0,-1.0,-1.0,4615.0,-1.0,-1.0,8000.0,5817.0,-1.0,-1.0,8342.0,7076.0,-1.0,3500.0,11667.0,-1.0,3941.0,20000.0,6476.0,8200.0
1980,10000.0,-1.0,3596.0,-1.0,6719.0,-1.0,1669.0,-1.0,6595.0,4643.0,-1.0,9478.0,7969.0,7316.0,-1.0,3499.0,7033.0,-1.0,11582.0,-1.0,-1.0,1273.0,9141.0,4714.0,10000.0,6093.0,-1.0,-1.0,7597.0,32.0,-1.0,-1.0,-1.0,3742.0,4810.0,-1.0,-1.0,9526.0,1548.0,5353.0,-1.0,0.0,11986.0,10000.0,17285.0,-1.0,-1.0,-1.0,3600.0,-1.0,-1.0,8000.0,12621.0,-1.0,-1.0,7452.0,6214.0,-1.0,3500.0,10000.0,-1.0,2874.0,20804.0,8323.0,7700.0
1981,10000.0,-1.0,7468.0,-1.0,5848.0,-1.0,2528.0,-1.0,8935.0,4643.0,-1.0,8403.0,10032.0,7929.0,-1.0,3432.0,5000.0,-1.0,12048.0,-1.0,-1.0,2205.0,11193.0,4667.0,10000.0,6075.0,-1.0,-1.0,8058.0,34.0,-1.0,-1.0,-1.0,4882.0,4273.0,-1.0,-1.0,9930.0,1845.0,4627.0,-1.0,4231.0,12256.0,8500.0,16667.0,-1.0,-1.0,-1.0,4167.0,-1.0,-1.0,8000.0,12150.0,-1.0,-1.0,9183.0,5000.0,-1.0,4012.0,8500.0,-1.0,2867.0,20000.0,7301.0,7801.0
1982,10000.0,-1.0,6881.0,-1.0,6053.0,-1.0,2651.0,-1.0,7102.0,4722.0,-1.0,4800.0,11910.0,8778.0,-1.0,3502.0,5217.0,-1.0,7678.0,-1.0,-1.0,1049.0,8438.0,4667.0,10000.0,6021.0,-1.0,-1.0,7335.0,50.0,-1.0,-1.0,-1.0,5467.0,4828.0,-1.0,-1.0,8270.0,2327.0,5386.0,-1.0,-1.0,11580.0,7917.0,17143.0,-1.0,-1.0,-1.0,4000.0,-1.0,-1.0,8000.0,11633.0,-1.0,-1.0,5024.0,7273.0,-1.0,3593.0,7917.0,-1.0,6797.0,20111.0,5967.0,8700.0
1983,10000.0,-1.0,7204.0,-1.0,6428.0,-1.0,2674.0,-1.0,7613.0,4792.0,-1.0,10111.0,10340.0,7469.0,-1.0,3500.0,4000.0,-1.0,13051.0,-1.0,-1.0,778.0,9061.0,5479.0,10000.0,6013.0,-1.0,-1.0,8449.0,34.0,-1.0,-1.0,-1.0,4980.0,3805.0,-1.0,-1.0,10611.0,2201.0,3037.0,-1.0,-1.0,12701.0,7440.0,17619.0,-1.0,-1.0,-1.0,4000.0,-1.0,-1.0,8900.0,10627.0,-1.0,-1.0,8154.0,5637.0,-1.0,3584.0,7440.0,-1.0,3800.0,20000.0,7083.0,8200.0
1984,10000.0,-1.0,7108.0,-1.0,5319.0,15000.0,2986.0,-1.0,6654.0,5000.0,-1.0,7143.0,9627.0,8195.0,-1.0,3498.0,4800.0,-1.0,13372.0,-1.0,-1.0,2115.0,10642.0,5258.0,10000.0,5713.0,-1.0,-1.0,8205.0,-1.0,-1.0,-1.0,-1.0,4246.0,4079.0,-1.0,-1.0,8479.0,2101.0,6906.0,3200.0,6667.0,19565.0,7422.0,16522.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8900.0,14129.0,-1.0,-1.0,10128.0,5633.0,-1.0,4190.0,7422.0,-1.0,6579.0,20548.0,6711.0,8300.0
1985,10000.0,-1.0,-1.0,-1.0,6195.0,13333.0,2788.0,-1.0,7881.0,4643.0,-1.0,15400.0,12115.0,8929.0,-1.0,3503.0,6000.0,-1.0,14000.0,-1.0,-1.0,1656.0,12009.0,5453.0,10000.0,5489.0,-1.0,-1.0,8292.0,-1.0,-1.0,-1.0,-1.0,5401.0,3568.0,-1.0,-1.0,7603.0,1529.0,4655.0,3421.0,-1.0,12821.0,8182.0,15833.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9000.0,12853.0,-1.0,-1.0,11910.0,6879.0,-1.0,4251.0,8182.0,-1.0,6494.0,20000.0,6738.0,7800.0
1986,10000.0,-1.0,-1.0,-1.0,6410.0,13333.0,2642.0,-1.0,7571.0,4762.0,-1.0,5556.0,13586.0,10601.0,-1.0,3501.0,5455.0,-1.0,14705.0,-1.0,-1.0,1487.0,9904.0,5445.0,10000.0,5359.0,-1.0,-1.0,6686.0,-1.0,-1.0,-1.0,-1.0,4762.0,4708.0,-1.0,-1.0,6804.0,1890.0,5065.0,3824.0,6667.0,16611.0,9412.0,16250.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9000.0,12450.0,-1.0,-1.0,9732.0,5757.0,-1.0,4256.0,9412.0,-1.0,7407.0,20000.0,7196.0,8101.0
1987,10000.0,-1.0,-1.0,-1.0,6712.0,13750.0,2740.0,-1.0,7918.0,4762.0,-1.0,7500.0,12329.0,10085.0,-1.0,3499.0,5455.0,-1.0,15000.0,-1.0,-1.0,1718.0,9340.0,5738.0,6850.0,5418.0,-1.0,-1.0,8355.0,-1.0,-1.0,-1.0,-1.0,4191.0,4143.0,-1.0,-1.0,3534.0,2133.0,6557.0,3143.0,-1.0,16327.0,9028.0,16000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9000.0,11451.0,-1.0,-1.0,9216.0,6552.0,-1.0,4073.0,9028.0,-1.0,7902.0,19608.0,7793.0,6800.0
1988,10000.0,-1.0,-1.0,-1.0,8225.0,19333.0,3418.0,-1.0,6296.0,4762.0,-1.0,7778.0,7440.0,4481.0,-1.0,3497.0,5167.0,-1.0,12500.0,-1.0,-1.0,1635.0,10323.0,5747.0,5779.0,5223.0,-1.0,-1.0,8165.0,-1.0,-1.0,-1.0,-1.0,5070.0,4222.0,-1.0,-1.0,4286.0,2117.0,6581.0,2000.0,-1.0,16841.0,8995.0,15769.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9000.0,10023.0,-1.0,-1.0,10000.0,6864.0,-1.0,3800.0,8995.0,-1.0,6837.0,20000.0,8163.0,7400.0
1989,10000.0,-1.0,-1.0,-1.0,7143.0,19540.0,3009.0,-1.0,6333.0,4714.0,-1.0,8571.0,8341.0,4676.0,-1.0,3502.0,4267.0,-1.0,11667.0,-1.0,-1.0,2388.0,10517.0,6132.0,10000.0,5175.0,-1.0,-1.0,7423.0,-1.0,-1.0,-1.0,-1.0,6030.0,3758.0,-1.0,-1.0,18169.0,2352.0,6221.0,1875.0,-1.0,16260.0,8980.0,15556.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9000.0,12619.0,-1.0,-1.0,10102.0,5324.0,-1.0,3620.0,8980.0,-1.0,6221.0,20000.0,7544.0,7100.0
1990,10000.0,-1.0,-1.0,-1.0,8089.0,20772.0,2896.0,-1.0,6667.0,4667.0,-1.0,8000.0,12810.0,9453.0,-1.0,3500.0,4375.0,-1.0,16802.0,-1.0,-1.0,3058.0,10335.0,6239.0,4667.0,5142.0,-1.0,-1.0,9096.0,-1.0,-1.0,-1.0,-1.0,6451.0,4870.0,-1.0,-1.0,24906.0,2318.0,5611.0,2059.0,7000.0,16129.0,8994.0,15445.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10967.0,11456.0,-1.0,-1.0,9516.0,5976.0,-1.0,3660.0,8994.0,-1.0,5607.0,22016.0,9057.0,7500.0
1991,10000.0,-1.0,-1.0,-1.0,9090.0,17508.0,3021.0,-1.0,6667.0,4720.0,-1.0,8182.0,12725.0,11379.0,-1.0,3497.0,4545.0,-1.0,26222.0,-1.0,-1.0,2656.0,10007.0,7046.0,4037.0,5030.0,-1.0,-1.0,7978.0,-1.0,-1.0,15000.0,-1.0,7833.0,4595.0,-1.0,-1.0,4000.0,2059.0,4790.0,3103.0,5772.0,15152.0,8947.0,15714.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9125.0,10500.0,-1.0,-1.0,9542.0,6304.0,-1.0,5017.0,8947.0,-1.0,6716.0,20000.0,13800.0,7700.0
1992,10000.0,-1.0,-1.0,1904.0,9091.0,15571.0,3295.0,4724.0,6667.0,4606.0,-1.0,11583.0,13325.0,12506.0,-1.0,3987.0,4898.0,-1.0,17111.0,-1.0,-1.0,2430.0,8342.0,6587.0,4167.0,4988.0,-1.0,-1.0,8235.0,-1.0,3135.0,9021.0,-1.0,4898.0,4667.0,-1.0,-1.0,4000.0,-1.0,6938.0,6200.0,-1.0,13125.0,7859.0,14260.0,3036.0,816.0,-1.0,-1.0,-1.0,-1.0,9281.0,8095.0,8504.0,2554.0,7911.0,4570.0,1462.0,3573.0,7859.0,1528.0,6446.0,20000.0,6525.0,7600.0
1993,9965.0,-1.0,-1.0,2365.0,8889.0,11988.0,3106.0,-1.0,7059.0,4700.0,4667.0,8686.0,12404.0,11436.0,-1.0,4137.0,5391.0,-1.0,15789.0,-1.0,833.0,1964.0,12112.0,6560.0,4477.0,4920.0,-1.0,-1.0,8547.0,-1.0,2656.0,9967.0,-1.0,-1.0,-1.0,-1.0,-1.0,2545.0,-1.0,7427.0,5090.0,-1.0,16923.0,7273.0,15000.0,3000.0,1667.0,-1.0,-1.0,24397.0,5310.0,9366.0,5418.0,4286.0,4176.0,11410.0,4500.0,2667.0,4964.0,7273.0,2206.0,6550.0,20000.0,9976.0,8100.0
1994,9961.0,-1.0,-1.0,2783.0,8500.0,12877.0,3463.0,-1.0,6875.0,4651.0,5000.0,3521.0,13329.0,10723.0,-1.0,4298.0,5263.0,-1.0,14894.0,-1.0,2310.0,1506.0,11243.0,6484.0,4433.0,5129.0,-1.0,-1.0,7928.0,-1.0,2750.0,9643.0,-1.0,-1.0,-1.0,-1.0,-1.0,100000.0,-1.0,5909.0,4406.0,3056.0,15333.0,7658.0,14688.0,2407.0,2000.0,-1.0,-1.0,21876.0,2646.0,9375.0,11000.0,3898.0,5026.0,10864.0,6292.0,3571.0,4179.0,7658.0,4014.0,4869.0,20000.0,7429.0,8100.0
1995,9958.0,-1.0,-1.0,2949.0,8073.0,13065.0,3403.0,-1.0,6667.0,4727.0,5042.0,10201.0,12849.0,9440.0,-1.0,4466.0,4980.0,-1.0,13953.0,-1.0,2080.0,289.0,7791.0,6647.0,4608.0,5372.0,-1.0,-1.0,9957.0,-1.0,2604.0,8519.0,-1.0,-1.0,-1.0,13500.0,-1.0,60000.0,-1.0,7194.0,4119.0,6330.0,14327.0,5858.0,14687.0,2045.0,2857.0,-1.0,-1.0,29937.0,6407.0,9326.0,13000.0,3214.0,10000.0,7195.0,6064.0,4924.0,4507.0,5858.0,3875.0,6000.0,20000.0,12534.0,9899.0
1996,9955.0,-1.0,-1.0,2886.0,9091.0,16111.0,3463.0,-1.0,6364.0,4722.0,6868.0,5896.0,14800.0,10929.0,-1.0,4639.0,5088.0,-1.0,14615.0,-1.0,2071.0,56.0,11422.0,6534.0,2985.0,5549.0,-1.0,-1.0,7922.0,-1.0,1887.0,8605.0,-1.0,-1.0,-1.0,13378.0,-1.0,80000.0,-1.0,6177.0,3919.0,3523.0,16429.0,8584.0,15173.0,1724.0,3077.0,-1.0,-1.0,16116.0,4747.0,9251.0,8974.0,2250.0,2590.0,11103.0,6444.0,5714.0,4591.0,8584.0,3844.0,6423.0,21651.0,8000.0,10550.0
1997,9952.0,-1.0,8197.0,1981.0,9091.0,13947.0,3732.0,-1.0,6364.0,4716.0,4928.0,8775.0,12158.0,10401.0,-1.0,4811.0,5172.0,-1.0,10698.0,-1.0,1538.0,1624.0,9412.0,7182.0,1005.0,5501.0,-1.0,-1.0,8081.0,-1.0,1563.0,12207.0,-1.0,-1.0,-1.0,12842.0,-1.0,100000.0,-1.0,5062.0,4000.0,3591.0,16000.0,6534.0,15722.0,3333.0,2250.0,-1.0,-1.0,17382.0,7000.0,9176.0,10547.0,4375.0,3034.0,8750.0,6946.0,4754.0,4278.0,6534.0,2460.0,6423.0,20000.0,6667.0,10976.0
1998,9949.0,-1.0,7847.0,1600.0,10000.0,14158.0,2899.0,-1.0,6667.0,4667.0,4574.0,4250.0,12599.0,12799.0,-1.0,4971.0,5299.0,-1.0,9143.0,-1.0,1458.0,3103.0,10230.0,7222.0,7500.0,5682.0,-1.0,-1.0,7018.0,-1.0,1923.0,17470.0,-1.0,-1.0,-1.0,4539.0,-1.0,80000.0,-1.0,11181.0,3974.0,9273.0,17419.0,9152.0,16325.0,1667.0,3182.0,-1.0,-1.0,21739.0,4818.0,9372.0,11169.0,7800.0,2500.0,9692.0,6466.0,4355.0,4682.0,9152.0,4322.0,5781.0,20000.0,6667.0,9392.0
1999,9946.0,-1.0,7891.0,1649.0,12000.0,14178.0,3535.0,-1.0,10000.0,4643.0,3858.0,4735.0,13225.0,12981.0,-1.0,5508.0,5085.0,-1.0,12105.0,-1.0,2339.0,3000.0,10368.0,7149.0,6667.0,6401.0,-1.0,-1.0,8437.0,-1.0,1905.0,8009.0,-1.0,-1.0,-1.0,9511.0,-1.0,65000.0,-1.0,14000.0,3985.0,9600.0,18750.0,7319.0,16974.0,3333.0,2900.0,-1.0,-1.0,8477.0,10131.0,9153.0,10292.0,8571.0,5130.0,9891.0,6817.0,4205.0,4226.0,7319.0,3619.0,5896.0,20000.0,6667.0,10347.0
2000,10000.0,-1.0,8027.0,2024.0,11611.0,5811.0,4060.0,-1.0,8000.0,4700.0,4336.0,5309.0,11735.0,13027.0,-1.0,5584.0,5088.0,-1.0,9091.0,-1.0,1594.0,4000.0,9533.0,6667.0,6052.0,6171.0,-1.0,-1.0,6912.0,-1.0,2500.0,8868.0,10803.0,-1.0,-1.0,7411.0,-1.0,6250.0,-1.0,7424.0,3985.0,7156.0,18750.0,6904.0,17662.0,3333.0,3375.0,-1.0,-1.0,5679.0,7528.0,9000.0,8730.0,4214.0,8308.0,9020.0,6816.0,3140.0,9743.0,6904.0,5843.0,5406.0,20000.0,6667.0,-1.0
