,Paraguay,Saint Kitts and Nevis,Kenya,Timor-Leste,Peru,"China, Taiwan Province of",Mozambique,Niue,Myanmar,Burkina Faso,Malaysia,India,Melanesia,Armenia,Dominican Republic,Philippines,South Sudan,Brazil,Australia & New Zealand,Thailand,Ethiopia,Indonesia,Pakistan,Liberia,Spain,Zambia,Zimbabwe,Iran (Islamic Republic of),Malawi,Venezuela (Bolivarian Republic of),Cyprus,Papua New Guinea,Antigua and Barbuda,New Zealand,Yemen,Guyana,Seychelles,Bahamas,Bangladesh,French Polynesia,Tonga,Wallis and Futuna Islands,Senegal,Madagascar,French Guiana,Suriname,Kiribati,Costa Rica,Guinea,Cuba,Guadeloupe,Fiji,Rwanda,Morocco,Mexico,Ecuador,Egypt,Israel,Réunion,Vanuatu,China,Tunisia,Côte d'Ivoire,Colombia,Polynesia,Sudan (former),Jamaica,United Republic of Tanzania,Saint Lucia,Samoa,Australia,Jordan,Micronesia,Tuvalu,"China, mainland",Nauru,Haiti,Barbados
1971,-1.0,-1.0,40000.0,39073.0,77802.0,114660.0,67857.0,15000.0,-1.0,-1.0,-1.0,70000.0,62698.0,-1.0,-1.0,93966.0,-1.0,-1.0,194124.0,40714.0,-1.0,63710.0,60404.0,48462.0,153875.0,53333.0,-1.0,-1.0,-1.0,-1.0,-1.0,102545.0,-1.0,72993.0,-1.0,40000.0,65500.0,-1.0,109195.0,-1.0,83333.0,-1.0,-1.0,39545.0,-1.0,-1.0,152381.0,-1.0,-1.0,61375.0,-1.0,36400.0,-1.0,64935.0,123120.0,-1.0,-1.0,-1.0,-1.0,70000.0,32333.0,-1.0,14737.0,-1.0,39832.0,-1.0,-1.0,26667.0,-1.0,23381.0,-1.0,-1.0,185714.0,-1.0,26667.0,-1.0,-1.0,-1.0
1972,-1.0,-1.0,40000.0,39836.0,76787.0,94548.0,67857.0,15385.0,-1.0,-1.0,-1.0,68627.0,62978.0,-1.0,-1.0,95087.0,-1.0,-1.0,182633.0,40714.0,-1.0,63600.0,69586.0,50000.0,147873.0,54667.0,-1.0,-1.0,-1.0,-1.0,-1.0,100000.0,-1.0,91033.0,-1.0,40816.0,66000.0,-1.0,108346.0,-1.0,80769.0,-1.0,-1.0,40909.0,-1.0,-1.0,153488.0,-1.0,-1.0,70385.0,-1.0,36200.0,-1.0,64935.0,112920.0,-1.0,-1.0,-1.0,-1.0,70000.0,39061.0,-1.0,15000.0,-1.0,41660.0,-1.0,-1.0,26667.0,-1.0,25000.0,-1.0,-1.0,186047.0,-1.0,35000.0,-1.0,-1.0,-1.0
1973,-1.0,-1.0,40000.0,38896.0,78595.0,124057.0,67857.0,15385.0,-1.0,-1.0,-1.0,69630.0,68042.0,-1.0,-1.0,96221.0,-1.0,-1.0,234434.0,40714.0,-1.0,63889.0,62619.0,50000.0,86106.0,56000.0,-1.0,-1.0,-1.0,-1.0,-1.0,100000.0,-1.0,97828.0,-1.0,41633.0,66000.0,-1.0,108480.0,-1.0,78571.0,-1.0,-1.0,40909.0,-1.0,-1.0,156818.0,-1.0,-1.0,73295.0,-1.0,27037.0,-1.0,64935.0,116188.0,-1.0,-1.0,-1.0,-1.0,70000.0,49708.0,-1.0,14000.0,-1.0,42537.0,-1.0,-1.0,28333.0,-1.0,26071.0,-1.0,-1.0,190909.0,-1.0,43500.0,-1.0,-1.0,-1.0
1974,-1.0,-1.0,40000.0,39565.0,78681.0,136120.0,67857.0,15556.0,-1.0,-1.0,-1.0,70741.0,65297.0,-1.0,-1.0,98066.0,-1.0,-1.0,244981.0,40826.0,-1.0,62891.0,63693.0,50000.0,208058.0,57333.0,-1.0,-1.0,-1.0,-1.0,-1.0,100000.0,-1.0,100856.0,-1.0,40000.0,66500.0,-1.0,106855.0,-1.0,85714.0,-1.0,-1.0,43312.0,-1.0,-1.0,157778.0,-1.0,-1.0,71475.0,-1.0,27703.0,-1.0,64935.0,123623.0,-1.0,-1.0,-1.0,-1.0,70000.0,43758.0,-1.0,14000.0,-1.0,43651.0,-1.0,-1.0,26154.0,-1.0,26786.0,-1.0,-1.0,193333.0,-1.0,36000.0,-1.0,-1.0,-1.0
1975,-1.0,-1.0,40000.0,39130.0,78772.0,114068.0,60000.0,16667.0,-1.0,-1.0,-1.0,70364.0,56141.0,-1.0,-1.0,99176.0,-1.0,-1.0,200643.0,40714.0,-1.0,62308.0,80533.0,52381.0,189081.0,56250.0,-1.0,-1.0,-1.0,-1.0,-1.0,100000.0,-1.0,45502.0,-1.0,40816.0,66500.0,-1.0,106083.0,-1.0,86667.0,-1.0,-1.0,44168.0,-1.0,-1.0,158696.0,-1.0,-1.0,77530.0,-1.0,34150.0,-1.0,64516.0,103828.0,-1.0,-1.0,-1.0,-1.0,70000.0,39715.0,-1.0,14286.0,-1.0,42735.0,-1.0,-1.0,26923.0,-1.0,26786.0,-1.0,-1.0,195652.0,-1.0,33333.0,-1.0,-1.0,-1.0
1976,-1.0,-1.0,40000.0,39130.0,78052.0,151997.0,60000.0,16000.0,-1.0,-1.0,-1.0,70175.0,72154.0,-1.0,-1.0,101075.0,-1.0,-1.0,209770.0,40714.0,-1.0,62214.0,65921.0,52326.0,128384.0,55294.0,-1.0,-1.0,-1.0,-1.0,-1.0,100000.0,-1.0,79234.0,-1.0,40816.0,67000.0,-1.0,109033.0,-1.0,87500.0,-1.0,-1.0,22148.0,-1.0,-1.0,159574.0,-1.0,-1.0,88605.0,-1.0,46914.0,-1.0,64516.0,104571.0,-1.0,-1.0,-1.0,-1.0,70000.0,37531.0,-1.0,14286.0,-1.0,43287.0,-1.0,-1.0,25714.0,-1.0,26786.0,-1.0,-1.0,191489.0,-1.0,28462.0,-1.0,-1.0,-1.0
1977,-1.0,-1.0,40000.0,39130.0,75671.0,115117.0,60000.0,15714.0,-1.0,-1.0,-1.0,70313.0,67143.0,-1.0,-1.0,101070.0,-1.0,-1.0,179119.0,40860.0,-1.0,61567.0,68944.0,53488.0,126838.0,57647.0,-1.0,-1.0,-1.0,-1.0,-1.0,100000.0,-1.0,69661.0,-1.0,42857.0,67000.0,-1.0,107947.0,-1.0,88235.0,-1.0,-1.0,34474.0,-1.0,-1.0,160417.0,-1.0,-1.0,84389.0,-1.0,38095.0,-1.0,64516.0,86635.0,-1.0,72500.0,-1.0,-1.0,70000.0,32517.0,-1.0,14286.0,-1.0,42819.0,-1.0,-1.0,25694.0,-1.0,26786.0,-1.0,-1.0,191667.0,-1.0,25874.0,-1.0,-1.0,-1.0
1978,-1.0,-1.0,40000.0,39130.0,75000.0,112295.0,60000.0,15000.0,-1.0,-1.0,-1.0,70820.0,66443.0,-1.0,-1.0,102910.0,-1.0,-1.0,151902.0,40743.0,-1.0,63139.0,70914.0,54545.0,126127.0,60000.0,-1.0,-1.0,-1.0,-1.0,-1.0,100000.0,-1.0,49632.0,-1.0,44898.0,67500.0,-1.0,101478.0,-1.0,88889.0,-1.0,-1.0,33572.0,-1.0,-1.0,161224.0,-1.0,-1.0,89403.0,-1.0,37168.0,-1.0,64516.0,95121.0,-1.0,50000.0,-1.0,-1.0,69474.0,41052.0,-1.0,14583.0,-1.0,42621.0,-1.0,-1.0,25676.0,-1.0,26786.0,-1.0,-1.0,193878.0,-1.0,33600.0,-1.0,-1.0,-1.0
1979,-1.0,-1.0,40541.0,39130.0,75319.0,133011.0,60000.0,15000.0,-1.0,-1.0,-1.0,69688.0,67788.0,-1.0,-1.0,103243.0,-1.0,-1.0,120901.0,40761.0,-1.0,63571.0,71969.0,55556.0,124856.0,61111.0,-1.0,-1.0,-1.0,-1.0,-1.0,100000.0,-1.0,47966.0,30769.0,44898.0,67500.0,-1.0,100661.0,-1.0,89474.0,-1.0,-1.0,30280.0,-1.0,-1.0,162000.0,-1.0,-1.0,85580.0,-1.0,39316.0,-1.0,64516.0,92044.0,-1.0,75000.0,-1.0,-1.0,70500.0,51607.0,-1.0,14583.0,-1.0,47074.0,-1.0,-1.0,26000.0,-1.0,30000.0,-1.0,-1.0,198000.0,-1.0,37656.0,-1.0,-1.0,-1.0
1980,-1.0,-1.0,40541.0,39130.0,73421.0,171118.0,60000.0,15714.0,-1.0,-1.0,-1.0,71077.0,74233.0,-1.0,-1.0,104229.0,-1.0,-1.0,101587.0,40778.0,-1.0,64789.0,71858.0,54167.0,162111.0,61053.0,-1.0,-1.0,-1.0,-1.0,-1.0,100000.0,-1.0,36843.0,30732.0,46939.0,68000.0,-1.0,100997.0,-1.0,90000.0,-1.0,-1.0,33681.0,-1.0,-1.0,162745.0,-1.0,-1.0,92654.0,-1.0,56612.0,-1.0,64516.0,107373.0,-1.0,80000.0,370.0,-1.0,70000.0,57962.0,-1.0,14583.0,-1.0,47823.0,-1.0,-1.0,26316.0,-1.0,30000.0,-1.0,-1.0,201961.0,-1.0,37160.0,-1.0,-1.0,-1.0
1981,-1.0,-1.0,43243.0,39130.0,72873.0,152989.0,60000.0,15000.0,-1.0,-1.0,-1.0,72424.0,74419.0,-1.0,-1.0,103865.0,-1.0,-1.0,201362.0,40822.0,-1.0,66207.0,72655.0,54000.0,153529.0,62000.0,-1.0,-1.0,-1.0,-1.0,6667.0,110000.0,-1.0,61196.0,30914.0,48980.0,68000.0,-1.0,99587.0,-1.0,94500.0,-1.0,-1.0,34061.0,-1.0,-1.0,163462.0,-1.0,-1.0,91409.0,-1.0,43700.0,-1.0,65217.0,104674.0,-1.0,70000.0,-1.0,-1.0,70000.0,60689.0,-1.0,14583.0,-1.0,48088.0,-1.0,-1.0,25000.0,-1.0,29787.0,-1.0,-1.0,203846.0,-1.0,39800.0,-1.0,-1.0,-1.0
1982,-1.0,-1.0,43243.0,39130.0,78903.0,150795.0,60000.0,16667.0,-1.0,-1.0,-1.0,73382.0,72515.0,-1.0,-1.0,110444.0,-1.0,-1.0,67718.0,40794.0,-1.0,66216.0,73469.0,52830.0,162399.0,64000.0,-1.0,25000.0,-1.0,-1.0,6667.0,100000.0,-1.0,30737.0,31406.0,51020.0,62727.0,-1.0,98170.0,-1.0,95000.0,-1.0,-1.0,34167.0,-1.0,-1.0,164151.0,-1.0,-1.0,93383.0,-1.0,43800.0,-1.0,65217.0,164370.0,-1.0,80000.0,-1.0,-1.0,70000.0,55294.0,-1.0,14286.0,-1.0,50437.0,-1.0,-1.0,25301.0,-1.0,29545.0,-1.0,-1.0,205660.0,-1.0,35500.0,-1.0,-1.0,-1.0
1983,-1.0,-1.0,45946.0,39130.0,76812.0,153829.0,60000.0,16667.0,-1.0,-1.0,-1.0,74493.0,74787.0,-1.0,-1.0,107531.0,-1.0,-1.0,62608.0,40871.0,-1.0,65161.0,74456.0,54545.0,181039.0,62857.0,-1.0,22500.0,-1.0,-1.0,8333.0,100000.0,-1.0,30864.0,31406.0,53061.0,60870.0,-1.0,98080.0,-1.0,95000.0,-1.0,-1.0,35000.0,-1.0,-1.0,164815.0,-1.0,-1.0,91357.0,-1.0,16429.0,-1.0,65217.0,152949.0,-1.0,76923.0,-1.0,-1.0,70000.0,53637.0,-1.0,14286.0,-1.0,51553.0,-1.0,-1.0,25595.0,-1.0,29268.0,-1.0,-1.0,201852.0,-1.0,30960.0,-1.0,-1.0,-1.0
1984,-1.0,-1.0,40541.0,39130.0,79831.0,162815.0,60000.0,16667.0,-1.0,-1.0,-1.0,80366.0,88045.0,-1.0,-1.0,99416.0,-1.0,-1.0,120152.0,40809.0,-1.0,71250.0,74412.0,54545.0,170181.0,63810.0,50000.0,22500.0,-1.0,-1.0,11250.0,100000.0,-1.0,32828.0,32591.0,53061.0,56800.0,-1.0,99220.0,-1.0,97500.0,-1.0,-1.0,34400.0,-1.0,-1.0,163636.0,-1.0,-1.0,90560.0,-1.0,135625.0,-1.0,65217.0,167086.0,97129.0,76923.0,-1.0,-1.0,70000.0,53413.0,-1.0,14286.0,-1.0,52942.0,-1.0,-1.0,25882.0,-1.0,28947.0,-1.0,-1.0,201455.0,-1.0,30276.0,-1.0,-1.0,-1.0
1985,84071.0,70000.0,76923.0,39130.0,77679.0,162415.0,60000.0,16667.0,-1.0,60909.0,70690.0,79878.0,83718.0,-1.0,-1.0,103184.0,-1.0,69571.0,51866.0,40809.0,-1.0,69394.0,74019.0,54545.0,140915.0,64151.0,57143.0,11538.0,-1.0,81509.0,11250.0,100000.0,76190.0,34404.0,33081.0,55102.0,53704.0,87273.0,98690.0,-1.0,95000.0,77064.0,47059.0,35200.0,-1.0,-1.0,164286.0,-1.0,63158.0,107162.0,64400.0,64118.0,-1.0,65217.0,75640.0,84847.0,71429.0,-1.0,31476.0,70000.0,54563.0,67442.0,14286.0,-1.0,42116.0,-1.0,90000.0,25872.0,63492.0,28571.0,82320.0,-1.0,118438.0,70000.0,29793.0,54250.0,-1.0,81579.0
1986,84071.0,70000.0,75000.0,39130.0,78227.0,135741.0,64000.0,16667.0,-1.0,63636.0,72059.0,83409.0,87739.0,-1.0,-1.0,105535.0,-1.0,73171.0,57039.0,40791.0,-1.0,67941.0,73683.0,54545.0,126820.0,66038.0,57143.0,60000.0,40000.0,83774.0,11250.0,103704.0,76190.0,35253.0,36146.0,57143.0,53571.0,89091.0,99251.0,-1.0,92500.0,77064.0,52941.0,34615.0,-1.0,-1.0,166667.0,50000.0,64035.0,88735.0,68771.0,106154.0,-1.0,65217.0,109809.0,81655.0,73333.0,-1.0,71429.0,70000.0,44902.0,68372.0,15000.0,-1.0,42439.0,-1.0,90000.0,25862.0,63492.0,28125.0,94120.0,-1.0,121237.0,71111.0,27810.0,56500.0,-1.0,81579.0
1987,81858.0,70000.0,87500.0,39130.0,77741.0,126918.0,68000.0,16667.0,50000.0,63636.0,72222.0,78780.0,88706.0,-1.0,-1.0,113519.0,-1.0,76199.0,58571.0,40788.0,-1.0,67442.0,72619.0,54545.0,133335.0,66981.0,60000.0,61000.0,68000.0,83019.0,10000.0,103571.0,76190.0,40138.0,40853.0,61224.0,53571.0,87273.0,102493.0,75250.0,90000.0,78899.0,58824.0,34074.0,-1.0,-1.0,167241.0,50000.0,64912.0,72528.0,66914.0,110625.0,-1.0,64583.0,123685.0,85291.0,70000.0,-1.0,72444.0,70000.0,40598.0,69302.0,15000.0,-1.0,43671.0,-1.0,90833.0,26000.0,66667.0,27586.0,90720.0,-1.0,122755.0,71111.0,27600.0,58250.0,-1.0,78947.0
1988,79646.0,72500.0,80000.0,39130.0,78668.0,121861.0,72000.0,16667.0,65000.0,63636.0,73611.0,76250.0,84026.0,-1.0,-1.0,112063.0,-1.0,73078.0,56755.0,40703.0,-1.0,69828.0,74387.0,54545.0,121250.0,66667.0,60000.0,30000.0,40000.0,83019.0,8750.0,100000.0,76190.0,44494.0,46091.0,61224.0,53571.0,87273.0,102381.0,75952.0,87500.0,80734.0,47059.0,34815.0,-1.0,-1.0,152542.0,55000.0,64912.0,98412.0,75029.0,64444.0,-1.0,65306.0,112785.0,85276.0,71250.0,-1.0,72240.0,70000.0,48668.0,70000.0,14286.0,170000.0,46649.0,-1.0,91667.0,26136.0,69841.0,30769.0,78800.0,-1.0,114949.0,73333.0,32693.0,59500.0,-1.0,73684.0
1989,79646.0,60000.0,81818.0,39130.0,78767.0,125414.0,72000.0,16667.0,54545.0,63636.0,73973.0,77917.0,85101.0,-1.0,-1.0,107435.0,-1.0,74978.0,56117.0,40717.0,-1.0,70000.0,75002.0,54545.0,119971.0,67568.0,61538.0,60000.0,40000.0,88889.0,3750.0,100000.0,63158.0,49020.0,43837.0,61224.0,51667.0,85455.0,103204.0,88889.0,85000.0,80734.0,47059.0,35556.0,-1.0,-1.0,141667.0,52308.0,63333.0,89150.0,63886.0,70000.0,-1.0,65306.0,126293.0,96600.0,72500.0,-1.0,66850.0,70000.0,49648.0,71781.0,14286.0,119024.0,51825.0,-1.0,91667.0,26271.0,73016.0,37665.0,67700.0,-1.0,110000.0,75556.0,32466.0,62500.0,-1.0,68421.0
1990,79790.0,47039.0,76923.0,42367.0,78613.0,114524.0,71511.0,10000.0,50000.0,69498.0,71429.0,81503.0,83502.0,-1.0,66667.0,116330.0,-1.0,103402.0,59717.0,40726.0,-1.0,49238.0,75638.0,59509.0,84703.0,66168.0,56567.0,30000.0,50270.0,87751.0,12444.0,100000.0,76381.0,56701.0,43870.0,42874.0,65161.0,85455.0,102655.0,83000.0,82021.0,77930.0,46358.0,35714.0,-1.0,-1.0,178571.0,52308.0,63115.0,91667.0,51550.0,42857.0,111111.0,50784.0,127026.0,88372.0,74442.0,862.0,74871.0,70000.0,51526.0,73750.0,16745.0,150000.0,45693.0,33333.0,86794.0,26257.0,66667.0,27900.0,64638.0,-1.0,133511.0,71429.0,30230.0,67105.0,76471.0,63158.0
1991,79715.0,61652.0,80000.0,49624.0,78260.0,125954.0,57316.0,10000.0,41333.0,52172.0,72659.0,72941.0,84887.0,-1.0,66667.0,110984.0,-1.0,99898.0,62154.0,40457.0,-1.0,50435.0,75656.0,52288.0,87439.0,64608.0,58824.0,-1.0,36377.0,74634.0,14000.0,99974.0,76433.0,49333.0,62517.0,62603.0,49694.0,85630.0,102217.0,91548.0,89513.0,83413.0,58997.0,35862.0,-1.0,-1.0,166667.0,53333.0,62931.0,96667.0,46456.0,42596.0,114286.0,65000.0,124401.0,122400.0,77908.0,1190.0,73669.0,71732.0,56936.0,75402.0,14683.0,100000.0,47312.0,35294.0,80065.0,26389.0,68383.0,30000.0,88816.0,-1.0,138536.0,75000.0,33288.0,84004.0,76358.0,68421.0
1992,79913.0,62244.0,80995.0,48711.0,77575.0,107817.0,54545.0,10000.0,52632.0,52290.0,72568.0,78472.0,86185.0,30000.0,66667.0,109316.0,-1.0,103791.0,63315.0,40252.0,-1.0,51175.0,77709.0,52509.0,86512.0,63636.0,59190.0,-1.0,36751.0,74926.0,16667.0,100000.0,76445.0,50746.0,63127.0,62742.0,50082.0,86000.0,102006.0,99000.0,83770.0,79769.0,58715.0,35333.0,-1.0,-1.0,166667.0,52174.0,62500.0,95000.0,45192.0,50000.0,115385.0,64706.0,118002.0,80350.0,77964.0,1219.0,73684.0,72601.0,48695.0,75000.0,14706.0,100425.0,41343.0,35000.0,80389.0,26286.0,69737.0,23529.0,87886.0,-1.0,136139.0,74571.0,31484.0,81113.0,76503.0,68421.0
1993,79706.0,62836.0,76997.0,41875.0,79373.0,118763.0,61866.0,10000.0,55556.0,52408.0,72467.0,79730.0,86642.0,12000.0,66667.0,111490.0,-1.0,93689.0,65802.0,40351.0,-1.0,71155.0,75871.0,52730.0,110698.0,62591.0,59388.0,-1.0,37500.0,75218.0,19167.0,100000.0,76458.0,50081.0,63127.0,62884.0,50470.0,85260.0,100336.0,100000.0,77320.0,80340.0,59070.0,35135.0,-1.0,-1.0,166667.0,52308.0,62308.0,93333.0,43945.0,20000.0,117647.0,64974.0,121349.0,103200.0,78020.0,1254.0,71350.0,73440.0,47117.0,74928.0,14778.0,101172.0,42518.0,34783.0,80713.0,26554.0,68859.0,26642.0,86956.0,90067.0,133447.0,74462.0,29049.0,77370.0,76689.0,68421.0
