,USSR,Eritrea,Australia & New Zealand,Australia,Pakistan,Democratic Republic of the Congo,Belize,Ethiopia,Guyana,South Africa,Lebanon,Tajikistan,Tunisia,Brazil,Paraguay,Niger,Serbia,Slovenia,Congo,Argentina,Colombia,Spain,India,Jamaica,Ecuador,Madagascar,Republic of Moldova,Canada,Turkey,Switzerland,Belgium-Luxembourg,Ethiopia PDR,Estonia,The former Yugoslav Republic of Macedonia,Greece,Czechoslovakia,France,Republic of Korea,Poland,Bolivia (Plurinational State of),Montenegro,Dominican Republic,Kyrgyzstan,Mexico,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,United States of America,"China, mainland",New Zealand,Peru,Rwanda,Lithuania,Netherlands,Lesotho,Bhutan,Turkmenistan,Norway,Philippines,Libya,United Republic of Tanzania,Burundi,Belgium,Luxembourg,Czechia,Bangladesh,Italy,Germany,Uganda,Syrian Arab Republic,Sweden,Uzbekistan,Occupied Palestinian Territory,Finland,Serbia and Montenegro,Armenia,Morocco,Chile,Uruguay,Hungary,Ireland,Egypt,Malawi,Algeria,Slovakia,Israel,Japan,Belarus,Denmark,Georgia,United Kingdom,Azerbaijan,Bosnia and Herzegovina,Yemen,Mauritania,Russian Federation,Austria,Venezuela (Bolivarian Republic of),Romania,Latvia,Ukraine,Sierra Leone,Croatia,Bulgaria,Myanmar,China
1971,3551000.0,,58720.0,36187.0,161000.0,1800.0,-1.0,,219.0,6000.0,175.0,,,-1.0,5800.0,-1.0,,,4600.0,20730.0,43000.0,20500.0,917000.0,3549.0,22680.0,-1.0,,32698.0,3000.0,,3454.0,136200.0,,,1900.0,12646.0,15561.0,608.0,51000.0,4000.0,,920.0,,3498.0,16080.0,-1.0,,101858.0,1900000.0,22533.0,21320.0,76230.0,,9152.0,12000.0,-1.0,,,-1.0,156.0,22000.0,40000.0,,,,80000.0,7607.0,26034.0,28000.0,673.0,4931.0,,-1.0,1300.0,,,70000.0,10080.0,760.0,74900.0,1200.0,4200.0,-1.0,6060.0,,505.0,4197.0,,3790.0,,24281.0,,,,-1.0,,914.0,4822.0,96100.0,,,1600.0,,19714.0,25018.0,1900000.0
1972,3958000.0,,45099.0,22645.0,212500.0,1800.0,-1.0,,222.0,7000.0,178.0,,,-1.0,3000.0,-1.0,,,4800.0,14950.0,45000.0,20300.0,869300.0,3850.0,16660.0,-1.0,,27356.0,2690.0,,2225.0,137100.0,,,1600.0,10310.0,9128.0,577.0,47000.0,4000.0,,920.0,,4235.0,15223.0,-1.0,,70050.0,1900000.0,22454.0,21595.0,69155.0,,4652.0,10000.0,-1.0,,,-1.0,235.0,22000.0,45783.0,,,,85000.0,6025.0,25030.0,36000.0,677.0,4678.0,,-1.0,2700.0,,,91400.0,13100.0,800.0,61000.0,400.0,2100.0,-1.0,5660.0,,410.0,4100.0,,2450.0,,21853.0,,,,-1.0,,1245.0,3945.0,78900.0,,,1600.0,,13437.0,28867.0,1900000.0
1973,4278000.0,,39948.0,18558.0,192900.0,1800.0,-1.0,,379.0,7000.0,161.0,,,-1.0,3000.0,-1.0,,,4800.0,13040.0,50000.0,13000.0,806800.0,2893.0,15506.0,-1.0,,26749.0,3000.0,,1393.0,150000.0,,,1500.0,10153.0,6796.0,557.0,42000.0,4000.0,,920.0,,4253.0,15620.0,-1.0,,85549.0,1900000.0,21390.0,21645.0,70370.0,,3921.0,10000.0,-1.0,,,-1.0,330.0,22000.0,41779.0,,,,90000.0,4545.0,22707.0,20000.0,699.0,3826.0,,-1.0,3300.0,,,102000.0,11720.0,830.0,52000.0,300.0,2100.0,-1.0,5390.0,,270.0,3500.0,,840.0,,21449.0,,,,-1.0,,795.0,2773.0,60800.0,,,1600.0,,10377.0,21044.0,1900000.0
1974,4163000.0,,38749.0,18392.0,215200.0,1800.0,-1.0,,1214.0,8000.0,182.0,,,-1.0,3229.0,-1.0,,,4800.0,13320.0,60000.0,12000.0,765300.0,3080.0,14460.0,-1.0,,31767.0,2500.0,,1880.0,151400.0,,,1300.0,25470.0,6947.0,1567.0,26000.0,4000.0,,920.0,,4200.0,15964.0,-1.0,,118167.0,1800000.0,20357.0,21630.0,75258.0,,6356.0,10200.0,-1.0,,,-1.0,275.0,25000.0,43392.0,,,,100000.0,4111.0,20807.0,32000.0,923.0,4000.0,,-1.0,6500.0,,,109500.0,15370.0,850.0,45903.0,400.0,2100.0,-1.0,5950.0,,210.0,3400.0,,1460.0,,27114.0,,,,-1.0,,759.0,3641.0,36700.0,,,1650.0,,9941.0,17496.0,1800000.0
1975,3975000.0,,39745.0,17923.0,136800.0,1800.0,-1.0,,1457.0,8000.0,160.0,,,-1.0,3318.0,-1.0,,,4900.0,14600.0,53000.0,10100.0,687500.0,3047.0,16966.0,-1.0,,30600.0,2750.0,,2487.0,102300.0,,,1400.0,33541.0,20049.0,2275.0,29362.0,4100.0,,950.0,,4160.0,15475.0,-1.0,,107443.0,1800000.0,21822.0,19825.0,71703.0,,6012.0,9982.0,-1.0,,,-1.0,317.0,25000.0,46000.0,,,,110000.0,4095.0,20986.0,29000.0,956.0,4650.0,,-1.0,5200.0,,,137400.0,8620.0,900.0,60782.0,30.0,2520.0,-1.0,5990.0,,200.0,4095.0,,2401.0,,29500.0,,,,-1.0,,765.0,3812.0,23300.0,,,1650.0,,11683.0,21358.0,1800000.0
1976,3826000.0,,36735.0,17755.0,150500.0,1800.0,-1.0,,1140.0,8000.0,160.0,,,-1.0,3403.0,-1.0,,,4900.0,18124.0,55000.0,8600.0,705100.0,3503.0,16030.0,-1.0,,24685.0,2900.0,,1700.0,103700.0,,,900.0,25233.0,16805.0,2315.0,28000.0,4200.0,,950.0,,4825.0,15517.0,-1.0,,64749.0,1800000.0,18980.0,19730.0,71069.0,,4502.0,10134.0,-1.0,,,-1.0,360.0,26000.0,47000.0,,,,115000.0,3645.0,20651.0,39000.0,755.0,5274.0,,-1.0,4800.0,,,133300.0,8500.0,950.0,61444.0,100.0,3475.0,-1.0,5460.0,,150.0,3645.0,,1741.0,,31400.0,,,,-1.0,,760.0,3776.0,6200.0,,,1650.0,,9842.0,25661.0,1800000.0
1977,3811000.0,,48204.0,29400.0,187900.0,2000.0,-1.0,,2000.0,8000.0,160.0,,,-1.0,3785.0,-1.0,,,4900.0,19900.0,53000.0,7300.0,671600.0,4604.0,10300.0,-1.0,,34400.0,3850.0,,1115.0,134400.0,,,600.0,27386.0,12900.0,2490.0,26000.0,4200.0,,950.0,,4478.0,12725.0,-1.0,,103598.0,1800000.0,18804.0,19800.0,69354.0,,3499.0,7099.0,-1.0,,,-1.0,353.0,28000.0,43300.0,,,,126000.0,3655.0,21801.0,30000.0,788.0,5810.0,,-1.0,5500.0,,,117300.0,15660.0,1000.0,52530.0,30.0,3259.0,-1.0,6000.0,,940.0,3690.0,,1845.0,,37000.0,,,,-1.0,,2000.0,3047.0,5700.0,,,1700.0,,10963.0,26710.0,1800000.0
1978,3833000.0,,55691.0,34889.0,186800.0,2000.0,-1.0,,2300.0,8000.0,130.0,,,-1.0,3921.0,-1.0,,,4900.0,42000.0,54000.0,6200.0,607600.0,6576.0,8609.0,-1.0,,39200.0,4000.0,,917.0,122200.0,,,1000.0,25129.0,22400.0,2600.0,31000.0,4200.0,,950.0,,4460.0,12230.0,-1.0,,108859.0,1400000.0,20802.0,23563.0,64984.0,,4360.0,4348.0,-1.0,,,-1.0,350.0,27000.0,31100.0,,,,100000.0,3440.0,20570.0,34200.0,913.0,5127.0,,-1.0,6800.0,,,95100.0,17750.0,1000.0,53094.0,100.0,2811.0,-1.0,7960.0,,1340.0,2970.0,,2169.0,,36400.0,,,,-1.0,,3200.0,3363.0,5572.0,,,1700.0,,8672.0,27519.0,1400000.0
1979,4032000.0,,69598.0,47063.0,183600.0,2000.0,-1.0,,2600.0,8000.0,90.0,,,-1.0,4098.0,-1.0,,,4900.0,15500.0,55000.0,5162.0,617500.0,5278.0,13129.0,-1.0,,43600.0,4000.0,,989.0,127300.0,,,1000.0,28842.0,37000.0,2700.0,38000.0,4200.0,,1000.0,,5067.0,17022.0,-1.0,,73652.0,1500000.0,22535.0,23681.0,56400.0,,4050.0,5702.0,-1.0,,,-1.0,450.0,27000.0,34000.0,,,,68000.0,3549.0,20770.0,19000.0,808.0,4299.0,,-1.0,8400.0,,,63300.0,16660.0,1000.0,60382.0,100.0,2855.0,-1.0,8440.0,,1860.0,2650.0,,2452.0,,36400.0,,,,-1.0,,4500.0,3405.0,6291.0,,,1750.0,,11038.0,25643.0,1500000.0
1980,3810000.0,,81629.0,57407.0,163000.0,2000.0,-1.0,,2600.0,8500.0,80.0,,,-1.0,4200.0,-1.0,,,4900.0,18700.0,56000.0,5200.0,477700.0,4905.0,13967.0,-1.0,,49300.0,3000.0,,723.0,211100.0,,,1600.0,31071.0,57000.0,2700.0,43000.0,4200.0,,1000.0,,10434.0,16175.0,-1.0,,73300.0,1400000.0,24222.0,27224.0,50600.0,,4029.0,5882.0,-1.0,,,-1.0,550.0,27000.0,44800.0,,,,62000.0,3437.0,20650.0,17000.0,840.0,3600.0,,-1.0,4300.0,,,46800.0,18200.0,1000.0,49312.0,100.0,3195.0,-1.0,9440.0,,1325.0,1580.0,,3319.0,,33500.0,,,,-1.0,,5700.0,3233.0,12505.0,,,1770.0,,8371.0,16436.0,1400000.0
1981,4663000.0,,105486.0,88653.0,165200.0,2000.0,-1.0,,1800.0,7000.0,80.0,,1000.0,-1.0,2000.0,-1.0,,,5000.0,14360.0,56000.0,4800.0,429200.0,4477.0,14000.0,-1.0,,59500.0,3500.0,,742.0,169010.0,,,600.0,35500.0,63000.0,3000.0,38000.0,4400.0,,1000.0,,5578.0,17000.0,-1.0,,64300.0,1400000.0,16833.0,28425.0,49486.0,,3874.0,4682.0,-1.0,,,-1.0,660.0,27000.0,56600.0,,,,58000.0,3249.0,20640.0,18000.0,669.0,3700.0,,-1.0,5400.0,,,36000.0,17530.0,1100.0,55315.0,30.0,2111.0,-1.0,8870.0,,1270.0,1380.0,,3006.0,,28000.0,,,,-1.0,,7000.0,3144.0,29411.0,,,1800.0,,11625.0,22258.0,1400000.0
1982,4212000.0,,43053.0,25363.0,176944.0,2000.0,-1.0,,1900.0,4500.0,60.0,,1600.0,-1.0,2200.0,-1.0,,,5000.0,8500.0,56000.0,4300.0,432600.0,3663.0,12476.0,-1.0,,78500.0,2700.0,,908.0,174090.0,,,500.0,46029.0,104000.0,3100.0,21000.0,4400.0,,1000.0,,2665.0,17000.0,-1.0,,96000.0,1400000.0,17690.0,28320.0,48377.0,,5980.0,9180.0,-1.0,,,-1.0,770.0,32000.0,61700.0,,,,48000.0,3027.0,21527.0,20000.0,615.0,4200.0,,-1.0,7800.0,,,34000.0,12130.0,1100.0,51859.0,400.0,2142.0,-1.0,6680.0,,1000.0,1300.0,,7277.0,,21000.0,,,,-1.0,,8200.0,3188.0,30661.0,,,1900.0,,15305.0,24300.0,1400000.0
1983,4954000.0,,115360.0,92500.0,172400.0,2000.0,-1.0,,2100.0,3000.0,100.0,,1600.0,-1.0,2100.0,-1.0,,,5000.0,8300.0,57000.0,3900.0,450000.0,4260.0,7543.0,-1.0,,64400.0,2200.0,129.0,690.0,151210.0,,,500.0,52646.0,125000.0,3500.0,23000.0,4500.0,,1000.0,,2055.0,18000.0,-1.0,,86900.0,1400000.0,22860.0,26431.0,42400.0,,7607.0,8691.0,-1.0,,,-1.0,875.0,40000.0,55000.0,,,,46000.0,2534.0,21752.0,23000.0,600.0,5100.0,,-1.0,9400.0,,,47600.0,9720.0,1100.0,51540.0,342.0,2150.0,-1.0,16840.0,,1300.0,1210.0,,21446.0,,47000.0,,,,-1.0,,9500.0,3313.0,44772.0,,,1950.0,,15787.0,21900.0,1400000.0
1984,5434000.0,,161539.0,139552.0,144804.0,2000.0,-1.0,,2000.0,4000.0,180.0,,2000.0,-1.0,2100.0,-1.0,,,5100.0,7750.0,57000.0,4722.0,443800.0,4560.0,6436.0,-1.0,,74500.0,1800.0,330.0,460.0,137220.0,,,700.0,64752.0,133000.0,3200.0,34000.0,4500.0,,900.0,,4511.0,18000.0,-1.0,,94300.0,1375000.0,21987.0,29165.0,42500.0,,10950.0,7900.0,-1.0,,,-1.0,980.0,70000.0,35000.0,,,,45100.0,2737.0,22744.0,16000.0,900.0,6300.0,,-1.0,4400.0,,,57000.0,9600.0,1100.0,52123.0,393.0,3360.0,-1.0,13710.0,,600.0,1070.0,,67000.0,,56000.0,,,,-1.0,,10800.0,3203.0,65000.0,,,1900.0,,12529.0,27500.0,1375000.0
1985,5337000.0,,230166.0,208000.0,145003.0,2000.0,-1.0,,2150.0,4000.0,220.0,,2000.0,-1.0,2178.0,-1.0,,,5100.0,10278.0,57000.0,4650.0,443500.0,4290.0,4847.0,-1.0,,74500.0,1700.0,516.0,569.0,135010.0,,,1100.0,69232.0,192000.0,2300.0,38000.0,4500.0,,1200.0,,2290.0,12973.0,-1.0,,74700.0,1270000.0,22166.0,26000.0,39600.0,,19518.0,7257.0,-1.0,,,-1.0,1000.0,80000.0,55000.0,,,,46100.0,2706.0,22500.0,17000.0,1300.0,5000.0,,-1.0,4000.0,,,57000.0,10100.0,1100.0,60821.0,400.0,1680.0,-1.0,16860.0,,600.0,1070.0,,122822.0,,92000.0,,,,-1.0,,11000.0,3476.0,95400.0,,,2000.0,,15418.0,29500.0,1270000.0
1986,5457000.0,,340815.0,313577.0,140906.0,2000.0,-1.0,,2500.0,7000.0,290.0,,3000.0,-1.0,1929.0,-1.0,,,5200.0,6600.0,57000.0,4400.0,502000.0,4773.0,8511.0,-1.0,,131400.0,2440.0,832.0,1693.0,130740.0,,,147.0,70141.0,291000.0,2200.0,30000.0,4500.0,,2000.0,,2903.0,13448.0,-1.0,,85200.0,1265000.0,27238.0,23000.0,32800.0,,22419.0,3502.0,-1.0,,,-1.0,1050.0,50000.0,57000.0,,,,43700.0,2672.0,23238.0,18000.0,805.0,4081.0,,-1.0,2500.0,,,49800.0,8090.0,1100.0,67835.0,400.0,2940.0,-1.0,16960.0,,600.0,884.0,,135000.0,,91000.0,,,,-1.0,,11403.0,3131.0,100700.0,,,2000.0,,19993.0,26700.0,1265000.0
1987,5234000.0,,479908.0,442104.0,143300.0,2000.0,-1.0,,2200.0,7000.0,398.0,,3000.0,-1.0,2163.0,-1.0,,,5300.0,8700.0,57000.0,3819.0,478900.0,4659.0,10500.0,-1.0,,236700.0,2400.0,1218.0,3958.0,108370.0,,,280.0,74734.0,451000.0,1959.0,28000.0,4600.0,,1000.0,,3236.0,13356.0,-1.0,,78500.0,1255000.0,37804.0,13274.0,31190.0,,35257.0,3803.0,-1.0,,,-1.0,1100.0,75000.0,59000.0,,,,42800.0,3056.0,73086.0,22000.0,594.0,6352.0,,-1.0,2200.0,,,44800.0,6070.0,1100.0,93168.0,400.0,2520.0,-1.0,18500.0,,200.0,816.0,,199075.0,,116600.0,,,,-1.0,,23968.0,3000.0,103100.0,,,2000.0,,26521.0,23900.0,1255000.0
1988,5348000.0,,481119.0,456447.0,137851.0,2000.0,-1.0,,2200.0,10000.0,435.0,,4740.0,14767.0,2184.0,-1.0,,,5500.0,16000.0,57000.0,4550.0,431300.0,3603.0,12920.0,-1.0,,271100.0,2000.0,1204.0,2484.0,103530.0,,,259.0,75867.0,515000.0,1513.0,36000.0,4700.0,,500.0,,3192.0,17531.0,-1.0,,72440.0,1200000.0,24672.0,19721.0,30000.0,,28000.0,5329.0,-1.0,,-1.0,-1.0,1200.0,75000.0,58000.0,,,,45300.0,4665.0,50582.0,23000.0,1106.0,5554.0,,-1.0,2500.0,,,45800.0,6180.0,1100.0,126443.0,825.0,2940.0,-1.0,15000.0,,600.0,874.0,,143795.0,,106600.0,,,590.0,-1.0,,24000.0,3180.0,93100.0,,,2050.0,,32376.0,15909.0,1200000.0
1989,4906500.0,,348728.0,330197.0,145305.0,2000.0,-1.0,,2200.0,4500.0,495.0,,6750.0,13299.0,2135.0,-1.0,,,5600.0,15500.0,57000.0,6600.0,443000.0,4182.0,11990.0,-1.0,,149600.0,1900.0,1380.0,1868.0,88970.0,,,178.0,72655.0,622000.0,1509.0,41000.0,4700.0,,450.0,,2191.0,17902.0,-1.0,,74550.0,1225000.0,18531.0,18537.0,50000.0,,16000.0,1505.0,-1.0,,-1.0,-1.0,1250.0,90000.0,52000.0,,,,43700.0,10528.0,44024.0,24285.0,430.0,4720.0,,-1.0,2700.0,,,50900.0,6550.0,1100.0,157700.0,699.0,3360.0,-1.0,8110.0,,500.0,975.0,,118866.0,,85600.0,,,2074.0,-1.0,,24000.0,3357.0,96900.0,,,2100.0,,28240.0,14985.0,1225000.0
1990,4458000.0,,335787.0,318035.0,142996.0,2214.0,-1.0,,2250.0,3000.0,520.0,,6740.0,10798.0,1799.0,-1.0,,,5700.0,20000.0,70863.0,9100.0,507000.0,4205.0,12570.0,600.0,,123400.0,1850.0,1676.0,2168.0,87550.0,,,211.0,71419.0,690148.0,1741.0,35000.0,4922.0,,420.0,,3119.0,13373.0,-1.0,,69000.0,1100000.0,17752.0,17000.0,45896.0,,12000.0,11859.0,-1.0,,-1.0,-1.0,1300.0,73000.0,60000.0,,,,42213.0,10127.0,23700.0,24000.0,231.0,5357.0,,-1.0,3100.0,,,69600.0,6040.0,1152.0,134909.0,446.0,1808.0,-1.0,7440.0,,400.0,588.0,,112481.0,,76700.0,,,2282.0,-1.0,,41000.0,3300.0,51973.0,,,2100.0,,38138.0,23032.0,1100000.0
1991,4147000.0,,445549.0,426534.0,142590.0,2077.0,-1.0,,2169.0,5000.0,517.0,,8890.0,2584.0,1666.0,-1.0,,,5800.0,17200.0,60000.0,9200.0,554800.0,3993.0,13960.0,1057.0,,198400.0,1700.0,2030.0,4287.0,124790.0,,,300.0,91548.0,666912.0,1292.0,37000.0,5000.0,,400.0,,3354.0,14224.0,-1.0,,75680.0,550000.0,19015.0,22000.0,45000.0,,7000.0,10828.0,-1.0,,-1.0,-1.0,1850.0,75000.0,62000.0,,,,41666.0,13015.0,23000.0,25000.0,340.0,4730.0,,-1.0,11200.0,,,62000.0,5920.0,1215.0,114600.0,500.0,402.0,-1.0,8910.0,,392.0,446.0,,97636.0,,78000.0,,,1577.0,3200.0,,38000.0,3300.0,33397.0,,,2100.0,,33515.0,25709.0,550000.0
