,India,Paraguay,Saint Kitts and Nevis,Kenya,Timor-Leste,Peru,"China, Taiwan Province of",Mozambique,Niue,Myanmar,Burkina Faso,Malaysia,Grenada,Melanesia,Armenia,Dominican Republic,Philippines,South Sudan,Brazil,Australia & New Zealand,Thailand,Ethiopia,Indonesia,Pakistan,Liberia,Spain,Zambia,Zimbabwe,Iran (Islamic Republic of),Malawi,Venezuela (Bolivarian Republic of),Cyprus,Papua New Guinea,Antigua and Barbuda,New Zealand,Yemen,Guyana,Seychelles,Bahamas,Bangladesh,French Polynesia,Djibouti,Algeria,United Arab Emirates,Senegal,Madagascar,Turkey,French Guiana,Suriname,Kiribati,Costa Rica,Guinea,Cuba,Guadeloupe,Fiji,Rwanda,Morocco,Mexico,Ecuador,Egypt,Israel,Réunion,Vanuatu,China,Tunisia,Côte d'Ivoire,Colombia,Polynesia,Sudan (former),Tonga,Jamaica,United Republic of Tanzania,Saint Lucia,Samoa,Australia,France,Jordan,Micronesia,Tuvalu,"China, mainland",Nauru,Tokelau,Haiti,Wallis and Futuna Islands,Barbados
1971,1820000.0,14262.0,1100.0,1000.0,8596.0,88049.0,94709.0,19000.0,300.0,-1.0,4300.0,140000.0,-1.0,1348.0,-1.0,-1.0,1635000.0,-1.0,75000.0,5319.0,342000.0,-1.0,790000.0,74780.0,1890.0,9848.0,40000.0,-1.0,-1.0,-1.0,12431.0,-1.0,564.0,6700.0,2000.0,-1.0,980.0,131.0,3300.0,190000.0,-1.0,-1.0,10.0,-1,4150.0,87000.0,-1,-1.0,-1.0,640.0,-1.0,33000.0,24550.0,1900.0,364.0,-1.0,500.0,174326.0,-1.0,-1.0,350.0,-1.0,420.0,414709.0,20000.0,2800.0,-1.0,12348.0,-1.0,1000.0,45953.0,32000.0,1705.0,6500.0,3319.0,-1,-1.0,780.0,250.0,320000.0,140.0,48.0,-1.0,4250.0,1252.0
1972,1750000.0,14614.0,1100.0,1000.0,8764.0,80603.0,76111.0,19000.0,200.0,-1.0,4500.0,142000.0,-1.0,1417.0,-1.0,-1.0,1645000.0,-1.0,77000.0,5479.0,427500.0,-1.0,795000.0,117600.0,2000.0,8828.0,41000.0,-1.0,-1.0,-1.0,13343.0,-1.0,600.0,6800.0,2731.0,-1.0,1000.0,132.0,3500.0,192000.0,-1.0,-1.0,20.0,-1,4300.0,90000.0,-1,-1.0,-1.0,660.0,-1.0,33000.0,28154.0,2000.0,362.0,-1.0,500.0,163203.0,-1.0,-1.0,350.0,-1.0,455.0,461111.0,20000.0,3000.0,-1.0,12748.0,-1.0,1050.0,45940.0,32000.0,1720.0,7000.0,2748.0,-1,-1.0,800.0,200.0,385000.0,140.0,48.0,-1.0,4250.0,1280.0
1973,1880000.0,14993.0,1100.0,1000.0,8946.0,83932.0,103588.0,19000.0,200.0,-1.0,4600.0,144000.0,-1.0,1286.0,-1.0,-1.0,1655000.0,-1.0,78900.0,5181.0,478800.0,-1.0,805000.0,105200.0,2000.0,5838.0,42000.0,-1.0,-1.0,-1.0,14142.0,-1.0,650.0,6900.0,2162.0,-1.0,1020.0,132.0,3600.0,197185.0,-1.0,-1.0,20.0,-1,4500.0,90000.0,-1,-1.0,-1.0,690.0,-1.0,33000.0,29318.0,3013.0,146.0,-1.0,500.0,178813.0,-1.0,-1.0,350.0,-1.0,490.0,538588.0,20000.0,3500.0,-1.0,13059.0,-1.0,1100.0,46000.0,34000.0,1730.0,7300.0,3019.0,-1,-1.0,840.0,150.0,435000.0,150.0,49.0,-1.0,4260.0,1310.0
1974,1910000.0,15332.0,1100.0,1000.0,9100.0,83126.0,142926.0,19000.0,280.0,-1.0,4800.0,150000.0,-1.0,1430.0,-1.0,-1.0,1775000.0,-1.0,79700.0,6296.0,494000.0,-1.0,805000.0,112100.0,2100.0,14460.0,43000.0,-1.0,-1.0,-1.0,14827.0,-1.0,700.0,7000.0,2592.0,-1.0,980.0,133.0,3700.0,193451.0,-1.0,-1.0,10.0,-1,4500.0,95883.0,-1,-1.0,-1.0,710.0,-1.0,33000.0,28590.0,2918.0,205.0,-1.0,500.0,219406.0,-1.0,-1.0,350.0,300.0,525.0,592926.0,22000.0,3500.0,-1.0,13619.0,-1.0,1200.0,46200.0,34000.0,1760.0,7500.0,3704.0,-1,-1.0,870.0,300.0,450000.0,160.0,49.0,-1.0,4290.0,1330.0
1975,1935000.0,14773.0,1200.0,1000.0,9000.0,85436.0,117490.0,12000.0,500.0,-1.0,4900.0,160000.0,-1.0,1993.0,-1.0,-1.0,1805000.0,-1.0,86152.0,4996.0,513000.0,-1.0,810000.0,136100.0,2200.0,13368.0,45000.0,-1.0,-1.0,-1.0,15347.0,-1.0,750.0,7100.0,1133.0,-1.0,1000.0,133.0,3800.0,196254.0,-1.0,-1.0,10.0,-1,4500.0,101985.0,-1,-1.0,-1.0,730.0,-1.0,33000.0,31012.0,2848.0,683.0,-1.0,400.0,192590.0,-1.0,-1.0,350.0,300.0,560.0,517490.0,24000.0,5000.0,-1.0,13889.0,-1.0,1300.0,47000.0,35000.0,1625.0,7500.0,3863.0,-1,-1.0,900.0,220.0,400000.0,170.0,49.0,-1.0,4320.0,1360.0
1976,2000000.0,15180.0,1200.0,1000.0,9000.0,85506.0,156557.0,15000.0,400.0,-1.0,5000.0,170000.0,-1.0,1775.0,-1.0,-1.0,1880000.0,-1.0,87900.0,5475.0,513000.0,-1.0,815000.0,100200.0,2250.0,10091.0,47000.0,-1.0,-1.0,-1.0,15500.0,-1.0,800.0,7200.0,2068.0,-1.0,1000.0,134.0,3900.0,205887.0,-1.0,-1.0,5.0,-1,4500.0,86210.0,-1,-1.0,-1.0,750.0,-1.0,33000.0,35442.0,2830.0,380.0,-1.0,400.0,193644.0,-1.0,-1.0,350.0,300.0,595.0,526557.0,24000.0,5000.0,-1.0,13895.0,-1.0,1400.0,47000.0,36000.0,1657.0,7500.0,3407.0,-1,-1.0,900.0,200.0,370000.0,150.0,45.0,-1.0,4350.0,1380.0
1977,2025000.0,15596.0,1200.0,1000.0,9000.0,79333.0,132384.0,15000.0,550.0,-1.0,5500.0,190000.0,-1.0,1880.0,-1.0,-1.0,1890000.0,-1.0,128900.0,5284.0,532000.0,-1.0,825000.0,124100.0,2300.0,10832.0,49000.0,-1.0,-1.0,-1.0,15700.0,-1.0,850.0,7300.0,2055.0,-1.0,1050.0,134.0,4300.0,206330.0,-1.0,-1.0,5.0,-1,4500.0,82790.0,-1,-1.0,-1.0,770.0,-1.0,33000.0,29536.0,2910.0,400.0,-1.0,400.0,177507.0,-1.0,2900.0,350.0,300.0,630.0,502384.0,26000.0,5000.0,-1.0,14216.0,-1.0,1500.0,48000.0,37000.0,1700.0,7500.0,3229.0,-1,-1.0,920.0,250.0,370000.0,150.0,46.0,-1.0,4370.0,1400.0
1978,2160000.0,15835.0,1200.0,1000.0,9000.0,78487.0,146826.0,15000.0,600.0,-1.0,5700.0,200000.0,-1.0,1980.0,-1.0,-1.0,1945000.0,-1.0,122800.0,4952.0,570000.0,-1.0,865000.0,124100.0,2400.0,14719.0,51000.0,-1.0,-1.0,-1.0,16500.0,-1.0,900.0,7400.0,1618.0,-1.0,1100.0,135.0,4633.0,193467.0,-1.0,-1.0,-1.0,-1,4500.0,78575.0,-1,-1.0,-1.0,790.0,-1.0,33000.0,35761.0,2867.0,420.0,-1.0,400.0,237592.0,-1.0,2000.0,250.0,300.0,660.0,566826.0,26000.0,7000.0,-1.0,14406.0,-1.0,1600.0,50000.0,38000.0,1700.0,7500.0,3334.0,-1,-1.0,950.0,260.0,420000.0,160.0,46.0,-1.0,4400.0,1420.0
1979,2230000.0,16625.0,1200.0,1500.0,9000.0,79153.0,205169.0,15000.0,600.0,-1.0,5800.0,210000.0,-1.0,2115.0,-1.0,-1.0,1910000.0,-1.0,118599.0,5767.0,589000.0,-1.0,890000.0,116936.0,2500.0,16069.0,55000.0,-1.0,-1.0,-1.0,17000.0,-1.0,950.0,7400.0,2288.0,600.0,1100.0,135.0,4600.0,198383.0,-1.0,-1.0,-1.0,-1,4500.0,70280.0,-1,-1.0,-1.0,810.0,-1.0,33000.0,46213.0,1531.0,460.0,-1.0,400.0,209373.0,-1.0,3000.0,250.0,300.0,705.0,544069.0,27000.0,7000.0,-1.0,14546.0,-1.0,1700.0,51000.0,39000.0,1750.0,7500.0,3479.0,-1,-1.0,990.0,300.0,338900.0,180.0,46.0,-1.0,4400.0,1450.0
1980,2310000.0,17000.0,1250.0,1500.0,9000.0,74669.0,314583.0,15000.0,550.0,-1.0,6000.0,200000.0,-1.0,2420.0,-1.0,-1.0,2095000.0,-1.0,207979.0,5953.0,608000.0,-1.0,920000.0,123690.0,2600.0,20961.0,58000.0,-1.0,-1.0,-1.0,17100.0,-1.0,1000.0,7500.0,2159.0,630.0,1150.0,136.0,4650.0,204035.0,-1.0,-1.0,-1.0,-1,5000.0,79150.0,-1,-1.0,-1.0,830.0,-1.0,33000.0,50033.0,1416.0,685.0,-1.0,400.0,422192.0,-1.0,4000.0,100.0,300.0,735.0,686183.0,27000.0,7000.0,-1.0,14586.0,-1.0,1800.0,51000.0,40000.0,1800.0,7500.0,3794.0,-1,-1.0,1030.0,290.0,371600.0,200.0,46.0,-1.0,4400.0,1450.0
1981,2390000.0,17500.0,1250.0,1600.0,9000.0,79009.0,346230.0,15000.0,600.0,-1.0,6100.0,150000.0,-1.0,2307.0,-1.0,-1.0,2150000.0,-1.0,185162.0,6061.0,615600.0,-1.0,960000.0,198093.0,2700.0,20665.0,62000.0,-1.0,-1.0,-1.0,19130.0,10.0,1100.0,7600.0,1842.0,575.0,1200.0,136.0,4680.0,207500.0,-1.0,-1.0,-1.0,-1,4000.0,80385.0,-1,-1.0,-1.0,850.0,-1.0,33000.0,49361.0,1358.0,437.0,-1.0,300.0,387136.0,-1.0,3500.0,100.0,400.0,770.0,744230.0,27200.0,7000.0,-1.0,14186.0,-1.0,1890.0,52000.0,41000.0,1850.0,7000.0,4219.0,-1,-1.0,1060.0,250.0,398000.0,210.0,46.0,-1.0,4400.0,1470.0
1982,2495000.0,18000.0,1300.0,1600.0,9000.0,90115.0,375058.0,15000.0,500.0,-1.0,6300.0,180000.0,-1.0,2393.0,-1.0,-1.0,2485000.0,-1.0,212063.0,6616.0,627000.0,-1.0,980000.0,253330.0,2800.0,23629.0,64000.0,-1.0,10.0,-1.0,18340.0,10.0,1150.0,7700.0,3003.0,603.0,1250.0,138.0,4700.0,208640.0,-1.0,-1.0,-1.0,-1,4000.0,82000.0,-1,-1.0,-1.0,870.0,-1.0,35000.0,50427.0,1368.0,438.0,-1.0,300.0,581426.0,-1.0,4000.0,100.0,400.0,805.0,801058.0,27300.0,10000.0,-1.0,13618.0,-1.0,1900.0,52000.0,42000.0,1900.0,6500.0,3613.0,-1,-1.0,1090.0,270.0,426000.0,220.0,48.0,-1.0,4400.0,1480.0
1983,2570000.0,18500.0,1350.0,1700.0,9000.0,89739.0,435213.0,15000.0,500.0,-1.0,6500.0,190000.0,-1.0,2109.0,-1.0,-1.0,2570000.0,-1.0,212111.0,8114.0,638400.0,-1.0,1010000.0,276492.0,3000.0,33963.0,66000.0,-1.0,9.0,-1.0,20200.0,25.0,1200.0,7800.0,4000.0,603.0,1300.0,140.0,4720.0,210970.0,-1.0,-1.0,-1.0,-1,3500.0,84000.0,-1,-1.0,-1.0,890.0,-1.0,35000.0,54814.0,1500.0,69.0,-1.0,300.0,418913.0,-1.0,5000.0,2400.0,500.0,840.0,822213.0,28100.0,10000.0,-1.0,13146.0,-1.0,1900.0,53000.0,43000.0,1950.0,6000.0,4114.0,-1,-1.0,1090.0,300.0,387000.0,200.0,46.0,-1.0,4400.0,1500.0
1984,3295000.0,19000.0,1350.0,1500.0,9000.0,95917.0,499289.0,15000.0,500.0,-1.0,6500.0,200000.0,-1.0,2342.0,-1.0,-1.0,2555000.0,-1.0,223241.0,4758.0,646000.0,-1.0,1140000.0,289099.0,3000.0,33917.0,67000.0,100.0,9.0,-1.0,21000.0,45.0,1250.0,7900.0,1300.0,629.0,1300.0,142.0,4750.0,221360.0,-1.0,-1.0,-1.0,-1,4000.0,86000.0,-1,-1.0,-1.0,900.0,-1.0,36000.0,54336.0,1508.0,217.0,-1.0,300.0,384966.0,2030.0,5000.0,300.0,661.0,875.0,938289.0,28500.0,10000.0,-1.0,12706.0,-1.0,1950.0,53000.0,44000.0,1980.0,5500.0,3458.0,-1,-1.0,1108.0,310.0,439000.0,208.0,46.0,-1.0,4400.0,1520.0
1985,3275000.0,19000.0,1400.0,5000.0,9000.0,91304.0,540858.0,15000.0,500.0,-1.0,6700.0,205000.0,-1.0,2319.0,-1.0,-1.0,2755000.0,-1.0,285240.0,7116.0,646000.0,-1.0,1145000.0,313864.0,3000.0,29423.0,68000.0,200.0,75.0,-1.0,21600.0,45.0,1300.0,8000.0,3000.0,655.0,1350.0,145.0,4800.0,229060.0,-1.0,-1.0,-1.0,-1,4000.0,88000.0,-1,-1.0,-1.0,920.0,-1.0,36000.0,64297.0,1610.0,109.0,-1.0,300.0,125789.0,7212.0,5000.0,200.0,661.0,910.0,972858.0,29000.0,10000.0,-1.0,11961.0,-1.0,1900.0,54000.0,44500.0,2000.0,5000.0,4116.0,-1,-1.0,1137.0,315.0,432000.0,217.0,46.0,-1.0,4200.0,1550.0
1986,3670000.0,19000.0,1400.0,6000.0,9000.0,90110.0,536366.0,16000.0,500.0,-1.0,7000.0,245000.0,-1.0,2483.0,-1.0,-1.0,2860000.0,-1.0,300000.0,7706.0,660400.0,-1.0,1155000.0,312792.0,3000.0,29828.0,70000.0,200.0,300.0,1000.0,22200.0,45.0,1400.0,8000.0,3000.0,741.0,1400.0,150.0,4900.0,234580.0,-1.0,-1.0,-1.0,-1,4500.0,90000.0,-1,-1.0,-1.0,950.0,1500.0,36500.0,53241.0,2407.0,138.0,-1.0,300.0,203707.0,8982.0,5500.0,250.0,1500.0,945.0,1120366.0,29400.0,15000.0,-1.0,11416.0,-1.0,1850.0,54000.0,45000.0,2000.0,4500.0,4706.0,-1,-1.0,1176.0,320.0,584000.0,226.0,46.0,-1.0,4200.0,1550.0
1987,3230000.0,18500.0,1400.0,7000.0,9000.0,88563.0,477783.0,17000.0,500.0,3500.0,7000.0,260000.0,1562.0,2537.0,-1.0,-1.0,3065000.0,-1.0,312416.0,8036.0,672600.0,-1.0,1160000.0,336473.0,3000.0,32987.0,71000.0,300.0,305.0,1700.0,22000.0,40.0,1450.0,8000.0,3500.0,862.0,1500.0,150.0,4800.0,254235.0,301.0,-1.0,-1.0,-1,5000.0,92000.0,-1,-1.0,-1.0,970.0,2000.0,37000.0,43517.0,2342.0,177.0,-1.0,310.0,198873.0,9382.0,5600.0,200.0,6520.0,910.0,1167783.0,29800.0,15000.0,-1.0,11267.0,-1.0,1800.0,54500.0,45500.0,2100.0,4000.0,4536.0,-1,-1.0,1203.0,320.0,690000.0,233.0,46.0,-1.0,4300.0,1500.0
1988,2745000.0,18000.0,1450.0,8000.0,9000.0,89383.0,585176.0,18000.0,500.0,6500.0,7000.0,265000.0,1560.0,2546.0,-1.0,-1.0,3205000.0,-1.0,331045.0,7940.0,672000.0,-1.0,1215000.0,341718.0,3000.0,35999.0,74000.0,300.0,3.0,1000.0,22000.0,35.0,1450.0,8000.0,4000.0,1120.0,1500.0,150.0,4800.0,251326.0,319.0,-1.0,-1.0,-1,4000.0,94000.0,-1,-1.0,-1.0,900.0,3300.0,37000.0,59047.0,2626.0,116.0,-1.0,320.0,202359.0,4946.0,5700.0,100.0,7224.0,980.0,1304411.0,30100.0,20000.0,17000.0,11345.0,-1.0,1750.0,55000.0,46000.0,2200.0,4000.0,3940.0,-1,-1.0,1138.0,330.0,719235.0,238.0,46.0,-1.0,4400.0,1400.0
1989,2805000.0,18000.0,1200.0,9000.0,9000.0,87463.0,597284.0,18000.0,500.0,6000.0,7000.0,270000.0,1580.0,2536.0,-1.0,-1.0,3309000.0,-1.0,339649.0,7385.0,675500.0,-1.0,1400000.0,348723.0,3000.0,29021.0,75000.0,400.0,6.0,1000.0,24000.0,15.0,1500.0,6000.0,4000.0,1131.0,1500.0,155.0,4700.0,253790.0,400.0,-1.0,-1.0,-1,4000.0,96000.0,-1,-1.0,-1.0,850.0,3400.0,38000.0,53490.0,2236.0,56.0,-1.0,320.0,198268.0,4347.0,5800.0,50.0,5348.0,980.0,1279067.0,52400.0,20000.0,244000.0,11386.0,-1.0,1700.0,55000.0,46500.0,2300.0,4000.0,3385.0,-1,-1.0,1100.0,340.0,681783.0,250.0,46.0,-1.0,4400.0,1300.0
1990,2987418.0,18200.0,842.0,10000.0,9397.0,89981.0,541985.0,18500.0,100.0,7000.0,6790.0,250000.0,1646.0,2480.0,-1.0,10000.0,3455000.0,-1.0,345042.0,7387.0,678900.0,-1.0,1186861.0,356588.0,2910.0,23361.0,76000.0,379.0,3.0,1302.0,24000.0,56.0,1400.0,6500.0,4349.0,1145.0,1089.0,202.0,4700.0,253250.0,415.0,600.0,0.0,-1,3500.0,100000.0,-1,-1.0,-1.0,1000.0,3400.0,38500.0,55000.0,1031.0,30.0,1000.0,259.0,207433.0,3800.0,6000.0,250.0,6963.0,1050.0,965207.0,59000.0,20824.0,150000.0,10016.0,5000.0,1542.0,52658.0,47000.0,2400.0,3627.0,3038.0,-1,-1.0,1255.0,300.0,423222.0,255.0,42.0,1300.0,3990.0,1200.0
1991,2480000.0,18145.0,1300.0,12000.0,838.0,89827.0,582613.0,17000.0,106.0,6200.0,6674.0,243000.0,1664.0,2459.0,-1.0,10000.0,3385000.0,-1.0,384077.0,6903.0,682100.0,-1.0,1207964.0,374452.0,3232.0,27447.0,77000.0,500.0,0.0,789.0,22097.0,70.0,1380.0,7000.0,3700.0,1813.0,1509.0,142.0,4500.0,254664.0,445.0,700.0,0.0,-1,3300.0,104000.0,-1,-1.0,-1.0,1000.0,8000.0,36500.0,58000.0,178.0,13.0,2000.0,325.0,222541.0,1836.0,6200.0,250.0,6503.0,1066.0,1032005.0,65600.0,25075.0,300000.0,11297.0,6000.0,1647.0,56000.0,47500.0,2500.0,4500.0,3203.0,-1,-1.0,1260.0,360.0,449392.0,260.0,60.0,1330.0,4179.0,1300.0
