,Mauritania,Kenya,"China, Taiwan Province of",Belarus,Croatia,Myanmar,Saudi Arabia,Syrian Arab Republic,Brazil,United Republic of Tanzania,Nepal,Ethiopia,Denmark,The former Yugoslav Republic of Macedonia,Greece,Tunisia,Zimbabwe,Bangladesh,Republic of Korea,South Africa,Norway,Yemen,Rwanda,Australia & New Zealand,Yugoslav SFR,Mongolia,Guatemala,Algeria,Slovenia,United Arab Emirates,Tajikistan,Latvia,Luxembourg,Israel,Zambia,Belgium,Turkmenistan,Lesotho,Switzerland,Uruguay,Azerbaijan,Egypt,Bosnia and Herzegovina,China,Malta,Colombia,Libya,Lebanon,Kyrgyzstan,Occupied Palestinian Territory,Chile,Hungary,Montenegro,Kazakhstan,Estonia,Argentina,Portugal,Poland,"China, mainland",Russian Federation,Ukraine,Bolivia (Plurinational State of),Peru,Democratic People's Republic of Korea,Serbia and Montenegro,Serbia,Germany,Armenia,Uzbekistan,United Kingdom,Canada,Japan,Afghanistan,Iraq,Cyprus,Spain,Morocco,Bulgaria,United States of America,Iran (Islamic Republic of),Democratic Republic of the Congo,Thailand,Pakistan,Kuwait,Sudan (former),Czechia,Bhutan,Georgia,India,Austria,Czechoslovakia,Ethiopia PDR,Sweden,Qatar,Mexico,USSR,Romania,Ecuador,Jordan,New Zealand,Ireland,Albania,Western Sahara,Slovakia,France,Italy,Australia,Sudan,Lithuania,Finland,Netherlands,Oman,Turkey,Eritrea,Republic of Moldova,Belgium-Luxembourg
1971,320.0,20000.0,501.0,-1.0,-1.0,-1.0,9700.0,599000.0,23693.0,300.0,27296.0,-1.0,1369730.0,-1.0,380400.0,250000.0,800.0,37200.0,677027.0,46000.0,178921.0,110200.0,0.0,2616799.0,280000.0,22200.0,120.0,728160.0,-1.0,-1.0,-1.0,-1.0,-1.0,15805.0,-1.0,-1.0,-1.0,1007.0,39470.0,51970.0,-1.0,31926.0,-1.0,2221501.0,1077.0,55600.0,166666.0,7232.0,-1.0,-1.0,52510.0,299200.0,-1.0,-1.0,-1.0,478800.0,92100.0,899000.0,2221000.0,-1.0,-1.0,98000.0,182790.0,90000.0,-1.0,-1.0,2161129.0,-1.0,-1.0,2290074.0,5657629.0,163400.0,315000.0,395750.0,73579.0,2371300.0,2023000.0,434108.0,4090141.0,1446000.0,2500.0,-1.0,140800.0,5.0,-1.0,-1.0,3000.0,-1.0,2554600.0,294700.0,848436.0,950000.0,603458.0,40.0,221199.0,21600000.0,330200.0,119971.0,52634.0,81378.0,235200.0,9000.0,1420.0,-1.0,2680000.0,184800.0,2535421.0,-1,-1.0,407600.0,98385.0,-1.0,2571000.0,-1.0,-1.0,165269.0
1972,300.0,14000.0,388.0,-1.0,-1.0,-1.0,15284.0,593000.0,19829.0,300.0,27522.0,-1.0,1405857.0,-1.0,409000.0,330000.0,900.0,28700.0,710173.0,51000.0,180700.0,98200.0,0.0,2236165.0,290000.0,34700.0,135.0,948260.0,-1.0,-1.0,-1.0,-1.0,-1.0,22065.0,-1.0,-1.0,-1.0,1000.0,38960.0,31450.0,-1.0,40748.0,-1.0,2129388.0,1006.0,63500.0,163949.0,7823.0,-1.0,-1.0,67080.0,292100.0,-1.0,-1.0,-1.0,601200.0,89400.0,1017000.0,2129000.0,-1.0,-1.0,101000.0,180795.0,90000.0,-1.0,-1.0,2166948.0,-1.0,-1.0,2289656.0,5062102.0,121200.0,320000.0,675000.0,70903.0,2519500.0,1957800.0,445545.0,3904272.0,1519000.0,2700.0,-1.0,156600.0,9.0,-1.0,-1.0,3100.0,-1.0,2455300.0,296112.0,850139.0,950000.0,581773.0,40.0,217401.0,27200000.0,327000.0,118957.0,60557.0,96263.0,251636.0,8500.0,1420.0,-1.0,2676000.0,186500.0,2139902.0,-1,-1.0,465700.0,82969.0,-1.0,2503000.0,-1.0,-1.0,165505.0
1973,200.0,26000.0,447.0,-1.0,-1.0,-1.0,5805.0,914475.0,17888.0,1300.0,27127.0,-1.0,1444929.0,-1.0,413000.0,350000.0,1000.0,25900.0,665928.0,61000.0,171846.0,87214.0,-1.0,1968224.0,328000.0,42400.0,150.0,785610.0,-1.0,-1.0,-1.0,-1.0,-1.0,21250.0,-1.0,-1.0,-1.0,1000.0,43730.0,34633.0,-1.0,36128.0,-1.0,2694447.0,894.0,52400.0,286287.0,7332.0,-1.0,-1.0,63910.0,290600.0,-1.0,-1.0,-1.0,501600.0,80800.0,1083000.0,2694000.0,-1.0,-1.0,103900.0,172335.0,90000.0,-1.0,-1.0,2362978.0,-1.0,-1.0,2269000.0,4839244.0,80000.0,320000.0,464100.0,74917.0,2773400.0,2041300.0,458246.0,4167435.0,1310000.0,2300.0,-1.0,164400.0,6.0,-1.0,-1.0,3200.0,-1.0,2448900.0,317855.0,870980.0,928000.0,599423.0,50.0,262461.0,29400000.0,314700.0,93178.0,19142.0,73750.0,242814.0,8900.0,1450.0,-1.0,2798900.0,203000.0,1894474.0,-1,-1.0,457600.0,90068.0,-1.0,2405000.0,-1.0,-1.0,172573.0
1974,210.0,26000.0,500.0,-1.0,-1.0,-1.0,10434.0,696952.0,16298.0,1000.0,27549.0,-1.0,1436851.0,-1.0,412000.0,350000.0,1014.0,24453.0,703689.0,67000.0,170242.0,61214.0,-1.0,1912693.0,330000.0,50000.0,200.0,690200.0,-1.0,-1.0,-1.0,-1.0,-1.0,27830.0,-1.0,-1.0,-1.0,1000.0,45920.0,22108.0,-1.0,32346.0,-1.0,2025500.0,1022.0,59100.0,334068.0,9412.0,-1.0,-1.0,79840.0,272000.0,-1.0,-1.0,-1.0,368700.0,93500.0,1230300.0,2025000.0,-1.0,-1.0,107885.0,169335.0,85000.0,-1.0,-1.0,2444346.0,-1.0,-1.0,2216000.0,4775020.0,77500.0,340200.0,519000.0,73579.0,3026600.0,1998000.0,477107.0,3209112.0,1284000.0,829.0,-1.0,204640.0,3.0,-1.0,-1.0,3500.0,-1.0,2650000.0,319256.0,859920.0,940000.0,594919.0,50.0,173353.0,31100000.0,402500.0,60844.0,64868.0,87143.0,246254.0,10000.0,1500.0,-1.0,2710000.0,223652.0,1825550.0,-1,-1.0,443000.0,73244.0,-1.0,2580000.0,-1.0,-1.0,165696.0
1975,220.0,28000.0,500.0,-1.0,-1.0,-1.0,7058.0,1011393.0,23732.0,2000.0,27530.0,-1.0,1442715.0,-1.0,395000.0,350000.0,4530.0,25550.0,711010.0,74000.0,179510.0,58295.0,-1.0,2433495.0,360400.0,53900.0,210.0,854680.0,-1.0,-1.0,-1.0,-1.0,-1.0,27820.0,-1.0,-1.0,-1.0,1200.0,44697.0,44430.0,-1.0,41830.0,-1.0,1704500.0,1082.0,75600.0,368422.0,10500.0,-1.0,-1.0,66180.0,256973.0,-1.0,-1.0,-1.0,438800.0,100775.0,1335100.0,1704000.0,-1.0,-1.0,111600.0,162915.0,85000.0,-1.0,-1.0,2685089.0,-1.0,-1.0,2345000.0,4462500.0,78100.0,320000.0,567300.0,29432.0,3262000.0,1844000.0,574531.0,3487128.0,1532000.0,351.0,-1.0,193719.0,13.0,-1.0,-1.0,3500.0,-1.0,2884900.0,315472.0,973300.0,762000.0,604932.0,50.0,286464.0,32547008.0,442094.0,71558.0,52924.0,104495.0,245122.0,10200.0,1500.0,-1.0,2770000.0,248730.0,2329000.0,-1,-1.0,464000.0,83133.0,-1.0,2600000.0,-1.0,-1.0,140284.0
1976,230.0,31000.0,500.0,-1.0,-1.0,-1.0,9630.0,1171922.0,48500.0,2000.0,26478.0,-1.0,1478585.0,-1.0,387000.0,400000.0,5000.0,25558.0,710974.0,88000.0,172709.0,54376.0,-1.0,2405702.0,293400.0,69000.0,220.0,932350.0,-1.0,-1.0,-1.0,-1.0,-1.0,26560.0,-1.0,-1.0,-1.0,1307.0,42390.0,38437.0,-1.0,44794.0,-1.0,1489500.0,1043.0,68000.0,419400.0,18200.0,-1.0,-1.0,57840.0,228309.0,-1.0,-1.0,-1.0,476100.0,143482.0,1210035.0,1489000.0,-1.0,-1.0,115960.0,162590.0,80000.0,-1.0,-1.0,2695209.0,-1.0,-1.0,2182000.0,4353386.0,80300.0,310000.0,575700.0,32776.0,3240000.0,2236000.0,524014.0,3415095.0,1306210.0,500.0,-1.0,185626.0,13.0,-1.0,-1.0,3000.0,-1.0,2801800.0,324507.0,853553.0,545400.0,554473.0,100.0,363518.0,34300000.0,409500.0,71600.0,53636.0,84739.0,258799.0,10500.0,1600.0,-1.0,2780000.0,273699.0,2320963.0,-1,-1.0,506700.0,61545.0,-1.0,2633000.0,-1.0,-1.0,156147.0
1977,240.0,55000.0,500.0,-1.0,-1.0,-1.0,8133.0,1021495.0,93603.0,2000.0,24869.0,-1.0,1527723.0,-1.0,361000.0,212000.0,5000.0,23484.0,515602.0,90000.0,179255.0,48457.0,-1.0,2876964.0,306000.0,70900.0,180.0,740510.0,-1.0,-1.0,-1.0,-1.0,-1.0,28360.0,-1.0,-1.0,-1.0,1300.0,44140.0,43078.0,-1.0,40627.0,-1.0,1519500.0,935.0,46600.0,181273.0,7000.0,-1.0,-1.0,63110.0,223761.0,-1.0,-1.0,-1.0,310000.0,67526.0,1235387.0,1519000.0,-1.0,-1.0,111920.0,169720.0,80000.0,-1.0,-1.0,2808277.0,-1.0,-1.0,2400403.0,4751800.0,77800.0,310000.0,535875.0,33445.0,3348000.0,2341000.0,529234.0,3936727.0,1277500.0,500.0,-1.0,174295.0,10.0,-1.0,-1.0,3100.0,-1.0,2241400.0,328477.0,851390.0,711000.0,597827.0,129.0,248481.0,34514000.0,595061.0,60000.0,46281.0,74326.0,289200.0,11000.0,1700.0,-1.0,2911000.0,289611.0,2802638.0,-1,-1.0,577000.0,65865.0,-1.0,2620000.0,-1.0,-1.0,169645.0
1978,300.0,57000.0,408.0,-1.0,-1.0,-1.0,8022.0,1032565.0,89423.0,2000.0,25500.0,-1.0,1570147.0,-1.0,356000.0,426000.0,3688.0,21327.0,554380.0,98000.0,185295.0,49500.0,-1.0,2855837.0,273000.0,86600.0,320.0,666480.0,-1.0,-1.0,-1.0,-1.0,-1.0,33610.0,-1.0,-1.0,-1.0,1300.0,46320.0,57010.0,-1.0,49103.0,-1.0,1525408.0,898.0,68400.0,418000.0,7000.0,-1.0,-1.0,63810.0,224883.0,-1.0,-1.0,-1.0,355000.0,85556.0,1202512.0,1525000.0,-1.0,-1.0,85765.0,151542.0,80000.0,-1.0,-1.0,2988958.0,-1.0,-1.0,2351800.0,4265700.0,96100.0,310000.0,714324.0,33445.0,3518927.0,2415000.0,473105.0,3742570.0,1177000.0,500.0,-1.0,166727.0,41.0,-1.0,-1.0,3200.0,-1.0,2001400.0,355485.0,906240.0,797800.0,673608.0,133.0,296391.0,32690000.0,722429.0,32000.0,52433.0,70837.0,307200.0,11000.0,2000.0,-1.0,2814000.0,294067.0,2785000.0,-1,-1.0,608900.0,71050.0,-1.0,2521000.0,-1.0,-1.0,173807.0
1979,300.0,80000.0,65.0,-1.0,-1.0,-1.0,8595.0,1102203.0,84691.0,2500.0,26160.0,-1.0,1621870.0,-1.0,383900.0,547000.0,5046.0,19952.0,473392.0,107000.0,196411.0,47500.0,-1.0,2559872.0,292000.0,100800.0,330.0,808920.0,-1.0,-1.0,-1.0,-1.0,-1.0,32250.0,-1.0,-1.0,-1.0,1300.0,47780.0,44748.0,-1.0,45298.0,-1.0,1446065.0,1039.0,73900.0,340000.0,5000.0,-1.0,-1.0,59770.0,262275.0,-1.0,-1.0,-1.0,246000.0,72049.0,1469794.0,1446000.0,-1.0,-1.0,81910.0,152590.0,75000.0,-1.0,-1.0,2933104.0,-1.0,-1.0,2343438.0,3729500.0,115600.0,304000.0,760300.0,34783.0,3477400.0,2193000.0,467500.0,3046000.0,1255229.0,500.0,-1.0,177700.0,68.0,-1.0,-1.0,3500.0,-1.0,1827800.0,373205.0,1016729.0,836800.0,704096.0,165.0,250295.0,36960000.0,773236.0,30774.0,44487.0,77518.0,323670.0,12000.0,2000.0,-1.0,2802500.0,308329.0,2482354.0,-1,-1.0,633100.0,63028.0,-1.0,2790000.0,-1.0,-1.0,175936.0
1980,320.0,40000.0,51.0,-1.0,-1.0,-1.0,4403.0,1210192.0,72048.0,2800.0,26020.0,-1.0,1576615.0,-1.0,344500.0,382000.0,4781.0,19557.0,330656.0,68000.0,186257.0,48000.0,-1.0,2517461.0,324000.0,92500.0,340.0,944590.0,-1.0,-1.0,-1.0,-1.0,-1.0,26700.0,-1.0,-1.0,-1.0,1300.0,46111.0,36418.0,-1.0,40122.0,-1.0,1238051.0,1118.0,62600.0,280250.0,8000.0,-1.0,-1.0,48620.0,245609.0,-1.0,-1.0,-1.0,172600.0,79227.0,1322343.0,1238000.0,-1.0,-1.0,75730.0,109925.0,70000.0,-1.0,-1.0,2970671.0,-1.0,-1.0,2329866.0,4687200.0,122200.0,306000.0,829625.0,38796.0,3575100.0,2149800.0,425831.0,2938000.0,1576700.0,500.0,-1.0,159300.0,64.0,-1.0,-1.0,3400.0,-1.0,1771200.0,373912.0,910969.0,909830.0,647942.0,190.0,319315.0,31552000.0,809457.0,26244.0,51264.0,66461.0,366300.0,12000.0,2300.0,-1.0,2647000.0,329413.0,2451000.0,-1,-1.0,533400.0,53422.0,-1.0,2782000.0,-1.0,-1.0,171358.0
1981,340.0,27287.0,23.0,-1.0,-1.0,-1.0,7875.0,1346976.0,95624.0,3200.0,26680.0,-1.0,1541142.0,-1.0,304400.0,443000.0,5982.0,18351.0,352792.0,69000.0,174406.0,52966.0,-1.0,2752383.0,310000.0,78000.0,300.0,870770.0,-1.0,-1.0,-1.0,-1.0,-1.0,22200.0,-1.0,-1.0,-1.0,1300.0,49780.0,62612.0,-1.0,38310.0,-1.0,1200023.0,1102.0,36000.0,231500.0,5000.0,-1.0,-1.0,45960.0,286131.0,-1.0,-1.0,-1.0,114700.0,74097.0,1294230.0,1200000.0,-1.0,-1.0,83480.0,118125.0,70000.0,-1.0,-1.0,3008345.0,-1.0,-1.0,2327000.0,5475800.0,122400.0,278000.0,983875.0,40134.0,3507900.0,2228000.0,381899.0,3657500.0,2348409.0,500.0,-1.0,259400.0,134.0,-1.0,-1.0,3500.0,-1.0,1807000.0,362202.0,987144.0,828760.0,681259.0,203.0,271327.0,31749008.0,916975.0,28897.0,47454.0,67383.0,356600.0,12000.0,2300.0,-1.0,2559000.0,335687.0,2685000.0,-1,-1.0,570000.0,52818.0,-1.0,2965000.0,-1.0,-1.0,171828.0
