,Kenya,Peru,"China, Taiwan Province of",Israel,Philippines,United Kingdom,Denmark,Canada,The former Yugoslav Republic of Macedonia,Japan,Zimbabwe,Austria,Spain,New Zealand,Bulgaria,Australia & New Zealand,United States of America,Iran (Islamic Republic of),Slovenia,Czechia,Argentina,Costa Rica,"China, mainland",Germany,Belgium,Morocco,Finland,Switzerland,Mexico,Slovakia,Ecuador,China,Colombia,Chile,Hungary,Greece,Australia,France,Thailand,Lithuania,Poland,Netherlands,Belgium-Luxembourg,Italy,Turkey
1971,-1.0,42912.0,73051.0,-1.0,-1.0,15978.0,18526.0,20323.0,-1.0,27869.0,-1.0,40000.0,35233.0,20960.0,-1.0,29912.0,27401.0,-1.0,-1.0,-1.0,42235.0,-1.0,37500.0,31824.0,-1.0,30556.0,-1.0,-1.0,43834.0,-1.0,-1.0,40354.0,-1.0,-1.0,17463.0,23420.0,33707.0,31852.0,-1.0,-1.0,-1.0,-1.0,49505.0,65737.0,15000.0
1972,-1.0,56450.0,66969.0,-1.0,-1.0,11416.0,16457.0,18720.0,-1.0,29032.0,-1.0,41026.0,35495.0,16580.0,-1.0,24207.0,27214.0,-1.0,-1.0,-1.0,44419.0,-1.0,35385.0,28636.0,-1.0,30556.0,-1.0,-1.0,40000.0,-1.0,-1.0,37768.0,-1.0,-1.0,16067.0,11100.0,27576.0,28399.0,-1.0,-1.0,-1.0,-1.0,43316.0,62250.0,15000.0
1973,-1.0,64244.0,69662.0,-1.0,-1.0,13708.0,15768.0,21835.0,-1.0,30645.0,-1.0,40000.0,37333.0,20448.0,-1.0,25141.0,24724.0,-1.0,-1.0,-1.0,44706.0,-1.0,35000.0,30403.0,-1.0,35714.0,-1.0,-1.0,46667.0,-1.0,-1.0,37370.0,-1.0,-1.0,12185.0,26340.0,27375.0,29460.0,-1.0,-1.0,-1.0,-1.0,40323.0,61855.0,14000.0
1974,-1.0,63326.0,64043.0,-1.0,-1.0,17500.0,16582.0,19346.0,-1.0,32258.0,-1.0,38333.0,37760.0,20701.0,-1.0,24385.0,25947.0,-1.0,-1.0,-1.0,30578.0,-1.0,36905.0,25499.0,-1.0,35714.0,-1.0,-1.0,46667.0,-1.0,-1.0,38976.0,-1.0,-1.0,13988.0,30740.0,25729.0,30320.0,-1.0,-1.0,-1.0,-1.0,37088.0,65226.0,17000.0
1975,-1.0,59022.0,46084.0,-1.0,-1.0,15000.0,14901.0,17926.0,-1.0,33871.0,-1.0,38333.0,28015.0,21706.0,-1.0,20384.0,23390.0,-1.0,-1.0,-1.0,37996.0,-1.0,36818.0,26214.0,-1.0,36000.0,-1.0,-1.0,46602.0,-1.0,-1.0,37497.0,-1.0,-1.0,12071.0,11375.0,19900.0,27654.0,-1.0,-1.0,-1.0,-1.0,36842.0,65647.0,16667.0
1976,-1.0,59032.0,72655.0,-1.0,-1.0,20000.0,12400.0,15899.0,-1.0,35484.0,-1.0,38571.0,36031.0,19865.0,-1.0,24604.0,27864.0,-1.0,-1.0,-1.0,42045.0,-1.0,36818.0,26344.0,-1.0,36000.0,-1.0,-1.0,42858.0,-1.0,-1.0,38808.0,-1.0,-1.0,13125.0,9000.0,26964.0,26362.0,-1.0,-1.0,-1.0,-1.0,30000.0,64491.0,16667.0
1977,-1.0,60188.0,74316.0,-1.0,-1.0,20000.0,15296.0,17634.0,-1.0,37097.0,-1.0,40000.0,25597.0,29507.0,-1.0,29170.0,28491.0,-1.0,-1.0,-1.0,42222.0,-1.0,36522.0,25719.0,-1.0,40000.0,-1.0,-1.0,45837.0,-1.0,-1.0,38652.0,-1.0,-1.0,19604.0,9050.0,29072.0,24481.0,-1.0,-1.0,-1.0,-1.0,30000.0,57352.0,15500.0
1978,-1.0,56004.0,77499.0,-1.0,-1.0,13333.0,12818.0,16971.0,-1.0,38710.0,-1.0,37778.0,28582.0,21327.0,-1.0,28539.0,24882.0,-1.0,-1.0,-1.0,40000.0,-1.0,33269.0,25870.0,-1.0,40000.0,-1.0,-1.0,62750.0,-1.0,-1.0,35308.0,-1.0,-1.0,14714.0,45375.0,31163.0,24547.0,-1.0,-1.0,-1.0,-1.0,30000.0,56379.0,18500.0
1979,-1.0,51937.0,76317.0,-1.0,-1.0,10000.0,12308.0,17040.0,-1.0,40323.0,-1.0,37778.0,34563.0,17874.0,-1.0,30789.0,26555.0,-1.0,-1.0,-1.0,40667.0,-1.0,35098.0,23885.0,-1.0,40000.0,-1.0,-1.0,51334.0,-1.0,-1.0,37167.0,-1.0,-1.0,12894.0,9050.0,37201.0,25324.0,-1.0,-1.0,-1.0,-1.0,30000.0,55889.0,16667.0
1980,-1.0,29286.0,90820.0,-1.0,-1.0,14535.0,11151.0,15193.0,-1.0,41693.0,-1.0,38000.0,34490.0,12779.0,-1.0,25777.0,22579.0,-1.0,-1.0,-1.0,31250.0,-1.0,34000.0,22023.0,-1.0,40000.0,-1.0,-1.0,47161.0,-1.0,-1.0,36691.0,-1.0,-1.0,15368.0,25000.0,36364.0,24912.0,-1.0,-1.0,-1.0,-1.0,40000.0,53263.0,16667.0
1981,-1.0,32220.0,65760.0,-1.0,-1.0,12136.0,11261.0,16151.0,-1.0,41875.0,-1.0,41000.0,34898.0,9899.0,-1.0,21954.0,23404.0,-1.0,-1.0,-1.0,36000.0,-1.0,35926.0,24513.0,-1.0,40000.0,-1.0,-1.0,47304.0,-1.0,-1.0,37233.0,-1.0,-1.0,14486.0,10000.0,42105.0,26386.0,-1.0,-1.0,-1.0,-1.0,45385.0,52430.0,16667.0
1982,-1.0,35121.0,46999.0,-1.0,-1.0,15385.0,-1.0,14160.0,-1.0,34293.0,-1.0,40000.0,31795.0,8292.0,-1.0,15157.0,22936.0,-1.0,-1.0,-1.0,38776.0,-1.0,34667.0,24150.0,-1.0,40000.0,-1.0,-1.0,49004.0,-1.0,-1.0,35112.0,-1.0,16667.0,31397.0,27257.0,29620.0,28214.0,-1.0,-1.0,-1.0,-1.0,41667.0,45812.0,17692.0
1983,-1.0,36021.0,48040.0,-1.0,-1.0,15000.0,-1.0,12308.0,-1.0,41538.0,-1.0,40909.0,32312.0,13243.0,-1.0,19014.0,23006.0,-1.0,-1.0,-1.0,43085.0,-1.0,34933.0,23482.0,-1.0,40000.0,-1.0,-1.0,38841.0,-1.0,-1.0,35336.0,-1.0,16667.0,21296.0,42033.0,36166.0,28313.0,-1.0,-1.0,-1.0,-1.0,40741.0,51835.0,17692.0
1984,-1.0,45627.0,57599.0,-1.0,-1.0,17620.0,-1.0,12292.0,-1.0,41333.0,-1.0,40833.0,28775.0,14085.0,-1.0,26367.0,23631.0,-1.0,-1.0,-1.0,43925.0,-1.0,35000.0,23341.0,-1.0,40000.0,-1.0,-1.0,33840.0,-1.0,-1.0,35687.0,-1.0,18182.0,19598.0,36491.0,56309.0,29636.0,-1.0,-1.0,-1.0,-1.0,28000.0,46688.0,19231.0
1985,-1.0,51963.0,62676.0,-1.0,-1.0,16345.0,-1.0,13483.0,-1.0,41429.0,-1.0,40000.0,36810.0,14789.0,-1.0,20552.0,26179.0,-1.0,-1.0,-1.0,40741.0,-1.0,35200.0,26121.0,-1.0,40000.0,-1.0,-1.0,48041.0,-1.0,-1.0,36078.0,-1.0,18182.0,14891.0,42840.0,31687.0,30970.0,-1.0,-1.0,-1.0,-1.0,28235.0,44281.0,25000.0
1986,-1.0,40777.0,44860.0,20000.0,-1.0,17799.0,-1.0,15148.0,-1.0,35005.0,-1.0,40769.0,38325.0,15509.0,-1.0,19326.0,25976.0,-1.0,-1.0,-1.0,43033.0,-1.0,34848.0,27682.0,-1.0,40000.0,-1.0,-1.0,47783.0,-1.0,-1.0,35124.0,-1.0,18750.0,17107.0,20029.0,26485.0,30056.0,-1.0,-1.0,-1.0,-1.0,27778.0,40742.0,31250.0
1987,-1.0,42366.0,56308.0,25000.0,-1.0,15471.0,-1.0,12939.0,-1.0,35000.0,-1.0,40357.0,37580.0,17323.0,-1.0,23332.0,26351.0,-1.0,-1.0,-1.0,44545.0,-1.0,35000.0,22220.0,-1.0,40000.0,-1.0,-1.0,59506.0,-1.0,-1.0,35413.0,-1.0,19048.0,17812.0,42292.0,33838.0,33663.0,-1.0,-1.0,-1.0,-1.0,27500.0,44837.0,37500.0
1988,-1.0,44874.0,51204.0,32667.0,-1.0,18957.0,-1.0,15002.0,-1.0,35000.0,-1.0,40000.0,33633.0,19374.0,-1.0,23653.0,26900.0,-1.0,-1.0,-1.0,40435.0,-1.0,34865.0,24695.0,-1.0,40000.0,-1.0,-1.0,52377.0,-1.0,-1.0,35143.0,-1.0,20148.0,14059.0,23333.0,30391.0,35245.0,55000.0,-1.0,-1.0,60541.0,56250.0,42120.0,37500.0
1989,-1.0,50756.0,47803.0,32500.0,86667.0,23561.0,-1.0,17339.0,-1.0,35000.0,-1.0,39375.0,38231.0,21766.0,-1.0,25397.0,28385.0,-1.0,-1.0,-1.0,40870.0,-1.0,33000.0,25513.0,-1.0,40000.0,-1.0,-1.0,44838.0,-1.0,-1.0,33192.0,40000.0,19942.0,21380.0,36667.0,31844.0,33903.0,73333.0,-1.0,-1.0,59000.0,54000.0,44718.0,50000.0
1990,-1.0,64461.0,56188.0,34000.0,72824.0,22851.0,-1.0,17718.0,-1.0,36667.0,33333.0,39024.0,37189.0,27643.0,-1.0,33606.0,28997.0,142857.0,-1.0,-1.0,42040.0,-1.0,33767.0,27611.0,-1.0,40000.0,-1.0,-1.0,43306.0,-1.0,28000.0,33933.0,40000.0,21814.0,39526.0,35462.0,45723.0,29061.0,69000.0,-1.0,110000.0,51111.0,50000.0,46943.0,50000.0
1991,-1.0,60399.0,50981.0,37111.0,79158.0,23045.0,-1.0,17113.0,-1.0,35307.0,33840.0,39412.0,36021.0,22222.0,-1.0,26438.0,28188.0,142980.0,-1.0,-1.0,40000.0,-1.0,34043.0,24758.0,-1.0,44000.0,-1.0,-1.0,40848.0,-1.0,28082.0,34130.0,42857.0,30000.0,37500.0,36735.0,38677.0,28203.0,44000.0,-1.0,107950.0,45385.0,44833.0,46349.0,50000.0
1992,-1.0,56827.0,52023.0,36437.0,78044.0,20680.0,-1.0,19778.0,-1.0,35367.0,33777.0,40000.0,38031.0,21333.0,-1.0,25170.0,30588.0,142857.0,-1.0,-1.0,39200.0,-1.0,36667.0,37735.0,-1.0,43605.0,-1.0,-1.0,38617.0,-1.0,28086.0,36726.0,40000.0,35000.0,41211.0,28636.0,40323.0,34442.0,55000.0,-1.0,107602.0,59643.0,50000.0,50940.0,50000.0
1993,-1.0,55074.0,52138.0,36809.0,88479.0,19793.0,-1.0,18889.0,-1.0,35438.0,33714.0,40789.0,43766.0,20333.0,-1.0,26739.0,30429.0,143022.0,-1.0,-1.0,39047.0,-1.0,38182.0,36952.0,-1.0,37073.0,-1.0,-1.0,32139.0,50000.0,28090.0,38220.0,40000.0,40000.0,41338.0,33425.0,38750.0,32685.0,65714.0,-1.0,107254.0,76923.0,52771.0,50454.0,40000.0
1994,100000.0,74209.0,50462.0,37091.0,90267.0,23416.0,-1.0,17683.0,-1.0,35525.0,33651.0,39211.0,39667.0,19375.0,33495.0,26932.0,32090.0,143060.0,-1.0,-1.0,38462.0,44444.0,40351.0,33038.0,-1.0,46075.0,-1.0,-1.0,37079.0,50000.0,28000.0,40377.0,40000.0,40000.0,41532.0,42000.0,41158.0,31006.0,65000.0,-1.0,106904.0,55833.0,47429.0,52038.0,50000.0
1995,112500.0,53730.0,53641.0,37557.0,83981.0,29167.0,-1.0,25318.0,-1.0,35878.0,33588.0,37600.0,40737.0,20250.0,36599.0,24747.0,33407.0,143101.0,-1.0,-1.0,39286.0,44444.0,39344.0,34825.0,-1.0,67677.0,-1.0,-1.0,36235.0,51224.0,28095.0,39377.0,40000.0,39742.0,41747.0,38286.0,34824.0,27401.0,65556.0,-1.0,106554.0,61739.0,52114.0,51380.0,44298.0
1996,75000.0,56504.0,49639.0,37302.0,84978.0,24375.0,-1.0,20350.0,-1.0,35914.0,33525.0,40800.0,37190.0,18000.0,40000.0,25507.0,30308.0,143141.0,-1.0,166667.0,40000.0,42857.0,39706.0,27553.0,-1.0,43636.0,-1.0,-1.0,29982.0,51032.0,28000.0,39728.0,40000.0,39708.0,41162.0,37260.0,39505.0,27673.0,70000.0,-1.0,106203.0,64348.0,76100.0,52308.0,42768.0
1997,50000.0,87041.0,46726.0,38889.0,83399.0,22500.0,-1.0,16417.0,-1.0,35714.0,33462.0,45000.0,42099.0,24062.0,53333.0,29970.0,30674.0,143172.0,-1.0,160000.0,39625.0,42857.0,40714.0,29791.0,-1.0,118919.0,-1.0,-1.0,33072.0,50000.0,28109.0,40728.0,41667.0,40964.0,42857.0,37662.0,36858.0,29134.0,70000.0,-1.0,105849.0,66364.0,71800.0,53240.0,40000.0
1998,50000.0,86366.0,42749.0,35000.0,61194.0,23333.0,-1.0,20396.0,-1.0,34846.0,33399.0,55979.0,37948.0,31579.0,54047.0,40973.0,29804.0,143188.0,-1.0,213333.0,39623.0,40000.0,41379.0,40416.0,-1.0,160000.0,-1.0,-1.0,31553.0,50000.0,28000.0,41382.0,40055.0,44996.0,42813.0,38572.0,49875.0,26720.0,80000.0,-1.0,105491.0,60714.0,69300.0,59118.0,40000.0
1999,88571.0,93745.0,48391.0,36000.0,44498.0,22222.0,-1.0,22271.0,-1.0,29901.0,33336.0,49320.0,38741.0,26316.0,41667.0,36951.0,32139.0,143183.0,-1.0,78125.0,40000.0,40000.0,41667.0,39538.0,-1.0,100677.0,-1.0,-1.0,41049.0,50000.0,28102.0,41680.0,36540.0,44227.0,49399.0,39241.0,46380.0,29642.0,80000.0,-1.0,105113.0,63636.0,86000.0,66885.0,40000.0
2000,101429.0,80231.0,50583.0,38333.0,42803.0,20391.0,-1.0,23262.0,-1.0,37615.0,33274.0,62244.0,38921.0,26471.0,45455.0,44505.0,32901.0,143152.0,-1.0,73333.0,39407.0,45000.0,42857.0,43800.0,92344.0,56061.0,-1.0,-1.0,37620.0,55000.0,28000.0,42870.0,41194.0,44382.0,62191.0,39726.0,54735.0,28500.0,90701.0,-1.0,104429.0,71429.0,-1.0,55279.0,40000.0
2001,40345.0,96681.0,47887.0,34800.0,48077.0,19231.0,-1.0,22980.0,-1.0,39142.0,33211.0,59970.0,42527.0,21469.0,47920.0,37779.0,33202.0,142857.0,-1.0,78788.0,39180.0,45000.0,43750.0,40488.0,57143.0,50000.0,-1.0,-1.0,44259.0,53672.0,28846.0,43757.0,40163.0,47000.0,50000.0,41333.0,51987.0,27550.0,58026.0,-1.0,104054.0,56684.0,-1.0,61829.0,40000.0
2002,40000.0,95445.0,48629.0,36321.0,55357.0,20988.0,-1.0,22801.0,-1.0,38267.0,33149.0,62429.0,43526.0,19851.0,49520.0,41000.0,31723.0,143873.0,-1.0,73333.0,38333.0,40000.0,48077.0,40217.0,67114.0,50000.0,-1.0,-1.0,40030.0,60550.0,28571.0,48078.0,43557.0,47146.0,45764.0,41379.0,59035.0,31184.0,39793.0,-1.0,103806.0,63636.0,-1.0,61700.0,42500.0
2003,20000.0,102653.0,50479.0,36411.0,100535.0,21519.0,-1.0,24028.0,20000.0,44044.0,33140.0,59746.0,41671.0,26303.0,48735.0,40742.0,35616.0,142857.0,-1.0,75000.0,37838.0,40000.0,50926.0,43252.0,62500.0,53645.0,-1.0,-1.0,42882.0,54162.0,28333.0,50925.0,45049.0,47912.0,37500.0,43396.0,53469.0,30074.0,45608.0,-1.0,100000.0,61907.0,-1.0,59245.0,42500.0
2004,50000.0,101805.0,51349.0,37059.0,135230.0,21574.0,15500.0,23462.0,20000.0,44907.0,33184.0,56685.0,40362.0,40000.0,49476.0,43701.0,37581.0,158290.0,-1.0,77419.0,38862.0,42308.0,50435.0,43309.0,60000.0,45402.0,-1.0,18762.0,43923.0,49792.0,28878.0,50436.0,45994.0,47805.0,61749.0,44745.0,46174.0,31867.0,48977.0,-1.0,104192.0,71429.0,-1.0,64232.0,40000.0
2005,53869.0,113251.0,44101.0,37616.0,156326.0,20000.0,15500.0,28802.0,20000.0,44427.0,33229.0,45911.0,35743.0,34111.0,50217.0,43452.0,34876.0,166582.0,-1.0,77419.0,39130.0,42308.0,50862.0,45680.0,60000.0,59091.0,1667.0,18468.0,43181.0,57004.0,27861.0,50856.0,44921.0,47619.0,38951.0,46430.0,49015.0,33825.0,42184.0,71429.0,100000.0,65189.0,-1.0,67519.0,40000.0
2006,55363.0,129711.0,50666.0,38247.0,143950.0,16506.0,15500.0,30536.0,20790.0,44201.0,33274.0,43481.0,46846.0,36049.0,50958.0,44163.0,29914.0,174674.0,-1.0,80000.0,39665.0,42593.0,50833.0,44537.0,72340.0,100000.0,4167.0,14320.0,41810.0,35526.0,28049.0,50833.0,60000.0,48837.0,21232.0,45082.0,47359.0,32299.0,42297.0,71429.0,105830.0,47313.0,-1.0,67164.0,33333.0
2007,57078.0,120654.0,42851.0,38892.0,153041.0,21201.0,16968.0,28080.0,21259.0,47626.0,31538.0,48264.0,32143.0,36739.0,51698.0,40538.0,38416.0,184155.0,-1.0,75000.0,40000.0,42593.0,50000.0,50664.0,70513.0,117647.0,4545.0,15163.0,43165.0,35526.0,28313.0,49996.0,47665.0,49661.0,32615.0,46035.0,43080.0,32863.0,37292.0,88889.0,107039.0,69048.0,-1.0,68613.0,96667.0
2008,58102.0,110348.0,38934.0,40000.0,168428.0,22425.0,17708.0,29002.0,21745.0,47095.0,33828.0,48532.0,43121.0,34286.0,52439.0,52860.0,33139.0,193692.0,-1.0,80000.0,39582.0,42857.0,50198.0,50257.0,70175.0,79487.0,2632.0,18000.0,43038.0,35526.0,28095.0,50192.0,73304.0,49600.0,31546.0,40714.0,60966.0,34080.0,37711.0,71429.0,108181.0,66667.0,-1.0,66541.0,33333.0
2009,59543.0,106519.0,39039.0,41500.0,79564.0,22152.0,24516.0,42237.0,22222.0,47773.0,34337.0,51646.0,44598.0,34429.0,53180.0,40714.0,34501.0,206154.0,-1.0,77778.0,39566.0,42857.0,51181.0,53982.0,86207.0,54197.0,1818.0,20297.0,42941.0,36201.0,28488.0,51175.0,60123.0,64200.0,32285.0,41609.0,43199.0,38182.0,37807.0,71429.0,106720.0,67820.0,-1.0,67469.0,36000.0
2010,60979.0,108496.0,46128.0,40693.0,67398.0,22807.0,13385.0,36757.0,23333.0,48382.0,34846.0,39324.0,49481.0,35538.0,53921.0,45529.0,31986.0,212235.0,-1.0,68182.0,39536.0,41667.0,51563.0,49167.0,84000.0,56440.0,2174.0,18952.0,54786.0,20667.0,28049.0,51560.0,24214.0,47843.0,50864.0,40278.0,49450.0,38256.0,37887.0,42857.0,106280.0,63471.0,-1.0,69721.0,35714.0
2011,62399.0,118364.0,52239.0,40843.0,64718.0,25888.0,13714.0,42328.0,22997.0,45787.0,35355.0,48696.0,52866.0,37547.0,54661.0,46903.0,34488.0,220974.0,39000.0,66667.0,39495.0,41667.0,54924.0,55589.0,99050.0,74803.0,6087.0,15315.0,62980.0,28095.0,28185.0,54923.0,23000.0,48130.0,48842.0,35000.0,49595.0,46356.0,72194.0,71429.0,108000.0,70393.0,-1.0,63188.0,32500.0
2012,74000.0,113716.0,54397.0,41371.0,64357.0,26985.0,17619.0,40938.0,23333.0,47430.0,37500.0,54825.0,49078.0,38578.0,55402.0,46954.0,33711.0,229412.0,31667.0,60000.0,39623.0,41957.0,54444.0,52975.0,86667.0,91175.0,5000.0,14911.0,73794.0,29888.0,28321.0,54444.0,31612.0,50083.0,43426.0,48009.0,50506.0,43737.0,91986.0,71429.0,151515.0,62951.0,-1.0,68226.0,35000.0
2013,60315.0,113784.0,54737.0,41824.0,104863.0,24000.0,17547.0,46179.0,23597.0,51300.0,37500.0,42724.0,48709.0,39503.0,56143.0,47384.0,34874.0,237922.0,33030.0,57802.0,39428.0,42291.0,52632.0,52515.0,76503.0,104815.0,5714.0,18464.0,70908.0,36654.0,28322.0,52633.0,30000.0,52606.0,38037.0,44286.0,50227.0,41079.0,131877.0,71429.0,138424.0,61752.0,-1.0,66885.0,340000.0
2014,54545.0,118331.0,56205.0,42276.0,96361.0,27002.0,17500.0,38053.0,23924.0,51075.0,35601.0,40846.0,48273.0,40428.0,56884.0,46861.0,34995.0,231666.0,33939.0,59684.0,39432.0,42454.0,51987.0,56699.0,90000.0,125025.0,5833.0,21698.0,83288.0,30231.0,28334.0,51989.0,30000.0,54429.0,51260.0,38177.0,49354.0,45705.0,112955.0,71429.0,119570.0,60182.0,-1.0,68679.0,340000.0
