,Slovakia,Uzbekistan,Romania,Turkmenistan,USSR,Norway,Australia,Mexico,The former Yugoslav Republic of Macedonia,Belgium,Luxembourg,Czechia,Republic of Moldova,Italy,Democratic People's Republic of Korea,Germany,Croatia,Tajikistan,Turkey,"China, mainland",Estonia,Serbia,Brazil,Finland,Serbia and Montenegro,Armenia,Australia & New Zealand,Morocco,Slovenia,Chile,Hungary,Argentina,Belgium-Luxembourg,Spain,Kyrgyzstan,South Africa,Austria,Ecuador,Japan,Poland,Canada,Sweden,Belarus,Denmark,Switzerland,Egypt,Georgia,Greece,Czechoslovakia,France,Republic of Korea,Bosnia and Herzegovina,Montenegro,Russian Federation,Portugal,Bolivia (Plurinational State of),Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,United States of America,Latvia,Ukraine,Albania,Azerbaijan,Ireland,Peru,United Kingdom,Lithuania,Bulgaria,Netherlands,China
1971,,,13718.0,,12105.0,36990.0,5285.0,,,,,,,18636.0,,31232.0,,,13664.0,10236.0,,,8379.0,20000.0,,,5285.0,5895.0,,13903.0,14197.0,5916.0,37185.0,9235.0,,2400.0,30880.0,4000.0,17500.0,21094.0,14374.0,36945.0,,35410.0,42892.0,,,13160.0,26493.0,22858.0,17000.0,,,,7494.0,5000.0,12217.0,,,17645.0,,,8633.0,,30864.0,8696.0,28246.0,,12576.0,34806.0,10236.0
1972,,,13942.0,,10625.0,34698.0,3192.0,,,,,,,21202.0,,32368.0,,,12080.0,10156.0,,,8043.0,20034.0,,,3192.0,18519.0,,13481.0,14375.0,9243.0,36787.0,9461.0,,2121.0,27939.0,4167.0,19091.0,22998.0,13379.0,34192.0,,36342.0,41254.0,,,13898.0,27339.0,26083.0,17336.0,,,,7289.0,5000.0,11538.0,,,16891.0,,,9323.0,,27473.0,8134.0,29815.0,,12858.0,27815.0,10156.0
1973,,,12000.0,,13805.0,35882.0,2851.0,,,,,,,21132.0,,30878.0,,,11311.0,11250.0,,,8175.0,23885.0,,,2851.0,18640.0,,13519.0,16591.0,9345.0,38714.0,9400.0,,1875.0,32499.0,5000.0,20000.0,24205.0,14151.0,34135.0,,33621.0,40519.0,,,12264.0,30799.0,26908.0,16905.0,,,,6467.0,5000.0,12292.0,,,16219.0,,,8768.0,,19802.0,8623.0,32000.0,,12546.0,33865.0,11250.0
1974,,,13063.0,,13965.0,38775.0,3042.0,,,,,,,20784.0,,33522.0,,,9333.0,11667.0,,,8929.0,18311.0,,,3042.0,17500.0,,13764.0,16736.0,8167.0,37524.0,10201.0,,1429.0,33746.0,5000.0,20000.0,25120.0,14633.0,40516.0,,36681.0,46171.0,,,15290.0,30848.0,28571.0,12627.0,,,,6807.0,5000.0,13187.0,,,14016.0,,,9382.0,,22222.0,8447.0,35000.0,,14105.0,35146.0,11667.0
1975,,,12683.0,,10187.0,29972.0,4666.0,,,,,,,21868.0,,30296.0,,,13274.0,13636.0,,,9316.0,21463.0,,,4666.0,15920.0,,12729.0,14102.0,9122.0,35210.0,10571.0,,1429.0,29231.0,5000.0,22000.0,22458.0,16511.0,34211.0,,32705.0,39380.0,,,15666.0,27940.0,27748.0,15329.0,,,,6921.0,7500.0,11772.0,,,13730.0,,,8889.0,,24221.0,8423.0,31667.0,,10990.0,34535.0,13636.0
1976,,,14000.0,,13935.0,30247.0,4544.0,,,,,,,22064.0,,28138.0,,,13989.0,14545.0,,,9575.0,27331.0,,,4544.0,11844.0,,9737.0,16932.0,9706.0,34534.0,9553.0,,1429.0,34293.0,5000.0,22000.0,23591.0,17583.0,34715.0,,29543.0,45806.0,,,16889.0,30098.0,25295.0,12735.0,,,,7537.0,5000.0,13832.0,,,13000.0,,,11111.0,,24691.0,8532.0,25000.0,,12047.0,30616.0,14545.0
1977,,,19500.0,,11393.0,34106.0,3187.0,,,,,,,20962.0,,31676.0,,,13269.0,10909.0,,,9170.0,17021.0,,,3187.0,11176.0,,14404.0,15842.0,7083.0,34391.0,9644.0,,2000.0,29587.0,5000.0,23000.0,20058.0,16247.0,30450.0,,36454.0,40374.0,,,15021.0,30486.0,29070.0,10866.0,,,,5413.0,5000.0,12609.0,,,15338.0,,,10000.0,,25000.0,8404.0,35140.0,,11849.0,34827.0,10909.0
1978,,,18500.0,,15870.0,33830.0,5223.0,,,,,,,23245.0,,33416.0,,,13220.0,13750.0,,,8972.0,19450.0,,,5223.0,11243.0,,9574.0,17660.0,8077.0,37228.0,10973.0,,1500.0,37601.0,5000.0,22881.0,24535.0,19031.0,37007.0,,37455.0,47385.0,,,17114.0,34015.0,31379.0,10972.0,,,,5749.0,5000.0,12721.0,,,16312.0,,,10000.0,,28571.0,9012.0,34674.0,,14474.0,39824.0,13750.0
1979,,,15714.0,,11268.0,31708.0,3524.0,,,,,,,24208.0,,31749.0,,,13191.0,18000.0,,,9089.0,20921.0,,,3524.0,10943.0,,12171.0,13419.0,8978.0,37333.0,10064.0,,1818.0,26338.0,5000.0,23611.0,18133.0,15946.0,32825.0,,36783.0,47203.0,,,17243.0,29537.0,30603.0,20019.0,,,,5754.0,4684.0,13729.0,,,16162.0,,,10000.0,,33333.0,8550.0,37369.0,,15098.0,40081.0,18000.0
1980,,,21714.0,,10380.0,33333.0,4309.0,,,,,,,23792.0,,32773.0,,,11986.0,15556.0,,,8580.0,23189.0,,,4309.0,11028.0,,12582.0,19257.0,7381.0,36232.0,13083.0,,1333.0,35044.0,5000.0,25075.0,21607.0,14555.0,33515.0,,35613.0,43435.0,,,19011.0,32142.0,31691.0,16080.0,,,,9425.0,4937.0,14364.0,,,15410.0,,,9709.0,,40000.0,5288.0,38449.0,,14129.0,39659.0,15556.0
1981,,,21513.0,,11377.0,36250.0,4594.0,,,,,,,21779.0,,30924.0,,,12927.0,15629.0,,,10055.0,15700.0,,,4594.0,10150.0,,10502.0,15721.0,9186.0,37741.0,9632.0,,1944.0,31670.0,5000.0,18923.0,22420.0,20899.0,35435.0,,41695.0,44932.0,,,18798.0,31805.0,29122.0,16265.0,,,,8843.0,7500.0,13889.0,,,16666.0,,,6304.0,,40000.0,5141.0,41667.0,,12698.0,38395.0,15629.0
1982,,,21023.0,,13867.0,32951.0,2281.0,10000.0,,,,,,24172.0,,35450.0,,,13760.0,17500.0,,,8055.0,21472.0,,,2281.0,10497.0,,10929.0,15952.0,8520.0,41248.0,7980.0,,2121.0,34742.0,5000.0,15152.0,23810.0,20416.0,38938.0,,42807.0,46998.0,,,20338.0,33062.0,29353.0,18950.0,,,,8638.0,7000.0,15849.0,,,18079.0,,,7732.0,,35000.0,3513.0,41667.0,,14550.0,44637.0,17500.0
1983,,,17123.0,,15395.0,34034.0,4649.0,,,,,,,23713.0,,31877.0,,,13818.0,19375.0,,,7946.0,24861.0,,,4649.0,10556.0,,9121.0,19090.0,8105.0,37400.0,11624.0,,1875.0,37313.0,5000.0,6000.0,25469.0,19365.0,38177.0,,41217.0,47174.0,,,18623.0,37007.0,29010.0,16502.0,,,,6978.0,6250.0,16275.0,,,19003.0,,,8850.0,,23333.0,3476.0,34286.0,,12324.0,38671.0,19375.0
1984,,,30000.0,,13534.0,40361.0,4494.0,,,,,,,26185.0,,38364.0,,,14402.0,22667.0,,,7561.0,20930.0,,,4494.0,10133.0,,12920.0,25681.0,9786.0,44612.0,13669.0,,2000.0,40708.0,4500.0,1833.0,26910.0,17955.0,39919.0,,49881.0,54795.0,,,18154.0,37007.0,34216.0,16957.0,,,,7951.0,7108.0,17075.0,,,20730.0,,,10926.0,,26667.0,3783.0,46667.0,,14562.0,42907.0,22667.0
1985,,,22333.0,,15021.0,39326.0,5005.0,,,,,,,25191.0,,38754.0,,,15503.0,18329.0,,,10484.0,23236.0,,,5005.0,10133.0,,22823.0,19415.0,10444.0,43076.0,12911.0,,769.0,38431.0,3125.0,8654.0,24652.0,16116.0,34072.0,,44845.0,52940.0,,,19817.0,34566.0,33998.0,17329.0,,,,7896.0,5910.0,17280.0,,,18087.0,,,10900.0,,26667.0,3750.0,43750.0,,15156.0,42211.0,18329.0
1986,,,17234.0,,15788.0,30200.0,7345.0,30000.0,,,,,,26531.0,,38162.0,,,15852.0,15622.0,,,10049.0,26541.0,,,7345.0,10256.0,,18437.0,19383.0,9274.0,42291.0,9945.0,,714.0,34002.0,2500.0,8333.0,25630.0,19330.0,39605.0,,45520.0,44289.0,,,22308.0,35238.0,28272.0,16886.0,,,,10591.0,5970.0,17513.0,,,18138.0,,,10000.0,,20000.0,3906.0,45714.0,,17323.0,48585.0,15622.0
1987,,,19286.0,,16547.0,37698.0,6182.0,35000.0,,,,,,26742.0,11923.0,36384.0,,,15813.0,17487.0,,,13488.0,19682.0,,,6182.0,10000.0,,20151.0,19803.0,9175.0,38267.0,14363.0,,769.0,36179.0,5016.0,8140.0,25756.0,15713.0,34036.0,,37843.0,43885.0,,,17778.0,34992.0,36463.0,14677.0,,,,11111.0,6092.0,16829.0,,,18268.0,,,10000.0,,20000.0,3676.0,47761.0,,16824.0,41955.0,17487.0
1988,,,26000.0,,16685.0,29597.0,4918.0,30000.0,,,,,,23958.0,11765.0,34158.0,,,15671.0,16352.0,,,10410.0,19102.0,,,4918.0,10000.0,,17529.0,26376.0,7549.0,43346.0,16154.0,,556.0,40493.0,2233.0,9375.0,23659.0,10412.0,37893.0,,45630.0,51705.0,,,21500.0,37431.0,35403.0,16869.0,,,,8336.0,6000.0,19225.0,6190.0,,15494.0,,,7833.0,,20000.0,3447.0,48571.0,,19419.0,42991.0,16352.0
1989,,,23750.0,,17019.0,35443.0,5646.0,35000.0,,,,,,25909.0,12088.0,38770.0,,,10611.0,15263.0,,,10397.0,28557.0,,,5646.0,10000.0,,31070.0,27579.0,7757.0,47940.0,14874.0,,333.0,41880.0,2974.0,8182.0,27325.0,17743.0,47023.0,,48723.0,55614.0,20000.0,,22880.0,40494.0,35776.0,16234.0,,,,10981.0,5942.0,20232.0,,,17686.0,,,7750.0,,20000.0,3541.0,51429.0,,20883.0,50262.0,15263.0
1990,,,20177.0,,20969.0,26165.0,7016.0,30000.0,,,,,,25663.0,11765.0,37789.0,,,15205.0,14916.0,,,10319.0,30111.0,,,7016.0,8336.0,,26996.0,25255.0,8103.0,36545.0,13220.0,,500.0,42600.0,2891.0,5882.0,26114.0,17561.0,47455.0,,50211.0,50493.0,19412.0,,18462.0,43063.0,36424.0,17500.0,,,,10151.0,5810.0,19078.0,,,17029.0,,,6667.0,,21925.0,4195.0,48780.0,,20118.0,41841.0,14916.0
1991,,,13655.0,,17144.0,31188.0,7970.0,25782.0,,,,,,24776.0,11926.0,46776.0,,,16496.0,15101.0,,,12026.0,27115.0,,,7970.0,10000.0,,29952.0,23700.0,9055.0,31813.0,12689.0,,615.0,41200.0,2552.0,5000.0,25767.0,18744.0,39450.0,,49563.0,52490.0,20000.0,,22897.0,37960.0,36983.0,13714.0,,,,9286.0,7206.0,20270.0,,,15468.0,,,3587.0,,20000.0,8481.0,56977.0,,18196.0,47824.0,15101.0
1992,,17207.0,14554.0,19829.0,,26052.0,6765.0,33538.0,16344.0,,,,20233.0,27410.0,11965.0,39414.0,26949.0,9928.0,15355.0,16852.0,24699.0,,10412.0,25094.0,16000.0,9088.0,6765.0,10000.0,25880.0,29573.0,19200.0,7069.0,36817.0,11548.0,10000.0,588.0,40200.0,2186.0,,19575.0,19494.0,40774.0,30599.0,34967.0,55865.0,20000.0,5000.0,21143.0,35676.0,37729.0,13333.0,24000.0,,18335.0,9261.0,6522.0,,,8711.0,18369.0,22451.0,23205.0,12466.0,12163.0,21206.0,8536.0,45659.0,20916.0,16632.0,55503.0,16852.0
1993,30313.0,14528.0,15648.0,,,36641.0,7882.0,20000.0,10650.0,,,38129.0,25656.0,28500.0,12121.0,45083.0,25573.0,6824.0,15935.0,16250.0,19790.0,,9750.0,27709.0,14725.0,4587.0,7882.0,9913.0,22065.0,24008.0,16712.0,8626.0,44976.0,19047.0,15000.0,667.0,39570.0,3136.0,,22560.0,19777.0,51122.0,27953.0,45063.0,61426.0,19886.0,5084.0,19681.0,,39541.0,15000.0,23482.0,,15411.0,9202.0,6889.0,,,13924.0,17030.0,18161.0,23647.0,11586.0,12636.0,21571.0,8576.0,51184.0,18776.0,13129.0,55676.0,16250.0
1994,30878.0,15405.0,17813.0,,,47619.0,5714.0,40000.0,15045.0,,,35094.0,16118.0,28669.0,12008.0,47765.0,24117.0,8251.0,13356.0,18150.0,19075.0,,9844.0,25814.0,16667.0,15000.0,5714.0,10000.0,29229.0,14596.0,21839.0,9604.0,46722.0,13432.0,15000.0,638.0,41390.0,6571.0,,21755.0,21478.0,44507.0,22539.0,47729.0,55315.0,20000.0,6832.0,19595.0,,39545.0,12794.0,24545.0,,15372.0,9649.0,7000.0,,,8880.0,17491.0,18086.0,19765.0,14106.0,26000.0,21857.0,8618.0,61429.0,15381.0,15391.0,47321.0,18150.0
1995,28908.0,19667.0,20745.0,,,35447.0,5714.0,50000.0,16322.0,,,33013.0,19318.0,27826.0,12097.0,52489.0,26171.0,9055.0,16438.0,15789.0,18189.0,,9788.0,27740.0,17000.0,20000.0,5714.0,10000.0,30229.0,17026.0,22290.0,7893.0,34858.0,10188.0,18333.0,634.0,40850.0,7000.0,,25647.0,19111.0,51990.0,22116.0,51521.0,61352.0,20000.0,2066.0,21999.0,,41099.0,3846.0,24533.0,,12621.0,5825.0,7061.0,,,5713.0,16407.0,17649.0,19900.0,13753.0,5556.0,22110.0,8608.0,53750.0,17765.0,13714.0,51829.0,15789.0
1996,24851.0,16667.0,12623.0,,,32601.0,5714.0,30000.0,16121.0,,,32121.0,16930.0,25500.0,12000.0,52081.0,27004.0,6264.0,16554.0,16086.0,20014.0,,13376.0,24618.0,13000.0,20000.0,5714.0,9666.0,28586.0,27616.0,16567.0,8531.0,48117.0,17696.0,15000.0,727.0,30500.0,6400.0,,23406.0,19134.0,49315.0,20697.0,47639.0,67642.0,20000.0,8559.0,19412.0,,45432.0,4444.0,24211.0,,14384.0,8905.0,7143.0,,,3511.0,16308.0,20018.0,17420.0,11556.0,9576.0,22350.0,8499.0,62195.0,18844.0,10443.0,55362.0,16086.0
1997,28397.0,25000.0,18549.0,,,28086.0,5714.0,,14944.0,,,34292.0,21746.0,23750.0,11990.0,54226.0,25569.0,6734.0,15986.0,16421.0,20996.0,,8688.0,20746.0,18750.0,19250.0,5714.0,9483.0,26097.0,25067.0,22708.0,9777.0,47195.0,14828.0,10000.0,800.0,35841.0,6195.0,,23062.0,19753.0,47145.0,20911.0,53871.0,62170.0,20000.0,6343.0,20625.0,,43562.0,25000.0,24131.0,,19190.0,6896.0,7241.0,,,7700.0,16153.0,21360.0,19339.0,13308.0,8007.0,22586.0,8000.0,56989.0,21941.0,14793.0,55400.0,16421.0
1998,27985.0,20000.0,19334.0,,,40833.0,5714.0,27870.0,18868.0,,,36343.0,17907.0,18273.0,11957.0,51542.0,25769.0,8854.0,17444.0,16845.0,14072.0,,8078.0,13657.0,18889.0,20000.0,5714.0,9269.0,31434.0,27500.0,20821.0,10949.0,21606.0,16685.0,13188.0,750.0,39870.0,6166.0,,24723.0,19663.0,46360.0,17515.0,51205.0,67716.0,20000.0,4380.0,24706.0,,47265.0,15000.0,25369.0,,10250.0,6424.0,5357.0,,,3338.0,18261.0,18162.0,16182.0,14158.0,6264.0,22819.0,8824.0,48454.0,20006.0,14422.0,48095.0,16845.0
1999,23320.0,16667.0,18533.0,,,38000.0,5714.0,29231.0,16417.0,,,36749.0,14286.0,28174.0,12000.0,57857.0,25536.0,7513.0,16643.0,17868.0,16033.0,,12984.0,19187.0,16667.0,9630.0,5714.0,9036.0,28022.0,26007.0,20346.0,12681.0,24819.0,17979.0,12105.0,7500.0,39030.0,6075.0,,23103.0,22916.0,47905.0,14489.0,48585.0,55102.0,20000.0,18325.0,20382.0,,45550.0,10000.0,23186.0,,14660.0,11443.0,6780.0,,,8877.0,18090.0,18792.0,14691.0,15455.0,16608.0,23052.0,8889.0,56579.0,19355.0,21579.0,53354.0,17868.0
2000,20375.0,20000.0,15793.0,,,45163.0,5714.0,,14118.0,43636.0,53616.0,34195.0,11848.0,29580.0,11987.0,49298.0,25210.0,8382.0,17687.0,15330.0,21011.0,,10121.0,24260.0,14049.0,9619.0,5714.0,8795.0,26083.0,20691.0,20069.0,14498.0,,20075.0,21364.0,7059.0,34833.0,6448.0,,18792.0,22734.0,53601.0,18811.0,51968.0,63462.0,20000.0,1902.0,19872.0,,46141.0,14545.0,26048.0,,15833.0,10398.0,6879.0,,,17889.0,17782.0,20212.0,15175.0,11538.0,15000.0,23283.0,9143.0,61111.0,23396.0,10731.0,48333.0,15330.0
2001,28972.0,20000.0,23332.0,,,28876.0,5714.0,26343.0,17593.0,36250.0,64297.0,37205.0,17062.0,28571.0,11930.0,61327.0,27335.0,7302.0,15658.0,13383.0,20493.0,,11949.0,22103.0,20029.0,11592.0,5714.0,8477.0,30416.0,32005.0,23803.0,13514.0,,9941.0,29388.0,7087.0,41690.0,6632.0,,24290.0,18520.0,51711.0,16654.0,50892.0,61529.0,20000.0,10000.0,23421.0,,40839.0,16250.0,23294.0,,18772.0,6439.0,7000.0,,,10383.0,17313.0,19211.0,20729.0,19474.0,5000.0,23513.0,8627.0,47917.0,20764.0,20000.0,47222.0,13383.0
2002,25359.0,33077.0,19124.0,,,37593.0,5714.0,26500.0,18071.0,41543.0,69618.0,33724.0,17574.0,28664.0,12000.0,50330.0,27084.0,11778.0,17000.0,14533.0,23130.0,,10466.0,23967.0,18610.0,19867.0,5714.0,8252.0,32871.0,28077.0,19633.0,14021.0,,17292.0,9043.0,4667.0,36290.0,6752.0,,24558.0,17422.0,51937.0,22567.0,49420.0,66428.0,20000.0,10000.0,21477.0,,48588.0,27143.0,25341.0,,18997.0,10237.0,6885.0,,,13755.0,15484.0,23995.0,20163.0,18000.0,18333.0,23742.0,8375.0,58000.0,22815.0,13982.0,47098.0,14533.0
2003,24746.0,20000.0,16130.0,,,43600.0,5714.0,10000.0,13654.0,47476.0,63096.0,38007.0,7035.0,25618.0,12030.0,42871.0,19070.0,13333.0,17143.0,22652.0,15306.0,,13930.0,23869.0,13610.0,10897.0,5714.0,7568.0,21714.0,27021.0,14570.0,9500.0,,20197.0,2667.0,1769.0,33207.0,6848.0,,21444.0,22206.0,47895.0,21126.0,51197.0,52764.0,20000.0,10000.0,18954.0,,40275.0,20000.0,19178.0,,18605.0,8882.0,8969.0,,,8475.0,16988.0,19819.0,15793.0,15066.0,8627.0,24177.0,10115.0,58605.0,24599.0,12100.0,50636.0,22652.0
2004,38281.0,27778.0,25239.0,,,56342.0,5714.0,17500.0,22951.0,43771.0,73821.0,52922.0,17946.0,27489.0,12055.0,61285.0,31034.0,15434.0,18881.0,21429.0,22276.0,,12684.0,23197.0,25000.0,9688.0,5714.0,7486.0,31434.0,27021.0,27583.0,14709.0,,17946.0,10000.0,3100.0,46750.0,7048.0,,27624.0,25351.0,54668.0,23619.0,46266.0,67262.0,20000.0,11373.0,23741.0,,50559.0,,29151.0,,15440.0,9527.0,9147.0,,,7112.0,17271.0,21463.0,22235.0,16000.0,13418.0,24817.0,9200.0,54167.0,25333.0,19925.0,48824.0,21429.0
2005,28382.0,32400.0,23710.0,,,50183.0,5714.0,11200.0,20045.0,44137.0,61851.0,41949.0,17347.0,29676.0,12095.0,50874.0,25633.0,16310.0,20769.0,19857.0,27466.0,,13447.0,22817.0,21990.0,19831.0,5714.0,7452.0,31000.0,34452.0,25658.0,11533.0,,14547.0,,6364.0,38195.0,7000.0,,24053.0,24276.0,52511.0,21767.0,48352.0,56052.0,20000.0,16667.0,22958.0,,47508.0,,23020.0,,15684.0,7475.0,9299.0,,,7789.0,16956.0,22188.0,17313.0,19815.0,7813.0,25457.0,9556.0,66949.0,21277.0,15505.0,42939.0,19857.0
2006,24148.0,35333.0,20717.0,,,43127.0,5714.0,16800.0,21927.0,45522.0,56066.0,33301.0,17016.0,30172.0,12130.0,49057.0,27326.0,13667.0,20648.0,12727.0,24485.0,22490.0,8025.0,23242.0,,14819.0,5714.0,7480.0,27755.0,29325.0,25387.0,11853.0,,15555.0,,8824.0,34834.0,6957.0,,19891.0,23362.0,49870.0,21964.0,47273.0,55736.0,20000.0,13333.0,21450.0,,45744.0,,26917.0,22514.0,17073.0,10128.0,9375.0,,,7525.0,16477.0,27290.0,16229.0,19274.0,13333.0,26094.0,9813.0,61000.0,17613.0,17162.0,45417.0,12727.0
2007,26289.0,46667.0,17237.0,,,52425.0,5714.0,90000.0,16687.0,34831.0,55624.0,47328.0,9869.0,29470.0,12164.0,40217.0,25211.0,10933.0,18264.0,24306.0,36182.0,19650.0,11950.0,27350.0,,25571.0,5714.0,7577.0,30598.0,44915.0,20394.0,19943.0,,23390.0,23714.0,8857.0,40385.0,6923.0,,23748.0,21856.0,55709.0,22694.0,44653.0,56742.0,20000.0,10909.0,22941.0,,43634.0,,28016.0,11031.0,19184.0,10217.0,9494.0,,,13096.0,15719.0,31496.0,16672.0,25385.0,10000.0,26729.0,9000.0,57000.0,23668.0,16783.0,55000.0,24306.0
2008,30974.0,55000.0,24161.0,,,58269.0,5691.0,11176.0,25266.0,47751.0,67051.0,48339.0,19142.0,22819.0,12198.0,50808.0,29839.0,19774.0,19859.0,30000.0,30654.0,25526.0,12816.0,25763.0,,27516.0,5691.0,7143.0,29132.0,44915.0,25783.0,10083.0,,25397.0,25497.0,8596.0,41096.0,6762.0,,24694.0,24046.0,61382.0,27545.0,52422.0,60070.0,20000.0,15152.0,25519.0,,47809.0,,29780.0,28850.0,21141.0,10423.0,9567.0,,,7418.0,18618.0,33034.0,22913.0,22143.0,15455.0,27363.0,9291.0,63683.0,27577.0,19938.0,38095.0,30000.0
