,Guinea,Cuba,Kenya,"China, Taiwan Province of",Mozambique,Morocco,Ethiopia PDR,Comoros,Mexico,Dominican Republic,Ethiopia,Central African Republic,Indonesia,China,Jamaica,Malawi,United Republic of Tanzania,Venezuela (Bolivarian Republic of),South Africa,Democratic Republic of the Congo,Guatemala,Brazil,"China, mainland",Madagascar,Angola,Uganda,Thailand,Haiti
1971,1000.0,5500.0,52000.0,8205.0,45000.0,1300.0,2500.0,600.0,183041.0,600.0,-1.0,500.0,1300.0,17205.0,650.0,1000.0,211478.0,9935.0,7000.0,800.0,-1,272656.0,9000.0,20600.0,50000.0,0.0,460.0,32000.0
1972,1000.0,5000.0,52000.0,6525.0,50000.0,1400.0,1800.0,0.0,202086.0,580.0,-1.0,500.0,50.0,16525.0,650.0,1000.0,206010.0,10465.0,8000.0,800.0,-1,295565.0,10000.0,21900.0,60000.0,0.0,50.0,32000.0
1973,1000.0,5600.0,52000.0,7612.0,50000.0,1400.0,1800.0,-1.0,199950.0,580.0,-1.0,500.0,50.0,17612.0,650.0,500.0,192482.0,11550.0,8000.0,760.0,-1,248349.0,10000.0,21900.0,40000.0,-1.0,80.0,32000.0
1974,1000.0,6200.0,53235.0,7800.0,50000.0,1400.0,1000.0,0.0,198950.0,580.0,-1.0,500.0,70.0,17800.0,650.0,500.0,193944.0,10680.0,8000.0,50.0,-1,263704.0,10000.0,23330.0,50000.0,-1.0,150.0,32000.0
1975,1000.0,6500.0,48100.0,8400.0,50000.0,1400.0,1000.0,0.0,190750.0,580.0,-1.0,500.0,100.0,18400.0,650.0,500.0,162867.0,10838.0,7000.0,0.0,-1,326982.0,10000.0,28255.0,30000.0,-1.0,80.0,22000.0
1976,1000.0,6500.0,40300.0,7500.0,50000.0,1500.0,1000.0,0.0,190100.0,580.0,-1.0,500.0,140.0,17500.0,650.0,500.0,125600.0,12122.0,6000.0,0.0,-1,280715.0,10000.0,22275.0,20000.0,-1.0,110.0,16000.0
1977,1000.0,6000.0,40850.0,7169.0,50000.0,1500.0,1000.0,0.0,175276.0,580.0,-1.0,500.0,120.0,17169.0,650.0,500.0,111089.0,7112.0,4000.0,0.0,-1,295776.0,10000.0,22275.0,14000.0,-1.0,125.0,16000.0
1978,1000.0,6000.0,44000.0,7160.0,46000.0,1600.0,1200.0,0.0,165849.0,580.0,-1.0,500.0,100.0,17160.0,650.0,500.0,116626.0,5433.0,4000.0,0.0,-1,269636.0,10000.0,22275.0,14000.0,-1.0,50.0,16000.0
1979,1000.0,5900.0,43500.0,6396.0,37000.0,1700.0,1200.0,0.0,149719.0,580.0,-1.0,500.0,100.0,16396.0,650.0,500.0,98875.0,4919.0,4000.0,0.0,-1,287886.0,10000.0,22275.0,9000.0,-1.0,50.0,16850.0
1980,1000.0,5900.0,47500.0,5995.0,40000.0,1700.0,1200.0,0.0,146124.0,580.0,-1.0,500.0,130.0,15995.0,650.0,500.0,132890.0,4814.0,5500.0,0.0,-1,296081.0,10000.0,11850.0,3500.0,-1.0,310.0,18350.0
1981,1000.0,4908.0,40000.0,2605.0,30000.0,1600.0,1200.0,-1.0,146531.0,580.0,-1.0,500.0,130.0,12605.0,650.0,500.0,121413.0,4807.0,6000.0,0.0,-1,312546.0,10000.0,11850.0,3000.0,-1.0,80.0,18350.0
1982,1000.0,4394.0,42000.0,2547.0,18000.0,1700.0,1200.0,-1.0,131173.0,580.0,-1.0,600.0,150.0,13547.0,650.0,500.0,100255.0,4812.0,6000.0,0.0,-1,345279.0,11000.0,16400.0,4000.0,-1.0,80.0,18350.0
1983,1000.0,4531.0,40000.0,2436.0,14000.0,1700.0,1200.0,-1.0,122347.0,580.0,-1.0,630.0,160.0,13436.0,650.0,500.0,101034.0,4961.0,6000.0,0.0,-1,306661.0,11000.0,16500.0,2000.0,-1.0,80.0,18500.0
1984,1100.0,4690.0,40000.0,2376.0,9000.0,1700.0,1200.0,-1.0,109600.0,534.0,-1.0,640.0,190.0,14376.0,650.0,500.0,82920.0,4084.0,6000.0,0.0,-1,320350.0,12000.0,16600.0,700.0,-1.0,80.0,18000.0
1985,1100.0,5034.0,35000.0,2485.0,7000.0,1800.0,1200.0,-1.0,109000.0,530.0,-1.0,650.0,210.0,19485.0,650.0,500.0,74103.0,4900.0,6500.0,0.0,-1,332605.0,17000.0,16700.0,700.0,-1.0,80.0,18000.0
1986,1100.0,5219.0,37000.0,2556.0,3500.0,1800.0,1200.0,-1.0,117355.0,480.0,-1.0,650.0,280.0,19556.0,650.0,500.0,81212.0,5203.0,7500.0,0.0,-1,322311.0,17000.0,17600.0,700.0,-1.0,80.0,11000.0
1987,1100.0,4645.0,35000.0,834.0,3500.0,1800.0,1200.0,-1.0,81532.0,500.0,-1.0,660.0,330.0,12834.0,650.0,500.0,81212.0,5288.0,7500.0,0.0,-1,296181.0,12000.0,17700.0,700.0,-1.0,100.0,10000.0
1988,1100.0,4987.0,35000.0,721.0,3500.0,2000.0,1200.0,-1.0,55553.0,560.0,-1.0,680.0,370.0,12721.0,650.0,500.0,53798.0,5812.0,7500.0,0.0,-1,273495.0,12000.0,16800.0,700.0,-1.0,100.0,18000.0
1989,1100.0,3958.0,35000.0,453.0,3500.0,2100.0,1200.0,-1.0,56969.0,560.0,-1.0,700.0,424.0,14453.0,650.0,500.0,58660.0,6310.0,6000.0,0.0,-1,270757.0,14000.0,18500.0,700.0,-1.0,100.0,18000.0
1990,1218.0,5000.0,33000.0,300.0,3876.0,2200.0,1329.0,0.0,55003.0,522.0,-1.0,719.0,278.0,13300.0,605.0,554.0,58450.0,7006.0,4000.0,0.0,-1,249109.0,13000.0,27000.0,775.0,0.0,106.0,16765.0
1991,1100.0,5060.0,34000.0,100.0,3500.0,2300.0,1100.0,0.0,54331.0,538.0,-1.0,735.0,440.0,13100.0,719.0,500.0,59000.0,11250.0,3800.0,0.0,-1,300263.0,13000.0,13900.0,700.0,0.0,79.0,15534.0
1992,1155.0,5013.0,30000.0,26.0,3500.0,2400.0,1100.0,0.0,83067.0,572.0,-1.0,740.0,440.0,13026.0,712.0,400.0,45000.0,11108.0,3500.0,0.0,-1,264201.0,13000.0,9300.0,400.0,0.0,75.0,16000.0
1993,1200.0,4952.0,29783.0,9.0,3500.0,2493.0,-1.0,-1.0,61809.0,564.0,1100.0,750.0,270.0,16009.0,705.0,500.0,55000.0,5137.0,3500.0,0.0,-1,179105.0,16000.0,15000.0,400.0,0.0,67.0,15000.0
1994,1197.0,4875.0,27798.0,2.0,3500.0,2500.0,-1.0,-1.0,60669.0,552.0,1111.0,800.0,300.0,15002.0,699.0,400.0,50000.0,14077.0,3500.0,0.0,-1,164793.0,15000.0,14300.0,400.0,0.0,60.0,14000.0
1995,1194.0,4700.0,21000.0,0.0,3500.0,2641.0,-1.0,-1.0,70262.0,510.0,1102.0,789.0,323.0,12440.0,692.0,424.0,55000.0,13770.0,3500.0,0.0,-1,152040.0,12440.0,14100.0,400.0,0.0,58.0,13000.0
1996,1200.0,4579.0,21000.0,1.0,3500.0,2500.0,-1.0,-1.0,65225.0,1100.0,1100.0,800.0,318.0,11501.0,686.0,500.0,50000.0,12330.0,3500.0,0.0,-1,136469.0,11500.0,14100.0,450.0,0.0,55.0,10400.0
1997,1200.0,4276.0,21000.0,1.0,3431.0,2656.0,-1.0,-1.0,63657.0,900.0,1069.0,815.0,314.0,14201.0,680.0,450.0,49409.0,11040.0,3000.0,0.0,-1,152923.0,14200.0,14100.0,500.0,0.0,58.0,10403.0
1998,1200.0,3766.0,20240.0,7.0,3302.0,2664.0,-1.0,-1.0,62666.0,780.0,1045.0,829.0,309.0,12227.0,674.0,500.0,40000.0,11178.0,2779.0,0.0,-1,161277.0,12220.0,14100.0,554.0,0.0,60.0,10400.0
1999,1200.0,700.0,26000.0,7.0,3220.0,2674.0,-1.0,-1.0,56194.0,650.0,1012.0,810.0,332.0,11327.0,668.0,467.0,40900.0,10275.0,2600.0,0.0,-1,182700.0,11320.0,14250.0,450.0,0.0,63.0,10500.0
2000,1200.0,800.0,22000.0,6.0,3000.0,2687.0,-1.0,-1.0,54594.0,691.0,1000.0,820.0,333.0,9706.0,662.0,450.0,42580.0,10066.0,2676.0,0.0,-1,194514.0,9700.0,14300.0,457.0,0.0,65.0,10500.0
2001,1200.0,950.0,23000.0,6.0,3201.0,2702.0,-1.0,-1.0,47126.0,1130.0,910.0,830.0,334.0,4006.0,656.0,450.0,46120.0,4185.0,2400.0,0.0,-1,204233.0,4000.0,14350.0,450.0,0.0,66.0,10400.0
2002,1200.0,1070.0,19500.0,5.0,3326.0,2841.0,-1.0,-1.0,24490.0,1200.0,838.0,895.0,336.0,3805.0,650.0,450.0,46118.0,2856.0,2200.0,0.0,-1,202805.0,3800.0,14400.0,450.0,0.0,70.0,9600.0
2003,1200.0,1683.0,25000.0,5.0,3400.0,2879.0,-1.0,-1.0,25000.0,1350.0,738.0,859.0,337.0,3005.0,645.0,463.0,50073.0,3408.0,2224.0,0.0,-1,221638.0,3000.0,14450.0,469.0,0.0,70.0,9566.0
2004,1200.0,1144.0,26515.0,5.0,3232.0,2933.0,-1.0,-1.0,14859.0,1100.0,700.0,840.0,337.0,4205.0,641.0,467.0,41697.0,2702.0,2000.0,0.0,-1,233224.0,4200.0,14450.0,464.0,0.0,73.0,11000.0
2005,1200.0,1300.0,26000.0,5.0,3000.0,3156.0,-1.0,-1.0,20365.0,1000.0,700.0,840.0,370.0,3105.0,637.0,450.0,59579.0,3500.0,2000.0,0.0,-1,240019.0,3100.0,14500.0,450.0,0.0,73.0,11015.0
2006,1380.0,1086.0,24962.0,4.0,2000.0,3217.0,-1.0,-1.0,17952.0,850.0,700.0,840.0,331.0,3004.0,633.0,450.0,39649.0,3303.0,2000.0,0.0,-1,279584.0,3000.0,14550.0,450.0,3.0,66.0,11014.0
2007,1517.0,1074.0,32125.0,4.0,2000.0,3293.0,-1.0,-1.0,14900.0,730.0,700.0,840.0,328.0,3204.0,629.0,450.0,41882.0,3077.0,2000.0,0.0,-1,278027.0,3200.0,14550.0,450.0,3.0,62.0,14700.0
2008,1570.0,1076.0,44462.0,4.0,2100.0,3384.0,-1.0,-1.0,14903.0,520.0,700.0,840.0,325.0,3304.0,625.0,450.0,44199.0,3136.0,2000.0,0.0,-1,282452.0,3300.0,14500.0,450.0,3.0,57.0,15157.0
2009,1755.0,1079.0,29353.0,4.0,2150.0,3492.0,-1.0,-1.0,13000.0,500.0,803.0,599.0,321.0,3404.0,622.0,502.0,53774.0,2863.0,1982.0,0.0,-1,273277.0,3400.0,14339.0,497.0,2.0,52.0,16308.0
2010,2000.0,1106.0,29353.0,4.0,2200.0,3618.0,-1.0,-1.0,14120.0,283.0,910.0,1100.0,318.0,3163.0,613.0,580.0,59915.0,3115.0,2000.0,0.0,-1,264016.0,3159.0,14315.0,578.0,2.0,47.0,16553.0
2011,1886.0,1132.0,29255.0,4.0,2300.0,4050.0,-1.0,-1.0,8957.0,200.0,900.0,1150.0,315.0,2895.0,607.0,580.0,56097.0,1905.0,2000.0,0.0,-1,285724.0,2891.0,14233.0,578.0,2.0,42.0,17372.0
2012,2000.0,1550.0,27866.0,3.0,2150.0,4050.0,-1.0,-1.0,11080.0,196.0,900.0,1150.0,300.0,2911.0,600.0,548.0,58051.0,1713.0,2000.0,0.0,-1,248683.0,2908.0,14222.0,578.0,2.0,40.0,18185.0
2013,2000.0,1560.0,25983.0,3.0,2150.0,4080.0,-1.0,-1.0,7472.0,151.0,900.0,1100.0,300.0,2776.0,600.0,585.0,32295.0,1176.0,2000.0,0.0,-1,176739.0,2773.0,14211.0,580.0,2.0,40.0,21126.0
2014,1959.0,1540.0,25341.0,3.0,2143.0,4324.0,-1.0,-1.0,7035.0,170.0,903.0,1044.0,310.0,2644.0,601.0,559.0,38108.0,1551.0,2000.0,0.0,-1,156536.0,2641.0,14200.0,557.0,2.0,36.0,18730.0
