,USSR,Australia & New Zealand,Australia,Pakistan,Thailand,Belize,Ethiopia,Kenya,South Africa,Zambia,Lebanon,Tunisia,Albania,Niger,"China, Hong Kong SAR",Serbia,Slovenia,Hungary,Argentina,Colombia,Spain,India,Ecuador,Madagascar,Republic of Moldova,Canada,Turkey,Switzerland,Belgium-Luxembourg,South Sudan,Estonia,The former Yugoslav Republic of Macedonia,Greece,Czechoslovakia,France,Egypt,Bolivia (Plurinational State of),Montenegro,Kyrgyzstan,Mexico,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,United States of America,"China, mainland",Cyprus,Peru,New Zealand,Portugal,Netherlands,Guatemala,Slovakia,Romania,Norway,Philippines,Czechia,United Republic of Tanzania,Belgium,Luxembourg,Libya,Poland,Italy,Germany,Sweden,Uzbekistan,China,Finland,Serbia and Montenegro,Armenia,Sudan (former),Morocco,Jordan,Chile,Malta,Zimbabwe,Syrian Arab Republic,Malawi,Algeria,"China, Taiwan Province of",Israel,Réunion,Japan,Belarus,Denmark,Sudan,Azerbaijan,Mauritius,Lithuania,Russian Federation,Austria,Latvia,Ukraine,United Kingdom,Ireland,Croatia,Bulgaria,Occupied Palestinian Territory
1971,181000.0,149215.0,118346.0,,4300.0,-1.0,,-1.0,22000.0,,1500.0,11700.0,-1.0,-1.0,-1.0,,,177024.0,31200.0,-1.0,60600.0,810000.0,2600.0,776.0,,55795.0,34000.0,11500.0,155500.0,,,,19249.0,10040.0,410636.0,30000.0,7500.0,,,35660.0,30700.0,-1.0,,1199407.0,168000.0,1321.0,31822.0,30869.0,,52016.0,-1.0,,45500.0,3592.0,13500.0,,-1.0,,,1101.0,-1.0,263600.0,80566.0,31590.0,,184037.0,1600.0,,,-1.0,20000.0,53.0,36000.0,-1.0,-1.0,1565.0,-1.0,,16037.0,10750.0,,78500.0,,14428.0,,,64.0,,,7904.0,,,531191.0,1000.0,,34650.0,-1.0
1972,173000.0,137577.0,105862.0,,4600.0,-1.0,,-1.0,27000.0,,1500.0,27700.0,-1.0,-1.0,-1.0,,,173593.0,32800.0,-1.0,51400.0,840000.0,2800.0,1460.0,,52250.0,30000.0,10000.0,118000.0,,,,17063.0,11883.0,417202.0,31000.0,12012.0,,,46154.0,27200.0,-1.0,,1173097.0,173000.0,1219.0,35159.0,31715.0,,39600.0,-1.0,,51200.0,3210.0,13800.0,,-1.0,,,1272.0,-1.0,256700.0,56719.0,30140.0,,191574.0,1100.0,,,-1.0,20000.0,100.0,35000.0,-1.0,-1.0,2483.0,-1.0,,18574.0,12150.0,,74200.0,,10483.0,,,60.0,,,7241.0,,,553747.0,1000.0,,40019.0,-1.0
1973,226000.0,145619.0,102571.0,,5057.0,-1.0,,-1.0,19000.0,,1854.0,14400.0,-1.0,-1.0,-1.0,,,190342.0,31400.0,-1.0,63500.0,880000.0,3000.0,1030.0,,66440.0,29000.0,12700.0,128100.0,,,,16607.0,10755.0,500540.0,30000.0,13600.0,,,48057.0,30500.0,-1.0,,1154047.0,178000.0,1016.0,34265.0,43048.0,,49000.0,-1.0,,57100.0,4331.0,13800.0,,-1.0,,,1755.0,-1.0,255500.0,66879.0,30430.0,,195146.0,1000.0,,,-1.0,20000.0,104.0,30000.0,-1.0,-1.0,1766.0,-1.0,,17146.0,12900.0,,69800.0,,10590.0,,,49.0,,,7114.0,,,683800.0,1500.0,,49873.0,-1.0
1974,216000.0,155384.0,120360.0,,4710.0,-1.0,,-1.0,20000.0,,4749.0,16000.0,-1.0,-1.0,-1.0,,,245466.0,34200.0,-1.0,63000.0,930000.0,3316.0,965.0,,77000.0,31000.0,12500.0,170900.0,,,,19512.0,12482.0,598626.0,28000.0,13870.0,,,58683.0,36000.0,-1.0,,1302597.0,183000.0,1422.0,35317.0,35024.0,,53800.0,-1.0,,59000.0,5652.0,14000.0,,-1.0,,,1376.0,-1.0,268350.0,65205.0,39910.0,,209405.0,1000.0,,,-1.0,21000.0,291.0,30000.0,-1.0,-1.0,4088.0,-1.0,1000.0,26405.0,10050.0,,66900.0,,16792.0,,,57.0,,,7139.0,,,776770.0,1500.0,,53326.0,-1.0
1975,203000.0,131148.0,100454.0,,10865.0,-1.0,,-1.0,19000.0,,4500.0,15000.0,-1.0,-1.0,-1.0,,,183587.0,84100.0,-1.0,61700.0,960000.0,3400.0,875.0,,78650.0,35000.0,6079.0,163420.0,,,,21560.0,13126.0,488500.0,36100.0,14200.0,,,56515.0,33700.0,-1.0,,1295455.0,186000.0,610.0,30002.0,30694.0,,52300.0,-1.0,,60000.0,3409.0,14000.0,,-1.0,,,1467.0,-1.0,264050.0,59545.0,30460.0,,213134.0,680.0,,,-1.0,22000.0,109.0,30300.0,-1.0,-1.0,3616.0,-1.0,2000.0,27134.0,10800.0,,65100.0,,10399.0,,,60.0,,,8343.0,,,692000.0,2000.0,,45576.0,-1.0
1976,218000.0,171320.0,137539.0,,6608.0,-1.0,,-1.0,25000.0,,3500.0,23100.0,-1.0,-1.0,-1.0,,,222947.0,51300.0,-1.0,56000.0,1000000.0,3500.0,850.0,,62820.0,35000.0,8352.0,75200.0,,,,18595.0,9100.0,310400.0,44543.0,29610.0,,,56772.0,32500.0,-1.0,,1168450.0,188000.0,711.0,27448.0,33781.0,,45900.0,-1.0,,62000.0,3598.0,14661.0,,-1.0,,,1634.0,-1.0,253070.0,49070.0,35870.0,,208834.0,1300.0,,,-1.0,23000.0,407.0,27300.0,-1.0,-1.0,5165.0,-1.0,4000.0,20834.0,4050.0,,61700.0,,9515.0,,,105.0,,,9940.0,,,444000.0,2000.0,,51638.0,-1.0
1977,210000.0,134883.0,97201.0,,4462.0,-1.0,,-1.0,26000.0,,3500.0,16800.0,-1.0,-1.0,-1.0,,,245138.0,34000.0,-1.0,52200.0,1000000.0,3500.0,510.0,,68580.0,38000.0,8240.0,161800.0,,,,17544.0,11058.0,502100.0,44800.0,23570.0,,,60484.0,45400.0,-1.0,,1111750.0,192000.0,864.0,32055.0,37682.0,4200.0,52000.0,-1.0,,74300.0,6207.0,16027.0,,-1.0,,,1671.0,-1.0,264320.0,59944.0,41150.0,,225445.0,1120.0,,,-1.0,24000.0,287.0,26820.0,-1.0,-1.0,5219.0,-1.0,7000.0,33445.0,4600.0,,61000.0,,16810.0,,,25.0,,,9994.0,,,706000.0,2500.0,,54766.0,-1.0
1978,243000.0,160217.0,116597.0,,4461.0,-1.0,,-1.0,24000.0,,3000.0,12500.0,-1.0,-1.0,-1.0,,,272705.0,35000.0,-1.0,55200.0,1050000.0,3600.0,477.0,,64790.0,32000.0,11166.0,122249.0,,,,25288.0,16026.0,460800.0,34583.0,23460.0,,,58603.0,32090.0,-1.0,,1046000.0,200000.0,1321.0,29672.0,43620.0,3800.0,54500.0,-1.0,,67000.0,5578.0,20882.0,,-1.0,,,1441.0,-1.0,260910.0,63158.0,38980.0,,230819.0,3920.0,,,-1.0,27000.0,160.0,23820.0,-1.0,-1.0,6638.0,-1.0,10000.0,30819.0,5950.0,,68800.0,,14585.0,,,24.0,,,9412.0,,,560000.0,2500.0,,30901.0,-1.0
1979,246000.0,142241.0,97599.0,,4285.0,-1.0,,-1.0,21000.0,,3000.0,15000.0,-1.0,-1.0,-1.0,,,166018.0,49000.0,-1.0,48300.0,1070000.0,3600.0,424.0,,73090.0,33000.0,9244.0,93362.0,,,,22138.0,10459.0,476500.0,44721.0,20840.0,,,32179.0,39600.0,-1.0,,1391000.0,198000.0,1321.0,30350.0,44642.0,3800.0,57700.0,-1.0,,72200.0,3170.0,27400.0,,-1.0,,,1500.0,-1.0,246300.0,62589.0,36670.0,,223051.0,1750.0,,,-1.0,28000.0,73.0,20500.0,-1.0,-1.0,8605.0,-1.0,14000.0,25051.0,5500.0,,73600.0,,43000.0,,,32.0,,,9628.0,,,610000.0,2500.0,,24336.0,-1.0
1980,233000.0,127792.0,90510.0,43525.0,4300.0,-1.0,,-1.0,23000.0,,3000.0,14400.0,-1.0,-1.0,-1.0,,,280834.0,35600.0,-1.0,49500.0,1125000.0,3700.0,426.0,,68590.0,33000.0,6857.0,79248.0,,,,26864.0,17762.0,364900.0,48886.0,19815.0,,,57990.0,32000.0,-1.0,,1098000.0,200000.0,965.0,29660.0,37282.0,3800.0,58600.0,-1.0,,77800.0,5601.0,31901.0,,-1.0,,,1450.0,-1.0,243210.0,49674.0,34924.0,,221443.0,5090.0,,,-1.0,29000.0,188.0,20000.0,-1.0,-1.0,7770.0,-1.0,18000.0,21443.0,5400.0,,64200.0,,47500.0,,,39.0,,,10251.0,,,602300.0,2500.0,,22545.0,-1.0
1981,224000.0,135230.0,107655.0,45975.0,4350.0,-1.0,,-1.0,24000.0,,3000.0,15000.0,-1.0,-1.0,-1.0,,,194494.0,27800.0,-1.0,46300.0,1200000.0,3700.0,395.0,,64450.0,32000.0,9650.0,124089.0,,,,23726.0,13027.0,443900.0,49399.0,22455.0,,,79737.0,34500.0,-1.0,,1032000.0,210000.0,864.0,28788.0,27575.0,4000.0,63200.0,-1.0,,101000.0,5010.0,39813.0,,-1.0,,,1480.0,-1.0,240350.0,56865.0,45993.0,,229826.0,1900.0,,,-1.0,29500.0,317.0,21500.0,-1.0,-1.0,6031.0,-1.0,22100.0,19826.0,5850.0,,62000.0,,59500.0,,,40.0,,,9341.0,,,754300.0,3000.0,,17754.0,-1.0
1982,240000.0,144712.0,103956.0,36016.0,4400.0,-1.0,,-1.0,24000.0,,3150.0,16800.0,-1.0,-1.0,-1.0,,,210499.0,28700.0,-1.0,49500.0,1240000.0,3900.0,280.0,,73380.0,40000.0,8500.0,155484.0,,,,22103.0,12827.0,539900.0,59045.0,25862.0,,,55738.0,36800.0,-1.0,,1125560.0,220000.0,1016.0,27915.0,40756.0,3800.0,103000.0,-1.0,,135000.0,4953.0,36000.0,,-1.0,,,1472.0,-1.0,227040.0,64692.0,40736.0,,238749.0,1580.0,,,-1.0,30000.0,250.0,23000.0,-1.0,-1.0,7861.0,-1.0,13200.0,18749.0,7100.0,,68100.0,,85000.0,,,35.0,,,8268.0,,,663600.0,3000.0,,23632.0,-1.0
1983,250000.0,149661.0,99661.0,37550.0,4450.0,-1.0,,-1.0,21000.0,,3000.0,22500.0,-1.0,-1.0,-1.0,,,211868.0,24100.0,-1.0,50600.0,1250000.0,4000.0,435.0,,52333.0,41000.0,5003.0,144000.0,,,,17813.0,14844.0,399100.0,69000.0,9840.0,,,40561.0,41223.0,-1.0,,966000.0,235000.0,950.0,26451.0,50000.0,3700.0,82800.0,-1.0,,123300.0,4605.0,32000.0,,-1.0,,,1683.0,-1.0,232200.0,51271.0,38624.0,,251624.0,1630.0,,,-1.0,31000.0,407.0,23000.0,-1.0,-1.0,5929.0,-1.0,16025.0,16624.0,6500.0,,64100.0,,75000.0,,,45.0,,,12186.0,,,550000.0,3500.0,,7043.0,-1.0
1984,265000.0,155041.0,95041.0,30808.0,4500.0,-1.0,,-1.0,25000.0,,5000.0,18500.0,-1.0,-1.0,-1.0,,,335587.0,22500.0,-1.0,47508.0,1250000.0,4000.0,480.0,,72275.0,35000.0,5991.0,171000.0,,,,19046.0,14476.0,509200.0,64000.0,17733.0,,,45295.0,49942.0,-1.0,,1123000.0,265000.0,950.0,26451.0,60000.0,4300.0,89700.0,-1.0,,130000.0,7139.0,29000.0,,-1.0,,,1974.0,-1.0,230890.0,60992.0,54660.0,,285121.0,6341.0,,,-1.0,27000.0,365.0,22500.0,-1.0,-1.0,12400.0,-1.0,24624.0,20121.0,6500.0,,68000.0,,100000.0,,,70.0,,,12420.0,,,668250.0,3500.0,,17423.0,-1.0
1985,246000.0,157569.0,87569.0,38104.0,4550.0,-1.0,,-1.0,25000.0,,6000.0,19300.0,-1.0,-1.0,-1.0,,,348950.0,23300.0,-1.0,55170.0,1380000.0,7496.0,500.0,,80651.0,36000.0,8062.0,146000.0,,,,16834.0,13717.0,426900.0,79000.0,19998.0,,,43361.0,31579.0,-1.0,,1310000.0,280000.0,1065.0,34848.0,70000.0,4400.0,96600.0,-1.0,,144000.0,4785.0,26826.0,,-1.0,,,2500.0,-1.0,217070.0,59938.0,51283.0,,300445.0,6603.0,,,-1.0,25000.0,562.0,18100.0,-1.0,-1.0,5813.0,-1.0,30158.0,20445.0,6600.0,,66500.0,,120000.0,,,100.0,,,11906.0,,,500000.0,4000.0,,11034.0,-1.0
1986,278000.0,155385.0,75385.0,39067.0,4600.0,-1.0,,-1.0,23000.0,,7500.0,12000.0,-1.0,-1.0,-1.0,,,326889.0,19600.0,-1.0,55900.0,1430000.0,10352.0,500.0,,50214.0,34000.0,6448.0,147000.0,,,,15533.0,13100.0,394700.0,81000.0,20885.0,,,41968.0,34518.0,-1.0,,940000.0,300000.0,1900.0,47730.0,80000.0,5600.0,75900.0,-1.0,,130000.0,4441.0,21890.0,,-1.0,,,3500.0,-1.0,200080.0,53831.0,50297.0,,324606.0,8201.0,,,-1.0,20000.0,70.0,20000.0,-1.0,-1.0,6400.0,-1.0,36260.0,24606.0,5600.0,,65700.0,,107500.0,,,40.0,,,11543.0,,,522000.0,4000.0,,10184.0,-1.0
1987,275000.0,202673.0,96673.0,38302.0,4650.0,-1.0,,-1.0,26656.0,,8500.0,21000.0,-1.0,-1.0,-1.0,,,302010.0,22507.0,-1.0,54400.0,1625000.0,12526.0,500.0,,50340.0,40000.0,7569.0,104000.0,,,,12533.0,15359.0,378200.0,89000.0,19600.0,,,46359.0,26852.0,-1.0,,997000.0,320000.0,2000.0,44723.0,106000.0,6300.0,69000.0,-1.0,,100000.0,5418.0,21970.0,,-1.0,,,5400.0,-1.0,193230.0,89000.0,25098.0,,341821.0,3456.0,,,-1.0,17800.0,507.0,20885.0,-1.0,-1.0,11700.0,-1.0,33708.0,21821.0,10500.0,,62100.0,,75000.0,,,30.0,,,12072.0,,,435000.0,3000.0,,18469.0,-1.0
1988,300000.0,176973.0,103173.0,38610.0,4700.0,-1.0,,-1.0,26293.0,,9100.0,14300.0,-1.0,-1.0,-1.0,,,362083.0,25000.0,-1.0,59800.0,1690000.0,12229.0,500.0,,55230.0,40000.0,8694.0,120000.0,,,,14500.0,16097.0,522000.0,96000.0,21000.0,,,42555.0,26231.0,-1.0,,710000.0,400000.0,1800.0,44766.0,73800.0,5300.0,92500.0,-1.0,,120000.0,4815.0,22500.0,,-1.0,,,5700.0,-1.0,180000.0,43000.0,52071.0,,432342.0,5846.0,,,-1.0,19600.0,251.0,29350.0,-1.0,-1.0,8218.0,-1.0,25840.0,32342.0,6200.0,,61900.0,,75000.0,,,35.0,,,13843.0,,,451000.0,6200.0,,20075.0,-1.0
1989,195000.0,158968.0,111668.0,40017.0,4750.0,-1.0,,-1.0,27517.0,,9300.0,20700.0,-1.0,-1.0,-1.0,,,367000.0,20000.0,-1.0,62600.0,1790000.0,13050.0,520.0,,71708.0,30000.0,6810.0,114000.0,,,,13500.0,15820.0,488600.0,90000.0,16712.0,,,49903.0,20893.0,-1.0,,1145000.0,780000.0,1600.0,43236.0,47300.0,5300.0,112500.0,-1.0,,130000.0,4661.0,24000.0,,-1.0,,,6000.0,-1.0,175660.0,40000.0,49816.0,,812213.0,5552.0,,,-1.0,26996.0,382.0,30915.0,-1.0,-1.0,5000.0,-1.0,27044.0,32213.0,6300.0,,60400.0,,79000.0,,,35.0,,,16416.0,,,482000.0,3600.0,,21620.0,-1.0
1990,235000.0,148109.0,90709.0,41213.0,4700.0,-1.0,,12000.0,23404.0,-1.0,10000.0,20000.0,-1.0,50.0,-1.0,,,314275.0,23000.0,-1.0,67400.0,1900000.0,12467.0,540.0,,75980.0,37000.0,6135.0,147000.0,,,,12000.0,15494.0,492000.0,100000.0,18293.0,,,45413.0,22020.0,10000.0,,1198000.0,1100000.0,1650.0,37801.0,57400.0,6300.0,47000.0,-1.0,,97300.0,4746.0,25000.0,,-1.0,,,6400.0,34000.0,159544.0,85100.0,62740.0,,1131386.0,5762.0,,,-1.0,30000.0,670.0,36325.0,-1.0,1800.0,6100.0,150.0,23722.0,31386.0,7400.0,250.0,58100.0,,35000.0,,,45.0,,,14311.0,,,555000.0,12000.0,,14211.0,-1.0
1991,245000.0,148624.0,83524.0,41500.0,5000.0,-1.0,,7000.0,14953.0,-1.0,10739.0,25000.0,-1.0,55.0,-1.0,,,218390.0,23452.0,-1.0,67200.0,2106000.0,8829.0,540.0,,66310.0,38000.0,7258.0,143000.0,,,,11000.0,16967.0,458000.0,101006.0,17582.0,,,39939.0,21933.0,8700.0,,1114000.0,1500000.0,1200.0,41476.0,65100.0,6000.0,52000.0,-1.0,,54900.0,6244.0,26000.0,,-1.0,,,6500.0,36000.0,182106.0,79350.0,37384.0,,1524787.0,4768.0,,,-1.0,46755.0,336.0,32445.0,-1.0,2300.0,6300.0,100.0,42675.0,24787.0,8548.0,350.0,52400.0,,38000.0,,,30.0,,,15182.0,,,521000.0,12700.0,,8458.0,-1.0
1992,,154872.0,79572.0,42500.0,4958.0,-1.0,,25199.0,19449.0,-1.0,11577.0,24000.0,-1.0,55.0,-1.0,,542.0,117755.0,24000.0,-1.0,64200.0,2100000.0,13929.0,550.0,8000.0,73190.0,37000.0,8100.0,160000.0,,37.0,1691.0,9300.0,11354.0,460200.0,102000.0,14601.0,,-1.0,45258.0,,8296.0,100.0,1291000.0,1950000.0,930.0,50637.0,75300.0,5300.0,55000.0,-1.0,,44900.0,4045.0,27000.0,,-1.0,,,7000.0,28000.0,160194.0,93150.0,28651.0,1200.0,1972477.0,5388.0,24000.0,3000.0,-1.0,24268.0,97.0,36010.0,-1.0,1000.0,8800.0,188.0,47296.0,22477.0,7650.0,450.0,52100.0,-1.0,36000.0,,1000.0,40.0,2300.0,76000.0,14944.0,600.0,47274.0,491000.0,25200.0,3808.0,4710.0,-1.0
1993,,150300.0,87000.0,44500.0,5300.0,-1.0,-1.0,6000.0,19103.0,-1.0,12000.0,18000.0,-1.0,56.0,800.0,,427.0,108038.0,24551.0,-1.0,57600.0,2150000.0,13324.0,550.0,8000.0,58070.0,44000.0,8650.0,164000.0,,18.0,1700.0,9600.0,,427400.0,103000.0,14870.0,,-1.0,36265.0,,7933.0,100.0,796300.0,2300000.0,1200.0,54909.0,63300.0,5000.0,46500.0,10000.0,7100.0,28900.0,4026.0,28000.0,5237.0,-1.0,,,7500.0,38000.0,160200.0,71990.0,39578.0,1000.0,2317124.0,6529.0,21239.0,2500.0,-1.0,36100.0,457.0,36340.0,-1.0,2500.0,13400.0,200.0,42136.0,16324.0,9400.0,595.0,49900.0,-1.0,45000.0,,1000.0,42.0,4600.0,70000.0,13086.0,400.0,46000.0,487000.0,31700.0,4342.0,2500.0,-1.0
