,Australia & New Zealand,"China, Taiwan Province of",Romania,France,Venezuela (Bolivarian Republic of),Australia,Iraq,Pakistan,Philippines,Belgium,Japan,Kenya,Czechia,Costa Rica,Bangladesh,Italy,Qatar,Senegal,Germany,Sweden,Albania,China,Finland,Slovakia,"China, Hong Kong SAR",Slovenia,Congo,Canada,Colombia,Spain,Lebanon,New Zealand,Malta,Austria,Israel,Indonesia,Belgium-Luxembourg,Jordan,Denmark,Switzerland,Egypt,The former Yugoslav Republic of Macedonia,Malaysia,Greece,Czechoslovakia,Haiti,Republic of Korea,Hungary,Turkey,Portugal,Tunisia,Iran (Islamic Republic of),Jamaica,Peru,United States of America,Brunei Darussalam,Mexico,Ukraine,Kuwait,"China, mainland",Singapore,Ireland,Cyprus,United Arab Emirates,Lithuania,Bulgaria,Netherlands,Occupied Palestinian Territory
1971,186.0,,-1.0,6000.0,-1.0,186.0,1425.0,,-1.0,,24000.0,-1.0,,-1.0,1650.0,9128.0,,,5664.0,790.0,-1.0,81100.0,-1.0,,1100.0,,-1.0,295.0,360.0,2100.0,209.0,,-1.0,302.0,35.0,,179.0,50.0,103.0,450.0,1680.0,,-1.0,2300.0,720.0,27.0,3867.0,511.0,14500.0,,2000.0,-1.0,160.0,360.0,14921.0,-1.0,,,,80000.0,-1.0,,30.0,20.0,,1085.0,1600.0,-1.0
1972,169.0,,-1.0,5615.0,-1.0,169.0,1473.0,,-1.0,,23700.0,-1.0,,-1.0,1700.0,8602.0,,,4487.0,850.0,-1.0,76100.0,-1.0,,1100.0,,-1.0,433.0,370.0,1600.0,209.0,,-1.0,318.0,40.0,,206.0,53.0,133.0,400.0,2100.0,,-1.0,2400.0,900.0,28.0,3297.0,413.0,18800.0,,2000.0,-1.0,145.0,265.0,14908.0,-1.0,,,,75000.0,-1.0,,30.0,20.0,,936.0,1700.0,-1.0
1973,166.0,,-1.0,5320.0,-1.0,166.0,1628.0,,-1.0,,23000.0,-1.0,,-1.0,1722.0,8774.0,,,4159.0,800.0,-1.0,91100.0,-1.0,,1100.0,,-1.0,312.0,380.0,2300.0,226.0,,-1.0,261.0,40.0,,271.0,69.0,132.0,450.0,2100.0,,-1.0,2347.0,1000.0,29.0,3141.0,369.0,13100.0,,2300.0,-1.0,150.0,260.0,15224.0,-1.0,,,,90000.0,-1.0,,30.0,20.0,,837.0,1887.0,-1.0
1974,146.0,,-1.0,6117.0,-1.0,146.0,1076.0,,-1.0,,22600.0,-1.0,,-1.0,1766.0,8670.0,,,4377.0,570.0,-1.0,86000.0,-1.0,,1000.0,,-1.0,352.0,430.0,2500.0,236.0,,-1.0,244.0,25.0,,259.0,145.0,150.0,550.0,1680.0,,-1.0,2500.0,1000.0,30.0,3318.0,326.0,13300.0,,2300.0,-1.0,150.0,570.0,14046.0,-1.0,,,,85000.0,-1.0,,35.0,27.0,,796.0,2074.0,-1.0
1975,224.0,,-1.0,6023.0,-1.0,155.0,1590.0,,-1.0,,22400.0,-1.0,,-1.0,1999.0,8246.0,,,4155.0,510.0,-1.0,90554.0,-1.0,,554.0,,-1.0,342.0,340.0,2800.0,250.0,69.0,-1.0,294.0,30.0,,275.0,10.0,166.0,600.0,2100.0,,-1.0,2500.0,1105.0,31.0,2885.0,255.0,13500.0,,2300.0,-1.0,150.0,540.0,13354.0,-1.0,,,12.0,90000.0,-1.0,,35.0,30.0,,607.0,1975.0,-1.0
1976,223.0,,-1.0,5509.0,-1.0,157.0,1344.0,,-1.0,,22100.0,-1.0,,-1.0,2088.0,8308.0,,,4572.0,490.0,-1.0,90534.0,-1.0,,534.0,,-1.0,337.0,580.0,2900.0,250.0,66.0,-1.0,266.0,40.0,,254.0,26.0,129.0,600.0,2205.0,,-1.0,2800.0,1103.0,32.0,2899.0,627.0,14000.0,,2800.0,-1.0,150.0,540.0,12545.0,-1.0,,,10.0,90000.0,-1.0,,40.0,60.0,,718.0,1900.0,-1.0
1977,223.0,,-1.0,5909.0,-1.0,156.0,1542.0,,-1.0,,22600.0,-1.0,,-1.0,2102.0,8750.0,,,4264.0,590.0,-1.0,100619.0,-1.0,,619.0,,-1.0,289.0,550.0,2900.0,250.0,67.0,-1.0,277.0,35.0,,287.0,70.0,159.0,600.0,2250.0,,-1.0,1900.0,1151.0,32.0,4181.0,485.0,16700.0,800.0,2200.0,-1.0,150.0,410.0,12355.0,-1.0,,,10.0,100000.0,-1.0,,40.0,101.0,,838.0,1700.0,-1.0
1978,288.0,,-1.0,6003.0,-1.0,186.0,1301.0,,-1.0,,23100.0,-1.0,,-1.0,2078.0,8959.0,,,3995.0,570.0,-1.0,113530.0,-1.0,,530.0,,-1.0,430.0,500.0,3000.0,250.0,102.0,-1.0,237.0,38.0,,620.0,99.0,160.0,600.0,2289.0,,-1.0,2500.0,1180.0,33.0,5300.0,430.0,14000.0,700.0,2200.0,-1.0,160.0,378.0,13128.0,-1.0,,,13.0,113000.0,-1.0,,45.0,200.0,,835.0,1700.0,-1.0
1979,285.0,,-1.0,6200.0,-1.0,185.0,1000.0,,-1.0,,23400.0,-1.0,,-1.0,2245.0,8454.0,,,3882.0,615.0,-1.0,110413.0,-1.0,,413.0,,-1.0,472.0,460.0,2960.0,250.0,100.0,-1.0,241.0,28.0,,600.0,8.0,128.0,600.0,2549.0,,-1.0,2150.0,974.0,35.0,5342.0,385.0,16600.0,700.0,2100.0,-1.0,1500.0,322.0,14528.0,-1.0,,,15.0,110000.0,-1.0,,45.0,200.0,,703.0,2200.0,-1.0
1980,273.0,,-1.0,5800.0,-1.0,170.0,725.0,4095.0,-1.0,,23800.0,-1.0,,-1.0,2432.0,7963.0,,,3631.0,563.0,-1.0,110367.0,-1.0,,367.0,,-1.0,456.0,475.0,2900.0,250.0,103.0,-1.0,248.0,25.0,,550.0,79.0,150.0,775.0,2730.0,,-1.0,2400.0,836.0,35.0,6102.0,461.0,15000.0,700.0,2300.0,-1.0,1900.0,383.0,15172.0,-1.0,323.0,,18.0,110000.0,-1.0,,50.0,57.0,,336.0,1800.0,-1.0
1981,281.0,,-1.0,5500.0,-1.0,180.0,425.0,4238.0,-1.0,,24600.0,-1.0,,-1.0,2607.0,7713.0,,,3913.0,394.0,-1.0,120330.0,-1.0,,330.0,,-1.0,459.0,480.0,3100.0,250.0,101.0,-1.0,254.0,27.0,,595.0,8.0,167.0,890.0,2951.0,,-1.0,2500.0,1152.0,35.0,7020.0,402.0,22959.0,700.0,2400.0,-1.0,1600.0,460.0,14407.0,-1.0,333.0,,18.0,120000.0,-1.0,,50.0,76.0,,341.0,2200.0,-1.0
1982,393.0,,-1.0,6700.0,-1.0,180.0,425.0,4278.0,-1.0,,25200.0,-1.0,,-1.0,2785.0,7422.0,,,3550.0,492.0,-1.0,135360.0,-1.0,,360.0,,-1.0,533.0,490.0,3300.0,250.0,213.0,-1.0,258.0,30.0,26297.0,617.0,16.0,0.0,938.0,2515.0,,-1.0,2600.0,1222.0,35.0,3936.0,360.0,17701.0,700.0,2400.0,-1.0,1400.0,398.0,14400.0,-1.0,690.0,,15.0,135000.0,-1.0,,54.0,108.0,,396.0,2200.0,-1.0
1983,328.0,,-1.0,6800.0,-1.0,168.0,500.0,3379.0,-1.0,,25500.0,-1.0,,-1.0,2825.0,7544.0,,,4039.0,408.0,-1.0,135370.0,-1.0,,370.0,,-1.0,567.0,500.0,3600.0,250.0,160.0,-1.0,370.0,28.0,25557.0,608.0,62.0,0.0,985.0,2520.0,,-1.0,2800.0,1083.0,35.0,3589.0,319.0,15614.0,700.0,2800.0,-1.0,1400.0,450.0,14100.0,-1.0,453.0,,25.0,135000.0,-1.0,,54.0,175.0,,386.0,2200.0,-1.0
1984,325.0,,-1.0,7000.0,-1.0,185.0,575.0,3827.0,-1.0,,25800.0,-1.0,,-1.0,2813.0,7612.0,13.0,,3969.0,410.0,-1.0,380.0,-1.0,,380.0,,-1.0,563.0,500.0,3300.0,300.0,140.0,-1.0,370.0,36.0,22795.0,1075.0,56.0,0.0,926.0,2100.0,,-1.0,2333.0,1097.0,35.0,5632.0,254.0,18200.0,800.0,2500.0,-1.0,1600.0,495.0,13200.0,-1.0,885.0,,35.0,-1.0,-1.0,,54.0,148.0,,396.0,2500.0,-1.0
1985,378.0,,-1.0,6900.0,-1.0,228.0,600.0,4498.0,-1.0,,26000.0,-1.0,,-1.0,2875.0,7223.0,11.0,,3787.0,449.0,-1.0,140400.0,-1.0,,400.0,,-1.0,537.0,550.0,3232.0,350.0,150.0,-1.0,369.0,30.0,33000.0,1255.0,224.0,0.0,1119.0,2940.0,,-1.0,2930.0,1173.0,35.0,5972.0,199.0,17900.0,800.0,2460.0,-1.0,1500.0,693.0,13200.0,-1.0,546.0,,36.0,140000.0,-1.0,,54.0,169.0,,426.0,2500.0,-1.0
1986,403.0,,-1.0,6500.0,-1.0,230.0,525.0,4853.0,-1.0,,26200.0,-1.0,,-1.0,2965.0,7569.0,9.0,,4177.0,482.0,-1.0,140410.0,-1.0,,410.0,,-1.0,409.0,520.0,3400.0,400.0,173.0,-1.0,367.0,28.0,40000.0,1260.0,76.0,0.0,1053.0,2520.0,,-1.0,2543.0,1371.0,35.0,5046.0,408.0,16700.0,800.0,2500.0,-1.0,1500.0,760.0,12600.0,-1.0,877.0,,41.0,140000.0,-1.0,,65.0,125.0,,385.0,2000.0,-1.0
1987,363.0,,-1.0,6100.0,-1.0,192.0,630.0,4022.0,-1.0,,27200.0,-1.0,,-1.0,3220.0,7635.0,10.0,,3311.0,436.0,-1.0,145370.0,-1.0,,370.0,,-1.0,409.0,460.0,3363.0,450.0,171.0,-1.0,449.0,34.0,37244.0,1500.0,151.0,0.0,942.0,2520.0,,-1.0,3048.0,1227.0,35.0,5071.0,705.0,16250.0,850.0,2400.0,-1.0,1300.0,792.0,12500.0,-1.0,1187.0,,45.0,145000.0,-1.0,,54.0,159.0,,428.0,1600.0,-1.0
1988,401.0,,-1.0,6400.0,-1.0,190.0,925.0,4403.0,-1.0,,27500.0,-1.0,,-1.0,3543.0,7183.0,11.0,,3627.0,398.0,-1.0,145850.0,-1.0,,850.0,,-1.0,404.0,358.0,3334.0,500.0,211.0,-1.0,445.0,39.0,40000.0,1400.0,109.0,-1.0,1219.0,2940.0,,1000.0,2900.0,1215.0,35.0,5757.0,651.0,16900.0,850.0,2570.0,-1.0,1200.0,810.0,12800.0,-1.0,1258.0,,38.0,145000.0,-1.0,,74.0,135.0,,335.0,1600.0,-1.0
1989,409.0,,-1.0,6000.0,-1.0,198.0,1093.0,5361.0,-1.0,,27500.0,-1.0,,-1.0,3750.0,6933.0,15.0,,3693.0,360.0,-1.0,155800.0,-1.0,,800.0,,-1.0,370.0,360.0,3423.0,550.0,211.0,-1.0,422.0,28.0,57384.0,1400.0,157.0,-1.0,1108.0,2100.0,,1000.0,2900.0,1295.0,35.0,5448.0,534.0,16300.0,850.0,2300.0,-1.0,1400.0,778.0,13200.0,-1.0,974.0,,44.0,155000.0,-1.0,,80.0,155.0,,285.0,1800.0,-1.0
1990,433.0,-1.0,-1.0,6945.0,-1.0,208.0,1025.0,5162.0,-1.0,,27300.0,-1.0,,-1.0,4014.0,7573.0,18.0,,2930.0,337.0,400.0,170570.0,26.0,,570.0,,83.0,417.0,430.0,3375.0,600.0,225.0,-1.0,418.0,29.0,31683.0,1400.0,134.0,-1.0,1057.0,2520.0,,1000.0,3284.0,1169.0,30.0,5237.0,302.0,17849.0,875.0,2500.0,700.0,750.0,771.0,12800.0,32.0,979.0,,40.0,170000.0,-1.0,-1.0,90.0,200.0,,173.0,1700.0,-1.0
1991,462.0,-1.0,-1.0,6650.0,-1.0,227.0,775.0,4899.0,-1.0,,27400.0,-1.0,,-1.0,3931.0,7473.0,19.0,,2463.0,335.0,350.0,185650.0,27.0,,650.0,,85.0,402.0,188.0,3149.0,663.0,235.0,-1.0,426.0,30.0,31981.0,1300.0,314.0,-1.0,1267.0,2516.0,,1000.0,3100.0,1077.0,31.0,6687.0,355.0,17113.0,1010.0,2600.0,1256.0,850.0,784.0,13000.0,46.0,1206.0,,15.0,185000.0,-1.0,-1.0,78.0,216.0,,143.0,1600.0,-1.0
1992,468.0,-1.0,-1.0,6154.0,-1.0,218.0,1100.0,5281.0,-1.0,,27100.0,653.0,,-1.0,4140.0,7995.0,26.0,,3756.0,335.0,480.0,186640.0,31.0,,640.0,39.0,85.0,431.0,200.0,3039.0,666.0,250.0,-1.0,325.0,33.0,34677.0,1500.0,172.0,-1.0,1269.0,2223.0,7.0,1000.0,2800.0,1032.0,33.0,6403.0,581.0,16187.0,894.0,2100.0,1377.0,950.0,794.0,13285.0,37.0,951.0,-1.0,16.0,186000.0,-1.0,-1.0,75.0,271.0,-1.0,140.0,1393.0,-1.0
1993,568.0,-1.0,-1.0,7012.0,-1.0,298.0,1200.0,5675.0,-1.0,,27400.0,558.0,916.0,-1.0,4403.0,8308.0,27.0,-1.0,3483.0,343.0,540.0,230440.0,41.0,195.0,440.0,43.0,84.0,428.0,220.0,3020.0,700.0,270.0,-1.0,327.0,50.0,30800.0,2000.0,121.0,-1.0,1176.0,2250.0,6.0,1000.0,3400.0,,34.0,8627.0,334.0,16503.0,837.0,1250.0,1500.0,1000.0,829.0,12990.0,68.0,1064.0,-1.0,18.0,230000.0,-1.0,-1.0,80.0,440.0,-1.0,130.0,1600.0,-1.0
1994,660.0,-1.0,-1.0,7765.0,-1.0,300.0,1150.0,6048.0,-1.0,,27300.0,1636.0,900.0,-1.0,4450.0,8554.0,32.0,-1.0,2950.0,350.0,550.0,280663.0,39.0,204.0,663.0,42.0,85.0,447.0,243.0,3000.0,720.0,360.0,-1.0,356.0,50.0,32500.0,1900.0,231.0,-1.0,1438.0,2550.0,6.0,1000.0,3200.0,,36.0,8521.0,450.0,17500.0,899.0,1300.0,1624.0,1100.0,779.0,14090.0,72.0,1159.0,-1.0,18.0,280000.0,-1.0,-1.0,85.0,315.0,-1.0,200.0,1600.0,-1.0
1995,810.0,-1.0,-1.0,8017.0,-1.0,330.0,1200.0,6700.0,-1.0,,27000.0,1628.0,785.0,-1.0,4450.0,7959.0,45.0,-1.0,3225.0,0.0,550.0,295550.0,41.0,220.0,550.0,43.0,86.0,502.0,239.0,2678.0,950.0,480.0,-1.0,350.0,49.0,39869.0,2000.0,220.0,-1.0,1000.0,2738.0,7.0,1000.0,3200.0,,38.0,8219.0,384.0,18500.0,886.0,1331.0,1750.0,1061.0,783.0,13700.0,90.0,1086.0,-1.0,19.0,295000.0,-1.0,-1.0,95.0,244.0,-1.0,300.0,1500.0,-1.0
1996,870.0,-1.0,-1.0,7697.0,-1.0,350.0,1000.0,7000.0,-1.0,,26500.0,1542.0,702.0,-1.0,4850.0,8000.0,39.0,-1.0,3889.0,350.0,500.0,360600.0,25.0,194.0,600.0,46.0,87.0,526.0,280.0,2700.0,1100.0,520.0,-1.0,342.0,55.0,38182.0,2000.0,300.0,-1.0,1317.0,2716.0,6.0,1000.0,3200.0,,40.0,7377.0,238.0,18775.0,844.0,850.0,1878.0,1093.0,748.0,13520.0,100.0,1192.0,-1.0,19.0,360000.0,-1.0,,100.0,192.0,-1.0,400.0,1600.0,214.0
1997,820.0,-1.0,-1.0,7000.0,-1.0,400.0,1100.0,7244.0,-1.0,,26100.0,2471.0,592.0,3.0,5048.0,8161.0,48.0,-1.0,3825.0,0.0,550.0,380562.0,36.0,218.0,562.0,46.0,90.0,457.0,300.0,2683.0,842.0,420.0,-1.0,478.0,57.0,35068.0,2100.0,228.0,-1.0,1349.0,2665.0,7.0,1100.0,3000.0,,42.0,8268.0,475.0,19000.0,858.0,1100.0,2008.0,875.0,1111.0,14980.0,100.0,1345.0,-1.0,19.0,380000.0,-1.0,,110.0,265.0,-1.0,500.0,1800.0,178.0
1998,750.0,-1.0,-1.0,7279.0,-1.0,450.0,1150.0,7440.0,-1.0,,25800.0,1643.0,488.0,3.0,5176.0,7102.0,34.0,-1.0,3505.0,-1.0,550.0,400549.0,39.0,245.0,549.0,40.0,88.0,551.0,320.0,3083.0,400.0,300.0,10.0,303.0,60.0,38344.0,2300.0,223.0,-1.0,1240.0,2577.0,8.0,1300.0,3000.0,,44.0,7958.0,438.0,20000.0,851.0,1014.0,2141.0,870.0,615.0,14370.0,95.0,1281.0,-1.0,24.0,400000.0,-1.0,,120.0,302.0,-1.0,600.0,2200.0,170.0
1999,784.0,-1.0,500.0,7085.0,-1.0,474.0,1050.0,7351.0,-1.0,,25500.0,1734.0,750.0,4.0,5260.0,6779.0,31.0,-1.0,3458.0,-1.0,550.0,435539.0,49.0,260.0,539.0,39.0,89.0,632.0,376.0,3200.0,300.0,310.0,10.0,284.0,62.0,34614.0,2060.0,237.0,-1.0,1391.0,2431.0,7.0,1600.0,3100.0,,46.0,6568.0,441.0,21000.0,845.0,950.0,2274.0,870.0,677.0,16070.0,105.0,1756.0,-1.0,21.0,435000.0,-1.0,,115.0,963.0,-1.0,600.0,2300.0,133.0
2000,962.0,-1.0,517.0,6134.0,-1.0,500.0,1150.0,6979.0,-1.0,3400.0,25200.0,1372.0,550.0,4.0,5666.0,6909.0,31.0,-1.0,3811.0,-1.0,600.0,500500.0,54.0,181.0,500.0,34.0,90.0,588.0,500.0,3291.0,98.0,462.0,12.0,302.0,50.0,31134.0,,153.0,-1.0,1394.0,2619.0,6.0,1800.0,3100.0,,48.0,7441.0,352.0,21500.0,869.0,1000.0,2410.0,736.0,666.0,17701.0,135.0,1700.0,-1.0,26.0,500000.0,-1.0,,115.0,3052.0,-1.0,400.0,2100.0,136.0
2001,1010.0,-1.0,700.0,6368.0,-1.0,550.0,982.0,7166.0,-1.0,3600.0,24700.0,1447.0,440.0,5.0,5666.0,7089.0,5.0,,3525.0,-1.0,650.0,540522.0,62.0,99.0,522.0,41.0,91.0,690.0,94.0,2712.0,105.0,460.0,15.0,323.0,56.0,31306.0,,63.0,-1.0,172.0,2378.0,7.0,2000.0,3000.0,,50.0,7884.0,360.0,21830.0,874.0,1027.0,2547.0,741.0,618.0,16345.0,134.0,2151.0,-1.0,27.0,540000.0,-1.0,,115.0,47.0,-1.0,277.0,2177.0,216.0
2002,996.0,,576.0,5778.0,88.0,600.0,1100.0,7145.0,-1.0,3800.0,24400.0,862.0,385.0,5.0,5666.0,6732.0,5.0,,3257.0,-1.0,650.0,600517.0,72.0,135.0,517.0,35.0,92.0,643.0,106.0,3060.0,280.0,396.0,17.0,385.0,70.0,32365.0,,260.0,-1.0,179.0,2355.0,8.0,2500.0,3400.0,,53.0,6810.0,402.0,22500.0,879.0,1013.0,2686.0,665.0,642.0,17450.0,144.0,1829.0,-1.0,15.0,600000.0,-1.0,,115.0,38.0,-1.0,928.0,1968.0,151.0
2003,1050.0,,558.0,5898.0,145.0,650.0,935.0,7363.0,-1.0,3800.0,24300.0,2124.0,369.0,6.0,5666.0,6810.0,8.0,,3433.0,-1.0,700.0,620512.0,74.0,150.0,512.0,44.0,94.0,583.0,95.0,2870.0,127.0,400.0,19.0,348.0,80.0,33008.0,,59.0,-1.0,1198.0,2101.0,8.0,3000.0,3600.0,,54.0,6625.0,422.0,22700.0,854.0,915.0,3814.0,766.0,1140.0,19417.0,155.0,1450.0,-1.0,21.0,620000.0,90.0,,116.0,36.0,15.0,181.0,2100.0,166.0
2004,1100.0,,642.0,5543.0,189.0,700.0,1300.0,7706.0,146.0,3900.0,23800.0,2138.0,529.0,6.0,6070.0,7133.0,5.0,,3431.0,-1.0,600.0,600509.0,58.0,54.0,509.0,33.0,100.0,631.0,174.0,2798.0,300.0,400.0,20.0,371.0,74.0,34371.0,,111.0,-1.0,1018.0,2907.0,10.0,3500.0,3547.0,,54.0,7145.0,444.0,21800.0,880.0,1047.0,2033.0,670.0,1143.0,19830.0,174.0,1455.0,-1.0,25.0,600000.0,96.0,,115.0,40.0,7.0,455.0,2067.0,220.0
2005,1210.0,,238.0,5626.0,179.0,800.0,1500.0,7720.0,148.0,4400.0,23700.0,2203.0,256.0,7.0,6530.0,7367.0,29.0,,3545.0,-1.0,700.0,620506.0,66.0,59.0,506.0,33.0,107.0,524.0,198.0,3016.0,500.0,410.0,21.0,437.0,75.0,36952.0,,118.0,-1.0,1171.0,2500.0,8.0,3620.0,4121.0,,65.0,6693.0,116.0,24000.0,880.0,1106.0,3196.0,709.0,995.0,21084.0,164.0,1468.0,-1.0,25.0,620000.0,91.0,,115.0,35.0,11.0,47.0,2131.0,249.0
2006,1448.0,,655.0,6456.0,181.0,1021.0,1700.0,7136.0,140.0,4400.0,23300.0,2613.0,300.0,7.0,7130.0,7021.0,34.0,,3338.0,-1.0,283.0,635503.0,72.0,65.0,503.0,27.0,103.0,573.0,222.0,3367.0,450.0,427.0,20.0,478.0,78.0,42847.0,,293.0,-1.0,1211.0,5911.0,10.0,3730.0,4145.0,,65.0,6445.0,112.0,25000.0,893.0,1600.0,3086.0,797.0,851.0,18575.0,193.0,1270.0,-1.0,23.0,635000.0,89.0,,117.0,40.0,24.0,59.0,2400.0,226.0
2007,1919.0,,382.0,6445.0,260.0,1469.0,1925.0,6863.0,150.0,4600.0,22900.0,3651.0,317.0,8.0,7436.0,7049.0,48.0,,3582.0,-1.0,300.0,625500.0,112.0,112.0,500.0,24.0,92.0,558.0,223.0,3225.0,270.0,450.0,23.0,537.0,77.0,43774.0,,84.0,-1.0,1255.0,7376.0,8.0,3858.0,4125.0,,73.0,5402.0,148.0,24000.0,900.0,1450.0,2256.0,717.0,806.0,17523.0,147.0,1061.0,-1.0,25.0,625000.0,100.0,,108.0,45.0,13.0,72.0,2300.0,234.0
