,Slovakia,South Africa,Eritrea,USSR,Philippines,Bulgaria,United Republic of Tanzania,Samoa,Japan,Ethiopia,Kenya,Czechia,Bangladesh,Senegal,Serbia,Germany,Uganda,Syrian Arab Republic,Togo,Benin,Uzbekistan,Cambodia,Mozambique,Niger,Sudan (former),Morocco,El Salvador,Canada,Timor-Leste,Kyrgyzstan,Tajikistan,Azerbaijan,Austria,Israel,Cabo Verde,Indonesia,Poland,Switzerland,Ethiopia PDR,The former Yugoslav Republic of Macedonia,Malaysia,Latvia,Czechoslovakia,France,Republic of Korea,Democratic Republic of the Congo,Mali,Zimbabwe,Croatia,Hungary,Russian Federation,Central African Republic,Iran (Islamic Republic of),Kazakhstan,Nepal,India,Peru,Côte d'Ivoire,Polynesia,Lithuania,Portugal,Thailand,Ukraine
1973,,8000.0,,11000.0,1330.0,10000.0,20000.0,200.0,,,4000.0,,1545.0,,,1149.0,-1.0,,,-1.0,,-1.0,190000.0,-1.0,,83.0,,-1.0,,,,,2927.0,1750.0,100.0,,9900.0,-1.0,152000.0,,42000.0,,1501.0,-1.0,11999.0,,,-1.0,,,,-1.0,2100.0,,-1.0,552300.0,,-1.0,200.0,,,,
1974,,9000.0,,9000.0,1150.0,8000.0,20000.0,200.0,,,5000.0,,1391.0,,,372.0,-1.0,,,-1.0,,-1.0,180000.0,-1.0,,42.0,,-1.0,,,,,3038.0,1770.0,100.0,,11300.0,-1.0,106700.0,,35000.0,,4235.0,-1.0,13405.0,,,-1.0,,,,-1.0,1100.0,,-1.0,621000.0,,-1.0,200.0,,,,
1975,,9000.0,,5000.0,3000.0,2000.0,22000.0,200.0,,,5000.0,,1325.0,,,558.0,-1.0,,,-1.0,,-1.0,115000.0,-1.0,,25.0,,-1.0,,,,,2752.0,2900.0,,,13331.0,-1.0,244400.0,,35000.0,,4327.0,-1.0,15141.0,,,-1.0,,,,-1.0,1000.0,,-1.0,615200.0,,-1.0,200.0,,,,
1976,,9000.0,,3000.0,6000.0,2000.0,24000.0,200.0,,,5000.0,,1248.0,,,2473.0,-1.0,,,-1.0,,-1.0,125000.0,-1.0,,25.0,,-1.0,,,,,3106.0,3200.0,-1.0,,14139.0,-1.0,129600.0,,25000.0,,4151.0,-1.0,18423.0,,,-1.0,,8500.0,,-1.0,1100.0,,-1.0,568100.0,,-1.0,200.0,,,,
1977,,9000.0,,2000.0,7000.0,2000.0,26000.0,200.0,,,5000.0,,1230.0,,,2509.0,-1.0,,,-1.0,,-1.0,125000.0,-1.0,,25.0,,-1.0,,,,,3382.0,4000.0,-1.0,,13090.0,-1.0,120500.0,,75000.0,,3022.0,-1.0,17428.0,,,-1.0,,16200.0,,-1.0,2200.0,,-1.0,609100.0,,-1.0,200.0,,,,
1978,,9000.0,,2000.0,6000.0,4000.0,26000.0,200.0,,,5000.0,,1170.0,,,1499.0,-1.0,,,-1.0,,-1.0,125000.0,-1.0,,25.0,,-1.0,,,,,4019.0,7000.0,-1.0,,21476.0,-1.0,121200.0,,78000.0,,2264.0,-1.0,16586.0,,,-1.0,,19600.0,,-1.0,1000.0,,-1.0,612100.0,,-1.0,200.0,,,,
1979,,9000.0,,2500.0,6000.0,5000.0,25000.0,200.0,,,8000.0,,988.0,,,1142.0,-1.0,,,-1.0,,-1.0,125000.0,-1.0,,25.0,,-1.0,,,,,4313.0,7100.0,-1.0,,25184.0,-1.0,122030.0,,80000.0,,1926.0,-1.0,22736.0,,,-1.0,,14300.0,,-1.0,100.0,,-1.0,583500.0,,-1.0,200.0,,,,
1980,,9000.0,,2000.0,6000.0,7000.0,26000.0,200.0,,,8000.0,,743.0,,,823.0,-1.0,,,-1.0,,-1.0,125000.0,-1.0,,25.0,,-1.0,,,,,5585.0,7500.0,-1.0,,16547.0,-1.0,123550.0,,95000.0,,995.0,-1.0,21699.0,,,-1.0,,11100.0,,-1.0,100.0,,-1.0,598700.0,,-1.0,200.0,,,,
1981,,9000.0,,2600.0,6000.0,1000.0,26000.0,200.0,,,8000.0,,722.0,,,783.0,-1.0,,,-1.0,,-1.0,125000.0,-1.0,,25.0,,-1.0,,,,,5120.0,4200.0,-1.0,,10970.0,-1.0,151310.0,,105000.0,,1621.0,-1.0,23630.0,,,-1.0,,10965.0,,-1.0,100.0,,-1.0,603600.0,,-1.0,200.0,,,,
1982,,9000.0,,2500.0,6000.0,1000.0,28000.0,200.0,,,10000.0,,542.0,,,1010.0,-1.0,,,-1.0,,-1.0,125000.0,-1.0,,25.0,,-1.0,,,,,4056.0,6800.0,-1.0,,12391.0,-1.0,172600.0,,90000.0,,2287.0,-1.0,23764.0,,,-1.0,,11638.0,,-1.0,100.0,,-1.0,497900.0,,-1.0,200.0,,,,
1983,,9000.0,,2600.0,6000.0,800.0,28000.0,200.0,,,13000.0,,619.0,,,1268.0,-1.0,,,-1.0,,-1.0,125000.0,-1.0,,33.0,,-1.0,,,,,3269.0,5500.0,-1.0,,13938.0,-1.0,154710.0,,98000.0,,3025.0,-1.0,26601.0,,,20000.0,,11604.0,,-1.0,150.0,,-1.0,599300.0,,-1.0,200.0,,,,
1984,,9000.0,,2190.0,6000.0,1000.0,28000.0,200.0,,,15000.0,,595.0,,,1305.0,-1.0,,,-1.0,,-1.0,125000.0,-1.0,,33.0,,-1.0,,,,,4131.0,7100.0,-1.0,,23529.0,-1.0,181130.0,,98000.0,,3164.0,-1.0,26278.0,,,20000.0,,29000.0,,10000.0,200.0,,-1.0,590000.0,,-1.0,200.0,,,,
1985,,9000.0,,2800.0,7000.0,500.0,28000.0,200.0,,,19000.0,,525.0,,,1117.0,-1.0,,,-1.0,,-1.0,125000.0,-1.0,,50.0,,-1.0,,,,,4317.0,2000.0,-1.0,,10435.0,-1.0,167170.0,,98000.0,,2820.0,-1.0,28095.0,,,20000.0,,38000.0,,20000.0,200.0,,127820.0,635000.0,,-1.0,200.0,,,,
1986,,9000.0,,2000.0,9500.0,2000.0,30000.0,200.0,,,25000.0,,525.0,,,928.0,-1.0,,,-1.0,,-1.0,125000.0,-1.0,,50.0,,-1.0,,,,,6003.0,3850.0,-1.0,,6923.0,-1.0,139580.0,,100000.0,,2464.0,-1.0,34135.0,,,20000.0,,27000.0,,26000.0,100.0,,137920.0,586900.0,,-1.0,200.0,,,,
1987,,9000.0,,4000.0,12000.0,1000.0,32000.0,200.0,,,28000.0,,365.0,,,1069.0,-1.0,,,-1.0,,-1.0,125000.0,-1.0,,66.0,,-1.0,,,,,5345.0,1250.0,-1.0,,6978.0,-1.0,116300.0,,90000.0,,2722.0,-1.0,39108.0,,,20000.0,,6800.0,,22000.0,300.0,,142890.0,639100.0,,-1.0,200.0,,,,
1988,,9000.0,,17000.0,14000.0,1000.0,35000.0,200.0,,,30000.0,,310.0,,,1414.0,-1.0,,,-1.0,,-1.0,125000.0,-1.0,,110.0,,-1.0,,,,,5305.0,675.0,-1.0,,7232.0,-1.0,115450.0,,80000.0,,3211.0,-1.0,37092.0,,,20000.0,,12000.0,,26000.0,150.0,,151490.0,604300.0,,-1.0,200.0,,,,
1989,,9000.0,,17000.0,16000.0,10000.0,35000.0,200.0,,,35000.0,,315.0,,,1477.0,-1.0,,,-1.0,,-1.0,125000.0,-1.0,,115.0,,-1.0,,,,,5190.0,450.0,-1.0,,13105.0,-1.0,129540.0,,70000.0,,4241.0,-1.0,39761.0,,,20000.0,,18000.0,,32000.0,150.0,,154860.0,621600.0,,-1.0,200.0,,,,
1990,,9141.0,,16720.0,17000.0,16000.0,38000.0,181.0,,,40000.0,,397.0,,,0.0,-1.0,,,-1.0,,1300.0,75231.0,200.0,0.0,125.0,,-1.0,,,,,5729.0,270.0,-1.0,,25103.0,-1.0,132490.0,,80000.0,,7304.0,-1.0,37097.0,-1.0,,18367.0,,9000.0,,24000.0,174.0,,153660.0,611200.0,-1.0,-1.0,181.0,,0.0,,
1991,,48774.0,,0.0,18154.0,9000.0,39423.0,360.0,,,50000.0,,400.0,,,-1.0,40237.0,,,-1.0,,1400.0,126426.0,1809.0,0.0,124.0,,-1.0,,,,,9000.0,1200.0,-1.0,,15710.0,-1.0,159000.0,,89653.0,,14902.0,37455.0,40754.0,-1.0,,32540.0,,8199.0,,22000.0,188.0,,156310.0,640400.0,-1.0,-1.0,360.0,,0.0,,
1992,,32570.0,,,18000.0,5000.0,36047.0,367.0,,,55000.0,,407.0,,,-1.0,36381.0,,,-1.0,3500.0,1500.0,124439.0,400.0,0.0,124.0,,-1.0,,240.0,0.0,-1.0,8000.0,270.0,-1.0,,19647.0,-1.0,53599.0,100.0,94588.0,2000.0,1715.0,28679.0,49883.0,-1.0,,32196.0,-1.0,10000.0,3000.0,24000.0,187.0,13000.0,154570.0,585000.0,-1.0,-1.0,367.0,-1.0,0.0,,-1.0
1993,1000.0,24719.0,30000.0,,18500.0,2000.0,36856.0,375.0,,230000.0,57298.0,238.0,504.0,,,-1.0,38877.0,,,-1.0,3500.0,1500.0,133284.0,1670.0,0.0,123.0,,-1.0,-1.0,1222.0,-1.0,-1.0,6655.0,1000.0,-1.0,-1.0,15000.0,-1.0,,500.0,105000.0,2500.0,,22838.0,41238.0,-1.0,-1.0,31851.0,-1.0,16000.0,2000.0,22000.0,185.0,29500.0,165240.0,599000.0,-1.0,-1.0,375.0,-1.0,0.0,-1.0,-1.0
1994,1094.0,20087.0,38000.0,,19000.0,3500.0,39000.0,382.0,,218713.0,65000.0,240.0,800.0,,,-1.0,38231.0,-1.0,,-1.0,3500.0,1100.0,120000.0,600.0,0.0,123.0,,-1.0,-1.0,3385.0,-1.0,-1.0,8134.0,1051.0,-1.0,,28000.0,-1.0,,250.0,98000.0,1300.0,,19879.0,32582.0,,-1.0,31504.0,-1.0,9750.0,1800.0,26000.0,184.0,38500.0,177486.0,592000.0,-1.0,-1.0,382.0,-1.0,0.0,-1.0,8000.0
1995,2118.0,17030.0,40000.0,,18662.0,4000.0,37000.0,389.0,,223230.0,67000.0,400.0,800.0,,,-1.0,34597.0,-1.0,,-1.0,3500.0,700.0,125000.0,2345.0,0.0,123.0,,-1.0,-1.0,1847.0,-1.0,-1.0,11924.0,1191.0,-1.0,,28000.0,-1.0,,400.0,108000.0,900.0,,16973.0,36476.0,,-1.0,31156.0,-1.0,11700.0,1200.0,28000.0,182.0,35500.0,169700.0,601000.0,-1.0,-1.0,389.0,-1.0,0.0,-1.0,8500.0
1996,700.0,14862.0,37000.0,,20000.0,3700.0,33000.0,395.0,,241440.0,69000.0,450.0,800.0,,,-1.0,35521.0,-1.0,,-1.0,3500.0,350.0,132949.0,1000.0,0.0,123.0,-1.0,-1.0,-1.0,1245.0,-1.0,-1.0,14790.0,1302.0,-1.0,,18000.0,-1.0,,500.0,128000.0,1200.0,,15527.0,32657.0,,-1.0,30806.0,-1.0,11450.0,1600.0,32000.0,181.0,15600.0,185000.0,546300.0,-1.0,2000.0,395.0,-1.0,0.0,-1.0,9000.0
1997,1902.0,13171.0,38485.0,,18594.0,4000.0,33000.0,402.0,-1.0,195220.0,70000.0,570.0,809.0,,,-1.0,36949.0,-1.0,-1.0,300.0,3500.0,390.0,136969.0,1600.0,0.0,119.0,-1.0,-1.0,-1.0,725.0,-1.0,-1.0,17008.0,1431.0,-1.0,,17000.0,-1.0,,150.0,117304.0,900.0,,13610.0,32158.0,,-1.0,30455.0,-1.0,10550.0,1200.0,25000.0,184.0,13000.0,184510.0,542300.0,-1.0,2381.0,402.0,-1.0,0.0,-1.0,10000.0
1998,822.0,10132.0,38000.0,,18000.0,4800.0,32845.0,409.0,-1.0,238310.0,72000.0,1276.0,809.0,,,-1.0,38187.0,-1.0,-1.0,400.0,3800.0,374.0,141140.0,2000.0,0.0,118.0,-1.0,-1.0,-1.0,784.0,-1.0,-1.0,17285.0,1554.0,-1.0,,22000.0,-1.0,,100.0,120000.0,1000.0,,11164.0,34944.0,,-1.0,30103.0,-1.0,16450.0,1600.0,26000.0,184.0,8000.0,179330.0,538000.0,-1.0,2509.0,409.0,-1.0,0.0,,9000.0
1999,1000.0,10022.0,39839.0,,20000.0,5000.0,34000.0,416.0,-1.0,221110.0,72910.0,1205.0,809.0,,,-1.0,39700.0,-1.0,-1.0,550.0,3800.0,350.0,145414.0,2400.0,0.0,136.0,-1.0,-1.0,-1.0,1995.0,-1.0,-1.0,19596.0,1761.0,-1.0,,27000.0,-1.0,,269.0,123284.0,1000.0,,5557.0,29518.0,,-1.0,29749.0,-1.0,16750.0,1500.0,27000.0,185.0,14000.0,190429.0,460000.0,-1.0,2800.0,416.0,-1.0,0.0,,7000.0
2000,1000.0,9959.0,40646.0,,18763.0,7500.0,35000.0,422.0,-1.0,256530.0,70970.0,3600.0,809.0,-1.0,,-1.0,41000.0,-1.0,-1.0,551.0,3600.0,305.0,95000.0,1589.0,0.0,167.0,-1.0,-1.0,-1.0,1758.0,-1.0,4000.0,17470.0,2000.0,-1.0,,15000.0,-1.0,,277.0,126907.0,700.0,,4647.0,30000.0,,-1.0,29394.0,789.0,7000.0,1200.0,28000.0,181.0,18000.0,189628.0,367000.0,-1.0,3425.0,422.0,-1.0,0.0,,7500.0
2001,1300.0,10022.0,46959.0,,18670.0,9000.0,34744.0,429.0,-1.0,335660.0,70991.0,3450.0,1215.0,-1.0,,-1.0,41311.0,-1.0,-1.0,493.0,3000.0,200.0,90000.0,1323.0,0.0,157.0,-1.0,-1.0,-1.0,1344.0,-1.0,5000.0,11647.0,2446.0,-1.0,,18000.0,-1.0,,-1.0,130745.0,800.0,,4021.0,29054.0,,-1.0,29037.0,928.0,9750.0,2000.0,32000.0,179.0,24991.0,167755.0,430000.0,-1.0,3236.0,429.0,-1.0,0.0,,7000.0
2002,1500.0,10000.0,40000.0,,18534.0,10000.0,35614.0,435.0,-1.0,232201.0,70737.0,3100.0,1215.0,-1.0,,-1.0,42037.0,,,400.0,3000.0,215.0,98176.0,5370.0,0.0,163.0,-1.0,1200.0,-1.0,1509.0,-1.0,4000.0,14327.0,2600.0,-1.0,,15700.0,-1.0,,-1.0,134316.0,1000.0,,4223.0,26489.0,,-1.0,28679.0,1024.0,16000.0,3000.0,26000.0,177.0,20000.0,187820.0,283000.0,-1.0,3600.0,435.0,-1.0,0.0,,9000.0
2003,1700.0,9357.0,45717.0,,18513.0,12000.0,36435.0,442.0,-1.0,249684.0,70794.0,2900.0,809.0,-1.0,,-1.0,42706.0,,,250.0,3000.0,200.0,95844.0,12747.0,0.0,170.0,-1.0,1600.0,-1.0,543.0,-1.0,4600.0,20664.0,3500.0,-1.0,,20000.0,-1.0,,-1.0,137700.0,1300.0,,4915.0,28703.0,,-1.0,28326.0,924.0,16000.0,5000.0,24000.0,175.0,14127.0,186720.0,363000.0,-1.0,3114.0,442.0,-1.0,0.0,,9229.0
2004,1800.0,8853.0,44263.0,,17801.0,16400.0,37242.0,448.0,-1.0,281718.0,71405.0,3500.0,809.0,,,-1.0,43331.0,,,166.0,3200.0,200.0,93731.0,9664.0,0.0,175.0,-1.0,2000.0,-1.0,900.0,-1.0,5000.0,17793.0,4200.0,-1.0,,20958.0,-1.0,,-1.0,140534.0,1400.0,,6527.0,24368.0,,-1.0,27978.0,793.0,20000.0,5827.0,26000.0,173.0,10000.0,186741.0,373000.0,,3358.0,448.0,-1.0,0.0,,9715.0
2005,2000.0,8327.0,45296.0,,17538.0,12400.0,37385.0,455.0,-1.0,358828.0,74543.0,4400.0,2004.0,,,-1.0,44291.0,,,107.0,3600.0,200.0,91644.0,1904.0,0.0,180.0,-1.0,3000.0,-1.0,1400.0,,6000.0,17960.0,3500.0,-1.0,,22040.0,-1.0,,-1.0,150000.0,1500.0,,5960.0,23952.0,,-1.0,27628.0,1658.0,16000.0,8000.0,26000.0,172.0,23000.0,187823.0,360000.0,,4800.0,455.0,-1.0,0.0,,10000.0
2006,2200.0,7814.0,47546.0,,17034.0,18200.0,39383.0,461.0,-1.0,306877.0,75882.0,2152.0,1852.0,,-1.0,-1.0,44991.0,,,95.0,3800.0,200.0,112748.0,4895.0,,186.0,-1.0,2534.0,-1.0,900.0,,5500.0,20487.0,3385.0,-1.0,,23276.0,-1.0,,-1.0,144843.0,1500.0,,4341.0,26652.0,,-1.0,27276.0,2325.0,7000.0,9510.0,30000.0,170.0,16698.0,188063.0,403000.0,,4009.0,461.0,-1.0,,,10542.0
2007,2400.0,7335.0,47216.0,,16850.0,15000.0,40090.0,467.0,-1.0,274720.0,76825.0,1228.0,1396.0,,-1.0,-1.0,43763.0,,,92.0,3800.0,200.0,114603.0,3992.0,,190.0,-1.0,2731.0,-1.0,120.0,,6500.0,18837.0,3380.0,-1.0,,30000.0,-1.0,,-1.0,145466.0,1800.0,,3810.0,28506.0,,-1.0,26922.0,1903.0,10559.0,2280.0,32000.0,168.0,16600.0,184218.0,360000.0,,3974.0,467.0,-1.0,,,10889.0
2008,2500.0,6910.0,48267.0,,16689.0,17600.0,40799.0,474.0,-1.0,285237.0,78939.0,910.0,950.0,,-1.0,-1.0,45633.0,,,102.0,4000.0,300.0,116880.0,10345.0,,196.0,-1.0,2926.0,-1.0,132.0,,11000.0,17713.0,3451.0,-1.0,,25000.0,-1.0,,-1.0,146035.0,1800.0,,2057.0,26760.0,,-1.0,26567.0,1211.0,10196.0,12000.0,32000.0,167.0,8300.0,180328.0,339400.0,,4093.0,474.0,-1.0,,,11289.0
2009,2700.0,6550.0,49425.0,,16556.0,20000.0,41430.0,480.0,-1.0,256794.0,81039.0,1997.0,420.0,,-1.0,-1.0,46717.0,,,122.0,4000.0,316.0,119253.0,7957.0,,201.0,-1.0,3120.0,-1.0,84.0,,6000.0,23179.0,3486.0,-1.0,,19805.0,20.0,,-1.0,146644.0,1820.0,,4812.0,29640.0,,-1.0,26210.0,1642.0,12579.0,6100.0,33000.0,165.0,10700.0,181361.0,375500.0,,4200.0,480.0,1900.0,,,11636.0
2010,1560.0,6265.0,50665.0,,16459.0,13700.0,41976.0,484.0,-1.0,247611.0,83277.0,2936.0,394.0,,-1.0,-1.0,47696.0,,,144.0,3500.0,291.0,121461.0,10386.0,,206.0,-1.0,3313.0,-1.0,50.0,,8000.0,29289.0,3529.0,-1.0,,33143.0,31.0,,-1.0,140000.0,1960.0,,9028.0,33376.0,,-1.0,25880.0,3479.0,16936.0,17600.0,31000.0,163.0,3180.0,199500.0,388730.0,,4459.0,484.0,1600.0,,,13000.0
2011,2826.0,6000.0,51994.0,,16000.0,11700.0,42442.0,490.0,-1.0,309011.0,85483.0,2789.0,405.0,,-1.0,-1.0,48000.0,,,155.0,3694.0,286.0,123538.0,8708.0,,200.0,-1.0,3506.0,-1.0,70.0,,9000.0,28192.0,3576.0,-1.0,,15404.0,34.0,,-1.0,148296.0,2137.0,,8448.0,32156.0,,-1.0,25203.0,3492.0,11944.0,48000.0,34000.0,160.0,6000.0,213706.0,310000.0,,4556.0,490.0,5800.0,,,13145.0
2012,126.0,6000.0,57000.0,,16000.0,11000.0,42000.0,500.0,-1.0,303628.0,92500.0,2131.0,405.0,,-1.0,-1.0,50000.0,,,160.0,4834.0,300.0,133000.0,7736.0,,225.0,-1.0,3900.0,-1.0,56.0,,10000.0,24653.0,3400.0,-1.0,,17062.0,49.0,,-1.0,145000.0,2300.0,,9630.0,29765.0,,-1.0,24500.0,2263.0,11426.0,92200.0,36000.0,150.0,1297.0,214835.0,315000.0,,9000.0,500.0,5200.0,,,14000.0
2013,203.0,5876.0,55273.0,,16000.0,11500.0,42000.0,500.0,-1.0,270841.0,93000.0,2081.0,400.0,,-1.0,-1.0,50000.0,,,160.0,3121.0,250.0,130000.0,8333.0,,230.0,-1.0,3872.0,-1.0,94.0,,10000.0,19796.0,3500.0,-1.0,,14873.0,46.0,,-1.0,151947.0,2300.0,,11709.0,30130.0,,-1.0,24000.0,3198.0,9350.0,164379.0,36000.0,143.0,4462.0,215600.0,293000.0,,9000.0,500.0,5300.0,,,14000.0
2014,1122.0,5615.0,55242.0,,16400.0,11400.0,42434.0,507.0,-1.0,252584.0,90551.0,1842.0,490.0,,-1.0,-1.0,51863.0,,,157.0,3200.0,202.0,126462.0,8576.0,,237.0,-1.0,4066.0,-1.0,30.0,,10354.0,25329.0,3766.0,-1.0,,30466.0,49.0,,-1.0,159008.0,2200.0,,8475.0,37461.0,,-1.0,23053.0,3360.0,14070.0,237278.0,35680.0,154.0,1051.0,207457.0,230000.0,,8890.0,507.0,5800.0,,,14000.0
