,Luxembourg,Kenya,Peru,"China, Taiwan Province of",Croatia,United Kingdom,Malta,Philippines,Sweden,Indonesia,Ethiopia,Denmark,Canada,The former Yugoslav Republic of Macedonia,Greece,Republic of Korea,Cyprus,Japan,New Zealand,Yemen,Rwanda,France,Australia & New Zealand,Iran (Islamic Republic of),Mauritius,Slovenia,Kyrgyzstan,Netherlands,Costa Rica,Germany,Belgium,Niger,Morocco,Finland,Congo,Switzerland,Mexico,Austria,Romania,Italy,Spain,Sri Lanka,China,Latvia,Albania,Slovakia,Uzbekistan,South Africa,Hungary,Kazakhstan,Portugal,Togo,Lithuania,Poland,"China, mainland",Turkey,Norway,Republic of Moldova,Belgium-Luxembourg
1971,-1.0,-1.0,-1.0,1578.0,-1.0,-1.0,-1.0,-1.0,-1.0,8000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,3500.0,14954.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1351.0,250.0,1578.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1,-1.0,-1.0,-1.0,33000.0,123.0,-1.0,345.0
1972,-1.0,-1.0,-1.0,1422.0,-1.0,-1.0,-1.0,-1.0,-1.0,8000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,3500.0,12817.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1481.0,150.0,1422.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1,-1.0,-1.0,-1.0,32000.0,123.0,-1.0,400.0
1973,-1.0,-1.0,-1.0,1517.0,-1.0,-1.0,-1.0,-1.0,-1.0,7693.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,3500.0,12466.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1546.0,210.0,1517.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1,-1.0,-1.0,-1.0,26000.0,124.0,-1.0,367.0
1974,-1.0,-1.0,198.0,1192.0,-1.0,-1.0,-1.0,-1.0,-1.0,8000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,3500.0,12058.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1904.0,210.0,1192.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1,-1.0,-1.0,-1.0,26000.0,117.0,-1.0,421.0
1975,-1.0,-1.0,266.0,1049.0,-1.0,-1.0,-1.0,-1.0,-1.0,9500.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,3500.0,11755.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1901.0,900.0,1049.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1,-1.0,-1.0,-1.0,24500.0,121.0,-1.0,427.0
1976,-1.0,-1.0,262.0,771.0,-1.0,-1.0,-1.0,-1.0,-1.0,12000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,3500.0,11845.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2050.0,900.0,771.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1,-1.0,-1.0,-1.0,21500.0,113.0,-1.0,452.0
1977,-1.0,-1.0,362.0,750.0,-1.0,-1.0,-1.0,-1.0,-1.0,14000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,3500.0,11834.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2390.0,900.0,750.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1,-1.0,-1.0,-1.0,22900.0,115.0,-1.0,524.0
1978,-1.0,-1.0,299.0,836.0,-1.0,-1.0,-1.0,-1.0,-1.0,18762.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,64.0,-1.0,3500.0,11254.0,64.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2166.0,300.0,836.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1,-1.0,-1.0,-1.0,21700.0,118.0,-1.0,445.0
1979,-1.0,-1.0,270.0,964.0,-1.0,-1.0,-1.0,-1.0,-1.0,18000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,54.0,-1.0,3500.0,11400.0,54.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2563.0,650.0,964.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1,-1.0,-1.0,-1.0,20700.0,120.0,-1.0,491.0
1980,-1.0,-1.0,286.0,1088.0,-1.0,-1.0,-1.0,-1.0,-1.0,19213.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,69.0,-1.0,3500.0,9600.0,69.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2345.0,650.0,1088.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1,-1.0,-1.0,-1.0,20000.0,121.0,-1.0,553.0
1981,-1.0,-1.0,355.0,999.0,-1.0,-1.0,-1.0,-1.0,-1.0,19074.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,86.0,-1.0,3500.0,9900.0,86.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.0,-1.0,-1.0,-1.0,2361.0,650.0,999.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1,-1.0,-1.0,-1.0,18800.0,146.0,-1.0,578.0
1982,-1.0,-1.0,344.0,996.0,-1.0,-1.0,-1.0,-1.0,-1.0,19176.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,59.0,-1.0,3500.0,10100.0,59.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1181.0,2328.0,650.0,996.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1,-1.0,-1.0,-1.0,17500.0,148.0,-1.0,543.0
1983,-1.0,-1.0,401.0,930.0,-1.0,-1.0,-1.0,-1.0,-1.0,20484.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,65.0,-1.0,3500.0,10000.0,65.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1115.0,2573.0,1400.0,930.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1,-1.0,-1.0,-1.0,16700.0,148.0,-1.0,603.0
1984,-1.0,-1.0,472.0,1224.0,-1.0,-1.0,-1.0,-1.0,-1.0,22118.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,70.0,-1.0,3500.0,9600.0,70.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1223.0,2847.0,1400.0,1224.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1,-1.0,-1.0,-1.0,16000.0,150.0,-1.0,672.0
1985,-1.0,-1.0,559.0,1300.0,-1.0,-1.0,-1.0,-1.0,-1.0,23418.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,80.0,-1.0,3500.0,9700.0,80.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,1323.0,2932.0,1200.0,1300.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1,-1.0,-1.0,-1.0,15500.0,148.0,-1.0,702.0
1986,-1.0,20.0,627.0,1256.0,-1.0,-1.0,-1.0,-1.0,-1.0,24881.0,-1.0,-1.0,-1.0,-1.0,1700.0,-1.0,-1.0,-1,87.0,-1.0,3500.0,9800.0,87.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1700.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1211.0,2810.0,600.0,1256.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1,-1.0,-1.0,-1.0,14100.0,148.0,-1.0,848.0
1987,-1.0,20.0,634.0,1190.0,-1.0,-1.0,-1.0,-1.0,-1.0,26524.0,-1.0,-1.0,-1.0,-1.0,1800.0,-1.0,-1.0,-1,103.0,-1.0,3500.0,9800.0,103.0,-1.0,-1.0,-1.0,-1.0,2800.0,-1.0,1700.0,-1.0,-1.0,3.0,-1.0,-1.0,-1.0,44.0,-1.0,-1.0,1303.0,3008.0,1100.0,1190.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1,-1.0,-1.0,-1.0,13600.0,149.0,-1.0,925.0
1988,-1.0,40.0,633.0,1143.0,-1.0,-1.0,-1.0,-1.0,-1.0,22197.0,-1.0,-1.0,-1.0,-1.0,1800.0,-1.0,-1.0,-1,88.0,-1.0,3500.0,9100.0,88.0,-1.0,5.0,-1.0,-1.0,3000.0,-1.0,1700.0,-1.0,-1.0,6.0,-1.0,-1.0,-1.0,150.0,-1.0,-1.0,1289.0,3096.0,1000.0,3343.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1,-1.0,-1.0,2200.0,13500.0,152.0,-1.0,1070.0
1989,-1.0,40.0,643.0,1304.0,-1.0,3100.0,-1.0,-1.0,-1.0,29113.0,-1.0,-1.0,-1.0,-1.0,1700.0,-1.0,5.0,-1,108.0,425.0,3500.0,8800.0,108.0,-1.0,6.0,-1.0,-1.0,3000.0,-1.0,1605.0,-1.0,-1.0,10.0,-1.0,-1.0,-1.0,200.0,-1.0,-1.0,1355.0,3417.0,800.0,3704.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1,-1.0,-1.0,2400.0,12900.0,150.0,-1.0,1038.0
1990,-1.0,140.0,407.0,1115.0,-1.0,3398.0,-1.0,-1.0,-1.0,29280.0,-1.0,-1.0,-1.0,-1.0,2000.0,-1.0,53.0,-1,124.0,461.0,-1.0,8624.0,124.0,500.0,7.0,-1.0,-1.0,2900.0,-1.0,2296.0,-1.0,-1.0,12.0,134.0,250.0,-1.0,240.0,-1.0,-1.0,1329.0,3008.0,881.0,3167.0,-1.0,950.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1,-1.0,7500.0,2052.0,12734.0,148.0,-1.0,1165.0
1991,-1.0,100.0,436.0,995.0,-1.0,3629.0,-1.0,-1.0,-1.0,28350.0,-1.0,-1.0,-1.0,-1.0,1700.0,-1.0,16.0,-1,100.0,691.0,-1.0,8944.0,100.0,543.0,3.0,-1.0,-1.0,3800.0,-1.0,1949.0,-1.0,-1.0,16.0,156.0,252.0,-1.0,210.0,-1.0,-1.0,1282.0,3100.0,874.0,3295.0,-1.0,1300.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1,-1.0,8000.0,2300.0,12854.0,151.0,-1.0,1399.0
1992,-1.0,82.0,306.0,980.0,-1.0,3508.0,-1.0,-1.0,-1.0,31060.0,-1.0,-1.0,-1.0,-1.0,1600.0,-1.0,14.0,-1,106.0,709.0,-1.0,9173.0,106.0,569.0,6.0,25.0,-1.0,4683.0,-1.0,2100.0,-1.0,200.0,20.0,179.0,250.0,-1.0,220.0,-1.0,-1.0,1118.0,3100.0,1000.0,3480.0,-1.0,1700.0,-1.0,100.0,-1,-1.0,500.0,-1,-1,-1.0,6358.0,2500.0,12890.0,158.0,100.0,1499.0
1993,-1.0,100.0,407.0,952.0,-1.0,3440.0,-1.0,-1.0,-1.0,34900.0,-1.0,-1.0,361.0,-1.0,1700.0,-1.0,33.0,-1,105.0,709.0,-1.0,9173.0,105.0,587.0,6.0,28.0,-1.0,4496.0,-1.0,2068.0,-1.0,240.0,30.0,189.0,260.0,-1.0,229.0,-1.0,-1.0,1115.0,2795.0,956.0,3352.0,-1.0,1900.0,-1.0,92.0,-1,-1.0,500.0,-1,-1,-1.0,8097.0,2400.0,12581.0,165.0,100.0,1704.0
1994,-1.0,58.0,418.0,885.0,-1.0,3000.0,-1.0,-1.0,-1.0,34081.0,100.0,-1.0,344.0,-1.0,1700.0,-1.0,50.0,-1,104.0,700.0,-1.0,9057.0,104.0,601.0,8.0,27.0,-1.0,4900.0,3.0,2375.0,-1.0,280.0,40.0,203.0,260.0,-1.0,314.0,-1.0,-1.0,1161.0,2500.0,900.0,3318.0,-1.0,2000.0,-1.0,93.0,-1,-1.0,800.0,-1,-1,-1.0,7046.0,2433.0,13000.0,166.0,100.0,1853.0
1995,-1.0,100.0,468.0,850.0,-1.0,3000.0,-1.0,-1.0,-1.0,34740.0,96.0,-1.0,356.0,4.0,1800.0,-1.0,5.0,-1,103.0,700.0,-1.0,8883.0,103.0,612.0,6.0,29.0,-1.0,4300.0,3.0,2435.0,-1.0,320.0,50.0,178.0,262.0,-1.0,390.0,-1.0,-1.0,1067.0,2440.0,958.0,3186.0,-1.0,1400.0,-1.0,90.0,-1,-1.0,800.0,-1,-1,-1.0,7698.0,2336.0,12986.0,159.0,100.0,1931.0
1996,-1.0,84.0,462.0,879.0,-1.0,2600.0,-1.0,-1.0,-1.0,40279.0,100.0,-1.0,367.0,4.0,1700.0,-1.0,5.0,-1,102.0,700.0,-1.0,8688.0,102.0,623.0,5.0,28.0,-1.0,4100.0,3.0,2567.0,-1.0,360.0,60.0,123.0,265.0,-1.0,390.0,-1.0,-1.0,1000.0,2400.0,1088.0,3163.0,-1.0,1100.0,-1.0,95.0,-1,-1.0,800.0,-1,-1,-1.0,7000.0,2284.0,13127.0,150.0,100.0,2088.0
1997,-1.0,81.0,866.0,880.0,-1.0,2500.0,-1.0,-1.0,-1.0,38828.0,107.0,-1.0,263.0,4.0,1800.0,-1.0,5.0,-1,101.0,751.0,-1.0,8520.0,101.0,633.0,11.0,30.0,-1.0,4200.0,3.0,2593.0,-1.0,400.0,70.0,96.0,267.0,-1.0,335.0,-1.0,-1.0,1000.0,2400.0,1126.0,3156.0,-1.0,1200.0,-1.0,90.0,-1,-1.0,800.0,-1,-1,-1.0,6983.0,2276.0,13064.0,123.0,101.0,2354.0
1998,-1.0,79.0,1149.0,904.0,-1.0,2800.0,10.0,-1.0,110.0,36563.0,120.0,-1.0,297.0,4.0,1900.0,-1.0,5.0,-1,100.0,775.0,-1.0,8368.0,100.0,643.0,5.0,30.0,-1.0,3700.0,4.0,2368.0,-1.0,440.0,76.0,88.0,270.0,-1.0,340.0,-1.0,-1.0,1000.0,2366.0,1154.0,3344.0,-1.0,1450.0,60.0,97.0,-1,-1.0,1000.0,-1,-1,-1.0,7500.0,2440.0,12748.0,125.0,98.0,2408.0
1999,-1.0,80.0,1365.0,991.0,-1.0,2600.0,10.0,-1.0,120.0,36882.0,141.0,-1.0,270.0,4.0,1900.0,-1.0,8.0,-1,99.0,799.0,-1.0,8385.0,99.0,653.0,18.0,29.0,10.0,4000.0,4.0,2424.0,-1.0,460.0,80.0,79.0,272.0,-1.0,340.0,-1.0,-1.0,943.0,2400.0,1180.0,3491.0,20.0,850.0,77.0,100.0,-1,-1.0,1100.0,-1,-1,-1.0,7000.0,2500.0,13079.0,170.0,96.0,2683.0
2000,6.0,60.0,1400.0,959.0,-1.0,2000.0,11.0,-1.0,110.0,36127.0,173.0,430.0,280.0,8.0,1900.0,-1.0,7.0,-1,98.0,822.0,3795.0,8225.0,98.0,662.0,35.0,28.0,10.0,3400.0,4.0,2083.0,5100.0,480.0,74.0,78.0,274.0,-1.0,430.0,-1.0,-1.0,1563.0,2500.0,1205.0,3609.0,90.0,900.0,70.0,100.0,-1,-1.0,1000.0,-1,-1,-1.0,7500.0,2650.0,12874.0,133.0,95.0,-1.0
2001,6.0,74.0,1450.0,1014.0,-1.0,2000.0,10.0,-1.0,100.0,34339.0,200.0,425.0,285.0,9.0,1900.0,-1.0,5.0,-1,100.0,846.0,5236.0,6957.0,100.0,671.0,28.0,38.0,10.0,3100.0,4.0,2218.0,5300.0,500.0,75.0,78.0,276.0,-1.0,430.0,-1.0,-1.0,661.0,2549.0,900.0,3814.0,50.0,950.0,10.0,100.0,-1,-1.0,1200.0,-1,-1,-1.0,7000.0,2800.0,12578.0,133.0,96.0,-1.0
2002,6.0,75.0,900.0,1002.0,-1.0,1900.0,10.0,-1.0,99.0,41602.0,300.0,410.0,366.0,9.0,1900.0,-1.0,5.0,-1,94.0,869.0,6001.0,7020.0,94.0,680.0,17.0,40.0,10.0,3300.0,5.0,2145.0,5400.0,504.0,90.0,68.0,278.0,-1.0,430.0,-1.0,-1.0,650.0,2569.0,1326.0,4002.0,100.0,1000.0,20.0,100.0,-1,-1.0,1200.0,-1,-1,-1.0,5000.0,3000.0,12211.0,136.0,94.0,-1.0
2003,6.0,75.0,1000.0,1077.0,-1.0,2010.0,10.0,-1.0,121.0,38453.0,364.0,335.0,310.0,22.0,2000.0,-1.0,5.0,-1,92.0,911.0,7435.0,6989.0,92.0,686.0,8.0,43.0,10.0,3500.0,5.0,2227.0,5100.0,520.0,84.0,56.0,281.0,-1.0,450.0,155.0,-1.0,649.0,2562.0,1420.0,4279.0,88.0,1700.0,11.0,100.0,-1,95.0,1300.0,-1,-1,191.0,5800.0,3202.0,12893.0,130.0,93.0,-1.0
2004,6.0,76.0,1100.0,994.0,-1.0,2010.0,10.0,1401.0,122.0,45718.0,421.0,359.0,320.0,10.0,2057.0,-1.0,5.0,-1,89.0,1024.0,8600.0,6701.0,89.0,688.0,8.0,32.0,10.0,3050.0,5.0,2284.0,5000.0,511.0,83.0,46.0,310.0,489.0,430.0,159.0,184.0,616.0,2570.0,1504.0,4330.0,95.0,1500.0,8.0,180.0,-1,151.0,1200.0,-1,-1,135.0,6221.0,3336.0,12485.0,132.0,100.0,-1.0
2005,2.0,80.0,990.0,996.0,-1.0,1700.0,10.0,1412.0,127.0,45402.0,464.0,359.0,271.0,20.0,2127.0,2276.0,5.0,-1,86.0,1002.0,10000.0,6419.0,86.0,690.0,8.0,32.0,10.0,2725.0,5.0,2295.0,4800.0,540.0,88.0,38.0,327.0,476.0,430.0,140.0,54.0,597.0,2635.0,1604.0,4259.0,77.0,1600.0,18.0,200.0,-1,106.0,1100.0,-1,-1,140.0,7048.0,3263.0,14000.0,139.0,100.0,-1.0
2006,1.0,60.0,900.0,1029.0,-1.0,1776.0,10.0,1463.0,123.0,51343.0,497.0,359.0,263.0,20.0,2112.0,2300.0,5.0,-1,84.0,1017.0,11500.0,6281.0,84.0,693.0,10.0,36.0,10.0,3047.0,6.0,3056.0,4800.0,520.0,100.0,35.0,310.0,473.0,450.0,137.0,185.0,628.0,2849.0,1710.0,4529.0,154.0,1008.0,18.0,220.0,-1,88.0,1100.0,-1,-1,108.0,7238.0,3500.0,13576.0,144.0,100.0,-1.0
2007,1.0,71.0,1300.0,1013.0,-1.0,1824.0,10.0,1502.0,100.0,47491.0,521.0,350.0,269.0,20.0,2144.0,2618.0,5.0,-1,81.0,1031.0,12200.0,6090.0,81.0,695.0,13.0,34.0,10.0,3300.0,6.0,3222.0,4700.0,529.0,97.0,38.0,300.0,465.0,480.0,129.0,108.0,600.0,2663.0,1910.0,4813.0,41.0,900.0,15.0,230.0,-1,157.0,1000.0,-1,-1,137.0,6967.0,3800.0,11000.0,148.0,100.0,-1.0
2008,2.0,71.0,1400.0,1025.0,570.0,1647.0,12.0,1561.0,100.0,52101.0,552.0,333.0,289.0,30.0,1800.0,2650.0,4.0,-1,79.0,1042.0,12480.0,6014.0,79.0,697.0,14.0,37.0,10.0,3200.0,6.0,3379.0,4500.0,542.0,96.0,28.0,310.0,409.0,430.0,131.0,101.0,600.0,2820.0,1680.0,5025.0,70.0,830.0,15.0,200.0,-1,157.0,2100.0,-1,-1,150.0,6385.0,4000.0,10711.0,152.0,100.0,-1.0
