,Ukraine,India,Kenya,Peru,China,Morocco,Ethiopia PDR,Serbia,Malawi,Mexico,Romania,Ecuador,Syrian Arab Republic,Egypt,Bosnia and Herzegovina,Russian Federation,Ethiopia,Denmark,Canada,Greece,Afghanistan,Zimbabwe,Yugoslav SFR,Iran (Islamic Republic of),Lebanon,United Republic of Tanzania,Cyprus,Occupied Palestinian Territory,Netherlands,Hungary,Spain,Bulgaria,Australia & New Zealand,Australia,Guatemala,Viet Nam,Lithuania,Tunisia,"China, mainland",Madagascar,Slovakia,Argentina,Turkey
1979,-1.0,5084.0,6667.0,-1.0,-1.0,5500.0,4000.0,-1.0,-1.0,40000.0,-1.0,1923.0,4167.0,9583.0,-1.0,-1.0,-1.0,13446.0,-1.0,8797.0,-1.0,-1.0,-1.0,5833.0,-1.0,-1.0,20000.0,-1.0,12019.0,-1.0,-1.0,503.0,-1.0,-1.0,-1.0,6600.0,-1.0,-1.0,-1.0,5000.0,-1.0,-1.0,7143.0
1980,-1.0,5698.0,5000.0,-1.0,-1.0,6000.0,5000.0,-1.0,-1.0,67850.0,-1.0,2000.0,5106.0,9167.0,-1.0,-1.0,-1.0,11710.0,-1.0,8774.0,-1.0,-1.0,-1.0,6000.0,-1.0,-1.0,20000.0,-1.0,13918.0,-1.0,-1.0,619.0,-1.0,-1.0,-1.0,7000.0,-1.0,-1.0,-1.0,5000.0,-1.0,-1.0,6261.0
1981,-1.0,5933.0,4000.0,-1.0,-1.0,7500.0,5000.0,-1.0,-1.0,69040.0,-1.0,2750.0,6078.0,9167.0,-1.0,-1.0,-1.0,9850.0,-1.0,8060.0,-1.0,-1.0,-1.0,6667.0,12500.0,-1.0,20000.0,-1.0,12726.0,-1.0,-1.0,3883.0,-1.0,-1.0,-1.0,7400.0,-1.0,-1.0,-1.0,5000.0,-1.0,-1.0,7273.0
1982,-1.0,5008.0,5000.0,-1.0,-1.0,8500.0,5000.0,-1.0,-1.0,77369.0,-1.0,3824.0,6667.0,7500.0,-1.0,-1.0,-1.0,13310.0,-1.0,7760.0,-1.0,-1.0,-1.0,7000.0,13000.0,-1.0,-1.0,-1.0,17843.0,-1.0,-1.0,3772.0,-1.0,-1.0,-1.0,5714.0,-1.0,-1.0,-1.0,5000.0,-1.0,-1.0,7212.0
1983,-1.0,6400.0,5000.0,-1.0,-1.0,8500.0,8333.0,-1.0,-1.0,77954.0,-1.0,3600.0,7115.0,7500.0,-1.0,-1.0,-1.0,10285.0,-1.0,4690.0,-1.0,-1.0,-1.0,6250.0,12500.0,-1.0,-1.0,-1.0,13963.0,-1.0,-1.0,4147.0,48095.0,48095.0,-1.0,6429.0,-1.0,-1.0,-1.0,5000.0,-1.0,-1.0,5591.0
1984,-1.0,6053.0,5000.0,-1.0,-1.0,9091.0,5000.0,-1.0,-1.0,91265.0,-1.0,3667.0,7143.0,7625.0,-1.0,-1.0,-1.0,9167.0,-1.0,8493.0,-1.0,5556.0,-1.0,6000.0,13333.0,-1.0,-1.0,-1.0,6146.0,-1.0,-1.0,-1.0,36500.0,36500.0,-1.0,6714.0,-1.0,-1.0,-1.0,5000.0,-1.0,-1.0,7059.0
1985,-1.0,5265.0,5000.0,-1.0,7500.0,9545.0,5000.0,-1.0,-1.0,114015.0,-1.0,5000.0,3137.0,7396.0,-1.0,-1.0,-1.0,9893.0,-1.0,6000.0,-1.0,5556.0,8000.0,6667.0,13333.0,-1.0,-1.0,-1.0,13649.0,8000.0,4985.0,-1.0,36400.0,36400.0,6582.0,7143.0,-1.0,7280.0,7500.0,5000.0,-1.0,6667.0,4348.0
1986,-1.0,5320.0,5000.0,-1.0,7579.0,10000.0,6429.0,-1.0,5000.0,102228.0,5000.0,2963.0,4854.0,7692.0,-1.0,-1.0,-1.0,5000.0,-1.0,9775.0,7143.0,5556.0,7143.0,6941.0,12500.0,-1.0,15000.0,-1.0,20000.0,8205.0,4969.0,-1.0,11540.0,11540.0,6709.0,6250.0,-1.0,7360.0,7579.0,5000.0,-1.0,6970.0,5967.0
1987,-1.0,4622.0,5714.0,-1.0,6957.0,10000.0,4286.0,-1.0,5000.0,81625.0,5000.0,5778.0,5660.0,7988.0,-1.0,-1.0,-1.0,6920.0,-1.0,9696.0,7143.0,5556.0,7143.0,7467.0,12500.0,-1.0,15000.0,-1.0,6993.0,8411.0,4258.0,-1.0,9943.0,9943.0,6709.0,8438.0,-1.0,7440.0,6957.0,5000.0,-1.0,7273.0,7342.0
1988,-1.0,5441.0,5000.0,-1.0,7826.0,10455.0,5000.0,-1.0,5000.0,93264.0,5500.0,13800.0,5824.0,8364.0,-1.0,-1.0,-1.0,6667.0,-1.0,9783.0,6667.0,5556.0,7143.0,7875.0,11818.0,-1.0,15000.0,-1.0,14424.0,8571.0,4337.0,-1.0,10333.0,10333.0,6709.0,7692.0,-1.0,7520.0,7826.0,5000.0,-1.0,6452.0,7807.0
1989,-1.0,3960.0,5000.0,-1.0,7391.0,10455.0,7143.0,-1.0,5000.0,94324.0,7500.0,28200.0,7553.0,8655.0,-1.0,-1.0,-1.0,8090.0,-1.0,9787.0,7273.0,5556.0,7143.0,8654.0,12174.0,-1.0,15000.0,-1.0,17350.0,9091.0,5051.0,-1.0,11319.0,11319.0,6835.0,8000.0,-1.0,7600.0,7391.0,5000.0,-1.0,7097.0,4451.0
1990,-1.0,5912.0,4433.0,-1.0,9615.0,10455.0,6338.0,-1.0,4412.0,95376.0,5000.0,6250.0,9184.0,8372.0,-1.0,-1.0,-1.0,6485.0,-1.0,9792.0,7692.0,4918.0,8008.0,8182.0,13043.0,-1.0,-1.0,-1.0,14620.0,7143.0,5480.0,-1.0,12442.0,12442.0,5978.0,7692.0,-1.0,7680.0,9615.0,4091.0,-1.0,6373.0,5793.0
1991,-1.0,4797.0,6000.0,-1.0,8151.0,10455.0,3013.0,-1.0,5132.0,85228.0,6040.0,6600.0,4462.0,7500.0,-1.0,-1.0,-1.0,5914.0,-1.0,9996.0,7016.0,5916.0,2552.0,8138.0,17391.0,-1.0,-1.0,-1.0,10903.0,8000.0,4500.0,-1.0,15156.0,15156.0,13344.0,7855.0,-1.0,7760.0,8151.0,3562.0,-1.0,7728.0,7617.0
1992,7500.0,4632.0,6667.0,-1.0,8333.0,10455.0,1543.0,-1.0,5137.0,84643.0,6034.0,4063.0,4992.0,7000.0,11765.0,7000.0,-1.0,5000.0,-1.0,9980.0,7143.0,6061.0,-1.0,9200.0,17857.0,-1.0,-1.0,-1.0,15461.0,7500.0,4706.0,-1.0,15002.0,15002.0,13437.0,8000.0,-1.0,7840.0,8333.0,3482.0,-1.0,7813.0,7578.0
1993,8333.0,4117.0,5263.0,-1.0,8400.0,10455.0,-1.0,-1.0,5143.0,81363.0,7000.0,6200.0,5045.0,8250.0,8056.0,7606.0,5837.0,5864.0,-1.0,9963.0,6818.0,5800.0,-1.0,8181.0,17931.0,-1.0,-1.0,-1.0,20000.0,7703.0,4097.0,7778.0,9591.0,9591.0,13530.0,8125.0,-1.0,7920.0,8400.0,3403.0,-1.0,7879.0,7609.0
1994,8000.0,3589.0,5684.0,-1.0,8462.0,10455.0,-1.0,-1.0,5149.0,84478.0,6818.0,5400.0,6093.0,8333.0,8222.0,7400.0,5963.0,6000.0,-1.0,9947.0,6734.0,5726.0,-1.0,9429.0,18333.0,-1.0,-1.0,-1.0,16667.0,8000.0,4535.0,8981.0,4642.0,4642.0,13623.0,7692.0,-1.0,7600.0,8462.0,3323.0,-1.0,7801.0,6707.0
1995,8000.0,3667.0,6000.0,-1.0,8778.0,10455.0,-1.0,-1.0,5154.0,84364.0,6678.0,5000.0,8240.0,8333.0,9111.0,7667.0,6250.0,5617.0,-1.0,9932.0,6667.0,5000.0,-1.0,5000.0,18571.0,-1.0,-1.0,-1.0,11667.0,8993.0,2428.0,9091.0,6743.0,6743.0,13716.0,8000.0,-1.0,7754.0,8778.0,3244.0,-1.0,7829.0,6944.0
1996,8182.0,4080.0,5668.0,-1.0,9259.0,10455.0,-1.0,-1.0,5102.0,73121.0,6810.0,5000.0,6177.0,8367.0,9000.0,10000.0,6250.0,5037.0,-1.0,9917.0,6000.0,5673.0,-1.0,7703.0,20750.0,-1.0,-1.0,-1.0,16667.0,9091.0,2500.0,9172.0,11809.0,11809.0,13809.0,8000.0,-1.0,7680.0,9259.0,3519.0,-1.0,7854.0,5429.0
1997,8340.0,4276.0,5263.0,-1.0,9286.0,10455.0,-1.0,-1.0,5060.0,91282.0,6924.0,4000.0,4291.0,8400.0,8235.0,8255.0,6250.0,4857.0,-1.0,9903.0,6250.0,5696.0,-1.0,7591.0,18889.0,5556.0,-1.0,5125.0,15000.0,9028.0,3209.0,9231.0,12713.0,12713.0,13902.0,7586.0,-1.0,7753.0,9286.0,3807.0,-1.0,7863.0,6176.0
1998,8333.0,4386.0,5379.0,-1.0,9386.0,10455.0,-1.0,-1.0,5000.0,91429.0,7222.0,4000.0,7126.0,8431.0,8824.0,8000.0,6250.0,5609.0,-1.0,9889.0,5917.0,5730.0,-1.0,7855.0,18000.0,5541.0,-1.0,4815.0,10000.0,9074.0,3222.0,9444.0,9213.0,9213.0,13995.0,7500.0,-1.0,7760.0,9386.0,4095.0,-1.0,7884.0,5747.0
1999,9610.0,4702.0,5340.0,-1.0,9310.0,10455.0,-1.0,-1.0,5000.0,91429.0,7216.0,4800.0,3523.0,8462.0,9833.0,8182.0,6250.0,5125.0,-1.0,9877.0,6201.0,5771.0,-1.0,7890.0,17559.0,5556.0,-1.0,2553.0,14513.0,8934.0,3247.0,9259.0,9974.0,9974.0,14088.0,7554.0,-1.0,7751.0,9310.0,4128.0,-1.0,8000.0,5610.0
2000,11364.0,4840.0,5000.0,-1.0,9333.0,10455.0,-1.0,-1.0,5000.0,91429.0,8000.0,5200.0,5121.0,8462.0,8593.0,8333.0,6250.0,5394.0,-1.0,9865.0,6250.0,5820.0,-1.0,7927.0,16364.0,5556.0,-1.0,7917.0,12826.0,8958.0,3284.0,7500.0,6689.0,6689.0,14182.0,7442.0,-1.0,7840.0,9333.0,4599.0,-1.0,7576.0,5556.0
2001,11862.0,4303.0,5149.0,-1.0,10000.0,10455.0,-1.0,-1.0,5065.0,92857.0,7539.0,4800.0,7252.0,8462.0,8444.0,8226.0,6250.0,5391.0,3279.0,9855.0,6250.0,5875.0,-1.0,8120.0,16364.0,5625.0,-1.0,4114.0,13333.0,8945.0,3956.0,9091.0,7948.0,7948.0,14275.0,7477.0,-1.0,7840.0,10000.0,5000.0,-1.0,7705.0,5238.0
2002,12500.0,2968.0,5104.0,-1.0,10333.0,10455.0,-1.0,-1.0,5043.0,92857.0,7675.0,4074.0,7400.0,8462.0,8485.0,10000.0,6250.0,5471.0,5672.0,9846.0,6061.0,5934.0,-1.0,8015.0,18000.0,5500.0,-1.0,7143.0,13072.0,8989.0,4157.0,9688.0,8667.0,8667.0,14368.0,7457.0,8667.0,7840.0,10333.0,5000.0,-1.0,7612.0,5909.0
2003,12500.0,5345.0,5023.0,69798.0,10323.0,10455.0,-1.0,-1.0,5017.0,81839.0,7840.0,4074.0,6371.0,8462.0,7000.0,8078.0,6250.0,5505.0,5634.0,9905.0,6029.0,6018.0,-1.0,9375.0,18000.0,5385.0,-1.0,5583.0,13987.0,9091.0,3646.0,9706.0,4850.0,4850.0,14649.0,7500.0,8667.0,7840.0,10323.0,5781.0,-1.0,7725.0,5721.0
2004,12500.0,5531.0,4916.0,64066.0,10499.0,10455.0,-1.0,-1.0,5021.0,82193.0,8439.0,4074.0,4362.0,8462.0,8621.0,7092.0,6250.0,5637.0,7376.0,10032.0,6000.0,6125.0,-1.0,5357.0,18000.0,10000.0,-1.0,5131.0,14324.0,9218.0,3893.0,11429.0,7824.0,7824.0,15119.0,7364.0,8462.0,7840.0,10499.0,6558.0,2346.0,7600.0,6275.0
2005,12500.0,5844.0,4844.0,56472.0,10625.0,10455.0,-1.0,-1.0,4903.0,81575.0,8252.0,4333.0,10030.0,8462.0,8462.0,7633.0,6250.0,5604.0,9570.0,10161.0,6250.0,6234.0,-1.0,7865.0,18000.0,5455.0,-1.0,7552.0,14639.0,9286.0,4466.0,9000.0,13145.0,13145.0,15589.0,7285.0,10370.0,7840.0,10625.0,7379.0,4843.0,7763.0,5758.0
2006,12000.0,5681.0,4770.0,55385.0,10909.0,10455.0,-1.0,12727.0,5033.0,77598.0,8824.0,4333.0,6639.0,8462.0,8000.0,7175.0,6250.0,5882.0,7992.0,10000.0,6208.0,6342.0,-1.0,8571.0,18000.0,9091.0,-1.0,58375.0,14966.0,9474.0,5238.0,12609.0,19828.0,19828.0,16059.0,7157.0,8667.0,7840.0,10909.0,8230.0,5532.0,7612.0,6703.0
2007,12857.0,7013.0,4637.0,53333.0,11176.0,10455.0,-1.0,12834.0,4783.0,77492.0,5312.0,4246.0,3763.0,8462.0,8846.0,5866.0,6250.0,5000.0,7639.0,10488.0,6071.0,6450.0,-1.0,8246.0,18000.0,5556.0,-1.0,59190.0,17500.0,9483.0,6218.0,10000.0,17843.0,17843.0,16530.0,7054.0,8333.0,7840.0,11176.0,9100.0,3056.0,7647.0,6514.0
2008,12414.0,6575.0,4558.0,53571.0,11429.0,10455.0,-1.0,12882.0,6000.0,78181.0,10360.0,4283.0,3547.0,8462.0,9167.0,8304.0,6250.0,5882.0,7627.0,10687.0,6000.0,6555.0,-1.0,8292.0,18000.0,5600.0,-1.0,95282.0,15505.0,10195.0,8803.0,9020.0,13578.0,13578.0,17000.0,6954.0,7778.0,6506.0,11429.0,9975.0,4409.0,7934.0,7234.0
2009,12500.0,6844.0,4507.0,65435.0,11667.0,10553.0,-1.0,12926.0,5600.0,80032.0,8054.0,4395.0,5130.0,8549.0,8103.0,5572.0,6250.0,5625.0,7018.0,10887.0,6140.0,6656.0,-1.0,8350.0,18006.0,5806.0,-1.0,80769.0,15479.0,11237.0,10417.0,6957.0,20559.0,20559.0,17470.0,6855.0,7143.0,7658.0,11667.0,10843.0,11412.0,8086.0,7948.0
2010,12500.0,7367.0,4354.0,86541.0,11892.0,10641.0,-1.0,12964.0,5833.0,79840.0,10811.0,4390.0,6107.0,8624.0,8333.0,4974.0,6751.0,5537.0,7656.0,11087.0,6000.0,6753.0,-1.0,8414.0,17990.0,5714.0,-1.0,90498.0,15895.0,12091.0,6354.0,8644.0,21893.0,21893.0,17971.0,6760.0,7143.0,7727.0,11892.0,11692.0,3781.0,8213.0,7715.0
2011,12381.0,7747.0,4275.0,9431.0,12147.0,10713.0,-1.0,12994.0,5417.0,87857.0,9706.0,4386.0,6622.0,8691.0,8824.0,7103.0,7094.0,5557.0,8422.0,11289.0,6304.0,6843.0,-1.0,8478.0,17920.0,9091.0,-1.0,106100.0,16137.0,13152.0,6503.0,8663.0,18144.0,18144.0,18609.0,6671.0,8148.0,7780.0,12147.0,12509.0,10197.0,8346.0,7034.0
2012,12381.0,7746.0,3927.0,8099.0,12703.0,11132.0,-1.0,13194.0,5497.0,91461.0,7890.0,4381.0,6363.0,8974.0,11429.0,6457.0,8000.0,5600.0,8371.0,12121.0,6757.0,7273.0,-1.0,9670.0,17937.0,10268.0,-1.0,118248.0,16379.0,14231.0,5581.0,7826.0,19675.0,19675.0,19091.0,6308.0,5370.0,8667.0,12703.0,13636.0,5429.0,9063.0,6079.0
2013,12632.0,7840.0,4000.0,7094.0,12587.0,10836.0,-1.0,12988.0,5627.0,99643.0,9423.0,4377.0,7359.0,8815.0,10024.0,5948.0,7887.0,5611.0,8519.0,11509.0,6757.0,7273.0,-1.0,8548.0,17955.0,10435.0,-1.0,129317.0,16620.0,14231.0,5561.0,8563.0,20771.0,20771.0,19091.0,6462.0,5000.0,7818.0,12587.0,13636.0,8800.0,8589.0,7067.0
2014,12632.0,8042.0,3945.0,7063.0,12648.0,10687.0,-1.0,12857.0,5633.0,94822.0,13307.0,4372.0,4963.0,8731.0,11429.0,9076.0,7603.0,5623.0,8667.0,11610.0,6513.0,7051.0,-1.0,8551.0,17972.0,9173.0,-1.0,140386.0,16862.0,14231.0,6068.0,7935.0,21867.0,21867.0,20000.0,6464.0,3906.0,7801.0,12648.0,14571.0,10263.0,8413.0,7140.0
