,Austria,Slovakia,Japan,Bhutan,USSR,Belarus,Republic of Korea,Estonia,United Republic of Tanzania,Georgia,Greece,Czechoslovakia,Lithuania,France,Czechia,Poland,Ukraine,Bosnia and Herzegovina,Hungary,Ireland,Republic of Moldova,Russian Federation,Tajikistan,Kyrgyzstan,Yugoslav SFR,Slovenia,Kazakhstan,Brazil,United States of America,Serbia and Montenegro,Latvia,China,"China, mainland",Nepal,Canada,Uzbekistan,Croatia,Bulgaria,Guatemala,South Africa
1977,,,20200.0,4800.0,895000.0,,10360.0,,-1.0,,-1.0,2.0,,8100.0,,36206.0,,,-1.0,-1.0,,,,,1609.0,,,22000.0,23000.0,,,2007000.0,2007000.0,-1.0,43800.0,,,-1.0,,2690.0
1978,,,26400.0,5000.0,850000.0,,10578.0,,-1.0,,-1.0,2.0,,9610.0,,57726.0,,,-1.0,-1.0,,,,,1505.0,,,44500.0,23500.0,,,2550000.0,2550000.0,-1.0,72700.0,,,-1.0,,8400.0
1979,,,22900.0,5500.0,717000.0,,7607.0,,-1.0,,-1.0,2.0,,7804.0,,89964.0,,,-1.0,-1.0,,,,,1580.0,,,31500.0,32000.0,,,2799000.0,2799000.0,-1.0,36100.0,,,-1.0,,5720.0
1980,,,16100.0,5800.0,871000.0,,7745.0,,-1.0,,-1.0,14.0,,7460.0,,99046.0,,,-1.0,-1.0,,,,,2000.0,,,27000.0,45000.0,,,2150000.0,2150000.0,-1.0,25600.0,,,-1.0,,2880.0
1981,,,18000.0,5650.0,476000.0,,7210.0,,-1.0,,-1.0,24.0,,7200.0,,130405.0,,,-1.0,-1.0,,,,,1000.0,,,50000.0,48000.0,,,2600000.0,2600000.0,-1.0,52800.0,,,-1.0,,2771.0
1982,,,19100.0,6200.0,932000.0,,17515.0,,-1.0,,-1.0,71.0,,7700.0,,69376.0,,,-1.0,-1.0,,,,,2000.0,,,44000.0,52000.0,,,2400000.0,2400000.0,-1.0,29000.0,,,-1.0,,871.0
1983,,,17200.0,6500.0,896000.0,,7513.0,,-1.0,,-1.0,19.0,,8700.0,,44745.0,,,-1.0,-1.0,,,,,2267.0,,,35000.0,65000.0,,,2450000.0,2450000.0,-1.0,35900.0,,,-1.0,,572.0
1984,,,18400.0,7968.0,965000.0,,7257.0,,-1.0,,-1.0,15.0,,7700.0,,58947.0,,,-1.0,-1.0,,,,,1644.0,,,30000.0,73000.0,,,2658000.0,2658000.0,-1.0,23100.0,,,-1.0,,492.0
1985,0.0,,17300.0,7100.0,1000000.0,,7283.0,,-1.0,,-1.0,12.0,,6600.0,,38611.0,,,-1.0,-1.0,,,,,2020.0,,,30000.0,78000.0,,,2100000.0,2100000.0,-1.0,21700.0,,,-1.0,,1037.0
1986,0.0,,18400.0,5850.0,875000.0,,11195.0,,-1.0,,-1.0,2.0,,6900.0,,31902.0,,,-1.0,-1.0,,,,,2562.0,,,35000.0,92000.0,,,1805000.0,1805000.0,-1.0,38600.0,,,-1.0,,1051.0
1987,,,18400.0,5800.0,1125000.0,,11627.0,,-1.0,,-1.0,2.0,,7200.0,,61478.0,,,-1.0,-1.0,,,,,1704.0,,,40000.0,95000.0,,,2100000.0,2100000.0,-1.0,44100.0,,,-1.0,,954.0
1988,,,20650.0,6000.0,902000.0,,8827.0,,-1.0,,-1.0,0.0,,20300.0,,72559.0,,,-1.0,-1.0,,,,,887.0,,,56000.0,108000.0,,,1900000.0,1900000.0,-1.0,22700.0,,,-1.0,,142.0
1989,,,20500.0,6100.0,1140000.0,,5213.0,,-1.0,,-1.0,,,22170.0,,71386.0,,,-1.0,-1.0,,,,,1480.0,,,44000.0,112000.0,,,1700000.0,1700000.0,-1.0,18800.0,,,-1.0,,300.0
1990,0.0,,20900.0,7825.0,1417000.0,,4945.0,,-1.0,,-1.0,0.0,,22417.0,,42540.0,,,-1.0,-1.0,,,,,904.0,,,52000.0,123104.0,,,1900000.0,1900000.0,-1.0,30700.0,,,-1.0,,300.0
1991,0.0,,19700.0,4650.0,1217000.0,,6604.0,,-1.0,,-1.0,0.0,,29700.0,,39197.0,,,662.0,-1.0,,,,,864.0,,,47000.0,95000.0,,,2500000.0,2500000.0,-1.0,23300.0,,,-1.0,,291.0
1992,0.0,,21700.0,5239.0,,8000.0,8169.0,114.0,-1.0,-1.0,-1.0,0.0,200.0,26200.0,,35962.0,351067.0,-1.0,650.0,-1.0,2285.0,1037620.0,5609.0,-1.0,,308.0,220000.0,38000.0,93000.0,155.0,40.0,3100000.0,3100000.0,-1.0,10750.0,260.0,45.0,-1.0,,289.0
1993,0.0,455.0,20000.0,6000.0,,18000.0,4429.0,122.0,-1.0,-1.0,-1.0,,1300.0,31800.0,3000.0,50564.0,528000.0,-1.0,700.0,-1.0,5477.0,805900.0,5600.0,-1.0,,303.0,130000.0,53000.0,85000.0,0.0,100.0,2500000.0,2500000.0,-1.0,7600.0,-1.0,42.0,2000.0,,287.0
1994,0.0,450.0,18000.0,5135.0,,4000.0,5479.0,100.0,-1.0,-1.0,-1.0,,200.0,25900.0,2377.0,30054.0,342000.0,-1.0,900.0,-1.0,3488.0,781500.0,-1.0,-1.0,,1091.0,84000.0,48962.0,92000.0,-1.0,100.0,2314000.0,2314000.0,-1.0,12400.0,-1.0,3.0,3460.0,-1.0,285.0
1995,0.0,460.0,21100.0,4974.0,,13700.0,6994.0,50.0,-1.0,-1.0,-1.0,,600.0,16593.0,2000.0,45402.0,340500.0,-1.0,1000.0,-1.0,1733.0,597000.0,5308.0,-1.0,,856.0,53000.0,50000.0,82000.0,-1.0,40.0,2200000.0,2200000.0,-1.0,21200.0,-1.0,26.0,5000.0,,283.0
1996,0.0,440.0,24000.0,5000.0,,17800.0,4884.0,46.0,-1.0,-1.0,-1.0,,1500.0,15258.0,1500.0,51023.0,301000.0,-1.0,1279.0,-1.0,2535.0,485450.0,18839.0,-1.0,,665.0,29430.0,48814.0,63000.0,-1.0,100.0,2180000.0,2180000.0,-1.0,22200.0,-1.0,26.0,-1.0,,280.0
1997,0.0,450.0,20000.0,4709.0,,15000.0,4730.0,47.0,-1.0,-1.0,-1.0,,3500.0,19383.0,2000.0,49313.0,405100.0,-1.0,977.0,-1.0,3911.0,630450.0,8265.0,-1.0,,498.0,18320.0,48712.0,80000.0,-1.0,800.0,2365000.0,2365000.0,-1.0,16500.0,-1.0,17.0,-1.0,,278.0
1998,0.0,420.0,17900.0,4560.0,,14000.0,3859.0,157.0,-1.0,-1.0,-1.0,,8000.0,25593.0,2500.0,57987.0,340900.0,-1.0,778.0,-1.0,3645.0,465940.0,6.0,-1.0,,471.0,11940.0,48857.0,74931.0,-1.0,1600.0,2000000.0,2000000.0,-1.0,14800.0,-1.0,140.0,-1.0,,276.0
1999,0.0,430.0,23000.0,4000.0,,8800.0,4505.0,64.0,300.0,-1.0,-1.0,,8600.0,25390.0,3219.0,60321.0,222100.0,-1.0,989.0,-1.0,5913.0,578760.0,1.0,100.0,,687.0,16100.0,48928.0,63000.0,-1.0,2200.0,1700000.0,1700000.0,-1.0,12500.0,-1.0,139.0,-1.0,,250.0
2000,0.0,450.0,28500.0,3000.0,,18000.0,2898.0,548.0,400.0,13.0,-1.0,,14700.0,36934.0,3000.0,73384.0,480600.0,-1.0,655.0,-1.0,7405.0,997600.0,17.0,70.0,,683.0,28700.0,49011.0,65000.0,-1.0,5905.0,1950000.0,1950000.0,-1.0,13600.0,-1.0,167.0,-1.0,,300.0
2001,0.0,420.0,26000.0,4000.0,,16000.0,3796.0,585.0,750.0,52.0,-1.0,,12700.0,58872.0,2500.0,58661.0,387600.0,-1.0,769.0,-1.0,5001.0,574360.0,8.0,300.0,,802.0,44900.0,49073.0,70185.0,-1.0,9800.0,1250000.0,1250000.0,-1.0,16300.0,-1.0,132.0,-1.0,,271.0
2002,0.0,450.0,25400.0,2786.0,,7000.0,3725.0,67.0,1000.0,60.0,-1.0,,10600.0,80788.0,2000.0,40042.0,209400.0,-1.0,831.0,-1.0,999.0,302480.0,38.0,300.0,,1264.0,29647.0,48000.0,71060.0,-1.0,8300.0,968000.0,968000.0,6000.0,12200.0,-1.0,115.0,-1.0,,269.0
2003,0.0,470.0,26800.0,2190.0,,11605.0,2552.0,159.0,1500.0,50.0,-1.0,,14700.0,101729.0,2500.0,37657.0,310900.0,-1.0,500.0,-1.0,1340.0,525350.0,18.0,507.0,,560.0,48424.0,49745.0,71061.0,-1.0,5400.0,1340000.0,1340000.0,6500.0,9900.0,-1.0,121.0,-1.0,,267.0
2004,0.0,460.0,20400.0,2508.0,,11893.0,2012.0,144.0,2000.0,100.0,-1.0,,13000.0,143901.0,2277.0,61697.0,293600.0,-1.0,392.0,-1.0,1129.0,649560.0,0.0,470.0,,244.0,52387.0,50072.0,70344.0,-1.0,6900.0,900000.0,900000.0,7000.0,1500.0,-1.0,100.0,-1.0,,264.0
2005,0.0,409.0,31200.0,7090.0,,7268.0,2243.0,485.0,3500.0,100.0,-1.0,,15700.0,124217.0,2000.0,72096.0,274700.0,-1.0,463.0,-1.0,964.0,605640.0,0.0,347.0,,1453.0,43700.0,50000.0,69283.0,-1.0,9900.0,750000.0,750000.0,7100.0,4600.0,-1.0,150.0,-1.0,,262.0
2006,0.0,340.0,33000.0,8523.0,,5142.0,3479.0,83.0,4000.0,100.0,-1.0,,8900.0,87000.0,2069.0,54161.0,229200.0,-1.0,205.0,-1.0,526.0,865243.0,0.0,270.0,,497.0,58930.0,51000.0,66000.0,,6900.0,440000.0,440000.0,7200.0,7400.0,-1.0,200.0,-1.0,,260.0
2007,0.0,150.0,26300.0,7994.0,,12997.0,2447.0,337.0,5000.0,100.0,-1.0,,20900.0,117148.0,1961.0,84236.0,217400.0,-1.0,472.0,-1.0,437.0,1004433.0,0.0,195.0,,761.0,81400.0,52000.0,68000.0,,11100.0,650000.0,650000.0,7800.0,2300.0,-1.0,350.0,-1.0,,257.0
2008,0.0,87.0,23200.0,5275.0,,18016.0,2545.0,200.0,6000.0,100.0,-1.0,,20900.0,98000.0,2234.0,68726.0,240600.0,-1.0,335.0,-1.0,483.0,924110.0,0.0,131.0,,733.0,16570.0,53445.0,83000.0,,7100.0,640000.0,640000.0,7900.0,0.0,-1.0,200.0,-1.0,,255.0
2009,0.0,84.0,15300.0,3898.0,,19430.0,2210.0,91.0,7500.0,100.0,-1.0,,14700.0,114500.0,2291.0,81226.0,188600.0,-1.0,235.0,-1.0,580.0,564040.0,0.0,48.0,,944.0,61580.0,54542.0,81371.0,,4800.0,570000.0,570000.0,8300.0,0.0,-1.0,300.0,-1.0,,252.0
2010,0.0,54.0,29700.0,3950.0,,18400.0,1954.0,100.0,8000.0,100.0,-1.0,,14000.0,125900.0,2429.0,97220.0,133700.0,816.0,407.0,-1.0,480.0,339293.0,0.0,110.0,,1370.0,26960.0,55598.0,78704.0,,5500.0,500000.0,500000.0,8320.0,0.0,-1.0,300.0,-1.0,,250.0
2011,0.0,737.0,32000.0,8337.0,,44471.0,2370.0,200.0,8800.0,100.0,-1.0,,26000.0,91400.0,2431.0,92985.0,281600.0,926.0,681.0,-1.0,239.0,800375.0,0.0,79.0,,1245.0,37430.0,57000.0,78262.0,,9600.0,780000.0,780000.0,8841.0,0.0,-1.0,340.0,-1.0,,235.0
2012,0.0,168.0,44600.0,4303.0,,39328.0,2512.0,200.0,18000.0,100.0,-1.0,,30600.0,105000.0,2500.0,94421.0,238700.0,669.0,110.0,-1.0,64.0,796551.0,0.0,61.0,,1340.0,48040.0,60000.0,82000.0,,8000.0,675000.0,675000.0,10021.0,100.0,-1.0,352.0,-1.0,,240.0
2013,0.0,49.0,33400.0,4384.0,,30329.0,1923.0,400.0,20000.0,125.0,-1.0,,28300.0,154800.0,2400.0,90874.0,179020.0,977.0,370.0,-1.0,40.0,833936.0,0.0,25.0,,1052.0,83565.0,62000.0,81000.0,,10900.0,633000.0,633000.0,10056.0,401.0,-1.0,390.0,-1.0,,250.0
2014,0.0,67.0,31100.0,4294.0,,18382.0,1934.0,600.0,24148.0,109.0,-1.0,,35600.0,111300.0,2500.0,83499.0,167440.0,926.0,530.0,-1.0,188.0,661764.0,0.0,22.0,,1279.0,46530.0,64000.0,83000.0,,8500.0,564900.0,564900.0,10335.0,401.0,-1.0,495.0,-1.0,,239.0
