,"China, Taiwan Province of",Zambia,Syrian Arab Republic,Brazil,Nepal,Ethiopia,Indonesia,Liberia,Greece,Bangladesh,Malawi,Eritrea,New Caledonia,Bahamas,Mongolia,Guatemala,Latvia,Slovenia,Madagascar,Luxembourg,Guinea,Botswana,Saudi Arabia,Fiji,Sweden,Switzerland,Sri Lanka,Azerbaijan,Central African Republic,Bosnia and Herzegovina,China,Colombia,Libya,United Republic of Tanzania,Guinea-Bissau,Kazakhstan,Estonia,Saint Vincent and the Grenadines,Hungary,France,Togo,Mali,Paraguay,Saint Kitts and Nevis,Melanesia,Serbia and Montenegro,Cameroon,Grenada,Dominican Republic,El Salvador,Denmark,Canada,Spain,Afghanistan,Iraq,The former Yugoslav Republic of Macedonia,New Zealand,Belize,Czechoslovakia,Nigeria,Czechia,Argentina,Democratic People's Republic of Korea,Germany,Cabo Verde,Morocco,Ethiopia PDR,Gabon,Romania,Ecuador,Jordan,Mexico,Albania,Slovakia,Jamaica,Trinidad and Tobago,Thailand,Lithuania,Finland,Netherlands,Angola,Norway,Turkey,Burundi,Belarus,Croatia,Myanmar,Burkina Faso,Philippines,Viet Nam,Lao People's Democratic Republic,Australia,Maldives,Ireland,Zimbabwe,Yugoslav SFR,Republic of Korea,Papua New Guinea,Cuba,Rwanda,Australia & New Zealand,Barbados,Algeria,Senegal,Saint Lucia,Uganda,Dominica,Belgium,Chad,Lesotho,Comoros,Uruguay,Italy,Panama,Sudan (former),Armenia,Lebanon,Uzbekistan,Occupied Palestinian Territory,Chile,Portugal,Kenya,Poland,"China, mainland",Russian Federation,Nicaragua,Haiti,India,Ukraine,Bolivia (Plurinational State of),Peru,Serbia,Israel,Malta,South Sudan,Namibia,Benin,United Kingdom,Japan,Pakistan,Somalia,Venezuela (Bolivarian Republic of),Cyprus,Guyana,Bulgaria,United States of America,Iran (Islamic Republic of),Democratic Republic of the Congo,Cambodia,Timor-Leste,Costa Rica,Tajikistan,Austria,Niger,Mozambique,Bhutan,Congo,USSR,Honduras,Tunisia,Côte d'Ivoire,Gambia,Solomon Islands,South Africa,Sierra Leone,Réunion,Egypt,Ghana,Mauritania,Swaziland,Republic of Moldova,Belgium-Luxembourg
2001,405.0,3280.0,20504.0,175702.0,11739.0,72693.0,17206.0,321.0,3564.0,8387.0,39244.0,6644.0,2.0,3.0,68.0,6987.0,725.0,50.0,6298.0,0.0,3388.0,875.0,223.0,58.0,7704.0,746.0,484.0,0.0,1541.0,922.0,346915.0,8275.0,190.0,54939.0,277.0,4500.0,1400.0,44.0,26332.0,66542.0,3276.0,664.0,4720.0,9.0,656.0,2805.0,15263.0,2.0,2896.0,3827.0,7750.0,274582.0,58460.0,1356.0,10078.0,2551.0,6020.0,260.0,-1.0,139968.0,9320.0,20818.0,29200.0,43833.0,2280.0,18975.0,-1.0,13.0,2260.0,6240.0,385.0,73342.0,4265.0,1459.0,167.0,94.0,20578.0,12140.0,1100.0,1894.0,7188.0,0.0,161642.0,20908.0,18700.0,758.0,110116.0,13492.0,1550.0,20382.0,747.0,127259.0,3.0,170.0,4870.0,-1.0,921.0,419.0,3007.0,11490.0,133279.0,56.0,2891.0,3996.0,1.0,46842.0,17.0,1834.0,9740.0,1137.0,690.0,495.0,19433.0,428.0,6664.0,200.0,764.0,450.0,437.0,5716.0,1738.0,16178.0,9300.0,346510.0,186139.0,8982.0,3717.0,704356.0,79900.0,3342.0,9861.0,-1.0,1901.0,46.0,-1.0,743.0,4225.0,62000.0,4042.0,65451.0,5010.0,831.0,167.0,49.0,1171.0,59000.0,98920.0,7913.0,1592.0,252.0,884.0,1030.0,7254.0,159118.0,8560.0,72.0,550.0,-1.0,6450.0,6437.0,1892.0,559.0,177.0,11527.0,2875.0,146.0,34238.0,2709.0,3386.0,193.0,2500.0,-1.0
2002,436.0,3520.0,21086.0,178170.0,12358.0,75163.0,15593.0,275.0,3444.0,8240.0,41788.0,5114.0,2.0,4.0,65.0,6951.0,1042.0,67.0,6301.0,0.0,3497.0,900.0,195.0,56.0,6983.0,904.0,545.0,0.0,1250.0,950.0,330040.0,8700.0,162.0,53197.0,286.0,5780.0,802.0,44.0,6666.0,70701.0,2669.0,633.0,5127.0,9.0,589.0,2730.0,15739.0,2.0,2618.0,3858.0,5550.0,269303.0,65306.0,2358.0,9790.0,2639.0,6072.0,247.0,-1.0,142371.0,7944.0,16904.0,28000.0,37031.0,2240.0,17588.0,-1.0,13.0,2542.0,9465.0,233.0,66495.0,4250.0,1791.0,174.0,65.0,18742.0,8560.0,1000.0,2205.0,6972.0,0.0,153445.0,20214.0,10500.0,761.0,112898.0,17425.0,1513.0,21083.0,710.0,113036.0,3.0,280.0,4942.0,-1.0,738.0,351.0,1600.0,11529.0,119108.0,59.0,3137.0,4383.0,1.0,47737.0,15.0,1850.0,9772.0,1078.0,720.0,501.0,19560.0,418.0,6783.0,170.0,682.0,310.0,448.0,5501.0,1766.0,20978.0,8890.0,329604.0,193617.0,10406.0,4232.0,709812.0,92900.0,3955.0,9544.0,-1.0,1586.0,46.0,-1.0,1215.0,3817.0,56000.0,4040.0,68788.0,5200.0,1237.0,158.0,45.0,1321.0,52500.0,91267.0,7553.0,1798.0,255.0,834.0,640.0,7355.0,171913.0,40800.0,62.0,532.0,-1.0,5045.0,7012.0,1941.0,577.0,180.0,7569.0,3360.0,143.0,36217.0,2700.0,3551.0,209.0,2400.0,-1.0
2003,383.0,3881.0,19868.0,176197.0,11696.0,84615.0,15917.0,325.0,3369.0,7317.0,38492.0,6334.0,2.0,4.0,58.0,7140.0,625.0,78.0,6307.0,0.0,3051.0,913.0,201.0,40.0,7977.0,858.0,385.0,0.0,1263.0,926.0,299543.0,8603.0,130.0,47889.0,249.0,6080.0,1469.0,40.0,7955.0,69133.0,2783.0,673.0,5216.0,9.0,674.0,2701.0,16218.0,2.0,2104.0,4004.0,5550.0,297443.0,67284.0,2340.0,6031.0,2863.0,6072.0,207.0,-1.0,149948.0,6964.0,12293.0,28800.0,40364.0,2160.0,17999.0,-1.0,12.0,3476.0,9023.0,346.0,58300.0,4156.0,1553.0,160.0,56.0,15382.0,8460.0,800.0,2328.0,9970.0,0.0,135644.0,19320.0,10500.0,481.0,114891.0,11692.0,1542.0,20696.0,665.0,118488.0,3.0,260.0,5121.0,-1.0,723.0,440.0,3600.0,10353.0,124560.0,70.0,3314.0,5662.0,1.0,49447.0,14.0,1850.0,11352.0,632.0,720.0,491.0,19539.0,410.0,6911.0,170.0,572.0,300.0,426.0,5990.0,1757.0,19201.0,8948.0,299160.0,193314.0,8339.0,4250.0,753751.0,64400.0,4043.0,9027.0,-1.0,1331.0,46.0,-1.0,1260.0,4015.0,60500.0,4040.0,66419.0,5360.0,1610.0,132.0,42.0,908.0,50000.0,83343.0,7773.0,1564.0,248.0,654.0,490.0,6849.0,112858.0,45844.0,66.0,539.0,-1.0,5053.0,7004.0,1993.0,504.0,192.0,6132.0,3689.0,145.0,35034.0,2820.0,2919.0,230.0,2000.0,-1.0
2004,442.0,3840.0,21202.0,161624.0,11711.0,87846.0,15919.0,250.0,3394.0,7162.0,42931.0,5573.0,2.0,3.0,64.0,7114.0,640.0,131.0,6272.0,0.0,3451.0,750.0,174.0,24.0,5859.0,888.0,443.0,0.0,1350.0,913.0,315767.0,9384.0,129.0,51519.0,282.0,7120.0,1400.0,42.0,7370.0,64970.0,2974.0,645.0,5596.0,8.0,621.0,2582.0,15237.0,2.0,2017.0,5661.0,4750.0,306745.0,63718.0,2289.0,1765.0,2647.0,5560.0,240.0,-1.0,156704.0,7490.0,13845.0,28000.0,37960.0,2140.0,17198.0,-1.0,13.0,2480.0,3860.0,367.0,57199.0,3934.0,1696.0,125.0,48.0,13894.0,7780.0,800.0,1802.0,10547.0,0.0,128048.0,21704.0,8000.0,236.0,120083.0,17521.0,1534.0,21000.0,689.0,107207.0,2.0,370.0,3657.0,-1.0,607.0,400.0,3000.0,10226.0,112767.0,45.0,3219.0,6676.0,1.0,50352.0,13.0,1700.0,11292.0,843.0,720.0,500.0,19563.0,465.0,7547.0,160.0,562.0,300.0,403.0,6354.0,1650.0,15571.0,10937.0,315325.0,181843.0,9729.0,4874.0,723320.0,72700.0,3972.0,8970.0,-1.0,1646.0,46.0,-1.0,1282.0,3976.0,61000.0,4036.0,70948.0,5946.0,1153.0,144.0,43.0,801.0,55000.0,80664.0,8116.0,2423.0,260.0,654.0,670.0,6434.0,144288.0,56698.0,72.0,542.0,-1.0,5633.0,6993.0,2141.0,570.0,195.0,5603.0,3855.0,160.0,30879.0,3150.0,3492.0,202.0,2300.0,-1.0
2005,382.0,3880.0,21082.0,172928.0,11861.0,81590.0,15455.0,275.0,3753.0,6635.0,42497.0,3657.0,2.0,4.0,54.0,7193.0,400.0,213.0,6386.0,0.0,3173.0,500.0,187.0,24.0,4698.0,960.0,408.0,1296.0,1390.0,882.0,267257.0,9084.0,114.0,28177.0,309.0,5705.0,1450.0,42.0,7365.0,49936.0,3050.0,460.0,6049.0,8.0,658.0,2574.0,15571.0,1.0,2452.0,4019.0,2700.0,287318.0,41143.0,2358.0,1493.0,2647.0,5032.0,222.0,-1.0,162335.0,7615.0,21637.0,29600.0,33660.0,2180.0,18426.0,-1.0,14.0,2999.0,3345.0,334.0,59419.0,4664.0,1487.0,140.0,51.0,21450.0,7620.0,800.0,1615.0,9621.0,0.0,124891.0,18332.0,8200.0,245.0,129025.0,17419.0,1518.0,21732.0,683.0,111788.0,3.0,410.0,4933.0,-1.0,543.0,440.0,2800.0,11460.0,116820.0,61.0,3070.0,5824.0,1.0,51489.0,14.0,1600.0,10836.0,1658.0,720.0,493.0,19545.0,471.0,8092.0,170.0,651.0,240.0,415.0,7068.0,1738.0,17724.0,11723.0,266875.0,190159.0,8227.0,4682.0,750063.0,71800.0,3949.0,8293.0,-1.0,2237.0,45.0,-1.0,1341.0,2576.0,62000.0,3531.0,69050.0,5200.0,846.0,144.0,43.0,385.0,55000.0,84683.0,8306.0,3360.0,279.0,561.0,660.0,5976.0,171249.0,57763.0,116.0,552.0,-1.0,3870.0,7544.0,2295.0,625.0,192.0,6246.0,3983.0,164.0,28856.0,3455.0,3295.0,210.0,2100.0,-1.0
2006,311.0,3920.0,20819.0,162021.0,11857.0,87572.0,15310.0,295.0,3782.0,6721.0,42946.0,2833.0,3.0,4.0,70.0,11823.0,380.0,141.0,6430.0,0.0,3195.0,94.0,192.0,40.0,3279.0,960.0,409.0,1196.0,1450.0,877.0,285571.0,9768.0,114.0,54130.0,300.0,7450.0,1793.0,42.0,7365.0,34475.0,3094.0,557.0,6200.0,9.0,671.0,-1.0,15468.0,2.0,2165.0,5426.0,1800.0,296196.0,39549.0,2400.0,1608.0,2549.0,4017.0,216.0,-1.0,165635.0,6240.0,22305.0,28000.0,21649.0,2160.0,18446.0,-1.0,10.0,2871.0,3215.0,141.0,54981.0,3599.0,1395.0,125.0,14.0,13280.0,8200.0,800.0,1065.0,12609.0,0.0,114902.0,17742.0,5100.0,532.0,137917.0,10832.0,1657.0,22500.0,678.0,100499.0,4.0,290.0,4208.0,-1.0,593.0,424.0,2800.0,11631.0,104516.0,47.0,2910.0,5083.0,2.0,52646.0,14.0,1300.0,8872.0,1326.0,732.0,504.0,19535.0,489.0,8681.0,180.0,491.0,200.0,388.0,4320.0,1625.0,19343.0,13519.0,285260.0,186162.0,8336.0,7082.0,815588.0,77000.0,4137.0,11941.0,1966.0,1941.0,43.0,-1.0,1350.0,5840.0,62000.0,3532.0,71434.0,5086.0,889.0,151.0,44.0,646.0,55000.0,85706.0,9907.0,2880.0,292.0,481.0,692.0,5306.0,200016.0,64305.0,117.0,542.0,-1.0,3144.0,8319.0,2281.0,540.0,204.0,5751.0,4185.0,161.0,34612.0,3766.0,3616.0,203.0,2100.0,-1.0
2007,332.0,4000.0,19570.0,162271.0,11772.0,97364.0,13907.0,305.0,3451.0,4541.0,43643.0,2864.0,2.0,4.0,70.0,12875.0,370.0,110.0,6544.0,48.0,3204.0,348.0,217.0,36.0,2642.0,784.0,455.0,1296.0,1502.0,853.0,279307.0,9930.0,114.0,44712.0,300.0,7450.0,1500.0,43.0,5365.0,24312.0,2975.0,530.0,4296.0,9.0,632.0,-1.0,16368.0,2.0,2063.0,5938.0,1000.0,321984.0,36329.0,3000.0,1079.0,2546.0,3532.0,222.0,-1.0,157915.0,5434.0,22883.0,29600.0,23074.0,2080.0,16112.0,-1.0,10.0,11198.0,3422.0,233.0,53155.0,3655.0,1097.0,109.0,27.0,13348.0,8100.0,1100.0,1155.0,11250.0,483.0,105449.0,17010.0,6100.0,275.0,147045.0,19978.0,1699.0,22650.0,744.0,92101.0,3.0,240.0,4018.0,-1.0,576.0,384.0,3100.0,11027.0,95633.0,41.0,2827.0,8166.0,2.0,36124.0,13.0,1400.0,8109.0,816.0,750.0,510.0,19637.0,338.0,10513.0,200.0,440.0,250.0,311.0,3720.0,1564.0,20537.0,10602.0,278975.0,175441.0,8610.0,6791.0,753618.0,46500.0,3860.0,12365.0,1903.0,1533.0,43.0,-1.0,1395.0,5807.0,62000.0,3741.0,72336.0,4704.0,723.0,131.0,46.0,436.0,55000.0,62945.0,9997.0,2032.0,311.0,452.0,580.0,4245.0,216755.0,58649.0,109.0,552.0,-1.0,3251.0,8724.0,2376.0,524.0,210.0,6626.0,4233.0,149.0,34620.0,3922.0,3756.0,211.0,6100.0,-1.0
2008,331.0,4480.0,16447.0,174969.0,11779.0,95629.0,14410.0,250.0,3381.0,4778.0,43977.0,3473.0,2.0,5.0,65.0,9167.0,660.0,93.0,6728.0,59.0,3150.0,490.0,174.0,160.0,3974.0,608.0,423.0,1460.0,1600.0,853.0,259956.0,9264.0,117.0,50635.0,306.0,11630.0,1400.0,44.0,5365.0,29452.0,3592.0,597.0,4774.0,9.0,778.0,-1.0,18889.0,2.0,2341.0,7183.0,800.0,496769.0,35560.0,3180.0,566.0,2552.0,3025.0,247.0,-1.0,89021.0,6436.0,25109.0,30000.0,21772.0,2000.0,16601.0,-1.0,10.0,8931.0,2984.0,181.0,54106.0,3635.0,1115.0,143.0,24.0,13290.0,7500.0,800.0,1230.0,20623.0,100.0,94559.0,17644.0,8300.0,260.0,149097.0,16770.0,1646.0,23150.0,730.0,86505.0,4.0,420.0,4575.0,-1.0,612.0,400.0,2300.0,11467.0,89531.0,41.0,3081.0,6477.0,2.0,35724.0,16.0,1500.0,8939.0,716.0,629.0,524.0,19651.0,338.0,10600.0,200.0,325.0,250.0,297.0,3805.0,1501.0,17049.0,11284.0,259625.0,196744.0,8949.0,6913.0,705192.0,66200.0,4140.0,13320.0,1917.0,1422.0,44.0,-1.0,1440.0,4455.0,47000.0,3843.0,70429.0,5502.0,445.0,107.0,47.0,382.0,55000.0,78518.0,10112.0,2212.0,305.0,689.0,513.0,3055.0,176602.0,59000.0,115.0,563.0,-1.0,4775.0,8170.0,2718.0,440.0,216.0,7733.0,4526.0,174.0,34624.0,3600.0,3755.0,219.0,4000.0,-1.0
2009,331.0,4640.0,18245.0,148757.0,12016.0,87656.0,12908.0,266.0,3684.0,5072.0,47628.0,3325.0,3.0,3.0,66.0,15642.0,626.0,90.0,6793.0,70.0,2714.0,425.0,185.0,352.0,5474.0,674.0,466.0,1460.0,1625.0,833.0,258658.0,8915.0,121.0,71855.0,323.0,15960.0,2100.0,45.0,4365.0,58896.0,3712.0,503.0,4414.0,8.0,995.0,-1.0,21657.0,2.0,2402.0,4715.0,1200.0,494025.0,43243.0,4302.0,526.0,2372.0,3056.0,248.0,-1.0,108542.0,6905.0,24484.0,30400.0,25620.0,2080.0,17529.0,-1.0,9.0,9818.0,3020.0,482.0,61009.0,3550.0,1341.0,128.0,40.0,13300.0,9800.0,1100.0,1230.0,20748.0,100.0,92997.0,17010.0,9200.0,249.0,150182.0,22549.0,1708.0,22647.0,706.0,99930.0,5.0,460.0,4313.0,-1.0,585.0,400.0,2000.0,10721.0,102986.0,47.0,3385.0,3857.0,2.0,35818.0,13.0,1550.0,9834.0,1453.0,840.0,500.0,18626.0,302.0,10388.0,200.0,430.0,260.0,83.0,5760.0,1491.0,20989.0,18483.0,258327.0,235915.0,7794.0,7733.0,874802.0,77800.0,6144.0,13094.0,1837.0,1400.0,43.0,-1.0,1485.0,4578.0,47000.0,3543.0,69810.0,5575.0,1277.0,108.0,44.0,398.0,55000.0,71454.0,10796.0,2600.0,293.0,813.0,541.0,3217.0,237187.0,65431.0,136.0,587.0,-1.0,3976.0,8415.0,2813.0,444.0,240.0,8758.0,4615.0,176.0,34618.0,3802.0,4189.0,229.0,2000.0,-1.0
2010,448.0,4800.0,18975.0,159481.0,11633.0,99039.0,14856.0,300.0,3682.0,5642.0,48735.0,3334.0,3.0,3.0,70.0,15907.0,803.0,95.0,7677.0,61.0,2723.0,506.0,186.0,464.0,3879.0,680.0,415.0,1465.0,1700.0,849.0,261526.0,8830.0,103.0,52816.0,327.0,17800.0,1379.0,41.0,5345.0,41535.0,3667.0,525.0,4819.0,8.0,1107.0,-1.0,27001.0,2.0,2469.0,4491.0,1800.0,317700.0,52906.0,4860.0,491.0,2349.0,5070.0,271.0,-1.0,114191.0,5310.0,26704.0,30400.0,20460.0,1916.0,18843.0,-1.0,9.0,9501.0,3548.0,236.0,49118.0,3861.0,1008.0,151.0,30.0,13780.0,10300.0,1600.0,1230.0,23607.0,100.0,89247.0,20303.0,9300.0,252.0,150153.0,16495.0,1927.0,21076.0,828.0,118614.0,5.0,290.0,5247.0,-1.0,517.0,400.0,1900.0,11261.0,123684.0,50.0,3874.0,2838.0,2.0,36961.0,14.0,1350.0,8678.0,993.0,900.0,467.0,18626.0,348.0,10950.0,200.0,432.0,140.0,99.0,4719.0,1337.0,19525.0,15278.0,261078.0,327238.0,10902.0,7574.0,938282.0,66900.0,4954.0,12644.0,1775.0,1409.0,44.0,-1.0,1576.0,3899.0,45000.0,3041.0,67116.0,6849.0,2070.0,107.0,42.0,283.0,55000.0,75095.0,11188.0,2720.0,337.0,883.0,592.0,3050.0,198684.0,74515.0,138.0,649.0,-1.0,3872.0,8218.0,2826.0,440.0,240.0,6981.0,4738.0,216.0,28657.0,3750.0,4159.0,239.0,1600.0,-1.0
2011,552.0,4960.0,18494.0,129610.0,12682.0,115457.0,12250.0,300.0,3852.0,5676.0,50430.0,3388.0,4.0,3.0,75.0,16121.0,884.0,84.0,8322.0,34.0,2745.0,337.0,188.0,452.0,3163.0,678.0,423.0,1532.0,1750.0,844.0,268765.0,8970.0,108.0,78927.0,330.0,17500.0,2038.0,42.0,5335.0,31200.0,5421.0,536.0,4880.0,8.0,1444.0,-1.0,18439.0,2.0,2453.0,5971.0,1350.0,235362.0,60476.0,5182.0,526.0,2352.0,5047.0,335.0,-1.0,130285.0,5297.0,33228.0,28000.0,22440.0,2447.0,16883.0,-1.0,9.0,11018.0,2545.0,225.0,56869.0,3846.0,807.0,157.0,32.0,13744.0,9500.0,1200.0,1230.0,35755.0,200.0,88994.0,24287.0,10900.0,231.0,152040.0,22080.0,1880.0,20117.0,834.0,97356.0,5.0,410.0,5355.0,-1.0,622.0,640.0,2400.0,15269.0,102403.0,50.0,3868.0,3882.0,2.0,37750.0,14.0,958.0,11346.0,843.0,930.0,496.0,18697.0,263.0,9438.0,200.0,433.0,200.0,101.0,3761.0,1344.0,26623.0,16636.0,268213.0,354315.0,10617.0,7043.0,864300.0,57700.0,6137.0,13487.0,1309.0,1443.0,39.0,-1.0,1620.0,4204.0,35000.0,3043.0,65900.0,7200.0,2053.0,109.0,44.0,307.0,69000.0,78232.0,11415.0,2600.0,347.0,862.0,580.0,2955.0,198795.0,81958.0,140.0,670.0,-1.0,5332.0,8011.0,2859.0,480.0,348.0,5787.0,4861.0,220.0,22000.0,3750.0,4247.0,240.0,1200.0,-1.0
2012,440.0,4960.0,16881.0,123823.0,12757.0,108181.0,9103.0,250.0,4047.0,5672.0,51535.0,3367.0,4.0,3.0,75.0,16262.0,1756.0,97.0,8881.0,48.0,2723.0,460.0,190.0,456.0,3004.0,693.0,422.0,1546.0,1800.0,789.0,269700.0,5346.0,105.0,73264.0,330.0,12350.0,2900.0,43.0,5205.0,29841.0,7028.0,534.0,5278.0,8.0,1460.0,-1.0,20984.0,2.0,2537.0,10900.0,1350.0,323368.0,51367.0,4447.0,526.0,2349.0,3148.0,405.0,-1.0,134866.0,5279.0,17955.0,28800.0,24780.0,2203.0,17529.0,-1.0,9.0,11301.0,2287.0,371.0,60431.0,3826.0,678.0,166.0,30.0,14050.0,9100.0,1200.0,1230.0,38352.0,0.0,91439.0,24083.0,11400.0,240.0,151945.0,20661.0,1848.0,19436.0,838.0,93534.0,5.0,450.0,5355.0,-1.0,806.0,640.0,2300.0,15305.0,96682.0,50.0,3849.0,3695.0,2.0,37900.0,14.0,770.0,11614.0,869.0,960.0,484.0,17797.0,392.0,-1.0,200.0,439.0,250.0,103.0,4156.0,1343.0,27909.0,16434.0,269260.0,350093.0,10143.0,8913.0,931200.0,60800.0,6991.0,13575.0,1220.0,1972.0,38.0,10950.0,1530.0,4247.0,25000.0,3046.0,64524.0,6400.0,2108.0,130.0,44.0,359.0,65000.0,77629.0,11415.0,2600.0,349.0,69.0,700.0,2243.0,220128.0,80774.0,141.0,685.0,-1.0,6020.0,8035.0,3110.0,500.0,360.0,5838.0,4744.0,220.0,15281.0,3900.0,4244.0,243.0,900.0,-1.0
2013,406.0,5137.0,15725.0,138154.0,14995.0,96008.0,9250.0,250.0,4264.0,4823.0,42689.0,3315.0,3.0,3.0,70.0,16462.0,1810.0,97.0,6630.0,43.0,2856.0,568.0,197.0,464.0,3004.0,702.0,432.0,1527.0,1886.0,601.0,224574.0,5899.0,82.0,71654.0,332.0,14050.0,2490.0,44.0,5205.0,30100.0,7107.0,731.0,5877.0,8.0,1406.0,-1.0,21626.0,2.0,2533.0,4347.0,1350.0,310594.0,56228.0,4785.0,526.0,2355.0,2941.0,353.0,-1.0,139144.0,8311.0,17955.0,29000.0,16580.0,2306.0,16730.0,-1.0,10.0,11693.0,2287.0,277.0,58118.0,3834.0,676.0,155.0,18.0,14050.0,9200.0,1000.0,1230.0,39191.0,0.0,91840.0,27236.0,11830.0,241.0,151545.0,20833.0,1821.0,19323.0,840.0,80336.0,5.0,350.0,5161.0,-1.0,730.0,585.0,2500.0,14866.0,83277.0,51.0,4081.0,4596.0,1.0,38004.0,15.0,800.0,10598.0,784.0,1012.0,475.0,16677.0,423.0,-1.0,200.0,484.0,250.0,236.0,3383.0,1349.0,31330.0,21499.0,224168.0,341216.0,8540.0,9708.0,989620.0,59900.0,6486.0,12909.0,1139.0,739.0,39.0,7600.0,1890.0,4430.0,25000.0,3043.0,65284.0,6918.0,1389.0,124.0,46.0,359.0,76000.0,81860.0,23820.0,2600.0,342.0,137.0,700.0,2526.0,228031.0,60657.0,149.0,654.0,-1.0,6106.0,8115.0,2999.0,491.0,353.0,5798.0,4771.0,244.0,29389.0,3900.0,4038.0,225.0,1000.0,-1.0
2014,406.0,5137.0,15725.0,138154.0,14995.0,96008.0,9250.0,250.0,4264.0,4823.0,42689.0,3315.0,3.0,3.0,70.0,16462.0,1810.0,97.0,6630.0,43.0,2856.0,568.0,197.0,464.0,3004.0,702.0,432.0,1463.0,1886.0,601.0,224574.0,5899.0,82.0,71654.0,332.0,14050.0,2490.0,44.0,5205.0,30100.0,7107.0,731.0,5877.0,8.0,1406.0,-1.0,21804.0,2.0,2533.0,4347.0,1350.0,310594.0,56228.0,4785.0,526.0,2355.0,2941.0,353.0,-1.0,139144.0,13311.0,17955.0,29000.0,20580.0,2306.0,16730.0,-1.0,10.0,11693.0,2287.0,277.0,58118.0,1094.0,676.0,155.0,18.0,14050.0,9200.0,1000.0,1230.0,39191.0,0.0,91840.0,27236.0,11630.0,241.0,151545.0,20833.0,1821.0,19323.0,840.0,80336.0,5.0,350.0,5161.0,-1.0,730.0,585.0,2500.0,14866.0,83277.0,51.0,4081.0,4596.0,1.0,38004.0,15.0,800.0,10598.0,784.0,1012.0,475.0,16677.0,423.0,-1.0,200.0,484.0,250.0,236.0,3383.0,1349.0,28983.0,21499.0,224168.0,341218.0,8540.0,9708.0,989620.0,59900.0,6486.0,12909.0,1139.0,739.0,39.0,7600.0,1890.0,4430.0,25000.0,3043.0,65284.0,6918.0,1389.0,124.0,46.0,359.0,76000.0,81860.0,23820.0,2600.0,342.0,126.0,700.0,2526.0,227864.0,60657.0,149.0,654.0,-1.0,6106.0,8115.0,3076.0,491.0,353.0,5798.0,4771.0,244.0,29389.0,3900.0,4001.0,225.0,1000.0,-1.0
