,"China, Taiwan Province of",Zambia,Syrian Arab Republic,Brazil,Nepal,Ethiopia,Indonesia,Liberia,Greece,Bangladesh,Malawi,Eritrea,New Caledonia,Bahamas,Mongolia,Guatemala,Latvia,Slovenia,Madagascar,Luxembourg,Guinea,Botswana,Saudi Arabia,Fiji,Sweden,Switzerland,Sri Lanka,Azerbaijan,Central African Republic,Bosnia and Herzegovina,China,Colombia,Libya,United Republic of Tanzania,Guinea-Bissau,Kazakhstan,Estonia,Saint Vincent and the Grenadines,Hungary,France,Togo,Mali,Paraguay,Saint Kitts and Nevis,Melanesia,Serbia and Montenegro,Cameroon,Grenada,Dominican Republic,El Salvador,Denmark,Canada,Spain,Afghanistan,Iraq,The former Yugoslav Republic of Macedonia,New Zealand,Belize,Czechoslovakia,Nigeria,Czechia,Argentina,Democratic People's Republic of Korea,Germany,Cabo Verde,Morocco,Ethiopia PDR,Gabon,Romania,Ecuador,Jordan,Mexico,Albania,Slovakia,Jamaica,Trinidad and Tobago,Thailand,Lithuania,Finland,Netherlands,Angola,Norway,Turkey,Burundi,Belarus,Croatia,Myanmar,Burkina Faso,Philippines,Viet Nam,Lao People's Democratic Republic,Australia,Maldives,Ireland,Zimbabwe,Yugoslav SFR,Republic of Korea,Papua New Guinea,Cuba,Rwanda,Australia & New Zealand,Barbados,Algeria,Senegal,Saint Lucia,Uganda,Dominica,Belgium,Chad,Lesotho,Comoros,Uruguay,Italy,Panama,Sudan (former),Armenia,Lebanon,Uzbekistan,Occupied Palestinian Territory,Chile,Portugal,Kenya,Poland,"China, mainland",Russian Federation,Nicaragua,Haiti,India,Ukraine,Bolivia (Plurinational State of),Peru,Serbia,Israel,Malta,South Sudan,Namibia,Benin,United Kingdom,Japan,Pakistan,Somalia,Venezuela (Bolivarian Republic of),Cyprus,Guyana,Bulgaria,United States of America,Iran (Islamic Republic of),Democratic Republic of the Congo,Cambodia,Timor-Leste,Costa Rica,Tajikistan,Austria,Niger,Mozambique,Bhutan,Congo,USSR,Honduras,Tunisia,Côte d'Ivoire,Gambia,Solomon Islands,South Africa,Sierra Leone,Réunion,Egypt,Ghana,Mauritania,Swaziland,Republic of Moldova,Belgium-Luxembourg
1971,2331.0,1880.0,18189.0,176192.0,7252.0,-1.0,15100.0,250.0,13704.0,10751.0,20800.0,-1.0,3.0,9.0,160.0,5560.0,-1.0,-1.0,4551.0,-1.0,2700.0,625.0,104.0,48.0,3593.0,407.0,261.0,-1.0,500.0,-1.0,579831.0,9729.0,173.0,16595.0,90.0,-1.0,-1.0,16.0,32590.0,14028.0,1414.0,263.0,3486.0,3.0,335.0,-1.0,7467.0,1.0,1936.0,1831.0,490.0,8402.0,70709.0,1800.0,2380.0,-1.0,6000.0,82.0,3099.0,93325.0,-1.0,8982.0,25600.0,18401.0,200.0,20576.0,59715.0,7.0,31781.0,3863.0,3443.0,61601.0,4143.0,-1.0,642.0,94.0,15903.0,-1.0,700.0,2414.0,3600.0,0.0,62151.0,19415.0,-1.0,-1.0,29272.0,4335.0,1864.0,10950.0,420.0,6073.0,2.0,40.0,2915.0,13657.0,2600.0,176.0,2000.0,6298.0,12073.0,18.0,3771.0,2607.0,1.0,25612.0,16.0,-1.0,6350.0,941.0,174.0,321.0,80098.0,340.0,2695.0,-1.0,1006.0,-1.0,0.0,14122.0,12719.0,26800.0,26640.0,577500.0,-1.0,2192.0,6488.0,769281.0,-1.0,1550.0,7884.0,-1.0,527.0,33.0,-1.0,450.0,1758.0,2200.0,14036.0,63179.0,2280.0,2890.0,1771.0,6.0,9408.0,46205.0,22288.0,6956.0,1400.0,672.0,1420.0,-1.0,459.0,39364.0,4800.0,90.0,472.0,700680.0,3030.0,10710.0,720.0,560.0,108.0,9642.0,2019.0,21.0,30590.0,1860.0,2150.0,282.0,-1.0,1946.0
1972,2500.0,1936.0,18640.0,168238.0,7270.0,-1.0,16800.0,250.0,13515.0,13286.0,21300.0,-1.0,3.0,9.0,215.0,6207.0,-1.0,-1.0,4182.0,-1.0,2700.0,625.0,108.0,40.0,4227.0,474.0,302.0,-1.0,510.0,-1.0,580000.0,9905.0,216.0,16230.0,90.0,-1.0,-1.0,16.0,28740.0,13756.0,1427.0,248.0,3408.0,4.0,335.0,-1.0,7439.0,1.0,2016.0,2075.0,170.0,8274.0,68728.0,2160.0,2312.0,-1.0,7000.0,86.0,2819.0,121045.0,-1.0,8179.0,25600.0,17330.0,80.0,23708.0,61850.0,7.0,25998.0,4229.0,3565.0,65861.0,3493.0,-1.0,472.0,72.0,17949.0,-1.0,800.0,2578.0,3600.0,0.0,63224.0,22055.0,-1.0,-1.0,29380.0,4180.0,1954.0,10550.0,432.0,6482.0,2.0,30.0,2985.0,14842.0,2677.0,184.0,1000.0,6490.0,13482.0,18.0,3966.0,1603.0,1.0,25018.0,16.0,-1.0,6350.0,1090.0,180.0,350.0,68265.0,240.0,2472.0,-1.0,1500.0,-1.0,0.0,11998.0,12041.0,26800.0,23800.0,577500.0,-1.0,1691.0,6428.0,753201.0,-1.0,1678.0,7955.0,-1.0,866.0,35.0,-1.0,450.0,1617.0,2100.0,11270.0,66308.0,1432.0,2440.0,1685.0,9.0,8786.0,48926.0,22468.0,7151.0,1400.0,504.0,1067.0,-1.0,358.0,34513.0,4800.0,93.0,476.0,727788.0,2669.0,11206.0,720.0,560.0,108.0,10342.0,1982.0,21.0,30188.0,1560.0,1450.0,224.0,-1.0,2126.0
1973,2392.0,1528.0,19531.0,188522.0,7569.0,-1.0,18310.0,250.0,12464.0,16188.0,21580.0,-1.0,3.0,9.0,245.0,5202.0,-1.0,-1.0,4436.0,-1.0,2700.0,625.0,112.0,40.0,4371.0,519.0,308.0,-1.0,530.0,-1.0,541892.0,10546.0,249.0,14855.0,90.0,-1.0,-1.0,16.0,25160.0,15433.0,1445.0,272.0,3279.0,5.0,346.0,-1.0,8194.0,1.0,2352.0,2366.0,290.0,10200.0,69569.0,1980.0,2224.0,-1.0,6100.0,82.0,5420.0,109945.0,-1.0,9915.0,26000.0,16757.0,160.0,25131.0,62981.0,7.0,24602.0,4049.0,3805.0,57037.0,4053.0,-1.0,465.0,74.0,15613.0,-1.0,1600.0,3195.0,3600.0,0.0,62310.0,18620.0,-1.0,-1.0,26387.0,5170.0,1808.0,10550.0,436.0,9653.0,2.0,40.0,3125.0,13918.0,2824.0,192.0,900.0,7408.0,15753.0,18.0,4362.0,1797.0,1.0,30624.0,16.0,-1.0,6350.0,1298.0,186.0,352.0,63546.0,314.0,2619.0,-1.0,1227.0,-1.0,0.0,13392.0,12086.0,27200.0,22708.0,539500.0,-1.0,2344.0,6430.0,791800.0,-1.0,1773.0,8066.0,-1.0,807.0,38.0,-1.0,495.0,1447.0,2700.0,10373.0,75828.0,1288.0,2730.0,2665.0,30.0,9428.0,47566.0,22408.0,7276.0,1400.0,294.0,1421.0,-1.0,353.0,37912.0,4800.0,96.0,484.0,692010.0,2667.0,12718.0,744.0,580.0,111.0,10202.0,1983.0,30.0,32900.0,2250.0,1690.0,183.0,-1.0,2297.0
1974,2420.0,800.0,18926.0,182734.0,7590.0,-1.0,14640.0,300.0,11480.0,18250.0,21715.0,-1.0,2.0,9.0,190.0,8329.0,-1.0,-1.0,5005.0,-1.0,2700.0,750.0,116.0,48.0,4245.0,390.0,418.0,-1.0,540.0,-1.0,541920.0,12016.0,275.0,15035.0,90.0,-1.0,-1.0,16.0,27080.0,18558.0,1464.0,428.0,4001.0,5.0,361.0,-1.0,9144.0,1.0,2390.0,2570.0,480.0,9682.0,62100.0,1980.0,2468.0,-1.0,6200.0,81.0,7112.0,113305.0,-1.0,12940.0,26400.0,15846.0,200.0,22969.0,58484.0,7.0,21961.0,4175.0,2082.0,61065.0,3263.0,-1.0,506.0,73.0,13472.0,-1.0,1300.0,3043.0,3600.0,0.0,57305.0,22224.0,-1.0,-1.0,27874.0,5800.0,2056.0,9766.0,440.0,10914.0,2.0,3.0,3130.0,13679.0,2966.0,200.0,750.0,7439.0,17114.0,18.0,4399.0,1875.0,1.0,29013.0,16.0,-1.0,6360.0,1769.0,192.0,356.0,57522.0,405.0,2858.0,-1.0,1104.0,-1.0,0.0,11474.0,11899.0,27800.0,21594.0,539500.0,-1.0,2021.0,5720.0,726793.0,-1.0,1850.0,7687.0,-1.0,446.0,37.0,-1.0,495.0,1510.0,2900.0,8693.0,67437.0,1504.0,3030.0,2877.0,36.0,8601.0,55009.0,22380.0,7409.0,1400.0,294.0,1421.0,-1.0,354.0,34897.0,4800.0,101.0,493.0,678906.0,3162.0,12948.0,720.0,580.0,111.0,12647.0,1983.0,30.0,30393.0,2205.0,2200.0,198.0,-1.0,2527.0
1975,2747.0,1520.0,24699.0,177493.0,7892.0,-1.0,10800.0,300.0,10511.0,22540.0,22455.0,-1.0,2.0,9.0,180.0,7215.0,-1.0,-1.0,4955.0,-1.0,2700.0,750.0,120.0,48.0,4642.0,365.0,692.0,-1.0,550.0,-1.0,542247.0,10865.0,285.0,17240.0,120.0,-1.0,-1.0,16.0,30774.0,15691.0,1495.0,260.0,4534.0,5.0,372.0,-1.0,9493.0,2.0,2179.0,2432.0,350.0,8891.0,58300.0,2100.0,2361.0,-1.0,6000.0,78.0,7101.0,102385.0,-1.0,13047.0,26000.0,14716.0,400.0,23199.0,50933.0,7.0,19273.0,4100.0,2622.0,45219.0,4411.0,-1.0,488.0,74.0,17468.0,-1.0,1200.0,2460.0,3600.0,0.0,62240.0,22264.0,-1.0,-1.0,25901.0,4825.0,2232.0,11143.0,436.0,9884.0,2.0,10.0,3200.0,12719.0,3171.0,208.0,750.0,7792.0,15884.0,18.0,4430.0,1887.0,1.0,32250.0,16.0,-1.0,6370.0,1891.0,198.0,386.0,56299.0,416.0,2869.0,-1.0,784.0,-1.0,0.0,13191.0,11409.0,27200.0,20369.0,539500.0,-1.0,2432.0,5830.0,727436.0,-1.0,1880.0,7871.0,-1.0,453.0,41.0,-1.0,540.0,1559.0,3100.0,7845.0,75948.0,1576.0,2530.0,1164.0,29.0,8235.0,48019.0,22320.0,7532.0,1440.0,210.0,1103.0,-1.0,381.0,35521.0,4800.0,104.0,497.0,617316.0,3230.0,13326.0,720.0,600.0,114.0,12090.0,1985.0,30.0,29563.0,2445.0,2426.0,206.0,-1.0,2185.0
1976,2800.0,2320.0,25009.0,197246.0,8000.0,-1.0,14650.0,300.0,9698.0,25580.0,23040.0,-1.0,2.0,9.0,190.0,5060.0,-1.0,-1.0,4253.0,-1.0,2700.0,750.0,124.0,64.0,4913.0,323.0,1188.0,-1.0,560.0,-1.0,542300.0,11487.0,284.0,19863.0,120.0,-1.0,-1.0,18.0,25863.0,16765.0,1514.0,248.0,5125.0,6.0,396.0,-1.0,10061.0,2.0,2070.0,2419.0,370.0,10120.0,52633.0,2220.0,2290.0,-1.0,4200.0,79.0,6754.0,61470.0,-1.0,17072.0,26000.0,14290.0,120.0,18444.0,53567.0,8.0,16413.0,3468.0,1759.0,59892.0,4944.0,-1.0,556.0,79.0,30459.0,-1.0,1400.0,2377.0,3600.0,0.0,67575.0,22816.0,-1.0,-1.0,26269.0,5245.0,2272.0,12406.0,460.0,9325.0,2.0,3.0,3255.0,12125.0,3660.0,216.0,1250.0,8063.0,13525.0,18.0,4307.0,1733.0,1.0,27368.0,16.0,-1.0,6230.0,1058.0,204.0,391.0,49229.0,416.0,2914.0,-1.0,964.0,-1.0,0.0,16782.0,10202.0,27600.0,19025.0,539500.0,-1.0,2218.0,6068.0,832544.0,-1.0,1816.0,7565.0,-1.0,676.0,38.0,-1.0,558.0,1627.0,3700.0,8005.0,75581.0,1504.0,2300.0,1521.0,50.0,8066.0,43327.0,22020.0,7639.0,1520.0,210.0,968.0,-1.0,574.0,30937.0,4800.0,104.0,497.0,622974.0,3298.0,9055.0,720.0,600.0,114.0,11017.0,2026.0,30.0,31804.0,2355.0,2650.0,209.0,-1.0,2129.0
1977,2817.0,1680.0,22093.0,200168.0,8140.0,-1.0,15800.0,300.0,9535.0,24000.0,23260.0,-1.0,3.0,7.0,180.0,5501.0,-1.0,-1.0,3722.0,-1.0,2925.0,750.0,128.0,64.0,5057.0,343.0,1132.0,-1.0,570.0,-1.0,469317.0,11469.0,285.0,26773.0,120.0,-1.0,-1.0,16.0,24636.0,18240.0,1575.0,233.0,6268.0,6.0,405.0,-1.0,9280.0,1.0,2478.0,2380.0,430.0,9123.0,53901.0,2220.0,3233.0,-1.0,4100.0,78.0,7346.0,56360.0,-1.0,20526.0,26000.0,13463.0,480.0,21000.0,51529.0,8.0,15273.0,2203.0,1820.0,56198.0,5089.0,-1.0,845.0,89.0,29826.0,-1.0,1700.0,2631.0,3300.0,0.0,64939.0,20236.0,-1.0,-1.0,27787.0,5485.0,2334.0,12391.0,476.0,9333.0,2.0,10.0,2925.0,11251.0,2754.0,224.0,1350.0,8008.0,13433.0,19.0,5000.0,1888.0,2.0,29976.0,16.0,-1.0,5940.0,783.0,210.0,398.0,51128.0,392.0,3104.0,-1.0,712.0,-1.0,0.0,19238.0,11327.0,27800.0,19810.0,466500.0,-1.0,2394.0,7258.0,816774.0,-1.0,1995.0,7671.0,-1.0,971.0,36.0,-1.0,558.0,2045.0,3600.0,8022.0,74258.0,1744.0,2395.0,1550.0,58.0,5708.0,51048.0,22283.0,7725.0,1400.0,210.0,1160.0,-1.0,833.0,38827.0,4800.0,108.0,485.0,606372.0,3482.0,11158.0,720.0,600.0,114.0,12144.0,2048.0,32.0,32463.0,1770.0,2740.0,221.0,-1.0,1805.0
1978,2832.0,1760.0,14602.0,182337.0,8393.0,-1.0,17200.0,300.0,10231.0,22608.0,22880.0,-1.0,4.0,8.0,80.0,4296.0,-1.0,-1.0,4033.0,-1.0,2925.0,750.0,132.0,32.0,5249.0,293.0,1085.0,-1.0,580.0,-1.0,515332.0,11426.0,303.0,26804.0,120.0,-1.0,-1.0,18.0,24770.0,19436.0,2068.0,230.0,5989.0,6.0,382.0,-1.0,9660.0,1.0,2390.0,2532.0,490.0,10155.0,51494.0,2250.0,2240.0,-1.0,4000.0,91.0,7669.0,56685.0,-1.0,21443.0,26160.0,12999.0,960.0,18890.0,53373.0,8.0,11608.0,2595.0,1311.0,62952.0,5428.0,-1.0,686.0,88.0,31212.0,-1.0,2000.0,2370.0,3300.0,0.0,68965.0,20352.0,-1.0,-1.0,28581.0,5570.0,2326.0,12113.0,500.0,12992.0,2.0,10.0,2930.0,12566.0,2890.0,232.0,1350.0,8500.0,16992.0,19.0,5532.0,1410.0,2.0,17130.0,16.0,-1.0,5650.0,728.0,216.0,398.0,47708.0,377.0,3056.0,-1.0,794.0,-1.0,0.0,20810.0,10411.0,26200.0,18820.0,512500.0,-1.0,1920.0,6980.0,816998.0,-1.0,1580.0,7727.0,-1.0,1263.0,35.0,-1.0,585.0,1940.0,3600.0,6079.0,85282.0,1328.0,2395.0,1201.0,65.0,5690.0,49634.0,21614.0,7699.0,1000.0,210.0,1000.0,-1.0,1126.0,38526.0,4895.0,113.0,421.0,602160.0,3120.0,13256.0,720.0,600.0,114.0,14890.0,2069.0,30.0,27202.0,1815.0,2780.0,218.0,-1.0,1318.0
1979,2743.0,1760.0,19224.0,197050.0,8732.0,-1.0,21700.0,300.0,9951.0,22149.0,23360.0,-1.0,2.0,8.0,15.0,4167.0,-1.0,-1.0,3689.0,-1.0,2925.0,750.0,136.0,24.0,5258.0,260.0,1013.0,-1.0,590.0,-1.0,506243.0,11511.0,322.0,27068.0,120.0,-1.0,-1.0,18.0,25952.0,21488.0,2143.0,224.0,5898.0,6.0,380.0,-1.0,9845.0,1.0,2649.0,2413.0,660.0,12373.0,48103.0,2490.0,2717.0,-1.0,4000.0,100.0,7975.0,58680.0,-1.0,21250.0,26400.0,12617.0,1600.0,16726.0,62780.0,8.0,13730.0,2821.0,1260.0,66114.0,5328.0,-1.0,638.0,86.0,31646.0,-1.0,1000.0,2286.0,3300.0,0.0,74830.0,22186.0,-1.0,-1.0,26874.0,5060.0,2444.0,9827.0,516.0,15023.0,2.0,10.0,2930.0,11441.0,2891.0,240.0,1955.0,8929.0,19023.0,19.0,5940.0,1515.0,2.0,16280.0,16.0,-1.0,5360.0,581.0,222.0,398.0,46599.0,309.0,3218.0,-1.0,801.0,-1.0,0.0,21806.0,10899.0,15600.0,21468.0,503500.0,-1.0,1955.0,6320.0,841663.0,-1.0,1633.0,8234.0,-1.0,1069.0,31.0,-1.0,585.0,1588.0,3300.0,6109.0,76236.0,1480.0,2285.0,1417.0,65.0,5096.0,57481.0,24479.0,8086.0,800.0,189.0,880.0,-1.0,1382.0,44854.0,6000.0,117.0,375.0,563334.0,2938.0,15634.0,720.0,600.0,114.0,9777.0,2150.0,30.0,27421.0,1812.0,3330.0,228.0,-1.0,1118.0
1980,2579.0,1152.0,17859.0,213091.0,9015.0,-1.0,20500.0,300.0,8433.0,21429.0,23630.0,-1.0,3.0,9.0,60.0,4967.0,-1.0,-1.0,3608.0,-1.0,2925.0,750.0,140.0,10.0,5828.0,289.0,1404.0,-1.0,600.0,-1.0,495579.0,11635.0,330.0,27208.0,126.0,-1.0,-1.0,19.0,21808.0,22824.0,2119.0,224.0,3590.0,7.0,379.0,-1.0,10105.0,1.0,3036.0,1834.0,600.0,15075.0,44523.0,2700.0,2161.0,-1.0,4000.0,122.0,7281.0,48530.0,-1.0,18766.0,26640.0,12734.0,200.0,13280.0,55290.0,8.0,14123.0,3004.0,1415.0,79233.0,5288.0,-1.0,611.0,83.0,33352.0,-1.0,1400.0,2463.0,3300.0,0.0,74480.0,22652.0,-1.0,-1.0,31284.0,5908.0,1742.0,15170.0,520.0,21836.0,2.0,3.0,2516.0,13886.0,3171.0,248.0,1705.0,9005.0,25836.0,19.0,5443.0,1792.0,2.0,20490.0,16.0,-1.0,5070.0,572.0,240.0,407.0,45313.0,507.0,3118.0,-1.0,745.0,-1.0,0.0,22284.0,9294.0,23000.0,17442.0,493000.0,-1.0,3205.0,6320.0,676026.0,-1.0,2330.0,7043.0,-1.0,678.0,30.0,-1.0,585.0,1786.0,2800.0,6193.0,61638.0,2072.0,2254.0,1413.0,45.0,6133.0,69728.0,33368.0,8308.0,2000.0,202.0,947.0,-1.0,1678.0,49178.0,8000.0,120.0,370.0,677634.0,3288.0,13703.0,720.0,600.0,117.0,9032.0,2151.0,30.0,28994.0,2643.0,3348.0,206.0,-1.0,1569.0
1981,2507.0,1148.0,13189.0,248521.0,9295.0,-1.0,16700.0,300.0,7521.0,19448.0,24225.0,-1.0,2.0,9.0,15.0,5034.0,-1.0,-1.0,3636.0,-1.0,2925.0,750.0,144.0,22.0,7243.0,287.0,1411.0,-1.0,610.0,-1.0,448007.0,11303.0,343.0,27825.0,126.0,-1.0,-1.0,20.0,29534.0,30884.0,2263.0,224.0,3634.0,6.0,398.0,-1.0,10215.0,1.0,2748.0,2557.0,1455.0,19163.0,42871.0,2250.0,1997.0,-1.0,4000.0,125.0,7488.0,60870.0,-1.0,18397.0,26400.0,13681.0,960.0,13123.0,58756.0,8.0,14625.0,2835.0,1454.0,82219.0,4888.0,-1.0,509.0,81.0,34115.0,-1.0,2000.0,3219.0,3600.0,0.0,113692.0,22868.0,-1.0,-1.0,31087.0,5675.0,1800.0,16020.0,520.0,19793.0,2.0,40.0,4486.0,13462.0,3111.0,256.0,2000.0,9063.0,23793.0,20.0,4647.0,1395.0,2.0,24300.0,16.0,-1.0,4780.0,1063.0,360.0,413.0,43599.0,529.0,2986.0,-1.0,739.0,-1.0,0.0,20576.0,9493.0,22600.0,16095.0,445500.0,-1.0,2465.0,6120.0,736991.0,-1.0,2049.0,7204.0,-1.0,598.0,28.0,-1.0,585.0,1885.0,2100.0,5279.0,68306.0,2160.0,1800.0,1260.0,48.0,6377.0,65699.0,29009.0,8522.0,2000.0,176.0,1539.0,-1.0,1932.0,55467.0,10000.0,121.0,374.0,618240.0,2196.0,13306.0,720.0,600.0,117.0,8478.0,2154.0,13.0,28256.0,2408.0,3348.0,210.0,-1.0,2065.0
1982,2164.0,1412.0,17682.0,169757.0,9660.0,-1.0,20900.0,305.0,7243.0,19088.0,24841.0,-1.0,2.0,10.0,15.0,5969.0,-1.0,-1.0,3745.0,-1.0,2925.0,750.0,144.0,39.0,9993.0,239.0,1929.0,-1.0,620.0,-1.0,449764.0,11363.0,354.0,27278.0,126.0,-1.0,-1.0,21.0,30598.0,34310.0,2392.0,198.0,3792.0,6.0,420.0,-1.0,11068.0,1.0,3070.0,2592.0,4489.0,15287.0,42326.0,2340.0,1726.0,-1.0,4000.0,110.0,8065.0,49205.0,-1.0,17482.0,26400.0,13410.0,800.0,18124.0,60376.0,8.0,20052.0,2179.0,1532.0,73933.0,4668.0,-1.0,582.0,75.0,32533.0,-1.0,2400.0,3227.0,3900.0,0.0,131463.0,22946.0,-1.0,-1.0,27636.0,5370.0,1639.0,16300.0,520.0,35965.0,3.0,34.0,4550.0,13607.0,2678.0,264.0,1935.0,10186.0,39965.0,20.0,5719.0,1201.0,2.0,26286.0,16.0,-1.0,4490.0,694.0,360.0,413.0,43098.0,511.0,2945.0,-1.0,781.0,-1.0,0.0,14744.0,8867.0,23600.0,22002.0,447600.0,-1.0,3180.0,6120.0,768218.0,-1.0,1094.0,7914.0,-1.0,923.0,29.0,-1.0,585.0,1874.0,4700.0,5307.0,66024.0,2160.0,1710.0,1231.0,53.0,6211.0,63455.0,42388.0,8778.0,2000.0,168.0,1540.0,-1.0,2302.0,62465.0,10200.0,125.0,370.0,732180.0,2181.0,12495.0,720.0,600.0,114.0,9017.0,2155.0,20.0,33489.0,1893.0,3150.0,145.0,-1.0,1870.0
1983,1759.0,604.0,13292.0,224264.0,9750.0,-1.0,21000.0,308.0,6743.0,18497.0,25036.0,-1.0,4.0,10.0,25.0,6590.0,-1.0,-1.0,3617.0,-1.0,2925.0,750.0,148.0,38.0,13475.0,263.0,1948.0,-1.0,630.0,-1.0,434509.0,11171.0,354.0,28044.0,126.0,-1.0,-1.0,21.0,30017.0,37290.0,2657.0,372.0,3966.0,7.0,431.0,-1.0,6503.0,1.0,3543.0,2657.0,11300.0,17888.0,41774.0,2340.0,1642.0,-1.0,4000.0,74.0,8859.0,46510.0,-1.0,16575.0,26400.0,14969.0,1526.0,19192.0,57156.0,9.0,22132.0,2413.0,987.0,67689.0,4458.0,-1.0,615.0,67.0,36577.0,-1.0,1000.0,3672.0,4200.0,0.0,130153.0,18972.0,-1.0,-1.0,32238.0,5250.0,1699.0,17000.0,520.0,55697.0,3.0,39.0,4560.0,11199.0,2312.0,272.0,1905.0,10116.0,59697.0,20.0,7194.0,1593.0,2.0,25910.0,16.0,-1.0,4200.0,801.0,420.0,420.0,41754.0,546.0,3497.0,-1.0,779.0,-1.0,0.0,14966.0,7956.0,17000.0,28659.0,432750.0,-1.0,2971.0,6120.0,821201.0,-1.0,2133.0,8119.0,-1.0,708.0,33.0,-1.0,585.0,2011.0,4400.0,5363.0,71436.0,3048.0,1290.0,1338.0,50.0,5963.0,50915.0,43348.0,8971.0,1600.0,168.0,1731.0,-1.0,2601.0,60810.0,10400.0,90.0,379.0,803280.0,2531.0,8405.0,720.0,600.0,117.0,9891.0,2152.0,20.0,34500.0,2070.0,3190.0,177.0,-1.0,1885.0
1984,1530.0,668.0,16025.0,224365.0,7129.0,-1.0,19300.0,310.0,6284.0,17804.0,25530.0,-1.0,4.0,10.0,70.0,8969.0,-1.0,-1.0,3765.0,-1.0,2925.0,750.0,148.0,38.0,12804.0,337.0,1173.0,-1.0,640.0,-1.0,409030.0,12621.0,359.0,28397.0,126.0,-1.0,-1.0,16.0,32298.0,42061.0,2542.0,455.0,4178.0,7.0,450.0,-1.0,5389.0,2.0,3558.0,2682.0,25367.0,18816.0,39769.0,2610.0,1785.0,-1.0,5020.0,72.0,9429.0,56975.0,-1.0,15895.0,26800.0,18250.0,800.0,22259.0,57879.0,9.0,16603.0,2093.0,1196.0,68887.0,4058.0,-1.0,587.0,73.0,41232.0,-1.0,1000.0,5006.0,4200.0,0.0,139910.0,23292.0,-1.0,-1.0,32393.0,7260.0,1654.0,16750.0,537.0,64911.0,3.0,40.0,4640.0,10793.0,2116.0,288.0,2070.0,11140.0,69931.0,20.0,7240.0,3639.0,1.0,22842.0,16.0,-1.0,3910.0,786.0,420.0,420.0,38379.0,539.0,3388.0,-1.0,818.0,-1.0,0.0,15949.0,7446.0,25200.0,31017.0,407500.0,-1.0,2603.0,6120.0,780570.0,-1.0,2398.0,8233.0,-1.0,775.0,33.0,-1.0,585.0,2078.0,3300.0,5471.0,76939.0,3744.0,2284.0,1386.0,54.0,6270.0,50600.0,48354.0,9215.0,1720.0,147.0,1650.0,-1.0,2704.0,63001.0,10800.0,132.0,383.0,781650.0,2908.0,12965.0,720.0,600.0,120.0,7937.0,2157.0,20.0,32815.0,1650.0,3290.0,188.0,-1.0,1994.0
1985,1207.0,1575.0,13110.0,232305.0,7783.0,-1.0,19650.0,300.0,5895.0,16946.0,26238.0,-1.0,5.0,10.0,185.0,9137.0,-1.0,-1.0,4288.0,-1.0,2925.0,750.0,152.0,32.0,12254.0,382.0,1300.0,-1.0,650.0,-1.0,408707.0,12304.0,371.0,20887.0,126.0,-1.0,-1.0,22.0,36148.0,56019.0,2510.0,354.0,3098.0,6.0,477.0,-1.0,5764.0,1.0,2488.0,2805.0,28919.0,31407.0,41459.0,2370.0,1942.0,-1.0,5040.0,112.0,9583.0,56975.0,-1.0,18572.0,27360.0,26215.0,1640.0,21710.0,53440.0,9.0,16899.0,2731.0,547.0,75911.0,4258.0,-1.0,612.0,58.0,34454.0,-1.0,1100.0,5881.0,4500.0,0.0,168914.0,24072.0,-1.0,-1.0,33081.0,8404.0,1663.0,17970.0,530.0,91398.0,3.0,40.0,4720.0,15331.0,2521.0,320.0,1975.0,10452.0,96438.0,20.0,7272.0,3546.0,1.0,26388.0,16.0,-1.0,3620.0,956.0,444.0,426.0,44344.0,422.0,3726.0,-1.0,858.0,-1.0,0.0,16590.0,3272.0,25200.0,30921.0,407500.0,-1.0,3588.0,5630.0,774137.0,-1.0,2360.0,9951.0,-1.0,1086.0,33.0,-1.0,585.0,2277.0,3300.0,5615.0,73989.0,2312.0,2199.0,1250.0,63.0,6301.0,49500.0,51055.0,9733.0,1200.0,126.0,2260.0,-1.0,2822.0,64222.0,11200.0,135.0,388.0,805620.0,3217.0,9795.0,720.0,600.0,120.0,9724.0,2157.0,20.0,36393.0,3084.0,3330.0,237.0,-1.0,2113.0
