,Kenya,Bolivia (Plurinational State of),Peru,"China, Taiwan Province of",Israel,Malta,Syrian Arab Republic,United Republic of Tanzania,United Kingdom,Ethiopia,Japan,Tunisia,Iraq,Cyprus,Greece,New Zealand,Bulgaria,Australia & New Zealand,United States of America,Iran (Islamic Republic of),Guatemala,Thailand,Algeria,Kuwait,Kyrgyzstan,Netherlands,Ukraine,Germany,Austria,Niger,Morocco,Sweden,Switzerland,Mexico,Romania,Ecuador,Spain,Egypt,China,Ireland,Uzbekistan,Colombia,Libya,Albania,Czechia,Slovakia,Lebanon,Brunei Darussalam,Occupied Palestinian Territory,Italy,Montenegro,Kazakhstan,Chile,France,Jordan,Portugal,Lithuania,Poland,"China, mainland",Russian Federation,Turkey
1976,-1.0,19600.0,42720.0,-1.0,77778.0,32136.0,73352.0,-1.0,64615.0,-1.0,40000.0,30357.0,53733.0,102626.0,61335.0,37832.0,29261.0,37832.0,-1.0,-1.0,55116.0,97500.0,25926.0,170000.0,-1.0,68182.0,-1.0,80470.0,-1.0,-1.0,40000.0,-1.0,-1.0,-1.0,-1.0,17115.0,93073.0,68537.0,-1.0,-1.0,-1.0,-1.0,68289.0,-1.0,-1.0,-1.0,30000.0,-1.0,-1.0,63987.0,-1.0,-1.0,80000.0,101524.0,71620.0,100000.0,-1.0,-1.0,-1.0,-1.0,60000.0
1977,-1.0,19600.0,47266.0,-1.0,84270.0,25944.0,70264.0,-1.0,103864.0,-1.0,46667.0,30600.0,54076.0,97333.0,56524.0,27347.0,28411.0,27347.0,-1.0,-1.0,54878.0,100000.0,28736.0,140000.0,-1.0,64545.0,-1.0,118202.0,-1.0,-1.0,40625.0,-1.0,-1.0,-1.0,-1.0,17037.0,83889.0,73117.0,-1.0,-1.0,-1.0,-1.0,79250.0,-1.0,-1.0,-1.0,30000.0,-1.0,-1.0,62221.0,-1.0,-1.0,83871.0,106264.0,82256.0,100000.0,-1.0,-1.0,-1.0,-1.0,58947.0
1978,-1.0,18849.0,44392.0,-1.0,48780.0,27121.0,78849.0,-1.0,99672.0,-1.0,50000.0,30000.0,49673.0,135444.0,62914.0,43347.0,26173.0,43347.0,-1.0,-1.0,55000.0,102500.0,31111.0,155000.0,-1.0,64000.0,-1.0,118443.0,-1.0,-1.0,46875.0,-1.0,-1.0,-1.0,-1.0,17273.0,82517.0,103070.0,-1.0,-1.0,-1.0,-1.0,80198.0,-1.0,-1.0,-1.0,30000.0,-1.0,-1.0,65205.0,-1.0,-1.0,84848.0,108161.0,61962.0,100000.0,-1.0,-1.0,-1.0,-1.0,57895.0
1979,-1.0,15611.0,45207.0,-1.0,56667.0,33769.0,92401.0,-1.0,103125.0,-1.0,53333.0,30159.0,56000.0,111238.0,60333.0,38560.0,31050.0,38560.0,-1.0,-1.0,55128.0,105000.0,31000.0,125000.0,-1.0,75000.0,-1.0,119906.0,-1.0,-1.0,52941.0,-1.0,-1.0,-1.0,-1.0,17241.0,87877.0,93311.0,-1.0,-1.0,-1.0,-1.0,87820.0,-1.0,-1.0,-1.0,32000.0,-1.0,-1.0,64089.0,-1.0,-1.0,80000.0,108145.0,55108.0,100000.0,-1.0,-1.0,-1.0,-1.0,67164.0
1980,-1.0,16958.0,35001.0,-1.0,24000.0,35847.0,93713.0,-1.0,129778.0,-1.0,54839.0,30250.0,58273.0,122410.0,66400.0,38472.0,29543.0,38472.0,-1.0,-1.0,54054.0,95556.0,29167.0,150000.0,-1.0,73684.0,-1.0,104409.0,-1.0,-1.0,58824.0,-1.0,-1.0,-1.0,-1.0,17586.0,85310.0,103061.0,-1.0,-1.0,-1.0,-1.0,96190.0,-1.0,-1.0,-1.0,38462.0,-1.0,-1.0,67622.0,-1.0,-1.0,80000.0,110774.0,94406.0,100000.0,-1.0,-1.0,-1.0,-1.0,69231.0
1981,-1.0,20561.0,34418.0,-1.0,187500.0,26314.0,87903.0,-1.0,163824.0,-1.0,60000.0,30000.0,71556.0,122857.0,67543.0,31586.0,38152.0,31586.0,-1.0,-1.0,55333.0,97778.0,28041.0,138000.0,-1.0,77778.0,-1.0,111759.0,-1.0,-1.0,69444.0,-1.0,-1.0,29202.0,-1.0,17500.0,78552.0,96714.0,-1.0,33333.0,-1.0,-1.0,103774.0,-1.0,-1.0,-1.0,44444.0,-1.0,-1.0,65831.0,-1.0,-1.0,80000.0,115756.0,47967.0,100000.0,-1.0,-1.0,-1.0,-1.0,39946.0
1982,-1.0,19552.0,37432.0,-1.0,142857.0,30389.0,85304.0,-1.0,172650.0,-1.0,69097.0,30137.0,57007.0,128608.0,67152.0,36879.0,43482.0,36879.0,-1.0,-1.0,55556.0,100000.0,28076.0,150000.0,-1.0,72222.0,-1.0,133045.0,-1.0,-1.0,75676.0,-1.0,-1.0,-1.0,-1.0,17419.0,84545.0,95612.0,-1.0,50000.0,-1.0,-1.0,138198.0,-1.0,-1.0,-1.0,50000.0,-1.0,-1.0,61850.0,-1.0,-1.0,80000.0,113452.0,49869.0,100000.0,-1.0,-1.0,-1.0,-1.0,72464.0
1983,-1.0,11774.0,33316.0,56307.0,143333.0,30211.0,81978.0,-1.0,149525.0,-1.0,53333.0,31200.0,59235.0,112500.0,58868.0,35000.0,39443.0,35000.0,-1.0,-1.0,56250.0,92000.0,30954.0,150000.0,-1.0,64706.0,-1.0,140486.0,-1.0,-1.0,81081.0,-1.0,-1.0,-1.0,-1.0,17460.0,76242.0,90909.0,56307.0,58000.0,-1.0,-1.0,138526.0,-1.0,-1.0,-1.0,51724.0,-1.0,-1.0,61880.0,-1.0,-1.0,78571.0,106969.0,47306.0,100000.0,-1.0,-1.0,-1.0,-1.0,72308.0
1984,-1.0,15225.0,34596.0,54261.0,128000.0,30769.0,77582.0,-1.0,175886.0,-1.0,55556.0,30095.0,52829.0,111940.0,62489.0,36667.0,40819.0,36667.0,-1.0,-1.0,53333.0,94000.0,28803.0,150000.0,-1.0,75000.0,-1.0,140069.0,-1.0,-1.0,87500.0,-1.0,-1.0,-1.0,-1.0,18254.0,74095.0,90909.0,54261.0,28333.0,-1.0,-1.0,138244.0,-1.0,-1.0,-1.0,53333.0,-1.0,-1.0,62572.0,-1.0,-1.0,80000.0,98333.0,58871.0,100000.0,-1.0,-1.0,-1.0,-1.0,58750.0
1985,-1.0,13099.0,42734.0,57864.0,130000.0,32000.0,63957.0,-1.0,160220.0,-1.0,54545.0,30169.0,44005.0,111940.0,59691.0,36000.0,43483.0,36000.0,-1.0,-1.0,53571.0,96000.0,45062.0,90857.0,-1.0,78750.0,-1.0,50966.0,-1.0,-1.0,86364.0,-1.0,-1.0,-1.0,-1.0,14656.0,84279.0,90909.0,57864.0,38333.0,-1.0,-1.0,141667.0,-1.0,-1.0,-1.0,75000.0,-1.0,-1.0,62019.0,-1.0,-1.0,80000.0,68293.0,61678.0,100000.0,-1.0,-1.0,-1.0,-1.0,70000.0
1986,-1.0,13787.0,44989.0,59623.0,110000.0,32000.0,78316.0,-1.0,161808.0,-1.0,55556.0,30102.0,62946.0,106383.0,53484.0,35635.0,47734.0,35635.0,-1.0,-1.0,56000.0,98000.0,41292.0,74364.0,-1.0,72941.0,-1.0,53452.0,-1.0,-1.0,85417.0,-1.0,-1.0,59984.0,-1.0,7994.0,91953.0,90909.0,59623.0,30667.0,-1.0,-1.0,133333.0,-1.0,-1.0,-1.0,58824.0,-1.0,-1.0,63965.0,-1.0,-1.0,83333.0,79032.0,62387.0,100000.0,-1.0,-1.0,-1.0,-1.0,62500.0
1987,-1.0,14000.0,42371.0,62654.0,100000.0,32000.0,82415.0,-1.0,159109.0,-1.0,53333.0,30172.0,61749.0,122340.0,79221.0,36478.0,47399.0,36478.0,-1.0,-1.0,54054.0,100000.0,41068.0,77273.0,-1.0,100000.0,-1.0,50998.0,-1.0,-1.0,90000.0,-1.0,-1.0,42344.0,-1.0,7586.0,88287.0,90909.0,62654.0,33333.0,-1.0,-1.0,133333.0,-1.0,-1.0,-1.0,63889.0,-1.0,-1.0,57301.0,-1.0,-1.0,80000.0,96364.0,66196.0,100000.0,-1.0,-1.0,-1.0,-1.0,69767.0
1988,-1.0,13787.0,43423.0,57354.0,100000.0,32000.0,77879.0,-1.0,54477.0,-1.0,50000.0,30159.0,68155.0,96939.0,76429.0,36471.0,43756.0,36471.0,-1.0,-1.0,51282.0,100000.0,40619.0,75307.0,-1.0,72727.0,-1.0,51394.0,-1.0,-1.0,79153.0,-1.0,-1.0,53483.0,-1.0,21337.0,88488.0,93750.0,57354.0,33333.0,-1.0,-1.0,130000.0,-1.0,-1.0,-1.0,68421.0,-1.0,-1.0,58959.0,-1.0,-1.0,80000.0,78000.0,67798.0,100000.0,-1.0,-1.0,-1.0,-1.0,73684.0
1989,-1.0,14066.0,39646.0,56617.0,97143.0,30000.0,70602.0,-1.0,49185.0,-1.0,50000.0,30120.0,55354.0,87273.0,81538.0,36471.0,37190.0,36471.0,-1.0,-1.0,58571.0,100000.0,43920.0,70833.0,-1.0,76364.0,-1.0,49062.0,-1.0,-1.0,99664.0,-1.0,-1.0,49461.0,-1.0,20100.0,79036.0,95455.0,56617.0,-1.0,-1.0,-1.0,130000.0,-1.0,-1.0,-1.0,70000.0,-1.0,-1.0,54468.0,-1.0,-1.0,80000.0,75000.0,58491.0,100000.0,-1.0,-1.0,-1.0,-1.0,72043.0
1990,-1.0,13647.0,37593.0,56783.0,95000.0,29500.0,72254.0,-1.0,42542.0,-1.0,-1.0,22827.0,72435.0,84615.0,55088.0,35088.0,44763.0,35088.0,-1.0,125000.0,56825.0,100000.0,39604.0,75000.0,-1.0,85833.0,-1.0,58766.0,-1.0,30303.0,84675.0,-1.0,-1.0,52118.0,-1.0,20820.0,80064.0,95652.0,55692.0,-1.0,-1.0,-1.0,127273.0,-1.0,-1.0,-1.0,71429.0,75135.0,-1.0,54395.0,-1.0,-1.0,80000.0,73688.0,50692.0,100000.0,-1.0,66667.0,50000.0,-1.0,79051.0
1991,-1.0,13614.0,41906.0,62049.0,95917.0,29136.0,74776.0,-1.0,44149.0,-1.0,-1.0,30000.0,64385.0,66667.0,72143.0,33333.0,48178.0,33333.0,-1.0,127695.0,56409.0,73516.0,47551.0,68500.0,-1.0,90000.0,-1.0,66351.0,-1.0,30303.0,94533.0,-1.0,-1.0,41841.0,-1.0,20023.0,81911.0,96014.0,61873.0,-1.0,-1.0,-1.0,130435.0,-1.0,-1.0,-1.0,74723.0,75472.0,-1.0,63743.0,-1.0,-1.0,80000.0,68857.0,38799.0,99746.0,-1.0,67500.0,60890.0,-1.0,71733.0
1992,-1.0,11248.0,35345.0,72165.0,97143.0,29291.0,73821.0,-1.0,49516.0,-1.0,-1.0,30114.0,58333.0,95000.0,79167.0,37500.0,42857.0,37500.0,-1.0,130889.0,54579.0,73595.0,56624.0,83333.0,20000.0,78182.0,-1.0,92278.0,-1.0,30000.0,89505.0,-1.0,-1.0,47830.0,-1.0,20381.0,75324.0,95745.0,69507.0,33333.0,40000.0,-1.0,127273.0,-1.0,-1.0,-1.0,81452.0,75476.0,-1.0,68630.0,-1.0,60000.0,80030.0,69517.0,88531.0,99734.0,-1.0,64983.0,60000.0,-1.0,79400.0
1993,-1.0,13084.0,44823.0,75952.0,96667.0,29445.0,77241.0,-1.0,54156.0,-1.0,-1.0,30000.0,56122.0,90000.0,65833.0,34632.0,40541.0,34632.0,-1.0,134082.0,65714.0,74106.0,33937.0,76471.0,20000.0,145556.0,-1.0,57089.0,-1.0,30204.0,78000.0,-1.0,-1.0,25341.0,-1.0,23952.0,71774.0,91667.0,78282.0,-1.0,50000.0,-1.0,135000.0,-1.0,-1.0,40000.0,80435.0,75000.0,-1.0,57147.0,-1.0,70000.0,80000.0,70177.0,94980.0,99722.0,-1.0,64987.0,88000.0,-1.0,75870.0
1994,50000.0,14624.0,42581.0,79783.0,96667.0,29476.0,83593.0,-1.0,59955.0,45455.0,-1.0,30233.0,56842.0,133333.0,80000.0,40000.0,23256.0,40000.0,-1.0,137275.0,60000.0,74149.0,37144.0,81579.0,20000.0,144444.0,-1.0,54894.0,-1.0,30769.0,86502.0,-1.0,-1.0,24909.0,-1.0,19514.0,77368.0,95832.0,81629.0,-1.0,48427.0,-1.0,144444.0,-1.0,-1.0,40000.0,80851.0,74643.0,-1.0,63510.0,-1.0,80000.0,80000.0,70837.0,63235.0,99712.0,-1.0,64639.0,86949.0,-1.0,76119.0
1995,51734.0,14427.0,42217.0,80409.0,96667.0,29606.0,78750.0,47059.0,47826.0,45375.0,-1.0,30000.0,55897.0,183333.0,75833.0,50000.0,30000.0,50000.0,-1.0,140469.0,60000.0,72222.0,53183.0,83143.0,20000.0,138889.0,-1.0,60117.0,30000.0,30419.0,95684.0,-1.0,-1.0,46064.0,-1.0,21399.0,69808.0,93750.0,83593.0,-1.0,48121.0,-1.0,146844.0,-1.0,30000.0,39949.0,83333.0,74712.0,-1.0,61071.0,-1.0,100000.0,84130.0,71498.0,111712.0,99702.0,-1.0,61765.0,94818.0,-1.0,76923.0
1996,51702.0,15732.0,46318.0,74832.0,100000.0,30000.0,72795.0,48359.0,43500.0,45387.0,-1.0,30159.0,59444.0,142857.0,75000.0,58909.0,41191.0,58909.0,-1.0,143663.0,60000.0,74887.0,54506.0,93659.0,20000.0,135000.0,-1.0,63858.0,10000.0,30422.0,97126.0,-1.0,-1.0,31047.0,-1.0,21333.0,80494.0,93878.0,81791.0,-1.0,47469.0,-1.0,142916.0,50000.0,25000.0,39947.0,87752.0,74701.0,75000.0,63664.0,-1.0,100000.0,83499.0,72158.0,137398.0,99693.0,-1.0,65333.0,105852.0,-1.0,76389.0
1997,51668.0,17098.0,45315.0,81873.0,100000.0,29982.0,57179.0,50000.0,38400.0,45455.0,-1.0,26875.0,55263.0,105882.0,75000.0,67434.0,42000.0,67434.0,-1.0,146860.0,60000.0,80000.0,49816.0,94857.0,20000.0,137692.0,-1.0,66859.0,10000.0,30413.0,102135.0,-1.0,-1.0,25120.0,-1.0,15681.0,84574.0,136842.0,87191.0,-1.0,41799.0,-1.0,141897.0,50000.0,34206.0,39945.0,74501.0,75304.0,85691.0,60323.0,-1.0,100000.0,81070.0,72818.0,175205.0,99686.0,-1.0,67857.0,107919.0,-1.0,78333.0
1998,51592.0,14853.0,43484.0,75218.0,100000.0,28979.0,80057.0,49750.0,53750.0,45455.0,-1.0,27108.0,52253.0,162500.0,90909.0,76923.0,55000.0,76923.0,-1.0,150059.0,60000.0,73529.0,52917.0,100930.0,20000.0,66667.0,-1.0,59066.0,10000.0,30000.0,97327.0,22368.0,-1.0,27563.0,-1.0,22689.0,87831.0,138889.0,85204.0,-1.0,43872.0,-1.0,142105.0,50000.0,40000.0,39942.0,103750.0,74727.0,76580.0,59990.0,-1.0,120000.0,79993.0,73478.0,57138.0,99681.0,-1.0,53333.0,115073.0,-1.0,76034.0
1999,51592.0,16020.0,46868.0,78863.0,100000.0,30700.0,82042.0,49759.0,59048.0,45455.0,-1.0,26218.0,49009.0,125000.0,69231.0,76923.0,82500.0,76923.0,-1.0,153262.0,63750.0,74308.0,59729.0,99600.0,20000.0,62500.0,-1.0,65561.0,20000.0,30457.0,113470.0,23077.0,-1.0,61474.0,-1.0,19169.0,90946.0,138889.0,89829.0,-1.0,45000.0,76190.0,140000.0,60000.0,40085.0,39940.0,120000.0,74672.0,81814.0,57919.0,-1.0,156000.0,81231.0,74138.0,49719.0,99678.0,-1.0,63506.0,122145.0,-1.0,77586.0
2000,50000.0,16790.0,46146.0,82687.0,100653.0,31000.0,75461.0,49683.0,56087.0,45455.0,-1.0,22751.0,40541.0,137500.0,69231.0,76923.0,58333.0,76923.0,-1.0,156469.0,63433.0,72222.0,39713.0,120513.0,20000.0,57143.0,-1.0,162357.0,20000.0,30000.0,110301.0,22973.0,-1.0,62180.0,-1.0,13828.0,86026.0,138889.0,93385.0,-1.0,50000.0,76378.0,138555.0,50000.0,41827.0,39938.0,84270.0,74805.0,79876.0,60800.0,-1.0,150000.0,82154.0,74276.0,62981.0,99677.0,-1.0,67544.0,128774.0,7500.0,75464.0
2001,60000.0,16942.0,47154.0,72214.0,101407.0,22400.0,91262.0,50000.0,52885.0,45455.0,-1.0,28781.0,43377.0,131250.0,73739.0,76923.0,46667.0,76923.0,-1.0,159682.0,61995.0,74295.0,62573.0,150938.0,20000.0,67500.0,71429.0,170788.0,20000.0,30619.0,94331.0,23750.0,-1.0,54363.0,-1.0,16299.0,75710.0,138889.0,86125.0,-1.0,50000.0,76563.0,137554.0,50000.0,43312.0,39936.0,89076.0,74839.0,76253.0,59850.0,-1.0,115556.0,80851.0,74606.0,89806.0,99679.0,-1.0,71019.0,135835.0,7500.0,75000.0
2002,53333.0,17340.0,50933.0,86322.0,101732.0,38395.0,99623.0,50000.0,49048.0,45455.0,-1.0,30000.0,34118.0,125000.0,74870.0,76923.0,51653.0,76923.0,-1.0,162901.0,61402.0,73684.0,65026.0,100000.0,20000.0,66667.0,71429.0,166000.0,20000.0,30698.0,121569.0,23721.0,-1.0,60728.0,-1.0,9107.0,98784.0,138889.0,102864.0,-1.0,50000.0,76923.0,136364.0,50000.0,44587.0,39936.0,101040.0,75120.0,71910.0,55393.0,-1.0,110000.0,81250.0,75000.0,185371.0,99684.0,-1.0,77273.0,142857.0,11111.0,74758.0
2003,50000.0,17543.0,53138.0,80606.0,102188.0,32263.0,84717.0,53571.0,112810.0,45455.0,82661.0,28481.0,58776.0,209091.0,75415.0,76923.0,53690.0,76923.0,-1.0,164855.0,60200.0,74221.0,76367.0,120027.0,20000.0,66667.0,71429.0,146364.0,3017.0,30065.0,98237.0,23778.0,-1.0,62521.0,-1.0,6665.0,88971.0,135298.0,99847.0,-1.0,50000.0,77557.0,135715.0,50000.0,45622.0,39932.0,78645.0,74833.0,73166.0,56598.0,-1.0,115000.0,80000.0,75000.0,105361.0,99691.0,19799.0,73309.0,150292.0,10000.0,74424.0
