,India,El Salvador,Mozambique,Myanmar,Malaysia,Cuba,USSR,China,Central African Republic,Russian Federation,Ethiopia,Indonesia,Pakistan,Spain,Mali,Chile,South Africa,Democratic Republic of the Congo,Bangladesh,Guatemala,Brazil,"China, mainland",Madagascar,Angola,Nigeria,Ethiopia PDR,Thailand
1972,421300.0,2900.0,6000.0,853.0,-1.0,3000.0,24000.0,112000.0,1620.0,-1.0,-1.0,6672.0,9533.0,-1.0,1038.0,-1.0,1100.0,5000.0,24038.0,700.0,30100.0,112000.0,640.0,1500.0,-1.0,-1.0,434880.0
1973,506300.0,2900.0,6000.0,798.0,-1.0,3000.0,19000.0,167500.0,1860.0,-1.0,-1.0,7368.0,10156.0,-1.0,1410.0,-1.0,1100.0,4000.0,21929.0,700.0,33662.0,167500.0,3645.0,1000.0,-1.0,-1.0,418560.0
1974,461700.0,2900.0,6000.0,269.0,-1.0,18850.0,16000.0,192000.0,1800.0,-1.0,-1.0,7200.0,10656.0,-1.0,1575.0,-1.0,1100.0,6500.0,15402.0,200.0,32382.0,192000.0,1585.0,1000.0,-1.0,-1.0,386720.0
1975,475700.0,2900.0,6000.0,76.0,-1.0,21530.0,16000.0,199000.0,1800.0,-1.0,-1.0,8100.0,10794.0,-1.0,1991.0,-1.0,1100.0,6600.0,13363.0,200.0,46106.0,199000.0,1985.0,1000.0,-1.0,-1.0,277760.0
1976,486100.0,1478.0,6000.0,85.0,-1.0,21600.0,18000.0,214000.0,1200.0,-1.0,-1.0,10159.0,10165.0,-1.0,2585.0,-1.0,1100.0,6700.0,14542.0,260.0,53211.0,214000.0,395.0,1000.0,-1.0,-1.0,144160.0
1977,486100.0,490.0,6000.0,120.0,-1.0,16365.0,18000.0,240000.0,800.0,-1.0,-1.0,7098.0,10123.0,-1.0,1600.0,-1.0,1100.0,6700.0,15176.0,200.0,53421.0,240000.0,400.0,1000.0,-1.0,-1.0,246400.0
1978,506600.0,360.0,6000.0,142.0,-1.0,11340.0,17000.0,255000.0,390.0,-1.0,-1.0,6482.0,7662.0,-1.0,2700.0,5000.0,1100.0,6700.0,16062.0,220.0,52700.0,255000.0,550.0,1000.0,-1.0,-1.0,277120.0
1979,518700.0,600.0,6000.0,50.0,-1.0,15830.0,18000.0,231000.0,250.0,-1.0,-1.0,12962.0,8527.0,-1.0,2800.0,5000.0,1100.0,6600.0,13740.0,350.0,46604.0,231000.0,730.0,1000.0,-1.0,-1.0,212800.0
1980,488100.0,600.0,6000.0,94.0,-1.0,10200.0,18000.0,183000.0,366.0,-1.0,-1.0,11139.0,10487.0,-1.0,2600.0,10200.0,1100.0,6700.0,10221.0,310.0,45702.0,183000.0,730.0,1000.0,-1.0,-1.0,168071.0
1981,454900.0,600.0,6000.0,125.0,-1.0,16510.0,18000.0,181000.0,370.0,-1.0,-1.0,11711.0,10822.0,-1.0,2700.0,10000.0,1100.0,6700.0,9758.0,250.0,56295.0,181000.0,735.0,1000.0,1000.0,-1.0,178699.0
1982,394300.0,400.0,6000.0,120.0,-1.0,15770.0,18000.0,145000.0,370.0,-1.0,-1.0,13343.0,10210.0,-1.0,2800.0,10000.0,1100.0,6800.0,9505.0,240.0,42740.0,145000.0,735.0,1000.0,1000.0,21.0,205717.0
1983,395000.0,600.0,6000.0,120.0,-1.0,19885.0,18000.0,134000.0,380.0,-1.0,-1.0,15905.0,10034.0,-1.0,2800.0,10000.0,1100.0,6800.0,8732.0,250.0,45443.0,134000.0,740.0,1000.0,1000.0,110.0,212380.0
1984,395500.0,287.0,6000.0,80.0,-1.0,19800.0,18000.0,192000.0,400.0,-1.0,-1.0,7915.0,9226.0,-1.0,2800.0,10000.0,1100.0,6900.0,9063.0,270.0,55423.0,192000.0,740.0,1000.0,1000.0,675.0,143642.0
1985,450200.0,330.0,6000.0,80.0,-1.0,19200.0,18000.0,510000.0,400.0,-1.0,-1.0,17157.0,8473.0,-1.0,2800.0,10000.0,1100.0,6700.0,10360.0,270.0,42526.0,510000.0,750.0,1000.0,1000.0,1288.0,219786.0
1986,361500.0,416.0,6000.0,80.0,-1.0,13300.0,18000.0,145000.0,410.0,-1.0,-1.0,26477.0,7439.0,-1.0,3000.0,10000.0,1100.0,6800.0,9331.0,280.0,35953.0,145000.0,750.0,1000.0,1000.0,642.0,202057.0
1987,342400.0,455.0,6000.0,80.0,-1.0,11900.0,20000.0,100000.0,410.0,-1.0,-1.0,24512.0,7779.0,-1.0,3000.0,10000.0,1100.0,6800.0,7370.0,280.0,44499.0,100000.0,750.0,1000.0,1000.0,1603.0,145840.0
1988,306500.0,450.0,6000.0,80.0,-1.0,3900.0,21000.0,102000.0,420.0,-1.0,-1.0,16104.0,6579.0,-1.0,3000.0,10000.0,1100.0,6900.0,5914.0,290.0,47244.0,102000.0,750.0,1000.0,1000.0,1560.0,125882.0
1989,304700.0,1000.0,6000.0,80.0,-1.0,16200.0,22000.0,106000.0,420.0,-1.0,-1.0,9720.0,7664.0,-1.0,3000.0,10000.0,1100.0,6900.0,6941.0,270.0,32235.0,106000.0,750.0,1000.0,1000.0,1560.0,119136.0
1990,311200.0,1500.0,6645.0,80.0,0.0,10000.0,19507.0,110000.0,427.0,-1.0,-1.0,9404.0,6045.0,-1.0,3322.0,10352.0,1218.0,7000.0,20107.0,300.0,21192.0,110000.0,831.0,1107.0,1107.0,1728.0,121661.0
1991,301600.0,2000.0,6000.0,80.0,1734.0,8295.0,0.0,99750.0,440.0,-1.0,-1.0,10567.0,5402.0,-1.0,2683.0,13894.0,1100.0,7100.0,5000.0,320.0,13713.0,99750.0,750.0,1000.0,1000.0,1570.0,93920.0
1992,263800.0,3000.0,5000.0,80.0,1763.0,7027.0,-1.0,102000.0,442.0,20000.0,-1.0,11158.0,5132.0,-1.0,3500.0,13712.0,1100.0,7300.0,1000.0,330.0,16142.0,102000.0,764.0,933.0,1000.0,559.0,91680.0
1993,254200.0,4000.0,6000.0,80.0,1791.0,5998.0,-1.0,101000.0,440.0,21000.0,1570.0,6581.0,4069.0,-1.0,2872.0,13530.0,1100.0,7500.0,996.0,340.0,10686.0,101000.0,760.0,926.0,1000.0,-1.0,85760.0
1994,252800.0,5000.0,5500.0,40.0,1818.0,5190.0,-1.0,55000.0,440.0,21339.0,1500.0,7539.0,3946.0,-1.0,1800.0,13348.0,1100.0,7600.0,7000.0,340.0,10014.0,55000.0,754.0,900.0,1000.0,-1.0,74855.0
1995,249300.0,5594.0,6000.0,40.0,1846.0,4536.0,-1.0,46460.0,440.0,23098.0,1550.0,4713.0,3780.0,-1.0,2000.0,13167.0,1100.0,7800.0,1000.0,350.0,6073.0,46460.0,769.0,800.0,1000.0,-1.0,70080.0
1996,203000.0,6505.0,7000.0,40.0,1873.0,4007.0,-1.0,46500.0,440.0,22312.0,1500.0,4253.0,3385.0,-1.0,2006.0,12985.0,1100.0,7900.0,2407.0,360.0,3011.0,46500.0,780.0,900.0,1000.0,-1.0,66320.0
1997,190000.0,6084.0,7405.0,130.0,1900.0,3577.0,-1.0,51000.0,447.0,22120.0,1500.0,4142.0,3056.0,-1.0,2000.0,12804.0,1077.0,8089.0,1000.0,370.0,2587.0,51000.0,780.0,1000.0,1000.0,-1.0,61600.0
1998,177100.0,6000.0,7100.0,260.0,1926.0,3228.0,-1.0,29710.0,452.0,20922.0,1500.0,3062.0,2774.0,-1.0,2085.0,12623.0,1119.0,7600.0,2024.0,380.0,4975.0,29710.0,777.0,1130.0,1000.0,-1.0,27840.0
1999,185800.0,3700.0,7200.0,530.0,1953.0,2945.0,-1.0,21000.0,454.0,21000.0,1500.0,2306.0,2803.0,-1.0,2088.0,12442.0,1000.0,8170.0,2000.0,380.0,4439.0,21000.0,775.0,800.0,1000.0,-1.0,16960.0
2000,188700.0,3700.0,6000.0,1050.0,1979.0,2714.0,-1.0,16600.0,460.0,21000.0,1500.0,2866.0,3085.0,-1.0,2068.0,12262.0,1100.0,8078.0,1947.0,390.0,3759.0,16600.0,760.0,1000.0,1000.0,-1.0,25557.0
2001,189700.0,3800.0,6300.0,1980.0,2004.0,2525.0,-1.0,17150.0,461.0,22000.0,1500.0,2946.0,3203.0,-1.0,2111.0,12026.0,1080.0,7993.0,2019.0,400.0,4810.0,17150.0,767.0,933.0,1000.0,-1.0,41820.0
2002,174100.0,3552.0,6400.0,3880.0,2030.0,2370.0,-1.0,18000.0,470.0,22354.0,1500.0,2884.0,2400.0,-1.0,2118.0,11324.0,1068.0,7650.0,2110.0,400.0,5844.0,18000.0,763.0,924.0,1000.0,-1.0,10643.0
2003,170800.0,3393.0,6500.0,10000.0,2033.0,2241.0,-1.0,13000.0,466.0,23000.0,1500.0,2913.0,2300.0,-1.0,2087.0,11000.0,1078.0,7866.0,2205.0,400.0,6421.0,13000.0,761.0,923.0,1000.0,-1.0,7236.0
2004,152500.0,3150.0,6600.0,11700.0,2014.0,2128.0,-1.0,10240.0,467.0,23042.0,1500.0,3038.0,1800.0,-1.0,2089.0,11500.0,1083.0,7818.0,2331.0,380.0,7094.0,10240.0,761.0,977.0,1000.0,-1.0,10229.0
2005,141800.0,3130.0,6000.0,6100.0,1990.0,2035.0,-1.0,9950.0,470.0,22514.0,1500.0,3068.0,1800.0,-1.0,2000.0,12000.0,1100.0,7650.0,3000.0,390.0,12489.0,9950.0,760.0,1000.0,1000.0,-1.0,12103.0
2006,137900.0,3010.0,6400.0,14200.0,1967.0,1955.0,-1.0,9000.0,470.0,18774.0,1500.0,2800.0,1680.0,-1.0,2000.0,11947.0,1100.0,7800.0,2548.0,340.0,12682.0,9000.0,760.0,1000.0,1000.0,-1.0,4725.0
2007,144000.0,2332.0,6000.0,21500.0,1945.0,1886.0,-1.0,10000.0,470.0,17441.0,1500.0,3000.0,1587.0,-1.0,2000.0,11795.0,1100.0,8174.0,2562.0,430.0,12415.0,10000.0,760.0,1000.0,1000.0,-1.0,2617.0
2008,135000.0,1779.0,6200.0,14600.0,1925.0,1878.0,-1.0,8000.0,470.0,14410.0,1750.0,2700.0,1473.0,-1.0,2000.0,11591.0,1100.0,8392.0,2544.0,420.0,9430.0,8000.0,770.0,1000.0,1000.0,-1.0,1416.0
2009,120000.0,1798.0,7000.0,11300.0,1906.0,1855.0,-1.0,7200.0,446.0,13987.0,1798.0,2600.0,1352.0,-1.0,2255.0,11358.0,1123.0,8788.0,2501.0,330.0,9415.0,7200.0,600.0,1093.0,1005.0,-1.0,2096.0
2010,87000.0,1816.0,6800.0,10866.0,1888.0,1830.0,-1.0,5700.0,500.0,13625.0,1950.0,2501.0,1137.0,-1.0,2600.0,11123.0,1100.0,9000.0,2442.0,373.0,10470.0,5700.0,600.0,1200.0,1000.0,-1.0,1665.0
2011,91000.0,1836.0,7100.0,14198.0,1757.0,1805.0,-1.0,5800.0,485.0,13200.0,1950.0,2434.0,996.0,-1.0,2800.0,10917.0,1100.0,9000.0,2382.0,383.0,11263.0,5800.0,500.0,1114.0,1000.0,-1.0,1714.0
2012,87000.0,1856.0,7000.0,14430.0,1950.0,1800.0,-1.0,5270.0,500.0,13200.0,2000.0,2507.0,854.0,-1.0,2641.0,11000.0,1150.0,9200.0,2400.0,400.0,6589.0,5270.0,500.0,1196.0,1000.0,-1.0,2446.0
2013,100000.0,1876.0,7000.0,14824.0,2051.0,1850.0,-1.0,5130.0,500.0,13200.0,2000.0,2429.0,712.0,-1.0,2850.0,11500.0,1200.0,9200.0,2400.0,400.0,6612.0,5130.0,510.0,1200.0,1000.0,-1.0,2452.0
2014,87496.0,1897.0,6964.0,15203.0,2396.0,1800.0,-1.0,4063.0,531.0,13200.0,1924.0,2349.0,652.0,-1.0,2545.0,11087.0,1135.0,9300.0,2293.0,400.0,5856.0,4063.0,446.0,1172.0,1040.0,-1.0,2452.0
