,USSR,France,Australia & New Zealand,Pakistan,Thailand,Ethiopia,Kenya,Romania,Democratic People's Republic of Korea,Lebanon,Yemen,Tunisia,Albania,Brazil,Paraguay,Niger,Serbia,Slovenia,Hungary,Argentina,Colombia,Spain,India,Malta,Ecuador,Cabo Verde,Indonesia,Republic of Moldova,Canada,Turkey,Jordan,Egypt,The former Yugoslav Republic of Macedonia,Greece,Czechoslovakia,Haiti,Republic of Korea,New Zealand,Montenegro,Dominican Republic,Syrian Arab Republic,Mexico,Yugoslav SFR,Iran (Islamic Republic of),Peru,United States of America,"China, mainland",Madagascar,Cyprus,Kazakhstan,Uruguay,Lithuania,Portugal,Guatemala,Cuba,Slovakia,Bhutan,Turkmenistan,Philippines,Iraq,Czechia,Timor-Leste,United Republic of Tanzania,Nepal,Libya,Bangladesh,Italy,Mauritius,Uzbekistan,Occupied Palestinian Territory,Finland,Serbia and Montenegro,Armenia,Sudan (former),Morocco,Switzerland,Chile,Honduras,Kyrgyzstan,Algeria,"China, Taiwan Province of",Israel,Réunion,Japan,Belarus,Estonia,Georgia,Azerbaijan,Oman,Bosnia and Herzegovina,Russian Federation,Austria,Sudan,Venezuela (Bolivarian Republic of),Latvia,Ukraine,Kuwait,Bolivia (Plurinational State of),Tajikistan,Croatia,Bulgaria,Myanmar,China
1971,17561.0,64478.0,10000.0,91391.0,40404.0,,142857.0,28876.0,50000.0,56053.0,,45783.0,,25615.0,22000.0,,,,34988.0,47449.0,,67980.0,36667.0,67568.0,73947.0,,,,,49593.0,130000.0,257082.0,,47290.0,43361.0,210000.0,53403.0,10000.0,,77132.0,48963.0,49710.0,33072.0,,65421.0,145745.0,93095.0,57500.0,33333.0,,24138.0,,66667.0,44722.0,153000.0,,,,27193.0,22584.0,,,40000.0,,13051.0,37164.0,96214.0,87500.0,,,,,,47619.0,50000.0,,62857.0,24000.0,,,92549.0,62000.0,,,,,,,,,,,,35772.0,,,,50000.0,,,40486.0,27900.0,93083.0
1972,16235.0,66521.0,10000.0,113052.0,27189.0,,142857.0,26104.0,51220.0,48343.0,,34940.0,,28035.0,24501.0,,,,25635.0,46907.0,,67261.0,36667.0,70270.0,81683.0,,,,,46000.0,70000.0,317376.0,,51256.0,39454.0,220000.0,54093.0,10000.0,,74936.0,78120.0,52342.0,31626.0,,66680.0,145703.0,88000.0,60000.0,33333.0,,24167.0,,66667.0,44872.0,150000.0,,,,36918.0,19808.0,,,40000.0,,9350.0,33615.0,96799.0,86111.0,,,,,,47619.0,50000.0,,63158.0,22195.0,,,95043.0,80233.0,,,,,,,,,,,,36679.0,,,,51250.0,,,37204.0,28385.0,88202.0
1973,20341.0,66860.0,10000.0,120539.0,54919.0,,142857.0,26818.0,52381.0,48462.0,,43373.0,,26522.0,30779.0,,,,23540.0,48319.0,,60554.0,36364.0,73333.0,54929.0,,,,,45424.0,10769.0,350281.0,,54550.0,44020.0,230000.0,54447.0,10000.0,,76311.0,52555.0,53375.0,33666.0,,64637.0,145727.0,86957.0,75000.0,33333.0,,24194.0,,66667.0,45122.0,128571.0,,,,36766.0,18019.0,,,40000.0,,12700.0,33153.0,96572.0,79630.0,,,,,,47619.0,50000.0,,65000.0,20476.0,,,113235.0,73529.0,,,,,,,,,,,,35157.0,,,,60345.0,,,51475.0,27985.0,87621.0
1974,19213.0,67447.0,10000.0,125000.0,45394.0,,142857.0,27647.0,53488.0,58295.0,,54118.0,,26027.0,25053.0,,,,24710.0,51860.0,,61358.0,29751.0,64706.0,60742.0,,,,,50355.0,40000.0,331441.0,,55641.0,45438.0,240000.0,53171.0,10000.0,,74640.0,82154.0,48417.0,35074.0,,64465.0,145717.0,91818.0,62353.0,33333.0,,23846.0,,66667.0,44444.0,131000.0,,,,38713.0,35502.0,,,40000.0,,12391.0,32838.0,98601.0,75122.0,,,,,,71429.0,54545.0,,70000.0,11034.0,,12500.0,115938.0,100000.0,,,,,,,,,,,,44147.0,,,,60000.0,,,38212.0,28277.0,92461.0
1975,18090.0,64954.0,10000.0,118345.0,50891.0,,142857.0,26866.0,54545.0,57143.0,,59302.0,,25846.0,23743.0,,,,33233.0,51133.0,,53389.0,35327.0,62500.0,58326.0,,,,,54962.0,73500.0,251954.0,,52032.0,42597.0,250000.0,75899.0,10000.0,,74471.0,76080.0,45921.0,31482.0,,63809.0,145697.0,91739.0,33750.0,33333.0,,24615.0,,66667.0,44681.0,123333.0,,,,38397.0,32902.0,,,40000.0,,12000.0,33104.0,97724.0,66000.0,,,,,,71429.0,52174.0,,71504.0,17079.0,,12500.0,96103.0,81481.0,,,,,,,,,,,,47530.0,,,139250.0,57500.0,,,44884.0,28427.0,91898.0
1976,20353.0,60943.0,10000.0,91512.0,63479.0,,142857.0,26932.0,55556.0,62857.0,,42308.0,,34537.0,23218.0,,,,45833.0,50627.0,,46126.0,36100.0,62500.0,73746.0,,,,,52143.0,16667.0,285631.0,,53840.0,33965.0,250000.0,77398.0,10000.0,,75556.0,74815.0,47079.0,34245.0,,60449.0,117697.0,91739.0,42917.0,33333.0,,24615.0,,66667.0,44898.0,131429.0,,,,34348.0,25761.0,,,40000.0,,15000.0,32267.0,96115.0,74500.0,,,,,,71429.0,56522.0,,74737.0,15604.0,,15000.0,112785.0,75000.0,,,,,,,,,,,,45915.0,,,140492.0,57500.0,,,49003.0,28637.0,92494.0
1977,20472.0,59331.0,70000.0,89681.0,39817.0,,142857.0,31860.0,56522.0,68571.0,,33333.0,,34884.0,23386.0,,,,56226.0,50345.0,,59162.0,32120.0,54054.0,65297.0,,,,,52721.0,85000.0,319332.0,,53182.0,36589.0,260000.0,79099.0,70000.0,,75917.0,85285.0,48591.0,35839.0,,67819.0,123286.0,91429.0,67429.0,33333.0,,24615.0,,60000.0,44444.0,80000.0,,,,32637.0,34711.0,,,40000.0,,17096.0,32094.0,94082.0,76364.0,,,,,,72727.0,54167.0,,91500.0,14194.0,,19231.0,111556.0,66832.0,,,,,,,,,,,,46420.0,,,140633.0,57520.0,,,46273.0,28672.0,92160.0
1978,24815.0,65083.0,71327.0,78050.0,37245.0,,142857.0,37051.0,57447.0,62500.0,,31667.0,,33959.0,22196.0,,,,60607.0,46471.0,,58781.0,33984.0,54054.0,52687.0,,,,,55782.0,30000.0,288846.0,,57055.0,38754.0,260000.0,65401.0,71327.0,,75111.0,85400.0,61684.0,33289.0,,68791.0,134499.0,83636.0,60845.0,37500.0,,24286.0,,55000.0,45217.0,120000.0,,,,32902.0,69383.0,,,40000.0,,14706.0,31900.0,93275.0,140000.0,,,,,,100000.0,56000.0,,80909.0,12737.0,,23333.0,103035.0,125000.0,,,,,,,,,,,,38551.0,,,140164.0,69912.0,,,47959.0,29937.0,84276.0
1979,14939.0,65634.0,72950.0,77983.0,46741.0,,142857.0,32237.0,58333.0,62500.0,85813.0,50667.0,,36935.0,22333.0,,,,50595.0,48157.0,,53040.0,34439.0,54054.0,47393.0,,,,,65217.0,150000.0,300020.0,,57421.0,35783.0,270000.0,86050.0,72950.0,,74688.0,90182.0,67152.0,34195.0,,70090.0,145699.0,88148.0,39035.0,37500.0,,25221.0,,55000.0,44800.0,127500.0,,,,29500.0,45000.0,,,40000.0,,14870.0,32261.0,95461.0,77059.0,,,,,,128000.0,60000.0,,60000.0,14000.0,,21944.0,108350.0,112000.0,,,,,,,,,,,,43316.0,,,139367.0,61264.0,,,52940.0,29765.0,88930.0
1980,15337.0,68384.0,72283.0,76742.0,46361.0,,142857.0,25625.0,60000.0,62500.0,95348.0,50000.0,,32629.0,22857.0,,,,49194.0,50802.0,,62574.0,36425.0,54054.0,47845.0,,,,,64145.0,45000.0,288316.0,,59667.0,42704.0,270000.0,68168.0,72283.0,,74327.0,71234.0,72609.0,35643.0,,53988.0,145715.0,85094.0,42202.0,33333.0,,19959.0,,55000.0,44615.0,130000.0,,,,26807.0,31467.0,,,40000.0,,16292.0,30139.0,94312.0,80870.0,,,,,,166667.0,53333.0,,60000.0,14330.0,,22250.0,101623.0,88158.0,,,,,,,,,,,,36569.0,,,141143.0,59158.0,,,44527.0,30076.0,85825.0
1981,16875.0,78358.0,63709.0,75189.0,38675.0,,142857.0,30392.0,60000.0,56000.0,83644.0,36667.0,,38048.0,22857.0,,,,54808.0,47917.0,,46850.0,37967.0,54054.0,50466.0,,18333.0,,,64407.0,15000.0,323942.0,,59448.0,41600.0,280000.0,58606.0,63709.0,,72960.0,91439.0,73253.0,35294.0,,58269.0,140101.0,91034.0,43417.0,33333.0,,24390.0,,55000.0,46154.0,124286.0,,,,26722.0,26897.0,,,40000.0,,46667.0,32212.0,92367.0,65000.0,,,,,,166548.0,45000.0,,60000.0,14037.0,,21462.0,110989.0,137931.0,33167.0,,,,,,,,,,,38790.0,,,140000.0,41353.0,,,48596.0,30067.0,91657.0
1982,30000.0,76515.0,60391.0,76524.0,35728.0,,142857.0,31961.0,58333.0,54545.0,84511.0,33333.0,,34834.0,20000.0,,,,44163.0,52361.0,,56359.0,38644.0,54054.0,51713.0,,29000.0,,,66105.0,25000.0,322687.0,,62012.0,45763.0,280000.0,66662.0,60391.0,,75486.0,83145.0,77670.0,35294.0,,62329.0,150000.0,89063.0,47934.0,35714.0,,24706.0,,55000.0,46154.0,125000.0,,,,28413.0,35200.0,,,40000.0,,67147.0,32250.0,93209.0,74138.0,,,,,,190442.0,40000.0,,60000.0,40000.0,,21282.0,108076.0,148387.0,33333.0,,,,,,,,,,,39053.0,,,135714.0,48022.0,,,55023.0,32744.0,89605.0
1983,29636.0,87534.0,59091.0,80403.0,29365.0,,142857.0,37412.0,69355.0,66667.0,81960.0,28333.0,,37350.0,20000.0,,,,39773.0,55963.0,,54597.0,38538.0,54054.0,53022.0,,36711.0,,,65385.0,62813.0,312925.0,,58035.0,52608.0,280000.0,65789.0,59091.0,,77764.0,78051.0,79435.0,34568.0,,53604.0,119048.0,92813.0,53659.0,38750.0,,24706.0,,55000.0,46154.0,114286.0,,,,24924.0,30588.0,,,40000.0,,69401.0,32717.0,94167.0,70588.0,,,,,,200000.0,40000.0,,58333.0,34381.0,,21046.0,83746.0,151154.0,33333.0,,,,,,,,,,,46673.0,,,133333.0,47024.0,,,48481.0,33631.0,92508.0
1984,34783.0,70541.0,66667.0,80158.0,34191.0,,142857.0,50649.0,76923.0,76923.0,162814.0,29167.0,,36936.0,19444.0,,,,62044.0,51712.0,,60085.0,37011.0,54054.0,51597.0,,52801.0,,,65772.0,77079.0,290476.0,,58583.0,55225.0,280000.0,50382.0,66667.0,,82146.0,78966.0,78956.0,33088.0,,59355.0,166667.0,93750.0,58268.0,37778.0,,24706.0,,60000.0,46565.0,113333.0,,,,24003.0,29500.0,,,40000.0,,67080.0,32747.0,88901.0,67308.0,,,,,,192593.0,40000.0,,53987.0,34444.0,,22509.0,102288.0,158621.0,33333.0,,,,,,,,,,,48185.0,,,142000.0,45026.0,,,50813.0,33708.0,94012.0
1985,37234.0,48429.0,61333.0,81878.0,39365.0,,142857.0,48846.0,80882.0,92857.0,164615.0,29932.0,,40143.0,16987.0,,,,49073.0,50233.0,,59621.0,32860.0,54054.0,52602.0,,50953.0,,,68345.0,69340.0,276786.0,,60126.0,50500.0,280000.0,65667.0,61333.0,,80412.0,71898.0,84728.0,31919.0,,50590.0,181102.0,96875.0,57692.0,38000.0,,24706.0,,52000.0,46565.0,113333.0,,,,23893.0,31453.0,,,40000.0,,66000.0,31396.0,89595.0,66667.0,,,,,,200000.0,41667.0,,59396.0,31250.0,,27420.0,97001.0,136000.0,33333.0,,,,,,,,,,,41952.0,,,140816.0,46190.0,,,45686.0,33176.0,96879.0
1986,37273.0,75571.0,61000.0,82801.0,34471.0,,152174.0,35641.0,85714.0,100000.0,166011.0,40323.0,,43035.0,19565.0,,,,50241.0,50446.0,,59599.0,34933.0,54054.0,16197.0,,54118.0,,,60606.0,52632.0,219577.0,,59195.0,49286.0,300000.0,76668.0,61000.0,,91635.0,68159.0,77744.0,33362.0,,56588.0,200000.0,96970.0,55556.0,38235.0,,25882.0,,64000.0,46970.0,113333.0,,,,22643.0,33383.0,,,46154.0,,66000.0,29080.0,90909.0,75581.0,,,,,,200000.0,46154.0,,60606.0,33333.0,,23950.0,105008.0,130541.0,33333.0,,,,,,,,,,,44368.0,,,120105.0,51429.0,,,46613.0,33503.0,97196.0
1987,33077.0,81948.0,61364.0,82476.0,35404.0,,148000.0,34000.0,89041.0,133333.0,135157.0,54286.0,,42427.0,9990.0,,,,34438.0,57981.0,,56094.0,34002.0,54054.0,25817.0,60000.0,55724.0,,,70769.0,53150.0,195767.0,,51028.0,57507.0,300000.0,81463.0,61364.0,,105851.0,72258.0,77323.0,28421.0,,57210.0,198529.0,100000.0,57037.0,37500.0,,26744.0,,72000.0,46970.0,113333.0,,,,24510.0,32593.0,,,46154.0,,70000.0,28978.0,92474.0,64474.0,,,,,,201299.0,50345.0,,54544.0,37500.0,,25329.0,104073.0,112927.0,33333.0,,,,,,,,,,,44782.0,,,112500.0,60583.0,,,45631.0,38315.0,100121.0
1988,36154.0,70845.0,61864.0,83195.0,35814.0,,142857.0,38621.0,93333.0,160000.0,136085.0,50000.0,,39532.0,9006.0,,,,44742.0,51209.0,,61418.0,36636.0,54054.0,35643.0,60000.0,54857.0,,,71756.0,55419.0,198880.0,,60750.0,59429.0,300000.0,81987.0,61864.0,,68305.0,79488.0,75989.0,27732.0,,60975.0,197368.0,101493.0,57778.0,36250.0,,24706.0,,60000.0,47368.0,113333.0,,,,25954.0,39344.0,,,48148.0,,70000.0,31020.0,89070.0,63462.0,,,,,,197368.0,50625.0,,54546.0,33333.0,,25508.0,109726.0,124783.0,32974.0,,,,,,,,,,,49734.0,,,112986.0,62692.0,,,53299.0,39639.0,101658.0
1989,32143.0,70651.0,61947.0,84837.0,38279.0,,143333.0,34265.0,100000.0,181818.0,120732.0,60000.0,,44141.0,16010.0,,,,45046.0,55444.0,,60258.0,38958.0,53333.0,23250.0,60000.0,56784.0,,,69291.0,86115.0,278552.0,,82609.0,63198.0,300000.0,92701.0,61947.0,,91927.0,80556.0,69978.0,32641.0,,62510.0,196429.0,102941.0,57246.0,36667.0,,24419.0,,60000.0,47368.0,113333.0,,,,27999.0,45053.0,,,50000.0,,70000.0,30091.0,90236.0,76190.0,,,,,,179487.0,38331.0,,62999.0,26429.0,,34732.0,107646.0,141321.0,26857.0,,,,,,,,,,,48852.0,,,180251.0,56346.0,,,56549.0,36811.0,103037.0
1990,19167.0,71356.0,59542.0,84013.0,40611.0,,152000.0,31546.0,95591.0,197500.0,110091.0,50000.0,65000.0,41453.0,37825.0,100000.0,,,59912.0,62899.0,,60802.0,38890.0,49653.0,20731.0,57500.0,58900.0,,,79825.0,70135.0,297859.0,,76470.0,60411.0,127273.0,95496.0,59542.0,,56464.0,70588.0,74825.0,27662.0,73171.0,63226.0,197802.0,101479.0,57143.0,37500.0,,29043.0,,70039.0,47761.0,60000.0,,,,27863.0,34754.0,,37016.0,51724.0,,70000.0,30042.0,87529.0,80952.0,,,,,,150943.0,53114.0,,62999.0,30000.0,,28107.0,100703.0,194900.0,35797.0,,,,,,,,,,,49150.0,,,164103.0,51567.0,,,59230.0,36399.0,101465.0
1991,19512.0,75783.0,57143.0,84762.0,44773.0,,140000.0,37442.0,106743.0,195479.0,109804.0,50000.0,66667.0,45489.0,28967.0,100000.0,,,65705.0,70476.0,,62565.0,39311.0,51731.0,30250.0,60000.0,63363.0,,,77248.0,78441.0,314286.0,,75238.0,58700.0,265579.0,97745.0,57143.0,,61780.0,70567.0,73954.0,29858.0,74518.0,65360.0,188310.0,122754.0,56610.0,40000.0,,37500.0,,70197.0,47626.0,60000.0,,,,27884.0,28851.0,,25478.0,53333.0,,65455.0,30150.0,90219.0,82353.0,,,46000.0,,,187500.0,64610.0,,63000.0,30800.0,,35534.0,100085.0,165217.0,35810.0,,,,,,,,,,,48583.0,,,120000.0,56571.0,,,60526.0,36498.0,122270.0
1992,,72346.0,58721.0,85753.0,46966.0,,89403.0,41038.0,106770.0,198940.0,115453.0,50000.0,70769.0,46680.0,26730.0,100000.0,,58201.0,51705.0,72745.0,,66569.0,41614.0,52959.0,23479.0,50000.0,61989.0,,,79810.0,80347.0,305513.0,28518.0,71111.0,53854.0,265596.0,106831.0,58721.0,,47269.0,78333.0,73736.0,,75007.0,65901.0,184855.0,126801.0,57857.0,36667.0,,50000.0,66667.0,70517.0,48567.0,68874.0,,,2150.0,28088.0,34783.0,,64333.0,51724.0,,70000.0,31346.0,89320.0,73913.0,78571.0,,36667.0,26886.0,200000.0,190184.0,45652.0,,63000.0,30769.0,105455.0,33681.0,104501.0,204679.0,33133.0,,,69487.0,,30769.0,,34933.0,45333.0,,,49986.0,26096.0,49377.0,121429.0,43889.0,200000.0,29271.0,52048.0,36332.0,126316.0
1993,,68789.0,59226.0,86630.0,45485.0,,140000.0,39120.0,106784.0,235714.0,115453.0,50769.0,69333.0,49846.0,27657.0,100000.0,,56596.0,104867.0,66895.0,,67639.0,40157.0,54188.0,25606.0,60000.0,63955.0,,,81050.0,59129.0,331971.0,22932.0,68421.0,,265614.0,108415.0,59226.0,,59374.0,96667.0,69958.0,,75503.0,66517.0,179373.0,121053.0,55333.0,37500.0,,38421.0,70000.0,70837.0,47426.0,55467.0,41841.0,,23600.0,28883.0,30000.0,40701.0,16140.0,53333.0,,66708.0,30781.0,86749.0,80455.0,82000.0,,36667.0,21570.0,175000.0,180723.0,39840.0,,62500.0,35217.0,118750.0,41626.0,108803.0,135167.0,35800.0,,,96750.0,,50000.0,,35556.0,33333.0,,,50685.0,16667.0,45882.0,119496.0,45679.0,100000.0,30115.0,40000.0,35797.0,120807.0
1994,,76196.0,60000.0,90232.0,49466.0,90000.0,84718.0,43721.0,106878.0,212121.0,114943.0,50909.0,72500.0,47695.0,26286.0,100000.0,,66888.0,46100.0,90003.0,,69538.0,40768.0,52747.0,22031.0,60000.0,64847.0,,,79060.0,111818.0,209684.0,25379.0,73684.0,,265631.0,103648.0,60000.0,,52099.0,95728.0,78749.0,,76010.0,65122.0,190572.0,126889.0,55753.0,55235.0,,40000.0,70000.0,71158.0,51714.0,38462.0,49807.0,,25000.0,27150.0,31667.0,52703.0,16476.0,54839.0,,66667.0,31470.0,90264.0,76389.0,80571.0,,36667.0,29167.0,160000.0,189349.0,80759.0,,65000.0,34783.0,86667.0,35470.0,102596.0,139823.0,35794.0,,,50000.0,,48000.0,,34286.0,25813.0,,,59613.0,22222.0,42632.0,88235.0,48074.0,80000.0,36752.0,49398.0,37089.0,126464.0
1995,,76358.0,61598.0,90500.0,50200.0,101574.0,74097.0,52633.0,107143.0,216216.0,114943.0,50000.0,72500.0,46259.0,25979.0,100000.0,,76458.0,51194.0,93159.0,,65263.0,42475.0,53639.0,15667.0,60000.0,69611.0,,,79167.0,94737.0,212921.0,34331.0,67368.0,,265648.0,116494.0,61598.0,,73288.0,94348.0,72308.0,,76529.0,69900.0,184996.0,134177.0,55129.0,80000.0,,38915.0,66667.0,71478.0,54320.0,53494.0,49577.0,,25000.0,27349.0,29545.0,62907.0,13333.0,54545.0,,65078.0,30769.0,87250.0,78519.0,77879.0,,24000.0,36585.0,220000.0,182353.0,60000.0,,63593.0,34155.0,69500.0,35870.0,107672.0,131752.0,17647.0,,,50000.0,,40000.0,,39231.0,47023.0,100000.0,,70304.0,25000.0,41194.0,72500.0,42981.0,80000.0,38793.0,47651.0,36903.0,133723.0
