,India,Ukraine,Kenya,Melanesia,Croatia,Serbia,Israel,Armenia,Tunisia,Viet Nam,United Kingdom,Uzbekistan,Canada,"China, mainland",Greece,Afghanistan,Zimbabwe,Iran (Islamic Republic of),Belgium,Papua New Guinea,South Africa,Spain,Norway,Bulgaria,Australia & New Zealand,United States of America,Bangladesh,Pakistan,Senegal,Republic of Moldova,Kyrgyzstan,Costa Rica,Georgia,Germany,Slovenia,Austria,Morocco,Poland,Sweden,Switzerland,Mexico,USSR,Romania,Ecuador,Egypt,Bosnia and Herzegovina,Réunion,China,Ireland,Malta,Latvia,Yugoslav SFR,Portugal,Slovakia,Czechia,Azerbaijan,Montenegro,Kazakhstan,Estonia,Australia,France,Jordan,Lithuania,Finland,Netherlands,Russian Federation,Turkey,New Zealand,Italy,Belgium-Luxembourg
1971,-1.0,-1.0,-1.0,13500.0,-1.0,-1.0,-1.0,-1.0,-1.0,3500.0,500.0,-1.0,-1,700.0,-1.0,6500.0,-1.0,7260.0,-1.0,13500.0,400.0,-1.0,-1.0,-1.0,275.0,2530.0,500.0,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,215.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,700.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,161.0,-1,-1,-1.0,-1.0,-1.0,-1.0,12477.0,114.0,-1.0,-1.0
1972,-1.0,-1.0,-1.0,14000.0,-1.0,-1.0,-1.0,-1.0,-1.0,4000.0,500.0,-1.0,-1,700.0,-1.0,6900.0,-1.0,3000.0,-1.0,14000.0,400.0,-1.0,-1.0,-1.0,269.0,2390.0,524.0,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,215.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,700.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,138.0,-1,-1,-1.0,-1.0,-1.0,-1.0,12333.0,131.0,-1.0,-1.0
1973,-1.0,-1.0,-1.0,14000.0,-1.0,-1.0,-1.0,-1.0,-1.0,4200.0,500.0,-1.0,-1,700.0,-1.0,6900.0,-1.0,3000.0,-1.0,14000.0,400.0,-1.0,-1.0,-1.0,267.0,1600.0,510.0,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,215.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,700.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,125.0,-1,-1,-1.0,-1.0,-1.0,-1.0,12333.0,142.0,-1.0,-1.0
1974,-1.0,-1.0,-1.0,14500.0,-1.0,-1.0,-1.0,-1.0,-1.0,4500.0,500.0,-1.0,-1,700.0,-1.0,6900.0,-1.0,3250.0,-1.0,14500.0,400.0,-1.0,-1.0,-1.0,306.0,2360.0,522.0,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,215.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,700.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,121.0,-1,-1,-1.0,-1.0,-1.0,-1.0,12333.0,185.0,-1.0,-1.0
1975,-1.0,-1.0,-1.0,14500.0,-1.0,-1.0,-1.0,-1.0,-1.0,5000.0,500.0,-1.0,-1,700.0,-1.0,6800.0,-1.0,3250.0,-1.0,14500.0,400.0,-1.0,-1.0,-1.0,308.0,1860.0,522.0,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,215.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,700.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,112.0,-1,-1,-1.0,-1.0,-1.0,-1.0,12333.0,196.0,-1.0,-1.0
1976,-1.0,-1.0,-1.0,15000.0,-1.0,-1.0,-1.0,-1.0,-1.0,5500.0,500.0,-1.0,-1,700.0,-1.0,6500.0,-1.0,3500.0,-1.0,15000.0,400.0,-1.0,-1.0,-1.0,306.0,1570.0,535.0,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,215.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,240.0,-1.0,-1.0,-1.0,700.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,105.0,-1,-1,-1.0,-1.0,-1.0,-1.0,12667.0,201.0,-1.0,-1.0
1977,-1.0,-1.0,-1.0,15000.0,-1.0,-1.0,-1.0,-1.0,-1.0,6000.0,500.0,-1.0,-1,650.0,-1.0,6500.0,-1.0,3500.0,-1.0,15000.0,300.0,-1.0,-1.0,-1.0,280.0,1620.0,528.0,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,215.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,387.0,-1.0,-1.0,-1.0,650.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,87.0,-1,-1,-1.0,-1.0,-1.0,-1.0,12667.0,193.0,-1.0,-1.0
1978,-1.0,-1.0,-1.0,15000.0,-1.0,-1.0,-1.0,-1.0,-1.0,6500.0,750.0,-1.0,-1,650.0,-1.0,6800.0,-1.0,3500.0,-1.0,15000.0,400.0,-1.0,-1.0,-1.0,384.0,1790.0,527.0,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,215.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,366.0,-1.0,-1.0,-1.0,650.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,86.0,-1,-1,-1.0,-1.0,-1.0,-1.0,12583.0,298.0,-1.0,-1.0
1979,-1.0,-1.0,-1.0,15000.0,-1.0,-1.0,-1.0,-1.0,-1.0,6500.0,700.0,-1.0,-1,650.0,-1.0,6800.0,-1.0,3200.0,-1.0,15000.0,400.0,-1.0,-1.0,-1.0,459.0,1580.0,617.0,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,215.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,356.0,-1.0,-1.0,-1.0,650.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,85.0,-1,-1,-1.0,-1.0,-1.0,-1.0,12567.0,374.0,-1.0,-1.0
1980,-1.0,-1.0,-1.0,15000.0,-1.0,-1.0,-1.0,-1.0,-1.0,7000.0,750.0,-1.0,-1,650.0,-1.0,6800.0,-1.0,3800.0,-1.0,15000.0,300.0,-1.0,-1.0,-1.0,988.0,2050.0,613.0,297.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,215.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,356.0,-1.0,-1.0,-1.0,650.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,110.0,-1,-1,-1.0,-1.0,-1.0,-1.0,11167.0,878.0,-1.0,-1.0
1981,-1.0,-1.0,-1.0,15000.0,-1.0,-1.0,-1.0,-1.0,-1.0,6000.0,700.0,-1.0,-1,650.0,-1.0,6800.0,-1.0,4000.0,-1.0,15000.0,280.0,-1.0,-1.0,-1.0,864.0,1870.0,567.0,436.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,215.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,335.0,-1.0,-1.0,-1.0,650.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,99.0,-1,-1,-1.0,-1.0,-1.0,-1.0,11283.0,765.0,-1.0,-1.0
1982,-1.0,-1.0,-1.0,15000.0,-1.0,-1.0,-1.0,-1.0,-1.0,9000.0,500.0,-1.0,-1,650.0,-1.0,6800.0,-1.0,4500.0,-1.0,15000.0,250.0,-1.0,-1.0,-1.0,849.0,1880.0,616.0,505.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,215.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,371.0,-1.0,-1.0,-1.0,650.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,99.0,-1,-1,-1.0,-1.0,-1.0,-1.0,11667.0,750.0,-1.0,-1.0
1983,-1.0,-1.0,-1.0,15500.0,-1.0,-1.0,-1.0,-1.0,-1.0,8000.0,700.0,-1.0,-1,650.0,-1.0,6800.0,-1.0,1696.0,-1.0,15500.0,230.0,-1.0,-1.0,-1.0,830.0,1840.0,643.0,636.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,215.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,367.0,-1.0,-1.0,-1.0,650.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,-1,-1,-1.0,-1.0,-1.0,-1.0,11667.0,730.0,-1.0,-1.0
1984,-1.0,-1.0,-1.0,15500.0,-1.0,-1.0,-1.0,-1.0,-1.0,9000.0,700.0,-1.0,-1,650.0,-1.0,6800.0,10.0,6803.0,-1.0,15500.0,220.0,-1.0,-1.0,-1.0,754.0,1850.0,775.0,612.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,215.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,440.0,-1.0,-1.0,-1.0,650.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,-1,-1,-1.0,-1.0,-1.0,-1.0,11333.0,654.0,-1.0,-1.0
1985,275.0,-1.0,-1.0,15500.0,-1.0,-1.0,-1.0,-1.0,15.0,6900.0,670.0,-1.0,-1,650.0,30.0,6800.0,10.0,6110.0,-1.0,15500.0,185.0,-1.0,-1.0,-1.0,749.0,1930.0,969.0,715.0,-1,-1,-1.0,35.0,-1.0,-1.0,-1.0,215.0,25.0,-1.0,1600.0,48.0,-1.0,-1.0,-1.0,396.0,15.0,-1.0,7.0,650.0,250.0,80.0,-1.0,24.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,-1,-1,-1.0,-1.0,95.0,-1.0,11000.0,649.0,50.0,50.0
1986,275.0,-1.0,150.0,16000.0,-1.0,-1.0,-1.0,-1.0,15.0,6700.0,510.0,-1.0,-1,650.0,30.0,6700.0,10.0,6052.0,-1.0,16000.0,150.0,-1.0,-1.0,-1.0,673.0,1950.0,1005.0,633.0,-1,-1,-1.0,50.0,-1.0,-1.0,-1.0,215.0,45.0,-1.0,1500.0,45.0,-1.0,-1.0,-1.0,474.0,25.0,-1.0,7.0,650.0,230.0,75.0,-1.0,22.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,-1,-1,-1.0,-1.0,145.0,-1.0,10500.0,573.0,50.0,50.0
1987,275.0,-1.0,150.0,16000.0,-1.0,-1.0,-1.0,-1.0,15.0,6700.0,510.0,-1.0,-1,630.0,250.0,6700.0,10.0,6844.0,-1.0,16000.0,210.0,285.0,-1.0,-1.0,729.0,2540.0,1000.0,634.0,-1,-1,-1.0,100.0,-1.0,-1.0,-1.0,215.0,45.0,-1.0,1300.0,45.0,-1.0,-1.0,-1.0,511.0,20.0,-1.0,7.0,630.0,200.0,65.0,-1.0,22.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,161.0,-1,-1,-1.0,-1.0,145.0,-1.0,10433.0,568.0,50.0,50.0
1988,275.0,-1.0,150.0,16000.0,-1.0,-1.0,-1.0,-1.0,17.0,5700.0,510.0,-1.0,-1,700.0,250.0,6700.0,10.0,4664.0,-1.0,16000.0,215.0,285.0,-1.0,-1.0,722.0,2260.0,1000.0,575.0,-1,-1,-1.0,100.0,-1.0,-1.0,-1.0,355.0,85.0,-1.0,1100.0,45.0,-1.0,-1.0,-1.0,1590.0,20.0,-1.0,7.0,700.0,140.0,65.0,-1.0,22.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,194.0,-1,-1,-1.0,-1.0,125.0,-1.0,10173.0,528.0,50.0,50.0
1989,275.0,-1.0,200.0,16000.0,-1.0,-1.0,-1.0,-1.0,17.0,6500.0,509.0,-1.0,-1,800.0,300.0,6600.0,10.0,7513.0,-1.0,16000.0,215.0,285.0,-1.0,-1.0,671.0,2400.0,800.0,609.0,-1,-1,-1.0,100.0,-1.0,-1.0,-1.0,620.0,85.0,-1.0,1050.0,45.0,-1.0,1000.0,-1.0,1430.0,30.0,-1.0,7.0,800.0,100.0,65.0,-1.0,16.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,216.0,-1,-1,-1.0,-1.0,145.0,-1.0,9867.0,455.0,50.0,50.0
1990,280.0,-1.0,268.0,16500.0,-1.0,-1.0,-1.0,-1.0,20.0,11000.0,510.0,-1.0,-1,800.0,350.0,6671.0,10.0,7434.0,-1.0,16500.0,154.0,282.0,-1.0,-1.0,501.0,2410.0,915.0,659.0,-1,-1,-1.0,90.0,-1.0,-1.0,-1.0,628.0,125.0,-1.0,1000.0,45.0,2.0,1300.0,-1.0,1270.0,53.0,-1.0,10.0,800.0,50.0,63.0,-1.0,12.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,190.0,-1,-1,-1.0,-1.0,105.0,-1.0,9567.0,311.0,25.0,53.0
1991,229.0,-1.0,150.0,16587.0,-1.0,-1.0,-1.0,-1.0,20.0,10000.0,478.0,-1.0,-1,830.0,389.0,10687.0,10.0,9776.0,-1.0,16587.0,155.0,477.0,-1.0,-1.0,536.0,1640.0,913.0,700.0,-1,-1,-1.0,70.0,-1.0,-1.0,-1.0,531.0,140.0,-1.0,990.0,47.0,2.0,1378.0,570.0,1410.0,90.0,-1.0,13.0,830.0,35.0,31.0,-1.0,5.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,236.0,-1,-1,-1.0,-1.0,104.0,-1.0,9483.0,300.0,25.0,42.0
1992,232.0,-1.0,164.0,16775.0,200.0,-1.0,-1.0,300.0,20.0,12000.0,468.0,100.0,-1,1200.0,420.0,10358.0,10.0,5307.0,-1.0,16775.0,140.0,437.0,-1.0,-1.0,614.0,2350.0,963.0,699.0,-1,-1,660.0,50.0,1000.0,-1.0,308.0,490.0,155.0,-1.0,980.0,42.0,190.0,-1.0,450.0,1460.0,100.0,100.0,11.0,1200.0,25.0,32.0,100.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,357.0,364.0,-1,-1,-1.0,-1.0,160.0,-1.0,9267.0,250.0,15.0,100.0
1993,235.0,-1.0,166.0,16964.0,190.0,-1.0,-1.0,300.0,20.0,14000.0,482.0,100.0,-1,1300.0,429.0,10027.0,10.0,5483.0,-1.0,16964.0,123.0,374.0,-1.0,100.0,623.0,2340.0,1105.0,696.0,-1,-1,650.0,55.0,1000.0,-1.0,268.0,755.0,149.0,0.0,990.0,40.0,225.0,-1.0,1000.0,1300.0,106.0,99.0,9.0,1300.0,26.0,32.0,100.0,-1.0,0.0,-1.0,905.0,-1.0,-1.0,-1.0,340.0,400.0,-1,-1,-1.0,-1.0,300.0,-1.0,9233.0,223.0,0.0,111.0
1994,238.0,-1.0,180.0,17000.0,190.0,-1.0,-1.0,300.0,20.0,15000.0,425.0,100.0,-1,1600.0,438.0,9693.0,10.0,20000.0,-1.0,17000.0,115.0,216.0,-1.0,181.0,531.0,2560.0,1133.0,725.0,-1,-1,655.0,50.0,1000.0,-1.0,190.0,1000.0,153.0,0.0,1000.0,43.0,535.0,-1.0,500.0,1500.0,103.0,100.0,8.0,1600.0,26.0,33.0,100.0,-1.0,0.0,-1.0,1100.0,-1.0,-1.0,-1.0,266.0,300.0,-1,-1,-1.0,1500.0,300.0,-1.0,9133.0,231.0,-1.0,114.0
1995,242.0,1800.0,150.0,17354.0,190.0,-1.0,-1.0,400.0,20.0,14000.0,400.0,100.0,-1,1500.0,442.0,9356.0,10.0,20000.0,-1.0,17354.0,105.0,195.0,-1.0,200.0,466.0,2610.0,1215.0,730.0,-1,-1,620.0,50.0,1000.0,-1.0,39.0,882.0,157.0,150.0,980.0,48.0,551.0,-1.0,354.0,1600.0,105.0,100.0,8.0,1500.0,26.0,33.0,100.0,-1.0,0.0,30.0,830.0,-1.0,-1.0,-1.0,250.0,244.0,-1,-1,-1.0,600.0,400.0,-1.0,9043.0,222.0,-1.0,117.0
1996,245.0,1700.0,180.0,17481.0,190.0,-1.0,-1.0,300.0,20.0,13000.0,400.0,100.0,-1,1500.0,450.0,9016.0,10.0,20000.0,-1.0,17481.0,90.0,262.0,-1.0,250.0,532.0,2660.0,1215.0,750.0,-1,-1,700.0,50.0,1000.0,-1.0,35.0,849.0,161.0,139.0,960.0,46.0,698.0,-1.0,332.0,1475.0,106.0,101.0,8.0,1500.0,26.0,34.0,50.0,-1.0,0.0,20.0,831.0,-1.0,-1.0,-1.0,285.0,305.0,-1,-1,-1.0,300.0,400.0,-1.0,8833.0,227.0,-1.0,126.0
1997,248.0,1800.0,172.0,17573.0,191.0,-1.0,430.0,200.0,20.0,11000.0,400.0,100.0,-1,1800.0,440.0,8673.0,9.0,20000.0,-1.0,17573.0,86.0,292.0,-1.0,200.0,538.0,2920.0,1620.0,770.0,-1,-1,750.0,50.0,1000.0,-1.0,30.0,819.0,170.0,118.0,950.0,45.0,750.0,-1.0,600.0,2000.0,105.0,101.0,8.0,1800.0,27.0,35.0,100.0,-1.0,0.0,24.0,810.0,-1.0,-1.0,-1.0,264.0,308.0,-1,-1,-1.0,400.0,200.0,-1.0,8633.0,230.0,-1.0,50.0
1998,251.0,1900.0,190.0,18000.0,191.0,-1.0,620.0,200.0,20.0,10000.0,500.0,100.0,-1,2000.0,434.0,8328.0,8.0,24000.0,-1.0,18000.0,100.0,326.0,-1.0,200.0,582.0,2925.0,1620.0,771.0,-1,-1,700.0,50.0,1000.0,-1.0,35.0,791.0,168.0,223.0,970.0,35.0,923.0,-1.0,400.0,2902.0,106.0,102.0,8.0,2000.0,27.0,36.0,100.0,-1.0,0.0,24.0,833.0,100.0,-1.0,-1.0,292.0,342.0,-1,-1,-1.0,516.0,300.0,-1.0,8242.0,240.0,-1.0,100.0
1999,254.0,2100.0,180.0,18534.0,191.0,-1.0,480.0,200.0,20.0,9600.0,540.0,100.0,-1,2500.0,426.0,7979.0,10.0,21000.0,-1.0,18534.0,86.0,380.0,-1.0,200.0,608.0,3088.0,1618.0,771.0,-1,-1,750.0,50.0,1000.0,-1.0,31.0,926.0,173.0,3250.0,980.0,42.0,1046.0,-1.0,950.0,2300.0,110.0,102.0,8.0,2500.0,30.0,37.0,50.0,-1.0,0.0,23.0,809.0,120.0,-1.0,-1.0,359.0,358.0,-1,-1,-1.0,510.0,274.0,-1.0,8075.0,250.0,-1.0,90.0
2000,257.0,800.0,160.0,18500.0,191.0,-1.0,580.0,200.0,20.0,10500.0,700.0,100.0,-1,3000.0,418.0,7628.0,8.0,21000.0,45.0,18500.0,150.0,450.0,-1.0,300.0,600.0,3209.0,1618.0,777.0,-1,-1,760.0,50.0,1100.0,-1.0,28.0,1061.0,178.0,4500.0,950.0,40.0,1153.0,-1.0,500.0,2800.0,113.0,103.0,8.0,3000.0,31.0,38.0,40.0,-1.0,0.0,25.0,800.0,200.0,-1.0,-1.0,416.0,337.0,-1,-1,-1.0,500.0,278.0,-1.0,8125.0,263.0,-1.0,-1.0
