,Luxembourg,Germany,Belgium,Belarus,Czechoslovakia,Sweden,Switzerland,Turkey,Romania,Italy,United Kingdom,China,Spain,Latvia,Slovakia,Austria,Hungary,Estonia,France,Australia & New Zealand,Australia,Portugal,Lithuania,Poland,"China, mainland",Czechia,Netherlands,Belgium-Luxembourg
1985,-1.0,0.0,-1.0,-1.0,0.0,0.0,500.0,0.0,0.0,4124.0,1000.0,1722.0,600.0,-1.0,-1.0,0.0,0.0,-1.0,13000.0,12000.0,12000.0,1000.0,-1.0,8700.0,1722.0,-1.0,0.0,868.0
1986,-1.0,2600.0,-1.0,-1.0,0.0,0.0,1100.0,0.0,0.0,4300.0,1000.0,2428.0,1300.0,-1.0,-1.0,0.0,0.0,-1.0,16000.0,10000.0,10000.0,1800.0,-1.0,67500.0,2428.0,-1.0,0.0,1119.0
1987,-1.0,3600.0,-1.0,-1.0,0.0,0.0,1132.0,0.0,0.0,4300.0,1000.0,4144.0,11400.0,-1.0,-1.0,0.0,0.0,-1.0,26000.0,9000.0,9000.0,3200.0,-1.0,127300.0,4144.0,-1.0,0.0,1012.0
1988,-1.0,7000.0,-1.0,-1.0,2300.0,0.0,1974.0,0.0,0.0,4000.0,1700.0,5034.0,13602.0,-1.0,-1.0,0.0,39.0,-1.0,22000.0,8000.0,8000.0,11000.0,-1.0,142800.0,5034.0,-1.0,0.0,1086.0
1989,-1.0,13000.0,-1.0,-1.0,1700.0,0.0,1826.0,0.0,0.0,3000.0,2000.0,7371.0,18903.0,-1.0,-1.0,0.0,275.0,-1.0,27000.0,8000.0,8000.0,3600.0,-1.0,164700.0,7371.0,-1.0,345.0,1425.0
1990,-1.0,26000.0,-1.0,-1.0,1900.0,0.0,1307.0,0.0,0.0,1000.0,2000.0,8583.0,16119.0,-1.0,-1.0,0.0,1252.0,-1.0,40000.0,8000.0,8000.0,5000.0,-1.0,160800.0,8583.0,-1.0,446.0,1644.0
1991,-1.0,37000.0,-1.0,-1.0,1900.0,0.0,1100.0,0.0,0.0,200.0,2000.0,3255.0,15232.0,-1.0,-1.0,0.0,2998.0,-1.0,40000.0,9000.0,9000.0,14000.0,-1.0,142800.0,3255.0,-1.0,355.0,1457.0
1992,-1.0,35000.0,-1.0,8000.0,1500.0,0.0,1400.0,0.0,0.0,0.0,1000.0,4631.0,12667.0,1900.0,-1.0,0.0,4370.0,0.0,27000.0,10000.0,10000.0,13000.0,0.0,144300.0,4631.0,-1.0,285.0,1613.0
1993,-1.0,44000.0,-1.0,8000.0,-1.0,9000.0,900.0,0.0,0.0,300.0,1000.0,6452.0,5328.0,870.0,343.0,0.0,5000.0,0.0,29000.0,12000.0,12000.0,13000.0,3400.0,136400.0,6452.0,1271.0,240.0,1591.0
1994,-1.0,33000.0,-1.0,18000.0,-1.0,9000.0,800.0,0.0,0.0,0.0,1000.0,7409.0,5117.0,770.0,384.0,0.0,10000.0,0.0,29000.0,11000.0,11000.0,12500.0,4800.0,133000.0,7409.0,1379.0,390.0,1724.0
1995,-1.0,46000.0,-1.0,20000.0,-1.0,10000.0,700.0,0.0,0.0,0.0,1000.0,10060.0,3395.0,500.0,421.0,2987.0,13000.0,0.0,32000.0,18000.0,18000.0,12000.0,5000.0,152000.0,10060.0,1173.0,495.0,1666.0
1996,-1.0,58000.0,-1.0,25000.0,-1.0,11000.0,700.0,0.0,0.0,0.0,1000.0,12847.0,8423.0,800.0,350.0,3722.0,15712.0,0.0,34000.0,18000.0,18000.0,13000.0,6600.0,145000.0,12847.0,1268.0,435.0,1636.0
1997,-1.0,70000.0,-1.0,26000.0,-1.0,11000.0,1300.0,0.0,0.0,0.0,1000.0,17949.0,7279.0,1550.0,570.0,4385.0,25152.0,0.0,35000.0,19000.0,19000.0,7000.0,3000.0,150000.0,17949.0,1726.0,660.0,1819.0
1998,-1.0,62000.0,-1.0,25000.0,-1.0,9000.0,1600.0,0.0,0.0,0.0,1000.0,20335.0,5207.0,1329.0,364.0,4011.0,18898.0,0.0,33000.0,18000.0,18000.0,8500.0,12000.0,155000.0,20335.0,2206.0,270.0,736.0
1999,-1.0,80000.0,-1.0,27500.0,-1.0,7000.0,1700.0,0.0,0.0,0.0,1000.0,25786.0,3773.0,1450.0,447.0,4680.0,15894.0,0.0,29000.0,14000.0,14000.0,8000.0,9900.0,163000.0,25786.0,7000.0,990.0,1122.0
2000,0.0,86000.0,900.0,42000.0,-1.0,8000.0,2200.0,0.0,0.0,0.0,1000.0,38347.0,9621.0,1500.0,523.0,5302.0,15406.0,0.0,36000.0,20000.0,20000.0,6500.0,4770.0,197000.0,38347.0,8500.0,720.0,-1.0
2001,0.0,90000.0,900.0,70000.0,-1.0,8000.0,2300.0,0.0,0.0,0.0,1000.0,67660.0,8990.0,3250.0,919.0,6396.0,20575.0,760.0,38000.0,20000.0,20000.0,6500.0,12200.0,213000.0,67660.0,10000.0,664.0,-1.0
2002,0.0,75000.0,1033.0,92500.0,-1.0,6000.0,2400.0,0.0,103.0,0.0,1000.0,102881.0,9752.0,3720.0,688.0,6911.0,4844.0,1030.0,40000.0,22000.0,22000.0,6000.0,11500.0,232000.0,102881.0,9000.0,577.0,-1.0
2003,0.0,72000.0,1200.0,99000.0,-1.0,9000.0,2200.0,0.0,279.0,0.0,1000.0,111358.0,9077.0,3900.0,911.0,7324.0,2927.0,940.0,44000.0,19000.0,19000.0,6000.0,13000.0,248000.0,111358.0,9000.0,543.0,-1.0
2004,0.0,67000.0,1100.0,99000.0,-1.0,9200.0,2000.0,3600.0,335.0,0.0,1000.0,78753.0,2729.0,3000.0,861.0,6707.0,10053.0,890.0,45000.0,17000.0,17000.0,7000.0,12300.0,280000.0,78753.0,12500.0,615.0,-1.0
2005,0.0,55000.0,1100.0,105000.0,-1.0,8700.0,1400.0,3900.0,274.0,0.0,1000.0,74174.0,8546.0,2600.0,605.0,4020.0,39247.0,360.0,45000.0,16000.0,16000.0,7000.0,10600.0,280000.0,74174.0,12500.0,555.0,-1.0
2006,0.0,56000.0,1100.0,115000.0,-1.0,9500.0,1600.0,3000.0,319.0,0.0,1000.0,35155.0,11879.0,2800.0,628.0,6605.0,35000.0,864.0,45000.0,18000.0,18000.0,3500.0,13100.0,270000.0,35155.0,9000.0,600.0,-1.0
2007,489.0,56000.0,1100.0,128000.0,-1.0,9500.0,1700.0,3300.0,318.0,0.0,1000.0,47778.0,13506.0,3100.0,685.0,7873.0,33021.0,830.0,46000.0,16000.0,16000.0,7000.0,16100.0,290000.0,47778.0,12000.0,480.0,-1.0
2008,636.0,56000.0,1100.0,145000.0,-1.0,8300.0,1757.0,3300.0,384.0,0.0,1000.0,43520.0,14002.0,3000.0,559.0,8609.0,31646.0,1630.0,46000.0,18000.0,18000.0,6000.0,20000.0,289000.0,43520.0,13500.0,410.0,-1.0
2009,750.0,58000.0,1200.0,132000.0,-1.0,5500.0,1800.0,3400.0,407.0,0.0,1000.0,37023.0,15175.0,2600.0,491.0,8125.0,31717.0,1824.0,48000.0,9000.0,9000.0,6000.0,27200.0,279000.0,37023.0,13000.0,401.0,-1.0
2010,717.0,56000.0,1000.0,124000.0,-1.0,3700.0,1600.0,3300.0,418.0,0.0,1000.0,37519.0,15647.0,2100.0,526.0,7750.0,31312.0,1957.0,49000.0,7000.0,7000.0,5000.0,22200.0,265000.0,37519.0,12000.0,268.0,-1.0
2011,724.0,56000.0,1000.0,148200.0,-1.0,4600.0,1700.0,3600.0,480.0,0.0,1000.0,53011.0,20998.0,2900.0,543.0,7437.0,28566.0,1597.0,52000.0,13000.0,13000.0,5000.0,19300.0,253000.0,53011.0,12000.0,289.0,-1.0
2012,905.0,58000.0,1100.0,133800.0,-1.0,3700.0,1700.0,3600.0,725.0,0.0,1000.0,53169.0,22885.0,3100.0,589.0,7649.0,30056.0,1300.0,48100.0,12000.0,12000.0,6000.0,23900.0,205000.0,53169.0,12000.0,293.0,-1.0
2013,950.0,66000.0,1100.0,133000.0,-1.0,3800.0,1600.0,3600.0,767.0,0.0,1000.0,45885.0,40409.0,2200.0,650.0,8721.0,30994.0,1400.0,48000.0,6000.0,6000.0,8000.0,28900.0,270000.0,45885.0,12000.0,228.0,-1.0
2014,950.0,65000.0,1100.0,133000.0,-1.0,3800.0,1600.0,3600.0,767.0,0.0,1000.0,40425.0,45897.0,2200.0,650.0,8721.0,32284.0,1400.0,48000.0,6000.0,6000.0,8000.0,28900.0,270000.0,40425.0,14000.0,228.0,-1.0
