,Burundi,Melanesia,"China, Taiwan Province of",Niue,Cameroon,Comoros,Philippines,Benin,Maldives,Liberia,Japan,Sao Tome and Principe,Republic of Korea,Togo,Cyprus,Papua New Guinea,Antigua and Barbuda,New Caledonia,Rwanda,Tonga,Bahamas,United States of America,Barbados,Democratic Republic of the Congo,Thailand,Mauritius,American Samoa,Nigeria,Madagascar,Saint Lucia,Kiribati,Guinea,Dominica,Fiji,Chad,Wallis and Futuna Islands,Gabon,Central African Republic,China,Côte d'Ivoire,Lebanon,Solomon Islands,Trinidad and Tobago,Occupied Palestinian Territory,French Guiana,Sierra Leone,Samoa,Egypt,Micronesia,Ghana,Polynesia,"China, mainland",Nicaragua,Guyana,Turkey
1971,20000.0,27540.0,2705.0,260.0,202016.0,-1.0,24420.0,1140.0,69.0,1850.0,40400.0,400.0,140.0,6000.0,268.0,23000.0,8.0,1000.0,5400.0,3750.0,-1,198.0,170.0,6000.0,7600.0,41.0,585.0,210000.0,14735.0,30.0,280.0,4300.0,1060.0,2500.0,2000.0,120.0,4500.0,16000.0,77705.0,182000.0,200.0,1040.0,595.0,-1.0,340.0,10000.0,4000.0,1260.0,280.0,260000.0,8715.0,75000.0,-1.0,-1.0,200.0
1972,18000.0,27550.0,2532.0,260.0,208000.0,-1.0,25520.0,1150.0,19.0,1750.0,37000.0,300.0,212.0,6000.0,294.0,24000.0,12.0,1000.0,5308.0,3800.0,-1,187.0,170.0,6200.0,7600.0,38.0,585.0,325000.0,13780.0,30.0,290.0,4350.0,1090.0,1500.0,2100.0,120.0,5000.0,13000.0,82532.0,186000.0,200.0,1050.0,600.0,-1.0,340.0,10000.0,4000.0,1680.0,290.0,258000.0,8765.0,80000.0,-1.0,-1.0,240.0
1973,20000.0,27118.0,2449.0,300.0,212204.0,-1.0,25110.0,1404.0,56.0,1750.0,33200.0,200.0,159.0,6000.0,294.0,24000.0,13.0,1000.0,4438.0,3850.0,-1,188.0,170.0,6400.0,7600.0,38.0,585.0,265000.0,13855.0,30.0,300.0,4380.0,1120.0,1053.0,2000.0,120.0,5000.0,15000.0,82449.0,190500.0,58.0,1065.0,660.0,-1.0,400.0,10000.0,4000.0,1680.0,300.0,261000.0,8855.0,80000.0,-1.0,-1.0,200.0
1974,18000.0,29908.0,2340.0,809.0,289442.0,-1.0,26340.0,1200.0,67.0,1900.0,31400.0,200.0,222.0,6000.0,268.0,27000.0,20.0,1000.0,4800.0,3900.0,-1,188.0,170.0,6700.0,7600.0,30.0,585.0,115000.0,12125.0,32.0,310.0,4420.0,1150.0,843.0,2000.0,120.0,5700.0,16014.0,85340.0,241500.0,60.0,1065.0,710.0,-1.0,400.0,10000.0,4000.0,2520.0,310.0,284000.0,9414.0,83000.0,-1.0,-1.0,220.0
1975,20000.0,30235.0,2960.0,607.0,270000.0,-1.0,25970.0,1100.0,100.0,1950.0,31200.0,200.0,215.0,6000.0,268.0,27500.0,5.0,800.0,5183.0,4000.0,-1,188.0,170.0,6900.0,7500.0,11.0,585.0,120000.0,14095.0,32.0,320.0,4470.0,1200.0,870.0,2200.0,120.0,6320.0,15000.0,87960.0,261000.0,60.0,1065.0,730.0,-1.0,480.0,10000.0,4400.0,2520.0,320.0,205000.0,9712.0,85000.0,-1.0,-1.0,190.0
1976,21000.0,30734.0,2002.0,607.0,220000.0,-1.0,36170.0,1000.0,126.0,1950.0,31100.0,200.0,328.0,6000.0,301.0,28300.0,7.0,800.0,4808.0,4040.0,-1,189.0,170.0,7200.0,7500.0,14.0,585.0,125000.0,12235.0,32.0,330.0,4500.0,1230.0,569.0,2000.0,120.0,6740.0,14000.0,92002.0,273000.0,60.0,1065.0,740.0,-1.0,480.0,9000.0,4750.0,2941.0,330.0,167000.0,10102.0,90000.0,-1.0,-1.0,190.0
1977,21000.0,31270.0,3710.0,607.0,145000.0,-1.0,36830.0,900.0,91.0,2000.0,30600.0,300.0,352.0,6000.0,161.0,29000.0,5.0,750.0,5456.0,4070.0,-1,198.0,170.0,7300.0,7400.0,11.0,585.0,85000.0,8895.0,33.0,330.0,4550.0,1300.0,450.0,2000.0,120.0,7120.0,13000.0,94710.0,273000.0,60.0,1070.0,710.0,-1.0,480.0,9000.0,4750.0,2379.0,330.0,147000.0,10132.0,91000.0,-1.0,-1.0,170.0
1978,20000.0,31284.0,5935.0,607.0,90000.0,-1.0,38260.0,800.0,37.0,2000.0,30900.0,450.0,280.0,6000.0,100.0,29000.0,10.0,700.0,5090.0,4100.0,-1,186.0,170.0,7400.0,7200.0,19.0,585.0,50000.0,10685.0,33.0,330.0,4596.0,1400.0,509.0,2300.0,120.0,7550.0,13000.0,97935.0,300000.0,60.0,1075.0,720.0,-1.0,575.0,9000.0,4850.0,2683.0,330.0,155000.0,10262.0,92000.0,-1.0,-1.0,260.0
1979,19000.0,31734.0,4674.0,600.0,90000.0,-1.0,37190.0,700.0,80.0,2000.0,31300.0,450.0,230.0,6000.0,134.0,29500.0,18.0,670.0,7000.0,3600.0,-1,168.0,175.0,5000.0,7000.0,15.0,456.0,40000.0,11190.0,38.0,330.0,4642.0,1100.0,484.0,2500.0,120.0,8300.0,14000.0,97674.0,313000.0,50.0,1080.0,730.0,-1.0,480.0,9000.0,4950.0,3129.0,330.0,158000.0,9726.0,93000.0,-1.0,-1.0,300.0
1980,19000.0,31947.0,4407.0,600.0,90000.0,-1.0,33550.0,600.0,116.0,2000.0,31700.0,600.0,110.0,6000.0,100.0,29500.0,7.0,650.0,4900.0,3400.0,-1,135.0,175.0,5100.0,6592.0,16.0,607.0,65000.0,12205.0,40.0,330.0,4690.0,1100.0,712.0,2500.0,120.0,8500.0,14000.0,99407.0,179000.0,50.0,1085.0,740.0,-1.0,480.0,8000.0,5050.0,2973.0,330.0,137000.0,9777.0,95000.0,-1.0,-1.0,250.0
1981,20000.0,32249.0,4741.0,600.0,90000.0,-1.0,32070.0,500.0,148.0,2000.0,28700.0,600.0,-1.0,6000.0,100.0,29700.0,8.0,630.0,7430.0,3200.0,-1,140.0,175.0,5300.0,7522.0,16.0,607.0,85000.0,12275.0,45.0,340.0,4740.0,1100.0,829.0,2500.0,120.0,8500.0,14000.0,100741.0,183000.0,40.0,1090.0,750.0,-1.0,450.0,7000.0,5100.0,2895.0,340.0,134000.0,9627.0,96000.0,-1.0,-1.0,300.0
1982,20000.0,32527.0,5773.0,580.0,90000.0,-1.0,33830.0,400.0,135.0,2000.0,29000.0,600.0,-1.0,5000.0,107.0,30000.0,6.0,612.0,7279.0,3000.0,-1,143.0,175.0,5400.0,6458.0,25.0,607.0,85000.0,12110.0,45.0,350.0,4780.0,1100.0,815.0,2500.0,120.0,9500.0,14000.0,103773.0,187000.0,35.0,1100.0,760.0,-1.0,450.0,6500.0,5200.0,2715.0,350.0,145600.0,9507.0,98000.0,-1.0,-1.0,300.0
1983,20000.0,33323.0,5593.0,550.0,90000.0,-1.0,34500.0,124.0,125.0,2100.0,28900.0,600.0,-1.0,5000.0,120.0,30000.0,20.0,600.0,6800.0,2800.0,-1,157.0,175.0,5600.0,5461.0,21.0,607.0,70000.0,13250.0,50.0,360.0,4830.0,1100.0,1613.0,2500.0,120.0,9500.0,14000.0,105593.0,184000.0,35.0,1110.0,710.0,-1.0,460.0,5500.0,5300.0,3360.0,360.0,113000.0,9377.0,100000.0,-1.0,-1.0,300.0
1984,21000.0,33525.0,5425.0,530.0,90000.0,-1.0,36000.0,315.0,114.0,2150.0,28500.0,600.0,-1.0,5000.0,107.0,30300.0,2.0,600.0,6700.0,2600.0,-1,160.0,175.0,5700.0,7054.0,21.0,607.0,68000.0,14440.0,55.0,370.0,4880.0,1100.0,1500.0,5300.0,120.0,10000.0,14600.0,110425.0,190000.0,35.0,1125.0,700.0,-1.0,460.0,4500.0,5400.0,2940.0,370.0,396000.0,9257.0,105000.0,-1.0,-1.0,400.0
1985,22000.0,33940.0,5139.0,500.0,100000.0,-1.0,30430.0,348.0,114.0,2200.0,28500.0,400.0,-1.0,5000.0,107.0,30500.0,3.0,600.0,6936.0,2400.0,-1,160.0,165.0,5800.0,5190.0,34.0,550.0,70000.0,14495.0,55.0,370.0,4935.0,1100.0,1700.0,6000.0,120.0,11000.0,14600.0,105139.0,186000.0,40.0,1140.0,670.0,-1.0,460.0,3500.0,5500.0,3360.0,370.0,317000.0,9070.0,100000.0,-1.0,-1.0,90.0
1986,24000.0,33465.0,5166.0,480.0,110000.0,-1.0,29900.0,520.0,114.0,2200.0,28300.0,350.0,-1.0,5000.0,107.0,30500.0,8.0,600.0,6865.0,2200.0,-1,160.0,165.0,5900.0,5300.0,36.0,500.0,91000.0,14750.0,56.0,370.0,5000.0,1110.0,1215.0,6000.0,120.0,11000.0,14600.0,100166.0,202000.0,45.0,1150.0,640.0,-1.0,525.0,2700.0,5600.0,3360.0,370.0,206600.0,8900.0,95000.0,-1.0,-1.0,60.0
1987,25000.0,33738.0,5697.0,450.0,120000.0,-1.0,30390.0,385.0,50.0,2200.0,28500.0,400.0,-1.0,8087.0,107.0,30700.0,10.0,600.0,6490.0,2000.0,-1,160.0,150.0,5700.0,5200.0,43.0,450.0,83000.0,14500.0,56.0,370.0,5000.0,1120.0,1268.0,6700.0,120.0,10000.0,16000.0,92697.0,204000.0,50.0,1170.0,640.0,-1.0,525.0,1800.0,5700.0,3360.0,370.0,196400.0,8720.0,87000.0,-1.0,-1.0,40.0
1988,25000.0,33722.0,5438.0,430.0,140000.0,-1.0,30630.0,567.0,50.0,2200.0,28400.0,450.0,-1.0,8000.0,100.0,31000.0,12.0,600.0,6500.0,1800.0,-1,170.0,120.0,5700.0,5200.0,50.0,420.0,127000.0,16000.0,57.0,370.0,5100.0,1400.0,922.0,7300.0,120.0,10000.0,16000.0,90438.0,208000.0,55.0,1200.0,700.0,-1.0,857.0,1700.0,5800.0,2940.0,370.0,141300.0,8570.0,85000.0,-1.0,-1.0,40.0
1989,25400.0,34390.0,5812.0,425.0,150000.0,-1.0,30000.0,683.0,55.0,2200.0,26800.0,400.0,-1.0,4600.0,100.0,31500.0,8.0,600.0,13500.0,1600.0,-1,170.0,100.0,5800.0,5100.0,42.0,391.0,137000.0,16500.0,57.0,370.0,5135.0,1800.0,1040.0,8000.0,120.0,10000.0,16000.0,85812.0,212000.0,60.0,1250.0,165.0,-1.0,1127.0,1600.0,5987.0,4200.0,370.0,207000.0,8523.0,80000.0,-1.0,-1.0,200.0
1990,25400.0,38309.0,5469.0,425.0,187000.0,1200.0,29969.0,798.0,240.0,2000.0,26000.0,450.0,0.0,8049.0,120.0,32000.0,7.0,450.0,52137.0,1400.0,-1,170.0,80.0,5900.0,4762.0,52.0,450.0,141000.0,17000.0,58.0,360.0,5650.0,1801.0,4589.0,9400.0,143.0,9500.0,20000.0,85682.0,217000.0,65.0,1270.0,180.0,-1.0,1127.0,900.0,6000.0,2940.0,360.0,141600.0,8418.0,80213.0,0.0,-1.0,180.0
1991,25400.0,35316.0,4182.0,430.0,138000.0,1217.0,29000.0,622.0,180.0,2016.0,25800.0,300.0,0.0,5650.0,95.0,31610.0,8.0,450.0,15000.0,1200.0,-1,220.0,55.0,6000.0,5075.0,45.0,325.0,166000.0,18000.0,58.0,358.0,5700.0,1200.0,1956.0,11000.0,113.0,9000.0,22469.0,69052.0,223000.0,74.0,1300.0,185.0,-1.0,1250.0,1500.0,4503.0,3360.0,358.0,202900.0,6571.0,64870.0,1955.0,-1.0,70.0
1992,26500.0,34493.0,4217.0,456.0,120000.0,1250.0,28000.0,600.0,150.0,2006.0,25000.0,1100.0,0.0,6300.0,95.0,30898.0,8.0,400.0,23000.0,1727.0,-1,220.0,51.0,13000.0,4994.0,51.0,450.0,188000.0,19000.0,60.0,350.0,6000.0,1000.0,1855.0,10395.0,114.0,8500.0,22000.0,71965.0,260000.0,79.0,1339.0,195.0,-1.0,1200.0,1478.0,2500.0,3910.0,350.0,195900.0,5247.0,67748.0,1992.0,-1.0,67.0
1993,26000.0,35152.0,3091.0,483.0,183000.0,1249.0,27000.0,700.0,100.0,2200.0,24000.0,1300.0,-1.0,8458.0,100.0,31703.0,8.0,300.0,28000.0,1324.0,-1,210.0,90.0,12602.0,5000.0,58.0,532.0,213000.0,20000.0,61.0,357.0,6213.0,1100.0,1899.0,11500.0,115.0,9000.0,24735.0,73722.0,270000.0,60.0,1250.0,200.0,-1.0,774.0,1404.0,2435.0,3800.0,357.0,173300.0,4888.0,70631.0,2030.0,-1.0,13.0
1994,20000.0,34413.0,2625.0,485.0,185000.0,1269.0,25000.0,810.0,160.0,2400.0,18500.0,1500.0,-1.0,7034.0,110.0,30000.0,7.0,200.0,30000.0,1050.0,-1,200.0,30.0,12821.0,4907.0,35.0,620.0,226000.0,21000.0,62.0,360.0,6383.0,1124.0,2924.0,12500.0,115.0,9431.0,26000.0,76144.0,265000.0,58.0,1289.0,189.0,-1.0,1100.0,1400.0,2000.0,3600.0,360.0,178800.0,4271.0,73519.0,2068.0,-1.0,11.0
1995,22000.0,30802.0,2919.0,496.0,175000.0,1291.0,18000.0,745.0,220.0,2468.0,22400.0,1207.0,-1.0,5410.0,115.0,28000.0,7.0,170.0,10000.0,995.0,-1,220.0,45.0,13335.0,4800.0,25.0,708.0,229000.0,23000.0,64.0,369.0,4500.0,1200.0,1326.0,10648.0,118.0,9500.0,30000.0,77700.0,280753.0,55.0,1306.0,100.0,-1.0,760.0,1200.0,3000.0,3582.0,369.0,204500.0,5316.0,74781.0,2107.0,-1.0,47.0
1996,20487.0,30556.0,2370.0,505.0,158387.0,1304.0,21000.0,796.0,260.0,2508.0,22000.0,2000.0,-1.0,6929.0,100.0,27086.0,7.0,170.0,14000.0,868.0,-1,210.0,46.0,13670.0,4885.0,13.0,856.0,245000.0,24000.0,65.0,380.0,3420.0,1100.0,2000.0,10692.0,120.0,9304.0,30425.0,79175.0,245000.0,52.0,1300.0,145.0,-1.0,760.0,1055.0,1686.0,4381.0,380.0,213715.0,4035.0,76805.0,2147.0,-1.0,52.0
1997,23000.0,34041.0,2714.0,514.0,150000.0,1280.0,16101.0,996.0,78.0,2575.0,21400.0,2417.0,-1.0,9342.0,95.0,30000.0,7.0,100.0,42914.0,736.0,-1,180.0,47.0,14000.0,4900.0,17.0,924.0,258240.0,25000.0,60.0,378.0,3899.0,1137.0,2441.0,10386.0,120.0,9000.0,33000.0,81450.0,50000.0,50.0,1500.0,235.0,-1.0,760.0,1069.0,3727.0,2780.0,378.0,206200.0,6022.0,78736.0,2186.0,-1.0,56.0
1998,16400.0,36766.0,2701.0,523.0,128761.0,1295.0,19895.0,919.0,66.0,2600.0,20800.0,2600.0,-1.0,13439.0,105.0,32000.0,7.0,100.0,46158.0,550.0,-1,200.0,46.0,12314.0,4941.0,14.0,719.0,568770.0,26000.0,68.0,379.0,4445.0,1153.0,3066.0,10920.0,121.0,10500.0,36000.0,84701.0,40153.0,51.0,1600.0,190.0,6.0,760.0,1066.0,3500.0,2212.0,379.0,217770.0,5412.0,82000.0,2227.0,-1.0,43.0
1999,19000.0,36919.0,2651.0,530.0,166418.0,1301.0,18332.0,1020.0,53.0,2747.0,21000.0,2700.0,-1.0,20253.0,105.0,34000.0,8.0,60.0,49049.0,472.0,-1,200.0,40.0,14500.0,5000.0,15.0,1000.0,572000.0,28000.0,73.0,380.0,4500.0,1150.0,1359.0,10359.0,122.0,9500.0,33000.0,85651.0,41664.0,50.0,1500.0,340.0,6.0,760.0,1080.0,4253.0,1925.0,380.0,246000.0,6377.0,83000.0,2268.0,-1.0,32.0
2000,18000.0,39992.0,2562.0,480.0,168231.0,1300.0,17999.0,925.0,82.0,2854.0,18800.0,2700.0,-1.0,21982.0,100.0,35000.0,8.0,100.0,21320.0,500.0,-1,190.0,45.0,15302.0,5246.0,16.0,1200.0,587000.0,30000.0,78.0,389.0,4283.0,1131.0,3192.0,11000.0,122.0,10118.0,35000.0,86562.0,38697.0,45.0,1700.0,90.0,5.0,919.0,960.0,3000.0,1799.0,389.0,247500.0,5302.0,84000.0,2309.0,450.0,30.0
2001,18915.0,41040.0,2881.0,478.0,170143.0,1320.0,18046.0,745.0,60.0,3000.0,17800.0,2726.0,-1.0,13762.0,95.0,36000.0,8.0,140.0,25669.0,400.0,-1,180.0,45.0,15731.0,5500.0,21.0,1550.0,602000.0,31000.0,82.0,400.0,4800.0,1080.0,3100.0,10000.0,123.0,7756.0,33459.0,87954.0,44859.0,44.0,1800.0,225.0,10.0,1107.0,1000.0,3000.0,1785.0,400.0,262418.0,5551.0,85073.0,2351.0,640.0,39.0
2002,18600.0,43810.0,2930.0,477.0,192374.0,1330.0,19000.0,1012.0,48.0,3019.0,17100.0,2800.0,-1.0,25363.0,95.0,38000.0,9.0,160.0,25334.0,464.0,-1,170.0,50.0,16172.0,5739.0,18.0,1700.0,616000.0,32000.0,94.0,411.0,4926.0,1070.0,3750.0,9000.0,124.0,9369.0,33000.0,87930.0,45801.0,40.0,1900.0,650.0,8.0,1299.0,1053.0,3500.0,3002.0,411.0,282200.0,6265.0,85000.0,2394.0,460.0,28.0
2003,20000.0,45190.0,2805.0,490.0,198145.0,1340.0,18414.0,767.0,50.0,3100.0,16400.0,2749.0,-1.0,21600.0,107.0,39000.0,10.0,190.0,27138.0,460.0,-1,170.0,55.0,16000.0,6000.0,17.0,2416.0,633000.0,33000.0,94.0,420.0,5056.0,1150.0,4000.0,6800.0,125.0,9273.0,26000.0,92805.0,37410.0,35.0,2000.0,460.0,3.0,1456.0,1050.0,3598.0,3572.0,420.0,276700.0,7088.0,90000.0,2442.0,370.0,24.0
2004,15000.0,48486.0,2440.0,483.0,204090.0,1344.0,18081.0,851.0,60.0,3101.0,15800.0,2810.0,-1.0,18175.0,107.0,39256.0,12.0,130.0,27097.0,456.0,-1,150.0,60.0,16240.0,6500.0,20.0,2500.0,640000.0,34000.0,104.0,430.0,5189.0,1050.0,7000.0,7000.0,126.0,9093.0,33000.0,90440.0,38254.0,37.0,2100.0,470.0,2.0,1502.0,1080.0,3479.0,3467.0,430.0,270000.0,7044.0,88000.0,2496.0,310.0,23.0
2005,14500.0,50930.0,2643.0,477.0,210035.0,1350.0,18077.0,834.0,45.0,3128.0,15000.0,2900.0,-1.0,10527.0,110.0,40000.0,12.0,130.0,26638.0,454.0,-1,150.0,51.0,16274.0,7000.0,24.0,2261.0,667000.0,35000.0,85.0,433.0,4000.0,1155.0,8600.0,8000.0,125.0,9215.0,34204.0,87643.0,50807.0,36.0,2200.0,475.0,2.0,1525.0,1100.0,3374.0,3400.0,433.0,255000.0,6691.0,85000.0,2551.0,353.0,22.0
2006,14000.0,49306.0,2622.0,472.0,215000.0,1380.0,18155.0,720.0,120.0,3150.0,14400.0,3100.0,-1.0,11686.0,110.0,39201.0,11.0,105.0,25251.0,420.0,-1,150.0,46.0,16309.0,7115.0,26.0,2301.0,712000.0,36000.0,78.0,440.0,4900.0,1150.0,8000.0,8195.0,125.0,9237.0,34732.0,88622.0,52483.0,35.0,2000.0,429.0,1.0,1412.0,1100.0,3550.0,4200.0,440.0,260000.0,6868.0,86000.0,2608.0,270.0,12.0
2007,14000.0,47695.0,2598.0,440.0,220000.0,1385.0,18215.0,644.0,9.0,3100.0,14100.0,3200.0,-1.0,12000.0,90.0,39000.0,11.0,110.0,25677.0,450.0,-1,162.0,44.0,16344.0,7451.0,32.0,2377.0,739000.0,37000.0,82.0,450.0,7000.0,1185.0,6385.0,4655.0,130.0,9392.0,34953.0,89598.0,54215.0,40.0,2200.0,480.0,2.0,1366.0,1150.0,3700.0,3945.0,450.0,238000.0,7097.0,87000.0,2666.0,309.0,4.0
2008,12500.0,52636.0,2435.0,461.0,148175.0,1386.0,18168.0,844.0,15.0,3500.0,14000.0,3200.0,-1.0,14790.0,85.0,40000.0,11.0,100.0,28470.0,448.0,-1,160.0,12.0,16378.0,7969.0,41.0,2443.0,728000.0,37650.0,101.0,460.0,9120.0,1188.0,10236.0,4250.0,127.0,10083.0,34974.0,90435.0,55841.0,40.0,2300.0,415.0,1.0,1261.0,1000.0,3700.0,4481.0,460.0,251850.0,7179.0,88000.0,2725.0,283.0,8.0
2009,11500.0,49447.0,2697.0,456.0,175000.0,1407.0,17882.0,953.0,20.0,3200.0,14100.0,3100.0,-1.0,16645.0,85.0,40000.0,11.0,90.0,26316.0,436.0,-1,180.0,7.0,16413.0,8327.0,35.0,2518.0,482460.0,37160.0,110.0,432.0,13150.0,1192.0,6957.0,4692.0,127.0,11220.0,35000.0,92697.0,57516.0,41.0,2400.0,380.0,1.0,1203.0,1100.0,3800.0,3476.0,432.0,224600.0,7337.0,90000.0,2633.0,271.0,58.0
2010,10667.0,47180.0,2895.0,450.0,185402.0,1418.0,16998.0,474.0,6.0,3000.0,13800.0,2642.0,-1.0,17250.0,75.0,39000.0,11.0,162.0,25999.0,424.0,-1,190.0,65.0,16448.0,8692.0,36.0,2614.0,520130.0,37310.0,102.0,388.0,14100.0,1197.0,5669.0,8254.0,128.0,11974.0,37000.0,92693.0,58599.0,42.0,2349.0,351.0,1.0,1158.0,1150.0,3868.0,4098.0,388.0,205342.0,7484.0,89798.0,870.0,271.0,58.0
2011,9862.0,49506.0,2370.0,446.0,163664.0,1430.0,16827.0,223.0,16.0,3200.0,13600.0,1897.0,-1.0,17483.0,76.0,40000.0,11.0,150.0,23799.0,412.0,-1,196.0,6.0,17041.0,8864.0,37.0,2539.0,446991.0,37092.0,103.0,362.0,15000.0,1201.0,6856.0,6751.0,128.0,12733.0,37742.0,92370.0,58068.0,43.0,2500.0,223.0,1.0,1101.0,1158.0,3719.0,3470.0,362.0,204363.0,7244.0,90000.0,1993.0,167.0,58.0
