,Ukraine,Kenya,Bolivia (Plurinational State of),"China, Taiwan Province of",Belarus,Croatia,Myanmar,Serbia,Botswana,Serbia and Montenegro,China,South Sudan,Brazil,United Republic of Tanzania,Thailand,Yugoslav SFR,Canada,The former Yugoslav Republic of Macedonia,Greece,Afghanistan,Zimbabwe,Iraq,Malawi,Venezuela (Bolivarian Republic of),South Africa,Spain,Bulgaria,Australia & New Zealand,United States of America,Iran (Islamic Republic of),Mozambique,Sudan,Algeria,Pakistan,Czechoslovakia,Sudan (former),Tajikistan,Kyrgyzstan,Namibia,Argentina,Uganda,Paraguay,Georgia,India,Zambia,Slovenia,Austria,Uruguay,Morocco,Syrian Arab Republic,Switzerland,Mexico,USSR,Romania,Ecuador,Jordan,Bosnia and Herzegovina,Germany,Tunisia,Uzbekistan,Colombia,Albania,Portugal,Slovakia,Lebanon,Czechia,Occupied Palestinian Territory,Azerbaijan,Hungary,Kazakhstan,Chile,Israel,Australia,France,Egypt,Republic of Moldova,Poland,"China, mainland",Russian Federation,Angola,Italy,Turkey
1971,-1.0,6355.0,-1.0,-1.0,-1.0,-1.0,4458.0,-1.0,1667.0,-1.0,8750.0,-1.0,8824.0,4286.0,-1.0,18962.0,7916.0,-1.0,5027.0,13333.0,5510.0,8889.0,6257.0,-1.0,7459.0,7437.0,17311.0,7786.0,11758.0,7500.0,6000.0,-1.0,2558.0,7194.0,15895.0,-1.0,-1.0,-1.0,-1.0,6976.0,4054.0,-1.0,-1.0,6496.0,3043.0,-1.0,19968.0,6820.0,8207.0,16292.0,-1.0,5285.0,12590.0,14416.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8950.0,7664.0,-1.0,4699.0,-1.0,-1.0,-1.0,12817.0,-1.0,13305.0,10233.0,7786.0,17552.0,3619.0,-1.0,-1.0,8750.0,-1.0,8000.0,19411.0,11742.0
1972,-1.0,9091.0,-1.0,-1.0,-1.0,-1.0,3814.0,-1.0,2000.0,-1.0,8228.0,-1.0,9091.0,4800.0,-1.0,16198.0,8781.0,-1.0,10847.0,16000.0,7755.0,6667.0,6349.0,-1.0,8177.0,7053.0,18050.0,5001.0,10150.0,7476.0,6667.0,-1.0,2852.0,6984.0,14462.0,-1.0,-1.0,-1.0,-1.0,7594.0,3995.0,-1.0,-1.0,6496.0,3333.0,-1.0,19841.0,5808.0,6916.0,10257.0,-1.0,9233.0,11488.0,15353.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6364.0,7596.0,-1.0,4350.0,-1.0,-1.0,-1.0,12346.0,-1.0,13469.0,10533.0,5001.0,15273.0,4762.0,-1.0,-1.0,8228.0,-1.0,12000.0,19710.0,11359.0
1973,-1.0,9091.0,-1.0,-1.0,-1.0,-1.0,3738.0,-1.0,2000.0,-1.0,8642.0,-1.0,8421.0,4054.0,-1.0,19327.0,7898.0,-1.0,10998.0,16889.0,5102.0,6974.0,7843.0,-1.0,7312.0,7048.0,17745.0,4221.0,11612.0,6643.0,6667.0,-1.0,3529.0,6263.0,16528.0,-1.0,-1.0,-1.0,-1.0,7026.0,4103.0,-1.0,-1.0,7131.0,3944.0,-1.0,19780.0,6544.0,8956.0,7479.0,-1.0,8185.0,15564.0,14770.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7950.0,5550.0,-1.0,1227.0,-1.0,-1.0,-1.0,14902.0,-1.0,11305.0,11368.0,4221.0,20458.0,5952.0,-1.0,-1.0,8642.0,-1.0,10000.0,17543.0,11642.0
1974,-1.0,9091.0,-1.0,-1.0,-1.0,-1.0,3449.0,-1.0,10000.0,-1.0,8537.0,-1.0,8333.0,4000.0,-1.0,14861.0,9714.0,-1.0,11433.0,17897.0,7692.0,8750.0,8108.0,-1.0,10913.0,6495.0,14038.0,5600.0,11033.0,6719.0,6250.0,-1.0,2159.0,4767.0,12320.0,-1.0,-1.0,-1.0,-1.0,8153.0,3929.0,-1.0,-1.0,6706.0,5775.0,-1.0,21290.0,5315.0,7701.0,11127.0,-1.0,13021.0,14477.0,13377.0,-1.0,-1.0,-1.0,-1.0,7500.0,-1.0,-1.0,10000.0,4962.0,-1.0,3667.0,-1.0,-1.0,-1.0,10750.0,-1.0,12391.0,14139.0,5600.0,16620.0,12984.0,-1.0,-1.0,8537.0,-1.0,7692.0,18299.0,9882.0
1975,-1.0,9925.0,-1.0,-1.0,-1.0,-1.0,3407.0,-1.0,2000.0,-1.0,8421.0,-1.0,7500.0,4615.0,-1.0,14037.0,11932.0,-1.0,13400.0,16000.0,8000.0,7686.0,7843.0,-1.0,9247.0,5251.0,17911.0,5412.0,11310.0,4917.0,4444.0,-1.0,3598.0,4552.0,14279.0,-1.0,-1.0,-1.0,-1.0,7284.0,3908.0,10000.0,-1.0,6867.0,5519.0,-1.0,22074.0,5582.0,6674.0,11183.0,-1.0,13158.0,12344.0,14246.0,-1.0,-1.0,-1.0,-1.0,5882.0,-1.0,-1.0,12346.0,6213.0,-1.0,6000.0,-1.0,-1.0,-1.0,10826.0,-1.0,13403.0,10273.0,5412.0,14942.0,15036.0,-1.0,-1.0,8421.0,-1.0,7692.0,17133.0,11675.0
1976,-1.0,9747.0,-1.0,-1.0,-1.0,-1.0,3466.0,-1.0,2000.0,-1.0,8696.0,-1.0,7500.0,4615.0,-1.0,18254.0,11881.0,-1.0,13303.0,16000.0,10080.0,9327.0,7143.0,-1.0,9443.0,6157.0,15996.0,5877.0,10894.0,4444.0,4500.0,-1.0,2621.0,4720.0,12573.0,-1.0,-1.0,-1.0,-1.0,8622.0,3977.0,10000.0,-1.0,5412.0,8280.0,-1.0,22996.0,6138.0,6816.0,16606.0,-1.0,7489.0,11639.0,15339.0,-1.0,-1.0,-1.0,-1.0,5882.0,-1.0,-1.0,13077.0,6277.0,-1.0,10000.0,-1.0,-1.0,-1.0,12219.0,-1.0,12527.0,10946.0,5877.0,12691.0,15941.0,-1.0,-1.0,8696.0,-1.0,7692.0,20523.0,12360.0
1977,-1.0,11330.0,-1.0,-1.0,-1.0,-1.0,3503.0,-1.0,2200.0,-1.0,9884.0,-1.0,7500.0,5427.0,-1.0,22941.0,11877.0,-1.0,15491.0,14400.0,8920.0,8807.0,7895.0,-1.0,12302.0,7118.0,17838.0,5562.0,14922.0,5135.0,5000.0,-1.0,3960.0,4833.0,12981.0,-1.0,-1.0,-1.0,-1.0,7335.0,3956.0,10000.0,-1.0,5222.0,5550.0,-1.0,26020.0,5150.0,3884.0,14760.0,-1.0,6636.0,12908.0,15725.0,-1.0,-1.0,-1.0,-1.0,5556.0,-1.0,-1.0,13462.0,6704.0,-1.0,10000.0,-1.0,-1.0,-1.0,15547.0,-1.0,14821.0,9518.0,5562.0,18124.0,16062.0,-1.0,-1.0,9884.0,-1.0,7143.0,15925.0,12198.0
1978,-1.0,10846.0,-1.0,-1.0,-1.0,-1.0,3747.0,-1.0,2000.0,-1.0,8719.0,-1.0,8333.0,4755.0,-1.0,21614.0,13137.0,-1.0,12667.0,14000.0,11100.0,10489.0,9524.0,-1.0,8300.0,8048.0,16287.0,7179.0,16100.0,5000.0,4200.0,-1.0,1517.0,9459.0,13790.0,-1.0,-1.0,-1.0,-1.0,8000.0,4022.0,10000.0,-1.0,5440.0,4579.0,-1.0,24198.0,5774.0,10212.0,16794.0,-1.0,6190.0,11700.0,15945.0,-1.0,-1.0,-1.0,-1.0,5000.0,-1.0,-1.0,13846.0,7691.0,-1.0,10000.0,-1.0,-1.0,-1.0,14853.0,-1.0,14387.0,8830.0,7179.0,21133.0,17860.0,-1.0,-1.0,8719.0,-1.0,7143.0,17741.0,11687.0
1979,-1.0,11029.0,-1.0,-1.0,-1.0,-1.0,3015.0,-1.0,1765.0,-1.0,9244.0,-1.0,10000.0,4773.0,-1.0,20419.0,13503.0,-1.0,17106.0,14237.0,5400.0,8577.0,8000.0,-1.0,8468.0,7903.0,18544.0,7143.0,15119.0,4867.0,6151.0,-1.0,920.0,6493.0,13860.0,-1.0,-1.0,-1.0,-1.0,9184.0,4471.0,10000.0,-1.0,5188.0,4818.0,-1.0,24299.0,5830.0,11766.0,17313.0,-1.0,10010.0,12535.0,17112.0,-1.0,-1.0,-1.0,-1.0,5848.0,-1.0,-1.0,14360.0,6122.0,-1.0,10000.0,-1.0,-1.0,-1.0,18370.0,-1.0,15360.0,7126.0,7143.0,21458.0,18287.0,-1.0,-1.0,9244.0,-1.0,6667.0,21410.0,13258.0
1980,-1.0,11029.0,-1.0,-1.0,-1.0,-1.0,5968.0,-1.0,2090.0,-1.0,10791.0,-1.0,4600.0,5714.0,-1.0,16746.0,12186.0,-1.0,14970.0,14454.0,5399.0,9764.0,6731.0,-1.0,11365.0,10025.0,15353.0,6407.0,11386.0,6452.0,6286.0,-1.0,6429.0,5997.0,13550.0,-1.0,-1.0,-1.0,-1.0,8895.0,4471.0,10000.0,-1.0,5553.0,9184.0,-1.0,22419.0,3932.0,6800.0,17455.0,-1.0,10288.0,10650.0,15771.0,-1.0,20000.0,-1.0,-1.0,5928.0,-1.0,-1.0,10901.0,8886.0,-1.0,16667.0,-1.0,-1.0,-1.0,16705.0,-1.0,11802.0,9515.0,6407.0,23848.0,18558.0,-1.0,-1.0,10791.0,-1.0,6667.0,18090.0,13043.0
1981,-1.0,10786.0,-1.0,-1.0,-1.0,-1.0,6709.0,-1.0,4103.0,-1.0,12808.0,-1.0,8163.0,5714.0,-1.0,16724.0,10000.0,-1.0,14007.0,14667.0,6338.0,6540.0,6731.0,-1.0,16012.0,5100.0,17571.0,7031.0,13198.0,6508.0,5714.0,-1.0,1423.0,7463.0,17217.0,-1.0,-1.0,-1.0,-1.0,9844.0,4535.0,9043.0,-1.0,5642.0,4076.0,-1.0,22989.0,7628.0,5850.0,13497.0,-1.0,18019.0,11030.0,16015.0,-1.0,-1.0,-1.0,-1.0,6061.0,-1.0,-1.0,11170.0,3643.0,-1.0,37500.0,-1.0,-1.0,-1.0,20749.0,-1.0,14531.0,9714.0,7031.0,25179.0,17822.0,-1.0,-1.0,12808.0,-1.0,6667.0,20067.0,11500.0
1982,-1.0,13390.0,-1.0,-1.0,-1.0,-1.0,7615.0,-1.0,3371.0,-1.0,15291.0,-1.0,7381.0,5125.0,-1.0,14589.0,12238.0,-1.0,14654.0,14634.0,4068.0,10365.0,6379.0,-1.0,9667.0,9076.0,20192.0,6484.0,12654.0,5956.0,5714.0,-1.0,2636.0,8093.0,16662.0,-1.0,-1.0,-1.0,-1.0,11835.0,4444.0,10000.0,-1.0,4970.0,6441.0,-1.0,26206.0,6422.0,4793.0,16410.0,-1.0,6220.0,12500.0,17086.0,-1.0,-1.0,-1.0,-1.0,5952.0,-1.0,-1.0,10861.0,8585.0,-1.0,34375.0,-1.0,-1.0,-1.0,19641.0,-1.0,15760.0,10065.0,6484.0,22207.0,19164.0,-1.0,-1.0,15291.0,-1.0,6429.0,17347.0,11321.0
1983,-1.0,13258.0,-1.0,18165.0,-1.0,-1.0,7697.0,-1.0,3340.0,-1.0,18291.0,-1.0,6875.0,5250.0,-1.0,18373.0,12470.0,-1.0,20295.0,15000.0,3900.0,6916.0,13076.0,6667.0,7032.0,8095.0,17340.0,5909.0,11706.0,6094.0,5714.0,-1.0,6692.0,7763.0,18287.0,-1.0,-1.0,-1.0,-1.0,12618.0,4574.0,10878.0,-1.0,4305.0,7276.0,-1.0,23415.0,4290.0,8041.0,20000.0,-1.0,7132.0,11868.0,14307.0,-1.0,-1.0,-1.0,-1.0,6000.0,-1.0,-1.0,15588.0,5213.0,-1.0,36364.0,-1.0,-1.0,-1.0,20612.0,-1.0,15979.0,13974.0,5909.0,19327.0,16667.0,-1.0,-1.0,18291.0,-1.0,6667.0,18631.0,13000.0
1984,-1.0,13016.0,-1.0,16044.0,-1.0,-1.0,8898.0,-1.0,3000.0,-1.0,16823.0,-1.0,7333.0,5250.0,-1.0,19048.0,10694.0,-1.0,15812.0,15000.0,2521.0,7902.0,4131.0,6500.0,5423.0,10919.0,18229.0,7296.0,11368.0,7200.0,5429.0,-1.0,5000.0,8301.0,16650.0,-1.0,-1.0,-1.0,-1.0,11061.0,4574.0,10947.0,-1.0,5267.0,7452.0,-1.0,21429.0,4712.0,6485.0,8971.0,-1.0,6442.0,11587.0,17727.0,-1.0,-1.0,-1.0,-1.0,6034.0,-1.0,-1.0,15000.0,7545.0,-1.0,36364.0,-1.0,-1.0,-1.0,18906.0,-1.0,15142.0,12624.0,7296.0,19401.0,19118.0,-1.0,-1.0,16824.0,-1.0,6364.0,18225.0,12615.0
1985,-1.0,13671.0,-1.0,17264.0,-1.0,-1.0,9777.0,-1.0,8333.0,-1.0,11752.0,-1.0,8148.0,5250.0,-1.0,20884.0,11911.0,-1.0,16566.0,15000.0,5069.0,8000.0,4395.0,6667.0,7746.0,9259.0,13648.0,8277.0,12424.0,12945.0,5429.0,-1.0,5000.0,8301.0,18048.0,-1.0,-1.0,-1.0,-1.0,14407.0,4574.0,11030.0,-1.0,3737.0,6765.0,-1.0,20811.0,7925.0,6931.0,14514.0,-1.0,13101.0,12978.0,14940.0,-1.0,-1.0,-1.0,-1.0,6154.0,-1.0,-1.0,10746.0,7171.0,-1.0,35484.0,-1.0,-1.0,-1.0,19709.0,-1.0,16275.0,17435.0,8277.0,23707.0,21429.0,-1.0,-1.0,11751.0,-1.0,6364.0,22683.0,12451.0
1986,-1.0,13843.0,-1.0,15893.0,-1.0,-1.0,10306.0,-1.0,5000.0,-1.0,13948.0,-1.0,10000.0,5985.0,-1.0,23804.0,13908.0,-1.0,20664.0,15000.0,4781.0,8667.0,4181.0,10000.0,8502.0,9284.0,19155.0,7766.0,15348.0,12044.0,5429.0,-1.0,5000.0,8880.0,22765.0,3607.0,-1.0,-1.0,5548.0,13460.0,4000.0,8858.0,-1.0,4107.0,5346.0,-1.0,23758.0,9330.0,8920.0,10268.0,-1.0,5594.0,13701.0,18722.0,-1.0,-1.0,-1.0,-1.0,6000.0,-1.0,13333.0,11607.0,7486.0,-1.0,30968.0,-1.0,-1.0,-1.0,22051.0,-1.0,18085.0,14286.0,7766.0,20845.0,21429.0,-1.0,-1.0,13948.0,-1.0,6364.0,23750.0,13648.0
1987,-1.0,13333.0,12500.0,18960.0,-1.0,-1.0,10860.0,-1.0,1667.0,-1.0,13992.0,-1.0,10833.0,5162.0,-1.0,19363.0,15233.0,-1.0,15917.0,14790.0,4336.0,7907.0,4633.0,6037.0,9772.0,10118.0,15404.0,7131.0,16476.0,11482.0,5556.0,-1.0,5000.0,10897.0,22834.0,3571.0,-1.0,-1.0,5533.0,12679.0,4000.0,12138.0,-1.0,3847.0,5380.0,-1.0,27246.0,7151.0,11706.0,9793.0,-1.0,8383.0,14617.0,15750.0,-1.0,-1.0,-1.0,30588.0,6024.0,-1.0,13676.0,9038.0,6722.0,-1.0,21172.0,-1.0,-1.0,-1.0,21112.0,-1.0,21046.0,12026.0,7131.0,25386.0,17742.0,-1.0,-1.0,13991.0,-1.0,6667.0,22059.0,14213.0
1988,-1.0,13333.0,12032.0,19057.0,-1.0,-1.0,9670.0,-1.0,3333.0,-1.0,14212.0,-1.0,12273.0,4019.0,-1.0,19622.0,11753.0,-1.0,17857.0,14576.0,7613.0,8850.0,4853.0,5910.0,9202.0,12080.0,15720.0,10791.0,10458.0,10151.0,5556.0,-1.0,5200.0,9865.0,20755.0,2992.0,-1.0,-1.0,5553.0,14345.0,4000.0,12668.0,-1.0,3353.0,4131.0,-1.0,28111.0,6955.0,14188.0,7789.0,-1.0,7242.0,14402.0,15132.0,-1.0,-1.0,-1.0,34286.0,5978.0,-1.0,15931.0,6911.0,8418.0,-1.0,21495.0,-1.0,-1.0,-1.0,19507.0,-1.0,21046.0,10405.0,10791.0,24607.0,17647.0,-1.0,-1.0,14212.0,-1.0,6364.0,22813.0,15338.0
1989,-1.0,11105.0,11973.0,20000.0,-1.0,-1.0,7292.0,-1.0,4000.0,-1.0,14861.0,-1.0,13043.0,2669.0,-1.0,20566.0,12772.0,-1.0,21600.0,14359.0,5791.0,8084.0,4638.0,8210.0,10183.0,9473.0,19115.0,9287.0,11040.0,8177.0,5556.0,-1.0,5200.0,11674.0,22896.0,3612.0,-1.0,-1.0,6427.0,14441.0,4000.0,11810.0,-1.0,5295.0,3344.0,-1.0,31551.0,7324.0,8577.0,10612.0,-1.0,4911.0,15854.0,15121.0,-1.0,-1.0,-1.0,30635.0,6316.0,-1.0,15185.0,11000.0,8304.0,-1.0,21492.0,-1.0,-1.0,-1.0,19468.0,-1.0,21245.0,15654.0,9287.0,23355.0,18853.0,-1.0,-1.0,14861.0,-1.0,6667.0,25100.0,16297.0
1990,-1.0,11079.0,13676.0,19167.0,-1.0,-1.0,6664.0,-1.0,4800.0,-1.0,18785.0,-1.0,15909.0,3750.0,-1.0,19428.0,17022.0,-1.0,15043.0,14138.0,5283.0,9814.0,4533.0,8910.0,11694.0,10930.0,13867.0,11020.0,13778.0,7631.0,8191.0,-1.0,5333.0,9490.0,19351.0,3738.0,-1.0,-1.0,5577.0,14505.0,8190.0,14375.0,-1.0,5346.0,4508.0,-1.0,24680.0,4890.0,9950.0,13852.0,-1.0,1291.0,13763.0,14091.0,18200.0,-1.0,-1.0,29309.0,6633.0,-1.0,14106.0,8095.0,5785.0,-1.0,21538.0,-1.0,-1.0,-1.0,19711.0,-1.0,23120.0,15305.0,11020.0,21223.0,21133.0,-1.0,-1.0,18785.0,-1.0,6429.0,23354.0,12035.0
1991,-1.0,9124.0,12500.0,11250.0,-1.0,-1.0,6610.0,-1.0,6667.0,-1.0,17988.0,-1.0,16667.0,3704.0,-1.0,21001.0,16395.0,-1.0,16311.0,13913.0,5254.0,10735.0,6522.0,9287.0,10000.0,9587.0,16105.0,9104.0,15148.0,4259.0,5000.0,-1.0,3746.0,11028.0,23358.0,3401.0,-1.0,-1.0,3344.0,17528.0,8190.0,9474.0,-1.0,5648.0,2917.0,-1.0,30288.0,10542.0,6318.0,14565.0,-1.0,8269.0,12253.0,12833.0,7709.0,-1.0,-1.0,28700.0,7000.0,-1.0,13362.0,5534.0,5675.0,-1.0,17248.0,-1.0,-1.0,-1.0,20700.0,-1.0,23933.0,15645.0,9104.0,24396.0,23002.0,-1.0,-1.0,17988.0,-1.0,6667.0,24316.0,14169.0
