,"China, Taiwan Province of",Uzbekistan,Romania,Israel,Norway,Australia,Venezuela (Bolivarian Republic of),Mexico,The former Yugoslav Republic of Macedonia,Slovakia,Philippines,Belgium,Kenya,Luxembourg,Czechia,Costa Rica,Republic of Moldova,Italy,Serbia,USSR,Germany,South Africa,Slovenia,Ukraine,Brazil,Finland,Paraguay,Australia & New Zealand,Morocco,Lithuania,Jordan,Chile,Malta,Canada,Belgium-Luxembourg,Spain,Kyrgyzstan,New Zealand,Austria,Ecuador,Réunion,Japan,Poland,Argentina,Sweden,Belarus,Denmark,Colombia,Estonia,Georgia,Greece,Czechoslovakia,France,Republic of Korea,Egypt,Tunisia,Serbia and Montenegro,Zimbabwe,Croatia,Hungary,Lebanon,Russian Federation,Portugal,Bolivia (Plurinational State of),Yugoslav SFR,Occupied Palestinian Territory,Iran (Islamic Republic of),Kazakhstan,United States of America,Turkey,Latvia,China,Kuwait,"China, mainland",United Kingdom,Ireland,Cyprus,Peru,Switzerland,Bosnia and Herzegovina,Bulgaria,Netherlands,Guatemala
1971,,,,114773.0,86828.0,89264.0,329375.0,149848.0,,,,,,,,,,86415.0,,58125.0,,36600.0,,,,54745.0,,122871.0,,,,,,39360.0,652000.0,25122.0,,181460.0,108642.0,,,116641.0,35392.0,,,,,,,,80167.0,,79551.0,83105.0,,,,,,,48878.0,,35846.0,,,,,,121958.0,57874.0,,,,,79994.0,60000.0,101556.0,74389.0,92593.0,,36692.0,,
1972,,,,161667.0,84841.0,91813.0,332075.0,155391.0,,,,,,,,,,97160.0,,50000.0,,38550.0,,,,125523.0,,127265.0,,,,,,39336.0,715000.0,32143.0,,192111.0,89841.0,,,122971.0,28438.0,,,,,,,,107817.0,,78545.0,101793.0,,,,,,,49307.0,,33134.0,,,,,,118822.0,49797.0,,,,,83315.0,60000.0,118444.0,96374.0,129630.0,,41242.0,,
1973,,,,282609.0,89759.0,95580.0,335614.0,157228.0,,,,,,,,,,114725.0,,55714.0,,47043.0,,,,31447.0,,124691.0,,,,,,39301.0,614000.0,37826.0,,180745.0,123927.0,,,135588.0,40649.0,,,,,,,,123800.0,,78434.0,110652.0,,,,,,,46000.0,,32727.0,,,,,,132516.0,41545.0,,,,,81909.0,60000.0,130889.0,80067.0,88710.0,,48033.0,,
1974,,,,218182.0,87184.0,93642.0,351803.0,179871.0,,,,,,,,,,118731.0,,55714.0,,42391.0,,,,38160.0,,125408.0,,,,,,39477.0,560000.0,41364.0,,186133.0,116105.0,,114286.0,130465.0,38365.0,,,,,,,,105386.0,,83518.0,73610.0,,,,,,,48346.0,,33881.0,,,,,,153479.0,50000.0,,,,,91642.0,60000.0,101556.0,96327.0,116071.0,,51503.0,,
1975,,,,123636.0,95881.0,99474.0,357576.0,127636.0,,,,,,,,,,115947.0,,52857.0,,42323.0,,,,40612.0,,127490.0,,,50000.0,,,39406.0,448000.0,59130.0,,175337.0,119163.0,,125000.0,138571.0,34327.0,,,,,,,,113786.0,,84415.0,80164.0,,,,,,,47273.0,,35821.0,20000.0,,,,,155727.0,47647.0,,,,,72320.0,60000.0,203000.0,101459.0,99138.0,,43770.0,,
1976,,,,106250.0,92080.0,93715.0,371884.0,166024.0,,,,,,,,,,131192.0,,54286.0,,42431.0,,,,36018.0,,126853.0,,,,,,39463.0,399600.0,72791.0,,186500.0,95969.0,,125000.0,140769.0,32548.0,,,,,,,,125400.0,,77773.0,96252.0,,,,,,,50000.0,,36567.0,20000.0,,,,,188454.0,51429.0,,,,,61500.0,60000.0,203000.0,101760.0,97984.0,,55260.0,,
1977,,,,281481.0,92687.0,80509.0,345930.0,184763.0,,,,,,,,,,125853.0,,71765.0,,43508.0,,,,31978.0,,122894.0,,,,,,39386.0,394167.0,75111.0,,204253.0,78845.0,,125000.0,150513.0,40184.0,,,,,,,,137314.0,,83855.0,84366.0,,,,,,,50000.0,,32836.0,20000.0,,,,,207804.0,60000.0,,,,,67360.0,57143.0,169333.0,100946.0,109449.0,,46093.0,,
1978,,,,250000.0,96468.0,80971.0,345056.0,159338.0,,,,,,,,,,141345.0,,59474.0,,44723.0,,,,43320.0,,124555.0,,,,,,39298.0,378333.0,99412.0,,189744.0,107123.0,,133333.0,155126.0,42065.0,,,,,,,,148875.0,,86054.0,111111.0,,,,,,,50000.0,,34328.0,30000.0,,,,,196824.0,60000.0,,,,,83538.0,60000.0,169333.0,91486.0,115830.0,,53591.0,,
1979,,,,275000.0,100784.0,96261.0,354194.0,150218.0,,,,,,,,,,136224.0,,88889.0,,42169.0,,,,40328.0,,132492.0,,,33333.0,,,39502.0,384667.0,139820.0,,178959.0,71956.0,,137500.0,163917.0,38539.0,,,,,,,,153938.0,,83635.0,111722.0,,,,,,,50000.0,,35821.0,30000.0,,,,,195931.0,44000.0,,,,,84308.0,71429.0,189333.0,88243.0,95238.0,,52576.0,,
1980,,,,220588.0,111202.0,97549.0,355152.0,127375.0,,,,,,,,,,157442.0,,93636.0,,47369.0,,,,43966.0,,136130.0,,,,,,39345.0,391667.0,170172.0,,184390.0,117006.0,,137500.0,162437.0,31216.0,,,,,,,,170313.0,,91623.0,101829.0,48286.0,,,,,,54545.0,,34328.0,31190.0,,,33333.0,,217947.0,46000.0,,,,,82154.0,84286.0,234615.0,78215.0,89744.0,,58539.0,,
1981,,,,194203.0,77955.0,85932.0,359065.0,145470.0,,,,,,,,,,137653.0,,93077.0,,41338.0,,,,49679.0,,110445.0,,,,,,32160.0,346667.0,206383.0,,139564.0,82677.0,121600.0,143333.0,164530.0,39485.0,,,,,,,,162780.0,,88295.0,101506.0,57500.0,,,,,,46296.0,,35821.0,31500.0,,,33333.0,,224220.0,46000.0,,,,,82880.0,76667.0,190625.0,86118.0,95847.0,,56745.0,,
1982,,,,285714.0,101986.0,98459.0,362069.0,143690.0,,,,,,,,,,141685.0,,76923.0,,42354.0,,,,59626.0,,105708.0,,,,,,31927.0,301250.0,151967.0,,111877.0,105960.0,104889.0,147222.0,173304.0,43486.0,,,,,,,,120078.0,,96593.0,101596.0,101952.0,,,,,,48148.0,,28571.0,30667.0,,,31000.0,,245536.0,55000.0,,,,,86769.0,83333.0,190625.0,91003.0,130159.0,,58786.0,,
1983,110097.0,,,300000.0,96371.0,96028.0,364365.0,179284.0,,,,,,,,,,148156.0,,109091.0,,48111.0,,,,54973.0,,109027.0,,,66667.0,111111.0,,28800.0,362143.0,166833.0,,121333.0,109665.0,121750.0,133333.0,172544.0,39231.0,,,,,,,,164383.0,,92000.0,103807.0,105250.0,,,,,,66667.0,,28571.0,30313.0,,,42308.0,,231326.0,48889.0,,110097.0,,,86567.0,67057.0,168421.0,100744.0,128834.0,,46128.0,,
1984,113558.0,,,395652.0,92767.0,100000.0,338143.0,174832.0,,,,,,,,,,139297.0,,91667.0,,43958.0,,,,34234.0,,110093.0,,,100000.0,111111.0,,26114.0,362857.0,193151.0,,120879.0,102781.0,107194.0,140000.0,178468.0,38197.0,,,,,,,,120638.0,,105714.0,110353.0,92043.0,,,,,,83333.0,,28571.0,30286.0,,,45000.0,,256542.0,47170.0,,113558.0,,,90308.0,96434.0,118519.0,94455.0,128280.0,,71174.0,,
1985,114037.0,,51938.0,356667.0,93052.0,110484.0,365821.0,128755.0,,,,,,,,,,152590.0,,120000.0,85740.0,50055.0,,,64516.0,50273.0,41200.0,116133.0,66667.0,,,166667.0,,25882.0,331857.0,187931.0,,121693.0,122532.0,276133.0,147059.0,177909.0,45016.0,81538.0,,,74438.0,,,,121157.0,60187.0,111098.0,109088.0,102448.0,,,,,88643.0,108108.0,,25714.0,30750.0,36857.0,,48090.0,,258880.0,67000.0,,114037.0,,,85174.0,97424.0,106061.0,90239.0,145797.0,,39675.0,120000.0,50000.0
1986,116134.0,,54821.0,423077.0,85505.0,120670.0,365000.0,133840.0,,,,,,,,,,155179.0,,116364.0,87806.0,54893.0,,,64516.0,40098.0,36960.0,133139.0,60000.0,,,181818.0,,57043.0,312750.0,193367.0,,146789.0,121139.0,198000.0,150000.0,185648.0,47405.0,78462.0,,,69080.0,120000.0,,,89020.0,55439.0,110000.0,107094.0,167417.0,,,,,75886.0,140000.0,,28571.0,33243.0,36588.0,,26186.0,,257284.0,70000.0,,116134.0,246000.0,,77466.0,61606.0,112121.0,82767.0,114130.0,,55719.0,120526.0,54054.0
1987,121310.0,,57321.0,467857.0,91485.0,129253.0,346154.0,183282.0,,,,,,,,,,180936.0,,113636.0,86192.0,69218.0,,,67742.0,29828.0,37440.0,135921.0,80000.0,,100000.0,191176.0,,55983.0,337500.0,215234.0,,145270.0,123479.0,200842.0,170000.0,198302.0,59367.0,93125.0,,,65000.0,125000.0,,,139614.0,61251.0,119518.0,124419.0,158024.0,100000.0,,,,70886.0,150000.0,,30000.0,35976.0,37771.0,,37490.0,,271597.0,86580.0,,121310.0,236000.0,,86122.0,88000.0,121212.0,86946.0,119656.0,,44888.0,131579.0,48000.0
1988,117646.0,,69643.0,497308.0,77197.0,115308.0,307692.0,134797.0,,,,,,,,,,183131.0,,115455.0,89773.0,67053.0,,,70968.0,32265.0,54914.0,126327.0,80000.0,,100000.0,200000.0,,56237.0,401429.0,213491.0,,146903.0,132811.0,296143.0,185000.0,208952.0,44283.0,93750.0,,,75893.0,140000.0,,,157500.0,56129.0,127385.0,142075.0,144238.0,100000.0,,,,76914.0,156863.0,,31250.0,33307.0,40469.0,,46678.0,,280000.0,90129.0,,117646.0,168571.0,,83490.0,92000.0,136364.0,85218.0,134069.0,,52098.0,138421.0,53333.0
1989,125529.0,,57143.0,556667.0,78739.0,123586.0,307692.0,181796.0,,,,,,,,,,204611.0,,114286.0,90584.0,78482.0,,,64516.0,30368.0,53857.0,139091.0,90323.0,,150000.0,146341.0,,51738.0,322500.0,222522.0,,163265.0,121847.0,285286.0,185000.0,209223.0,47762.0,95000.0,42308.0,,71429.0,138462.0,,,158333.0,62918.0,131732.0,150114.0,154220.0,166667.0,,,,85730.0,147059.0,,31250.0,32581.0,39847.0,,65519.0,,277599.0,96154.0,,125529.0,247143.0,,77519.0,96667.0,142857.0,120531.0,141217.0,,61515.0,129474.0,114286.0
1990,123316.0,,40444.0,655229.0,80000.0,118353.0,312121.0,207879.0,,,119214.0,,,,,250000.0,,206432.0,,117333.0,89070.0,67254.0,,,65625.0,42888.0,54958.0,122358.0,62500.0,,158571.0,231783.0,,58352.0,425000.0,207413.0,,127796.0,121257.0,315750.0,223333.0,212843.0,41654.0,100432.0,41806.0,,78261.0,134146.0,,,172184.0,61350.0,139984.0,158142.0,163451.0,200000.0,,28571.0,,107389.0,150000.0,,31250.0,33750.0,43600.0,,53589.0,,304409.0,94796.0,,123316.0,255556.0,,86321.0,103333.0,166667.0,73403.0,168000.0,,61139.0,160000.0,115000.0
1991,119924.0,,39429.0,685882.0,84336.0,131871.0,80571.0,114749.0,,,122727.0,,,,,178571.0,,226207.0,,119718.0,90576.0,64884.0,,,74146.0,36936.0,88696.0,132483.0,90476.0,,143151.0,183333.0,,47705.0,381250.0,234161.0,,133333.0,114850.0,303333.0,245503.0,217653.0,42102.0,88621.0,39995.0,,78854.0,139785.0,,,167500.0,54607.0,137504.0,166063.0,151991.0,200000.0,,33333.0,,110405.0,151787.0,,31250.0,32941.0,39974.0,,48110.0,,332047.0,91628.0,,119924.0,20000.0,,87405.0,106667.0,150000.0,76414.0,154523.0,,56487.0,138333.0,123214.0
1992,97732.0,33333.0,60952.0,663958.0,74327.0,148164.0,83097.0,134579.0,51774.0,,121286.0,,77308.0,,,200000.0,20000.0,228170.0,,,94103.0,63686.0,47704.0,32726.0,74265.0,44719.0,89489.0,143346.0,93750.0,,139756.0,150000.0,,56763.0,407928.0,269383.0,31250.0,134100.0,116105.0,312857.0,246197.0,223102.0,32312.0,89393.0,40508.0,32000.0,80000.0,142105.0,37833.0,,192500.0,52245.0,136094.0,178378.0,158093.0,200000.0,34591.0,36638.0,24713.0,109062.0,154440.0,120380.0,31250.0,32329.0,,,52655.0,17778.0,302244.0,84246.0,50000.0,97732.0,80000.0,,91030.0,104000.0,150000.0,77056.0,175753.0,32459.0,42993.0,123684.0,124857.0
1993,124776.0,31258.0,40556.0,641000.0,104208.0,129744.0,86891.0,164307.0,54015.0,40015.0,116759.0,,26774.0,,48378.0,125000.0,25000.0,240115.0,,,93429.0,71873.0,52836.0,41749.0,74384.0,31923.0,90281.0,135090.0,96000.0,,139378.0,193548.0,,56358.0,422705.0,295601.0,18333.0,147773.0,90037.0,232655.0,262000.0,230444.0,33074.0,90165.0,42692.0,41538.0,90000.0,140000.0,28300.0,,220000.0,,140934.0,188255.0,161290.0,200000.0,33333.0,38839.0,24762.0,107719.0,156140.0,122222.0,31250.0,33158.0,,,44838.0,17778.0,316749.0,95694.0,48000.0,229155.0,266000.0,230769.0,112285.0,105869.0,250000.0,78827.0,184126.0,54545.0,33352.0,153158.0,122393.0
1994,120000.0,31899.0,76875.0,722222.0,101770.0,120968.0,90139.0,190890.0,44623.0,67761.0,108591.0,,40000.0,,57212.0,125000.0,12500.0,236466.0,,,89067.0,67177.0,104064.0,19782.0,74503.0,31507.0,90349.0,120930.0,98160.0,,146667.0,223077.0,,57354.0,290909.0,317079.0,20000.0,120846.0,122313.0,142000.0,250000.0,229733.0,30647.0,90936.0,42692.0,31667.0,68638.0,139806.0,26229.0,,230000.0,,142853.0,203721.0,170886.0,200000.0,35627.0,45455.0,37352.0,106376.0,175000.0,123626.0,31250.0,33077.0,,300392.0,59524.0,22222.0,378710.0,92990.0,51852.0,248167.0,186923.0,250000.0,79048.0,110014.0,150000.0,77666.0,182667.0,48056.0,41480.0,144286.0,131429.0
1995,119079.0,32556.0,96297.0,612381.0,84138.0,146096.0,146605.0,184416.0,54545.0,44161.0,105348.0,,63836.0,,51676.0,100000.0,11050.0,243874.0,,,93578.0,64731.0,128839.0,24004.0,74622.0,22632.0,78821.0,162254.0,100000.0,,150000.0,221429.0,,61377.0,285714.0,320787.0,10000.0,200000.0,110176.0,191667.0,250000.0,242651.0,34488.0,91708.0,42692.0,36000.0,35242.0,136147.0,14700.0,,187000.0,,146437.0,227925.0,193939.0,200000.0,36226.0,40816.0,37266.0,109079.0,176923.0,119565.0,32475.0,35542.0,,250583.0,64462.0,21818.0,373690.0,106294.0,53077.0,221711.0,205455.0,222857.0,80577.0,114138.0,200000.0,81046.0,209157.0,50702.0,42565.0,178947.0,151143.0
1996,116700.0,33230.0,82874.0,640952.0,63970.0,169670.0,128571.0,165644.0,65023.0,40273.0,120000.0,,70277.0,,52942.0,100000.0,12000.0,225117.0,,,92517.0,55033.0,136897.0,34473.0,74509.0,22707.0,60541.0,194839.0,176330.0,,150000.0,225714.0,,51955.0,358333.0,282963.0,11000.0,275000.0,87869.0,86765.0,250000.0,258509.0,33818.0,92479.0,39000.0,37000.0,37294.0,140000.0,23690.0,,180000.0,,147340.0,238120.0,216974.0,200000.0,36586.0,40596.0,45623.0,50493.0,183397.0,127368.0,29034.0,36585.0,,300667.0,78504.0,21818.0,382279.0,124854.0,54000.0,205363.0,192143.0,206250.0,89333.0,118367.0,185714.0,111960.0,193318.0,53974.0,35161.0,176471.0,164286.0
1997,120434.0,33923.0,94663.0,448485.0,44314.0,160371.0,61166.0,160624.0,77507.0,40006.0,116364.0,,75586.0,,55261.0,100000.0,20000.0,233329.0,,,92492.0,58769.0,105227.0,36424.0,76892.0,19792.0,58605.0,188633.0,230034.0,,150000.0,260000.0,,52047.0,325000.0,295258.0,12500.0,281623.0,103742.0,96000.0,231414.0,256410.0,32351.0,92213.0,37667.0,38302.0,30703.0,218571.0,20248.0,,180000.0,,155192.0,225569.0,232362.0,200000.0,38000.0,40238.0,39637.0,67968.0,361667.0,131579.0,24341.0,39024.0,,250000.0,69097.0,25455.0,412212.0,121547.0,52857.0,199353.0,191333.0,200000.0,78095.0,120513.0,188889.0,115969.0,188949.0,46580.0,34719.0,157895.0,170857.0
1998,77213.0,33333.0,90782.0,415550.0,51818.0,186583.0,98982.0,181687.0,72668.0,34705.0,122000.0,,119466.0,,43602.0,100000.0,20000.0,238574.0,,,96997.0,66735.0,133333.0,40766.0,78125.0,17679.0,112437.0,220154.0,280032.0,,133333.0,257664.0,200000.0,54031.0,400833.0,331505.0,10000.0,347368.0,84866.0,91429.0,224149.0,236732.0,28483.0,92961.0,31667.0,26000.0,31536.0,241194.0,14677.0,,180000.0,,143385.0,237328.0,215757.0,200000.0,40000.0,40385.0,42905.0,122109.0,386667.0,130612.0,25047.0,39024.0,,323111.0,83703.0,25000.0,399436.0,130435.0,38333.0,180979.0,290000.0,181818.0,99714.0,121212.0,231579.0,56830.0,178112.0,44002.0,42428.0,208333.0,180714.0
1999,118855.0,33333.0,97291.0,392405.0,58578.0,202582.0,112045.0,201339.0,74286.0,29429.0,114300.0,,144203.0,,48875.0,166667.0,13333.0,250880.0,,,117856.0,67985.0,188983.0,29053.0,75630.0,20630.0,110000.0,234579.0,394576.0,24286.0,126667.0,260417.0,191953.0,60541.0,348379.0,345183.0,18750.0,352632.0,122255.0,62963.0,200000.0,269363.0,30569.0,94444.0,46177.0,19194.0,30272.0,285036.0,23924.0,,166667.0,,131840.0,241000.0,236389.0,202956.0,33571.0,40083.0,50176.0,176650.0,315000.0,100000.0,25785.0,39535.0,,316875.0,75857.0,36111.0,439261.0,137234.0,36667.0,182840.0,287500.0,183333.0,127273.0,116146.0,189474.0,58639.0,180893.0,43115.0,54771.0,140000.0,192457.0
2000,142710.0,33333.0,58500.0,392857.0,53231.0,211029.0,118934.0,217023.0,86667.0,26579.0,109506.0,353846.0,107949.0,166667.0,43825.0,250000.0,28000.0,282176.0,,,108406.0,103671.0,175514.0,42763.0,74286.0,24582.0,99086.0,196236.0,434783.0,17500.0,122222.0,270270.0,191141.0,55774.0,,311954.0,50000.0,169271.0,134781.0,65195.0,211988.0,275570.0,27646.0,93772.0,37000.0,21667.0,33537.0,304324.0,25808.0,,180000.0,,145603.0,254585.0,262596.0,200000.0,28848.0,40227.0,41509.0,180750.0,110000.0,72727.0,25903.0,40909.0,,320468.0,83069.0,24273.0,447455.0,137348.0,57500.0,181284.0,290000.0,181538.0,113030.0,110552.0,183158.0,86694.0,185841.0,42707.0,49032.0,136000.0,187914.0
2001,139795.0,33333.0,102222.0,377273.0,55885.0,169271.0,134984.0,229317.0,55000.0,36320.0,108635.0,295000.0,70000.0,116667.0,47167.0,250000.0,87324.0,267001.0,,,112435.0,103928.0,191959.0,43148.0,74850.0,28791.0,105597.0,169271.0,351563.0,21818.0,120000.0,263158.0,190000.0,59350.0,,321308.0,63750.0,169271.0,123069.0,73205.0,209442.0,280376.0,36822.0,94591.0,48768.0,29016.0,32833.0,311603.0,24662.0,,201995.0,,136766.0,268225.0,252359.0,184615.0,39427.0,40431.0,42786.0,180929.0,127778.0,64815.0,24584.0,40674.0,,320345.0,75376.0,22857.0,404934.0,120619.0,32500.0,178330.0,331176.0,178571.0,107018.0,105556.0,188889.0,149912.0,204000.0,35838.0,73239.0,178947.0,186452.0
2002,142321.0,50000.0,91477.0,372955.0,56385.0,203732.0,142379.0,243154.0,49667.0,25432.0,107084.0,307692.0,66667.0,100000.0,48136.0,316000.0,84249.0,205615.0,,,106361.0,117200.0,239744.0,45750.0,75000.0,28292.0,104469.0,205690.0,370370.0,18182.0,120000.0,252632.0,182800.0,53518.0,,313838.0,53659.0,211897.0,155028.0,112105.0,203125.0,286005.0,40325.0,94737.0,44568.0,44167.0,45909.0,299897.0,12915.0,,225000.0,,131498.0,268600.0,248107.0,214286.0,38956.0,40722.0,48624.0,126877.0,125828.0,58584.0,25422.0,40333.0,,321200.0,106667.0,50423.0,443776.0,145000.0,26364.0,185678.0,267778.0,185920.0,125455.0,135135.0,184211.0,146177.0,197717.0,38562.0,64730.0,184211.0,184947.0
2003,142657.0,55556.0,78339.0,347826.0,53378.0,154388.0,68453.0,277542.0,50440.0,24292.0,106091.0,381041.0,73667.0,84000.0,38737.0,282143.0,38532.0,248055.0,,,91429.0,113654.0,161316.0,41125.0,75625.0,20969.0,99214.0,164835.0,381857.0,21644.0,323529.0,252525.0,191429.0,54759.0,,288941.0,32500.0,227642.0,111769.0,118182.0,199241.0,280636.0,29895.0,96530.0,44568.0,32000.0,58476.0,378789.0,13073.0,,200000.0,,123193.0,273793.0,259671.0,242857.0,32826.0,41044.0,41678.0,51861.0,161458.0,59431.0,26478.0,39934.0,,319661.0,95622.0,50338.0,499283.0,144231.0,31563.0,211837.0,282222.0,212238.0,141867.0,153322.0,163265.0,155696.0,198398.0,43014.0,44194.0,240000.0,187322.0
2004,140020.0,60000.0,93520.0,311579.0,70334.0,202392.0,59019.0,280161.0,54070.0,32757.0,107828.0,383275.0,71429.0,88000.0,42983.0,283333.0,67961.0,270746.0,,,100797.0,129044.0,226800.0,45500.0,75342.0,27007.0,99972.0,205751.0,381655.0,19943.0,158000.0,252000.0,190000.0,58105.0,,434192.0,37500.0,221000.0,129236.0,114298.0,193697.0,283143.0,35425.0,94673.0,57471.0,42063.0,63705.0,295898.0,20941.0,,217793.0,,148121.0,276300.0,273504.0,228571.0,39495.0,41361.0,44000.0,56288.0,103448.0,62727.0,27752.0,40091.0,,319325.0,87978.0,59855.0,482747.0,158974.0,36009.0,223762.0,250000.0,224267.0,152174.0,173778.0,166538.0,168151.0,241253.0,50000.0,58515.0,231250.0,188987.0
2005,96477.0,50000.0,83793.0,278710.0,58533.0,274416.0,73764.0,287479.0,55502.0,24511.0,118000.0,368745.0,77278.0,80000.0,39608.0,316667.0,37391.0,251921.0,,,109044.0,99760.0,207404.0,57037.0,76289.0,28503.0,94737.0,275356.0,377707.0,34233.0,168448.0,254545.0,189500.0,55429.0,,366773.0,32500.0,280000.0,120853.0,124962.0,181818.0,285174.0,33484.0,99100.0,50550.0,51014.0,66372.0,299548.0,26855.0,,219521.0,,149206.0,289848.0,263158.0,230769.0,38663.0,41697.0,64420.0,58934.0,110000.0,62784.0,29060.0,40541.0,,299552.0,100533.0,46667.0,498576.0,200000.0,58029.0,231491.0,274698.0,232447.0,175897.0,193508.0,190722.0,177676.0,202441.0,42788.0,57269.0,243750.0,190697.0
