,USSR,Eritrea,Australia & New Zealand,Australia,Pakistan,Ethiopia,Kenya,South Africa,Zambia,Botswana,Mozambique,Niger,Democratic People's Republic of Korea,Slovenia,Chad,South Sudan,Spain,Central African Republic,India,Sri Lanka,Republic of Moldova,Argentina,Turkey,Angola,Ethiopia PDR,Saudi Arabia,Togo,Greece,Yemen,France,Republic of Korea,Democratic Republic of the Congo,Nigeria,Mali,Hungary,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,Gambia,Ghana,"China, mainland",The former Yugoslav Republic of Macedonia,Guinea-Bissau,Rwanda,Portugal,Slovakia,Bhutan,Iraq,Czechia,United Republic of Tanzania,Burundi,Nepal,Libya,Bangladesh,Senegal,Uganda,Benin,Uzbekistan,China,Burkina Faso,Serbia and Montenegro,Sudan (former),Morocco,Czechoslovakia,Sierra Leone,Zimbabwe,Syrian Arab Republic,Malawi,"China, Taiwan Province of",Japan,Maldives,Afghanistan,Namibia,Sudan,Viet Nam,Mauritania,Russian Federation,Cameroon,Austria,Romania,Poland,Mexico,Guinea,Tajikistan,Côte d'Ivoire,Croatia,Bulgaria,Myanmar,Ukraine
1974,83220.0,,144.0,144.0,7486.0,,1560.0,440.0,1650.0,150.0,400.0,25394.0,1400.0,,6630.0,,25.0,560.0,231000.0,360.0,,4170.0,750.0,930.0,4112.0,909.0,1562.0,60.0,1163.0,135.0,340.0,690.0,74064.0,20100.0,100.0,207.0,300.0,,672.0,1987.0,185500.0,,260.0,72.0,0.0,,64.0,16.0,,3300.0,100.0,2510.0,60.0,1291.0,25371.0,12105.0,195.0,,185556.0,13661.0,,9370.0,80.0,14.0,180.0,5400.0,454.0,0.0,56.0,18.0,46.0,1200.0,2600.0,,0.0,284.0,,4960.0,22.0,0.0,294.0,0.0,875.0,,882.0,,18.0,3189.0,
1975,89940.0,,184.0,184.0,7776.0,,1600.0,440.0,1500.0,150.0,400.0,37904.0,1400.0,,7500.0,,23.0,600.0,364000.0,530.0,,4788.0,720.0,930.0,7568.0,822.0,1595.0,54.0,1194.0,210.0,251.0,690.0,62880.0,25320.0,300.0,189.0,600.0,,447.0,2434.0,157500.0,,260.0,74.0,0.0,,73.0,22.0,,3000.0,100.0,2436.0,60.0,1251.0,23583.0,12458.0,147.0,,157543.0,12150.0,,9330.0,86.0,9.0,255.0,5550.0,391.0,0.0,43.0,6.0,3.0,1260.0,2600.0,,0.0,182.0,,4280.0,0.0,0.0,0.0,0.0,875.0,,883.0,,24.0,3292.0,
1976,91440.0,,155.0,155.0,7692.0,,1620.0,440.0,2025.0,240.0,400.0,40928.0,1300.0,,7905.0,,13.0,520.0,350000.0,480.0,,5250.0,600.0,800.0,3980.0,800.0,1694.0,60.0,1250.0,195.0,171.0,698.0,49424.0,25380.0,334.0,203.0,600.0,,582.0,2080.0,156800.0,,260.0,78.0,0.0,,73.0,22.0,,5250.0,110.0,2423.0,60.0,1281.0,24834.0,13186.0,179.0,,156841.0,13500.0,,9000.0,86.0,11.0,270.0,5700.0,498.0,0.0,41.0,8.0,2.0,1290.0,2700.0,,0.0,156.0,,4360.0,0.0,0.0,0.0,0.0,875.0,,896.0,,45.0,3715.0,
1977,87720.0,,327.0,327.0,7903.0,,1620.0,440.0,1350.0,240.0,400.0,40901.0,1300.0,,7950.0,,12.0,560.0,323000.0,380.0,,5100.0,600.0,800.0,4646.0,839.0,1122.0,54.0,1250.0,195.0,66.0,700.0,36368.0,16380.0,1175.0,190.0,600.0,,759.0,1570.0,149485.0,,240.0,69.0,0.0,,76.0,13.0,,6600.0,115.0,2468.0,60.0,1125.0,27777.0,12750.0,197.0,,149526.0,11513.0,,10000.0,88.0,15.0,270.0,5850.0,371.0,150.0,41.0,8.0,1.0,1260.0,2700.0,,0.0,284.0,,5040.0,0.0,0.0,0.0,0.0,875.0,,936.0,,49.0,3657.0,
1978,83070.0,,211.0,211.0,6736.0,,1620.0,440.0,705.0,195.0,400.0,43831.0,1300.0,,6975.0,,19.0,600.0,364000.0,350.0,,5175.0,600.0,800.0,4766.0,834.0,1148.0,84.0,1375.0,195.0,35.0,698.0,41040.0,17100.0,1000.0,188.0,600.0,,444.0,2500.0,146055.0,,300.0,58.0,0.0,,84.0,41.0,,6750.0,100.0,2456.0,60.0,1199.0,24363.0,7825.0,201.0,,146095.0,11518.0,,10000.0,88.0,26.0,270.0,6000.0,273.0,150.0,40.0,8.0,1.0,1185.0,2800.0,,0.0,286.0,,5120.0,0.0,0.0,0.0,0.0,875.0,,958.0,,41.0,4017.0,
1979,86640.0,,121.0,121.0,4871.0,,1600.0,440.0,525.0,255.0,400.0,46085.0,1200.0,,6420.0,,17.0,600.0,268000.0,260.0,,4170.0,450.0,800.0,4317.0,744.0,1796.0,114.0,1325.0,203.0,39.0,716.0,45184.0,19800.0,644.0,135.0,600.0,,654.0,1390.0,135520.0,,360.0,62.0,0.0,,96.0,25.0,,6750.0,90.0,2436.0,60.0,1061.0,28542.0,6975.0,198.0,,135555.0,10799.0,,10000.0,90.0,24.0,270.0,5700.0,320.0,180.0,35.0,9.0,0.0,1185.0,2800.0,,0.0,260.0,,5280.0,0.0,0.0,0.0,0.0,875.0,,648.0,,41.0,3945.0,
1980,80250.0,,176.0,176.0,6712.0,,1600.0,440.0,300.0,299.0,400.0,45570.0,1200.0,,2805.0,,12.0,680.0,330000.0,240.0,,5073.0,345.0,800.0,4657.0,294.0,1062.0,54.0,3343.0,210.0,49.0,736.0,27328.0,21000.0,638.0,135.0,216.0,,807.0,1570.0,136150.0,,400.0,54.0,0.0,,101.0,25.0,,6750.0,110.0,2442.0,63.0,1401.0,30999.0,7500.0,185.0,,136185.0,13834.0,,11000.0,80.0,26.0,300.0,4180.0,305.0,180.0,35.0,7.0,2.0,1110.0,2800.0,,0.0,160.0,,5160.0,0.0,0.0,0.0,0.0,875.0,,840.0,,0.0,3720.0,
1981,84630.0,,227.0,227.0,5257.0,,933.0,440.0,300.0,240.0,400.0,46257.0,1100.0,,3000.0,,7.0,680.0,352000.0,220.0,,3540.0,332.0,800.0,4530.0,268.0,549.0,24.0,3397.0,210.0,55.0,758.0,27168.0,24390.0,550.0,135.0,659.0,,1149.0,1720.0,141365.0,,500.0,41.0,0.0,,98.0,7.0,,2999.0,100.0,2582.0,90.0,875.0,26100.0,8250.0,210.0,,141396.0,13642.0,,11000.0,88.0,36.0,300.0,3997.0,267.0,225.0,31.0,5.0,1.0,1050.0,2900.0,,0.0,60.0,,6000.0,0.0,0.0,0.0,0.0,875.0,,840.0,,0.0,3843.0,
1982,86550.0,,234.0,234.0,6636.0,,933.0,440.0,300.0,248.0,400.0,47033.0,1100.0,,4796.0,,4.0,400.0,308753.0,230.0,,3360.0,306.0,800.0,4503.0,259.0,607.0,24.0,3422.0,255.0,18.0,780.0,28368.0,24456.0,272.0,135.0,328.0,,954.0,1750.0,143061.0,,546.0,26.0,0.0,,108.0,52.0,,3421.0,110.0,2477.0,83.0,3011.0,21270.0,8525.0,223.0,,143079.0,13926.0,,10000.0,100.0,28.0,480.0,3750.0,234.0,163.0,18.0,2.0,1.0,1050.0,3000.0,,0.0,34.0,,4000.0,0.0,0.0,0.0,0.0,950.0,,840.0,,0.0,5179.0,
1983,79200.0,,243.0,243.0,7268.0,,580.0,440.0,285.0,251.0,400.0,45385.0,1000.0,,4014.0,,5.0,400.0,450564.0,220.0,,3110.0,330.0,750.0,4306.0,75.0,646.0,12.0,3463.0,255.0,25.0,802.0,34128.0,27287.0,228.0,148.0,360.0,,1080.0,2310.0,132907.0,,400.0,32.0,0.0,,134.0,74.0,,4116.0,100.0,2687.0,75.0,2663.0,27090.0,8300.0,209.0,,132922.0,10839.0,,10000.0,100.0,22.0,510.0,3750.0,324.0,230.0,15.0,4.0,0.0,960.0,3000.0,,0.0,100.0,,1102.0,0.0,0.0,0.0,0.0,950.0,,900.0,,0.0,4641.0,
1984,84240.0,,192.0,192.0,6730.0,,1120.0,440.0,336.0,233.0,400.0,47531.0,900.0,,7365.0,,11.0,320.0,224726.0,180.0,,3420.0,240.0,750.0,4587.0,61.0,722.0,9.0,2400.0,0.0,48.0,820.0,37536.0,25221.0,298.0,232.0,656.0,,1590.0,1850.0,116130.0,,400.0,17.0,0.0,,109.0,59.0,,5184.0,120.0,3021.0,100.0,2574.0,34380.0,7496.0,243.0,,116144.0,14612.0,,11000.0,100.0,29.0,510.0,3750.0,216.0,261.0,14.0,3.0,0.0,930.0,3000.0,,0.0,200.0,,2424.0,0.0,0.0,0.0,0.0,1075.0,,792.0,,0.0,4332.0,
1985,74541.0,,202.0,202.0,6107.0,,1440.0,440.0,278.0,263.0,400.0,48592.0,760.0,,7622.0,,14.0,512.0,246000.0,140.0,,2640.0,240.0,900.0,4565.0,72.0,1281.0,9.0,2655.0,0.0,33.0,864.0,62672.0,24656.0,245.0,334.0,779.0,,1485.0,1560.0,104300.0,,400.0,17.0,0.0,,96.0,30.0,,4980.0,120.0,3016.0,90.0,2559.0,25686.0,8542.0,427.0,,104313.0,17571.0,,14000.0,100.0,122.0,510.0,4425.0,216.0,261.0,13.0,1.0,0.0,870.0,3000.0,,0.0,200.0,,2342.0,0.0,0.0,0.0,0.0,1150.0,,792.0,,0.0,4411.0,
1986,82890.0,,272.0,272.0,3512.0,,2200.0,440.0,654.0,212.0,400.0,45251.0,700.0,,6961.0,,19.0,410.0,289000.0,140.0,,2043.0,300.0,1000.0,2815.0,123.0,1405.0,5.0,2462.0,0.0,26.0,834.0,61264.0,23453.0,470.0,94.0,788.0,,1368.0,2350.0,94080.0,,400.0,14.0,0.0,,97.0,53.0,,4350.0,120.0,3295.0,84.0,2117.0,28380.0,8100.0,462.0,,94091.0,17516.0,,10000.0,102.0,105.0,450.0,4650.0,282.0,272.0,11.0,3.0,0.0,870.0,3000.0,,0.0,400.0,,1203.0,0.0,0.0,0.0,0.0,1213.0,,816.0,,0.0,3841.0,
1987,78450.0,,253.0,253.0,6120.0,,2207.0,440.0,661.0,197.0,400.0,52770.0,600.0,,8684.0,,13.0,416.0,227000.0,120.0,,1595.0,165.0,1000.0,3130.0,161.0,1304.0,5.0,2497.0,0.0,23.0,848.0,57008.0,35877.0,261.0,96.0,421.0,,1401.0,2280.0,87955.0,,344.0,30.0,0.0,,91.0,126.0,,4116.0,120.0,3651.0,78.0,1829.0,26803.0,9275.0,532.0,,87964.0,19154.0,,10000.0,104.0,100.0,720.0,5610.0,34.0,292.0,9.0,10.0,0.0,870.0,3200.0,,0.0,267.0,,2400.0,0.0,0.0,0.0,0.0,1283.0,,840.0,,0.0,3547.0,
1988,82962.0,,168.0,168.0,6139.0,,2146.0,440.0,711.0,306.0,400.0,53486.0,600.0,,7871.0,,7.0,400.0,433000.0,170.0,,1308.0,135.0,1100.0,2665.0,155.0,1386.0,5.0,3494.0,0.0,31.0,858.0,65072.0,32493.0,188.0,144.0,452.0,,1638.0,2440.0,83895.0,,356.0,30.0,0.0,,90.0,84.0,,4500.0,120.0,3870.0,75.0,1826.0,28587.0,9531.0,509.0,,83904.0,19166.0,,15000.0,74.0,76.0,720.0,4434.0,30.0,269.0,9.0,10.0,0.0,870.0,3300.0,,0.0,562.0,,2400.0,0.0,0.0,0.0,0.0,1374.0,,888.0,,0.0,3747.0,
1989,87330.0,,224.0,224.0,5886.0,,1939.0,403.0,883.0,183.0,381.0,69091.0,952.0,,7327.0,,6.0,384.0,391000.0,110.0,,1580.0,135.0,1100.0,3095.0,198.0,1568.0,0.0,3408.0,0.0,37.0,1123.0,76448.0,36401.0,422.0,150.0,450.0,,1533.0,1240.0,79746.0,,402.0,90.0,0.0,,91.0,40.0,,2670.0,120.0,3971.0,71.0,1806.0,25945.0,9325.0,554.0,,79752.0,15330.0,,5000.0,104.0,88.0,774.0,3499.0,28.0,294.0,6.0,7.0,0.0,900.0,3200.0,,0.0,234.0,,2029.0,0.0,0.0,0.0,0.0,1472.0,,912.0,,0.0,3603.0,
1990,90840.0,,210.0,210.0,3754.0,,2008.0,372.0,679.0,135.0,405.0,65846.0,933.0,,8503.0,,6.0,361.0,391000.0,120.0,,2220.0,109.0,1390.0,3354.0,146.0,1463.0,0.0,2270.0,0.0,21.0,984.0,72960.0,32242.0,328.0,152.0,301.0,,1811.0,2085.0,72833.0,,465.0,30.0,0.0,,92.0,55.0,,3840.0,120.0,3965.0,75.0,1803.0,26375.0,9600.0,657.0,,72838.0,18128.0,,8600.0,106.0,137.0,834.0,4241.0,24.0,225.0,5.0,3.0,0.0,938.0,2640.0,,0.0,157.0,,2549.0,0.0,0.0,0.0,0.0,1577.0,,960.0,,0.0,3811.0,
1991,90840.0,,223.0,223.0,5848.0,,1805.0,400.0,999.0,66.0,340.0,74832.0,1040.0,,8507.0,,6.0,333.0,287000.0,50.0,,1830.0,105.0,1570.0,3042.0,152.0,1488.0,0.0,2612.0,0.0,15.0,1012.0,69872.0,31816.0,371.0,152.0,300.0,,1476.0,2097.0,65359.0,,533.0,28.0,0.0,,94.0,72.0,,4628.0,125.0,4035.0,77.0,1762.0,23211.0,9900.0,602.0,,65364.0,18054.0,,10160.0,97.0,85.0,836.0,3008.0,24.0,222.0,5.0,3.0,0.0,750.0,3080.0,,0.0,121.0,,2200.0,0.0,15.0,0.0,0.0,1690.0,,984.0,,0.0,4193.0,
1992,,,142.0,142.0,3635.0,,1703.0,440.0,790.0,227.0,1220.0,70129.0,840.0,3.0,7641.0,,3.0,332.0,479000.0,88.0,3.0,866.0,98.0,1460.0,880.0,153.0,1646.0,0.0,2462.0,0.0,22.0,1042.0,77600.0,40376.0,520.0,,304.0,16000.0,1668.0,2037.0,64120.0,119.0,615.0,18.0,0.0,,96.0,79.0,,4869.0,130.0,5088.0,90.0,1675.0,29217.0,10100.0,536.0,80.0,64126.0,19399.0,22.0,10360.0,110.0,85.0,794.0,3830.0,23.0,363.0,6.0,4.0,0.0,685.0,2924.0,,0.0,316.0,49000.0,2320.0,0.0,15.0,0.0,0.0,1811.0,0.0,996.0,5.0,0.0,4250.0,6000.0
1993,,1741.0,243.0,243.0,6102.0,5013.0,2000.0,420.0,1235.0,417.0,1484.0,73801.0,700.0,11.0,9731.0,,10.0,405.0,302000.0,110.0,8.0,1038.0,90.0,1120.0,,173.0,1697.0,0.0,2336.0,0.0,25.0,1075.0,80112.0,42115.0,100.0,,294.0,11000.0,1763.0,1912.0,58506.0,2.0,744.0,14.0,0.0,26.0,101.0,82.0,50.0,4125.0,100.0,5002.0,107.0,1700.0,28073.0,10300.0,548.0,50.0,58510.0,19674.0,18.0,9000.0,108.0,,933.0,4497.0,23.0,359.0,4.0,4.0,0.0,810.0,5248.0,,0.0,499.0,43000.0,2000.0,0.0,18.0,0.0,1.0,1940.0,0.0,1020.0,4.0,90.0,4314.0,7000.0
1994,,1205.0,284.0,284.0,4882.0,4608.0,1820.0,358.0,1107.0,165.0,1701.0,78441.0,600.0,6.0,9598.0,,15.0,458.0,398000.0,100.0,5.0,1301.0,123.0,1200.0,,194.0,1214.0,0.0,2282.0,0.0,14.0,2454.0,81712.0,38566.0,343.0,,300.0,7000.0,1712.0,2040.0,53270.0,0.0,762.0,14.0,0.0,25.0,93.0,84.0,50.0,3120.0,100.0,5202.0,150.0,1594.0,26726.0,9875.0,442.0,60.0,53274.0,15291.0,13.0,23360.0,71.0,,900.0,3872.0,24.0,419.0,4.0,4.0,0.0,744.0,5388.0,,0.0,440.0,30000.0,2600.0,0.0,18.0,0.0,1.0,2078.0,0.0,960.0,1.0,120.0,4606.0,7000.0
1995,,1304.0,149.0,149.0,3635.0,5462.0,1715.0,372.0,1154.0,165.0,1740.0,75318.0,600.0,5.0,9527.0,,3.0,510.0,401000.0,80.0,20.0,1335.0,110.0,2141.0,,197.0,1284.0,0.0,2137.0,0.0,11.0,1360.0,85696.0,28070.0,479.0,,480.0,8000.0,1789.0,1896.0,52990.0,3.0,495.0,16.0,0.0,25.0,96.0,101.0,50.0,3465.0,100.0,5199.0,189.0,1614.0,29149.0,10000.0,511.0,100.0,52995.0,16172.0,14.0,12660.0,49.0,,780.0,4082.0,20.0,525.0,5.0,3.0,0.0,772.0,5202.0,,0.0,439.0,20000.0,2800.0,36.0,18.0,0.0,0.0,2227.0,0.0,970.0,1.0,180.0,4524.0,4000.0
1996,,1365.0,163.0,163.0,5520.0,5844.0,1835.0,395.0,1286.0,168.0,1809.0,67555.0,600.0,4.0,9798.0,,4.0,440.0,386000.0,60.0,18.0,1820.0,98.0,1615.0,,195.0,1029.0,0.0,2464.0,0.0,15.0,1482.0,87792.0,26368.0,1000.0,,720.0,8000.0,2395.0,1700.0,50464.0,3.0,640.0,45.0,0.0,15.0,94.0,101.0,53.0,5304.0,100.0,5200.0,80.0,1581.0,24637.0,9875.0,530.0,109.0,50470.0,17319.0,14.0,16250.0,110.0,,870.0,4050.0,21.0,580.0,6.0,3.0,0.0,752.0,5924.0,,0.0,379.0,20000.0,2625.0,37.0,12.0,0.0,0.0,2386.0,0.0,780.0,1.0,75.0,4954.0,5000.0
1997,,1921.0,208.0,208.0,5551.0,5812.0,1580.0,316.0,1351.0,139.0,2020.0,80491.0,640.0,4.0,11784.0,,4.0,480.0,376000.0,54.0,10.0,1598.0,90.0,1780.0,,188.0,989.0,0.0,2731.0,0.0,32.0,960.0,89536.0,27324.0,1000.0,,780.0,4700.0,2199.0,1807.0,49388.0,0.0,540.0,60.0,0.0,15.0,92.0,101.0,50.0,4022.0,95.0,5249.0,177.0,1643.0,22995.0,10025.0,590.0,100.0,49393.0,18658.0,17.0,18760.0,132.0,,510.0,3600.0,21.0,527.0,5.0,3.0,0.0,736.0,4554.0,,0.0,341.0,20000.0,2600.0,36.0,43.0,0.0,0.0,2556.0,4.0,697.0,1.0,120.0,4920.0,5000.0
