,Kenya,"China, Taiwan Province of",Mozambique,Croatia,Burkina Faso,Tonga,Philippines,Syrian Arab Republic,Brazil,Lao People's Democratic Republic,Australia & New Zealand,United Republic of Tanzania,Nepal,Ethiopia,Indonesia,Maldives,Liberia,Greece,Tunisia,Zimbabwe,Bangladesh,Malawi,Melanesia,Uzbekistan,New Caledonia,Rwanda,Bahamas,Yugoslav SFR,Guatemala,French Polynesia,Algeria,Niue,Senegal,Madagascar,Tajikistan,Namibia,Haiti,Guinea,Botswana,Saudi Arabia,Dominica,Fiji,United Arab Emirates,Sri Lanka,Grenada,Uruguay,Azerbaijan,Egypt,Bosnia and Herzegovina,Réunion,China,Saint Vincent and the Grenadines,Colombia,Libya,Sudan (former),Lebanon,Brunei Darussalam,Micronesia (Federated States of),Occupied Palestinian Territory,Chile,Guinea-Bissau,Montenegro,Kazakhstan,South Africa,Mauritius,Argentina,France,Martinique,Micronesia,"China, mainland",Russian Federation,Mali,Thailand,Paraguay,Seychelles,Bolivia (Plurinational State of),Peru,Yemen,Serbia and Montenegro,Puerto Rico,Zambia,Malaysia,Cuba,Malta,Dominican Republic,South Sudan,El Salvador,Benin,Cook Islands,Pakistan,Republic of Korea,Japan,Afghanistan,Iraq,Togo,Venezuela (Bolivarian Republic of),Cyprus,Antigua and Barbuda,Spain,New Zealand,Belize,Portugal,United States of America,Iran (Islamic Republic of),Democratic Republic of the Congo,Sudan,Somalia,Kuwait,Nigeria,Kyrgyzstan,French Guiana,Ethiopia PDR,Cambodia,Timor-Leste,Costa Rica,Georgia,India,Guadeloupe,Bahrain,Morocco,Bhutan,Suriname,Congo,Qatar,Gabon,USSR,Ecuador,Honduras,Jordan,Israel,Mexico,Viet Nam,Panama,Ireland,Côte d'Ivoire,Nicaragua,Albania,Jamaica,Trinidad and Tobago,Italy,Saint Lucia,Polynesia,Montserrat,Sierra Leone,Samoa,Australia,Central African Republic,Ghana,Oman,Angola,Guyana,Swaziland,Turkey
1989,6310.0,41484.0,9200.0,-1.0,170.0,1310.0,18364.0,20200.0,967253.0,7640.0,31964.0,7200.0,0.0,-1.0,52571.0,0.0,1950.0,59351.0,22300.0,15720.0,8107.0,330.0,85.0,-1.0,15.0,0.0,90.0,1950.0,9150.0,36.0,37060.0,45.0,4800.0,14340.0,-1.0,0.0,12550.0,38000.0,130.0,4116.0,3850.0,70.0,1528.0,8610.0,430.0,16420.0,-1.0,117040.0,-1.0,335.0,1091484.0,327.0,19500.0,8100.0,10035.0,15752.0,53.0,-1,0.0,12070.0,1280.0,-1.0,-1.0,46240.0,22.0,111110.0,1955.0,448.0,-1,1050000.0,-1.0,4500.0,84936.0,17700.0,4.0,24010.0,37514.0,5574.0,-1.0,1335.0,900.0,3710.0,93300.0,140.0,6520.0,-1.0,8425.0,2500.0,48.0,171100.0,19922.0,118300.0,2270.0,42650.0,2700.0,41477.0,7300.0,60.0,239420.0,2204.0,13091.0,26320.0,342965.0,161435.0,13800.0,-1.0,5800.0,4.0,578000.0,-1.0,695.0,4550.0,9035.0,0.0,6892.0,-1.0,202000.0,460.0,88.0,72250.0,8300.0,2239.0,800.0,240.0,200.0,18600.0,19870.0,14399.0,5753.0,32660.0,265955.0,26705.0,3000.0,-1,7212.0,13800.0,2000.0,12550.0,2770.0,176119.0,192.0,1544.0,-1,13000.0,105.0,29760.0,4960.0,16000.0,2435.0,13900.0,800.0,8750.0,69579.0
1990,7907.0,41478.0,9520.0,-1.0,176.0,1170.0,30129.0,21950.0,1001062.0,7462.0,33083.0,7450.0,17720.0,-1.0,50217.0,-1.0,1732.0,59735.0,21981.0,16355.0,8690.0,341.0,91.0,-1.0,15.0,-1.0,140.0,1932.0,9040.0,33.0,37740.0,20.0,4700.0,14960.0,-1.0,-1.0,11518.0,42000.0,134.0,4628.0,3100.0,76.0,1520.0,8177.0,413.0,19625.0,-1.0,125588.0,-1.0,385.0,1102478.0,368.0,7408.0,8680.0,10035.0,16094.0,50.0,-1,-1.0,12125.0,1410.0,-1.0,-1.0,46332.0,35.0,113566.0,1986.0,372.0,-1,1061000.0,-1.0,5300.0,83800.0,17864.0,4.0,24328.0,39869.0,6506.0,-1.0,1347.0,931.0,4245.0,113821.0,136.0,6493.0,-1.0,8547.0,2221.0,40.0,173300.0,20287.0,111500.0,2294.0,45941.0,2398.0,43129.0,7450.0,59.0,243777.0,2894.0,16177.0,26730.0,344706.0,166231.0,14666.0,-1.0,6001.0,0.0,580000.0,-1.0,762.0,4708.0,8902.0,-1.0,12697.0,-1.0,215000.0,409.0,90.0,73244.0,8400.0,2275.0,816.0,196.0,204.0,18300.0,19910.0,7680.0,5772.0,31940.0,268748.0,29062.0,3106.0,-1,6872.0,14250.0,1700.0,12076.0,2658.0,168801.0,198.0,1367.0,-1,14285.0,104.0,30189.0,5057.0,13539.0,2450.0,14172.0,900.0,9755.0,71944.0
1991,11317.0,40509.0,8918.0,-1.0,177.0,1156.0,30257.0,23317.0,1071429.0,7312.0,33888.0,6087.0,18417.0,-1.0,60620.0,-1.0,2728.0,60355.0,24837.0,15451.0,8522.0,960.0,91.0,-1.0,15.0,-1.0,141.0,1773.0,12870.0,44.0,37517.0,20.0,4600.0,14340.0,-1.0,-1.0,14749.0,42000.0,160.0,4596.0,2717.0,76.0,1875.0,8322.0,444.0,21500.0,-1.0,125053.0,-1.0,460.0,1163509.0,373.0,11957.0,8330.0,10290.0,16201.0,55.0,-1,-1.0,13054.0,1600.0,-1.0,-1.0,43480.0,22.0,124681.0,1988.0,320.0,-1,1123000.0,-1.0,5331.0,84108.0,16849.0,4.0,24555.0,40833.0,7590.0,-1.0,1413.0,1146.0,4450.0,113294.0,213.0,8204.0,-1.0,7127.0,1461.0,45.0,176100.0,20521.0,107100.0,2203.0,55813.0,2735.0,49498.0,7450.0,71.0,244705.0,2980.0,21471.0,26633.0,343937.0,179062.0,16640.0,-1.0,3996.0,6.0,630000.0,-1.0,877.0,4827.0,8357.0,-1.0,15014.0,-1.0,209500.0,2917.0,91.0,73690.0,8413.0,2440.0,750.0,101.0,184.0,18000.0,22102.0,7745.0,5765.0,30217.0,276310.0,31198.0,2704.0,-1,7333.0,14465.0,1600.0,12356.0,3666.0,176880.0,158.0,1374.0,-1,12298.0,110.0,30908.0,4805.0,16423.0,2000.0,14074.0,930.0,9371.0,73539.0
1992,25806.0,41698.0,5964.0,1650.0,180.0,1167.0,30920.0,26357.0,1078039.0,7901.0,34616.0,5862.0,20850.0,-1.0,58190.0,-1.0,2710.0,60295.0,19847.0,14465.0,8671.0,732.0,87.0,373.0,15.0,-1.0,195.0,-1.0,12307.0,43.0,39551.0,20.0,4500.0,14960.0,600.0,-1.0,13547.0,45000.0,159.0,6149.0,3236.0,72.0,1417.0,9343.0,449.0,22173.0,1700.0,147968.0,130.0,504.0,1124395.0,377.0,12350.0,7560.0,10550.0,14726.0,53.0,-1,-1.0,13747.0,1600.0,-1.0,-1.0,44510.0,35.0,126178.0,2383.0,290.0,-1,1082697.0,-1.0,5396.0,84469.0,16985.0,4.0,24882.0,41697.0,8554.0,430.0,1381.0,996.0,4564.0,120467.0,224.0,8230.0,-1.0,8340.0,1522.0,51.0,176100.0,22563.0,103800.0,2353.0,66260.0,2741.0,46089.0,7500.0,77.0,249510.0,2947.0,24134.0,28206.0,358591.0,176765.0,18035.0,-1.0,2108.0,12.0,650000.0,20.0,828.0,4912.0,9536.0,-1.0,17980.0,19100.0,199800.0,1298.0,92.0,73748.0,8389.0,2506.0,721.0,105.0,188.0,-1.0,22690.0,11586.0,5760.0,29507.0,323709.0,35529.0,2792.0,-1,7390.0,14800.0,900.0,12906.0,3525.0,176025.0,182.0,1396.0,-1,13073.0,115.0,31669.0,4920.0,18611.0,2050.0,13876.0,1000.0,11056.0,75442.0
1993,24918.0,40733.0,6519.0,858.0,181.0,1050.0,30465.0,24146.0,896267.0,8005.0,36729.0,6157.0,20140.0,4901.0,36910.0,-1.0,2692.0,60550.0,30099.0,15473.0,9000.0,803.0,95.0,352.0,15.0,-1.0,280.0,-1.0,9598.0,51.0,41838.0,20.0,4291.0,15499.0,600.0,-1.0,13347.0,42000.0,159.0,9118.0,2702.0,80.0,1387.0,10038.0,449.0,21481.0,1700.0,145847.0,80.0,474.0,1166989.0,381.0,17000.0,6805.0,10855.0,12350.0,58.0,-1,-1.0,14040.0,1546.0,-1.0,-1.0,47450.0,45.0,121390.0,2670.0,317.0,-1,1126256.0,-1.0,5508.0,85946.0,17557.0,4.0,25330.0,40814.0,9893.0,217.0,1486.0,1019.0,4823.0,119071.0,177.0,8594.0,-1.0,8220.0,1587.0,43.0,185000.0,22521.0,100890.0,2415.0,71541.0,2686.0,44286.0,7550.0,68.0,256722.0,2789.0,27955.0,26922.0,383235.0,187358.0,19497.0,-1.0,3731.0,16.0,680000.0,20.0,900.0,-1.0,8678.0,87.0,19994.0,16700.0,220136.0,795.0,95.0,74535.0,8450.0,2535.0,702.0,116.0,192.0,-1.0,24940.0,10052.0,5604.0,34329.0,348967.0,55535.0,2883.0,-1,7486.0,14900.0,1000.0,14763.0,4017.0,175784.0,174.0,1284.0,-1,13202.0,120.0,33940.0,5139.0,21797.0,2080.0,13025.0,1100.0,8200.0,76587.0
1994,22890.0,39070.0,6313.0,837.0,182.0,1081.0,30161.0,24697.0,993213.0,8569.0,37910.0,6463.0,13159.0,5115.0,67200.0,-1.0,2673.0,58300.0,22522.0,16762.0,9761.0,735.0,118.0,342.0,15.0,-1.0,445.0,-1.0,9689.0,60.0,41558.0,20.0,5091.0,14435.0,600.0,-1.0,13273.0,44000.0,158.0,10161.0,2854.0,103.0,1395.0,10244.0,457.0,21422.0,1400.0,127160.0,90.0,481.0,1163070.0,389.0,18300.0,6580.0,11010.0,10519.0,54.0,-1,7336.0,13588.0,1583.0,-1.0,-1.0,49367.0,40.0,124082.0,2558.0,276.0,-1,1124000.0,-1.0,5595.0,88917.0,18187.0,4.0,25755.0,46530.0,11756.0,217.0,1170.0,1041.0,4564.0,108323.0,164.0,8786.0,-1.0,8382.0,1654.0,45.0,190700.0,22500.0,97100.0,2430.0,51187.0,2687.0,48954.0,7230.0,66.0,257635.0,2875.0,12062.0,26512.0,395691.0,199917.0,20980.0,-1.0,3948.0,23.0,640000.0,50.0,632.0,-1.0,8820.0,119.0,24260.0,12000.0,295500.0,570.0,96.0,74781.0,7570.0,2541.0,700.0,115.0,196.0,-1.0,21580.0,10220.0,5903.0,31971.0,369348.0,67433.0,2732.0,-1,7458.0,15055.0,600.0,21961.0,4721.0,178139.0,175.0,1328.0,-1,13224.0,122.0,35035.0,5345.0,25983.0,2085.0,12718.0,1177.0,10849.0,79429.0
1995,22016.0,34591.0,6633.0,1193.0,184.0,1036.0,30833.0,25185.0,950071.0,7638.0,36509.0,6698.0,12160.0,5060.0,99147.0,-1.0,2655.0,58300.0,21284.0,15517.0,10253.0,768.0,105.0,346.0,15.0,-1.0,690.0,-1.0,9260.0,57.0,40659.0,20.0,4000.0,14943.0,700.0,-1.0,13053.0,41000.0,158.0,12004.0,2611.0,90.0,1388.0,10045.0,454.0,19679.0,1400.0,129692.0,130.0,474.0,1248591.0,375.0,20600.0,6200.0,11265.0,10650.0,47.0,-1,8865.0,13794.0,1600.0,-1.0,-1.0,47219.0,50.0,124310.0,2831.0,268.0,-1,1214000.0,-1.0,5684.0,93585.0,18476.0,8.0,26298.0,48858.0,12646.0,288.0,1612.0,979.0,4655.0,105895.0,186.0,9093.0,-1.0,7117.0,1724.0,43.0,193500.0,24609.0,93720.0,2445.0,38132.0,2687.0,48140.0,7200.0,60.0,256375.0,2909.0,19500.0,26169.0,426540.0,201090.0,14263.0,-1.0,3668.0,32.0,643958.0,50.0,842.0,-1.0,8968.0,63.0,24530.0,13000.0,318342.0,247.0,97.0,75600.0,7133.0,2442.0,683.0,124.0,201.0,-1.0,20330.0,10750.0,6310.0,29235.0,391344.0,71646.0,2822.0,-1,7541.0,15200.0,575.0,22231.0,4699.0,179495.0,241.0,1281.0,-1,13316.0,125.0,33600.0,5976.0,32168.0,2090.0,12433.0,650.0,8213.0,81573.0
1996,21063.0,34240.0,7060.0,1444.0,186.0,1064.0,32064.0,26039.0,1060257.0,7671.0,36907.0,11468.0,13197.0,5062.0,133061.0,-1.0,2637.0,59883.0,21750.0,15849.0,11107.0,768.0,105.0,343.0,15.0,-1.0,665.0,-1.0,9307.0,60.0,39196.0,20.0,3370.0,15277.0,670.0,-1.0,12802.0,40000.0,153.0,12811.0,4257.0,90.0,1352.0,10394.0,464.0,20924.0,1250.0,127417.0,90.0,474.0,1312740.0,388.0,21200.0,6130.0,11500.0,11778.0,52.0,-1,6474.0,14693.0,1620.0,-1.0,-1.0,55734.0,46.0,124367.0,2926.0,256.0,-1,1278500.0,-1.0,5774.0,98000.0,18468.0,7.0,27160.0,49336.0,15082.0,264.0,1630.0,967.0,4500.0,83276.0,90.0,11019.0,-1.0,6415.0,1798.0,22.0,194300.0,25678.0,90080.0,2462.0,36481.0,2687.0,46461.0,7150.0,63.0,260036.0,2712.0,18841.0,26546.0,446725.0,202350.0,13954.0,-1.0,3668.0,37.0,660000.0,50.0,901.0,-1.0,10518.0,93.0,25550.0,12500.0,337327.0,485.0,95.0,75504.0,6540.0,2020.0,1746.0,151.0,206.0,-1.0,21907.0,11072.0,5933.0,29288.0,440393.0,80250.0,2914.0,-1,7642.0,15200.0,450.0,22414.0,2967.0,183088.0,201.0,1293.0,-1,13428.0,127.0,34195.0,6149.0,39651.0,1950.0,12317.0,400.0,8694.0,82005.0
1997,21232.0,34901.0,7310.0,1451.0,187.0,1060.0,32748.0,26539.0,1086655.0,8455.0,36749.0,11632.0,14150.0,5069.0,132195.0,-1.0,2620.0,58520.0,23550.0,16086.0,12303.0,679.0,116.0,336.0,16.0,-1.0,930.0,-1.0,9691.0,69.0,40626.0,20.0,3500.0,15364.0,460.0,-1.0,13013.0,42000.0,134.0,13551.0,4758.0,100.0,1347.0,10389.0,477.0,26563.0,1450.0,130152.0,106.0,550.0,1344071.0,385.0,25500.0,6150.0,11900.0,16299.0,53.0,-1,6312.0,16566.0,1642.0,-1.0,-1.0,56975.0,62.0,129539.0,3046.0,240.0,-1,1309170.0,-1.0,5904.0,102767.0,18845.0,7.0,26870.0,50707.0,15623.0,270.0,1497.0,939.0,4772.0,79199.0,124.0,10172.0,-1.0,7208.0,1876.0,23.0,196100.0,25982.0,83250.0,2480.0,35236.0,2687.0,52907.0,6900.0,63.0,283741.0,2504.0,23295.0,26912.0,464543.0,209360.0,13998.0,-1.0,3901.0,35.0,680000.0,50.0,893.0,-1.0,10130.0,51.0,25604.0,11300.0,367009.0,536.0,96.0,75510.0,6084.0,1847.0,1756.0,163.0,210.0,-1.0,35832.0,11337.0,6176.0,27820.0,435351.0,79200.0,2884.0,-1,9044.0,15350.0,470.0,21811.0,2712.0,178695.0,527.0,1303.0,-1,13545.0,130.0,34245.0,6418.0,39234.0,2000.0,12009.0,1260.0,9405.0,82805.0
1998,22881.0,34966.0,7664.0,1751.0,188.0,1046.0,33031.0,26999.0,1124234.0,8800.0,35542.0,12480.0,14706.0,4971.0,23681.0,-1.0,2602.0,58320.0,25264.0,15765.0,11789.0,682.0,167.0,360.0,15.0,-1.0,800.0,-1.0,10078.0,46.0,41504.0,21.0,3852.0,15445.0,460.0,-1.0,13123.0,41894.0,110.0,14780.0,4626.0,152.0,1310.0,10303.0,478.0,29191.0,1250.0,131378.0,130.0,716.0,1295306.0,381.0,23000.0,6275.0,12450.0,14600.0,58.0,-1,5913.0,16058.0,1666.0,-1.0,-1.0,61066.0,100.0,136774.0,3198.0,260.0,-1,1260340.0,-1.0,5968.0,104900.0,17533.0,7.0,28335.0,54565.0,16123.0,440.0,1590.0,906.0,4910.0,76512.0,241.0,8220.0,-1.0,6780.0,1958.0,21.0,197000.0,26047.0,80200.0,2499.0,36798.0,2688.0,51755.0,6324.0,63.0,285654.0,2532.0,26382.0,27380.0,455395.0,229246.0,14129.0,-1.0,3769.0,35.0,710000.0,50.0,825.0,-1.0,10653.0,46.0,27110.0,14800.0,376969.0,518.0,95.0,75970.0,5457.0,1775.0,1813.0,165.0,215.0,-1.0,21270.0,14356.0,7348.0,29940.0,448026.0,82000.0,2980.0,-1,8035.0,15350.0,480.0,21022.0,2168.0,179172.0,290.0,1264.0,-1,13500.0,131.0,33010.0,6473.0,42616.0,1750.0,12838.0,1712.0,8303.0,83906.0
1999,21810.0,33488.0,7628.0,1716.0,199.0,999.0,34595.0,26998.0,1134737.0,9176.0,35274.0,13164.0,15712.0,5061.0,25214.0,-1.0,2584.0,55200.0,23595.0,17729.0,12139.0,685.0,174.0,370.0,14.0,-1.0,810.0,-1.0,10924.0,54.0,41170.0,21.0,3730.0,15668.0,790.0,-1.0,13647.0,41855.0,130.0,14798.0,4366.0,160.0,1241.0,10420.0,498.0,22950.0,1900.0,143152.0,169.0,547.0,1316488.0,361.0,70900.0,6400.0,13050.0,14900.0,60.0,-1,5146.0,16529.0,1649.0,-1.0,-1.0,65292.0,95.0,125374.0,3334.0,262.0,-1,1283000.0,-1.0,6013.0,112653.0,17613.0,7.0,28430.0,55958.0,16518.0,439.0,1330.0,938.0,5300.0,74786.0,256.0,9168.0,-1.0,6463.0,2044.0,17.0,197700.0,26552.0,78860.0,2521.0,35133.0,2688.0,52481.0,6210.0,63.0,290035.0,2550.0,29979.0,27858.0,449412.0,215061.0,13640.0,-1.0,3731.0,13.0,730000.0,40.0,825.0,-1.0,10600.0,40.0,27338.0,15000.0,380500.0,547.0,95.0,76630.0,8563.0,1699.0,1853.0,170.0,220.0,-1.0,49301.0,16733.0,7209.0,24748.0,463814.0,78350.0,2941.0,-1,7905.0,15400.0,480.0,21506.0,2697.0,177677.0,251.0,1222.0,-1,14000.0,132.0,32724.0,6751.0,42897.0,1700.0,13000.0,1869.0,9983.0,85564.0
2000,20919.0,32481.0,6080.0,2150.0,195.0,1081.0,35681.0,27390.0,971758.0,9155.0,35802.0,13788.0,17120.0,4990.0,37120.0,-1.0,2567.0,59100.0,25254.0,20685.0,12949.0,635.0,157.0,400.0,10.0,350.0,760.0,-1.0,11890.0,60.0,41771.0,21.0,4061.0,15357.0,860.0,170.0,13500.0,41000.0,150.0,14527.0,4159.0,147.0,1213.0,10950.0,492.0,17250.0,1610.0,138388.0,202.0,325.0,1304841.0,350.0,77219.0,6510.0,13680.0,15205.0,66.0,-1,4624.0,17145.0,1671.0,-1.0,20.0,68866.0,98.0,125773.0,2825.0,254.0,-1,1272360.0,-1.0,6151.0,121128.0,16683.0,7.0,28590.0,56238.0,16946.0,500.0,3515.0,974.0,5134.0,66565.0,245.0,12615.0,-1.0,6802.0,2135.0,20.0,198600.0,27062.0,76300.0,2542.0,32731.0,2688.0,48040.0,5465.0,60.0,292204.0,2174.0,23406.0,27312.0,433861.0,221690.0,13181.0,-1.0,3747.0,10.0,728762.0,25.0,835.0,-1.0,10600.0,60.0,27782.0,10000.0,457801.0,496.0,95.0,77280.0,7959.0,1746.0,1873.0,180.0,222.0,-1.0,59503.0,15575.0,7643.0,23386.0,492054.0,86600.0,2904.0,-1,8069.0,15400.0,489.0,20860.0,2110.0,177717.0,524.0,1312.0,-1,14137.0,130.0,33628.0,6962.0,47077.0,1678.0,13500.0,2708.0,9595.0,88053.0
2001,20886.0,33444.0,5609.0,1726.0,195.0,1131.0,36014.0,28208.0,940906.0,9127.0,32883.0,14576.0,16724.0,5213.0,35367.0,-1.0,2549.0,61767.0,26600.0,19061.0,14165.0,620.0,187.0,399.0,40.0,470.0,760.0,-1.0,14970.0,68.0,49027.0,21.0,3493.0,15646.0,680.0,198.0,12600.0,41880.0,150.0,9504.0,3961.0,147.0,1128.0,10530.0,487.0,26050.0,1680.0,135663.0,240.0,355.0,1357114.0,415.0,77859.0,6615.0,15120.0,15292.0,72.0,-1,4460.0,17624.0,1692.0,-1.0,10.0,77717.0,100.0,135291.0,2744.0,194.0,-1,1323670.0,-1.0,6219.0,128082.0,17278.0,7.0,28645.0,51822.0,17950.0,580.0,2675.0,1000.0,5330.0,65252.0,272.0,8232.0,-1.0,8354.0,2231.0,18.0,194300.0,26894.0,73420.0,2564.0,31250.0,2688.0,50343.0,5385.0,61.0,301352.0,2893.0,21500.0,27540.0,437790.0,221625.0,12701.0,-1.0,3960.0,10.0,725728.0,10.0,854.0,-1.0,10600.0,70.0,28500.0,13300.0,426602.0,851.0,96.0,76330.0,8041.0,1697.0,1792.0,182.0,223.0,-1.0,49127.0,16075.0,7638.0,17370.0,502194.0,80500.0,3800.0,-1,8315.0,15900.0,528.0,20772.0,1557.0,177662.0,505.0,1372.0,-1,14398.0,134.0,29990.0,6722.0,47256.0,1620.0,14584.0,2400.0,9764.0,89302.0
2002,20256.0,33115.0,5236.0,1436.0,196.0,1133.0,36150.0,28143.0,947180.0,9509.0,30501.0,15465.0,17474.0,5243.0,47824.0,-1.0,2532.0,58389.0,27364.0,19796.0,14570.0,601.0,170.0,400.0,20.0,600.0,740.0,-1.0,16558.0,73.0,53095.0,21.0,3822.0,15487.0,480.0,206.0,12983.0,41857.0,147.0,10366.0,3765.0,150.0,1041.0,11540.0,487.0,19187.0,1718.0,135049.0,247.0,350.0,1437715.0,470.0,75687.0,6605.0,20750.0,15155.0,70.0,-1,4102.0,16687.0,1714.0,-1.0,11.0,73730.0,105.0,145000.0,2763.0,282.0,-1,1404600.0,-1.0,5737.0,137451.0,17221.0,7.0,28673.0,51616.0,18420.0,600.0,3120.0,1008.0,5722.0,71767.0,235.0,10976.0,-1.0,8330.0,2332.0,17.0,181500.0,26485.0,71210.0,2591.0,31250.0,2689.0,50058.0,5495.0,65.0,289465.0,2898.0,14725.0,27630.0,425203.0,218583.0,12795.0,-1.0,4081.0,15.0,725183.0,3.0,867.0,-1.0,10840.0,90.0,28518.0,8800.0,500677.0,704.0,96.0,77100.0,8519.0,1744.0,1516.0,180.0,225.0,-1.0,39309.0,19586.0,7762.0,17226.0,507437.0,92800.0,4492.0,-1,8339.0,16350.0,500.0,20627.0,2230.0,175305.0,491.0,1377.0,-1,14682.0,134.0,27603.0,6440.0,45434.0,1690.0,14965.0,2211.0,10069.0,90358.0
2003,24604.0,32402.0,6481.0,1186.0,197.0,1126.0,36339.0,29300.0,955772.0,9311.0,35103.0,16398.0,15277.0,5402.0,56290.0,-1.0,2513.0,57640.0,25402.0,19223.0,15640.0,584.0,166.0,400.0,15.0,730.0,760.0,-1.0,17348.0,92.0,45394.0,21.0,4000.0,15782.0,480.0,180.0,12652.0,41933.0,145.0,11025.0,3697.0,151.0,1001.0,13640.0,483.0,19150.0,1837.0,135720.0,252.0,288.0,1538102.0,523.0,56765.0,6779.0,27680.0,16426.0,74.0,-1,2900.0,17069.0,1718.0,-1.0,12.0,75970.0,110.0,146000.0,2760.0,222.0,-1,1505700.0,-1.0,6650.0,128936.0,26865.0,7.0,22789.0,54475.0,18180.0,300.0,2038.0,1021.0,6180.0,69502.0,227.0,12912.0,-1.0,7666.0,2448.0,13.0,176900.0,24830.0,69635.0,2869.0,31250.0,2690.0,42252.0,4820.0,70.0,304365.0,2742.0,14725.0,27836.0,413215.0,217583.0,12819.0,-1.0,4119.0,17.0,725452.0,9.0,899.0,-1.0,11096.0,100.0,29929.0,13100.0,451249.0,724.0,97.0,77606.0,8432.0,1776.0,1769.0,180.0,226.0,-1.0,42181.0,21061.0,6650.0,17413.0,524563.0,66700.0,4600.0,-1,8657.0,16850.0,611.0,20726.0,2320.0,169577.0,353.0,1387.0,-1,15000.0,136.0,32360.0,6010.0,41608.0,1440.0,15409.0,2146.0,10956.0,94916.0
2004,24027.0,33011.0,6639.0,2030.0,196.0,1131.0,36431.0,31200.0,938676.0,10879.0,31639.0,18454.0,13931.0,6225.0,72306.0,1.0,2516.0,57912.0,24669.0,19933.0,16106.0,571.0,275.0,400.0,120.0,800.0,800.0,-1.0,17340.0,83.0,43961.0,21.0,4000.0,15565.0,480.0,200.0,14100.0,41961.0,146.0,11206.0,3591.0,155.0,1010.0,13220.0,477.0,18899.0,1768.0,136593.0,487.0,281.0,1660311.0,533.0,57935.0,7152.0,31580.0,16890.0,74.0,-1,2475.0,17513.0,1750.0,-1.0,12.0,71150.0,115.0,145000.0,2495.0,291.0,-1,1627300.0,100.0,6563.0,116882.0,25657.0,7.0,17452.0,54419.0,8872.0,400.0,2055.0,950.0,7611.0,58661.0,181.0,11216.0,-1.0,7146.0,2583.0,13.0,184200.0,22340.0,67333.0,2170.0,30718.0,2690.0,44687.0,5543.0,75.0,304954.0,2750.0,15244.0,27456.0,395502.0,236236.0,12840.0,-1.0,4414.0,19.0,725190.0,7.0,947.0,-1.0,10992.0,120.0,27953.0,9700.0,561900.0,778.0,97.0,78513.0,8314.0,1864.0,1785.0,143.0,228.0,-1.0,39891.0,22497.0,6708.0,18095.0,538829.0,74500.0,4700.0,-1,8772.0,16300.0,835.0,19126.0,2420.0,168071.0,300.0,1385.0,-1,15500.0,137.0,28889.0,6056.0,40818.0,1210.0,15668.0,1947.0,10537.0,95067.0
2005,23383.0,33219.0,6771.0,2230.0,199.0,1136.0,36809.0,31900.0,920908.0,11297.0,31270.0,20981.0,14606.0,5709.0,67883.0,1.0,2613.0,57771.0,28085.0,18809.0,27047.0,557.0,299.0,400.0,140.0,1600.0,780.0,-1.0,18701.0,95.0,44454.0,22.0,4000.0,16194.0,480.0,220.0,16621.0,41500.0,146.0,12139.0,3490.0,159.0,826.0,14110.0,471.0,22180.0,1779.0,138220.0,492.0,271.0,1756219.0,550.0,61645.0,7102.0,28760.0,16500.0,74.0,-1,2433.0,18277.0,1779.0,-1.0,40.0,68103.0,122.0,158310.0,2494.0,336.0,-1,1723000.0,100.0,6852.0,129131.0,26620.0,8.0,17807.0,57244.0,9472.0,230.0,2189.0,926.0,7837.0,56749.0,212.0,11520.0,-1.0,5704.0,2452.0,15.0,192700.0,21734.0,65979.0,1943.0,30728.0,2702.0,46684.0,5217.0,52.0,309878.0,2412.0,17900.0,27264.0,380124.0,241351.0,12861.0,-1.0,4168.0,25.0,731000.0,7.0,1016.0,-1.0,10976.0,140.0,27380.0,27200.0,473600.0,620.0,98.0,80100.0,8756.0,1952.0,1818.0,89.0,229.0,-1.0,40279.0,23931.0,6693.0,15868.0,516230.0,78500.0,4900.0,-1,9002.0,16800.0,913.0,16729.0,2530.0,167520.0,225.0,1405.0,-1,16000.0,138.0,28858.0,6211.0,38389.0,1242.0,16118.0,1874.0,10495.0,94960.0
