,Kenya,Mozambique,Burkina Faso,Philippines,Syrian Arab Republic,Viet Nam,Lao People's Democratic Republic,United Republic of Tanzania,Nepal,Ethiopia,Indonesia,Maldives,Liberia,Greece,Zimbabwe,Iran (Islamic Republic of),Republic of Korea,Melanesia,Papua New Guinea,Eritrea,New Caledonia,Australia & New Zealand,Barbados,Mongolia,Guatemala,Algeria,Slovenia,Senegal,Madagascar,Tajikistan,Latvia,Luxembourg,Guinea,Botswana,Saudi Arabia,Dominica,Fiji,Cabo Verde,Chad,Comoros,Azerbaijan,Central African Republic,Mauritania,China,Uzbekistan,Libya,Trinidad and Tobago,Lebanon,Kyrgyzstan,Guinea-Bissau,Saint Lucia,Estonia,Saint Vincent and the Grenadines,Hungary,Portugal,Togo,Poland,"China, mainland",Russian Federation,Mali,Timor-Leste,Thailand,Ukraine,Saint Kitts and Nevis,Peru,Yemen,Cameroon,United Kingdom,Germany,Armenia,Zambia,South Sudan,Namibia,Benin,Denmark,Pakistan,Spain,Afghanistan,Australia,The former Yugoslav Republic of Macedonia,Cyprus,Bahrain,Bulgaria,Bangladesh,Democratic Republic of the Congo,Sudan,Morocco,Nigeria,Egypt,Czechia,Ethiopia PDR,Ghana,India,Guadeloupe,Austria,Niger,Czechoslovakia,Bhutan,USSR,Gabon,Romania,Jordan,Israel,Mexico,Suriname,Tunisia,Côte d'Ivoire,Albania,Slovakia,Solomon Islands,France,Italy,Sierra Leone,Réunion,Panama,Lithuania,Sudan (former),Gambia,Turkey,Swaziland,Belgium-Luxembourg
2002,4639.0,5234.0,10051.0,7780.0,18064.0,7380.0,9754.0,9057.0,7872.0,5876.0,5266.0,6618.0,5915.0,12624.0,6065.0,11602.0,11926.0,7738.0,5061.0,6889.0,6414.0,-1.0,12500.0,8377.0,63636.0,8121.0,-1.0,3676.0,10254.0,12272.0,-1.0,28333.0,8564.0,6000.0,18512.0,4516.0,6376.0,2333.0,9486.0,8000.0,8000.0,9641.0,4009.0,16667.0,17778.0,-1.0,4830.0,10000.0,-1.0,6138.0,20519.0,-1.0,10000.0,7000.0,-1.0,7532.0,25517.0,16667.0,8889.0,6000.0,-1.0,10175.0,-1.0,10051.0,14231.0,14777.0,8511.0,37200.0,22045.0,-1.0,4634.0,-1.0,11178.0,7554.0,36071.0,8543.0,8261.0,10481.0,-1.0,8676.0,10000.0,8027.0,-1.0,7297.0,5357.0,-1.0,5760.0,3978.0,20299.0,15486.0,-1.0,831.0,5882.0,13929.0,-1.0,3636.0,-1.0,4944.0,-1.0,4728.0,5455.0,-1.0,9992.0,10746.0,8824.0,8043.0,6852.0,3333.0,19793.0,13051.0,40000.0,-1.0,6857.0,8665.0,4975.0,16000.0,8675.0,2444.0,10220.0,10000.0,-1.0
2003,3996.0,5256.0,10062.0,7779.0,18182.0,7273.0,9859.0,8895.0,7843.0,5872.0,5315.0,5947.0,6036.0,13044.0,6105.0,12781.0,12362.0,7639.0,5068.0,6750.0,6667.0,-1.0,12540.0,8545.0,63636.0,8029.0,-1.0,3619.0,10329.0,14100.0,-1.0,25000.0,8595.0,6667.0,18716.0,4211.0,4271.0,2357.0,9188.0,7917.0,7500.0,9600.0,3996.0,21667.0,11321.0,-1.0,4792.0,82500.0,27230.0,6084.0,20520.0,-1.0,10000.0,13333.0,-1.0,6975.0,24611.0,21667.0,8094.0,6229.0,-1.0,10127.0,11024.0,10070.0,14074.0,14800.0,8677.0,39897.0,20665.0,10385.0,4659.0,-1.0,11111.0,7733.0,39796.0,8150.0,6466.0,10712.0,-1.0,9142.0,9375.0,7914.0,-1.0,8044.0,5517.0,-1.0,7228.0,4029.0,20216.0,10050.0,-1.0,918.0,4622.0,8939.0,20000.0,3626.0,-1.0,5008.0,-1.0,5225.0,1732.0,-1.0,10132.0,10558.0,8750.0,8234.0,6927.0,3604.0,19583.0,13000.0,41006.0,-1.0,6829.0,9107.0,4042.0,18780.0,8675.0,2428.0,9706.0,10714.0,-1.0
2004,2545.0,5400.0,10073.0,7773.0,17647.0,7423.0,9859.0,8082.0,8495.0,5124.0,5371.0,6221.0,6028.0,13481.0,6164.0,13238.0,12437.0,7660.0,5000.0,6512.0,6667.0,-1.0,12538.0,8714.0,63636.0,8151.0,-1.0,3562.0,10416.0,13800.0,-1.0,22500.0,8625.0,6849.0,19078.0,4751.0,4000.0,2426.0,3446.0,7750.0,10000.0,9684.0,3983.0,24500.0,13542.0,-1.0,4796.0,19608.0,13578.0,6060.0,20530.0,-1.0,10000.0,13250.0,-1.0,5868.0,29279.0,24500.0,8203.0,6311.0,-1.0,10127.0,14133.0,10096.0,13929.0,12298.0,8922.0,36993.0,20247.0,18000.0,4674.0,-1.0,11429.0,9820.0,34324.0,8261.0,8326.0,10769.0,-1.0,9415.0,10000.0,7005.0,-1.0,8425.0,5000.0,-1.0,7511.0,4079.0,20178.0,21944.0,-1.0,920.0,5512.0,4627.0,20007.0,3571.0,-1.0,5128.0,-1.0,5956.0,3176.0,-1.0,10301.0,10371.0,8824.0,8270.0,7143.0,3901.0,16660.0,12813.0,40849.0,-1.0,6667.0,9258.0,4082.0,20000.0,8675.0,2423.0,9455.0,10000.0,-1.0
2005,2320.0,6042.0,10083.0,7789.0,18000.0,7293.0,9930.0,8316.0,8652.0,7686.0,5485.0,4000.0,6126.0,12756.0,6224.0,13167.0,14690.0,8303.0,5500.0,6897.0,6760.0,-1.0,12388.0,8872.0,63636.0,8154.0,24324.0,3246.0,10507.0,14201.0,-1.0,16667.0,8649.0,5000.0,19523.0,4886.0,5133.0,2430.0,6720.0,7750.0,13333.0,9630.0,3966.0,21333.0,10000.0,-1.0,4800.0,29665.0,12346.0,5939.0,20514.0,-1.0,10000.0,43750.0,-1.0,6984.0,27214.0,21333.0,10238.0,6395.0,-1.0,10127.0,14693.0,10000.0,13333.0,11422.0,9166.0,40646.0,20238.0,12759.0,4688.0,-1.0,11303.0,7825.0,32667.0,7569.0,2409.0,10450.0,-1.0,10000.0,10000.0,7144.0,-1.0,9175.0,4500.0,-1.0,5367.0,4097.0,20191.0,18889.0,-1.0,857.0,4379.0,4026.0,19995.0,3606.0,-1.0,5248.0,-1.0,6344.0,8842.0,-1.0,10474.0,10000.0,8824.0,8306.0,7035.0,4381.0,20684.0,12923.0,40866.0,-1.0,6809.0,9412.0,5934.0,18678.0,8690.0,2410.0,8688.0,10000.0,-1.0
2006,2667.0,6500.0,10092.0,7639.0,17647.0,7560.0,9931.0,8889.0,8666.0,8889.0,5548.0,7778.0,6136.0,12800.0,5600.0,13803.0,13230.0,7309.0,4911.0,6250.0,6873.0,-1.0,12571.0,9030.0,63636.0,5388.0,35217.0,3970.0,10677.0,13999.0,-1.0,22286.0,8652.0,3500.0,21490.0,5045.0,1870.0,2312.0,6700.0,7917.0,12000.0,9728.0,4000.0,22000.0,17857.0,-1.0,4804.0,22222.0,13747.0,5891.0,20558.0,-1.0,10000.0,19020.0,-1.0,9926.0,25000.0,22000.0,8089.0,6502.0,-1.0,10127.0,13000.0,10000.0,13871.0,11572.0,9411.0,34669.0,20513.0,16667.0,4742.0,-1.0,11409.0,9100.0,28571.0,7381.0,7545.0,10712.0,-1.0,10000.0,8571.0,7163.0,21134.0,8420.0,4180.0,-1.0,6646.0,4080.0,20147.0,13448.0,-1.0,928.0,4904.0,3750.0,19996.0,3611.0,-1.0,5368.0,-1.0,6431.0,10590.0,-1.0,10651.0,10000.0,10000.0,8341.0,7097.0,4749.0,19831.0,13030.0,42500.0,-1.0,6804.0,9567.0,5893.0,9800.0,8889.0,2391.0,10487.0,10000.0,-1.0
2007,2348.0,6563.0,10000.0,7857.0,17778.0,7746.0,9931.0,8889.0,8681.0,9747.0,5612.0,7500.0,6271.0,16471.0,6494.0,13382.0,12781.0,7865.0,5189.0,7079.0,7188.0,-1.0,12500.0,9643.0,64286.0,10106.0,35455.0,5000.0,10781.0,13197.0,-1.0,15556.0,8732.0,2141.0,22369.0,5215.0,1760.0,2222.0,7077.0,7951.0,12222.0,9621.0,3919.0,22000.0,13333.0,-1.0,32692.0,24390.0,12597.0,5800.0,20000.0,-1.0,10000.0,41538.0,-1.0,10042.0,24138.0,22000.0,10035.0,6078.0,-1.0,10127.0,8883.0,10000.0,14063.0,11798.0,9656.0,48507.0,20889.0,18167.0,4796.0,-1.0,11667.0,11805.0,34667.0,7390.0,10049.0,10200.0,-1.0,10000.0,8472.0,7175.0,56667.0,8323.0,4180.0,-1.0,6063.0,4077.0,20821.0,13349.0,-1.0,935.0,4667.0,4026.0,19994.0,3635.0,-1.0,5488.0,-1.0,6719.0,7907.0,-1.0,10832.0,10000.0,9468.0,8376.0,7082.0,5106.0,43631.0,12941.0,42222.0,-1.0,6863.0,9721.0,5842.0,16486.0,8889.0,2444.0,10558.0,10000.0,-1.0
2008,2303.0,6552.0,10000.0,7935.0,17976.0,7724.0,9375.0,8500.0,8561.0,7094.0,5675.0,7448.0,6393.0,16471.0,6756.0,19113.0,13721.0,8647.0,5729.0,7206.0,7262.0,-1.0,12667.0,9421.0,62778.0,10051.0,29091.0,4000.0,10885.0,52609.0,-1.0,26364.0,8778.0,1654.0,23306.0,5214.0,3782.0,2212.0,10000.0,7840.0,12000.0,9756.0,3889.0,26200.0,14545.0,-1.0,36000.0,28135.0,14266.0,5700.0,20658.0,25000.0,10000.0,12800.0,-1.0,33762.0,24545.0,26200.0,10678.0,7163.0,-1.0,11798.0,12116.0,10000.0,14118.0,12222.0,9774.0,46729.0,20755.0,26400.0,4789.0,-1.0,11613.0,12034.0,30909.0,6609.0,9358.0,10200.0,-1.0,10000.0,25714.0,7199.0,22727.0,8785.0,4180.0,-1.0,7065.0,4500.0,21429.0,14183.0,-1.0,939.0,4188.0,4026.0,20000.0,3634.0,-1.0,5608.0,-1.0,8350.0,8099.0,-1.0,11017.0,10000.0,9736.0,8411.0,7059.0,5754.0,23116.0,13000.0,41818.0,30769.0,6990.0,9871.0,5879.0,19231.0,8901.0,2312.0,9949.0,10167.0,-1.0
2009,2313.0,6500.0,10168.0,7949.0,18000.0,7770.0,9933.0,8500.0,8556.0,12683.0,5735.0,7417.0,6435.0,17125.0,7027.0,13388.0,14363.0,7586.0,5317.0,7352.0,7462.0,-1.0,14625.0,9552.0,63347.0,6488.0,26667.0,4000.0,10982.0,83569.0,25000.0,32381.0,8714.0,2202.0,24294.0,5555.0,3415.0,2200.0,4638.0,8199.0,12697.0,9776.0,3863.0,23476.0,16667.0,-1.0,60000.0,31831.0,15637.0,5902.0,20715.0,23333.0,10482.0,17021.0,-1.0,11212.0,27874.0,23476.0,6753.0,7722.0,-1.0,11291.0,12775.0,10000.0,14444.0,11979.0,9899.0,34107.0,24242.0,41600.0,4770.0,-1.0,11393.0,11381.0,30000.0,6176.0,8226.0,9434.0,-1.0,10014.0,20612.0,7243.0,28281.0,8829.0,4163.0,-1.0,4463.0,4583.0,21053.0,12993.0,-1.0,945.0,4321.0,3750.0,19994.0,3563.0,-1.0,5728.0,-1.0,9347.0,7879.0,-1.0,11207.0,9601.0,11132.0,8445.0,7056.0,5891.0,14094.0,13056.0,91075.0,30769.0,6818.0,10018.0,6179.0,20000.0,8889.0,2136.0,10434.0,10000.0,-1.0
2010,2279.0,6508.0,10230.0,8164.0,16658.0,7888.0,9833.0,8190.0,8619.0,10373.0,5791.0,7514.0,6497.0,17878.0,7305.0,31894.0,13164.0,6970.0,5400.0,7480.0,7899.0,92600.0,17952.0,9690.0,64669.0,11445.0,27654.0,3778.0,11070.0,87444.0,25000.0,26061.0,8932.0,2279.0,25353.0,5625.0,4173.0,2241.0,4092.0,8571.0,19116.0,9631.0,3822.0,23736.0,14118.0,-1.0,53962.0,28689.0,13333.0,5732.0,20770.0,6757.0,10874.0,5897.0,-1.0,9526.0,27535.0,23736.0,7695.0,8321.0,-1.0,11339.0,7018.0,10477.0,14552.0,12682.0,10036.0,30882.0,22658.0,58984.0,4655.0,-1.0,11515.0,11166.0,33529.0,6301.0,14530.0,7434.0,92600.0,10000.0,12857.0,7314.0,22727.0,9510.0,3974.0,-1.0,5655.0,4308.0,21667.0,14286.0,-1.0,946.0,4242.0,3209.0,25000.0,3636.0,-1.0,5910.0,-1.0,10336.0,9021.0,-1.0,11400.0,10000.0,10824.0,8479.0,7027.0,6667.0,19030.0,12000.0,44643.0,30769.0,5893.0,10159.0,6331.0,16711.0,8838.0,2187.0,11192.0,10385.0,-1.0
2011,2247.0,6302.0,10280.0,8421.0,15760.0,7986.0,9814.0,9167.0,9115.0,10265.0,5843.0,7616.0,6500.0,18575.0,7818.0,21395.0,13657.0,7103.0,5600.0,7604.0,8333.0,62469.0,21347.0,10000.0,65497.0,8190.0,48393.0,11299.0,11145.0,88954.0,25000.0,27619.0,9256.0,2322.0,26474.0,6328.0,4802.0,2281.0,4258.0,8667.0,18557.0,10000.0,3654.0,26882.0,17200.0,-1.0,55714.0,29173.0,13889.0,5644.0,20823.0,-1.0,11144.0,25299.0,-1.0,10064.0,25938.0,26882.0,9449.0,8912.0,-1.0,12198.0,8963.0,10729.0,14639.0,10000.0,10647.0,30000.0,21952.0,76463.0,4826.0,-1.0,11271.0,11377.0,36316.0,7287.0,10576.0,8272.0,62469.0,10243.0,7105.0,6667.0,27017.0,9339.0,3811.0,-1.0,13856.0,4308.0,22059.0,21886.0,-1.0,960.0,4118.0,2384.0,24996.0,3689.0,-1.0,5043.0,-1.0,11667.0,9394.0,-1.0,11599.0,8938.0,8250.0,8512.0,7335.0,5936.0,15656.0,12500.0,36150.0,30769.0,6087.0,10292.0,6508.0,19420.0,8793.0,2164.0,10847.0,10223.0,-1.0
2012,2030.0,5938.0,10588.0,8816.0,14054.0,8280.0,9714.0,9583.0,9151.0,10978.0,6136.0,8261.0,7400.0,20000.0,8571.0,20819.0,13212.0,7647.0,5000.0,8333.0,6957.0,60714.0,23529.0,10000.0,66216.0,8842.0,37640.0,9396.0,11500.0,75180.0,25000.0,12222.0,9344.0,1697.0,27660.0,7314.0,8167.0,1945.0,9686.0,8710.0,19882.0,10429.0,3925.0,21852.0,26786.0,-1.0,40667.0,29656.0,9500.0,5455.0,21154.0,-1.0,12500.0,23389.0,-1.0,3243.0,26200.0,21852.0,8762.0,10233.0,-1.0,10938.0,8369.0,11500.0,14706.0,12867.0,11250.0,31429.0,21250.0,95342.0,5161.0,8485.0,10833.0,11583.0,37083.0,7057.0,12116.0,7989.0,60714.0,10500.0,12626.0,7692.0,22222.0,8448.0,3716.0,9032.0,8819.0,4615.0,22353.0,16505.0,-1.0,962.0,4364.0,2024.0,24997.0,3784.0,-1.0,6250.0,-1.0,12698.0,7920.0,-1.0,12121.0,8000.0,10541.0,8833.0,7632.0,5833.0,21014.0,11034.0,10500.0,34615.0,6229.0,10750.0,6121.0,20156.0,-1.0,2083.0,8960.0,10000.0,-1.0
2013,1908.0,6029.0,10286.0,8816.0,14545.0,8449.0,9722.0,9750.0,10651.0,11381.0,6087.0,8261.0,6727.0,19412.0,8571.0,22214.0,13743.0,6662.0,5000.0,8333.0,7111.0,59429.0,23571.0,10000.0,66216.0,8855.0,22727.0,9347.0,11400.0,87142.0,25000.0,32787.0,9248.0,1984.0,29474.0,7314.0,4426.0,2158.0,9068.0,8750.0,23012.0,10278.0,4000.0,23208.0,31746.0,-1.0,41282.0,30140.0,6000.0,5455.0,21200.0,-1.0,12000.0,15190.0,-1.0,2929.0,26848.0,23208.0,9134.0,10071.0,-1.0,11735.0,8943.0,11500.0,14198.0,13358.0,11290.0,29630.0,21250.0,113578.0,5161.0,8938.0,10882.0,11789.0,34357.0,7087.0,12206.0,8096.0,59429.0,10500.0,12639.0,7692.0,23889.0,9729.0,3593.0,8763.0,11999.0,4571.0,22029.0,15403.0,-1.0,962.0,4964.0,1792.0,25000.0,3857.0,-1.0,6327.0,-1.0,12698.0,8506.0,-1.0,12647.0,8000.0,10538.0,8833.0,7895.0,5833.0,15397.0,11000.0,33000.0,34615.0,6435.0,10750.0,9298.0,19014.0,-1.0,2080.0,10061.0,10714.0,-1.0
2014,1787.0,6243.0,10252.0,8647.0,14774.0,8279.0,9807.0,9844.0,10709.0,11832.0,6007.0,8696.0,6833.0,20061.0,8367.0,22999.0,15857.0,7063.0,5228.0,7917.0,7407.0,62633.0,23188.0,10221.0,67500.0,14179.0,28784.0,14771.0,11301.0,90328.0,25000.0,27899.0,9255.0,1826.0,30282.0,7146.0,4936.0,2255.0,10000.0,8609.0,16907.0,10097.0,3932.0,23926.0,32357.0,-1.0,42632.0,30623.0,6814.0,5455.0,20938.0,-1.0,11371.0,13548.0,-1.0,9013.0,26694.0,23926.0,10312.0,9861.0,-1.0,11577.0,14256.0,11103.0,14033.0,12597.0,11438.0,31576.0,20656.0,132031.0,4905.0,8333.0,11130.0,11995.0,38571.0,6956.0,10000.0,7524.0,62633.0,10616.0,9222.0,7493.0,22353.0,9513.0,3470.0,8824.0,13418.0,4563.0,21830.0,19313.0,-1.0,951.0,4444.0,1597.0,25000.0,3767.0,-1.0,6353.0,-1.0,13211.0,10000.0,-1.0,12245.0,7990.0,8561.0,8640.0,7738.0,5833.0,18283.0,11436.0,30000.0,36880.0,6487.0,10682.0,7380.0,21985.0,-1.0,2070.0,10305.0,10460.0,-1.0
