,Kenya,Mozambique,Burkina Faso,Philippines,Syrian Arab Republic,Viet Nam,Lao People's Democratic Republic,United Republic of Tanzania,Nepal,Ethiopia,Indonesia,Maldives,Liberia,Greece,Zimbabwe,Iran (Islamic Republic of),Republic of Korea,Melanesia,Papua New Guinea,Eritrea,New Caledonia,Australia & New Zealand,Barbados,Mongolia,Guatemala,Algeria,Slovenia,Senegal,Madagascar,Tajikistan,Latvia,Luxembourg,Guinea,Botswana,Saudi Arabia,Dominica,Fiji,Cabo Verde,Chad,Comoros,Azerbaijan,Central African Republic,Mauritania,China,Uzbekistan,Libya,Trinidad and Tobago,Lebanon,Kyrgyzstan,Guinea-Bissau,Saint Lucia,Estonia,Saint Vincent and the Grenadines,Hungary,Portugal,Togo,Poland,"China, mainland",Russian Federation,Mali,Timor-Leste,Thailand,Ukraine,Saint Kitts and Nevis,Peru,Yemen,Cameroon,United Kingdom,Germany,Armenia,Zambia,South Sudan,Namibia,Benin,Denmark,Pakistan,Spain,Afghanistan,Australia,The former Yugoslav Republic of Macedonia,Cyprus,Bahrain,Bulgaria,Bangladesh,Democratic Republic of the Congo,Sudan,Morocco,Nigeria,Egypt,Czechia,Ethiopia PDR,Ghana,India,Guadeloupe,Austria,Niger,Czechoslovakia,Bhutan,USSR,Gabon,Romania,Jordan,Israel,Mexico,Suriname,Tunisia,Côte d'Ivoire,Albania,Slovakia,Solomon Islands,France,Italy,Sierra Leone,Réunion,Panama,Lithuania,Sudan (former),Gambia,Turkey,Swaziland,Belgium-Luxembourg
1971,4655.0,5583.0,10267.0,-1.0,9991.0,5294.0,7159.0,4309.0,5000.0,-1.0,5625.0,6000.0,4800.0,9076.0,5000.0,9174.0,5936.0,5973.0,5000.0,-1.0,7778.0,-1.0,12207.0,10000.0,-1.0,-1.0,-1.0,6600.0,11071.0,-1.0,-1.0,-1.0,6667.0,5200.0,17200.0,4750.0,5000.0,1350.0,5000.0,5536.0,-1.0,5000.0,3846.0,-1.0,-1.0,5191.0,8167.0,-1.0,-1.0,10000.0,21111.0,-1.0,7000.0,9741.0,6667.0,6000.0,18235.0,-1.0,-1.0,6296.0,5556.0,8500.0,-1.0,10000.0,7062.0,9231.0,6250.0,21804.0,26792.0,-1.0,8000.0,-1.0,9583.0,3793.0,29412.0,6431.0,7539.0,9615.0,-1.0,-1.0,5566.0,-1.0,-1.0,8182.0,6887.0,-1.0,5417.0,4537.0,14591.0,-1.0,6833.0,921.0,4573.0,-1.0,16447.0,5577.0,9693.0,5000.0,8333.0,5000.0,10938.0,-1.0,10435.0,-1.0,10136.0,5263.0,5250.0,2614.0,-1.0,7429.0,12920.0,9080.0,5200.0,-1.0,-1.0,-1.0,11111.0,2333.0,10128.0,6818.0,18472.0
1972,4839.0,5667.0,9750.0,-1.0,6464.0,5289.0,7412.0,4337.0,5000.0,-1.0,5625.0,6000.0,4400.0,8004.0,5000.0,6941.0,6007.0,5972.0,5000.0,-1.0,7895.0,-1.0,12167.0,1875.0,-1.0,-1.0,-1.0,5000.0,11034.0,-1.0,-1.0,-1.0,6667.0,4800.0,16923.0,5000.0,5000.0,2300.0,3750.0,5517.0,-1.0,5000.0,3478.0,-1.0,-1.0,-1.0,8043.0,-1.0,-1.0,10000.0,21667.0,-1.0,7000.0,9699.0,6667.0,6000.0,19020.0,-1.0,-1.0,6190.0,5556.0,8297.0,-1.0,10000.0,7169.0,10000.0,6250.0,28579.0,25183.0,-1.0,8005.0,-1.0,9600.0,3250.0,24629.0,6886.0,7385.0,9800.0,-1.0,-1.0,5463.0,-1.0,-1.0,6800.0,7075.0,-1.0,6671.0,4495.0,16187.0,-1.0,7705.0,1169.0,4526.0,-1.0,16397.0,4175.0,9690.0,5000.0,6667.0,5000.0,7895.0,-1.0,17101.0,-1.0,10152.0,5000.0,5417.0,4000.0,-1.0,7444.0,14257.0,10312.0,5000.0,-1.0,-1.0,-1.0,10465.0,2143.0,11185.0,5859.0,17052.0
1973,4597.0,5750.0,9294.0,-1.0,8398.0,5000.0,7159.0,4286.0,5000.0,-1.0,5882.0,6000.0,4000.0,9106.0,5000.0,8667.0,6050.0,6058.0,5000.0,-1.0,8000.0,-1.0,12833.0,5581.0,-1.0,-1.0,-1.0,6400.0,11000.0,-1.0,-1.0,-1.0,6333.0,5200.0,17037.0,5000.0,5000.0,1440.0,3000.0,5500.0,-1.0,5000.0,3810.0,-1.0,-1.0,-1.0,7386.0,8505.0,-1.0,10000.0,22222.0,-1.0,7353.0,9690.0,-1.0,6000.0,19216.0,-1.0,-1.0,6250.0,5000.0,8000.0,-1.0,10000.0,7328.0,9333.0,6250.0,28994.0,24350.0,-1.0,7997.0,-1.0,10000.0,2134.0,24939.0,6453.0,7086.0,9000.0,-1.0,-1.0,379.0,-1.0,-1.0,7000.0,7664.0,-1.0,6570.0,4495.0,15873.0,-1.0,7857.0,1250.0,3597.0,7625.0,16044.0,8888.0,9676.0,5161.0,8716.0,5000.0,5833.0,7500.0,16762.0,-1.0,10377.0,4056.0,6000.0,4000.0,-1.0,7667.0,11640.0,-1.0,5104.0,13000.0,-1.0,-1.0,10444.0,2286.0,9937.0,5952.0,43564.0
1974,4435.0,5833.0,9412.0,-1.0,6266.0,5000.0,7079.0,3077.0,5000.0,-1.0,7222.0,6000.0,5200.0,9987.0,5000.0,9295.0,6054.0,6008.0,5000.0,-1.0,7143.0,-1.0,11667.0,3061.0,-1.0,-1.0,-1.0,7000.0,11878.0,-1.0,-1.0,-1.0,5833.0,6000.0,17857.0,4750.0,5000.0,2200.0,3000.0,5484.0,-1.0,5000.0,3095.0,-1.0,-1.0,-1.0,7556.0,11546.0,-1.0,10000.0,20500.0,-1.0,7500.0,9698.0,-1.0,6000.0,16647.0,-1.0,-1.0,6667.0,5000.0,7500.0,-1.0,10000.0,7988.0,9846.0,6250.0,29018.0,26300.0,-1.0,8002.0,-1.0,9455.0,5379.0,32682.0,6284.0,6670.0,9606.0,-1.0,-1.0,4974.0,-1.0,-1.0,7500.0,7080.0,-1.0,9545.0,4545.0,15232.0,-1.0,7440.0,1133.0,3884.0,7733.0,17464.0,5345.0,9667.0,5313.0,8041.0,5000.0,7500.0,-1.0,9177.0,-1.0,10725.0,5182.0,6129.0,4667.0,-1.0,7568.0,15113.0,-1.0,5313.0,12037.0,-1.0,-1.0,10426.0,2414.0,9857.0,8709.0,39181.0
1975,5000.0,6250.0,9529.0,-1.0,5905.0,5000.0,7389.0,3077.0,5000.0,-1.0,5333.0,6000.0,4667.0,10276.0,5000.0,10209.0,6717.0,6064.0,5000.0,-1.0,6667.0,-1.0,11833.0,6579.0,-1.0,-1.0,-1.0,7400.0,10869.0,-1.0,-1.0,-1.0,5833.0,5667.0,17931.0,4750.0,5000.0,2000.0,3205.0,5469.0,-1.0,5000.0,3750.0,-1.0,-1.0,-1.0,7286.0,10000.0,-1.0,10000.0,20000.0,-1.0,7750.0,9699.0,-1.0,6000.0,14712.0,-1.0,-1.0,6579.0,-1.0,7104.0,-1.0,10000.0,8588.0,9861.0,6250.0,34286.0,27458.0,-1.0,3809.0,-1.0,9818.0,5429.0,26446.0,7860.0,7540.0,9697.0,-1.0,-1.0,10124.0,-1.0,-1.0,7500.0,7241.0,-1.0,5520.0,4727.0,17853.0,-1.0,6800.0,1156.0,4324.0,7615.0,-1.0,4755.0,10583.0,5373.0,3545.0,2000.0,7778.0,4706.0,18387.0,-1.0,7054.0,5455.0,6250.0,2667.0,-1.0,7838.0,14286.0,-1.0,5417.0,12963.0,-1.0,-1.0,10408.0,2414.0,11263.0,7143.0,34203.0
1976,4833.0,6250.0,9647.0,-1.0,12358.0,5200.0,7389.0,3571.0,5000.0,-1.0,5882.0,6000.0,5000.0,11700.0,5000.0,10667.0,7501.0,6082.0,5000.0,-1.0,6667.0,-1.0,12000.0,5278.0,-1.0,-1.0,-1.0,5600.0,12575.0,-1.0,-1.0,-1.0,6667.0,6000.0,18000.0,5000.0,5000.0,2000.0,3421.0,5485.0,-1.0,5000.0,4000.0,-1.0,-1.0,-1.0,7479.0,10000.0,-1.0,9000.0,20000.0,-1.0,8500.0,7951.0,-1.0,6000.0,14799.0,-1.0,-1.0,6500.0,-1.0,6707.0,-1.0,10000.0,8460.0,10000.0,6250.0,35000.0,18745.0,-1.0,5006.0,-1.0,9333.0,5000.0,22110.0,7217.0,5140.0,9657.0,-1.0,-1.0,8971.0,-1.0,-1.0,7500.0,7311.0,-1.0,7143.0,4727.0,16358.0,-1.0,6667.0,1025.0,4400.0,7608.0,-1.0,4957.0,10000.0,5507.0,9801.0,5000.0,7143.0,13333.0,22549.0,-1.0,7705.0,6000.0,5833.0,4242.0,-1.0,7895.0,14286.0,-1.0,5625.0,12963.0,-1.0,-1.0,10500.0,2667.0,11315.0,8116.0,21570.0
1977,4733.0,5833.0,9765.0,-1.0,12627.0,5234.0,7389.0,3571.0,5000.0,-1.0,5294.0,6000.0,5000.0,8314.0,5714.0,8878.0,8388.0,6031.0,5000.0,-1.0,8333.0,-1.0,12131.0,3684.0,-1.0,-1.0,-1.0,4927.0,9831.0,-1.0,-1.0,-1.0,5833.0,6667.0,18065.0,5000.0,5000.0,1600.0,3649.0,11765.0,-1.0,5000.0,4200.0,-1.0,-1.0,-1.0,7514.0,10000.0,-1.0,9000.0,20000.0,-1.0,9091.0,11091.0,-1.0,6000.0,13895.0,-1.0,-1.0,6250.0,-1.0,6667.0,-1.0,10000.0,8062.0,11389.0,6250.0,29259.0,28290.0,-1.0,3558.0,-1.0,9194.0,5000.0,31595.0,6671.0,8081.0,9459.0,-1.0,-1.0,8367.0,-1.0,-1.0,7500.0,7094.0,-1.0,2101.0,4545.0,15929.0,-1.0,5833.0,892.0,3378.0,5042.0,-1.0,4218.0,10161.0,5797.0,6731.0,5000.0,3684.0,10938.0,14375.0,-1.0,9844.0,4762.0,6667.0,9412.0,-1.0,7895.0,14286.0,-1.0,5714.0,11818.0,-1.0,-1.0,10385.0,2667.0,12126.0,6444.0,32890.0
1978,4567.0,5417.0,9882.0,-1.0,12273.0,5000.0,7308.0,3529.0,5000.0,-1.0,5556.0,6000.0,5000.0,9958.0,5000.0,9518.0,8598.0,6110.0,5000.0,-1.0,8750.0,-1.0,12063.0,1667.0,-1.0,-1.0,-1.0,7822.0,6641.0,-1.0,-1.0,-1.0,5385.0,6667.0,18125.0,5000.0,5000.0,2250.0,3889.0,11429.0,-1.0,5000.0,4423.0,-1.0,-1.0,-1.0,7584.0,10000.0,-1.0,9150.0,20000.0,-1.0,9000.0,12544.0,-1.0,6000.0,15749.0,-1.0,-1.0,6364.0,-1.0,6667.0,-1.0,10000.0,7470.0,10132.0,6250.0,33810.0,27918.0,-1.0,3629.0,-1.0,9355.0,4000.0,30335.0,6787.0,9215.0,9730.0,-1.0,-1.0,9217.0,-1.0,-1.0,7500.0,6917.0,-1.0,2211.0,4727.0,17492.0,-1.0,5833.0,932.0,3681.0,5042.0,-1.0,5567.0,10182.0,5833.0,10978.0,5098.0,5000.0,12500.0,7114.0,-1.0,8065.0,4091.0,6667.0,6389.0,-1.0,8158.0,14286.0,-1.0,5859.0,11455.0,-1.0,-1.0,10769.0,2667.0,10740.0,15538.0,38339.0
1979,4255.0,4169.0,10000.0,-1.0,11667.0,5082.0,7368.0,3529.0,5000.0,-1.0,6667.0,6000.0,5000.0,8791.0,5000.0,10702.0,9074.0,6238.0,5000.0,-1.0,9000.0,-1.0,12063.0,1250.0,-1.0,-1.0,-1.0,3552.0,6787.0,-1.0,-1.0,-1.0,6615.0,6667.0,17879.0,4950.0,5000.0,2083.0,4143.0,11111.0,-1.0,5000.0,4615.0,-1.0,-1.0,-1.0,7552.0,10000.0,-1.0,9500.0,20000.0,-1.0,9091.0,13064.0,-1.0,6000.0,14545.0,-1.0,-1.0,6000.0,-1.0,6087.0,-1.0,10000.0,7411.0,10676.0,6250.0,20714.0,29712.0,-1.0,3636.0,-1.0,9231.0,4561.0,35672.0,6444.0,8104.0,9867.0,-1.0,-1.0,8138.0,7500.0,-1.0,7500.0,7000.0,-1.0,8167.0,4609.0,17737.0,-1.0,5652.0,744.0,3608.0,5000.0,-1.0,8000.0,10385.0,5867.0,8000.0,5192.0,2632.0,4667.0,5634.0,-1.0,7892.0,5530.0,6667.0,4125.0,-1.0,8316.0,14286.0,-1.0,5600.0,8333.0,-1.0,-1.0,10377.0,2667.0,10331.0,5448.0,37095.0
1980,4307.0,4000.0,10118.0,-1.0,15678.0,5120.0,7500.0,3500.0,5000.0,-1.0,6667.0,6000.0,5000.0,11497.0,5000.0,9360.0,9435.0,6252.0,5000.0,-1.0,6667.0,-1.0,12031.0,3333.0,-1.0,-1.0,-1.0,4000.0,10417.0,-1.0,-1.0,-1.0,6615.0,6000.0,17941.0,4400.0,5000.0,4450.0,4412.0,13514.0,-1.0,5000.0,3784.0,-1.0,-1.0,-1.0,7660.0,10000.0,-1.0,10000.0,23600.0,-1.0,9130.0,24035.0,-1.0,6000.0,11794.0,-1.0,-1.0,6250.0,-1.0,9492.0,-1.0,10000.0,7616.0,10667.0,6250.0,28571.0,30006.0,-1.0,3636.0,-1.0,9538.0,4828.0,28431.0,6279.0,9975.0,9880.0,-1.0,-1.0,9071.0,10000.0,-1.0,6400.0,6961.0,-1.0,5806.0,4609.0,17681.0,-1.0,5833.0,1333.0,2930.0,5000.0,-1.0,7692.0,10333.0,5897.0,7971.0,5283.0,3333.0,12353.0,8919.0,-1.0,7576.0,5500.0,6667.0,4125.0,-1.0,8421.0,14286.0,-1.0,5769.0,8333.0,-1.0,-1.0,10377.0,2667.0,10603.0,5445.0,34796.0
