,Australia & New Zealand,USSR,France,Bahrain,Fiji,Australia,Panama,Pakistan,French Guiana,Democratic Republic of the Congo,Belize,Ethiopia,Kenya,Guyana,Yemen,Romania,Serbia,Lebanon,Tajikistan,Suriname,Togo,Tunisia,Albania,Niger,"China, Hong Kong SAR",Democratic People's Republic of Korea,Slovenia,El Salvador,Hungary,Canada,Colombia,Iceland,Bahamas,Malta,Jamaica,Ecuador,Cabo Verde,Indonesia,Poland,Turkey,Antigua and Barbuda,Belgium-Luxembourg,Angola,Ethiopia PDR,Estonia,Melanesia,The former Yugoslav Republic of Macedonia,Malaysia,Greece,Czechoslovakia,Slovakia,Haiti,Republic of Korea,Egypt,New Zealand,Sudan,India,United Arab Emirates,Congo,Republic of Moldova,Martinique,Dominican Republic,Kyrgyzstan,Mexico,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,United States of America,Spain,"China, mainland",French Polynesia,Madagascar,Cyprus,Peru,Rwanda,Lithuania,Cameroon,Netherlands,Guatemala,Saint Kitts and Nevis,Cuba,Austria,Puerto Rico,Bermuda,Bhutan,Turkmenistan,Trinidad and Tobago,Norway,Dominica,Iraq,Libya,Timor-Leste,Senegal,United Republic of Tanzania,Philippines,Belgium,Singapore,Nepal,Luxembourg,Czechia,Costa Rica,Bangladesh,Italy,Qatar,Saint Lucia,Germany,Syrian Arab Republic,Sweden,Uzbekistan,China,Finland,Serbia and Montenegro,Armenia,Sudan (former),Morocco,Jordan,Chile,Honduras,Uruguay,Zimbabwe,Ireland,Malawi,Algeria,"China, Taiwan Province of",Israel,Réunion,Japan,Belarus,Denmark,Switzerland,Thailand,Namibia,Saudi Arabia,Georgia,United Kingdom,Azerbaijan,Mauritius,Nicaragua,Oman,Viet Nam,Bosnia and Herzegovina,Barbados,Russian Federation,Portugal,Bolivia (Plurinational State of),Grenada,Venezuela (Bolivarian Republic of),American Samoa,Latvia,Ukraine,Kuwait,South Africa,Guadeloupe,Sri Lanka,Mongolia,Polynesia,Croatia,Bulgaria,Montenegro,Occupied Palestinian Territory
1971,267333.0,206534.0,237962.0,,,279153.0,80851.0,,,72222.0,,,,57938.0,,267895.0,,206217.0,,70588.0,,152273.0,,,107018.0,123684.0,,77500.0,154755.0,244223.0,349296.0,179000.0,,272727.0,95277.0,388967.0,,109677.0,226502.0,168286.0,40000.0,864991.0,,157143.0,,,,177500.0,171095.0,289203.0,,60000.0,135573.0,234654.0,239585.0,,135593.0,48400.0,,,143333.0,107367.0,,195676.0,134983.0,,,165217.0,267669.0,228000.0,84000.0,139608.0,225514.0,136215.0,,,,288855.0,157895.0,,141837.0,361482.0,92407.0,165714.0,,,250000.0,307891.0,,139443.0,20000.0,,100000.0,,74628.0,,,,,,78750.0,84610.0,206459.0,,,307786.0,157196.0,507564.0,,213052.0,312039.0,,,,138889.0,121581.0,200000.0,63029.0,53659.0,,200000.0,115455.0,,141350.0,235948.0,,345304.0,,296828.0,503509.0,78864.0,,,,199654.0,,211238.0,16667.0,,251282.0,,83265.0,,171233.0,60000.0,93333.0,253743.0,,,,,360000.0,150000.0,112045.0,,84000.0,,570889.0,,
1972,259934.0,190847.0,252469.0,,,268510.0,63750.0,,,80000.0,,,,63932.0,,264069.0,,149291.0,,71000.0,,177273.0,,,111864.0,133333.0,,77500.0,165408.0,210761.0,354167.0,150000.0,,276974.0,73570.0,290623.0,,110526.0,274215.0,170857.0,37333.0,1069869.0,,154545.0,,,,178000.0,175064.0,315030.0,,61176.0,132054.0,220600.0,240887.0,,136364.0,44400.0,,,143333.0,106226.0,,190789.0,151709.0,,,162783.0,257090.0,215294.0,86667.0,140635.0,230280.0,152080.0,,,,315063.0,160000.0,,128800.0,325271.0,92376.0,187500.0,,,264706.0,309147.0,,138984.0,20722.0,,100000.0,,69553.0,,,,,,75294.0,79060.0,207699.0,,,316018.0,185176.0,498143.0,,202312.0,351064.0,,,,138889.0,160000.0,200000.0,60851.0,57143.0,,200000.0,113400.0,,139155.0,224306.0,,353948.0,,266694.0,448182.0,81818.0,,27584.0,,206344.0,,220122.0,16604.0,,250000.0,,83425.0,,171233.0,60000.0,90000.0,254392.0,,,,,440000.0,150000.0,122609.0,,86667.0,,479313.0,,
1973,253715.0,249149.0,252052.0,,,254681.0,84367.0,,,90000.0,,,,63089.0,,253792.0,,125000.0,,73750.0,,143478.0,,,111864.0,155000.0,,80000.0,171157.0,220606.0,360274.0,177000.0,,235694.0,69641.0,262925.0,,115998.0,247359.0,170882.0,37857.0,1194260.0,,152174.0,,,,177778.0,182771.0,334489.0,,60883.0,119195.0,217325.0,251393.0,,136986.0,43167.0,,,133333.0,111871.0,,185430.0,149736.0,,,161298.0,251273.0,210811.0,91733.0,120440.0,223789.0,149744.0,,,,271543.0,154545.0,,147971.0,367482.0,92195.0,175000.0,,,251975.0,294092.0,,86610.0,19889.0,,100000.0,,68975.0,,,,,,76471.0,73012.0,203597.0,,,360026.0,144548.0,504237.0,,200798.0,255319.0,,,,138889.0,120000.0,200000.0,23345.0,57143.0,,200000.0,108860.0,,148108.0,410784.0,,362660.0,,300128.0,503636.0,90395.0,,102353.0,,201709.0,,246034.0,16981.0,,248780.0,,83623.0,,171053.0,60000.0,90000.0,265879.0,,,,,454848.0,294231.0,131868.0,,91733.0,,453331.0,,
1974,266801.0,235602.0,260430.0,264286.0,,291991.0,80743.0,,,100000.0,,,,65725.0,,282181.0,,149783.0,,63171.0,,150000.0,,,111667.0,171429.0,,80000.0,179674.0,212914.0,360000.0,170000.0,,245443.0,83309.0,252185.0,,112312.0,239126.0,168056.0,37500.0,1119048.0,,156522.0,,,,175000.0,181696.0,274464.0,,60185.0,134743.0,215682.0,209938.0,,137500.0,245035.0,,,133333.0,109375.0,,185430.0,147631.0,,,190294.0,250300.0,224571.0,103867.0,134946.0,179031.0,160956.0,,,,266142.0,154545.0,,114027.0,340927.0,124915.0,175000.0,,,252401.0,353950.0,,145453.0,15693.0,,100000.0,,65040.0,,,,,,77647.0,73260.0,201329.0,,,359815.0,181283.0,509600.0,,210112.0,285714.0,,,,138889.0,136622.0,200000.0,20747.0,57143.0,,200000.0,111111.0,,140678.0,293662.0,,371412.0,,311844.0,447500.0,78049.0,,118649.0,,214453.0,,242266.0,16727.0,,247619.0,,84086.0,,170886.0,59091.0,100000.0,201853.0,,,,,439032.0,292857.0,119789.0,,103867.0,,483314.0,,
1975,257738.0,220909.0,239118.0,450000.0,,270228.0,87143.0,,,110000.0,,,,64786.0,,239595.0,,128571.0,,67568.0,,142857.0,,,115572.0,254545.0,,81250.0,175857.0,224650.0,359522.0,143000.0,,261667.0,67714.0,235268.0,,107083.0,230432.0,169444.0,33333.0,1265806.0,,154167.0,,,,178182.0,180415.0,300951.0,,61818.0,570644.0,224743.0,228129.0,,137931.0,205714.0,,,133333.0,109375.0,,180000.0,146982.0,,,195067.0,240441.0,224324.0,103733.0,122389.0,212313.0,152765.0,,,,271699.0,154545.0,,118748.0,357953.0,160851.0,150000.0,,,252243.0,293729.0,,80719.0,16291.0,,100000.0,,66250.0,,,,,,77778.0,76173.0,206300.0,,,320018.0,213115.0,420345.0,,209515.0,283156.0,,,,135294.0,141339.0,204000.0,20947.0,58140.0,,200000.0,113333.0,25000.0,140947.0,284667.0,,364748.0,,243021.0,430000.0,78355.0,,63515.0,,193351.0,,235809.0,16727.0,,246512.0,,84471.0,,177215.0,58772.0,106667.0,203774.0,,,,160000.0,420000.0,292105.0,101109.0,,103733.0,,530712.0,,
1976,258617.0,248261.0,214800.0,590000.0,,267264.0,68284.0,,,118182.0,,,,65500.0,,366518.0,,135714.0,,38824.0,,182857.0,,,112480.0,266667.0,,82750.0,165790.0,246079.0,381809.0,170714.0,,233556.0,90006.0,297046.0,,113433.0,222090.0,166667.0,40000.0,962284.0,,158333.0,,,,177931.0,183776.0,252236.0,,60833.0,680251.0,230547.0,237950.0,,138298.0,220000.0,,,115200.0,109091.0,,232273.0,161123.0,,,189765.0,236522.0,224324.0,78133.0,129880.0,207347.0,149314.0,,,,314706.0,154545.0,,196749.0,336919.0,158917.0,181667.0,,,254902.0,281805.0,,138713.0,20743.0,,100000.0,,67261.0,,,,,,83333.0,75623.0,204573.0,,,312835.0,210439.0,449326.0,,210157.0,214130.0,,,,135294.0,122137.0,201176.0,21204.0,59091.0,,200000.0,113333.0,25000.0,147521.0,329342.0,200000.0,377831.0,,287031.0,436923.0,73196.0,,,,164517.0,,292826.0,16667.0,,250000.0,,84521.0,,181250.0,58804.0,97500.0,218967.0,,,,120000.0,432432.0,288462.0,141762.0,,78133.0,,514872.0,,
1977,254504.0,214403.0,262629.0,588182.0,,274138.0,90072.0,,,127273.0,,,,65395.0,,297344.0,,135714.0,,80000.0,,185714.0,,,111066.0,257778.0,,80000.0,172166.0,277217.0,344971.0,169375.0,,235579.0,81217.0,295037.0,,109959.0,303901.0,168750.0,35000.0,1109060.0,,160000.0,,,,177857.0,177501.0,316936.0,,60000.0,587803.0,236111.0,214805.0,,138614.0,290606.0,,,104348.0,111765.0,,218752.0,153500.0,,,182174.0,246071.0,224103.0,77733.0,164537.0,204368.0,143167.0,,,,291304.0,154545.0,,119296.0,380690.0,175400.0,183333.0,,,248000.0,311537.0,,90564.0,21864.0,,100000.0,,77690.0,,,,,,82105.0,75208.0,204418.0,81081.0,,358914.0,197482.0,507297.0,,210835.0,246314.0,,,,131579.0,164563.0,198750.0,21423.0,57778.0,,194118.0,120000.0,47059.0,151582.0,323611.0,200000.0,398904.0,,340530.0,436923.0,72973.0,,196667.0,,236948.0,,247342.0,16667.0,,247826.0,,83761.0,,177215.0,58803.0,110000.0,215768.0,,,,130000.0,447368.0,294231.0,119896.0,,77733.0,,442700.0,,
1978,353082.0,252417.0,244761.0,576923.0,,417743.0,98970.0,,,109091.0,,,,64286.0,,382569.0,,138462.0,,110182.0,,186111.0,,,96591.0,300000.0,,78625.0,177135.0,277536.0,346139.0,187500.0,,240353.0,82087.0,241542.0,,122000.0,296809.0,145833.0,42000.0,1081285.0,,160000.0,,,,176923.0,181392.0,350773.0,,60714.0,775042.0,238806.0,222532.0,,138889.0,192196.0,,,104348.0,114286.0,,198155.0,146957.0,,,183511.0,248106.0,216102.0,77867.0,145625.0,386100.0,143312.0,,,,236559.0,154545.0,,119644.0,374078.0,211667.0,164286.0,,,255656.0,328535.0,,125606.0,19938.0,,100000.0,,77832.0,,,,,,80000.0,79667.0,207350.0,88889.0,,349739.0,194319.0,486857.0,,206292.0,280926.0,,,,131579.0,192084.0,190667.0,25488.0,57778.0,,194118.0,120000.0,50000.0,159334.0,366667.0,200000.0,397055.0,,310244.0,446154.0,63380.0,,85429.0,,209505.0,,255702.0,16129.0,,240000.0,,84124.0,,177215.0,98009.0,95000.0,198577.0,,,,160000.0,475000.0,272381.0,119298.0,,77867.0,,407377.0,,
1979,249622.0,221414.0,247121.0,500000.0,,265077.0,91980.0,,,136364.0,,,,64286.0,45111.0,354330.0,,130769.0,,110192.0,,154054.0,,,151782.0,276596.0,,81250.0,137545.0,260495.0,346862.0,155833.0,,212346.0,112539.0,183827.0,,119580.0,254650.0,167429.0,41143.0,1018908.0,,157692.0,,,,178000.0,197295.0,290533.0,,59286.0,685031.0,242024.0,219572.0,,139130.0,195196.0,,,120000.0,97222.0,,194703.0,154651.0,,,186669.0,251614.0,204082.0,88533.0,67052.0,392193.0,134716.0,,,,290805.0,151515.0,,109360.0,371687.0,241933.0,170000.0,,,250000.0,284971.0,110118.0,148990.0,19697.0,,100000.0,,71490.0,,,,,,81000.0,77204.0,198083.0,156800.0,,347459.0,179737.0,502078.0,,197874.0,310511.0,,,,135294.0,157329.0,208000.0,84232.0,57778.0,,188235.0,111111.0,49000.0,159855.0,295506.0,200000.0,370426.0,,331198.0,461538.0,58101.0,,104200.0,,227425.0,,286304.0,16032.0,,233333.0,,78472.0,,181250.0,88098.0,100000.0,214447.0,,,,185000.0,442500.0,232632.0,208670.0,,88533.0,,456690.0,,
1980,290969.0,229228.0,233486.0,533333.0,,316821.0,60000.0,132426.0,,141667.0,,,,61538.0,49318.0,273209.0,,138462.0,,78182.0,,135000.0,,,165609.0,262500.0,,81250.0,164477.0,252343.0,344697.0,174667.0,,227303.0,113015.0,194807.0,,118008.0,224554.0,167059.0,35217.0,1317073.0,,155556.0,,,,180000.0,198922.0,279180.0,,57857.0,622304.0,233772.0,243368.0,,140496.0,227385.0,,,120000.0,113514.0,,180473.0,160617.0,,,174317.0,254795.0,208000.0,92533.0,112494.0,284860.0,113372.0,,,125000.0,281319.0,217647.0,,134247.0,406443.0,251338.0,166667.0,,,231160.0,366490.0,109800.0,159091.0,20526.0,,100000.0,,82504.0,,,,,,78095.0,78344.0,188577.0,171351.0,,296605.0,228046.0,451762.0,,201770.0,285304.0,,,,135294.0,142857.0,196667.0,79881.0,57778.0,,236154.0,110000.0,48333.0,160168.0,227826.0,200000.0,389766.0,,334406.0,520833.0,78336.0,,118000.0,,232771.0,,280000.0,15938.0,,232143.0,,44948.0,,175000.0,95638.0,80000.0,209096.0,,,,171667.0,450000.0,195238.0,214290.0,,92533.0,,484755.0,,
1981,270194.0,212549.0,238889.0,206000.0,,282907.0,71500.0,125298.0,,150000.0,,,,56688.0,43571.0,316758.0,,146154.0,,80000.0,,130000.0,,,165220.0,280000.0,,81250.0,168172.0,264918.0,339706.0,154375.0,,255750.0,112720.0,186507.0,,87066.0,258499.0,166176.0,32667.0,1355748.0,,155556.0,,,,177143.0,206257.0,295448.0,,57143.0,691069.0,242445.0,245243.0,,140625.0,232565.0,,,150000.0,119444.0,,216516.0,157673.0,,,190108.0,251076.0,211538.0,94833.0,226200.0,265373.0,126498.0,,,120000.0,288119.0,205556.0,,328809.0,387387.0,258231.0,172000.0,,,234375.0,316263.0,114200.0,125333.0,40000.0,,100000.0,,98480.0,,,,,,76852.0,78027.0,192321.0,146842.0,,365168.0,260052.0,530748.0,,204562.0,212000.0,,,,135294.0,168483.0,202571.0,94444.0,58696.0,,218571.0,109524.0,44894.0,156182.0,309649.0,200000.0,401107.0,,332056.0,705100.0,78808.0,,155524.0,,286077.0,,270619.0,16000.0,,223333.0,,44840.0,,181250.0,93885.0,60000.0,212619.0,,,,176000.0,413333.0,240000.0,168252.0,,94833.0,,395613.0,,
