,Australia & New Zealand,USSR,France,Bahrain,Fiji,Australia,Panama,Pakistan,French Guiana,Democratic Republic of the Congo,Belize,Ethiopia,Kenya,Guyana,Yemen,Romania,Serbia,Lebanon,Tajikistan,Suriname,Togo,Tunisia,Albania,Niger,"China, Hong Kong SAR",Democratic People's Republic of Korea,Slovenia,El Salvador,Hungary,Canada,Colombia,Iceland,Bahamas,Malta,Jamaica,Ecuador,Cabo Verde,Indonesia,Poland,Turkey,Antigua and Barbuda,Belgium-Luxembourg,Angola,Ethiopia PDR,Estonia,Melanesia,The former Yugoslav Republic of Macedonia,Malaysia,Greece,Czechoslovakia,Slovakia,Haiti,Republic of Korea,Egypt,New Zealand,Sudan,India,United Arab Emirates,Congo,Republic of Moldova,Martinique,Dominican Republic,Kyrgyzstan,Mexico,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,United States of America,Spain,"China, mainland",French Polynesia,Madagascar,Cyprus,Peru,Rwanda,Lithuania,Cameroon,Netherlands,Guatemala,Saint Kitts and Nevis,Cuba,Austria,Puerto Rico,Bermuda,Bhutan,Turkmenistan,Trinidad and Tobago,Norway,Dominica,Iraq,Libya,Timor-Leste,Senegal,United Republic of Tanzania,Philippines,Belgium,Singapore,Nepal,Luxembourg,Czechia,Costa Rica,Bangladesh,Italy,Qatar,Saint Lucia,Germany,Syrian Arab Republic,Sweden,Uzbekistan,China,Finland,Serbia and Montenegro,Armenia,Sudan (former),Morocco,Jordan,Chile,Honduras,Uruguay,Zimbabwe,Ireland,Malawi,Algeria,"China, Taiwan Province of",Israel,Réunion,Japan,Belarus,Denmark,Switzerland,Thailand,Namibia,Saudi Arabia,Georgia,United Kingdom,Azerbaijan,Mauritius,Nicaragua,Oman,Viet Nam,Bosnia and Herzegovina,Barbados,Russian Federation,Portugal,Bolivia (Plurinational State of),Grenada,Venezuela (Bolivarian Republic of),American Samoa,Latvia,Ukraine,Kuwait,South Africa,Guadeloupe,Sri Lanka,Mongolia,Polynesia,Croatia,Bulgaria,Montenegro,Occupied Palestinian Territory
2001,397879.0,,235110.0,204444.0,87249.0,405000.0,148421.0,149100.0,155020.0,175068.0,269077.0,96296.0,151006.0,54272.0,186027.0,205793.0,,304665.0,147353.0,231818.0,145109.0,112143.0,243850.0,120000.0,212450.0,191176.0,231384.0,91859.0,330370.0,178981.0,380137.0,302400.0,,128000.0,175723.0,61901.0,182418.0,156445.0,369343.0,220381.0,50315.0,,,,180195.0,87249.0,228182.0,110737.0,227273.0,,199149.0,66667.0,607838.0,285190.0,381357.0,,224389.0,450048.0,144454.0,93902.0,123476.0,155590.0,197082.0,312198.0,,247619.0,200993.0,237301.0,290796.0,331818.0,122008.0,187479.0,328571.0,139079.0,85106.0,212807.0,134307.0,302772.0,118182.0,100000.0,232441.0,471748.0,221023.0,175234.0,,150000.0,250111.0,302951.0,99127.0,133333.0,157827.0,40434.0,140198.0,137931.0,116122.0,343750.0,,220000.0,240000.0,361761.0,67169.0,97914.0,183750.0,150317.0,,477094.0,227571.0,495045.0,302778.0,331458.0,206148.0,127121.0,248089.0,190000.0,283429.0,228609.0,275556.0,309917.0,80000.0,104167.0,560000.0,124860.0,106943.0,311397.0,297753.0,150000.0,427855.0,216000.0,347368.0,182518.0,141957.0,333333.0,10000.0,71739.0,263203.0,142841.0,254096.0,14146.0,258621.0,193433.0,107704.0,200000.0,223483.0,184737.0,102827.0,99538.0,298593.0,62500.0,156722.0,159867.0,476715.0,609375.0,89590.0,136878.0,74211.0,103578.0,124997.0,209037.0,,341173.0
2002,400369.0,,242899.0,205152.0,87128.0,408335.0,146034.0,155785.0,156448.0,174806.0,278116.0,99563.0,137547.0,52174.0,187904.0,203317.0,,376307.0,203815.0,228333.0,143586.0,115833.0,245000.0,122067.0,214404.0,194286.0,315027.0,91807.0,243643.0,180257.0,416248.0,223200.0,,149793.0,169272.0,66482.0,181915.0,204672.0,439544.0,219529.0,50000.0,,,,127486.0,87128.0,208824.0,219505.0,214773.0,,136165.0,62609.0,580029.0,296872.0,381359.0,,220000.0,490033.0,144957.0,87472.0,120141.0,139394.0,214981.0,305622.0,,247366.0,207448.0,235942.0,290199.0,338095.0,125530.0,188942.0,335714.0,131815.0,83333.0,161311.0,135707.0,314815.0,188167.0,100000.0,236145.0,525145.0,219714.0,167594.0,,173077.0,254286.0,305281.0,99121.0,200000.0,154674.0,43651.0,157449.0,137873.0,117108.0,272158.0,,220000.0,200000.0,375176.0,65773.0,101354.0,171577.0,149403.0,,442667.0,211113.0,348182.0,295224.0,337764.0,225744.0,148504.0,241425.0,190000.0,262960.0,281888.0,279545.0,322993.0,84375.0,107817.0,555556.0,134663.0,107709.0,321417.0,301023.0,152568.0,425755.0,227083.0,344444.0,241238.0,161195.0,333333.0,10000.0,93008.0,222248.0,149455.0,250061.0,13939.0,262963.0,184419.0,126392.0,227727.0,211910.0,207818.0,102637.0,99402.0,329700.0,52000.0,182408.0,152585.0,443184.0,606073.0,89013.0,135923.0,52500.0,99126.0,126641.0,221256.0,,366897.0
2003,384606.0,,202284.0,204390.0,85714.0,385894.0,143729.0,157459.0,158467.0,174578.0,198871.0,88889.0,158603.0,53333.0,189335.0,241702.0,,355664.0,260640.0,231429.0,140169.0,120000.0,223529.0,129583.0,216454.0,195258.0,214356.0,95976.0,218871.0,195044.0,409346.0,235429.0,,146417.0,182878.0,59205.0,184239.0,208995.0,365026.0,219437.0,50000.0,,,,201692.0,85714.0,212121.0,193213.0,213483.0,,140552.0,62500.0,557548.0,276982.0,381359.0,,230624.0,454698.0,140000.0,141327.0,119068.0,134286.0,230959.0,316225.0,,254717.0,210540.0,237126.0,343935.0,335000.0,141222.0,190548.0,314815.0,136600.0,83333.0,249931.0,122581.0,351875.0,250000.0,105556.0,257370.0,451359.0,143878.0,161569.0,,181481.0,261824.0,286870.0,100000.0,106667.0,151754.0,47711.0,250000.0,138317.0,118748.0,286926.0,195600.0,220000.0,136667.0,372868.0,61777.0,98690.0,178250.0,149388.0,,489785.0,214281.0,414206.0,281585.0,334395.0,261357.0,115398.0,281413.0,200000.0,295629.0,334809.0,279279.0,312400.0,79167.0,103704.0,486754.0,150000.0,130127.0,303173.0,272233.0,151200.0,424773.0,270822.0,346000.0,268033.0,130675.0,333333.0,10000.0,90000.0,218558.0,148844.0,235169.0,14706.0,273333.0,174183.0,105342.0,220690.0,250916.0,208184.0,107231.0,99402.0,349701.0,43803.0,258063.0,199739.0,489557.0,600126.0,88891.0,140376.0,78947.0,98261.0,94649.0,260241.0,,349746.0
2004,393505.0,,246711.0,104259.0,87611.0,374474.0,143932.0,157113.0,161609.0,174182.0,296207.0,91730.0,178268.0,52632.0,160000.0,217430.0,,476316.0,262500.0,228750.0,140876.0,113750.0,253125.0,136627.0,218581.0,193056.0,338920.0,98333.0,297778.0,211920.0,419403.0,145750.0,,149833.0,177227.0,66422.0,182796.0,210618.0,397073.0,218273.0,50000.0,,,,203509.0,87611.0,209231.0,196539.0,200515.0,,177884.0,60000.0,629935.0,288406.0,443038.0,,219310.0,454545.0,147108.0,113747.0,118122.0,237077.0,230207.0,323672.0,,258226.0,214979.0,370543.0,305989.0,336735.0,139400.0,192290.0,321286.0,138119.0,85714.0,227745.0,142218.0,356502.0,468500.0,112500.0,241428.0,541656.0,56767.0,160989.0,66162.0,178571.0,262500.0,311347.0,99078.0,120000.0,148148.0,55115.0,250000.0,136878.0,120418.0,261293.0,204000.0,220588.0,191667.0,368505.0,59896.0,100982.0,185985.0,163500.0,132000.0,496052.0,218522.0,438819.0,341938.0,336105.0,256803.0,161878.0,292908.0,235000.0,256919.0,339964.0,277273.0,312611.0,97297.0,111516.0,544662.0,166667.0,166752.0,304840.0,306513.0,152743.0,404860.0,297911.0,351786.0,339774.0,128538.0,231600.0,10000.0,102970.0,284043.0,144800.0,227247.0,14444.0,265625.0,180556.0,129362.0,300000.0,239981.0,200000.0,108336.0,99427.0,381128.0,44286.0,209326.0,211575.0,491587.0,599799.0,89223.0,156357.0,76667.0,100235.0,140000.0,227890.0,,325270.0
2005,421429.0,,237070.0,205926.0,87907.0,371429.0,144132.0,156524.0,165038.0,173888.0,202222.0,94886.0,242321.0,52174.0,158808.0,185027.0,,443889.0,278235.0,214286.0,139279.0,113939.0,227778.0,142541.0,220772.0,197143.0,348049.0,90260.0,272243.0,212245.0,352431.0,173000.0,,148455.0,168096.0,68274.0,180412.0,223784.0,355689.0,217742.0,48113.0,,,,220334.0,87907.0,214790.0,194444.0,208339.0,,120951.0,63636.0,617846.0,285743.0,571429.0,,212422.0,368708.0,148407.0,159385.0,117176.0,383625.0,208253.0,341986.0,,264275.0,225333.0,367152.0,326090.0,336842.0,146222.0,193387.0,332879.0,141041.0,85106.0,231058.0,148127.0,368626.0,519481.0,109055.0,244308.0,518273.0,146154.0,160408.0,52527.0,185000.0,252844.0,309307.0,99056.0,113333.0,148800.0,62512.0,250000.0,129496.0,123233.0,277652.0,193750.0,220588.0,460000.0,541667.0,57947.0,104856.0,183716.0,152190.0,135000.0,499965.0,161566.0,351174.0,280870.0,335723.0,272724.0,145344.0,311185.0,217241.0,240313.0,339135.0,275556.0,320290.0,85294.0,114128.0,471890.0,166667.0,115162.0,281610.0,377806.0,151373.0,429325.0,290892.0,360693.0,299747.0,116042.0,231556.0,10000.0,76106.0,241154.0,153073.0,212768.0,14737.0,269792.0,175000.0,132837.0,202500.0,244690.0,187469.0,109390.0,97500.0,396303.0,42824.0,205601.0,208980.0,574583.0,571056.0,89555.0,155878.0,105263.0,102062.0,223736.0,209764.0,,314443.0
2006,424147.0,,208129.0,346818.0,100000.0,371243.0,142100.0,155357.0,160032.0,172524.0,284231.0,79737.0,240445.0,51852.0,159163.0,243250.0,152021.0,440000.0,276667.0,241471.0,137500.0,116033.0,223183.0,149425.0,222894.0,202443.0,313862.0,89867.0,298666.0,190841.0,361050.0,170556.0,,159727.0,176030.0,68750.0,178218.0,219591.0,327744.0,214437.0,47467.0,,,,248039.0,100000.0,187640.0,277686.0,206732.0,,124990.0,62544.0,641671.0,295139.0,573333.0,,222379.0,340069.0,149504.0,165302.0,117424.0,486711.0,275653.0,324974.0,,270355.0,240158.0,390839.0,313714.0,336957.0,137125.0,198895.0,326087.0,142019.0,84746.0,170549.0,153555.0,358667.0,456100.0,110417.0,193690.0,574343.0,148637.0,159828.0,52415.0,181250.0,253333.0,299916.0,99053.0,140000.0,148148.0,65825.0,250108.0,124780.0,124598.0,339275.0,190357.0,219780.0,397500.0,370497.0,55925.0,117545.0,185859.0,149919.0,132000.0,498720.0,222696.0,448113.0,360939.0,336454.0,289221.0,,324472.0,240000.0,306338.0,432558.0,273913.0,319512.0,86364.0,120833.0,461956.0,165714.0,133957.0,313464.0,290409.0,151212.0,701303.0,295215.0,332189.0,283078.0,131397.0,274286.0,10000.0,50714.0,289693.0,156152.0,192627.0,14737.0,264464.0,181847.0,152682.0,214000.0,378659.0,170588.0,110392.0,98000.0,426818.0,41017.0,168810.0,203079.0,569167.0,566100.0,89888.0,145564.0,137614.0,93242.0,255479.0,257850.0,170214.0,338966.0
2007,450369.0,,223706.0,327200.0,88781.0,403777.0,142267.0,157797.0,198104.0,173045.0,280962.0,66300.0,244774.0,52459.0,161245.0,193340.0,131886.0,449744.0,271500.0,242059.0,140000.0,131000.0,238095.0,150000.0,225004.0,205882.0,280657.0,109625.0,277309.0,206465.0,354539.0,188889.0,,157667.0,170734.0,67546.0,172642.0,212275.0,372450.0,208928.0,46804.0,,288059.0,,255965.0,88781.0,266459.0,387059.0,205231.0,,118870.0,61538.0,633596.0,301993.0,572917.0,,224257.0,366132.0,155172.0,96535.0,70889.0,636104.0,213880.0,344342.0,,276462.0,237831.0,326131.0,323953.0,333333.0,139286.0,201206.0,337209.0,143339.0,85714.0,266394.0,159107.0,555769.0,500617.0,115714.0,201975.0,576092.0,150000.0,159247.0,50475.0,171053.0,90741.0,259218.0,100000.0,121010.0,148148.0,71062.0,178723.0,120455.0,145193.0,294398.0,188667.0,220264.0,366667.0,286235.0,53829.0,119550.0,187800.0,149655.0,134762.0,525594.0,195882.0,380000.0,384615.0,332424.0,287587.0,,375086.0,240000.0,230898.0,459690.0,272904.0,319048.0,90000.0,118681.0,500000.0,166667.0,149660.0,288100.0,292930.0,146667.0,696177.0,310080.0,333333.0,274935.0,124030.0,351240.0,10000.0,41325.0,252885.0,147361.0,196018.0,14682.0,265806.0,183388.0,127507.0,230909.0,258421.0,166667.0,111398.0,98667.0,404007.0,43019.0,210785.0,189234.0,569167.0,563522.0,90220.0,156788.0,173527.0,94233.0,183429.0,222618.0,142377.0,320165.0
2008,435300.0,,307175.0,325000.0,88563.0,378919.0,149965.0,165089.0,188735.0,173186.0,288000.0,82116.0,240949.0,52941.0,162092.0,196592.0,145101.0,449744.0,327778.0,267619.0,132926.0,107273.0,300395.0,175655.0,227103.0,205795.0,308878.0,109326.0,288635.0,229157.0,323255.0,241111.0,,154227.0,170927.0,68330.0,175000.0,217639.0,377318.0,210818.0,45708.0,,74740.0,,338202.0,88563.0,226371.0,417714.0,254324.0,,119293.0,61905.0,672617.0,302410.0,573708.0,,222180.0,306213.0,152174.0,143999.0,136111.0,733333.0,220688.0,333037.0,,282594.0,236033.0,417896.0,280888.0,337429.0,136167.0,203578.0,594189.0,143197.0,86884.0,311003.0,164735.0,603922.0,438185.0,115094.0,170191.0,556861.0,141736.0,158667.0,20191.0,182857.0,88173.0,294806.0,99302.0,132169.0,148148.0,79600.0,170000.0,104817.0,149913.0,322216.0,185600.0,219780.0,245000.0,359574.0,51664.0,130106.0,201707.0,143000.0,136667.0,517613.0,185500.0,422500.0,491209.0,336550.0,266989.0,,358988.0,192000.0,267885.0,462848.0,264251.0,322736.0,92683.0,120344.0,435212.0,171264.0,144566.0,295850.0,248296.0,143023.0,700121.0,317392.0,360670.0,276713.0,126655.0,350238.0,10484.0,52375.0,277822.0,150282.0,184802.0,14629.0,265074.0,205812.0,138727.0,219000.0,276778.0,175000.0,112386.0,103571.0,417753.0,38117.0,213655.0,231671.0,487857.0,566167.0,90552.0,172489.0,135382.0,84439.0,162085.0,310005.0,251242.0,347951.0
2009,437654.0,,248785.0,318333.0,88342.0,379005.0,158519.0,149229.0,180214.0,173275.0,245484.0,83348.0,301350.0,52632.0,162391.0,207255.0,156733.0,393087.0,261905.0,173478.0,128477.0,116141.0,396204.0,142933.0,229192.0,206164.0,326309.0,64328.0,306330.0,218177.0,326319.0,386111.0,,148571.0,176283.0,66308.0,58738.0,200332.0,389545.0,210445.0,44920.0,,46190.0,,300242.0,88342.0,249955.0,433101.0,206818.0,,121169.0,62752.0,710333.0,322676.0,595585.0,,221457.0,339159.0,149575.0,124893.0,155556.0,681965.0,214586.0,323260.0,,288749.0,291682.0,385577.0,338983.0,336648.0,134286.0,205908.0,980000.0,140870.0,156029.0,349233.0,170415.0,574490.0,446675.0,112214.0,192004.0,551640.0,142262.0,158086.0,36971.0,150000.0,227660.0,297008.0,99227.0,133150.0,148565.0,80855.0,200000.0,105910.0,147014.0,293684.0,199600.0,224251.0,295000.0,416820.0,49437.0,124570.0,194582.0,149829.0,111786.0,565804.0,200095.0,450000.0,490909.0,336544.0,288175.0,,377489.0,73529.0,257020.0,333346.0,253994.0,337998.0,95238.0,121900.0,420256.0,177457.0,151663.0,331619.0,283850.0,143561.0,695512.0,333667.0,401205.0,307638.0,126102.0,345933.0,10716.0,62857.0,276974.0,145732.0,206400.0,14583.0,266818.0,220089.0,138730.0,195385.0,285771.0,175269.0,106690.0,98500.0,437579.0,36373.0,242954.0,220015.0,490474.0,566733.0,90885.0,156144.0,164086.0,85998.0,201002.0,246798.0,254380.0,345292.0
2010,435611.0,,239085.0,300235.0,88117.0,372407.0,158870.0,146294.0,189378.0,162500.0,258382.0,109877.0,358015.0,52766.0,160000.0,208281.0,161122.0,412873.0,263004.0,236047.0,123607.0,116895.0,216770.0,183043.0,231274.0,203577.0,339663.0,64328.0,251468.0,213259.0,308004.0,327222.0,269500.0,147689.0,163980.0,63559.0,151408.0,205098.0,433900.0,208026.0,44121.0,,46331.0,,257595.0,88117.0,317693.0,291971.0,276765.0,,113321.0,63275.0,620752.0,300560.0,617141.0,,242309.0,281452.0,149995.0,136022.0,139453.0,705252.0,225834.0,322153.0,,294926.0,238121.0,390534.0,387588.0,336813.0,140333.0,208168.0,1551071.0,139379.0,123578.0,177667.0,189655.0,589362.0,443992.0,112308.0,189901.0,550473.0,145488.0,157506.0,37194.0,150420.0,45215.0,298794.0,100000.0,151382.0,148438.0,92442.0,122222.0,107143.0,150649.0,307155.0,202222.0,237168.0,570000.0,332925.0,47158.0,131980.0,195670.0,150116.0,104792.0,543891.0,185660.0,520000.0,524272.0,336668.0,265143.0,,355235.0,70588.0,300497.0,320964.0,250970.0,332402.0,92781.0,123408.0,405996.0,183141.0,171946.0,328818.0,255664.0,144861.0,675285.0,330411.0,360476.0,312003.0,134362.0,339353.0,11447.0,41061.0,297107.0,153282.0,200084.0,14552.0,349187.0,230638.0,139359.0,209037.0,236376.0,183127.0,81906.0,99516.0,377025.0,34644.0,261197.0,211796.0,500814.0,568739.0,91217.0,170761.0,163817.0,83565.0,223289.0,301755.0,279884.0,340706.0
2011,433790.0,,275898.0,288268.0,87890.0,370466.0,165050.0,149071.0,183796.0,173277.0,240000.0,100220.0,290857.0,52286.0,146939.0,217708.0,153292.0,452818.0,284240.0,257879.0,116667.0,116871.0,252222.0,213684.0,233350.0,212414.0,350225.0,83833.0,294092.0,212905.0,271764.0,278781.0,267333.0,150056.0,177190.0,60809.0,174990.0,208769.0,447353.0,206675.0,43316.0,,42733.0,,370036.0,87890.0,308076.0,317049.0,290484.0,,110909.0,63178.0,721224.0,298969.0,634768.0,,215420.0,266154.0,150312.0,156117.0,140254.0,802509.0,208163.0,331483.0,,301126.0,244979.0,452680.0,348931.0,336799.0,141356.0,210348.0,1415484.0,134666.0,126643.0,342121.0,184569.0,560870.0,438873.0,110345.0,192730.0,609036.0,142893.0,156926.0,11696.0,165668.0,129016.0,285000.0,98293.0,135206.0,149240.0,93014.0,204583.0,110000.0,146561.0,326050.0,200000.0,249012.0,500000.0,399357.0,44844.0,131035.0,199377.0,149487.0,89602.0,558827.0,193863.0,483696.0,503183.0,337252.0,319882.0,,372021.0,65789.0,119351.0,492946.0,255892.0,335111.0,93071.0,124890.0,390191.0,189000.0,181018.0,364229.0,239935.0,144742.0,674303.0,354316.0,394562.0,350165.0,144678.0,322247.0,11500.0,65185.0,285932.0,157302.0,208939.0,14522.0,307057.0,241022.0,128764.0,217842.0,286101.0,188172.0,80892.0,99928.0,389613.0,32929.0,273721.0,258247.0,508519.0,568442.0,91549.0,202321.0,158648.0,84536.0,204692.0,174796.0,270590.0,340189.0
2012,444998.0,,263270.0,291234.0,80000.0,366090.0,162639.0,154265.0,195332.0,183333.0,306333.0,104181.0,261471.0,52215.0,157143.0,200981.0,255593.0,443116.0,308779.0,270455.0,111538.0,117220.0,245263.0,264795.0,237500.0,233333.0,284157.0,79896.0,319915.0,213089.0,313851.0,217434.0,269362.0,153436.0,171675.0,58574.0,174984.0,225592.0,428530.0,205272.0,41667.0,,38474.0,,351548.0,80000.0,267633.0,268951.0,315932.0,,234141.0,63347.0,711886.0,392031.0,652395.0,65785.0,215692.0,377083.0,150540.0,102305.0,161458.0,545406.0,193408.0,327439.0,,323529.0,249938.0,389704.0,323714.0,335106.0,142863.0,213333.0,653906.0,138470.0,141176.0,382759.0,218868.0,422737.0,453563.0,98333.0,195000.0,579132.0,140298.0,156345.0,31514.0,163604.0,136118.0,294901.0,94118.0,127189.0,150000.0,90940.0,204921.0,116667.0,148183.0,335119.0,197694.0,266667.0,500000.0,412633.0,36364.0,127490.0,199129.0,150000.0,69162.0,570416.0,182152.0,407500.0,590759.0,335365.0,318052.0,,376744.0,,37508.0,441083.0,248207.0,337820.0,94737.0,128571.0,377657.0,196250.0,202546.0,350775.0,220924.0,144623.0,423167.0,327189.0,371430.0,353785.0,180424.0,325019.0,10714.0,61607.0,254345.0,173115.0,206318.0,14545.0,293174.0,247183.0,111955.0,211517.0,293122.0,263500.0,80829.0,100118.0,335541.0,31429.0,286797.0,245074.0,419452.0,566395.0,91882.0,179413.0,164618.0,96978.0,186384.0,226755.0,237156.0,341404.0
2013,444342.0,,260651.0,294807.0,87333.0,361700.0,156376.0,156658.0,190112.0,166667.0,279818.0,100704.0,300885.0,52442.0,153448.0,210486.0,270227.0,448548.0,318603.0,261795.0,109887.0,117569.0,186245.0,264795.0,238075.0,233333.0,256440.0,144935.0,260898.0,212141.0,24350.0,192302.0,269031.0,151715.0,169115.0,57364.0,182303.0,226923.0,454738.0,203870.0,41760.0,,37733.0,,398059.0,87333.0,272818.0,266559.0,317966.0,,300533.0,63536.0,709390.0,293948.0,670022.0,65796.0,229409.0,335531.0,150768.0,121892.0,139754.0,539705.0,195601.0,332853.0,,312151.0,253579.0,409871.0,313787.0,336518.0,143636.0,213415.0,613433.0,141872.0,134068.0,270357.0,196902.0,422205.0,436579.0,108000.0,147283.0,493925.0,137702.0,155765.0,17921.0,163941.0,67963.0,278998.0,96874.0,140470.0,150408.0,96012.0,190670.0,116082.0,151489.0,379950.0,197798.0,266667.0,502538.0,386752.0,39564.0,123556.0,196988.0,149528.0,54282.0,541249.0,184406.0,420000.0,601108.0,336807.0,327081.0,,369707.0,,310601.0,511127.0,247901.0,340529.0,94595.0,128571.0,294595.0,200814.0,197825.0,354457.0,208862.0,144504.0,419825.0,301891.0,402618.0,299033.0,223054.0,326045.0,10862.0,51137.0,245167.0,159505.0,212358.0,14457.0,252976.0,244255.0,134509.0,210726.0,299246.0,262098.0,83036.0,100168.0,330614.0,29323.0,261509.0,266340.0,395429.0,566828.0,92214.0,249415.0,158152.0,94074.0,223428.0,236819.0,290584.0,342619.0
2014,442577.0,,284582.0,300429.0,87474.0,352246.0,157811.0,156256.0,200650.0,171480.0,287177.0,99004.0,309165.0,52071.0,150724.0,234547.0,235013.0,453979.0,373702.0,229123.0,111814.0,117918.0,237268.0,279140.0,240881.0,228694.0,215499.0,128309.0,230460.0,212448.0,26664.0,176580.0,268782.0,149995.0,171452.0,56153.0,166083.0,227492.0,449088.0,202467.0,41841.0,,40134.0,,415022.0,87474.0,279366.0,379889.0,209381.0,,346998.0,63711.0,741322.0,299805.0,687648.0,66110.0,225901.0,317179.0,150995.0,148424.0,138398.0,518207.0,221497.0,342259.0,,317776.0,252867.0,397237.0,333777.0,340207.0,144850.0,215065.0,560241.0,143251.0,139505.0,282963.0,196994.0,457681.0,442444.0,86667.0,147399.0,587372.0,135107.0,155782.0,23429.0,164279.0,42913.0,275310.0,98366.0,133554.0,147729.0,100212.0,182384.0,116859.0,154014.0,343667.0,198146.0,270233.0,500000.0,485988.0,46977.0,134058.0,197786.0,149933.0,80963.0,599573.0,188481.0,454286.0,602499.0,340584.0,350742.0,,367953.0,,256821.0,412186.0,249985.0,343238.0,96000.0,129539.0,306944.0,207672.0,227810.0,364113.0,184114.0,144385.0,426513.0,335872.0,451392.0,354744.0,224690.0,327070.0,11262.0,37581.0,272613.0,159942.0,186856.0,14503.0,306736.0,251723.0,118055.0,209935.0,315319.0,267295.0,81244.0,100218.0,328102.0,26942.0,304914.0,263565.0,450886.0,567262.0,92547.0,248787.0,156228.0,87470.0,288165.0,217722.0,330443.0,343835.0
