,Cuba,Jamaica,Vanuatu,France,Israel,Fiji,Australia,Venezuela (Bolivarian Republic of),Madagascar,Pakistan,French Guiana,United Republic of Tanzania,Paraguay,Samoa,Saint Kitts and Nevis,Indonesia,Ethiopia,Kenya,Guyana,Costa Rica,Bangladesh,Senegal,Wallis and Futuna Islands,Zambia,Australia & New Zealand,Papua New Guinea,Suriname,Niue,China,Burkina Faso,Mozambique,Armenia,Sudan (former),Morocco,Jordan,Saint Lucia,Colombia,Spain,Malawi,India,Algeria,"China, Taiwan Province of",Ecuador,Réunion,Kiribati,Seychelles,Antigua and Barbuda,Tuvalu,South Sudan,Egypt,Melanesia,Malaysia,Grenada,Mexico,Yemen,Haiti,Timor-Leste,Tunisia,Polynesia,Micronesia,Zimbabwe,Barbados,Turkey,Dominican Republic,Bahamas,Tonga,Iran (Islamic Republic of),Peru,Djibouti,Philippines,Thailand,Guinea,"China, mainland",French Polynesia,Guadeloupe,Tokelau,Cyprus,United Arab Emirates,Côte d'Ivoire,Rwanda,New Zealand,Myanmar,Brazil,Liberia,Nauru
1971,24550.0,45953.0,420.0,,350.0,364.0,3319.0,12431.0,87000.0,74780.0,-1.0,32000.0,14262.0,6500.0,1100.0,790000.0,,1000.0,980.0,-1.0,190000.0,4150.0,4250.0,40000.0,5319.0,564.0,-1.0,300.0,414709.0,4300.0,19000.0,,-1.0,500.0,-1.0,1705.0,-1.0,9848.0,-1.0,1820000.0,10.0,94709.0,,,640.0,131.0,6700.0,250.0,,,1348.0,140000.0,-1.0,174326.0,,-1.0,8596.0,20000.0,12348.0,780.0,,1252.0,-1.0,-1.0,3300.0,1000.0,,88049.0,-1.0,1635000.0,342000.0,33000.0,320000.0,,1900.0,48.0,,,2800.0,-1.0,2000.0,-1.0,75000.0,1890.0,140.0
1972,28154.0,45940.0,455.0,,350.0,362.0,2748.0,13343.0,90000.0,117600.0,-1.0,32000.0,14614.0,7000.0,1100.0,795000.0,,1000.0,1000.0,-1.0,192000.0,4300.0,4250.0,41000.0,5479.0,600.0,-1.0,200.0,461111.0,4500.0,19000.0,,-1.0,500.0,-1.0,1720.0,-1.0,8828.0,-1.0,1750000.0,20.0,76111.0,,,660.0,132.0,6800.0,200.0,,,1417.0,142000.0,-1.0,163203.0,,-1.0,8764.0,20000.0,12748.0,800.0,,1280.0,-1.0,-1.0,3500.0,1050.0,,80603.0,-1.0,1645000.0,427500.0,33000.0,385000.0,,2000.0,48.0,,,3000.0,-1.0,2731.0,-1.0,77000.0,2000.0,140.0
1973,29318.0,46000.0,490.0,,350.0,146.0,3019.0,14142.0,90000.0,105200.0,-1.0,34000.0,14993.0,7300.0,1100.0,805000.0,,1000.0,1020.0,-1.0,197185.0,4500.0,4260.0,42000.0,5181.0,650.0,-1.0,200.0,538588.0,4600.0,19000.0,,-1.0,500.0,-1.0,1730.0,-1.0,5838.0,-1.0,1880000.0,20.0,103588.0,,,690.0,132.0,6900.0,150.0,,,1286.0,144000.0,-1.0,178813.0,,-1.0,8946.0,20000.0,13059.0,840.0,,1310.0,-1.0,-1.0,3600.0,1100.0,,83932.0,-1.0,1655000.0,478800.0,33000.0,435000.0,,3013.0,49.0,,,3500.0,-1.0,2162.0,-1.0,78900.0,2000.0,150.0
1974,28590.0,46200.0,525.0,,350.0,205.0,3704.0,14827.0,95883.0,112100.0,-1.0,34000.0,15332.0,7500.0,1100.0,805000.0,,1000.0,980.0,-1.0,193451.0,4500.0,4290.0,43000.0,6296.0,700.0,-1.0,280.0,592926.0,4800.0,19000.0,,-1.0,500.0,-1.0,1760.0,-1.0,14460.0,-1.0,1910000.0,10.0,142926.0,,300.0,710.0,133.0,7000.0,300.0,,,1430.0,150000.0,-1.0,219406.0,,-1.0,9100.0,22000.0,13619.0,870.0,,1330.0,-1.0,-1.0,3700.0,1200.0,,83126.0,-1.0,1775000.0,494000.0,33000.0,450000.0,,2918.0,49.0,,,3500.0,-1.0,2592.0,-1.0,79700.0,2100.0,160.0
1975,31012.0,47000.0,560.0,,350.0,683.0,3863.0,15347.0,101985.0,136100.0,-1.0,35000.0,14773.0,7500.0,1200.0,810000.0,,1000.0,1000.0,-1.0,196254.0,4500.0,4320.0,45000.0,4996.0,750.0,-1.0,500.0,517490.0,4900.0,12000.0,,-1.0,400.0,-1.0,1625.0,-1.0,13368.0,-1.0,1935000.0,10.0,117490.0,,300.0,730.0,133.0,7100.0,220.0,,,1993.0,160000.0,-1.0,192590.0,,-1.0,9000.0,24000.0,13889.0,900.0,,1360.0,-1.0,-1.0,3800.0,1300.0,,85436.0,-1.0,1805000.0,513000.0,33000.0,400000.0,,2848.0,49.0,,,5000.0,-1.0,1133.0,-1.0,86152.0,2200.0,170.0
1976,35442.0,47000.0,595.0,,350.0,380.0,3407.0,15500.0,86210.0,100200.0,-1.0,36000.0,15180.0,7500.0,1200.0,815000.0,,1000.0,1000.0,-1.0,205887.0,4500.0,4350.0,47000.0,5475.0,800.0,-1.0,400.0,526557.0,5000.0,15000.0,,-1.0,400.0,-1.0,1657.0,-1.0,10091.0,-1.0,2000000.0,5.0,156557.0,,300.0,750.0,134.0,7200.0,200.0,,,1775.0,170000.0,-1.0,193644.0,,-1.0,9000.0,24000.0,13895.0,900.0,,1380.0,-1.0,-1.0,3900.0,1400.0,,85506.0,-1.0,1880000.0,513000.0,33000.0,370000.0,,2830.0,45.0,,,5000.0,-1.0,2068.0,-1.0,87900.0,2250.0,150.0
1977,29536.0,48000.0,630.0,,350.0,400.0,3229.0,15700.0,82790.0,124100.0,-1.0,37000.0,15596.0,7500.0,1200.0,825000.0,,1000.0,1050.0,-1.0,206330.0,4500.0,4370.0,49000.0,5284.0,850.0,-1.0,550.0,502384.0,5500.0,15000.0,,-1.0,400.0,-1.0,1700.0,-1.0,10832.0,-1.0,2025000.0,5.0,132384.0,,300.0,770.0,134.0,7300.0,250.0,,2900.0,1880.0,190000.0,-1.0,177507.0,,-1.0,9000.0,26000.0,14216.0,920.0,,1400.0,-1.0,-1.0,4300.0,1500.0,,79333.0,-1.0,1890000.0,532000.0,33000.0,370000.0,,2910.0,46.0,,,5000.0,-1.0,2055.0,-1.0,128900.0,2300.0,150.0
1978,35761.0,50000.0,660.0,,250.0,420.0,3334.0,16500.0,78575.0,124100.0,-1.0,38000.0,15835.0,7500.0,1200.0,865000.0,,1000.0,1100.0,-1.0,193467.0,4500.0,4400.0,51000.0,4952.0,900.0,-1.0,600.0,566826.0,5700.0,15000.0,,-1.0,400.0,-1.0,1700.0,-1.0,14719.0,-1.0,2160000.0,,146826.0,,300.0,790.0,135.0,7400.0,260.0,,2000.0,1980.0,200000.0,-1.0,237592.0,,-1.0,9000.0,26000.0,14406.0,950.0,,1420.0,-1.0,-1.0,4633.0,1600.0,,78487.0,-1.0,1945000.0,570000.0,33000.0,420000.0,,2867.0,46.0,,,7000.0,-1.0,1618.0,-1.0,122800.0,2400.0,160.0
1979,46213.0,51000.0,705.0,,250.0,460.0,3479.0,17000.0,70280.0,116936.0,-1.0,39000.0,16625.0,7500.0,1200.0,890000.0,,1500.0,1100.0,-1.0,198383.0,4500.0,4400.0,55000.0,5767.0,950.0,-1.0,600.0,544069.0,5800.0,15000.0,,-1.0,400.0,-1.0,1750.0,-1.0,16069.0,-1.0,2230000.0,,205169.0,,300.0,810.0,135.0,7400.0,300.0,,3000.0,2115.0,210000.0,-1.0,209373.0,600.0,-1.0,9000.0,27000.0,14546.0,990.0,,1450.0,-1.0,-1.0,4600.0,1700.0,,79153.0,-1.0,1910000.0,589000.0,33000.0,338900.0,,1531.0,46.0,,,7000.0,-1.0,2288.0,-1.0,118599.0,2500.0,180.0
1980,50033.0,51000.0,735.0,,100.0,685.0,3794.0,17100.0,79150.0,123690.0,-1.0,40000.0,17000.0,7500.0,1250.0,920000.0,,1500.0,1150.0,-1.0,204035.0,5000.0,4400.0,58000.0,5953.0,1000.0,-1.0,550.0,686183.0,6000.0,15000.0,,-1.0,400.0,-1.0,1800.0,-1.0,20961.0,-1.0,2310000.0,,314583.0,,300.0,830.0,136.0,7500.0,290.0,,4000.0,2420.0,200000.0,-1.0,422192.0,630.0,-1.0,9000.0,27000.0,14586.0,1030.0,,1450.0,-1.0,-1.0,4650.0,1800.0,,74669.0,-1.0,2095000.0,608000.0,33000.0,371600.0,,1416.0,46.0,,,7000.0,-1.0,2159.0,-1.0,207979.0,2600.0,200.0
1981,49361.0,52000.0,770.0,,100.0,437.0,4219.0,19130.0,80385.0,198093.0,-1.0,41000.0,17500.0,7000.0,1250.0,960000.0,,1600.0,1200.0,-1.0,207500.0,4000.0,4400.0,62000.0,6061.0,1100.0,-1.0,600.0,744230.0,6100.0,15000.0,,-1.0,300.0,-1.0,1850.0,-1.0,20665.0,-1.0,2390000.0,,346230.0,,400.0,850.0,136.0,7600.0,250.0,,3500.0,2307.0,150000.0,-1.0,387136.0,575.0,-1.0,9000.0,27200.0,14186.0,1060.0,,1470.0,-1.0,-1.0,4680.0,1890.0,,79009.0,-1.0,2150000.0,615600.0,33000.0,398000.0,,1358.0,46.0,10.0,,7000.0,-1.0,1842.0,-1.0,185162.0,2700.0,210.0
1982,50427.0,52000.0,805.0,,100.0,438.0,3613.0,18340.0,82000.0,253330.0,-1.0,42000.0,18000.0,6500.0,1300.0,980000.0,,1600.0,1250.0,-1.0,208640.0,4000.0,4400.0,64000.0,6616.0,1150.0,-1.0,500.0,801058.0,6300.0,15000.0,,-1.0,300.0,-1.0,1900.0,-1.0,23629.0,-1.0,2495000.0,,375058.0,,400.0,870.0,138.0,7700.0,270.0,,4000.0,2393.0,180000.0,-1.0,581426.0,603.0,-1.0,9000.0,27300.0,13618.0,1090.0,,1480.0,-1.0,-1.0,4700.0,1900.0,10.0,90115.0,-1.0,2485000.0,627000.0,35000.0,426000.0,,1368.0,48.0,10.0,,10000.0,-1.0,3003.0,-1.0,212063.0,2800.0,220.0
1983,54814.0,53000.0,840.0,,2400.0,69.0,4114.0,20200.0,84000.0,276492.0,-1.0,43000.0,18500.0,6000.0,1350.0,1010000.0,,1700.0,1300.0,-1.0,210970.0,3500.0,4400.0,66000.0,8114.0,1200.0,-1.0,500.0,822213.0,6500.0,15000.0,,-1.0,300.0,-1.0,1950.0,-1.0,33963.0,-1.0,2570000.0,,435213.0,,500.0,890.0,140.0,7800.0,300.0,,5000.0,2109.0,190000.0,-1.0,418913.0,603.0,-1.0,9000.0,28100.0,13146.0,1090.0,,1500.0,-1.0,-1.0,4720.0,1900.0,9.0,89739.0,-1.0,2570000.0,638400.0,35000.0,387000.0,,1500.0,46.0,25.0,,10000.0,-1.0,4000.0,-1.0,212111.0,3000.0,200.0
1984,54336.0,53000.0,875.0,,300.0,217.0,3458.0,21000.0,86000.0,289099.0,-1.0,44000.0,19000.0,5500.0,1350.0,1140000.0,,1500.0,1300.0,-1.0,221360.0,4000.0,4400.0,67000.0,4758.0,1250.0,-1.0,500.0,938289.0,6500.0,15000.0,,-1.0,300.0,-1.0,1980.0,-1.0,33917.0,-1.0,3295000.0,,499289.0,2030.0,661.0,900.0,142.0,7900.0,310.0,,5000.0,2342.0,200000.0,-1.0,384966.0,629.0,-1.0,9000.0,28500.0,12706.0,1108.0,100.0,1520.0,-1.0,-1.0,4750.0,1950.0,9.0,95917.0,-1.0,2555000.0,646000.0,36000.0,439000.0,,1508.0,46.0,45.0,,10000.0,-1.0,1300.0,-1.0,223241.0,3000.0,208.0
1985,64297.0,54000.0,910.0,,200.0,109.0,4116.0,21600.0,88000.0,313864.0,-1.0,44500.0,19000.0,5000.0,1400.0,1145000.0,,5000.0,1350.0,-1.0,229060.0,4000.0,4200.0,68000.0,7116.0,1300.0,-1.0,500.0,972858.0,6700.0,15000.0,,-1.0,300.0,-1.0,2000.0,-1.0,29423.0,-1.0,3275000.0,,540858.0,7212.0,661.0,920.0,145.0,8000.0,315.0,,5000.0,2319.0,205000.0,-1.0,125789.0,655.0,-1.0,9000.0,29000.0,11961.0,1137.0,200.0,1550.0,-1.0,-1.0,4800.0,1900.0,75.0,91304.0,-1.0,2755000.0,646000.0,36000.0,432000.0,,1610.0,46.0,45.0,,10000.0,-1.0,3000.0,-1.0,285240.0,3000.0,217.0
1986,53241.0,54000.0,945.0,,250.0,138.0,4706.0,22200.0,90000.0,312792.0,-1.0,45000.0,19000.0,4500.0,1400.0,1155000.0,,6000.0,1400.0,1500.0,234580.0,4500.0,4200.0,70000.0,7706.0,1400.0,-1.0,500.0,1120366.0,7000.0,16000.0,,-1.0,300.0,-1.0,2000.0,-1.0,29828.0,1000.0,3670000.0,,536366.0,8982.0,1500.0,950.0,150.0,8000.0,320.0,,5500.0,2483.0,245000.0,-1.0,203707.0,741.0,-1.0,9000.0,29400.0,11416.0,1176.0,200.0,1550.0,-1.0,-1.0,4900.0,1850.0,300.0,90110.0,-1.0,2860000.0,660400.0,36500.0,584000.0,,2407.0,46.0,45.0,,15000.0,-1.0,3000.0,-1.0,300000.0,3000.0,226.0
1987,43517.0,54500.0,910.0,,200.0,177.0,4536.0,22000.0,92000.0,336473.0,-1.0,45500.0,18500.0,4000.0,1400.0,1160000.0,,7000.0,1500.0,2000.0,254235.0,5000.0,4300.0,71000.0,8036.0,1450.0,-1.0,500.0,1167783.0,7000.0,17000.0,,-1.0,310.0,-1.0,2100.0,-1.0,32987.0,1700.0,3230000.0,,477783.0,9382.0,6520.0,970.0,150.0,8000.0,320.0,,5600.0,2537.0,260000.0,1562.0,198873.0,862.0,-1.0,9000.0,29800.0,11267.0,1203.0,300.0,1500.0,-1.0,-1.0,4800.0,1800.0,305.0,88563.0,-1.0,3065000.0,672600.0,37000.0,690000.0,301.0,2342.0,46.0,40.0,,15000.0,-1.0,3500.0,3500.0,312416.0,3000.0,233.0
1988,59047.0,55000.0,980.0,,100.0,116.0,3940.0,22000.0,94000.0,341718.0,-1.0,46000.0,18000.0,4000.0,1450.0,1215000.0,,8000.0,1500.0,3300.0,251326.0,4000.0,4400.0,74000.0,7940.0,1450.0,-1.0,500.0,1304411.0,7000.0,18000.0,,-1.0,320.0,-1.0,2200.0,17000.0,35999.0,1000.0,2745000.0,,585176.0,4946.0,7224.0,900.0,150.0,8000.0,330.0,,5700.0,2546.0,265000.0,1560.0,202359.0,1120.0,-1.0,9000.0,30100.0,11345.0,1138.0,300.0,1400.0,-1.0,-1.0,4800.0,1750.0,3.0,89383.0,-1.0,3205000.0,672000.0,37000.0,719235.0,319.0,2626.0,46.0,35.0,,20000.0,-1.0,4000.0,6500.0,331045.0,3000.0,238.0
1989,53490.0,55000.0,980.0,,50.0,56.0,3385.0,24000.0,96000.0,348723.0,-1.0,46500.0,18000.0,4000.0,1200.0,1400000.0,,9000.0,1500.0,3400.0,253790.0,4000.0,4400.0,75000.0,7385.0,1500.0,-1.0,500.0,1279067.0,7000.0,18000.0,,-1.0,320.0,-1.0,2300.0,244000.0,29021.0,1000.0,2805000.0,,597284.0,4347.0,5348.0,850.0,155.0,6000.0,340.0,,5800.0,2536.0,270000.0,1580.0,198268.0,1131.0,-1.0,9000.0,52400.0,11386.0,1100.0,400.0,1300.0,-1.0,-1.0,4700.0,1700.0,6.0,87463.0,-1.0,3309000.0,675500.0,38000.0,681783.0,400.0,2236.0,46.0,15.0,,20000.0,-1.0,4000.0,6000.0,339649.0,3000.0,250.0
1990,55000.0,52658.0,1050.0,,250.0,30.0,3038.0,24000.0,100000.0,356588.0,-1.0,47000.0,18200.0,3627.0,842.0,1186861.0,,10000.0,1089.0,3400.0,253250.0,3500.0,3990.0,76000.0,7387.0,1400.0,-1.0,100.0,965207.0,6790.0,18500.0,,5000.0,259.0,-1.0,2400.0,150000.0,23361.0,1302.0,2987418.0,0.0,541985.0,3800.0,6963.0,1000.0,202.0,6500.0,300.0,,6000.0,2480.0,250000.0,1646.0,207433.0,1145.0,1300.0,9397.0,59000.0,10016.0,1255.0,379.0,1200.0,-1.0,10000.0,4700.0,1542.0,3.0,89981.0,600.0,3455000.0,678900.0,38500.0,423222.0,415.0,1031.0,42.0,56.0,-1.0,20824.0,1000.0,4349.0,7000.0,345042.0,2910.0,255.0
1991,58000.0,56000.0,1066.0,,250.0,13.0,3203.0,22097.0,104000.0,374452.0,-1.0,47500.0,18145.0,4500.0,1300.0,1207964.0,,12000.0,1509.0,8000.0,254664.0,3300.0,4179.0,77000.0,6903.0,1380.0,-1.0,106.0,1032005.0,6674.0,17000.0,,6000.0,325.0,-1.0,2500.0,300000.0,27447.0,789.0,2480000.0,0.0,582613.0,1836.0,6503.0,1000.0,142.0,7000.0,360.0,,6200.0,2459.0,243000.0,1664.0,222541.0,1813.0,1330.0,838.0,65600.0,11297.0,1260.0,500.0,1300.0,-1.0,10000.0,4500.0,1647.0,0.0,89827.0,700.0,3385000.0,682100.0,36500.0,449392.0,445.0,178.0,60.0,70.0,-1.0,25075.0,2000.0,3700.0,6200.0,384077.0,3232.0,260.0
1992,57000.0,56000.0,1086.0,,210.0,15.0,3012.0,22148.0,106000.0,395362.0,-1.0,46000.0,18300.0,4000.0,1350.0,1101276.0,,14976.0,1600.0,6000.0,257360.0,4000.0,4148.0,70000.0,6412.0,1550.0,-1.0,112.0,974491.0,6798.0,12000.0,1500.0,7000.0,330.0,-1.0,2650.0,347218.0,22346.0,800.0,2825000.0,0.0,486491.0,1607.0,7000.0,1000.0,145.0,7099.0,370.0,,6400.0,2651.0,230000.0,1663.0,226517.0,1837.0,1344.0,787.0,72000.0,10884.0,1270.0,400.0,1300.0,-1.0,10000.0,4300.0,1600.0,0.0,89622.0,750.0,3356000.0,685900.0,40000.0,488000.0,594.0,653.0,60.0,100.0,-1.0,25000.0,3000.0,3400.0,10000.0,420894.0,3232.0,270.0
1993,56000.0,57000.0,1100.0,-1.0,200.0,4.0,4000.0,22198.0,108000.0,403862.0,-1.0,47000.0,18288.0,4796.0,1400.0,1244780.0,-1.0,16331.0,2148.0,3400.0,255605.0,5000.0,4250.0,75000.0,7100.0,1580.0,-1.0,117.0,1061980.0,6921.0,15000.0,600.0,8000.0,335.0,1342.0,2600.0,207848.0,31239.0,900.0,2950000.0,-1.0,539102.0,3096.0,6192.0,1000.0,147.0,7182.0,340.0,,6500.0,2684.0,260000.0,1641.0,231971.0,1837.0,1358.0,67.0,73000.0,11683.0,1275.0,500.0,1300.0,-1.0,10000.0,4000.0,1500.0,0.0,90660.0,800.0,3367000.0,690000.0,40500.0,522878.0,620.0,1176.0,60.0,115.0,-1.0,28009.0,4000.0,3100.0,10000.0,384294.0,3233.0,275.0
1994,54000.0,54868.0,1150.0,-1.0,241.0,11.0,4222.0,22248.0,100000.0,420343.0,148.0,47500.0,18000.0,5000.0,1450.0,1381665.0,-1.0,16000.0,2485.0,3500.0,255895.0,5500.0,4402.0,74000.0,6722.0,1600.0,-1.0,122.0,1188550.0,7045.0,13000.0,1600.0,9000.0,340.0,920.0,2700.0,191370.0,25758.0,800.0,3347000.0,-1.0,538354.0,3619.0,5000.0,1100.0,150.0,7238.0,346.0,,6400.0,2761.0,250000.0,1686.0,227834.0,1837.0,1372.0,310.0,70886.0,11738.0,1383.0,600.0,1300.0,-1.0,10000.0,3762.0,1158.0,0.0,96091.0,850.0,3402000.0,700000.0,44500.0,650196.0,650.0,1140.0,60.0,180.0,-1.0,30000.0,5000.0,2500.0,9000.0,382129.0,3233.0,283.0
