,Kenya,"China, Taiwan Province of",Mozambique,Belize,Seychelles,Brazil,Philippines,Martinique,Lao People's Democratic Republic,United Republic of Tanzania,Nepal,Ethiopia,Indonesia,Liberia,Zimbabwe,Republic of Korea,Melanesia,Papua New Guinea,Cuba,Rwanda,Australia & New Zealand,Guatemala,French Polynesia,Mauritius,Madagascar,Saint Lucia,Haiti,Guinea,Israel,Dominica,Fiji,Sri Lanka,Central African Republic,Sudan (former),China,Colombia,Brunei Darussalam,Guinea-Bissau,Suriname,Portugal,Togo,Micronesia,"China, mainland",Nicaragua,Uganda,Costa Rica,Saint Kitts and Nevis,Bolivia (Plurinational State of),Peru,Cameroon,Malaysia,Grenada,Dominican Republic,South Sudan,El Salvador,Benin,Cook Islands,Japan,Australia,Venezuela (Bolivarian Republic of),Antigua and Barbuda,Guyana,United States of America,Bangladesh,Democratic Republic of the Congo,Thailand,Nigeria,French Guiana,Argentina,Cambodia,Timor-Leste,Paraguay,India,Guadeloupe,Ethiopia PDR,Congo,Gabon,Ecuador,Honduras,Puerto Rico,Mexico,Viet Nam,Côte d'Ivoire,Jamaica,Trinidad and Tobago,South Africa,Polynesia,Panama,Samoa,Réunion,Sudan,Ghana,Angola,Swaziland,Guam
1971,284167.0,273686.0,75000.0,-1.0,206250.0,147488.0,83679.0,-1.0,125000.0,50667.0,-1.0,-1.0,42174.0,60000.0,-1.0,-1.0,176923.0,200000.0,386933.0,-1.0,268717.0,129630.0,177778.0,89560.0,48920.0,-1.0,-1.0,16912.0,-1.0,-1.0,110000.0,93400.0,13111.0,47500.0,214117.0,395455.0,94398.0,-1.0,-1.0,80078.0,-1.0,-1.0,92188.0,203846.0,-1.0,161429.0,-1.0,108333.0,153550.0,59096.0,158632.0,-1.0,140018.0,-1.0,195378.0,85714.0,155149.0,138824.0,268717.0,124782.0,-1.0,71362.0,345979.0,92386.0,270000.0,38452.0,66667.0,-1.0,-1.0,-1.0,-1.0,179585.0,108883.0,-1.0,-1.0,38333.0,-1.0,171867.0,79167.0,361474.0,351361.0,100000.0,385000.0,89798.0,-1.0,267548.0,231321.0,-1.0,287671.0,-1.0,-1.0,35625.0,100000.0,138680.0,-1.0
1972,280585.0,255255.0,75000.0,-1.0,212500.0,155512.0,95304.0,-1.0,130000.0,53333.0,-1.0,-1.0,45652.0,60000.0,-1.0,-1.0,176768.0,200000.0,452042.0,-1.0,307916.0,130000.0,180667.0,98810.0,50158.0,-1.0,-1.0,18182.0,-1.0,-1.0,104167.0,122421.0,13111.0,47619.0,201216.0,404545.0,93750.0,-1.0,-1.0,83318.0,-1.0,-1.0,92308.0,203704.0,-1.0,165714.0,-1.0,108333.0,151096.0,56300.0,169471.0,-1.0,146758.0,-1.0,200000.0,88235.0,97383.0,135455.0,307916.0,149772.0,-1.0,84339.0,366026.0,91319.0,263934.0,28989.0,66667.0,-1.0,-1.0,-1.0,-1.0,184974.0,108635.0,-1.0,66667.0,40833.0,-1.0,224825.0,92857.0,305132.0,359414.0,100000.0,368000.0,108436.0,-1.0,267649.0,195000.0,-1.0,291946.0,-1.0,-1.0,28395.0,100000.0,101774.0,-1.0
1973,320880.0,252081.0,75000.0,-1.0,218750.0,143998.0,106304.0,262927.0,130000.0,56000.0,-1.0,-1.0,48462.0,60000.0,-1.0,-1.0,172632.0,200000.0,410133.0,-1.0,306533.0,130303.0,217143.0,122364.0,50094.0,-1.0,-1.0,12959.0,-1.0,-1.0,91667.0,139313.0,13111.0,47619.0,198859.0,408163.0,92857.0,-1.0,-1.0,82318.0,-1.0,-1.0,93939.0,200000.0,-1.0,199125.0,-1.0,108143.0,149429.0,47857.0,159212.0,-1.0,146758.0,-1.0,187500.0,88235.0,82600.0,193409.0,306533.0,151133.0,-1.0,60744.0,315793.0,91307.0,256774.0,36537.0,66667.0,-1.0,-1.0,-1.0,-1.0,192236.0,108696.0,-1.0,66667.0,41667.0,-1.0,182542.0,96585.0,327900.0,374270.0,94737.0,366667.0,94717.0,-1.0,267917.0,196224.0,-1.0,298052.0,-1.0,-1.0,32022.0,100000.0,171025.0,-1.0
1974,293333.0,231920.0,75000.0,-1.0,225000.0,167396.0,119120.0,258000.0,132500.0,58667.0,-1.0,-1.0,50456.0,60870.0,-1.0,-1.0,175510.0,202703.0,486371.0,-1.0,278031.0,130000.0,217111.0,114783.0,50973.0,-1.0,-1.0,12117.0,-1.0,-1.0,91667.0,147590.0,15000.0,47059.0,184322.0,410145.0,91667.0,-1.0,-1.0,84300.0,-1.0,-1.0,92754.0,206667.0,-1.0,205000.0,-1.0,109167.0,147235.0,111043.0,161000.0,-1.0,150000.0,-1.0,184426.0,88235.0,15428.0,192500.0,278031.0,134444.0,-1.0,83951.0,285315.0,96597.0,266563.0,46960.0,66667.0,-1.0,-1.0,-1.0,-1.0,192000.0,108753.0,-1.0,66667.0,40000.0,-1.0,178255.0,106722.0,336251.0,389409.0,100000.0,362113.0,96538.0,-1.0,276941.0,52192.0,-1.0,299367.0,-1.0,-1.0,32857.0,100000.0,515645.0,-1.0
1975,365000.0,262533.0,63158.0,-1.0,218750.0,188241.0,139092.0,284706.0,120000.0,60000.0,-1.0,-1.0,45962.0,60870.0,-1.0,-1.0,178499.0,202632.0,417345.0,-1.0,288542.0,130256.0,226200.0,175610.0,60053.0,-1.0,-1.0,11291.0,-1.0,-1.0,97345.0,118777.0,15000.0,47059.0,199989.0,586497.0,90909.0,-1.0,-1.0,83250.0,-1.0,-1.0,92958.0,203881.0,-1.0,200000.0,-1.0,107500.0,149973.0,58938.0,151286.0,-1.0,152000.0,-1.0,124138.0,89552.0,15297.0,174324.0,288542.0,123302.0,-1.0,89725.0,322808.0,96468.0,261618.0,210654.0,66667.0,120000.0,-1.0,-1.0,-1.0,262500.0,108808.0,-1.0,53333.0,40000.0,-1.0,181509.0,117979.0,361255.0,375190.0,88235.0,380484.0,95892.0,-1.0,272995.0,53537.0,-1.0,301049.0,-1.0,-1.0,33265.0,100000.0,561097.0,-1.0
1976,454545.0,287276.0,68421.0,-1.0,212500.0,198092.0,119282.0,313260.0,130000.0,60000.0,-1.0,-1.0,50299.0,60870.0,-1.0,-1.0,179641.0,202564.0,513573.0,-1.0,271024.0,129412.0,215800.0,101029.0,51829.0,-1.0,-1.0,10490.0,-1.0,-1.0,99099.0,147095.0,15000.0,46667.0,197078.0,467740.0,77778.0,-1.0,-1.0,82550.0,-1.0,-1.0,92857.0,197382.0,-1.0,191111.0,-1.0,109630.0,150272.0,63406.0,143564.0,-1.0,152000.0,-1.0,143035.0,89552.0,23475.0,168857.0,271024.0,179811.0,-1.0,90700.0,317571.0,98212.0,265714.0,291008.0,66667.0,100000.0,-1.0,-1.0,-1.0,268605.0,108861.0,-1.0,53333.0,40833.0,-1.0,172784.0,103333.0,323554.0,380888.0,80569.0,445818.0,98763.0,-1.0,279568.0,60614.0,-1.0,294118.0,-1.0,-1.0,84333.0,100000.0,360181.0,-1.0
1977,520833.0,298680.0,68421.0,-1.0,183333.0,209154.0,116753.0,300526.0,140000.0,61333.0,-1.0,-1.0,61260.0,60870.0,-1.0,-1.0,164875.0,200000.0,478472.0,-1.0,294032.0,129545.0,211200.0,159737.0,54875.0,-1.0,-1.0,10381.0,-1.0,-1.0,83333.0,126469.0,20000.0,46667.0,210758.0,470182.0,80000.0,-1.0,-1.0,68000.0,-1.0,-1.0,100000.0,197211.0,-1.0,187234.0,-1.0,110455.0,141836.0,60859.0,154012.0,-1.0,152000.0,-1.0,144571.0,89552.0,44351.0,163333.0,294032.0,173352.0,-1.0,90714.0,343742.0,98469.0,262295.0,242899.0,66667.0,62500.0,-1.0,-1.0,-1.0,205625.0,108767.0,-1.0,66667.0,40000.0,-1.0,154389.0,103704.0,374574.0,393825.0,94118.0,402837.0,124169.0,-1.0,288773.0,147901.0,-1.0,300000.0,80241.0,-1.0,34211.0,106667.0,384539.0,-1.0
1978,560000.0,278260.0,68421.0,-1.0,183333.0,215212.0,102631.0,300862.0,130000.0,60000.0,-1.0,-1.0,56786.0,60870.0,-1.0,-1.0,161739.0,200000.0,489108.0,-1.0,263089.0,130435.0,215667.0,108400.0,55003.0,-1.0,-1.0,10620.0,-1.0,-1.0,90000.0,194123.0,30000.0,46667.0,194230.0,449684.0,77778.0,-1.0,-1.0,78250.0,-1.0,-1.0,100000.0,197222.0,-1.0,187234.0,-1.0,110859.0,131424.0,81937.0,156568.0,-1.0,153846.0,-1.0,131429.0,89552.0,81667.0,166667.0,263089.0,242169.0,-1.0,90000.0,351925.0,95426.0,237742.0,262976.0,66667.0,80000.0,-1.0,-1.0,-1.0,204431.0,112425.0,-1.0,66667.0,41600.0,-1.0,172868.0,107143.0,352889.0,392070.0,93087.0,520260.0,110978.0,-1.0,278760.0,167509.0,-1.0,300000.0,80241.0,-1.0,28500.0,106667.0,333643.0,-1.0
1979,615385.0,303205.0,68421.0,-1.0,177778.0,217790.0,110831.0,300000.0,150000.0,61333.0,-1.0,-1.0,64109.0,60870.0,-1.0,-1.0,154887.0,200000.0,422912.0,-1.0,268885.0,129167.0,225571.0,129143.0,60951.0,-1.0,-1.0,10854.0,-1.0,-1.0,80000.0,249593.0,40000.0,46667.0,204322.0,499429.0,87500.0,-1.0,-1.0,79850.0,-1.0,-1.0,100649.0,194118.0,-1.0,183673.0,-1.0,110323.0,128142.0,86159.0,160616.0,-1.0,144000.0,-1.0,147851.0,92308.0,123265.0,176333.0,268885.0,263553.0,-1.0,94526.0,346878.0,96170.0,250000.0,287083.0,63158.0,80000.0,-1.0,-1.0,-1.0,179633.0,113834.0,-1.0,66667.0,41600.0,-1.0,171929.0,119285.0,363382.0,396585.0,94750.0,486500.0,118725.0,-1.0,270263.0,220026.0,-1.0,300000.0,79909.0,-1.0,32500.0,116667.0,248908.0,-1.0
1980,692308.0,311213.0,68421.0,-1.0,187500.0,224669.0,160332.0,304283.0,128000.0,62667.0,-1.0,-1.0,86733.0,60870.0,-1.0,-1.0,176471.0,202326.0,495333.0,-1.0,301013.0,129304.0,193333.0,95556.0,67833.0,-1.0,-1.0,11083.0,-1.0,-1.0,128755.0,127162.0,41250.0,47368.0,204689.0,479094.0,80263.0,16667.0,-1.0,80250.0,-1.0,-1.0,100267.0,188889.0,-1.0,190000.0,-1.0,110704.0,141258.0,89474.0,153093.0,-1.0,153846.0,-1.0,138099.0,92308.0,130000.0,175625.0,301013.0,219396.0,-1.0,93000.0,342540.0,106260.0,250000.0,288156.0,63158.0,80000.0,-1.0,-1.0,-1.0,254677.0,120390.0,-1.0,100000.0,40000.0,-1.0,169478.0,95574.0,342164.0,422075.0,104576.0,489573.0,128224.0,-1.0,284460.0,227946.0,-1.0,331250.0,79909.0,-1.0,31429.0,120000.0,419376.0,-1.0
1981,730769.0,278822.0,68421.0,-1.0,193750.0,229289.0,160561.0,308754.0,128000.0,64000.0,-1.0,-1.0,79130.0,60870.0,-1.0,-1.0,169399.0,202273.0,417686.0,-1.0,301219.0,130769.0,191333.0,132222.0,55745.0,-1.0,-1.0,11306.0,-1.0,-1.0,119863.0,106634.0,43125.0,47368.0,179055.0,425000.0,80189.0,16667.0,-1.0,76700.0,-1.0,-1.0,104598.0,184211.0,-1.0,200000.0,-1.0,107160.0,132005.0,86842.0,155833.0,-1.0,166667.0,-1.0,141286.0,92308.0,133333.0,173952.0,301219.0,212127.0,-1.0,93000.0,347782.0,106399.0,250000.0,240005.0,63158.0,100000.0,-1.0,-1.0,-1.0,156092.0,123230.0,-1.0,100000.0,40800.0,-1.0,178910.0,91000.0,323995.0,480918.0,101563.0,498442.0,133819.0,-1.0,290683.0,228973.0,-1.0,331250.0,80435.0,-1.0,30000.0,116667.0,447847.0,-1.0
1982,778288.0,295112.0,68421.0,-1.0,185000.0,252070.0,170626.0,353088.0,136000.0,65333.0,-1.0,-1.0,70074.0,60870.0,-1.0,-1.0,169367.0,200000.0,449086.0,-1.0,308954.0,130189.0,175000.0,162121.0,57793.0,-1.0,-1.0,11523.0,-1.0,-1.0,131579.0,98355.0,43529.0,47368.0,175299.0,450000.0,81765.0,16667.0,-1.0,77556.0,-1.0,250000.0,121818.0,180000.0,-1.0,181132.0,-1.0,115055.0,141967.0,81579.0,156943.0,-1.0,181918.0,-1.0,141286.0,92308.0,131250.0,179443.0,308954.0,181463.0,-1.0,88372.0,417165.0,105872.0,250000.0,207229.0,63158.0,70000.0,-1.0,-1.0,-1.0,172608.0,77027.0,-1.0,100000.0,42400.0,-1.0,178410.0,92053.0,370409.0,452061.0,100000.0,497469.0,138881.0,-1.0,283199.0,214077.0,-1.0,312500.0,80435.0,-1.0,27600.0,116667.0,566935.0,250000.0
1983,593739.0,299828.0,68421.0,-1.0,168750.0,271376.0,157861.0,400167.0,128000.0,64103.0,-1.0,-1.0,65875.0,60870.0,-1.0,-1.0,164474.0,200000.0,404545.0,-1.0,302970.0,133704.0,209222.0,177083.0,59081.0,-1.0,-1.0,11736.0,-1.0,-1.0,121739.0,248870.0,44706.0,47368.0,161834.0,420553.0,86667.0,16667.0,-1.0,79056.0,-1.0,500000.0,113636.0,176190.0,-1.0,260064.0,-1.0,102338.0,139854.0,81579.0,159478.0,-1.0,185660.0,-1.0,164286.0,93750.0,133333.0,179352.0,302970.0,201490.0,-1.0,98609.0,462571.0,99247.0,250000.0,198197.0,73684.0,46667.0,-1.0,-1.0,-1.0,167805.0,77044.0,-1.0,100000.0,41600.0,-1.0,159585.0,108108.0,327161.0,476143.0,104545.0,494197.0,132878.0,-1.0,279467.0,222675.0,-1.0,312500.0,80000.0,-1.0,28947.0,120000.0,499024.0,500000.0
1984,600225.0,298428.0,68421.0,-1.0,144444.0,297948.0,175505.0,453774.0,132000.0,64103.0,-1.0,-1.0,72532.0,60870.0,-1.0,-1.0,162413.0,202128.0,467568.0,-1.0,317571.0,130357.0,225250.0,157353.0,58410.0,-1.0,-1.0,19360.0,-1.0,-1.0,114796.0,131866.0,45000.0,47368.0,168808.0,401947.0,80000.0,16667.0,-1.0,79222.0,-1.0,630000.0,120000.0,172727.0,-1.0,242040.0,-1.0,87930.0,141619.0,82051.0,159545.0,-1.0,170993.0,-1.0,164286.0,93750.0,113333.0,160987.0,317571.0,182629.0,-1.0,102857.0,384400.0,98943.0,250000.0,239382.0,73684.0,46667.0,-1.0,-1.0,-1.0,259708.0,137249.0,-1.0,100000.0,40000.0,-1.0,142670.0,135135.0,361289.0,468437.0,106061.0,496207.0,140668.0,-1.0,278755.0,219233.0,-1.0,312500.0,82105.0,-1.0,26500.0,116667.0,611564.0,630000.0
1985,596429.0,320242.0,68421.0,-1.0,135000.0,313125.0,177517.0,600208.0,113333.0,64103.0,-1.0,-1.0,72110.0,60870.0,90909.0,335429.0,147225.0,200000.0,489262.0,-1.0,330329.0,128966.0,194463.0,188095.0,58494.0,-1.0,109091.0,25567.0,-1.0,-1.0,78329.0,117076.0,46667.0,47423.0,188336.0,399211.0,80000.0,16667.0,106000.0,84813.0,-1.0,416667.0,140890.0,169565.0,-1.0,136285.0,-1.0,80210.0,142945.0,82051.0,165752.0,-1.0,184010.0,-1.0,168227.0,93750.0,107143.0,181858.0,330329.0,184091.0,116250.0,105714.0,367111.0,98224.0,251034.0,237382.0,73684.0,50000.0,175000.0,80000.0,-1.0,264953.0,137248.0,147810.0,75000.0,40000.0,-1.0,174513.0,148649.0,398622.0,463633.0,109572.0,489995.0,143366.0,107143.0,281390.0,210855.0,181440.0,312500.0,80598.0,-1.0,27500.0,110000.0,846645.0,416667.0
1986,607895.0,296102.0,71053.0,-1.0,175000.0,321364.0,209108.0,571619.0,120000.0,73171.0,-1.0,-1.0,65424.0,60870.0,90909.0,314615.0,158749.0,198113.0,504767.0,-1.0,351020.0,130269.0,209364.0,171930.0,58157.0,-1.0,109091.0,31250.0,-1.0,-1.0,96096.0,102941.0,46842.0,47449.0,249799.0,407547.0,80000.0,16667.0,84000.0,82750.0,76923.0,480000.0,233333.0,169565.0,80000.0,129649.0,-1.0,89765.0,146280.0,84615.0,168932.0,-1.0,192895.0,-1.0,138000.0,93750.0,104167.0,170370.0,351020.0,179021.0,125000.0,106000.0,402251.0,101713.0,265510.0,231922.0,73684.0,37719.0,180000.0,90000.0,-1.0,247036.0,129149.0,188810.0,75000.0,39231.0,63778.0,182794.0,147368.0,388381.0,408531.0,111765.0,455755.0,145391.0,110714.0,275745.0,219923.0,183179.0,312500.0,90140.0,-1.0,30000.0,113333.0,841950.0,480000.0
