,Paraguay,Seychelles,Kenya,Bolivia (Plurinational State of),Peru,Rwanda,Cameroon,Israel,Dominican Republic,Philippines,Martinique,Australia & New Zealand,Cook Islands,Ethiopia,Indonesia,Greece,Zimbabwe,Réunion,Venezuela (Bolivarian Republic of),Cyprus,Guadeloupe,Spain,New Zealand,Guyana,Democratic Republic of the Congo,Bahamas,United States of America,Barbados,Guatemala,French Polynesia,Madagascar,French Guiana,Argentina,Haiti,Costa Rica,Cuba,El Salvador,Dominica,Morocco,Congo,Lebanon,Mexico,Grenada,Ecuador,Honduras,Central African Republic,Bosnia and Herzegovina,Sri Lanka,China,Tunisia,Côte d'Ivoire,Colombia,Portugal,Jamaica,Trinidad and Tobago,Occupied Palestinian Territory,Chile,Saint Lucia,Panama,South Africa,Samoa,Australia,France,Brazil,Ghana,Polynesia,"China, mainland",Puerto Rico,Timor-Leste,Swaziland,Turkey
1971,-1.0,-1.0,145455.0,55135.0,88523.0,-1.0,24000.0,66087.0,-1.0,30378.0,-1.0,-1.0,82500.0,-1.0,70000.0,-1.0,-1.0,-1.0,39397.0,8088.0,-1.0,164259.0,-1.0,-1.0,69630.0,-1.0,78900.0,-1.0,100000.0,-1.0,49625.0,4000.0,-1.0,-1.0,69231.0,215255.0,102083.0,-1.0,80000.0,72222.0,-1.0,99505.0,-1.0,106854.0,36842.0,15217.0,-1.0,-1.0,-1.0,-1.0,40000.0,83333.0,-1.0,-1.0,-1.0,-1.0,31579.0,-1.0,-1.0,43645.0,268657.0,-1.0,-1.0,99659.0,40000.0,167347.0,-1.0,51886.0,-1.0,-1.0,-1.0
1972,-1.0,-1.0,145455.0,55000.0,97631.0,-1.0,25000.0,94000.0,-1.0,38622.0,-1.0,-1.0,82500.0,-1.0,60000.0,-1.0,-1.0,-1.0,40772.0,7971.0,-1.0,141296.0,-1.0,-1.0,72593.0,-1.0,40829.0,-1.0,100000.0,-1.0,60140.0,5333.0,-1.0,-1.0,77778.0,251616.0,104167.0,-1.0,80000.0,72222.0,-1.0,87206.0,-1.0,85886.0,42000.0,15909.0,-1.0,-1.0,-1.0,-1.0,40000.0,82911.0,-1.0,-1.0,-1.0,-1.0,31250.0,-1.0,-1.0,47935.0,260563.0,-1.0,-1.0,112603.0,40000.0,166225.0,-1.0,53276.0,-1.0,-1.0,-1.0
1973,-1.0,-1.0,141667.0,55000.0,96290.0,-1.0,18750.0,92857.0,-1.0,31490.0,-1.0,-1.0,74556.0,-1.0,57143.0,-1.0,-1.0,-1.0,41908.0,7143.0,-1.0,120000.0,-1.0,-1.0,75357.0,-1.0,75050.0,-1.0,105000.0,-1.0,67339.0,6000.0,-1.0,-1.0,79333.0,249027.0,104000.0,-1.0,80000.0,72222.0,-1.0,91445.0,-1.0,80761.0,42000.0,20000.0,-1.0,-1.0,-1.0,-1.0,39375.0,83544.0,-1.0,-1.0,-1.0,-1.0,29844.0,-1.0,-1.0,48448.0,254667.0,-1.0,-1.0,75279.0,40000.0,156424.0,-1.0,57301.0,-1.0,-1.0,-1.0
1974,-1.0,-1.0,141667.0,54545.0,96117.0,-1.0,18750.0,103448.0,-1.0,37358.0,-1.0,213438.0,95857.0,-1.0,71026.0,-1.0,-1.0,-1.0,42948.0,7937.0,-1.0,100000.0,5938.0,-1.0,74828.0,-1.0,55498.0,-1.0,105000.0,-1.0,82568.0,10000.0,-1.0,-1.0,80000.0,248250.0,103846.0,-1.0,80000.0,77500.0,-1.0,77750.0,-1.0,55892.0,45000.0,25000.0,-1.0,-1.0,-1.0,-1.0,39375.0,83125.0,-1.0,-1.0,-1.0,-1.0,32222.0,-1.0,-1.0,47336.0,252564.0,-1.0,57143.0,76902.0,40000.0,178446.0,-1.0,52184.0,-1.0,-1.0,-1.0
1975,-1.0,-1.0,141667.0,54717.0,89038.0,-1.0,25000.0,106563.0,-1.0,40534.0,-1.0,361000.0,85000.0,-1.0,74400.0,-1.0,-1.0,-1.0,44330.0,7813.0,-1.0,83333.0,6000.0,-1.0,74333.0,-1.0,59916.0,-1.0,107500.0,-1.0,134840.0,10000.0,-1.0,-1.0,80645.0,215092.0,103704.0,-1.0,80000.0,77500.0,-1.0,74619.0,-1.0,65322.0,46000.0,35294.0,-1.0,-1.0,-1.0,-1.0,39375.0,81834.0,-1.0,-1.0,-1.0,-1.0,33130.0,-1.0,-1.0,49200.0,290286.0,-1.0,65714.0,77285.0,40000.0,169529.0,-1.0,45400.0,-1.0,-1.0,-1.0
1976,-1.0,-1.0,141667.0,54811.0,84682.0,-1.0,25000.0,85253.0,-1.0,52244.0,-1.0,115385.0,75000.0,-1.0,40000.0,-1.0,-1.0,-1.0,40179.0,8462.0,-1.0,66667.0,5769.0,-1.0,76000.0,-1.0,83134.0,-1.0,100000.0,-1.0,85696.0,5208.0,-1.0,-1.0,79688.0,249188.0,103571.0,-1.0,80000.0,72222.0,-1.0,75908.0,-1.0,93840.0,43636.0,35000.0,-1.0,-1.0,-1.0,-1.0,40000.0,85389.0,-1.0,-1.0,-1.0,-1.0,30612.0,-1.0,-1.0,51939.0,250864.0,-1.0,62857.0,77536.0,40000.0,163478.0,-1.0,38590.0,-1.0,-1.0,-1.0
1977,-1.0,-1.0,141667.0,54811.0,87595.0,-1.0,25610.0,85827.0,-1.0,54092.0,-1.0,59823.0,75000.0,-1.0,37610.0,-1.0,-1.0,-1.0,43620.0,8333.0,-1.0,68966.0,1239.0,-1.0,70323.0,-1.0,59287.0,-1.0,102727.0,-1.0,44959.0,5000.0,-1.0,-1.0,78788.0,251192.0,100000.0,-1.0,80000.0,76471.0,-1.0,73627.0,-1.0,151899.0,47273.0,40000.0,-1.0,-1.0,-1.0,-1.0,40000.0,85667.0,-1.0,-1.0,-1.0,-1.0,35042.0,-1.0,-1.0,54203.0,250864.0,-1.0,63333.0,71151.0,40000.0,163478.0,-1.0,41239.0,-1.0,-1.0,-1.0
1978,-1.0,-1.0,144000.0,55000.0,87022.0,-1.0,26190.0,81481.0,-1.0,50953.0,-1.0,83968.0,75000.0,-1.0,33672.0,-1.0,-1.0,-1.0,39448.0,8209.0,-1.0,78790.0,6190.0,-1.0,63824.0,-1.0,63967.0,-1.0,100000.0,-1.0,42765.0,6000.0,-1.0,-1.0,78788.0,248867.0,100000.0,-1.0,80000.0,76471.0,-1.0,76806.0,-1.0,115711.0,46957.0,45000.0,-1.0,-1.0,-1.0,-1.0,40000.0,88571.0,-1.0,-1.0,-1.0,-1.0,32137.0,-1.0,-1.0,52240.0,253086.0,-1.0,32500.0,69936.0,40000.0,164596.0,-1.0,46286.0,-1.0,-1.0,-1.0
1979,-1.0,-1.0,142857.0,54831.0,86273.0,-1.0,26744.0,92416.0,-1.0,50011.0,-1.0,97320.0,75000.0,-1.0,42887.0,-1.0,-1.0,-1.0,41174.0,8209.0,-1.0,70588.0,5817.0,-1.0,70000.0,-1.0,38602.0,-1.0,83140.0,-1.0,76565.0,6667.0,-1.0,-1.0,79412.0,247368.0,100000.0,-1.0,80000.0,70588.0,-1.0,74898.0,-1.0,106244.0,46667.0,45455.0,-1.0,-1.0,-1.0,-1.0,40000.0,93155.0,-1.0,-1.0,-1.0,-1.0,35857.0,-1.0,-1.0,50405.0,259259.0,-1.0,-1.0,70289.0,40000.0,167702.0,-1.0,36290.0,-1.0,-1.0,-1.0
1980,-1.0,-1.0,142857.0,55254.0,95255.0,-1.0,27273.0,78049.0,-1.0,49644.0,-1.0,84545.0,71429.0,-1.0,43748.0,-1.0,-1.0,-1.0,43330.0,8286.0,-1.0,83473.0,3206.0,-1.0,70000.0,-1.0,89816.0,-1.0,84288.0,-1.0,95342.0,6667.0,-1.0,-1.0,78571.0,263684.0,100000.0,-1.0,80000.0,70588.0,-1.0,81061.0,-1.0,102850.0,48333.0,43478.0,-1.0,-1.0,-1.0,-1.0,39891.0,100000.0,-1.0,-1.0,-1.0,-1.0,35113.0,-1.0,-1.0,50708.0,259259.0,-1.0,-1.0,70630.0,40000.0,172185.0,-1.0,36544.0,-1.0,-1.0,-1.0
1981,-1.0,-1.0,142857.0,53362.0,100581.0,-1.0,27778.0,15968.0,-1.0,45504.0,-1.0,81931.0,71429.0,-1.0,47311.0,33333.0,-1.0,-1.0,44013.0,8243.0,-1.0,66667.0,7165.0,-1.0,70000.0,-1.0,56137.0,-1.0,86077.0,-1.0,78261.0,6667.0,-1.0,-1.0,77778.0,249625.0,100000.0,-1.0,80000.0,78571.0,-1.0,82832.0,-1.0,105868.0,48333.0,44000.0,-1.0,-1.0,-1.0,-1.0,39891.0,106012.0,-1.0,-1.0,-1.0,-1.0,38700.0,-1.0,-1.0,52838.0,261905.0,-1.0,-1.0,64540.0,40000.0,175325.0,-1.0,35789.0,-1.0,-1.0,-1.0
1982,-1.0,-1.0,142857.0,60165.0,108202.0,-1.0,28261.0,63651.0,-1.0,44349.0,-1.0,71538.0,71429.0,-1.0,30274.0,33333.0,-1.0,-1.0,43269.0,10460.0,-1.0,75000.0,6154.0,-1.0,70000.0,-1.0,68039.0,-1.0,100000.0,-1.0,78302.0,8000.0,-1.0,-1.0,57500.0,248785.0,100000.0,-1.0,80000.0,78571.0,-1.0,87113.0,-1.0,105521.0,50000.0,44000.0,-1.0,-1.0,-1.0,-1.0,39891.0,100000.0,-1.0,-1.0,-1.0,-1.0,40735.0,-1.0,-1.0,54918.0,261628.0,-1.0,-1.0,66955.0,40909.0,176282.0,-1.0,40686.0,-1.0,-1.0,-1.0
1983,-1.0,-1.0,146667.0,59557.0,101513.0,-1.0,29032.0,84384.0,-1.0,38309.0,-1.0,60585.0,71429.0,-1.0,29522.0,33333.0,-1.0,-1.0,44081.0,20561.0,-1.0,80000.0,6149.0,-1.0,70000.0,-1.0,74001.0,-1.0,100000.0,-1.0,84855.0,8000.0,-1.0,-1.0,57501.0,249500.0,100000.0,-1.0,80000.0,73333.0,-1.0,74220.0,-1.0,100071.0,49600.0,48000.0,-1.0,-1.0,-1.0,-1.0,39683.0,149971.0,-1.0,-1.0,-1.0,-1.0,41690.0,-1.0,-1.0,66453.0,261364.0,-1.0,-1.0,65816.0,40000.0,177215.0,-1.0,35578.0,-1.0,-1.0,-1.0
1984,-1.0,-1.0,146667.0,66489.0,105425.0,-1.0,29787.0,64103.0,-1.0,41791.0,-1.0,64595.0,71429.0,-1.0,34383.0,33333.0,-1.0,-1.0,43521.0,21930.0,-1.0,81396.0,6215.0,-1.0,70000.0,-1.0,61253.0,-1.0,100000.0,-1.0,89628.0,8049.0,-1.0,-1.0,57500.0,250200.0,100000.0,-1.0,80000.0,70667.0,-1.0,77268.0,-1.0,99472.0,50400.0,50000.0,-1.0,-1.0,-1.0,-1.0,39683.0,106277.0,-1.0,-1.0,-1.0,-1.0,42568.0,-1.0,-1.0,55330.0,261111.0,-1.0,-1.0,66723.0,39091.0,178125.0,-1.0,33353.0,-1.0,-1.0,-1.0
1985,67358.0,-1.0,146667.0,60938.0,103630.0,-1.0,30526.0,85116.0,80644.0,40372.0,80833.0,19607.0,71429.0,-1.0,31354.0,43882.0,-1.0,80000.0,43394.0,22388.0,56000.0,73665.0,5588.0,58125.0,70172.0,-1.0,49594.0,47368.0,100000.0,-1.0,82381.0,7317.0,57778.0,72093.0,57500.0,123471.0,100000.0,23222.0,80000.0,75714.0,-1.0,77580.0,70391.0,83624.0,50000.0,50000.0,-1.0,-1.0,-1.0,-1.0,39535.0,116071.0,-1.0,56604.0,49091.0,-1.0,39185.0,44762.0,34475.0,59316.0,257143.0,25926.0,-1.0,64639.0,39130.0,164286.0,-1.0,34461.0,-1.0,-1.0,-1.0
1986,68034.0,-1.0,146667.0,57389.0,110321.0,-1.0,30928.0,71958.0,82925.0,42822.0,65732.0,24852.0,83750.0,-1.0,43091.0,44488.0,-1.0,80000.0,44142.0,37313.0,99000.0,73411.0,6531.0,58750.0,74821.0,-1.0,78723.0,48421.0,98306.0,-1.0,81818.0,10000.0,60000.0,72093.0,57500.0,149120.0,100000.0,31111.0,83333.0,77143.0,-1.0,94618.0,66304.0,58557.0,50000.0,50000.0,-1.0,-1.0,-1.0,-1.0,39535.0,108902.0,-1.0,56604.0,50909.0,-1.0,45425.0,45714.0,34153.0,61421.0,260000.0,32333.0,-1.0,66778.0,38462.0,151538.0,-1.0,37581.0,-1.0,-1.0,-1.0
1987,68325.0,-1.0,143750.0,54079.0,109295.0,-1.0,32990.0,138012.0,80931.0,44721.0,56721.0,25491.0,83750.0,-1.0,38503.0,32318.0,-1.0,67333.0,43098.0,37313.0,66429.0,76121.0,8091.0,60000.0,74483.0,-1.0,54420.0,48421.0,98342.0,93333.0,82609.0,10000.0,60606.0,70930.0,57500.0,141747.0,100000.0,29222.0,85714.0,78571.0,-1.0,85089.0,74696.0,62581.0,41667.0,50000.0,-1.0,-1.0,-1.0,-1.0,40000.0,104798.0,-1.0,56604.0,52727.0,-1.0,40816.0,47619.0,33814.0,70870.0,333333.0,32660.0,-1.0,64036.0,42308.0,150265.0,-1.0,37371.0,-1.0,-1.0,-1.0
1988,63969.0,-1.0,143750.0,65031.0,112680.0,-1.0,33673.0,38004.0,78056.0,43102.0,61105.0,28167.0,83750.0,-1.0,30704.0,37047.0,-1.0,67333.0,44760.0,41045.0,57667.0,80585.0,10031.0,60000.0,75862.0,-1.0,50086.0,49474.0,105000.0,123333.0,82609.0,20000.0,60606.0,69767.0,57500.0,82413.0,100000.0,39778.0,87500.0,78571.0,-1.0,87461.0,67478.0,44140.0,40000.0,50000.0,-1.0,-1.0,-1.0,-1.0,40000.0,101555.0,-1.0,56604.0,54545.0,-1.0,35443.0,56667.0,33508.0,76328.0,250000.0,35748.0,30000.0,65136.0,43846.0,117184.0,-1.0,46204.0,-1.0,-1.0,40000.0
1989,63906.0,-1.0,143750.0,64024.0,115806.0,-1.0,34343.0,21622.0,85719.0,48000.0,60300.0,28550.0,83750.0,-1.0,28238.0,23758.0,-1.0,67333.0,45194.0,55970.0,38519.0,76908.0,9041.0,60000.0,76102.0,-1.0,36277.0,49474.0,85185.0,114000.0,83333.0,20000.0,60606.0,67442.0,56410.0,116707.0,100000.0,44611.0,88889.0,78571.0,-1.0,83257.0,69435.0,39622.0,33333.0,50000.0,-1.0,-1.0,-1.0,-1.0,41667.0,101344.0,-1.0,60377.0,56364.0,-1.0,49087.0,65000.0,36847.0,68340.0,250000.0,36819.0,57143.0,66017.0,44615.0,105876.0,-1.0,40610.0,-1.0,-1.0,40000.0
1990,61566.0,-1.0,147402.0,65976.0,116863.0,-1.0,35000.0,56697.0,66812.0,56157.0,36136.0,34043.0,87414.0,-1.0,35498.0,30412.0,45455.0,49268.0,46050.0,17857.0,33077.0,68729.0,18294.0,48421.0,75472.0,-1.0,41876.0,49474.0,100775.0,114000.0,84000.0,19259.0,64032.0,67520.0,56098.0,122283.0,100000.0,39266.0,90000.0,74230.0,-1.0,88709.0,74533.0,60177.0,28500.0,50000.0,-1.0,-1.0,-1.0,-1.0,48837.0,78095.0,19018.0,57164.0,67222.0,-1.0,45885.0,63291.0,38710.0,86203.0,266667.0,41397.0,50000.0,68240.0,64130.0,123590.0,-1.0,41612.0,-1.0,-1.0,37407.0
1991,59065.0,-1.0,105504.0,67273.0,111166.0,-1.0,38022.0,65949.0,205563.0,100591.0,50083.0,34302.0,71429.0,-1.0,34012.0,45042.0,47211.0,72504.0,46623.0,55333.0,144706.0,74491.0,24677.0,45436.0,109167.0,-1.0,50315.0,49474.0,111538.0,122000.0,84000.0,28087.0,61683.0,61358.0,55304.0,111402.0,100000.0,39653.0,90909.0,73333.0,-1.0,94108.0,71680.0,53500.0,31413.0,51724.0,-1.0,224399.0,-1.0,-1.0,39082.0,90923.0,18125.0,74822.0,60104.0,-1.0,45534.0,64286.0,38934.0,69379.0,250000.0,38473.0,40000.0,72289.0,46175.0,111684.0,-1.0,38614.0,-1.0,-1.0,40515.0
1992,59912.0,-1.0,126863.0,67396.0,122868.0,-1.0,38715.0,89957.0,76098.0,97756.0,38235.0,33174.0,66667.0,-1.0,33622.0,39390.0,47549.0,71252.0,45848.0,63333.0,167500.0,73885.0,15520.0,45523.0,142428.0,-1.0,80186.0,49474.0,84819.0,100000.0,82692.0,24643.0,61538.0,61644.0,55238.0,108157.0,100000.0,45316.0,91667.0,74981.0,-1.0,82795.0,68826.0,50575.0,31075.0,52459.0,-1.0,221154.0,90000.0,-1.0,38606.0,92849.0,18131.0,74513.0,61284.0,-1.0,50000.0,61538.0,39132.0,81625.0,266667.0,40391.0,50000.0,73144.0,46361.0,131915.0,90000.0,36941.0,-1.0,-1.0,40837.0
1993,59023.0,-1.0,160707.0,68007.0,113565.0,-1.0,40000.0,65014.0,72478.0,94876.0,40929.0,34633.0,67166.0,-1.0,48996.0,42261.0,47878.0,70000.0,46973.0,53333.0,150000.0,68086.0,19841.0,45610.0,157894.0,-1.0,44161.0,49474.0,85597.0,100000.0,81481.0,30698.0,62264.0,61273.0,54186.0,116787.0,100000.0,53550.0,92308.0,75395.0,-1.0,85672.0,70331.0,49629.0,32008.0,53030.0,-1.0,217910.0,100000.0,-1.0,40000.0,92500.0,15377.0,74204.0,67500.0,-1.0,41176.0,58333.0,39457.0,73436.0,266667.0,40469.0,50000.0,70011.0,46546.0,145560.0,100000.0,35019.0,11000.0,-1.0,40757.0
1994,58910.0,-1.0,50126.0,68506.0,83405.0,-1.0,40000.0,69480.0,108010.0,94279.0,40929.0,33949.0,66667.0,-1.0,68684.0,50250.0,48200.0,72000.0,32310.0,75000.0,132694.0,45046.0,18545.0,47107.0,167285.0,-1.0,58364.0,49474.0,85641.0,103333.0,81653.0,24098.0,62963.0,61211.0,53182.0,113333.0,100000.0,46154.0,93333.0,77143.0,-1.0,89132.0,69822.0,71192.0,32000.0,55010.0,-1.0,214665.0,75000.0,-1.0,39501.0,98566.0,12745.0,73895.0,61077.0,-1.0,50065.0,62668.0,39445.0,45636.0,266667.0,40000.0,50000.0,68736.0,46732.0,160909.0,75000.0,34300.0,20105.0,-1.0,40256.0
1995,58817.0,111647.0,137158.0,68506.0,86909.0,-1.0,40000.0,75717.0,81310.0,93772.0,40154.0,33965.0,65859.0,-1.0,83964.0,36325.0,48514.0,72822.0,33641.0,109091.0,132326.0,35208.0,18892.0,38665.0,132050.0,-1.0,63461.0,49474.0,86743.0,100000.0,82065.0,36866.0,63285.0,61149.0,52222.0,100000.0,100000.0,32300.0,94118.0,75984.0,-1.0,88077.0,69322.0,33426.0,32000.0,57204.0,-1.0,211421.0,87500.0,-1.0,40000.0,101634.0,12058.0,73586.0,60071.0,-1.0,38491.0,62500.0,39521.0,51772.0,265652.0,40103.0,50000.0,69762.0,46917.0,167759.0,87500.0,30338.0,18431.0,-1.0,40263.0
1996,58781.0,112323.0,121280.0,68652.0,89855.0,-1.0,40000.0,114977.0,17001.0,94374.0,40000.0,35107.0,64866.0,-1.0,75181.0,37775.0,48817.0,73377.0,33641.0,127273.0,132518.0,69447.0,22250.0,40286.0,146851.0,-1.0,64964.0,49474.0,82629.0,107907.0,82246.0,36866.0,63834.0,61085.0,52462.0,100000.0,100000.0,30769.0,94737.0,76132.0,-1.0,93159.0,68828.0,75696.0,32000.0,59434.0,-1.0,208176.0,90000.0,-1.0,40941.0,120000.0,10815.0,73276.0,59080.0,-1.0,39867.0,62025.0,39361.0,72257.0,266519.0,40039.0,60000.0,60618.0,47103.0,170795.0,90000.0,30129.0,56809.0,-1.0,40000.0
