,Ukraine,Germany,Sweden,Belarus,Czechoslovakia,Bhutan,Serbia,China,USSR,Mexico,Romania,Italy,Sri Lanka,Nepal,Ethiopia,Denmark,Canada,Australia,Czechia,United Kingdom,Hungary,Kazakhstan,Bulgaria,Australia & New Zealand,United States of America,Iran (Islamic Republic of),France,Lithuania,"China, mainland",Russian Federation,Kyrgyzstan,Slovakia,Myanmar,Turkey
1971,-1.0,2759.0,1545.0,-1,804.0,2250.0,-1.0,-1.0,259000.0,-1.0,3500.0,401.0,2174.0,105505.0,-1.0,3807.0,83485.0,809.0,-1.0,-1,-1.0,-1.0,500.0,809.0,13800.0,-1.0,5500.0,-1.0,-1.0,-1.0,-1.0,-1.0,6541.0,-1.0
1972,-1.0,4006.0,983.0,-1,773.0,2250.0,-1.0,-1.0,249000.0,-1.0,5000.0,238.0,3375.0,111355.0,-1.0,2535.0,72842.0,405.0,-1.0,-1,-1.0,-1.0,800.0,405.0,14700.0,-1.0,2900.0,-1.0,-1.0,-1.0,-1.0,-1.0,6498.0,-1.0
1973,-1.0,3469.0,821.0,-1,1360.0,2300.0,-1.0,-1.0,246000.0,-1.0,4400.0,151.0,3312.0,112264.0,-1.0,7343.0,135568.0,410.0,-1.0,-1,-1.0,-1.0,700.0,410.0,15600.0,-1.0,2500.0,-1.0,-1.0,-1.0,-1.0,-1.0,6439.0,-1.0
1974,-1.0,4204.0,2057.0,-1,2755.0,2350.0,-1.0,-1.0,257000.0,-1.0,5800.0,196.0,2660.0,113919.0,-1.0,16018.0,141638.0,319.0,-1.0,-1,-1.0,-1.0,500.0,319.0,16400.0,-1.0,2200.0,-1.0,-1.0,-1.0,-1.0,-1.0,6927.0,-1.0
1975,-1.0,3522.0,1537.0,-1,1572.0,2400.0,-1.0,-1.0,256000.0,-1.0,5800.0,199.0,3611.0,111996.0,-1.0,1899.0,65963.0,233.0,-1.0,-1,-1.0,-1.0,400.0,233.0,16700.0,-1.0,1320.0,-1.0,-1.0,-1.0,-1.0,-1.0,7636.0,-1.0
1976,-1.0,2891.0,900.0,-1,1282.0,2500.0,-1.0,-1.0,252000.0,-1.0,800.0,150.0,4392.0,112991.0,-1.0,685.0,35207.0,716.0,-1.0,-1,-1.0,-1.0,400.0,716.0,16800.0,-1.0,1500.0,-1.0,-1.0,-1.0,-1.0,-1.0,8507.0,-1.0
1977,-1.0,4209.0,1462.0,-1,2681.0,2550.0,-1.0,-1.0,267000.0,-1.0,3100.0,150.0,3440.0,107746.0,-1.0,2223.0,73654.0,1786.0,-1.0,-1,-1.0,-1.0,800.0,1786.0,17000.0,-1.0,1540.0,-1.0,-1.0,-1.0,-1.0,-1.0,9504.0,-1.0
1978,-1.0,4488.0,1500.0,-1,2971.0,2600.0,-1.0,-1.0,271000.0,-1.0,4200.0,121.0,2447.0,133060.0,-1.0,2334.0,97933.0,1749.0,-1.0,-1,-1.0,-1.0,200.0,1749.0,17200.0,-1.0,1577.0,-1.0,-1.0,-1.0,-1.0,-1.0,9833.0,-1.0
1979,-1.0,5799.0,2295.0,-1,7080.0,2700.0,-1.0,-1.0,268000.0,-1.0,4800.0,168.0,2260.0,143980.0,-1.0,536.0,64000.0,1275.0,-1.0,-1,-1.0,-1.0,150.0,1275.0,15600.0,-1.0,1400.0,-1.0,-1.0,-1.0,-1.0,-1.0,10332.0,-1.0
1980,-1.0,4654.0,2127.0,-1,5678.0,2800.0,-1.0,-1.0,274000.0,6.0,3300.0,71.0,1815.0,118130.0,-1.0,325.0,92700.0,588.0,-1.0,-1,-1.0,-1.0,600.0,588.0,14000.0,-1.0,1600.0,-1.0,-1.0,-1.0,-1.0,-1.0,12131.0,-1.0
1981,-1.0,4549.0,2000.0,-1,4052.0,2900.0,-1.0,-1.0,261000.0,5.0,2400.0,50.0,1600.0,122280.0,-1.0,339.0,88600.0,332.0,-1.0,-1,-1.0,-1.0,600.0,332.0,12300.0,-1.0,1700.0,-1.0,-1.0,-1.0,-1.0,-1.0,12376.0,20.0
1982,-1.0,4474.0,1000.0,-1,5417.0,2906.0,-1.0,-1.0,262000.0,-1.0,1500.0,20.0,1415.0,113900.0,-1.0,376.0,63500.0,332.0,-1.0,-1,-1.0,-1.0,600.0,332.0,10700.0,-1.0,500.0,-1.0,-1.0,-1.0,-1.0,-1.0,14210.0,20.0
1983,-1.0,6093.0,700.0,-1,5060.0,3500.0,-1.0,-1.0,274000.0,-1.0,1600.0,15.0,1520.0,110340.0,-1.0,457.0,95100.0,391.0,-1.0,-1,-1.0,-1.0,200.0,391.0,11200.0,-1.0,600.0,-1.0,-1.0,-1.0,-1.0,-1.0,15949.0,40.0
1984,-1.0,8188.0,800.0,-1,6527.0,4963.0,-1.0,-1.0,268000.0,-1.0,1600.0,20.0,1420.0,110700.0,-1.0,150.0,140500.0,359.0,-1.0,-1,-1.0,-1.0,700.0,359.0,11700.0,-1.0,600.0,-1.0,-1.0,-1.0,-1.0,-1.0,21463.0,60.0
1985,-1.0,5764.0,900.0,-1,5491.0,4800.0,-1.0,-1.0,265000.0,9.0,1600.0,18.0,1110.0,127820.0,-1.0,569.0,137400.0,402.0,-1.0,-1,-1.0,-1.0,0.0,402.0,12100.0,234.0,600.0,-1.0,-1.0,-1.0,-1.0,-1.0,22658.0,100.0
1986,-1.0,5483.0,900.0,-1,6827.0,5000.0,-1.0,-1.0,249000.0,75.0,1600.0,20.0,1683.0,137920.0,-1.0,0.0,184100.0,1335.0,-1.0,-1,-1.0,-1.0,200.0,1335.0,12600.0,84.0,500.0,-1.0,-1.0,-1.0,-1.0,-1.0,20456.0,100.0
1987,-1.0,5364.0,0.0,-1,6396.0,5500.0,-1.0,-1.0,255000.0,56.0,1600.0,20.0,1542.0,142890.0,-1.0,211.0,113400.0,498.0,-1.0,-1,-1.0,-1.0,400.0,498.0,8300.0,75.0,500.0,-1.0,-1.0,-1.0,-1.0,-1.0,18975.0,100.0
1988,-1.0,4806.0,0.0,-1,6472.0,4120.0,-1.0,2000.0,255000.0,26.0,5000.0,18.0,1790.0,151490.0,-1.0,0.0,170500.0,319.0,-1.0,-1,-1.0,-1.0,700.0,319.0,8200.0,0.0,500.0,-1.0,2000.0,-1.0,-1.0,-1.0,17124.0,180.0
1989,-1.0,6308.0,-1.0,-1,7955.0,4080.0,-1.0,4500.0,225000.0,21.0,5500.0,20.0,940.0,154860.0,-1.0,-1.0,199900.0,731.0,-1.0,-1,-1.0,-1.0,2500.0,731.0,8100.0,-1.0,500.0,-1.0,4500.0,-1.0,-1.0,-1.0,16284.0,0.0
1990,-1.0,15362.0,-1.0,-1,9780.0,4400.0,-1.0,8500.0,265000.0,11.0,6000.0,24.0,1260.0,153660.0,-1.0,4.0,230700.0,383.0,-1.0,-1,12300.0,-1.0,1000.0,383.0,8050.0,0.0,568.0,-1.0,8500.0,-1.0,-1.0,-1.0,15400.0,0.0
1991,-1.0,4881.0,-1.0,-1,8608.0,4600.0,-1.0,10000.0,228000.0,54.0,6500.0,25.0,1325.0,156310.0,-1.0,8.0,112877.0,730.0,-1.0,-1,16000.0,-1.0,800.0,730.0,7320.0,0.0,505.0,-1.0,10000.0,-1.0,-1.0,-1.0,15952.0,0.0
1992,-1.0,9842.0,-1.0,-1,3900.0,4700.0,-1.0,17000.0,-1.0,31.0,7000.0,20.0,793.0,154570.0,-1.0,0.0,110200.0,324.0,-1.0,-1,19000.0,37200.0,1500.0,324.0,5990.0,0.0,636.0,1000.0,17000.0,177010.0,129.0,-1.0,13324.0,0.0
1993,-1.0,6721.0,-1.0,-1,-1.0,4650.0,-1.0,35000.0,-1.0,0.0,8000.0,20.0,1080.0,165240.0,-1.0,2.0,186200.0,316.0,5500.0,-1,12600.0,38800.0,1000.0,316.0,6640.0,0.0,1531.0,837.0,35000.0,106400.0,24.0,1500.0,13106.0,0.0
1994,-1.0,10162.0,-1.0,-1,-1.0,4393.0,-1.0,30000.0,-1.0,4.0,5600.0,0.0,1128.0,177486.0,4000.0,8.0,323600.0,0.0,6000.0,-1,6300.0,29700.0,700.0,0.0,5420.0,0.0,565.0,737.0,30000.0,120010.0,30.0,2077.0,14200.0,0.0
1995,-1.0,4235.0,-1.0,-1,-1.0,4202.0,-1.0,30000.0,-1.0,35.0,11565.0,-1.0,850.0,184460.0,2500.0,155.0,261000.0,0.0,6404.0,-1,7200.0,32700.0,500.0,0.0,8900.0,0.0,465.0,912.0,30000.0,247010.0,24.0,3444.0,15800.0,0.0
1996,-1.0,8481.0,-1.0,-1,-1.0,4058.0,-1.0,25000.0,-1.0,12.0,5309.0,-1.0,872.0,185000.0,3513.0,120.0,233000.0,0.0,7012.0,-1,12800.0,47300.0,480.0,0.0,7530.0,0.0,511.0,1200.0,25000.0,184860.0,48.0,3040.0,17800.0,0.0
1997,10000.0,6961.0,-1.0,-1,-1.0,3442.0,-1.0,30000.0,-1.0,16.0,7398.0,-1.0,419.0,182110.0,3527.0,19.0,292200.0,0.0,18000.0,-1,9300.0,38500.0,350.0,0.0,29460.0,0.0,490.0,1000.0,30000.0,117070.0,50.0,2555.0,17979.0,0.0
1998,15000.0,8081.0,-1.0,-1,-1.0,3475.0,-1.0,33000.0,-1.0,32.0,11114.0,-1.0,325.0,179216.0,3552.0,22.0,279100.0,0.0,38000.0,-1,12900.0,6100.0,300.0,0.0,38690.0,0.0,546.0,775.0,33000.0,121330.0,32.0,6063.0,20253.0,0.0
1999,13533.0,10482.0,-1.0,-1,-1.0,3742.0,-1.0,40000.0,-1.0,33.0,10370.0,-1.0,300.0,190429.0,3586.0,9.0,273000.0,0.0,39423.0,-1,10500.0,11700.0,650.0,0.0,23800.0,0.0,717.0,778.0,40000.0,89000.0,555.0,6283.0,28919.0,0.0
2000,18000.0,7441.0,-1.0,-1,-1.0,5000.0,-1.0,40000.0,-1.0,10.0,2200.0,-1.0,300.0,189629.0,3628.0,16.0,207900.0,0.0,15512.0,-1,11500.0,10000.0,500.0,0.0,17483.0,0.0,853.0,954.0,40000.0,126280.0,3290.0,2984.0,40762.0,0.0
2001,15000.0,3121.0,-1.0,-1,-1.0,7000.0,-1.0,30000.0,-1.0,8.0,6679.0,-1.0,190.0,188455.0,3675.0,23.0,157800.0,0.0,21009.0,-1,12900.0,3320.0,600.0,0.0,17887.0,0.0,1108.0,948.0,30000.0,53170.0,3728.0,2521.0,51967.0,0.0
2002,51000.0,3281.0,-1.0,-1,-1.0,8000.0,-1.0,25000.0,-1.0,8.0,12930.0,-1.0,260.0,187820.0,3726.0,23.0,254800.0,0.0,35797.0,-1,8600.0,2956.0,1000.0,0.0,70821.0,0.0,1320.0,957.0,25000.0,67210.0,2366.0,4636.0,55604.0,0.0
2003,134000.0,3700.0,-1.0,-1,-1.0,3500.0,-1.0,23763.0,-1.0,33.0,29985.0,-1.0,360.0,186720.0,3780.0,20.0,327700.0,0.0,67457.0,-1,16938.0,7587.0,950.0,0.0,43302.0,0.0,1393.0,1000.0,23763.0,121350.0,2011.0,12524.0,64369.0,0.0
2004,181000.0,2900.0,-1.0,-1,-1.0,1821.0,-1.0,26000.0,-1.0,50.0,16674.0,-1.0,220.0,186741.0,3835.0,23.0,284500.0,0.0,41289.0,-1,10894.0,4962.0,800.0,0.0,27802.0,0.0,1130.0,1200.0,26000.0,93390.0,2205.0,4112.0,80000.0,0.0
2005,81300.0,6000.0,-1.0,-1,-1.0,5648.0,-1.0,20000.0,-1.0,12.0,2626.0,-1.0,430.0,187823.0,3889.0,24.0,188000.0,0.0,27086.0,-1,5285.0,4100.0,1000.0,0.0,18049.0,0.0,904.0,1300.0,20000.0,96810.0,1544.0,1058.0,67000.0,0.0
2006,41700.0,6801.0,-1.0,-1,-1.0,5310.0,2500.0,19000.0,-1.0,20.0,4509.0,-1.0,370.0,188062.0,3939.0,26.0,129500.0,6.0,21166.0,-1,3929.0,3500.0,3200.0,6.0,15864.0,0.0,1600.0,1200.0,19000.0,84180.0,717.0,1049.0,70000.0,0.0
2007,29200.0,4161.0,-1.0,-1,-1.0,5788.0,700.0,22000.0,-1.0,23.0,4295.0,-1.0,340.0,184218.0,3984.0,27.0,186200.0,10.0,21348.0,-1,5560.0,2200.0,3000.0,10.0,23067.0,0.0,1800.0,1200.0,22000.0,25650.0,539.0,1660.0,75000.0,0.0
2008,54800.0,3921.0,-1.0,-1,-1.0,5800.0,1300.0,23000.0,-1.0,1.0,9837.0,-1.0,420.0,180328.0,4021.0,28.0,186100.0,11.0,26246.0,-1,8816.0,1500.0,2393.0,11.0,28935.0,0.0,1900.0,1200.0,23000.0,51310.0,502.0,3303.0,92000.0,0.0
2009,173600.0,6321.0,-1.0,-1,-1.0,2254.0,3800.0,24000.0,-1.0,8.0,16892.0,-1.0,360.0,181361.0,4051.0,31.0,208400.0,11.0,41790.0,-1,12534.0,4400.0,2526.0,11.0,20150.0,0.0,4800.0,1200.0,24000.0,50800.0,428.0,5614.0,97807.0,0.0
2010,106400.0,6961.0,-1.0,-1,-1.0,1257.0,1300.0,24300.0,-1.0,10.0,8953.0,-1.0,380.0,198540.0,4840.0,32.0,186100.0,11.0,26819.0,-1,3732.0,11100.0,3600.0,11.0,19470.0,0.0,9130.0,1200.0,24300.0,76100.0,129.0,2266.0,99859.0,0.0
2011,46900.0,8081.0,-1.0,-1,-1.0,1102.0,2500.0,23534.0,-1.0,55.0,6804.0,-1.0,250.0,213706.0,4028.0,32.0,128300.0,11.0,18122.0,-1,5301.0,37300.0,3099.0,11.0,8820.0,0.0,6831.0,1200.0,23534.0,110800.0,125.0,1951.0,71745.0,0.0
2012,49320.0,8000.0,-1.0,-1,-1.0,1087.0,3100.0,22564.0,-1.0,3.0,4931.0,-1.0,220.0,171950.0,4000.0,30.0,134700.0,11.0,16949.0,-1,6110.0,16900.0,3500.0,11.0,20110.0,0.0,6674.0,1200.0,22564.0,77500.0,44.0,2278.0,62700.0,0.0
2013,54070.0,8000.0,-1.0,-1,-1.0,511.0,3100.0,22287.0,-1.0,3.0,4468.0,-1.0,250.0,168901.0,4000.0,25.0,145700.0,11.0,16472.0,-1,4070.0,23300.0,3600.0,11.0,17560.0,0.0,6436.0,1200.0,22287.0,109789.0,65.0,1405.0,61110.0,0.0
2014,96300.0,6176.0,-1.0,-1,-1.0,818.0,3000.0,22019.0,-1.0,4.0,6219.0,-1.0,380.0,173254.0,4112.0,26.0,195400.0,11.0,18452.0,-1,6340.0,39141.0,3700.0,11.0,12630.0,0.0,6121.0,1200.0,22019.0,156266.0,37.0,2145.0,58670.0,0.0
