,Estonia,Kenya,Bolivia (Plurinational State of),Peru,Belarus,Croatia,United Kingdom,India,Armenia,Ethiopia,Brazil,Nepal,Austria,Denmark,Canada,United States of America,Greece,Afghanistan,Iraq,Cyprus,Netherlands,Japan,Eritrea,Bulgaria,Australia & New Zealand,Bangladesh,Iran (Islamic Republic of),Pakistan,Morocco,Tajikistan,Kyrgyzstan,Argentina,Ukraine,Germany,Belgium,Turkmenistan,Uruguay,Czechoslovakia,Ethiopia PDR,Sweden,Switzerland,Mexico,USSR,Romania,Ecuador,Spain,Egypt,Bosnia and Herzegovina,China,Tunisia,Uzbekistan,Latvia,Yugoslav SFR,Portugal,Slovakia,Czechia,Azerbaijan,Hungary,Kazakhstan,Chile,Australia,France,Lithuania,Poland,"China, mainland",Russian Federation,Turkey,New Zealand,Italy,Belgium-Luxembourg
2000,54.0,800.0,-1.0,529.0,16600.0,-1,43000.0,240800.0,-1.0,32138.0,4000.0,4700.0,-1.0,2670.0,693400.0,272553.0,-1.0,9786.0,290.0,0.0,4000.0,-1.0,184.0,60.0,10200.0,3000.0,452.0,4473.0,-1.0,-1,-1.0,46917.0,5000.0,90900.0,14800.0,-1,3167.0,-1.0,-1.0,7900.0,-1.0,100.0,-1.0,1000.0,33.0,14688.0,30000.0,-1,343748.0,4607.0,1000.0,540.0,-1.0,-1.0,1309.0,7552.0,-1,880.0,590.0,990.0,9200.0,37162.0,2700.0,493.0,343748.0,51200.0,173.0,1000.0,2000.0,-1.0
2001,94.0,936.0,-1.0,388.0,17000.0,-1,39000.0,203500.0,-1.0,64052.0,4000.0,5600.0,6300.0,282.0,715000.0,290968.0,-1.0,9135.0,250.0,0.0,4200.0,-1.0,587.0,90.0,10100.0,3000.0,500.0,2710.0,-1.0,-1,-1.0,22300.0,6400.0,47800.0,11900.0,-1,3050.0,-1.0,-1.0,3300.0,-1.0,400.0,-1.0,2000.0,34.0,6989.0,30000.0,-1,252645.0,4515.0,1000.0,320.0,-1.0,-1.0,855.0,7952.0,-1,778.0,800.0,1000.0,9100.0,28459.0,3200.0,727.0,252645.0,58000.0,155.0,1000.0,2000.0,-1.0
2002,98.0,939.0,-1.0,1050.0,13800.0,-1,18000.0,209100.0,-1.0,51052.0,5000.0,6000.0,5100.0,68.0,679400.0,301332.0,-1.0,8497.0,200.0,0.0,4100.0,-1.0,55.0,120.0,10000.0,3000.0,700.0,3021.0,-1.0,-1,-1.0,15500.0,7000.0,17100.0,14100.0,-1,3147.0,-1.0,-1.0,5200.0,-1.0,700.0,-1.0,1760.0,35.0,3800.0,15127.0,-1,409000.0,4511.0,1000.0,1500.0,-1.0,-1.0,1754.0,5308.0,-1,463.0,630.0,1000.0,9000.0,48925.0,2700.0,641.0,409000.0,38000.0,130.0,1000.0,2000.0,-1.0
2003,58.0,941.0,-1.0,1104.0,17409.0,-1,59000.0,176700.0,-1.0,77000.0,6199.0,8000.0,5633.0,39.0,754400.0,267117.0,-1.0,7863.0,180.0,0.0,5347.0,-1.0,50.0,142.0,8800.0,2000.0,618.0,2966.0,-1.0,-1,132.0,11250.0,10900.0,28800.0,13460.0,-1,3100.0,-1.0,-1.0,6900.0,-1.0,960.0,-1.0,1500.0,36.0,3800.0,22439.0,-1,450000.0,4516.0,1000.0,600.0,-1.0,-1.0,1333.0,4848.0,-1,701.0,786.0,1035.0,7000.0,53503.0,2700.0,733.0,450000.0,55300.0,110.0,1800.0,2000.0,-1.0
2004,108.0,944.0,-1.0,751.0,22576.0,-1,52000.0,196500.0,-1.0,77363.0,10338.0,6100.0,5868.0,30.0,516900.0,263358.0,-1.0,8300.0,200.0,0.0,5300.0,-1.0,92.0,100.0,9800.0,3000.0,644.0,3091.0,-1.0,-1,301.0,29280.0,16200.0,23160.0,12341.0,-1,3200.0,-1.0,-1.0,11600.0,-1.0,2000.0,-1.0,2465.0,38.0,7000.0,30486.0,-1,460000.0,4736.0,1000.0,300.0,-1.0,-1.0,1786.0,3460.0,-1,1783.0,777.0,1080.0,8000.0,54561.0,1800.0,870.0,460000.0,57800.0,80.0,1800.0,2000.0,-1.0
2005,209.0,946.0,-1.0,552.0,19460.0,-1,89000.0,169700.0,-1.0,151864.0,15819.0,6519.0,6441.0,0.0,990600.0,500273.0,-1.0,10000.0,191.0,0.0,3641.0,-1.0,11.0,100.0,11779.0,2970.0,667.0,2558.0,-1.0,-1,372.0,36100.0,28200.0,25370.0,10270.0,-1,3318.0,-1.0,-1.0,15700.0,-1.0,960.0,-1.0,55.0,38.0,7000.0,28000.0,-1,475000.0,4623.0,1000.0,600.0,-1.0,-1.0,2674.0,8851.0,-1,2818.0,1000.0,1125.0,10000.0,59236.0,2000.0,1685.0,475000.0,55890.0,86.0,1779.0,2000.0,-1.0
2006,140.0,948.0,-1.0,844.0,11099.0,-1,49000.0,172500.0,-1.0,125907.0,13442.0,6400.0,5765.0,45.0,988800.0,279894.0,-1.0,1100.0,150.0,0.0,3400.0,-1.0,380.0,160.0,9900.0,8485.0,662.0,2781.0,-1.0,-1,173.0,53780.0,61500.0,22400.0,10578.0,-1,3302.0,-1.0,-1.0,11900.0,-1.0,6000.0,-1.0,321.0,40.0,6800.0,27000.0,-1,480000.0,4490.0,1000.0,300.0,-1.0,-1.0,4548.0,7990.0,-1,1896.0,5390.0,1150.0,8000.0,43155.0,700.0,1348.0,480000.0,78982.0,84.0,1900.0,2000.0,-1.0
2007,159.0,951.0,-1.0,900.0,14497.0,-1,23000.0,167900.0,-1.0,108222.0,14722.0,6176.0,2415.0,40.0,633500.0,149764.0,-1.0,1200.0,175.0,0.0,2400.0,-1.0,306.0,140.0,8937.0,8180.0,676.0,3631.0,-1.0,-1,186.0,34065.0,11400.0,6000.0,10031.0,-1,3354.0,-1.0,-1.0,6700.0,-1.0,7200.0,-1.0,394.0,48.0,6800.0,27000.0,-1,268301.0,4336.0,1000.0,100.0,-1.0,-1.0,1337.0,1742.0,-1,2155.0,5220.0,1026.0,7000.0,33801.0,300.0,2039.0,268301.0,79573.0,48.0,1937.0,2000.0,-1.0
2008,192.0,953.0,-1.0,867.0,19468.0,-1,29298.0,163000.0,-1.0,169855.0,11333.0,5268.0,812.0,174.0,861100.0,145192.0,-1.0,1300.0,170.0,0.0,2162.0,-1.0,13.0,144.0,10061.0,7810.0,687.0,3105.0,-1.0,-1,4.0,9564.0,20800.0,4000.0,8800.0,-1,3320.0,-1.0,-1.0,5400.0,-1.0,5100.0,-1.0,221.0,50.0,4536.0,11879.0,-1,349655.0,5186.0,1000.0,200.0,-1.0,-1.0,1237.0,1405.0,-1,610.0,10300.0,1110.0,8000.0,14600.0,200.0,1564.0,349655.0,92930.0,40.0,2061.0,2000.0,-1.0
2009,175.0,955.0,-1.0,1173.0,10033.0,-1,54000.0,169200.0,-1.0,150629.0,9873.0,4756.0,642.0,257.0,930100.0,188550.0,-1.0,1200.0,165.0,0.0,2499.0,-1.0,610.0,150.0,9984.0,7050.0,700.0,3056.0,-1.0,-1,50.0,19505.0,37300.0,4000.0,7393.0,-1,3974.0,-1.0,-1.0,18800.0,325.0,1800.0,-1.0,1099.0,51.0,2494.0,7888.0,-1,318135.0,3825.0,1000.0,100.0,-1.0,-1.0,1876.0,4291.0,-1,948.0,47650.0,1157.0,8000.0,43113.0,200.0,2082.0,318135.0,102620.0,10.0,1984.0,2000.0,-1.0
2010,157.0,958.0,-1.0,970.0,10399.0,-1,72000.0,153700.0,-1.0,65421.0,16159.0,3250.0,852.0,266.0,423000.0,230030.0,-1.0,1200.0,161.0,0.0,1422.0,-1.0,305.0,153.0,10049.0,6870.0,713.0,2714.0,-1.0,-1,89.0,32170.0,46800.0,7000.0,8600.0,-1,4487.0,-1.0,-1.0,23600.0,358.0,2500.0,-1.0,1817.0,52.0,58.0,4552.0,-1,352812.0,3473.0,1000.0,800.0,-1.0,-1.0,1672.0,3928.0,-1,339.0,94610.0,1194.0,8000.0,40795.0,200.0,3379.0,352812.0,178213.0,3.0,2049.0,2000.0,-1.0
2011,101.0,960.0,-1.0,744.0,13143.0,-1,71000.0,147000.0,-1.0,112761.0,11046.0,3005.0,906.0,259.0,368300.0,141783.0,-1.0,2500.0,156.0,0.0,1195.0,-1.0,186.0,116.0,10113.0,6705.0,727.0,2776.0,-1.0,-1,104.0,21390.0,51100.0,6000.0,5689.0,-1,5110.0,-1.0,-1.0,23000.0,398.0,1800.0,-1.0,2626.0,53.0,1.0,4536.0,-1,358641.0,3063.0,1000.0,1500.0,-1.0,-1.0,2331.0,3433.0,-1,547.0,273080.0,1231.0,8000.0,30547.0,400.0,2611.0,358641.0,471220.0,6.0,2113.0,2000.0,-1.0
2012,41.0,1000.0,-1.0,1273.0,8664.0,-1,42000.0,152000.0,-1.0,122064.0,7338.0,1538.0,871.0,253.0,488900.0,147280.0,-1.0,2500.0,150.0,0.0,1765.0,-1.0,226.0,113.0,9178.0,6313.0,800.0,2507.0,-1.0,-1,93.0,17070.0,41400.0,6000.0,8082.0,-1,6000.0,-1.0,-1.0,12400.0,421.0,1700.0,-1.0,3553.0,55.0,10.0,5725.0,-1,390505.0,2400.0,1000.0,300.0,-1.0,-1.0,1228.0,2402.0,-1,420.0,157880.0,1300.0,7000.0,23742.0,200.0,1602.0,390505.0,369043.0,0.0,2178.0,2000.0,-1.0
2013,103.0,1000.0,62.0,1098.0,7005.0,-1,62000.0,147000.0,-1.0,87946.0,9734.0,7672.0,626.0,246.0,730700.0,85250.0,-1.0,2500.0,160.0,0.0,1981.0,-1.0,203.0,115.0,8243.0,6000.0,820.0,2622.0,-1.0,-1,91.0,20430.0,31920.0,6000.0,7400.0,-1,5500.0,-1.0,-1.0,9600.0,464.0,800.0,-1.0,4046.0,55.0,6.0,1941.0,-1,398809.0,2400.0,1000.0,200.0,-1.0,-1.0,1155.0,2066.0,-1,700.0,295020.0,1300.0,6000.0,22089.0,200.0,2049.0,398809.0,299768.0,0.0,2243.0,2000.0,-1.0
2014,49.0,955.0,-1.0,1108.0,7229.0,-1,39000.0,141000.0,-1.0,83131.0,4839.0,9136.0,1035.0,240.0,872500.0,161750.0,-1.0,2500.0,141.0,0.0,1388.0,-1.0,203.0,117.0,8308.0,9000.0,837.0,2366.0,-1.0,-1,90.0,17255.0,46630.0,6000.0,7000.0,-1,5600.0,-1.0,-1.0,11000.0,352.0,1710.0,-1.0,2567.0,56.0,343.0,4485.0,-1,387000.0,2301.0,1000.0,600.0,-1.0,-1.0,1334.0,2390.0,-1,540.0,419957.0,1316.0,6000.0,16561.0,300.0,4124.0,387000.0,365088.0,0.0,2308.0,2000.0,-1.0
