,Ukraine,Democratic People's Republic of Korea,Germany,Serbia,Belgium,Georgia,Serbia and Montenegro,Croatia,Poland,Switzerland,USSR,Romania,China,Spain,United Kingdom,Ethiopia,Yugoslav SFR,Ireland,Greece,Canada,Albania,Portugal,Slovakia,Republic of Korea,Austria,South Africa,Hungary,Japan,New Zealand,Bulgaria,Australia & New Zealand,United States of America,Australia,France,Slovenia,Czechoslovakia,"China, mainland",Russian Federation,Czechia,Argentina,Belgium-Luxembourg
1971,-1.0,3000.0,17511.0,-1.0,-1.0,-1.0,-1.0,-1.0,2600.0,13.0,10400.0,800.0,-1.0,1412.0,7284.0,-1.0,3753.0,-1.0,160.0,399.0,-1.0,150.0,-1.0,154.0,87.0,130.0,412.0,1590.0,246.0,1176.0,1055.0,11695.0,809.0,1058.0,-1.0,9353.0,-1.0,-1.0,-1.0,265.0,1036.0
1972,-1.0,3000.0,20276.0,-1.0,-1.0,-1.0,-1.0,-1.0,2600.0,13.0,10500.0,700.0,-1.0,1674.0,6880.0,-1.0,3916.0,-1.0,170.0,360.0,-1.0,150.0,-1.0,64.0,98.0,130.0,397.0,1600.0,247.0,1194.0,1195.0,12019.0,948.0,1236.0,-1.0,9591.0,-1.0,-1.0,-1.0,248.0,1148.0
1973,-1.0,3000.0,21938.0,-1.0,-1.0,-1.0,-1.0,-1.0,2600.0,13.0,11300.0,700.0,-1.0,1891.0,6880.0,-1.0,4076.0,-1.0,170.0,350.0,-1.0,300.0,-1.0,37.0,100.0,140.0,400.0,1600.0,249.0,1276.0,1318.0,12707.0,1069.0,1322.0,-1.0,9715.0,-1.0,-1.0,-1.0,273.0,1186.0
1974,-1.0,2800.0,22130.0,-1.0,-1.0,-1.0,-1.0,-1.0,2500.0,13.0,11300.0,800.0,-1.0,1892.0,6475.0,-1.0,4192.0,-1.0,172.0,362.0,-1.0,200.0,-1.0,81.0,107.0,159.0,581.0,1500.0,251.0,1136.0,1462.0,13111.0,1211.0,1322.0,-1.0,9944.0,-1.0,-1.0,-1.0,330.0,1157.0
1975,-1.0,2800.0,22232.0,-1.0,-1.0,-1.0,-1.0,-1.0,2409.0,13.0,12000.0,830.0,-1.0,1866.0,7000.0,-1.0,3841.0,-1.0,172.0,360.0,-1.0,150.0,-1.0,129.0,110.0,199.0,707.0,1500.0,251.0,1178.0,1391.0,12990.0,1140.0,1169.0,-1.0,10575.0,-1.0,-1.0,-1.0,282.0,1061.0
1976,-1.0,2800.0,21629.0,-1.0,-1.0,-1.0,-1.0,-1.0,2305.0,13.0,12000.0,850.0,-1.0,1865.0,5900.0,-1.0,3376.0,-1.0,172.0,360.0,-1.0,270.0,-1.0,201.0,118.0,189.0,798.0,1374.0,191.0,1202.0,1176.0,12505.0,985.0,1050.0,-1.0,11164.0,-1.0,-1.0,-1.0,345.0,1012.0
1977,-1.0,2600.0,21313.0,-1.0,-1.0,-1.0,-1.0,-1.0,2330.0,13.0,12000.0,890.0,-1.0,1800.0,5900.0,-1.0,3248.0,-1.0,172.0,360.0,-1.0,130.0,-1.0,270.0,110.0,201.0,798.0,1285.0,183.0,1264.0,1194.0,12343.0,1011.0,985.0,-1.0,11426.0,-1.0,-1.0,-1.0,340.0,955.0
1978,-1.0,2600.0,19703.0,-1.0,-1.0,-1.0,-1.0,-1.0,2401.0,12.0,17000.0,915.0,-1.0,1742.0,5900.0,-1.0,3121.0,58.0,172.0,350.0,-1.0,150.0,-1.0,250.0,116.0,209.0,755.0,1234.0,200.0,1382.0,1196.0,12505.0,996.0,900.0,-1.0,11638.0,-1.0,-1.0,-1.0,320.0,829.0
1979,-1.0,3000.0,19419.0,-1.0,-1.0,-1.0,-1.0,-1.0,2448.0,12.0,15000.0,920.0,-1.0,1824.0,5700.0,-1.0,3121.0,67.0,172.0,350.0,-1.0,150.0,-1.0,300.0,123.0,209.0,773.0,1181.0,156.0,1315.0,1159.0,12869.0,1003.0,775.0,-1.0,11745.0,-1.0,-1.0,-1.0,291.0,785.0
1980,-1.0,2700.0,20002.0,-1.0,-1.0,-1.0,-1.0,-1.0,2474.0,12.0,16000.0,920.0,-1.0,1824.0,5700.0,-1.0,3199.0,75.0,172.0,350.0,-1.0,150.0,-1.0,250.0,131.0,230.0,739.0,1160.0,156.0,1146.0,1226.0,15014.0,1070.0,762.0,-1.0,12218.0,-1.0,-1.0,-1.0,195.0,795.0
1981,-1.0,2600.0,21538.0,-1.0,-1.0,-1.0,-1.0,-1.0,2445.0,12.0,16000.0,880.0,-1.0,1967.0,6000.0,-1.0,3276.0,75.0,173.0,0.0,-1.0,150.0,-1.0,400.0,135.0,230.0,708.0,1129.0,185.0,1136.0,1350.0,17440.0,1165.0,800.0,-1.0,12102.0,-1.0,-1.0,-1.0,170.0,821.0
1982,-1.0,2400.0,22949.0,-1.0,-1.0,-1.0,-1.0,-1.0,2369.0,11.0,16000.0,800.0,-1.0,1967.0,5900.0,-1.0,3439.0,75.0,80.0,-1.0,-1.0,150.0,-1.0,310.0,138.0,230.0,677.0,1108.0,202.0,1114.0,1502.0,16030.0,1300.0,700.0,-1.0,12197.0,-1.0,-1.0,-1.0,205.0,838.0
1983,-1.0,2600.0,22448.0,-1.0,-1.0,-1.0,-1.0,-1.0,2435.0,12.0,16000.0,700.0,-1.0,1951.0,6000.0,-1.0,3418.0,75.0,15.0,-1.0,-1.0,150.0,-1.0,325.0,142.0,230.0,699.0,1099.0,142.0,1006.0,1530.0,14930.0,1388.0,700.0,-1.0,12256.0,-1.0,-1.0,-1.0,210.0,797.0
1984,-1.0,3000.0,22291.0,-1.0,-1.0,-1.0,-1.0,-1.0,2475.0,17.0,15000.0,700.0,-1.0,1951.0,5091.0,-1.0,3520.0,76.0,0.0,-1.0,-1.0,150.0,-1.0,320.0,146.0,230.0,659.0,1068.0,178.0,1016.0,1530.0,12460.0,1352.0,700.0,-1.0,12342.0,-1.0,-1.0,-1.0,194.0,742.0
1985,-1.0,3400.0,22359.0,-1.0,-1.0,-1.0,-1.0,-1.0,2494.0,21.0,15000.0,700.0,1300.0,1950.0,4748.0,-1.0,3379.0,35.0,0.0,-1.0,-1.0,150.0,-1.0,335.0,154.0,230.0,579.0,1049.0,145.0,947.0,1434.0,11370.0,1289.0,600.0,-1.0,12539.0,1300.0,-1.0,-1.0,245.0,692.0
1986,-1.0,3700.0,22710.0,-1.0,-1.0,-1.0,-1.0,-1.0,2333.0,20.0,15000.0,700.0,2000.0,1616.0,4232.0,-1.0,3235.0,34.0,-1.0,-1.0,-1.0,163.0,-1.0,350.0,155.0,230.0,570.0,1009.0,140.0,866.0,1446.0,10120.0,1306.0,500.0,-1.0,12669.0,2000.0,-1.0,-1.0,229.0,569.0
1987,-1.0,3900.0,22164.0,-1.0,-1.0,-1.0,-1.0,-1.0,2315.0,20.0,15000.0,700.0,2500.0,1550.0,4200.0,-1.0,3272.0,34.0,-1.0,-1.0,-1.0,154.0,-1.0,455.0,158.0,230.0,555.0,995.0,147.0,852.0,1337.0,11500.0,1190.0,500.0,-1.0,12749.0,2500.0,-1.0,-1.0,232.0,428.0
1988,-1.0,4000.0,23247.0,-1.0,-1.0,-1.0,-1.0,-1.0,2299.0,23.0,13000.0,700.0,3500.0,1501.0,3900.0,-1.0,3202.0,35.0,-1.0,-1.0,-1.0,135.0,-1.0,389.0,180.0,230.0,558.0,980.0,141.0,786.0,1344.0,13500.0,1203.0,455.0,-1.0,12949.0,3500.0,-1.0,-1.0,242.0,412.0
1989,-1.0,4000.0,22399.0,-1.0,-1.0,-1.0,-1.0,-1.0,2192.0,21.0,13000.0,600.0,5000.0,1383.0,3740.0,-1.0,3198.0,35.0,-1.0,-1.0,-1.0,118.0,-1.0,341.0,181.0,230.0,521.0,800.0,157.0,783.0,1336.0,14000.0,1179.0,448.0,-1.0,11825.0,5000.0,-1.0,-1.0,242.0,393.0
1990,-1.0,5255.0,22400.0,-1.0,-1.0,-1.0,-1.0,-1.0,2131.0,21.0,12200.0,2000.0,6200.0,1400.0,3900.0,-1.0,3141.0,36.0,-1.0,0.0,-1.0,105.0,-1.0,448.0,195.0,213.0,485.0,843.0,170.0,710.0,1283.0,14350.0,1113.0,483.0,-1.0,11805.0,6200.0,-1.0,-1.0,250.0,363.0
1991,-1.0,4025.0,22478.0,-1.0,-1.0,-1.0,-1.0,-1.0,2124.0,21.0,11800.0,2100.0,6500.0,1164.0,3700.0,-1.0,3043.0,36.0,-1.0,0.0,-1.0,92.0,-1.0,300.0,196.0,278.0,460.0,741.0,160.0,671.0,1214.0,16000.0,1054.0,507.0,-1.0,12783.0,6500.0,-1.0,-1.0,260.0,391.0
1992,6907.0,4009.0,22757.0,-1.0,-1.0,400.0,412.0,0.0,2201.0,21.0,-1.0,2200.0,7000.0,1176.0,3617.0,-1.0,-1.0,36.0,-1.0,0.0,-1.0,95.0,-1.0,250.0,207.0,280.0,230.0,660.0,210.0,729.0,1373.0,17100.0,1163.0,577.0,2398.0,13000.0,7000.0,4400.0,-1.0,270.0,399.0
1993,6313.0,4400.0,23016.0,-1.0,-1.0,376.0,511.0,-1.0,2013.0,21.0,-1.0,2340.0,7000.0,1148.0,3527.0,14500.0,-1.0,35.0,-1.0,0.0,-1.0,93.0,1304.0,100.0,217.0,260.0,106.0,600.0,220.0,730.0,1417.0,17440.0,1197.0,638.0,2466.0,-1.0,7000.0,4600.0,11422.0,280.0,411.0
1994,6008.0,4400.0,21947.0,-1.0,-1.0,353.0,605.0,-1.0,2239.0,21.0,-1.0,2189.0,7000.0,1090.0,3472.0,14341.0,-1.0,36.0,-1.0,0.0,-1.0,113.0,1210.0,40.0,234.0,230.0,25.0,500.0,266.0,738.0,1273.0,17160.0,1007.0,652.0,2292.0,-1.0,7000.0,4100.0,10687.0,280.0,377.0
1995,5199.0,4000.0,21807.0,-1.0,-1.0,300.0,575.0,-1.0,2259.0,21.0,-1.0,1709.0,6904.0,1085.0,3300.0,14500.0,-1.0,36.0,-1.0,0.0,-1.0,113.0,1140.0,16.0,242.0,370.0,17.0,520.0,312.0,428.0,1407.0,17480.0,1095.0,658.0,2205.0,-1.0,6904.0,3900.0,10115.0,280.0,372.0
1996,4838.0,4148.0,21814.0,-1.0,-1.0,294.0,551.0,-1.0,2315.0,21.0,-1.0,1784.0,7500.0,1065.0,3400.0,15000.0,-1.0,36.0,-1.0,0.0,150.0,100.0,993.0,6.0,245.0,370.0,15.0,433.0,350.0,430.0,1350.0,17870.0,1000.0,665.0,2233.0,-1.0,7500.0,3500.0,9436.0,280.0,348.0
1997,3668.0,4213.0,21383.0,-1.0,-1.0,299.0,560.0,-1.0,2213.0,21.0,-1.0,684.0,7195.0,995.0,3500.0,16000.0,-1.0,36.0,-1.0,0.0,133.0,128.0,816.0,6.0,246.0,370.0,0.0,398.0,350.0,459.0,1350.0,17520.0,1000.0,692.0,2163.0,-1.0,7195.0,2080.0,7475.0,280.0,309.0
1998,2602.0,4200.0,19789.0,-1.0,-1.0,250.0,560.0,-1.0,2156.0,22.0,-1.0,390.0,7750.0,842.0,2900.0,18000.0,-1.0,36.0,-1.0,0.0,200.0,65.0,151.0,5.0,249.0,370.0,0.0,359.0,350.0,395.0,1270.0,14830.0,920.0,760.0,2010.0,-1.0,7750.0,1730.0,5633.0,280.0,272.0
1999,2175.0,4257.0,18297.0,-1.0,-1.0,0.0,560.0,-1.0,1969.0,22.0,-1.0,514.0,6000.0,818.0,2600.0,19000.0,-1.0,36.0,-1.0,0.0,195.0,40.0,238.0,5.0,226.0,360.0,0.0,341.0,350.0,400.0,1150.0,13860.0,800.0,788.0,1803.0,-1.0,6000.0,1945.0,6012.0,250.0,262.0
2000,2015.0,4300.0,18724.0,-1.0,300.0,0.0,521.0,-1.0,1923.0,22.0,-1.0,240.0,5500.0,741.0,2300.0,21000.0,-1.0,37.0,-1.0,0.0,225.0,40.0,273.0,0.0,217.0,380.0,0.0,329.0,350.0,281.0,1088.0,14617.0,738.0,790.0,1766.0,-1.0,5500.0,2400.0,6095.0,250.0,-1.0
2001,1656.0,4400.0,19845.0,-1.0,300.0,0.0,627.0,-1.0,1948.0,24.0,-1.0,140.0,4998.0,829.0,2195.0,18448.0,-1.0,37.0,-1.0,0.0,300.0,38.0,246.0,1.0,218.0,450.0,0.0,330.0,350.0,252.0,1050.0,14533.0,700.0,800.0,1682.0,-1.0,4998.0,2200.0,6075.0,250.0,-1.0
2002,1700.0,4417.0,18563.0,-1.0,300.0,0.0,543.0,-1.0,2198.0,23.0,-1.0,152.0,5630.0,666.0,1820.0,20000.0,-1.0,37.0,-1.0,0.0,1050.0,42.0,317.0,0.0,216.0,397.0,0.0,345.0,350.0,254.0,1050.0,11861.0,700.0,794.0,1817.0,-1.0,5630.0,2100.0,8203.0,240.0,-1.0
2003,1708.0,4500.0,17605.0,-1.0,225.0,0.0,422.0,-1.0,2172.0,22.0,-1.0,203.0,5158.0,642.0,1460.0,20792.0,-1.0,37.0,-1.0,0.0,1040.0,43.0,318.0,0.0,209.0,394.0,0.0,348.0,350.0,281.0,816.0,11602.0,466.0,793.0,1572.0,-1.0,5158.0,1800.0,5942.0,246.0,-1.0
2004,1700.0,4419.0,17395.0,-1.0,218.0,0.0,271.0,-1.0,2239.0,20.0,-1.0,50.0,3752.0,642.0,1340.0,21943.0,-1.0,37.0,-1.0,0.0,1350.0,43.0,308.0,0.0,207.0,380.0,0.0,346.0,330.0,273.0,699.0,11227.0,369.0,790.0,1524.0,-1.0,3752.0,1700.0,5838.0,243.0,-1.0
2005,1300.0,4478.0,17231.0,-1.0,176.0,2.0,227.0,-1.0,2291.0,20.0,-1.0,280.0,3486.0,626.0,1340.0,22891.0,-1.0,37.0,-1.0,0.0,1200.0,43.0,306.0,0.0,197.0,400.0,0.0,342.0,330.0,228.0,835.0,11923.0,505.0,762.0,1453.0,-1.0,3486.0,1600.0,5672.0,243.0,-1.0
2006,1200.0,4365.0,17214.0,82.0,287.0,0.0,-1.0,-1.0,2234.0,22.0,-1.0,652.0,3544.0,600.0,1177.0,23778.0,-1.0,40.0,-1.0,0.0,1500.0,40.0,302.0,0.0,196.0,400.0,0.0,341.0,330.0,202.0,702.0,11884.0,372.0,794.0,1507.0,-1.0,3544.0,600.0,5414.0,245.0,-1.0
2007,900.0,4400.0,17747.0,76.0,192.0,0.0,-1.0,-1.0,2292.0,19.0,-1.0,440.0,3600.0,600.0,1200.0,25214.0,-1.0,36.0,-1.0,0.0,1500.0,50.0,293.0,0.0,212.0,410.0,1.0,335.0,330.0,279.0,707.0,12509.0,377.0,795.0,1572.0,-1.0,3600.0,500.0,5389.0,370.0,-1.0
2008,1000.0,4500.0,18780.0,72.0,201.0,2.0,-1.0,-1.0,2316.0,20.0,-1.0,501.0,3600.0,498.0,1005.0,24409.0,-1.0,39.0,-1.0,0.0,1500.0,49.0,272.0,0.0,216.0,410.0,1.0,360.0,330.0,188.0,710.0,16551.0,380.0,802.0,1638.0,-1.0,3600.0,468.0,5335.0,370.0,-1.0
2009,950.0,4600.0,18450.0,67.0,196.0,7.0,-1.0,-1.0,2195.0,18.0,-1.0,456.0,3600.0,502.0,934.0,23998.0,-1.0,39.0,-1.0,0.0,2200.0,41.0,229.0,0.0,231.0,397.0,1.0,370.0,330.0,144.0,714.0,16077.0,384.0,791.0,1660.0,-1.0,3600.0,422.0,5307.0,370.0,-1.0
2010,900.0,4600.0,18386.0,54.0,200.0,7.0,-1.0,-1.0,1709.0,19.0,-1.0,215.0,3519.0,514.0,804.0,21669.0,-1.0,40.0,-1.0,0.0,2100.0,40.0,236.0,0.0,233.0,371.0,1.0,356.0,339.0,84.0,729.0,12662.0,390.0,765.0,1488.0,-1.0,3519.0,242.0,5200.0,370.0,-1.0
2011,800.0,4600.0,18600.0,47.0,197.0,7.0,-1.0,-1.0,1643.0,19.0,-1.0,177.0,3110.0,533.0,688.0,22564.0,-1.0,40.0,-1.0,0.0,2200.0,39.0,228.0,0.0,241.0,388.0,1.0,334.0,343.0,51.0,757.0,12054.0,414.0,749.0,1376.0,-1.0,3110.0,255.0,4632.0,370.0,-1.0
2012,700.0,4600.0,17300.0,11.0,161.0,7.0,-1.0,-1.0,1633.0,19.0,-1.0,226.0,2944.0,539.0,573.0,22945.0,-1.0,42.0,-1.0,0.0,2200.0,38.0,221.0,0.0,237.0,375.0,1.0,337.0,334.0,51.0,738.0,12920.0,404.0,583.0,1159.0,-1.0,2944.0,268.0,4366.0,370.0,-1.0
2013,600.0,4600.0,16600.0,20.0,164.0,7.0,-1.0,-1.0,1623.0,18.0,-1.0,239.0,2788.0,539.0,507.0,24726.0,-1.0,47.0,-1.0,0.0,2200.0,37.0,174.0,0.0,243.0,387.0,1.0,336.0,333.0,71.0,633.0,14280.0,300.0,531.0,1166.0,-1.0,2788.0,273.0,4319.0,370.0,-1.0
2014,400.0,4631.0,17300.0,16.0,156.0,7.0,-1.0,-1.0,1684.0,17.0,-1.0,243.0,2643.0,559.0,449.0,28386.0,-1.0,42.0,-1.0,0.0,2252.0,36.0,141.0,0.0,247.0,418.0,1.0,334.0,333.0,69.0,613.0,15380.0,281.0,557.0,1296.0,-1.0,2643.0,267.0,4460.0,380.0,-1.0
