,"China, Taiwan Province of",Azerbaijan,Bhutan,Syrian Arab Republic,Israel,Australia & New Zealand,Australia,Iraq,Czechia,Pakistan,Slovakia,Nepal,Kenya,Libya,Yemen,Republic of Moldova,Italy,Serbia,USSR,Germany,Turkmenistan,Tajikistan,Portugal,Albania,Uzbekistan,China,Serbia and Montenegro,Armenia,Morocco,Slovenia,Chile,Malta,Argentina,Spain,Kyrgyzstan,India,Cyprus,Austria,Ecuador,Japan,Poland,Canada,Turkey,Jordan,Afghanistan,Switzerland,Egypt,The former Yugoslav Republic of Macedonia,Georgia,Greece,Czechoslovakia,France,Zimbabwe,New Zealand,Bosnia and Herzegovina,Hungary,Lebanon,Russian Federation,Cameroon,Tunisia,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,Romania,United States of America,South Africa,Mexico,Ukraine,"China, mainland",Guadeloupe,Madagascar,Algeria,Peru,Croatia,Bulgaria,Occupied Palestinian Territory
2003,53874.0,12912.0,-1.0,104900.0,8540.0,24242.0,19742.0,23626.0,4293.0,210882.0,2677.0,518.0,62.0,17399.0,6583.0,6429.0,108320.0,,,185.0,21000.0,14100.0,4585.0,2200.0,82000.0,81874.0,27603.0,4500.0,97950.0,262.0,26000.0,61.0,25298.0,143840.0,11000.0,10579.0,800.0,17408.0,293.0,88300.0,4794.0,1220.0,499000.0,4972.0,49122.0,2410.0,70424.0,1436.0,1820.0,59854.0,,123814.0,43.0,4500.0,499.0,30790.0,30800.0,75230.0,474.0,30000.0,,285000.0,6051.0,42591.0,88541.0,50006.0,1720.0,110500.0,28000.0,24.0,1228.0,106469.0,170.0,966.0,18527.0,1190.0
2004,57009.0,6820.0,16.0,75700.0,13390.0,14572.0,10658.0,24000.0,5484.0,214800.0,1584.0,567.0,61.0,17500.0,1177.0,6016.0,213425.0,,,489.0,24000.0,14500.0,4761.0,1800.0,162000.0,96509.0,29982.0,5400.0,85000.0,755.0,23000.0,40.0,25404.0,121486.0,15400.0,10966.0,1159.0,15746.0,300.0,113600.0,4889.0,1250.0,350000.0,5787.0,35750.0,7061.0,72523.0,4476.0,500.0,89538.0,,166136.0,42.0,3914.0,716.0,35155.0,28600.0,80100.0,470.0,27000.0,,166373.0,8534.0,20648.0,91716.0,96968.0,1532.0,99300.0,39500.0,24.0,1239.0,87991.0,175.0,972.0,18458.0,1491.0
2005,45937.0,16171.0,17.0,65513.0,16680.0,23376.0,19698.0,24500.0,2374.0,197239.0,1255.0,567.0,60.0,18000.0,1365.0,5234.0,232882.0,,,216.0,28000.0,12300.0,4707.0,2000.0,170000.0,90937.0,13633.0,10000.0,103600.0,373.0,22000.0,43.0,25557.0,137167.0,13000.0,11395.0,1730.0,13090.0,320.0,123000.0,3158.0,1617.0,894000.0,6606.0,44695.0,5161.0,73000.0,2964.0,1489.0,73613.0,,176950.0,42.0,3678.0,522.0,25655.0,31800.0,72000.0,531.0,26000.0,,275578.0,8500.0,52410.0,74070.0,43688.0,1298.0,94200.0,45000.0,24.0,1256.0,145097.0,180.0,832.0,10621.0,1003.0
2006,48001.0,18680.0,18.0,98538.0,12954.0,20620.0,16920.0,19000.0,3020.0,177266.0,1780.0,567.0,66.0,20000.0,1509.0,3823.0,221994.0,21863.0,,300.0,30000.0,21000.0,4900.0,1900.0,235637.0,83001.0,,13000.0,129440.0,662.0,20000.0,48.0,25200.0,156872.0,16500.0,11877.0,1801.0,25203.0,330.0,119700.0,2448.0,826.0,483459.0,6816.0,50000.0,6594.0,100799.0,3561.0,510.0,71586.0,,179812.0,41.0,3700.0,837.0,40281.0,29300.0,39000.0,565.0,28000.0,,346000.0,9870.0,38754.0,40530.0,83639.0,1696.0,28000.0,35000.0,24.0,1250.0,167017.0,194.0,1390.0,13286.0,1067.0
2007,37834.0,19050.0,19.0,112738.0,12037.0,20827.0,17327.0,16322.0,5441.0,240192.0,1511.0,567.0,70.0,20100.0,1615.0,6340.0,214573.0,22952.0,,310.0,33000.0,15500.0,3274.0,2000.0,230000.0,75834.0,,15681.0,105234.0,483.0,18000.0,20.0,25500.0,89023.0,15200.0,12335.0,1887.0,14553.0,350.0,120600.0,1076.0,889.0,589732.0,4981.0,58000.0,6405.0,101139.0,3531.0,300.0,83287.0,,126409.0,40.0,3500.0,837.0,21734.0,32000.0,78000.0,600.0,24000.0,,416000.0,9940.0,27567.0,80070.0,55391.0,1326.0,55600.0,38000.0,24.0,1300.0,116438.0,210.0,1458.0,8310.0,949.0
2008,35812.0,21494.0,19.0,100900.0,10002.0,20400.0,17000.0,18952.0,2864.0,237937.0,2087.0,567.0,79.0,20500.0,1655.0,6644.0,205493.0,22301.0,,320.0,32000.0,26000.0,3117.0,3500.0,265000.0,77812.0,,8308.0,113216.0,269.0,19114.0,52.0,26247.0,109108.0,30000.0,12835.0,1024.0,15327.0,380.0,121000.0,4101.0,1084.0,750574.0,6528.0,58756.0,5618.0,106165.0,3706.0,700.0,77400.0,,94516.0,40.0,3400.0,614.0,26761.0,32500.0,57500.0,627.0,26500.0,,487333.0,6180.0,32125.0,74035.0,61222.0,1387.0,88900.0,42000.0,25.0,1290.0,172409.0,220.0,1493.0,12957.0,1304.0
2009,46890.0,20181.0,20.0,98913.0,7721.0,16873.0,13673.0,18339.0,4950.0,193936.0,2086.0,725.0,75.0,21000.0,1691.0,6600.0,215121.0,31157.0,,350.0,33500.0,20400.0,3887.0,3850.0,292000.0,89890.0,,8064.0,133598.0,616.0,18083.0,35.0,26567.0,95221.0,22000.0,13226.0,1055.0,24410.0,400.0,115200.0,5244.0,913.0,695364.0,6037.0,60000.0,9450.0,112977.0,2950.0,200.0,62285.0,,195932.0,42.0,3200.0,1077.0,33457.0,29000.0,60000.0,681.0,30000.0,,371814.0,13250.0,32499.0,62324.0,46594.0,1333.0,73400.0,43000.0,25.0,1345.0,202806.0,230.0,1583.0,7568.0,800.0
2010,49695.0,19248.0,20.0,61981.0,8338.0,17121.0,13764.0,18926.0,1333.0,190174.0,1198.0,797.0,76.0,21500.0,1140.0,4744.0,252892.0,22936.0,,350.0,35463.0,21000.0,3227.0,3471.0,325000.0,94400.0,,7671.0,134933.0,482.0,15031.0,50.0,26408.0,78715.0,21000.0,13561.0,986.0,12865.0,377.0,92400.0,3376.0,620.0,476132.0,6796.0,66560.0,8190.0,92704.0,2996.0,800.0,76800.0,,144856.0,43.0,3358.0,1242.0,27059.0,21035.0,51000.0,680.0,23500.0,,371814.0,12330.0,23804.0,60219.0,44346.0,1291.0,77200.0,44705.0,25.0,1360.0,198467.0,232.0,1170.0,11587.0,307.0
2011,42010.0,18680.0,21.0,75919.0,7959.0,16461.0,13283.0,21476.0,2422.0,189420.0,933.0,971.0,74.0,23135.0,1076.0,8549.0,263132.0,32656.0,,205.0,38139.0,25000.0,3225.0,3900.0,384079.0,90189.0,,49357.0,159124.0,687.0,14393.0,86.0,26556.0,86880.0,22000.0,13820.0,924.0,23505.0,378.0,106900.0,4024.0,423.0,676138.0,7851.0,73350.0,9398.0,96643.0,3747.0,300.0,76700.0,,155124.0,43.0,3178.0,1395.0,24766.0,16027.0,60000.0,754.0,30000.0,,226505.0,12370.0,33745.0,60464.0,57518.0,863.0,119900.0,48179.0,25.0,1366.0,285897.0,223.0,1655.0,11931.0,938.0
2012,31880.0,23952.0,23.0,72000.0,13379.0,16311.0,13073.0,23152.0,1032.0,178489.0,265.0,1484.0,70.0,25500.0,999.0,5162.0,247146.0,22632.0,,198.0,36867.0,30000.0,3249.0,4430.0,426000.0,81431.0,,76186.0,122405.0,681.0,14420.0,34.0,26704.0,118114.0,24100.0,14019.0,927.0,8509.0,400.0,90000.0,3428.0,582.0,795768.0,7992.0,83500.0,8768.0,98772.0,4503.0,700.0,83200.0,,189691.0,46.0,3238.0,1031.0,10780.0,24167.0,57000.0,850.0,33500.0,,209556.0,19230.0,29089.0,55157.0,66762.0,1130.0,62900.0,49551.0,26.0,1400.0,269308.0,233.0,793.0,10196.0,1058.0
2013,30706.0,23923.0,22.0,65272.0,9500.0,15576.0,12248.0,26276.0,3992.0,177630.0,369.0,1658.0,70.0,25968.0,936.0,9904.0,198290.0,29664.0,,189.0,37916.0,31400.0,2157.0,4400.0,480000.0,82087.0,,89019.0,100698.0,435.0,14437.0,51.0,26852.0,131776.0,27000.0,14009.0,824.0,35727.0,376.0,123700.0,4120.0,505.0,811609.0,8151.0,90000.0,8395.0,92444.0,3968.0,700.0,109900.0,,133646.0,46.0,3328.0,1048.0,21490.0,24016.0,62000.0,854.0,29500.0,,221500.0,15270.0,28310.0,55338.0,41760.0,996.0,134970.0,51381.0,26.0,1350.0,319784.0,239.0,1090.0,18024.0,1081.0
2014,34709.0,21698.0,23.0,32008.0,7000.0,14181.0,10313.0,26298.0,2317.0,170504.0,398.0,1640.0,74.0,23839.0,872.0,7184.0,222690.0,29655.0,,183.0,38965.0,33000.0,2234.0,4140.0,547000.0,87921.0,,4170.0,90274.0,673.0,11246.0,34.0,27000.0,136446.0,28000.0,13999.0,758.0,25063.0,367.0,111400.0,3728.0,761.0,278210.0,8112.0,90000.0,10621.0,97522.0,4619.0,700.0,125100.0,,177000.0,45.0,3868.0,805.0,23090.0,23658.0,62000.0,843.0,29000.0,,252747.0,19086.0,43609.0,58876.0,35235.0,922.0,64520.0,53212.0,26.0,1385.0,216941.0,245.0,632.0,11367.0,1079.0
