,USSR,Eritrea,Australia & New Zealand,Australia,Pakistan,Democratic Republic of the Congo,Belize,Ethiopia,Guyana,South Africa,Lebanon,Tajikistan,Tunisia,Brazil,Paraguay,Niger,Slovenia,Congo,Argentina,Colombia,Spain,India,Jamaica,Ecuador,Madagascar,Republic of Moldova,Canada,Turkey,Switzerland,Belgium-Luxembourg,Ethiopia PDR,Estonia,The former Yugoslav Republic of Macedonia,Greece,Czechoslovakia,France,Republic of Korea,Poland,Bolivia (Plurinational State of),Montenegro,Dominican Republic,Kyrgyzstan,Mexico,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,United States of America,"China, mainland",New Zealand,Peru,Rwanda,Lithuania,Netherlands,Lesotho,Bhutan,Turkmenistan,Norway,Philippines,Libya,United Republic of Tanzania,Burundi,Belgium,Luxembourg,Czechia,Bangladesh,Italy,Germany,Uganda,Syrian Arab Republic,Sweden,Uzbekistan,Occupied Palestinian Territory,Finland,Serbia and Montenegro,Armenia,Morocco,Chile,Uruguay,Hungary,Ireland,Egypt,Malawi,Algeria,Slovakia,Israel,Japan,Belarus,Denmark,Georgia,United Kingdom,Azerbaijan,Bosnia and Herzegovina,Yemen,Mauritania,Russian Federation,Austria,Venezuela (Bolivarian Republic of),Romania,Latvia,Ukraine,Sierra Leone,Croatia,Bulgaria,Myanmar,China
1971,12447.0,,15399.0,10772.0,4360.0,4444.0,,,7900.0,9667.0,9371.0,,,,6552.0,,,6304.0,8104.0,7326.0,9366.0,8451.0,7233.0,5026.0,,,14765.0,14000.0,,33816.0,9501.0,,,12589.0,17661.0,33937.0,5543.0,12941.0,10000.0,,7783.0,,5395.0,11007.0,,,21749.0,11579.0,22831.0,7406.0,8850.0,,33918.0,4167.0,,,,,20385.0,3009.0,7691.0,,,,6625.0,13067.0,19960.0,3929.0,7964.0,17846.0,,,20769.0,,,6886.0,8444.0,20395.0,14162.0,20833.0,16667.0,,4462.0,,18812.0,12314.0,,34301.0,,30129.0,,,,,,22210.0,4567.0,12799.0,,,5000.0,,14263.0,6148.0,11579.0
1972,11572.0,,16150.0,6763.0,4447.0,4444.0,,,8153.0,9857.0,10506.0,,,,6667.0,,,6250.0,8027.0,7356.0,8867.0,7569.0,7021.0,5905.0,,,17488.0,15242.0,,30171.0,9657.0,,,12650.0,15272.0,29667.0,5754.0,12766.0,10000.0,,8022.0,,5634.0,9656.0,,,17483.0,10526.0,25616.0,6768.0,8000.0,,22762.0,3000.0,,,,,23149.0,2358.0,6047.0,,,,6941.0,9959.0,14345.0,4056.0,12127.0,16674.0,,,22593.0,,,6772.0,8143.0,20000.0,13805.0,32500.0,14286.0,,3933.0,,25366.0,14498.0,,25739.0,,33476.0,,,,,,24129.0,4109.0,11572.0,,,5000.0,,13570.0,5505.0,10526.0
1973,13046.0,,19565.0,9928.0,4614.0,4444.0,,,6517.0,9571.0,8820.0,,,,8667.0,,,6354.0,9663.0,6600.0,7846.0,5719.0,6374.0,5779.0,,,16217.0,14667.0,,32986.0,4900.0,,,13513.0,15643.0,32401.0,6140.0,13333.0,10250.0,,8250.0,,6306.0,11268.0,,,13664.0,11053.0,27926.0,7202.0,7993.0,,31693.0,4000.0,,,,,23152.0,2727.0,7525.0,,,,6556.0,10583.0,16961.0,4000.0,8283.0,14375.0,,,20000.0,,,3636.0,7544.0,19880.0,13764.0,33333.0,19048.0,,4384.0,,38519.0,13714.0,,28107.0,,32685.0,,,,,,25208.0,3801.0,10674.0,,,5000.0,,14518.0,5311.0,11053.0
1974,14413.0,,18845.0,10945.0,4568.0,4444.0,,,6722.0,6875.0,10604.0,,,,9049.0,,,6458.0,12087.0,5500.0,7917.0,4938.0,6718.0,6490.0,,,14084.0,14000.0,,36500.0,4901.0,,,15231.0,13674.0,36289.0,6369.0,15769.0,12750.0,,8370.0,,6000.0,11964.0,,,17009.0,11667.0,25982.0,7080.0,6742.0,,36636.0,7037.0,,,,,30327.0,2600.0,5796.0,,,,6600.0,10971.0,22496.0,4094.0,7952.0,20000.0,,,19692.0,,,11354.0,8133.0,20000.0,27648.0,25000.0,19048.0,,4506.0,,59524.0,12941.0,,40158.0,,35600.0,,,,,,26047.0,3329.0,12343.0,,,5455.0,,16416.0,5538.0,11667.0
1975,9308.0,,16569.0,10228.0,4444.0,4444.0,,,6850.0,9125.0,8750.0,,,,9075.0,,,6398.0,13219.0,5472.0,8020.0,6870.0,6721.0,5747.0,,,15565.0,12727.0,,37201.0,4372.0,,,17257.0,13024.0,36321.0,6971.0,13144.0,14390.0,,8211.0,,6399.0,7948.0,,,16249.0,11667.0,21777.0,7449.0,8008.0,,36455.0,5798.0,,,,,29022.0,2800.0,6903.0,,,,6636.0,11722.0,20201.0,4138.0,7427.0,13548.0,,,20192.0,,,7174.0,7232.0,20000.0,19037.0,33333.0,16667.0,,6309.0,,42500.0,10879.0,,28330.0,,29220.0,,,,,,26144.0,3478.0,12575.0,,,5455.0,,9688.0,5661.0,11667.0
1976,16558.0,,18891.0,8381.0,4392.0,4444.0,,,6368.0,10250.0,8750.0,,,,9021.0,,,6449.0,20029.0,5455.0,7442.0,7687.0,5969.0,5775.0,,,17586.0,13793.0,,28147.0,4445.0,,,14522.0,14504.0,18167.0,7335.0,14286.0,9762.0,,8316.0,,6213.0,10505.0,,,19244.0,12222.0,28722.0,7511.0,8024.0,,35324.0,5687.0,,,,,28889.0,2885.0,6894.0,,,,6261.0,12346.0,14412.0,3846.0,7642.0,20099.0,,,30208.0,,,8416.0,8376.0,20000.0,20508.0,30000.0,17001.0,,6456.0,,33333.0,10988.0,,30121.0,,26210.0,,,,,,26316.0,4187.0,19194.0,,,5455.0,,13123.0,6706.0,12222.0
1977,13592.0,,12464.0,5122.0,4428.0,4500.0,,,5445.0,7250.0,8750.0,,,,9170.0,,,6500.0,15075.0,5000.0,8219.0,6432.0,7302.0,4806.0,,,15959.0,15584.0,,34251.0,7596.0,,,18167.0,15961.0,42628.0,9032.0,13462.0,10476.0,,8421.0,,5107.0,13988.0,,,6874.0,11111.0,23943.0,7525.0,8019.0,,37817.0,9906.0,,,,,33343.0,2971.0,7621.0,,,,6270.0,12312.0,15866.0,4000.0,8617.0,19966.0,,,12000.0,,,2841.0,8755.0,20000.0,18861.0,33333.0,15606.0,,4883.0,,4255.0,11585.0,,35762.0,,32568.0,,,,,,27500.0,5478.0,16842.0,,,5882.0,,10439.0,6453.0,11111.0
1978,15667.0,,18483.0,12578.0,4481.0,4500.0,,,4783.0,8750.0,9231.0,,,,9153.0,,,6531.0,10952.0,5556.0,8742.0,5927.0,7854.0,5200.0,,,17181.0,17500.0,,36783.0,7033.0,,,15700.0,23450.0,35089.0,8462.0,20323.0,10476.0,,8421.0,,5126.0,13328.0,,,20063.0,15714.0,28387.0,7461.0,7756.0,,42110.0,10182.0,,,,,30143.0,2778.0,8039.0,,,,6600.0,13081.0,21677.0,4006.0,9529.0,18724.0,,,18382.0,,,4802.0,8817.0,20000.0,23545.0,30000.0,17531.0,,4660.0,,4851.0,11970.0,,37197.0,,28159.0,,,,,,27500.0,4939.0,14262.0,,,6176.0,,16934.0,6903.0,15714.0
1979,7937.0,,16800.0,11371.0,4472.0,4500.0,,,5023.0,8125.0,8889.0,,,,9139.0,,,6633.0,7742.0,5818.0,10163.0,5827.0,8520.0,5032.0,,,18050.0,18750.0,,35197.0,10134.0,,,15260.0,13689.0,43243.0,8148.0,17632.0,10714.0,,8500.0,,5755.0,8695.0,,,19911.0,15333.0,28137.0,7664.0,6826.0,,35556.0,12024.0,,,,,24444.0,2731.0,8500.0,,,,6471.0,15779.0,23091.0,3158.0,10198.0,19772.0,,,21310.0,,,5900.0,8752.0,20000.0,10258.0,40000.0,18834.0,,3699.0,,4032.0,11321.0,,37361.0,,33214.0,,,,,,28000.0,5004.0,9433.0,,,6286.0,,9969.0,7989.0,15333.0
1980,13228.0,,16610.0,11555.0,4626.0,4500.0,,,5058.0,10000.0,8750.0,,,,9286.0,,,6735.0,9947.0,5893.0,9206.0,4800.0,7941.0,5335.0,,,15416.0,23333.0,,29959.0,11266.0,,,14269.0,24867.0,43684.0,8148.0,12791.0,10714.0,,8500.0,,5207.0,9892.0,,,26417.0,16429.0,28591.0,9367.0,6889.0,,36734.0,7756.0,,,,,20000.0,2778.0,5804.0,,,,6774.0,16002.0,18692.0,4118.0,10714.0,20000.0,,,25814.0,,,5822.0,7467.0,20000.0,25306.0,30000.0,17606.0,,3094.0,,6792.0,15823.0,,29545.0,,33224.0,,,,,,28070.0,5101.0,11886.0,,,6328.0,,15093.0,7990.0,16429.0
1981,7459.0,,15629.0,12463.0,4576.0,4500.0,,,4533.0,10571.0,9375.0,,5000.0,,8000.0,,,6700.0,10063.0,6071.0,7456.0,6873.0,9573.0,5314.0,,,18571.0,22571.0,,35162.0,8738.0,,,14067.0,20233.0,41587.0,7667.0,15000.0,11364.0,,8500.0,,7580.0,8824.0,,,22969.0,15714.0,32305.0,8707.0,7256.0,,39486.0,6830.0,,,,,18182.0,2778.0,5300.0,,,,6552.0,16313.0,19041.0,4444.0,10105.0,19730.0,,,18333.0,,,2444.0,6252.0,20000.0,18369.0,33333.0,21876.0,,3466.0,,6299.0,13261.0,,38483.0,,31071.0,,,,,,28000.0,5149.0,10291.0,,,6389.0,,13923.0,6729.0,15714.0
1982,12678.0,,19920.0,13073.0,4571.0,4500.0,,,4774.0,12222.0,9500.0,,5000.0,,8182.0,,,6800.0,10294.0,6071.0,8365.0,6912.0,9219.0,5820.0,,,19975.0,18519.0,,40297.0,9367.0,,,11840.0,21078.0,42788.0,7742.0,15238.0,11364.0,,8500.0,,3636.0,9412.0,,,16860.0,14286.0,29736.0,8475.0,7272.0,,47079.0,4929.0,,,,,16234.0,2813.0,4700.0,,,,6458.0,15857.0,21520.0,5000.0,9919.0,20000.0,,,23333.0,,,6412.0,6109.0,20909.0,20050.0,32500.0,18557.0,,1967.0,,4500.0,20308.0,,36698.0,,41905.0,,,,,,28049.0,4824.0,12539.0,,,6842.0,,14780.0,8230.0,14286.0
1983,12969.0,,18224.0,14422.0,4629.0,4500.0,,,5400.0,10503.0,12000.0,,5000.0,,8095.0,,,6900.0,15663.0,6140.0,6987.0,7542.0,8495.0,6996.0,,,18121.0,18182.0,50000.0,37304.0,8796.0,,,11960.0,28738.0,43200.0,5714.0,18261.0,11111.0,,7140.0,,4102.0,10000.0,,,20506.0,14107.0,33610.0,8608.0,6321.0,,41768.0,3874.0,,,,,14629.0,3000.0,5455.0,,,,6304.0,13812.0,19992.0,5217.0,9950.0,20000.0,,,32021.0,,,4668.0,5858.0,20909.0,21957.0,38012.0,18605.0,,1138.0,,5769.0,20083.0,,36370.0,,18085.0,,,,,,29053.0,4920.0,6761.0,,,7077.0,,3578.0,9132.0,14107.0
1984,11792.0,,14875.0,11758.0,4766.0,4500.0,,,5000.0,14000.0,13889.0,,5000.0,,8571.0,,,6863.0,9806.0,6140.0,9324.0,8191.0,9412.0,7315.0,,,17597.0,20556.0,53000.0,40891.0,8106.0,,,15357.0,28023.0,48947.0,5625.0,18235.0,11111.0,,8544.0,,5365.0,12222.0,,,15880.0,15091.0,34657.0,7797.0,4635.0,,51512.0,4606.0,,,,,19388.0,2857.0,5143.0,,,,6164.0,17172.0,22460.0,8125.0,11111.0,20000.0,,,27273.0,,,4839.0,6521.0,20909.0,34321.0,34987.0,17857.0,,2232.0,,5000.0,21869.0,,38034.0,,30357.0,,,,,,30093.0,5130.0,11031.0,,,6579.0,,15570.0,8436.0,15091.0
1985,12854.0,,13742.0,11571.0,4690.0,4500.0,,,5581.0,14750.0,16818.0,,5000.0,,8343.0,,,7059.0,12551.0,6140.0,11860.0,7459.0,9788.0,6398.0,,,22658.0,20588.0,43992.0,39104.0,6247.0,,,16100.0,23646.0,50052.0,6957.0,15789.0,11111.0,,7908.0,,5415.0,15861.0,,,17481.0,13150.0,34106.0,11523.0,6742.0,,36525.0,4516.0,,,,,20000.0,3000.0,5818.0,,,,6486.0,17369.0,22213.0,4706.0,9231.0,20000.0,,,34000.0,,,8439.0,8502.0,20909.0,27206.0,35000.0,17857.0,,3584.0,,5000.0,22150.0,,42745.0,,23370.0,,,,,,35000.0,5020.0,8936.0,,,7250.0,,11258.0,8136.0,13150.0
1986,10222.0,,16934.0,16348.0,4818.0,4500.0,,,6000.0,14286.0,15517.0,,5000.0,,7159.0,,,7115.0,11061.0,6140.0,11359.0,8510.0,9382.0,4699.0,,,18181.0,20492.0,41695.0,44400.0,5297.0,,,12041.0,25107.0,40378.0,6818.0,23333.0,11111.0,,6085.0,,5797.0,16007.0,,,24014.0,13162.0,23680.0,17842.0,6143.0,,55478.0,4289.0,,,,,19524.0,3000.0,5789.0,,,,6773.0,16841.0,22375.0,5556.0,8248.0,25974.0,,,21200.0,,,8412.0,5875.0,21818.0,27908.0,25000.0,20408.0,,3871.0,,5000.0,21946.0,,38074.0,,36264.0,,,,,,38949.0,5318.0,7299.0,,,7500.0,,11918.0,7903.0,13162.0
1987,14253.0,,12354.0,11012.0,4822.0,4500.0,,,5909.0,14143.0,18593.0,,5000.0,,8789.0,,,7170.0,11724.0,6140.0,14305.0,8102.0,8794.0,4795.0,,,17533.0,20833.0,38703.0,34101.0,7777.0,,,7143.0,23454.0,42018.0,12078.0,23571.0,11087.0,,8620.0,,6588.0,14975.0,,,26497.0,13163.0,28049.0,28966.0,6270.0,,34476.0,3857.0,,,,,19091.0,3333.0,5729.0,,,,6776.0,16688.0,26097.0,5000.0,9125.0,22985.0,,,16818.0,,,4960.0,8616.0,22727.0,24313.0,25000.0,23810.0,,2692.0,,5000.0,22426.0,,25468.0,,26587.0,,,,,,36615.0,5610.0,12211.0,,,7600.0,,13268.0,8131.0,13163.0
1988,12640.0,,12287.0,11334.0,4831.0,4500.0,,,5909.0,15200.0,18989.0,,4430.0,14013.0,8370.0,,,7091.0,16313.0,6140.0,10420.0,8748.0,8712.0,2601.0,,,11793.0,22500.0,45797.0,42001.0,7077.0,,,24595.0,27883.0,51126.0,12155.0,20278.0,11064.0,,9580.0,,6454.0,9596.0,,,31419.0,14375.0,29916.0,19516.0,4167.0,,38571.0,4811.0,,,,,17917.0,3067.0,5948.0,,,,6865.0,22722.0,29164.0,5217.0,8038.0,28988.0,,,17600.0,,,8441.0,7835.0,20909.0,26996.0,37576.0,24932.0,,1245.0,,11667.0,21739.0,,34560.0,,33771.0,,,15153.0,,,37500.0,5720.0,12836.0,,,7610.0,,14188.0,7513.0,14375.0
1989,14952.0,,12523.0,11793.0,4867.0,4500.0,,,5909.0,14444.0,19111.0,,5867.0,12478.0,8281.0,,,7321.0,12903.0,5526.0,10909.0,9420.0,9290.0,2614.0,,,15648.0,24737.0,45652.0,42800.0,8813.0,,,18708.0,24487.0,44319.0,12777.0,19756.0,11277.0,,10000.0,,6641.0,13015.0,,,32193.0,10939.0,25529.0,20053.0,3140.0,,46875.0,9787.0,,,,,17600.0,3333.0,6750.0,,,,6636.0,28780.0,26222.0,5001.0,6977.0,31780.0,,,21852.0,,,7629.0,8893.0,22727.0,25808.0,45780.0,20830.0,,2842.0,,11000.0,24000.0,,38745.0,,32243.0,,,16051.0,,,37500.0,5526.0,10165.0,,,7619.0,,16211.0,5754.0,10939.0
1990,17183.0,,11181.0,10001.0,4955.0,4499.0,,,6222.0,12333.0,19135.0,,5890.0,14410.0,8288.0,,,7368.0,7500.0,4710.0,11758.0,9093.0,8618.0,3162.0,8333.0,,21394.0,24324.0,41169.0,52901.0,11028.0,,,14502.0,27972.0,52277.0,12769.0,20000.0,8592.0,,10000.0,,8535.0,13460.0,,,22464.0,15364.0,32323.0,8581.0,2385.0,,50833.0,2362.0,,,,,17000.0,3014.0,5950.0,,,,6549.0,33969.0,32363.0,5000.0,13160.0,20000.0,,,29355.0,,,9091.0,11008.0,17318.0,22607.0,42601.0,15907.0,,3019.0,,11250.0,27551.0,,48146.0,,41721.0,,,14689.0,,,35366.0,5745.0,9504.0,,,7857.0,,13890.0,6012.0,15364.0
1991,10260.0,,12067.0,11079.0,4961.0,3732.0,,,6041.0,16000.0,19555.0,,9483.0,17670.0,9088.0,,,7414.0,19302.0,7258.0,11848.0,10903.0,8861.0,2501.0,9814.0,,20650.0,25882.0,41872.0,41103.0,14173.0,,,17600.0,27542.0,48091.0,11850.0,21622.0,11000.0,,10000.0,,6887.0,18051.0,,,28673.0,13782.0,34217.0,9176.0,2444.0,,42857.0,747.0,,,,,16216.0,3200.0,5903.0,,,,7035.0,33592.0,32609.0,6000.0,8735.0,19873.0,,,25268.0,,,10919.0,9030.0,21110.0,23500.0,40000.0,28134.0,,5296.0,,11480.0,25785.0,,42180.0,,35897.0,,,12131.0,3233.0,,35000.0,5567.0,9669.0,,,8095.0,,9783.0,5399.0,13782.0
1992,,,13126.0,11935.0,5007.0,3748.0,,,6003.0,16185.0,20778.0,4286.0,7526.0,21351.0,8765.0,4000.0,16140.0,7482.0,19780.0,6364.0,11831.0,9544.0,10700.0,5653.0,10833.0,19670.0,19490.0,25047.0,39924.0,42199.0,7389.0,10588.0,17713.0,15350.0,24722.0,47400.0,11000.0,13636.0,11040.0,,10000.0,,8025.0,,,6480.0,21706.0,13415.0,33245.0,7752.0,2750.0,10866.0,41887.0,5600.0,,29412.0,,,16279.0,3077.0,5171.0,,,,7009.0,32354.0,25517.0,5769.0,14300.0,20833.0,,,17853.0,22682.0,7857.0,2500.0,12435.0,21115.0,21800.0,40991.0,26434.0,,4615.0,,11000.0,23327.0,15270.0,25630.0,,33038.0,,15000.0,17213.0,3226.0,13666.0,31396.0,5217.0,14980.0,13600.0,24175.0,7906.0,1358.0,17647.0,5830.0,13415.0
1993,,912.0,14821.0,13967.0,5058.0,3764.0,15000.0,7460.0,5909.0,12308.0,22055.0,4280.0,6300.0,18686.0,9118.0,3982.0,10969.0,7492.0,19897.0,5000.0,12187.0,9030.0,11445.0,6342.0,13043.0,19101.0,20757.0,25000.0,35398.0,46301.0,,18529.0,14727.0,23333.0,,50399.0,13333.0,17778.0,10980.0,,10000.0,,8625.0,,,6600.0,30971.0,16000.0,32192.0,8572.0,2500.0,18506.0,43438.0,5433.0,,10000.0,,,16327.0,3077.0,5160.0,,,24263.0,6643.0,30310.0,27686.0,5926.0,14150.0,20400.0,,,23622.0,19820.0,7714.0,13095.0,8415.0,21119.0,15878.0,41098.0,25000.0,,1619.0,18821.0,12417.0,22155.0,20806.0,37642.0,,40988.0,,14615.0,17513.0,3231.0,14744.0,24342.0,5575.0,11519.0,15746.0,24083.0,7905.0,1123.0,11455.0,5941.0,16000.0
