,Kenya,Belarus,Croatia,Myanmar,Burkina Faso,Philippines,Syrian Arab Republic,Brazil,United Republic of Tanzania,Nepal,Ethiopia,Indonesia,Maldives,Liberia,Greece,Zimbabwe,Bangladesh,Malawi,Melanesia,Papua New Guinea,Mongolia,New Caledonia,Portugal,Australia & New Zealand,Yugoslav SFR,Mozambique,Guatemala,Mauritius,Slovenia,United Arab Emirates,Senegal,Madagascar,Tajikistan,Latvia,Algeria,Luxembourg,Guinea,Israel,Dominica,Belgium,Turkmenistan,Switzerland,Sri Lanka,Azerbaijan,Egypt,Bosnia and Herzegovina,China,Uzbekistan,Colombia,Libya,Lebanon,Kyrgyzstan,Occupied Palestinian Territory,Chile,Guinea-Bissau,Montenegro,Kazakhstan,South Africa,Argentina,Hungary,France,Togo,Micronesia,Poland,"China, mainland",Russian Federation,Mali,Ukraine,Bolivia (Plurinational State of),Peru,Democratic People's Republic of Korea,Serbia and Montenegro,Cameroon,Serbia,Malaysia,Germany,Armenia,Dominican Republic,El Salvador,Benin,Denmark,Pakistan,Japan,Afghanistan,Iraq,The former Yugoslav Republic of Macedonia,Cyprus,Spain,New Zealand,Belize,Bulgaria,United States of America,Iran (Islamic Republic of),Czechoslovakia,Nigeria,Republic of Moldova,Czechia,Bhutan,Cambodia,Kiribati,Costa Rica,Georgia,India,Guadeloupe,Austria,Bahrain,Morocco,Ethiopia PDR,Republic of Korea,Mexico,USSR,Romania,Honduras,Jordan,Viet Nam,Tunisia,Côte d'Ivoire,Angola,Albania,Slovakia,Solomon Islands,Yemen,Trinidad and Tobago,Italy,Australia,Thailand,Ghana,Gambia,Turkey,Swaziland,Guam,Belgium-Luxembourg
1991,14060.0,-1.0,-1.0,-1.0,2743.0,101483.0,56900.0,225548.0,35750.0,2900.0,-1.0,94066.0,900.0,2005.0,102792.0,648.0,-1,1800.0,5093.0,4893.0,-1.0,-1,51476.0,19759.0,36895.0,31134.0,18039.0,20.0,-1.0,191.0,4940.0,6058.0,-1.0,-1.0,15768.0,-1.0,2545.0,4000.0,-1.0,-1.0,-1.0,1343.0,8500.0,-1.0,5600.0,-1.0,480244.0,-1.0,-1.0,30000.0,19096.0,-1.0,-1.0,11400.0,20824.0,-1.0,-1.0,2006.0,8430.0,9101.0,34898.0,356.0,267.0,360.0,480244.0,-1.0,872.0,-1.0,33894.0,7389.0,13200.0,-1.0,110.0,-1.0,11000.0,5100.0,-1.0,930.0,2000.0,4750.0,-1.0,56010.0,32400.0,17000.0,4300.0,-1.0,1620.0,313552.0,-1.0,-1.0,26669.0,822260.0,327644.0,17874.0,50000.0,-1.0,-1.0,-1.0,1500.0,153.0,1650.0,-1.0,312590.0,14.0,9309.0,325.0,71757.0,64000.0,99063.0,45073.0,144000.0,18000.0,1574.0,1891.0,162700.0,40665.0,11327.0,1082.0,3600.0,-1.0,200.0,120.0,-1,339761.0,19759.0,31045.0,759.0,-1.0,628900.0,-1.0,114.0,500.0
1992,11839.0,7000.0,5409.0,-1.0,2694.0,102412.0,62900.0,136791.0,47100.0,3000.0,-1.0,100143.0,1011.0,2014.0,108653.0,397.0,-1,1900.0,5200.0,5000.0,-1.0,-1,49985.0,20561.0,-1.0,54217.0,19050.0,14.0,1924.0,264.0,3473.0,6458.0,7562.0,-1.0,17901.0,-1.0,2400.0,4300.0,-1.0,-1.0,1392.0,3420.0,8000.0,22100.0,5400.0,2960.0,521062.0,12800.0,-1.0,28885.0,14886.0,6500.0,-1.0,9500.0,30000.0,-1.0,-1.0,2700.0,8640.0,8157.0,46486.0,665.0,264.0,1500.0,521062.0,4000.0,887.0,58181.0,46320.0,7049.0,12827.0,21202.0,110.0,-1.0,12000.0,18100.0,-1.0,930.0,2400.0,6800.0,-1.0,61860.0,33600.0,18000.0,4850.0,3793.0,1540.0,348742.0,-1.0,-1.0,28461.0,785240.0,348809.0,21681.0,59000.0,14123.0,-1.0,-1.0,1600.0,150.0,1800.0,24850.0,328810.0,12.0,12198.0,330.0,56076.0,65000.0,114076.0,47405.0,-1.0,21800.0,1597.0,1905.0,97800.0,45847.0,11959.0,1049.0,3800.0,-1.0,200.0,120.0,-1,300785.0,20561.0,31493.0,764.0,-1.0,801800.0,-1.0,114.0,500.0
1993,9899.0,11371.0,6256.0,-1.0,2824.0,102009.0,53500.0,107542.0,45200.0,3100.0,65464.0,127680.0,1100.0,2023.0,102503.0,447.0,-1,2000.0,5300.0,5100.0,-1.0,-1,38738.0,21410.0,-1.0,23935.0,20411.0,15.0,2431.0,262.0,4506.0,5262.0,6300.0,-1.0,24685.0,-1.0,1600.0,4850.0,-1.0,-1.0,1755.0,1072.0,7500.0,21965.0,6000.0,4210.0,576850.0,12912.0,-1.0,28000.0,20915.0,6312.0,-1.0,12400.0,26473.0,-1.0,-1.0,3000.0,8850.0,9762.0,38757.0,409.0,264.0,1500.0,576850.0,5000.0,901.0,77936.0,41500.0,7348.0,12000.0,23983.0,110.0,-1.0,12218.0,16500.0,-1.0,930.0,2800.0,9316.0,-1.0,63965.0,27100.0,17200.0,5000.0,3749.0,3077.0,334416.0,-1.0,-1.0,15796.0,893440.0,436594.0,-1.0,78000.0,22150.0,8574.0,-1.0,1700.0,150.0,2000.0,24566.0,372000.0,13.0,14560.0,335.0,48700.0,-1.0,90174.0,50694.0,-1.0,33600.0,1619.0,2037.0,189683.0,47947.0,22100.0,1100.0,3900.0,8850.0,200.0,120.0,-1,274056.0,21410.0,33530.0,761.0,-1.0,598400.0,-1.0,114.0,575.0
1994,8200.0,11161.0,5613.0,-1.0,3111.0,127148.0,55108.0,192058.0,52700.0,3200.0,66000.0,136259.0,1200.0,2032.0,100311.0,647.0,-1,1900.0,5350.0,5150.0,-1.0,-1,40419.0,22070.0,-1.0,23000.0,20752.0,11.0,3597.0,289.0,3538.0,6475.0,6339.0,-1.0,19106.0,-1.0,1692.0,4300.0,-1.0,-1.0,1900.0,1743.0,6800.0,22656.0,6100.0,4032.0,604210.0,12979.0,-1.0,27661.0,23520.0,7074.0,-1.0,11700.0,24793.0,-1.0,-1.0,4500.0,8953.0,9230.0,46869.0,424.0,284.0,1000.0,604210.0,8400.0,915.0,58314.0,39000.0,6963.0,12000.0,21722.0,110.0,-1.0,12210.0,14300.0,-1.0,930.0,2800.0,10825.0,-1.0,69356.0,32900.0,17300.0,4880.0,3818.0,858.0,298210.0,-1.0,-1.0,19397.0,932270.0,426518.0,-1.0,87249.0,17457.0,6438.0,-1.0,1800.0,170.0,2000.0,23150.0,378000.0,12.0,12848.0,340.0,33926.0,-1.0,119009.0,46226.0,-1.0,20500.0,1640.0,882.0,211500.0,52950.0,21530.0,800.0,3571.0,8400.0,200.0,123.0,-1,301683.0,22070.0,35000.0,1280.0,-1.0,773300.0,-1.0,114.0,595.0
1995,11054.0,11496.0,5886.0,-1.0,3427.0,156867.0,54400.0,229171.0,70064.0,3300.0,67000.0,146235.0,1500.0,2107.0,102263.0,446.0,-1,2000.0,5400.0,5180.0,-1.0,-1,37116.0,24077.0,-1.0,33423.0,21390.0,10.0,2389.0,291.0,4993.0,6278.0,6245.0,-1.0,19869.0,-1.0,1774.0,5100.0,5.0,-1.0,2150.0,1722.0,5100.0,22951.0,6200.0,4055.0,614199.0,13750.0,-1.0,27000.0,33625.0,7343.0,-1.0,12600.0,29007.0,-1.0,1900.0,5500.0,9056.0,8200.0,40693.0,750.0,280.0,1492.0,614199.0,8500.0,1287.0,77215.0,46629.0,8216.0,11700.0,19723.0,110.0,-1.0,13000.0,13800.0,-1.0,930.0,3000.0,15850.0,-1.0,73417.0,34400.0,17400.0,4710.0,3522.0,3760.0,201792.0,-1.0,-1.0,9760.0,735310.0,450769.0,-1.0,98304.0,9747.0,6705.0,-1.0,1900.0,166.0,2000.0,21000.0,346640.0,14.0,13385.0,345.0,49250.0,-1.0,111961.0,55325.0,-1.0,23773.0,1661.0,1002.0,206046.0,35948.0,45056.0,900.0,3500.0,5900.0,220.0,125.0,-1,295268.0,24077.0,37361.0,1974.0,-1.0,715409.0,-1.0,114.0,605.0
1996,13775.0,11819.0,8121.0,-1.0,4210.0,65296.0,96962.0,191665.0,88915.0,3400.0,68000.0,145713.0,1572.0,2135.0,98845.0,496.0,-1,2100.0,5427.0,5200.0,-1.0,-1,39815.0,26667.0,-1.0,66510.0,22080.0,5.0,2562.0,283.0,4622.0,6780.0,5600.0,-1.0,33561.0,-1.0,1800.0,5430.0,5.0,-1.0,1900.0,3797.0,5400.0,19805.0,6250.0,4060.0,614189.0,13842.0,-1.0,26808.0,43380.0,6090.0,8428.0,16200.0,38580.0,-1.0,2000.0,6000.0,9160.0,10268.0,41312.0,838.0,295.0,1528.0,614189.0,9200.0,1460.0,78620.0,57565.0,8123.0,12343.0,26014.0,111.0,-1.0,12715.0,12416.0,-1.0,930.0,3846.0,20872.0,-1.0,73513.0,30100.0,17500.0,4500.0,5379.0,1555.0,283379.0,-1.0,-1.0,8611.0,759720.0,477262.0,-1.0,114000.0,8753.0,6004.0,-1.0,1850.0,180.0,3000.0,29800.0,446830.0,13.0,12657.0,345.0,40875.0,-1.0,126554.0,55729.0,-1.0,36558.0,1682.0,963.0,240100.0,43049.0,37110.0,1000.0,7300.0,6000.0,227.0,126.0,-1,288105.0,26667.0,38000.0,2050.0,-1.0,729400.0,-1.0,115.0,625.0
1997,13276.0,12396.0,5337.0,-1.0,4055.0,176441.0,61369.0,151756.0,73012.0,3500.0,68396.0,125166.0,1600.0,2165.0,102998.0,546.0,-1,2000.0,5480.0,5250.0,200.0,-1,50918.0,31133.0,-1.0,43325.0,22186.0,8.0,1027.0,420.0,6408.0,7291.0,4900.0,-1.0,19396.0,-1.0,1684.0,6200.0,5.0,-1.0,1600.0,3700.0,4800.0,18906.0,6350.0,4242.0,723399.0,13904.0,-1.0,26525.0,35834.0,6499.0,6540.0,16300.0,57887.0,-1.0,2041.0,6500.0,9225.0,7595.0,41698.0,160.0,301.0,1872.0,723399.0,8500.0,1995.0,70531.0,62872.0,8567.0,13148.0,25818.0,112.0,-1.0,12874.0,7686.0,-1.0,930.0,2622.0,25887.0,-1.0,72767.0,32900.0,17600.0,4537.0,5035.0,1652.0,437744.0,-1.0,-1.0,12600.0,1096770.0,526156.0,-1.0,130000.0,8310.0,3723.0,-1.0,2000.0,186.0,3000.0,28000.0,454000.0,14.0,10312.0,346.0,59610.0,-1.0,145861.0,55426.0,-1.0,33880.0,1700.0,946.0,271600.0,52250.0,42064.0,1100.0,7300.0,5000.0,230.0,128.0,-1,295129.0,31133.0,41178.0,8400.0,-1.0,689900.0,700.0,116.0,545.0
1998,25482.0,14200.0,7088.0,-1.0,5180.0,172059.0,119234.0,81499.0,101353.0,3611.0,69000.0,153998.0,1700.0,2194.0,84596.0,640.0,-1,1985.0,5534.0,5300.0,800.0,-1,48087.0,37918.0,-1.0,51700.0,22310.0,7.0,2175.0,208.0,9207.0,6783.0,6200.0,-1.0,21641.0,-1.0,1584.0,4500.0,5.0,-1.0,2000.0,2988.0,7030.0,19983.0,6500.0,4135.0,805068.0,15870.0,-1.0,26185.0,36700.0,6696.0,5134.0,16302.0,64000.0,-1.0,2465.0,7000.0,9354.0,7799.0,44966.0,180.0,312.0,1825.0,805068.0,12200.0,2565.0,48430.0,46264.0,7662.0,13400.0,17679.0,112.0,-1.0,13027.0,15200.0,-1.0,930.0,2622.0,26630.0,-1.0,73331.0,26200.0,17600.0,4620.0,3939.0,1920.0,266226.0,-1.0,-1.0,7865.0,790770.0,402828.0,-1.0,157054.0,13240.0,5379.0,-1.0,2200.0,192.0,2656.0,34190.0,390000.0,16.0,14077.0,347.0,58025.0,-1.0,123783.0,117766.0,-1.0,32543.0,1720.0,1024.0,220100.0,59950.0,46248.0,1200.0,7500.0,7000.0,234.0,130.0,-1,312641.0,37918.0,40000.0,11824.0,-1.0,827000.0,813.0,120.0,500.0
1999,22282.0,15300.0,8687.0,-1.0,4623.0,114870.0,104208.0,177247.0,115235.0,3715.0,68000.0,130738.0,1750.0,2224.0,112094.0,848.0,-1,2000.0,5640.0,5400.0,1333.0,-1,55372.0,47185.0,-1.0,58720.0,22535.0,7.0,1713.0,361.0,17250.0,7285.0,6250.0,-1.0,25602.0,-1.0,1343.0,4500.0,5.0,-1.0,2000.0,3910.0,5200.0,23479.0,6600.0,3987.0,905924.0,18820.0,360.0,26000.0,31700.0,7248.0,3461.0,18225.0,73156.0,-1.0,2609.0,8500.0,9370.0,9409.0,53478.0,300.0,322.0,3179.0,905924.0,10000.0,2696.0,30042.0,63603.0,11766.0,13797.0,22589.0,213.0,-1.0,13176.0,15600.0,-1.0,950.0,2530.0,30900.0,-1.0,74368.0,30000.0,19800.0,4350.0,4879.0,1438.0,336264.0,-1.0,350.0,9050.0,1189810.0,555361.0,-1.0,422148.0,9180.0,6199.0,-1.0,2500.0,200.0,2066.0,36179.0,488000.0,17.0,14798.0,347.0,89653.0,-1.0,109053.0,123776.0,-1.0,33431.0,1739.0,1071.0,168979.0,59250.0,82299.0,1000.0,7600.0,4000.0,240.0,131.0,-1,299156.0,47185.0,41500.0,9676.0,-1.0,787163.0,846.0,122.0,597.0
2000,24147.0,14271.0,8116.0,-1.0,7659.0,114519.0,117216.0,177267.0,130954.0,3820.0,70000.0,144246.0,1600.0,2200.0,101771.0,950.0,-1,1900.0,5750.0,5500.0,1174.0,-1,76427.0,55362.0,-1.0,57894.0,23000.0,5.0,2997.0,355.0,9295.0,6760.0,6100.0,-1.0,26483.0,150.0,1350.0,5968.0,8.0,500.0,1600.0,4420.0,4610.0,26936.0,27090.0,6301.0,994239.0,21350.0,370.0,26100.0,27800.0,5967.0,4442.0,19510.0,72725.0,-1.0,2377.0,9500.0,9592.0,9767.0,53888.0,248.0,328.0,4132.0,994239.0,15000.0,3548.0,51113.0,70400.0,10390.0,13723.0,24676.0,213.0,-1.0,13033.0,18200.0,-1.0,950.0,2530.0,40956.0,-1.0,57143.0,26700.0,20800.0,4150.0,4914.0,2150.0,281089.0,-1.0,720.0,8300.0,998300.0,344921.0,-1.0,471173.0,8678.0,6465.0,-1.0,2600.0,204.0,1590.0,31312.0,551000.0,16.0,17082.0,348.0,71919.0,-1.0,107015.0,121109.0,-1.0,31825.0,1699.0,1673.0,274748.0,61650.0,71827.0,1100.0,7964.0,3000.0,250.0,131.0,-1,275063.0,55362.0,65289.0,10034.0,-1.0,759460.0,881.0,124.0,-1.0
2001,23360.0,15104.0,6429.0,450.0,8677.0,114545.0,99423.0,157254.0,132307.0,3911.0,75000.0,168961.0,1300.0,2303.0,104686.0,1252.0,-1,2100.0,5738.0,5478.0,3100.0,-1,62881.0,58031.0,-1.0,58000.0,23230.0,5.0,2292.0,188.0,6339.0,6960.0,7400.0,-1.0,25199.0,151.0,1600.0,5318.0,5.0,500.0,1800.0,2650.0,5310.0,29031.0,33330.0,4178.0,941542.0,26328.0,375.0,26500.0,28000.0,8169.0,4412.0,21131.0,85000.0,-1.0,2362.0,10000.0,9693.0,7858.0,51737.0,180.0,331.0,5253.0,941542.0,19000.0,4159.0,55898.0,78000.0,8540.0,18700.0,16361.0,213.0,-1.0,13113.0,15700.0,-1.0,950.0,2600.0,38814.0,-1.0,58998.0,29000.0,23800.0,4099.0,2358.0,815.0,315725.0,-1.0,1155.0,8708.0,1182798.0,527103.0,-1.0,490159.0,10344.0,5445.0,-1.0,2700.0,210.0,1140.0,24969.0,479000.0,15.0,15751.0,348.0,100000.0,-1.0,108513.0,134714.0,-1.0,34054.0,1700.0,1022.0,297800.0,33150.0,102253.0,1161.0,7888.0,4000.0,260.0,132.0,-1,285808.0,58031.0,60571.0,7115.0,-1.0,861703.0,1700.0,121.0,-1.0
2002,23868.0,14926.0,5799.0,450.0,9329.0,115614.0,204650.0,195746.0,78070.0,4011.0,72000.0,198713.0,1100.0,2354.0,84312.0,1404.0,-1,2300.0,5754.0,5484.0,3520.0,-1,74453.0,56008.0,-1.0,50177.0,24000.0,5.0,2471.0,182.0,6864.0,6987.0,5800.0,-1.0,32287.0,150.0,1900.0,10142.0,5.0,500.0,1742.0,4200.0,5340.0,28502.0,33554.0,3247.0,1146026.0,29050.0,380.0,25994.0,26200.0,9003.0,4870.0,23132.0,86000.0,-1.0,2966.0,11500.0,9480.0,4424.0,56646.0,230.0,341.0,6268.0,1146026.0,12000.0,4800.0,57605.0,83523.0,8212.0,18186.0,11124.0,213.0,-1.0,13197.0,16900.0,-1.0,950.0,2557.0,42332.0,-1.0,46282.0,30100.0,20083.0,3640.0,2465.0,2345.0,339934.0,-1.0,1370.0,5586.0,1313521.0,547191.0,-1.0,519121.0,16198.0,4036.0,-1.0,2800.0,215.0,1723.0,28463.0,500000.0,18.0,13914.0,349.0,91304.0,-1.0,85689.0,142086.0,-1.0,37728.0,2175.0,2503.0,523200.0,19350.0,120183.0,1214.0,7730.0,3356.0,270.0,133.0,-1,298513.0,56008.0,57345.0,9988.0,-1.0,845000.0,700.0,126.0,-1.0
2003,23144.0,15263.0,5554.0,500.0,11293.0,116085.0,199800.0,214793.0,105283.0,4111.0,74000.0,202801.0,1100.0,2404.0,83490.0,1557.0,-1,2500.0,5875.0,5600.0,2800.0,-1,77237.0,52462.0,-1.0,63818.0,24000.0,5.0,3230.0,722.0,7391.0,7029.0,5467.0,-1.0,33234.0,138.0,2300.0,5600.0,5.0,500.0,1600.0,3001.0,5490.0,34040.0,32866.0,4558.0,1297905.0,32750.0,383.0,25445.0,32000.0,8046.0,4557.0,22333.0,85340.0,-1.0,2366.0,12000.0,10014.0,4811.0,41670.0,350.0,360.0,11153.0,1297905.0,13000.0,5935.0,79551.0,88500.0,9123.0,19200.0,26486.0,213.0,-1.0,13285.0,16066.0,-1.0,1000.0,2565.0,44970.0,-1.0,43401.0,25100.0,20900.0,3430.0,3851.0,1035.0,261179.0,-1.0,1250.0,8622.0,1322407.0,501420.0,-1.0,529093.0,20083.0,3901.0,-1.0,2901.0,220.0,3197.0,31788.0,531000.0,21.0,20338.0,349.0,72525.0,-1.0,73756.0,168186.0,-1.0,50974.0,2050.0,2140.0,665295.0,41250.0,100659.0,1253.0,7326.0,3425.0,275.0,132.0,-1,246542.0,52462.0,66492.0,17498.0,-1.0,791106.0,500.0,140.0,-1.0
2004,27515.0,15205.0,5352.0,500.0,12639.0,121849.0,155400.0,220685.0,107972.0,4244.0,74497.0,225025.0,1200.0,2520.0,97168.0,1859.0,-1,2700.0,6780.0,6500.0,6312.0,-1,71071.0,61614.0,-1.0,42988.0,24000.0,6.0,3768.0,650.0,7713.0,7066.0,5627.0,-1.0,37985.0,140.0,5000.0,4910.0,5.0,500.0,1802.0,2788.0,6130.0,14352.0,33001.0,4518.0,1472213.0,36310.0,479.0,25000.0,31900.0,10020.0,6057.0,23534.0,89123.0,-1.0,2317.0,13000.0,10216.0,5002.0,47305.0,550.0,382.0,10736.0,1472213.0,25000.0,6333.0,91016.0,92758.0,9045.0,20500.0,23347.0,213.0,-1.0,13373.0,16309.0,-1.0,1000.0,2546.0,46100.0,7.0,42963.0,24000.0,21945.0,3687.0,5147.0,997.0,139255.0,-1.0,1430.0,6423.0,1382187.0,439839.0,-1.0,560100.0,19865.0,4976.0,123.0,3000.0,230.0,1214.0,14609.0,569000.0,22.0,17735.0,350.0,67825.0,-1.0,88084.0,171952.0,-1.0,15671.0,1925.0,2118.0,826900.0,45851.0,157044.0,1296.0,7800.0,1225.0,280.0,133.0,-1,320581.0,61614.0,65126.0,26004.0,-1.0,594125.0,480.0,152.0,-1.0
2005,27258.0,15471.0,10079.0,550.0,14345.0,121935.0,286149.0,187427.0,106358.0,4335.0,76000.0,230442.0,1500.0,2527.0,99710.0,1952.0,-1,2800.0,6985.0,6700.0,4314.0,-1,43699.0,72190.0,-1.0,104337.0,24000.0,5.0,3110.0,700.0,7878.0,7089.0,5873.0,-1.0,45379.0,140.0,6200.0,9933.0,5.0,496.0,1820.0,1483.0,6200.0,46115.0,33700.0,5964.0,1668821.0,38311.0,606.0,25500.0,32800.0,9543.0,5581.0,24565.0,89000.0,-1.0,2349.0,13500.0,10419.0,4133.0,47456.0,621.0,393.0,9206.0,1668821.0,11000.0,6763.0,91367.0,97472.0,11062.0,20500.0,21804.0,213.0,-1.0,13482.0,16527.0,-1.0,1000.0,2537.0,53530.0,7.0,43778.0,21800.0,23335.0,3300.0,5328.0,1235.0,265018.0,-1.0,1848.0,4633.0,1296637.0,572483.0,-1.0,599150.0,15171.0,4903.0,958.0,3100.0,234.0,1031.0,30753.0,576000.0,20.0,17031.0,350.0,81194.0,-1.0,92423.0,172476.0,-1.0,47889.0,1800.0,2391.0,967041.0,45050.0,202277.0,1393.0,8500.0,1197.0,285.0,130.0,-1,272442.0,72190.0,83506.0,29988.0,-1.0,837208.0,836.0,159.0,-1.0
2006,27765.0,15501.0,9547.0,600.0,16091.0,118187.0,193047.0,277396.0,107994.0,4437.0,74625.0,251534.0,2000.0,3000.0,101822.0,1963.0,-1,2850.0,5880.0,5600.0,4812.0,-1,50640.0,81400.0,-1.0,62821.0,25000.0,5.0,2997.0,780.0,8017.0,6950.0,6100.0,-1.0,53673.0,140.0,6500.0,10106.0,5.0,493.0,1900.0,1525.0,6810.0,40813.0,36245.0,6065.0,1766534.0,44782.0,610.0,26000.0,32500.0,10930.0,5039.0,41760.0,95000.0,534.0,2067.0,14000.0,10490.0,5376.0,57866.0,700.0,405.0,9366.0,1766534.0,5020.0,7668.0,69024.0,96000.0,10785.0,19800.0,-1.0,213.0,23751.0,13612.0,16738.0,-1.0,1000.0,2522.0,56000.0,7.0,43837.0,23100.0,28350.0,4046.0,6527.0,929.0,364807.0,-1.0,1450.0,4173.0,1404106.0,639271.0,-1.0,641300.0,12538.0,9347.0,635.0,3200.0,240.0,1026.0,28450.0,609000.0,27.0,18137.0,350.0,93642.0,-1.0,97295.0,166733.0,-1.0,38501.0,1900.0,3144.0,1097200.0,58750.0,253157.0,1452.0,8800.0,1177.0,280.0,130.0,-1,321885.0,81400.0,71377.0,35021.0,-1.0,999985.0,750.0,165.0,-1.0
2007,32167.0,14812.0,9968.0,670.0,7800.0,117775.0,139204.0,175906.0,111472.0,4532.0,73402.0,248757.0,2100.0,2400.0,91252.0,2072.0,-1,3086.0,5880.0,5600.0,4513.0,-1,43218.0,105900.0,-1.0,74395.0,27000.0,5.0,3206.0,850.0,7600.0,7140.0,5700.0,50.0,34110.0,125.0,6500.0,7158.0,5.0,520.0,1800.0,2736.0,7050.0,42347.0,39000.0,6103.0,2079987.0,36275.0,599.0,26500.0,33600.0,13127.0,5405.0,46394.0,98000.0,658.0,1704.0,14500.0,10697.0,4219.0,47881.0,1400.0,430.0,10182.0,2079987.0,11803.0,6739.0,82585.0,98067.0,10893.0,17000.0,-1.0,213.0,24823.0,13000.0,17000.0,4980.0,1025.0,2700.0,61034.0,5.0,43924.0,22100.0,44387.0,3640.0,6482.0,981.0,231130.0,-1.0,1340.0,3113.0,1886109.0,799928.0,-1.0,665500.0,11804.0,9563.0,820.0,3200.0,250.0,1345.0,34231.0,653000.0,21.0,18992.0,350.0,95675.0,-1.0,95016.0,178225.0,-1.0,25528.0,1912.0,1341.0,1254400.0,60550.0,299625.0,1500.0,9000.0,1030.0,280.0,150.0,-1,307839.0,105900.0,65048.0,33235.0,-1.0,884171.0,883.0,180.0,-1.0
2008,36000.0,16107.0,9022.0,700.0,8342.0,118187.0,148016.0,278975.0,155153.0,4660.0,72793.0,266818.0,2000.0,2500.0,69800.0,2346.0,-1,3783.0,5800.0,5500.0,4810.0,-1,38380.0,103690.0,-1.0,85000.0,30000.0,5.0,3018.0,588.0,7750.0,8222.0,5700.0,50.0,39521.0,125.0,7650.0,8876.0,5.0,400.0,1618.0,2092.0,7120.0,40019.0,42855.0,5837.0,2472587.0,34672.0,632.0,27000.0,34386.0,13442.0,6419.0,44947.0,111000.0,720.0,1542.0,15387.0,10798.0,6428.0,49399.0,2100.0,435.0,15590.0,2472587.0,7930.0,5235.0,79436.0,100678.0,11097.0,19700.0,-1.0,218.0,24405.0,14014.0,17128.0,4471.0,1200.0,2403.0,87100.0,4.0,44749.0,25300.0,55981.0,3623.0,5885.0,701.0,234876.0,-1.0,1090.0,2009.0,2071360.0,1028248.0,-1.0,698093.0,15414.0,10039.0,345.0,3300.0,255.0,634.0,26126.0,702000.0,29.0,19130.0,350.0,100271.0,-1.0,92161.0,184519.0,-1.0,32309.0,1917.0,1962.0,1239000.0,54055.0,350694.0,1576.0,9500.0,1125.0,300.0,150.0,-1,301646.0,103690.0,62612.0,23160.0,3300.0,1202357.0,920.0,180.0,-1.0
2009,37683.0,16530.0,10445.0,750.0,8150.0,118115.0,171951.0,265233.0,100560.0,4993.0,66684.0,250103.0,2100.0,2600.0,85435.0,3070.0,-1,3081.0,5900.0,5600.0,3813.0,-1,42319.0,132730.0,-1.0,64000.0,34563.0,5.0,3299.0,573.0,8500.0,6706.0,5700.0,50.0,47393.0,24.0,7546.0,14362.0,5.0,350.0,1485.0,2661.0,6770.0,43334.0,44890.0,6739.0,2722956.0,35198.0,664.0,29000.0,38720.0,13552.0,4645.0,49901.0,123000.0,845.0,1648.0,15677.0,10941.0,6015.0,40078.0,3500.0,441.0,15733.0,2722956.0,9460.0,3973.0,84139.0,100000.0,11133.0,20048.0,-1.0,221.0,25172.0,14288.0,17431.0,4333.0,1110.0,2296.0,118042.0,6.0,44409.0,21700.0,56401.0,3608.0,6300.0,608.0,318058.0,-1.0,1080.0,1750.0,1899297.0,1090006.0,-1.0,806500.0,11229.0,9615.0,236.0,3273.0,255.0,632.0,31095.0,731000.0,27.0,18937.0,350.0,127435.0,-1.0,95879.0,225007.0,-1.0,38375.0,1922.0,1472.0,1170826.0,62554.0,371561.0,1648.0,10817.0,1120.0,300.0,155.0,-1,287170.0,132730.0,59184.0,28230.0,3800.0,878134.0,963.0,186.0,-1.0
2010,38034.0,16400.0,12303.0,900.0,22216.0,141318.0,142688.0,152704.0,96952.0,5248.0,66353.0,203249.0,2114.0,2640.0,85202.0,4072.0,-1,3300.0,6000.0,5700.0,4579.0,-1,37400.0,130580.0,-1.0,96558.0,37489.0,5.0,3202.0,656.0,9300.0,7174.0,5700.0,50.0,56973.0,24.0,7445.0,8092.0,4.0,334.0,1400.0,2660.0,6970.0,42263.0,41730.0,5987.0,3144296.0,34200.0,699.0,29500.0,32199.0,14135.0,1926.0,58075.0,120955.0,743.0,1509.0,16500.0,10620.0,6166.0,51922.0,4900.0,431.0,12270.0,3144296.0,9430.0,4600.0,87637.0,105718.0,10451.0,20653.0,-1.0,254.0,21419.0,14572.0,17137.0,4300.0,869.0,2184.0,103159.0,6.0,37795.0,23500.0,71422.0,3581.0,7313.0,727.0,276751.0,-1.0,888.0,2975.0,2266435.0,1060180.0,-1.0,871283.0,12983.0,7043.0,213.0,3238.0,250.0,632.0,36126.0,651000.0,28.0,6000.0,350.0,97733.0,-1.0,90646.0,187607.0,-1.0,34402.0,1900.0,3042.0,1247200.0,54353.0,402586.0,1750.0,10067.0,716.0,300.0,150.0,-1,273978.0,130580.0,57187.0,33243.0,4000.0,1023187.0,1018.0,181.0,-1.0
