,Kenya,"China, Taiwan Province of",Croatia,Burkina Faso,Philippines,Syrian Arab Republic,Lao People's Democratic Republic,United Republic of Tanzania,Nepal,Ethiopia,Indonesia,Maldives,Slovenia,Greece,Tunisia,Zimbabwe,Yugoslav SFR,Republic of Korea,Melanesia,Uzbekistan,Yemen,Rwanda,Portugal,Australia & New Zealand,Barbados,Guatemala,French Polynesia,Algeria,El Salvador,United Arab Emirates,Senegal,Madagascar,Mauritius,Ukraine,Israel,Fiji,Belgium,Switzerland,Sri Lanka,Uruguay,Azerbaijan,Czechoslovakia,Egypt,Bosnia and Herzegovina,China,Nigeria,Colombia,Libya,Lebanon,Czechia,United Kingdom,Occupied Palestinian Territory,Chile,Hungary,Montenegro,Kazakhstan,South Africa,Saint Vincent and the Grenadines,France,"China, mainland",Mali,Thailand,Paraguay,Saint Kitts and Nevis,Bolivia (Plurinational State of),Peru,Democratic People's Republic of Korea,Serbia and Montenegro,Cameroon,Serbia,Malaysia,Germany,Sudan (former),Dominican Republic,South Sudan,Namibia,Benin,Cook Islands,Canada,Japan,Iraq,The former Yugoslav Republic of Macedonia,Venezuela (Bolivarian Republic of),Cyprus,Antigua and Barbuda,Spain,New Zealand,Niger,Belize,Bulgaria,United States of America,Iran (Islamic Republic of),Democratic Republic of the Congo,Sudan,Djibouti,Kuwait,Cuba,Turkey,Kyrgyzstan,Argentina,Costa Rica,Georgia,India,Guadeloupe,Austria,Bahrain,Morocco,Bhutan,Qatar,Mexico,USSR,Romania,Ecuador,Honduras,Jordan,Puerto Rico,Ireland,Côte d'Ivoire,Albania,Slovakia,Jamaica,Brunei Darussalam,Trinidad and Tobago,Italy,Polynesia,Panama,Australia,Montserrat,Ghana,Finland,Netherlands,Oman,Guyana,Republic of Moldova,Belgium-Luxembourg
1971,-1.0,7223.0,-1.0,-1.0,5500.0,18688.0,-1.0,-1.0,-1.0,-1.0,200000.0,4.0,-1.0,31352.0,97000.0,-1.0,282118.0,73857.0,0.0,-1.0,-1.0,-1.0,600.0,-1.0,-1.0,2200.0,9.0,17000.0,1569.0,33.0,-1,-1.0,512.0,-1.0,37800.0,-1.0,-1.0,-1.0,30000.0,3800.0,-1.0,36525.0,119000.0,-1.0,1637223.0,495000.0,5600.0,3677.0,-1.0,-1.0,-1.0,-1.0,20000.0,160691.0,-1.0,-1.0,-1.0,30.0,15900.0,1630000.0,-1.0,7600.0,14000.0,-1.0,4000.0,19443.0,24000.0,-1.0,-1.0,-1.0,-1.0,-1.0,3000.0,10690.0,-1,-1.0,10000.0,-1.0,6472.0,134800.0,10967.0,-1.0,6447.0,559.0,30.0,384300.0,-1.0,-1.0,-1.0,249487.0,184702.0,-1.0,-1,-1.0,7.0,-1.0,8616.0,330000.0,-1.0,70300.0,-1.0,-1.0,21000.0,-1.0,17433.0,-1.0,28000.0,-1.0,-1.0,310202.0,90000.0,167400.0,2400.0,-1.0,4135.0,3629.0,-1.0,17000.0,-1.0,-1.0,1170.0,-1.0,450.0,421700.0,9.0,1100.0,-1.0,77.0,94500.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1972,-1.0,8488.0,-1.0,-1.0,5600.0,18532.0,-1.0,-1.0,-1.0,-1.0,200000.0,1.0,-1.0,38448.0,81000.0,-1.0,309678.0,73219.0,0.0,-1.0,-1.0,-1.0,600.0,-1.0,-1.0,2100.0,9.0,19000.0,1400.0,19.0,-1,-1.0,365.0,-1.0,32900.0,-1.0,-1.0,-1.0,31980.0,3900.0,-1.0,38077.0,117000.0,-1.0,1478488.0,490000.0,5800.0,4429.0,-1.0,-1.0,-1.0,-1.0,19800.0,190377.0,-1.0,-1.0,-1.0,35.0,16000.0,1470000.0,-1.0,7800.0,14200.0,-1.0,4000.0,15802.0,26000.0,-1.0,-1.0,-1.0,-1.0,-1.0,4000.0,10245.0,-1,-1.0,10000.0,-1.0,7480.0,145300.0,13577.0,-1.0,6081.0,559.0,37.0,439800.0,-1.0,-1.0,-1.0,287085.0,210965.0,-1.0,-1,-1.0,8.0,-1.0,4595.0,340000.0,-1.0,79250.0,-1.0,-1.0,21400.0,-1.0,21615.0,-1.0,30000.0,-1.0,-1.0,435071.0,92000.0,195600.0,2600.0,-1.0,3689.0,4218.0,-1.0,17000.0,-1.0,-1.0,1072.0,-1.0,500.0,416300.0,9.0,400.0,-1.0,82.0,141200.0,-1.0,-1.0,-1.0,-1.0,-1.0,300.0
1973,-1.0,10129.0,-1.0,-1.0,5800.0,20457.0,-1.0,-1.0,-1.0,-1.0,299354.0,1.0,-1.0,37727.0,92000.0,-1.0,321951.0,76770.0,0.0,-1.0,-1.0,-1.0,600.0,-1.0,-1.0,2000.0,9.0,24000.0,1300.0,55.0,-1,-1.0,198.0,-1.0,30550.0,-1.0,-1.0,-1.0,40037.0,4000.0,-1.0,37531.0,102000.0,-1.0,1700129.0,480000.0,6000.0,5852.0,-1.0,-1.0,-1.0,-1.0,19800.0,180221.0,-1.0,-1.0,-1.0,30.0,19600.0,1690000.0,-1.0,8000.0,14500.0,-1.0,4000.0,14738.0,28000.0,-1.0,-1.0,-1.0,-1.0,-1.0,4000.0,10665.0,-1,-1.0,11000.0,-1.0,4824.0,144000.0,12100.0,-1.0,6584.0,457.0,19.0,544500.0,-1.0,-1.0,-1.0,267930.0,214910.0,-1.0,-1,-1.0,8.0,-1.0,15799.0,345000.0,-1.0,107960.0,-1.0,-1.0,22500.0,-1.0,19071.0,-1.0,32000.0,-1.0,-1.0,399511.0,94000.0,205300.0,2800.0,-1.0,2448.0,3856.0,-1.0,17000.0,-1.0,-1.0,1041.0,-1.0,600.0,476700.0,9.0,907.0,-1.0,12.0,134100.0,-1.0,-1.0,-1.0,-1.0,-1.0,400.0
1974,-1.0,11514.0,-1.0,-1.0,5900.0,27820.0,-1.0,-1.0,-1.0,-1.0,323800.0,1.0,-1.0,39966.0,103000.0,-1.0,336884.0,70955.0,0.0,-1.0,-1.0,-1.0,600.0,-1.0,-1.0,1900.0,18.0,28000.0,1200.0,149.0,-1,-1.0,230.0,-1.0,25750.0,-1.0,-1.0,-1.0,44581.0,4100.0,-1.0,33508.0,115000.0,-1.0,1721514.0,540000.0,7245.0,7026.0,-1.0,-1.0,-1.0,-1.0,20000.0,159382.0,-1.0,-1.0,-1.0,30.0,19879.0,1710000.0,-1.0,8200.0,14800.0,-1.0,4000.0,14255.0,30000.0,-1.0,-1.0,-1.0,-1.0,-1.0,3800.0,11286.0,-1,-1.0,11000.0,-1.0,3360.0,139500.0,8534.0,-1.0,8763.0,406.0,15.0,456800.0,-1.0,-1.0,-1.0,291412.0,238180.0,-1.0,-1,-1.0,8.0,-1.0,18550.0,370000.0,-1.0,74940.0,-1.0,-1.0,23400.0,100.0,21499.0,-1.0,33000.0,-1.0,-1.0,415614.0,96000.0,139000.0,3000.0,-1.0,3270.0,2495.0,-1.0,17000.0,-1.0,-1.0,1135.0,-1.0,650.0,481010.0,18.0,422.0,-1.0,12.0,148400.0,-1.0,-1.0,-1.0,-1.0,-1.0,700.0
1975,-1.0,10933.0,-1.0,-1.0,6000.0,35367.0,-1.0,-1.0,-1.0,-1.0,252000.0,1.0,-1.0,46349.0,93000.0,-1.0,300736.0,127856.0,0.0,-1.0,-1.0,-1.0,600.0,-1.0,-1.0,1800.0,51.0,32000.0,1136.0,300.0,-1,-1.0,163.0,-1.0,31100.0,-1.0,-1.0,-1.0,37607.0,4200.0,-1.0,49408.0,126000.0,-1.0,1790933.0,550000.0,5700.0,7025.0,-1.0,-1.0,-1.0,-1.0,21000.0,174892.0,-1.0,-1.0,-1.0,30.0,20114.0,1780000.0,-1.0,8400.0,15000.0,-1.0,4150.0,13288.0,32000.0,-1.0,-1.0,-1.0,-1.0,-1.0,3800.0,11800.0,-1,-1.0,12000.0,-1.0,5170.0,146800.0,9345.0,-1.0,8036.0,508.0,13.0,460000.0,-1.0,-1.0,-1.0,268991.0,231603.0,-1.0,-1,-1.0,8.0,-1.0,20483.0,375000.0,-1.0,51990.0,-1.0,-1.0,24100.0,100.0,25424.0,412.0,35000.0,-1.0,-1.0,273149.0,98000.0,148400.0,3000.0,-1.0,5160.0,2821.0,-1.0,17400.0,-1.0,-1.0,1291.0,-1.0,650.0,483090.0,51.0,649.0,-1.0,12.0,117900.0,-1.0,-1.0,-1.0,-1.0,-1.0,1000.0
1976,-1.0,21011.0,-1.0,-1.0,5908.0,34590.0,-1.0,-1.0,-1.0,-1.0,194600.0,1.0,-1.0,50794.0,120000.0,-1.0,284624.0,157235.0,0.0,-1.0,-1.0,-1.0,750.0,-1.0,-1.0,1800.0,83.0,36000.0,1010.0,700.0,-1,-1.0,250.0,-1.0,33750.0,-1.0,-1.0,-1.0,43535.0,4300.0,-1.0,31738.0,138233.0,-1.0,1801011.0,570000.0,9900.0,7377.0,-1.0,-1.0,-1.0,-1.0,21500.0,140601.0,-1.0,-1.0,-1.0,30.0,21094.0,1780000.0,-1.0,8600.0,15500.0,-1.0,4000.0,14604.0,33000.0,-1.0,-1.0,-1.0,-1.0,-1.0,4000.0,12339.0,-1,-1.0,13000.0,-1.0,4600.0,149100.0,11084.0,-1.0,15209.0,457.0,21.0,492000.0,-1.0,-1.0,-1.0,257218.0,238362.0,-1.0,-1,-1.0,8.0,-1.0,24215.0,380000.0,-1.0,62850.0,-1.0,-1.0,24300.0,100.0,13328.0,267.0,35000.0,-1.0,-1.0,338930.0,100000.0,172700.0,2910.0,-1.0,4223.0,2821.0,-1.0,17800.0,-1.0,-1.0,1315.0,-1.0,670.0,481270.0,83.0,830.0,-1.0,12.0,113000.0,-1.0,-1.0,-1.0,-1.0,-1.0,1000.0
1977,-1.0,18035.0,-1.0,-1.0,6539.0,30213.0,-1.0,-1.0,-1.0,-1.0,215000.0,3.0,-1.0,74226.0,125000.0,-1.0,352200.0,141091.0,0.0,-1.0,-1.0,-1.0,1000.0,-1.0,-1.0,1600.0,70.0,40000.0,1190.0,1240.0,-1,-1.0,300.0,-1.0,42000.0,-1.0,-1.0,-1.0,42972.0,4400.0,-1.0,39696.0,123236.0,-1.0,1958035.0,590000.0,11775.0,7446.0,-1.0,-1.0,-1.0,-1.0,22000.0,204000.0,-1.0,-1.0,-1.0,22.0,16954.0,1940000.0,-1.0,8800.0,15800.0,-1.0,4000.0,11485.0,33000.0,-1.0,-1.0,-1.0,-1.0,-1.0,4000.0,13843.0,-1,-1.0,14000.0,-1.0,6345.0,166400.0,16886.0,-1.0,14772.0,864.0,9.0,480900.0,-1.0,-1.0,-1.0,257619.0,241900.0,-1.0,-1,-1.0,8.0,-1.0,27335.0,480000.0,-1.0,85000.0,-1.0,-1.0,25400.0,120.0,21640.0,276.0,35000.0,-1.0,100.0,481682.0,105000.0,184100.0,522.0,-1.0,5659.0,2268.0,-1.0,18000.0,-1.0,-1.0,1676.0,-1.0,680.0,466970.0,70.0,862.0,-1.0,12.0,76800.0,-1.0,22600.0,-1.0,-1.0,-1.0,700.0
1978,-1.0,19077.0,-1.0,-1.0,6317.0,42811.0,-1.0,-1.0,-1.0,-1.0,214100.0,2.0,-1.0,65760.0,130000.0,-1.0,324000.0,42196.0,0.0,-1.0,-1.0,-1.0,1000.0,546.0,-1.0,1400.0,70.0,45000.0,1285.0,1292.0,-1,-1.0,287.0,-1.0,42200.0,-1.0,-1.0,-1.0,38586.0,4500.0,-1.0,32814.0,156672.0,-1.0,2069077.0,600000.0,12000.0,7300.0,-1.0,-1.0,-1.0,-1.0,22500.0,133810.0,-1.0,-1.0,-1.0,35.0,19300.0,2050000.0,-1.0,9000.0,16000.0,-1.0,3030.0,10437.0,34000.0,-1.0,-1.0,-1.0,-1.0,-1.0,4000.0,13991.0,-1,-1.0,15000.0,-1.0,6430.0,168700.0,13282.0,-1.0,19434.0,1016.0,8.0,522400.0,546.0,-1.0,-1.0,239867.0,235912.0,-1.0,-1,-1.0,8.0,-1.0,30695.0,510000.0,-1.0,92200.0,-1.0,-1.0,25550.0,300.0,14329.0,290.0,35000.0,-1.0,100.0,531286.0,105000.0,188900.0,2110.0,-1.0,5053.0,2087.0,-1.0,18000.0,-1.0,-1.0,1677.0,-1.0,690.0,462680.0,70.0,812.0,-1.0,12.0,73600.0,-1.0,27200.0,-1.0,-1.0,-1.0,200.0
1979,-1.0,21314.0,-1.0,-1.0,3114.0,41897.0,-1.0,-1.0,-1.0,-1.0,220082.0,2.0,-1.0,74060.0,130000.0,-1.0,353000.0,112399.0,0.0,-1.0,1589.0,-1.0,1000.0,717.0,-1.0,1200.0,64.0,50000.0,1300.0,1935.0,-1,-1.0,264.0,-1.0,49200.0,-1.0,-1.0,-1.0,46400.0,4500.0,-1.0,45466.0,175365.0,-1.0,2021314.0,620000.0,12750.0,7350.0,-1.0,-1.0,-1.0,-1.0,23000.0,186490.0,-1.0,-1.0,-1.0,42.0,19700.0,2000000.0,-1.0,9100.0,16300.0,-1.0,5230.0,11364.0,35000.0,-1.0,-1.0,-1.0,-1.0,-1.0,4000.0,13600.0,-1,-1.0,16014.0,-1.0,8300.0,173000.0,5500.0,-1.0,20612.0,1016.0,11.0,538300.0,717.0,-1.0,-1.0,289823.0,263944.0,-1.0,-1,-1.0,10.0,-1.0,30826.0,545000.0,-1.0,92100.0,-1.0,-1.0,27000.0,200.0,12547.0,250.0,36000.0,-1.0,125.0,497718.0,110000.0,252800.0,2064.0,-1.0,7036.0,2223.0,-1.0,18500.0,-1.0,-1.0,1630.0,-1.0,700.0,471200.0,64.0,998.0,-1.0,12.0,81300.0,-1.0,28000.0,-1.0,-1.0,-1.0,125.0
1980,-1.0,22970.0,-1.0,-1.0,3698.0,46053.0,-1.0,-1.0,-1.0,-1.0,207551.0,1.0,-1.0,82536.0,115000.0,-1.0,360000.0,125055.0,0.0,-1.0,1697.0,-1.0,1000.0,605.0,-1.0,1200.0,74.0,53000.0,1400.0,1933.0,-1,-1.0,216.0,-1.0,53900.0,-1.0,-1.0,-1.0,50987.0,4600.0,-1.0,32000.0,164584.0,-1.0,1887970.0,630000.0,12975.0,8394.0,-1.0,-1.0,-1.0,-1.0,24000.0,160372.0,-1.0,-1.0,-1.0,50.0,20800.0,1865000.0,-1.0,9200.0,16500.0,-1.0,5890.0,13614.0,36000.0,-1.0,-1.0,-1.0,-1.0,-1.0,4000.0,14800.0,-1,-1.0,16500.0,-1.0,6100.0,161400.0,11700.0,-1.0,23287.0,813.0,68.0,551400.0,605.0,-1.0,-1.0,255026.0,249202.0,-1.0,-1,-1.0,13.0,-1.0,44857.0,580000.0,-1.0,92000.0,-1.0,-1.0,28500.0,80.0,12174.0,350.0,35000.0,-1.0,127.0,530573.0,113000.0,174600.0,2586.0,-1.0,6863.0,2268.0,-1.0,19000.0,-1.0,-1.0,1854.0,-1.0,650.0,479140.0,74.0,494.0,-1.0,10.0,85900.0,-1.0,29000.0,-1.0,-1.0,-1.0,200.0
1981,-1.0,22472.0,-1.0,-1.0,3534.0,53285.0,-1.0,-1.0,-1.0,-1.0,219445.0,34.0,-1.0,83606.0,124000.0,-1.0,387000.0,137575.0,0.0,-1.0,1430.0,-1.0,1000.0,610.0,-1.0,1000.0,93.0,59418.0,1400.0,2676.0,-1,-1.0,350.0,-1.0,48800.0,-1.0,-1.0,-1.0,37500.0,4700.0,-1.0,44997.0,173669.0,-1.0,2167472.0,635000.0,12900.0,9000.0,-1.0,-1.0,-1.0,-1.0,24500.0,189475.0,-1.0,-1.0,-1.0,100.0,22200.0,2145000.0,-1.0,9300.0,17000.0,-1.0,6720.0,14105.0,38000.0,-1.0,-1.0,-1.0,-1.0,-1.0,4000.0,14500.0,-1,-1.0,16500.0,-1.0,8650.0,176200.0,13500.0,-1.0,19468.0,864.0,89.0,549800.0,610.0,-1.0,-1.0,280996.0,266484.0,-1.0,-1,-1.0,16.0,-1.0,34042.0,600000.0,-1.0,81030.0,-1.0,-1.0,28600.0,176.0,11758.0,320.0,33000.0,8500.0,93.0,409190.0,115000.0,227900.0,3498.0,-1.0,6372.0,2613.0,-1.0,19000.0,-1.0,-1.0,2482.0,-1.0,670.0,446090.0,93.0,561.0,-1.0,10.0,72000.0,-1.0,34000.0,-1.0,-1.0,-1.0,60.0
1982,-1.0,22104.0,-1.0,-1.0,3300.0,60888.0,-1.0,-1.0,-1.0,-1.0,173700.0,130.0,-1.0,64343.0,90000.0,-1.0,357000.0,130465.0,0.0,-1.0,1499.0,-1.0,1000.0,580.0,-1.0,1000.0,121.0,45908.0,1500.0,2469.0,-1,-1.0,350.0,-1.0,44000.0,-1.0,-1.0,-1.0,36445.0,4700.0,-1.0,48681.0,166721.0,-1.0,2322104.0,650000.0,12800.0,9000.0,-1.0,-1.0,-1.0,-1.0,25000.0,159995.0,-1.0,-1.0,-1.0,150.0,22900.0,2300000.0,200.0,9400.0,17030.0,-1.0,7000.0,15283.0,40000.0,-1.0,-1.0,-1.0,-1.0,-1.0,4000.0,15000.0,-1,-1.0,17000.0,-1.0,15170.0,174700.0,36500.0,-1.0,21047.0,711.0,51.0,579400.0,580.0,-1.0,-1.0,261235.0,268840.0,-1.0,-1,-1.0,18.0,-1.0,34514.0,600000.0,-1.0,86430.0,-1.0,-1.0,30800.0,176.0,12725.0,300.0,34000.0,5600.0,79.0,511778.0,120000.0,278200.0,2761.0,-1.0,6091.0,3175.0,-1.0,20000.0,-1.0,-1.0,1962.0,-1.0,700.0,455370.0,121.0,637.0,-1.0,10.0,62600.0,-1.0,40000.0,-1.0,-1.0,-1.0,100.0
1983,-1.0,21031.0,-1.0,-1.0,3070.0,74900.0,-1.0,-1.0,-1.0,-1.0,301000.0,200.0,-1.0,73046.0,130000.0,-1.0,342000.0,194184.0,0.0,-1.0,1599.0,-1.0,1000.0,600.0,-1.0,1100.0,104.0,61888.0,1550.0,4187.0,-1,-1.0,420.0,-1.0,44300.0,-1.0,-1.0,-1.0,40600.0,4800.0,-1.0,48266.0,180000.0,-1.0,2321031.0,670000.0,12700.0,10000.0,-1.0,-1.0,-1.0,-1.0,25500.0,148219.0,-1.0,-1.0,-1.0,200.0,24800.0,2300000.0,200.0,9500.0,17557.0,-1.0,3213.0,14671.0,43000.0,-1.0,-1.0,-1.0,-1.0,-1.0,4000.0,15500.0,-1,-1.0,18000.0,-1.0,16770.0,168200.0,27300.0,-1.0,24743.0,730.0,56.0,601700.0,600.0,-1.0,-1.0,241815.0,316920.0,-1.0,-1,-1.0,20.0,-1.0,22877.0,640000.0,-1.0,81690.0,-1.0,-1.0,31600.0,216.0,3938.0,300.0,36000.0,3700.0,41.0,460740.0,130000.0,279400.0,3051.0,-1.0,15000.0,4082.0,-1.0,21000.0,-1.0,-1.0,3263.0,-1.0,710.0,455730.0,104.0,724.0,-1.0,10.0,62600.0,-1.0,44600.0,-1.0,-1.0,-1.0,-1.0
1984,-1.0,20594.0,-1.0,-1.0,3018.0,52500.0,-1.0,-1.0,-1.0,-1.0,313685.0,292.0,-1.0,93181.0,120000.0,-1.0,316756.0,116910.0,0.0,-1.0,1701.0,-1.0,1000.0,600.0,-1.0,1100.0,175.0,69448.0,1600.0,3487.0,-1,-1.0,390.0,-1.0,48500.0,-1.0,-1.0,-1.0,73600.0,4800.0,-1.0,35618.0,173000.0,-1.0,2520594.0,690000.0,12750.0,11000.0,-1.0,-1.0,-1.0,-1.0,25500.0,132000.0,-1.0,-1.0,-1.0,283.0,29500.0,2500000.0,200.0,9600.0,17280.0,-1.0,3861.0,16052.0,45000.0,-1.0,100.0,-1.0,-1.0,-1.0,3500.0,17276.0,-1,-1.0,20000.0,-1.0,12940.0,180300.0,36600.0,-1.0,20885.0,900.0,49.0,635058.0,600.0,-1.0,-1.0,246741.0,324320.0,-1.0,-1,-1.0,23.0,-1.0,26862.0,665000.0,-1.0,77110.0,-1.0,-1.0,34500.0,360.0,3516.0,250.0,38000.0,3685.0,105.0,532266.0,133000.0,336200.0,8230.0,-1.0,16174.0,6622.0,-1.0,21000.0,-1.0,-1.0,3132.0,-1.0,650.0,429570.0,175.0,822.0,-1.0,10.0,74000.0,-1.0,45000.0,-1.0,-1.0,-1.0,60.0
1985,-1.0,22725.0,-1.0,5494.0,3210.0,64609.0,-1.0,-1.0,-1.0,-1.0,341564.0,311.0,-1.0,114348.0,140000.0,-1.0,345080.0,165277.0,0.0,-1.0,1818.0,-1.0,1000.0,11102.0,-1.0,1200.0,146.0,118043.0,1600.0,4610.0,-1,-1.0,440.0,-1.0,44900.0,-1.0,-1.0,-1.0,98700.0,4800.0,-1.0,38763.0,192000.0,-1.0,2722725.0,700000.0,11830.0,12000.0,-1.0,-1.0,-1.0,-1.0,26000.0,196000.0,-1.0,-1.0,-1.0,276.0,30900.0,2700000.0,300.0,9700.0,17635.0,-1.0,4759.0,14258.0,46000.0,-1.0,100.0,-1.0,-1.0,-1.0,4000.0,17812.0,-1,-1.0,18913.0,-1.0,21780.0,171600.0,39000.0,-1.0,21627.0,800.0,27.0,670552.0,700.0,-1.0,-1.0,222027.0,347100.0,-1.0,-1,-1.0,25.0,-1.0,35322.0,725000.0,-1.0,68400.0,-1.0,-1.0,36000.0,240.0,2137.0,250.0,40000.0,4500.0,103.0,663082.0,136000.0,303800.0,6310.0,-1.0,17534.0,4763.0,-1.0,22000.0,-1.0,-1.0,4905.0,-1.0,620.0,427800.0,146.0,933.0,10402.0,10.0,62000.0,-1.0,51000.0,-1.0,-1.0,-1.0,-1.0
1986,-1.0,21218.0,-1.0,5699.0,3570.0,51600.0,-1.0,-1.0,-1.0,-1.0,439000.0,330.0,-1.0,93916.0,150000.0,-1.0,359369.0,197804.0,0.0,-1.0,2122.0,-1.0,1000.0,14178.0,-1.0,1200.0,158.0,133952.0,1700.0,4300.0,-1,-1.0,385.0,-1.0,54300.0,-1.0,-1.0,-1.0,105784.0,4900.0,-1.0,41362.0,237000.0,-1.0,2721218.0,720000.0,10531.0,13000.0,-1.0,-1.0,-1.0,-1.0,28000.0,186000.0,-1.0,-1.0,200.0,286.0,28100.0,2700000.0,403.0,9800.0,13966.0,-1.0,5875.0,15759.0,49000.0,-1.0,200.0,-1.0,-1.0,-1.0,4200.0,18507.0,-1,-1.0,12463.0,-1.0,20040.0,177800.0,38000.0,-1.0,22522.0,1000.0,28.0,692800.0,1000.0,-1.0,-1.0,206579.0,389770.0,-1.0,-1,-1.0,26.0,-1.0,31947.0,738000.0,-1.0,90960.0,1100.0,-1.0,37800.0,70.0,2036.0,200.0,45000.0,5700.0,118.0,543851.0,137000.0,251100.0,6104.0,1000.0,22243.0,4559.0,200.0,23000.0,-1.0,-1.0,5286.0,-1.0,550.0,421040.0,158.0,1060.0,13178.0,10.0,137000.0,-1.0,59000.0,-1.0,-1.0,-1.0,-1.0
1987,-1.0,24160.0,-1.0,5848.0,4180.0,60900.0,-1.0,-1.0,-1.0,-1.0,436189.0,43.0,-1.0,98400.0,150000.0,-1.0,376000.0,137924.0,0.0,-1.0,3631.0,-1.0,1200.0,16958.0,-1.0,1100.0,114.0,170026.0,1700.0,4252.0,-1,-1.0,365.0,-1.0,47600.0,-1.0,-1.0,-1.0,73501.0,5000.0,-1.0,51444.0,261000.0,-1.0,2724160.0,750000.0,9443.0,14500.0,-1.0,-1.0,-1.0,-1.0,30135.0,212000.0,-1.0,-1.0,200.0,492.0,28100.0,2700000.0,425.0,9900.0,17540.0,-1.0,6085.0,18998.0,52000.0,-1.0,200.0,-1.0,-1.0,-1.0,4500.0,19580.0,-1,-1.0,7556.0,-1.0,24430.0,172200.0,26600.0,-1.0,23696.0,1100.0,29.0,700200.0,1700.0,-1.0,-1.0,234728.0,416220.0,-1.0,-1,-1.0,26.0,-1.0,50704.0,750000.0,-1.0,91000.0,2100.0,-1.0,39000.0,65.0,3825.0,250.0,48000.0,7800.0,140.0,669759.0,140000.0,269800.0,8667.0,1000.0,27057.0,4649.0,200.0,23000.0,-1.0,-1.0,5576.0,-1.0,500.0,387730.0,114.0,954.0,15258.0,12.0,157600.0,-1.0,66300.0,-1.0,-1.0,-1.0,-1.0
1988,-1.0,22372.0,-1.0,6135.0,3620.0,62400.0,-1.0,-1.0,-1.0,-1.0,449000.0,72.0,-1.0,92400.0,120000.0,-1.0,304751.0,249361.0,0.0,-1.0,4041.0,-1.0,1200.0,17439.0,-1.0,1100.0,121.0,192695.0,1800.0,3177.0,-1,-1.0,525.0,-1.0,40650.0,-1.0,-1.0,-1.0,82700.0,4800.0,-1.0,55718.0,262000.0,-1.0,2822372.0,780000.0,7598.0,15000.0,4500.0,-1.0,-1.0,-1.0,28860.0,201000.0,-1.0,-1.0,200.0,450.0,25000.0,2800000.0,600.0,10000.0,15682.0,-1.0,5025.0,14570.0,53500.0,-1.0,300.0,-1.0,-1.0,-1.0,4300.0,18650.0,-1,-1.0,10146.0,-1.0,23680.0,170400.0,29700.0,-1.0,26650.0,1100.0,35.0,724200.0,700.0,-1.0,-1.0,245212.0,449280.0,-1.0,-1,-1.0,21.0,1157.0,50261.0,730000.0,-1.0,90900.0,2800.0,-1.0,41400.0,65.0,4128.0,290.0,53000.0,7000.0,127.0,595370.0,145000.0,294500.0,8900.0,1100.0,25129.0,4386.0,200.0,22192.0,-1.0,-1.0,2703.0,-1.0,420.0,366340.0,121.0,858.0,16739.0,12.0,115400.0,-1.0,75600.0,-1.0,-1.0,-1.0,750.0
1989,-1.0,21927.0,-1.0,6369.0,3200.0,46400.0,-1.0,-1.0,-1.0,-1.0,518000.0,13.0,-1.0,94400.0,110000.0,-1.0,261215.0,190159.0,0.0,-1.0,7187.0,-1.0,1000.0,19788.0,-1.0,1100.0,114.0,189417.0,1900.0,8688.0,-1,-1.0,475.0,-1.0,42465.0,-1.0,-1.0,-1.0,67900.0,4407.0,-1.0,51275.0,242000.0,-1.0,2921927.0,819000.0,6820.0,15600.0,4200.0,-1.0,2700.0,-1.0,41010.0,142000.0,-1.0,-1.0,200.0,400.0,25600.0,2900000.0,939.0,10000.0,16933.0,-1.0,5030.0,13950.0,54000.0,-1.0,300.0,-1.0,-1.0,-1.0,3800.0,19142.0,-1,-1.0,8936.0,5.0,19898.0,182400.0,35200.0,-1.0,29734.0,1200.0,30.0,795400.0,900.0,-1.0,114.0,205168.0,460120.0,-1.0,-1,-1.0,3.0,2215.0,53249.0,853000.0,-1.0,91000.0,3000.0,-1.0,41500.0,70.0,3882.0,190.0,64400.0,7000.0,158.0,645498.0,146000.0,253300.0,7738.0,1100.0,35398.0,4218.0,300.0,15848.0,-1.0,-1.0,2077.0,-1.0,428.0,349720.0,119.0,1045.0,18888.0,12.0,163000.0,-1.0,103000.0,-1.0,-1.0,-1.0,2800.0
