,USSR,Eritrea,Australia & New Zealand,Australia,Panama,Pakistan,Slovakia,Thailand,Belize,Ethiopia,Kenya,Yemen,Romania,Serbia,Lao People's Democratic Republic,Lebanon,Somalia,Togo,Albania,Brazil,Chad,Mozambique,Niger,Democratic People's Republic of Korea,Slovenia,El Salvador,Congo,Canada,Colombia,Spain,India,Malta,Lesotho,Ecuador,Swaziland,Indonesia,Poland,Argentina,Turkey,Belgium-Luxembourg,Angola,Ethiopia PDR,Estonia,The former Yugoslav Republic of Macedonia,Greece,Czechoslovakia,Haiti,Republic of Korea,Democratic Republic of the Congo,Tunisia,Paraguay,Montenegro,Republic of Moldova,Dominican Republic,Kyrgyzstan,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,Ghana,"China, mainland",Madagascar,Cyprus,Peru,Rwanda,Lithuania,Cameroon,Hungary,Guatemala,South Sudan,Cuba,Austria,Puerto Rico,United States of America,Bhutan,Philippines,Iraq,Czechia,Timor-Leste,United Republic of Tanzania,Burundi,Belgium,Nepal,France,Luxembourg,Libya,Costa Rica,Bangladesh,Italy,Germany,Uganda,Syrian Arab Republic,Latvia,Benin,Sweden,China,Cambodia,Serbia and Montenegro,Armenia,Sudan (former),Morocco,Chile,Honduras,Uruguay,Zimbabwe,Ireland,Malawi,Algeria,"China, Taiwan Province of",Réunion,Japan,Sudan,Belarus,Egypt,Namibia,Georgia,Azerbaijan,Nicaragua,Viet Nam,Bosnia and Herzegovina,Barbados,Russian Federation,Portugal,Bolivia (Plurinational State of),Grenada,Jamaica,Netherlands,Djibouti,Mexico,South Africa,Mauritania,Tajikistan,Sri Lanka,Venezuela (Bolivarian Republic of),Côte d'Ivoire,Croatia,Bulgaria,Myanmar,Ukraine
1971,24412.0,,7732.0,7732.0,2431.0,4866.0,,10372.0,8690.0,,5556.0,,869.0,,5000.0,12404.0,3302.0,2000.0,7266.0,6829.0,3789.0,,,6667.0,,8647.0,5614.0,14169.0,7049.0,6408.0,2703.0,12288.0,2353.0,4490.0,3577.0,11387.0,15417.0,9730.0,15000.0,27816.0,5833.0,6857.0,,,10763.0,11245.0,4421.0,6368.0,5583.0,,6506.0,,,8518.0,,10000.0,14196.0,,,8737.0,8474.0,13542.0,8080.0,9000.0,,5137.0,12038.0,3694.0,,3143.0,19731.0,5714.0,13785.0,,4404.0,9082.0,,6054.0,5138.0,10173.0,,5588.0,12921.0,,17671.0,3826.0,8481.0,11021.0,31959.0,4837.0,14910.0,,4061.0,16667.0,8739.0,7775.0,,,11901.0,8000.0,10324.0,5644.0,5714.0,6000.0,,5301.0,3578.0,8941.0,33333.0,10303.0,,,20405.0,,,,9139.0,4058.0,,,,1801.0,8125.0,10000.0,7212.0,25076.0,,4854.0,10690.0,,,3792.0,3685.0,,,6223.0,4750.0,
1972,20857.0,,1891.0,1891.0,2756.0,4763.0,,9587.0,5529.0,,5556.0,,813.0,,5000.0,12416.0,3298.0,3151.0,7059.0,6739.0,3895.0,,,6875.0,,6886.0,5690.0,15405.0,7222.0,6568.0,2332.0,10033.0,2000.0,4190.0,5423.0,10894.0,14783.0,9325.0,15143.0,23665.0,5833.0,7162.0,,,10012.0,9092.0,4479.0,6257.0,5678.0,,5542.0,,,9591.0,,9298.0,13355.0,,,8889.0,8296.0,13138.0,8584.0,8500.0,,5259.0,11402.0,5856.0,,3500.0,22099.0,5714.0,14702.0,,4607.0,9886.0,,11089.0,5769.0,10254.0,,6000.0,12724.0,,17114.0,4001.0,8046.0,12195.0,23391.0,7670.0,13880.0,,3772.0,20000.0,8893.0,6111.0,,,14877.0,7154.0,10432.0,5323.0,5556.0,6000.0,,5300.0,4791.0,9168.0,47619.0,15629.0,,,20632.0,,,,7099.0,4143.0,,,,1669.0,8333.0,10000.0,7326.0,10373.0,,5155.0,9841.0,,,3500.0,3552.0,,,4580.0,4412.0,
1973,26000.0,,5614.0,5614.0,3030.0,4826.0,,8759.0,5287.0,,4800.0,,929.0,,5000.0,9493.0,3296.0,3144.0,7971.0,5850.0,3684.0,,,7188.0,,8308.0,5763.0,15470.0,6540.0,7103.0,3091.0,10596.0,2857.0,4818.0,4093.0,10357.0,15789.0,9263.0,14874.0,25335.0,6000.0,7333.0,,,10842.0,8278.0,4563.0,6321.0,5617.0,,6979.0,,,10155.0,,10915.0,13333.0,,,9444.0,8547.0,9831.0,8586.0,8315.0,,6015.0,16053.0,6418.0,,3000.0,22460.0,5714.0,13697.0,,4783.0,7599.0,,10777.0,5179.0,10038.0,,5556.0,15989.0,,17105.0,4134.0,7619.0,14521.0,23903.0,4735.0,13458.0,,3252.0,14741.0,9460.0,6000.0,,,15873.0,8093.0,9618.0,5501.0,5250.0,6098.0,,5294.0,3593.0,10341.0,47619.0,15174.0,,,20405.0,,,,7274.0,3846.0,,,,1763.0,8182.0,9818.0,7240.0,26175.0,,5396.0,7857.0,,,5089.0,3774.0,,,6895.0,4161.0,
1974,22500.0,,8759.0,8759.0,2890.0,4780.0,,9852.0,6071.0,,5556.0,,969.0,,5000.0,8212.0,3292.0,3446.0,8012.0,5219.0,3895.0,,,7385.0,,6549.0,5738.0,13020.0,7398.0,6706.0,2601.0,8898.0,3807.0,4231.0,5410.0,10964.0,13000.0,10676.0,14500.0,24011.0,6000.0,6900.0,,,9856.0,7221.0,4271.0,8405.0,5717.0,,7877.0,,,10459.0,,10742.0,13291.0,,,10000.0,8549.0,10496.0,8542.0,6149.0,,5842.0,15286.0,8525.0,,2778.0,21940.0,5714.0,15013.0,,4286.0,6596.0,,10812.0,5000.0,9703.0,,5946.0,12028.0,,17500.0,3871.0,6923.0,14758.0,24340.0,4811.0,14791.0,,3560.0,14545.0,9983.0,5667.0,,,15873.0,8038.0,10128.0,5370.0,5250.0,6047.0,,5288.0,7545.0,9007.0,33333.0,14736.0,,,19605.0,,,,7156.0,4154.0,,,,1504.0,8036.0,10167.0,6667.0,26580.0,,6261.0,11806.0,,,5414.0,4076.0,,,4879.0,4444.0,
1975,18056.0,,7987.0,7987.0,2519.0,4909.0,,8191.0,5606.0,,5714.0,,928.0,,5000.0,14000.0,5000.0,3591.0,8000.0,5505.0,3958.0,,,7576.0,,7097.0,5726.0,14721.0,7448.0,6470.0,3163.0,8652.0,4769.0,4173.0,7188.0,10806.0,10963.0,7911.0,16489.0,26098.0,5833.0,4809.0,,,11599.0,10037.0,5212.0,7929.0,5851.0,,7711.0,,,8553.0,,9999.0,13566.0,,,10000.0,8183.0,14288.0,8110.0,8014.0,,5906.0,18799.0,5494.0,,2667.0,,5714.0,13335.0,,5513.0,5277.0,,11000.0,5000.0,10138.0,,6842.0,11688.0,,16741.0,4117.0,7143.0,14626.0,28749.0,7979.0,16190.0,,3612.0,10481.0,9972.0,5357.0,,,12104.0,7667.0,10887.0,4407.0,5500.0,6047.0,,5302.0,9694.0,8421.0,33333.0,12924.0,,,20233.0,,,,7886.0,3885.0,,,,1529.0,8102.0,10000.0,6237.0,23738.0,,5861.0,6262.0,,,6524.0,4159.0,,,7541.0,4117.0,
1976,17609.0,,7219.0,7219.0,2530.0,4780.0,,6009.0,5585.0,,5806.0,,919.0,,5263.0,8333.0,4975.0,2844.0,8011.0,4534.0,4124.0,,,8000.0,,7569.0,5683.0,13630.0,6693.0,6111.0,3002.0,12112.0,2917.0,4711.0,4698.0,10648.0,13560.0,11602.0,15588.0,13666.0,5833.0,10779.0,,,11427.0,3542.0,4444.0,9193.0,5843.0,,7884.0,,,8080.0,,9233.0,13218.0,,,9706.0,8810.0,13095.0,8100.0,8054.0,,6154.0,9358.0,5869.0,,2000.0,,5714.0,13424.0,,5644.0,6745.0,,11000.0,4966.0,10366.0,,6410.0,8974.0,,17168.0,5880.0,6471.0,15383.0,24740.0,7749.0,16316.0,,3885.0,17317.0,9685.0,5806.0,,,15361.0,8000.0,8623.0,4123.0,5682.0,6136.0,,5315.0,8598.0,8654.0,33333.0,13193.0,,,20233.0,,,,8017.0,4635.0,,,,1354.0,8000.0,10000.0,5838.0,12471.0,,5622.0,7019.0,,,5189.0,4617.0,,,6278.0,3917.0,
1977,20962.0,,7937.0,7937.0,2120.0,4903.0,,5476.0,5053.0,,5429.0,,1211.0,,6000.0,14000.0,5426.0,1938.0,8010.0,5032.0,4000.0,,,8308.0,,6416.0,5730.0,7171.0,6468.0,4470.0,3297.0,8492.0,14250.0,4407.0,3280.0,9010.0,12882.0,9064.0,15534.0,20099.0,5417.0,6465.0,,,10567.0,9388.0,4500.0,9451.0,5743.0,,7830.0,,,8541.0,,11724.0,10636.0,,,9412.0,8507.0,11068.0,8314.0,8046.0,,6159.0,18772.0,7196.0,,2400.0,,5714.0,14612.0,,5768.0,6740.0,,11400.0,5595.0,10233.0,,6500.0,17142.0,,17703.0,5811.0,6571.0,15479.0,30861.0,7478.0,17515.0,,4736.0,18333.0,9449.0,6061.0,,,19048.0,6593.0,11550.0,3850.0,5682.0,6136.0,,5304.0,7984.0,11251.0,33333.0,15727.0,,,19906.0,,,,6683.0,4510.0,,,,1581.0,8000.0,10375.0,5873.0,25165.0,,4722.0,9892.0,,,7436.0,4614.0,,,8697.0,4901.0,
1978,17500.0,,10389.0,10389.0,2716.0,4753.0,,6917.0,5044.0,,5676.0,,1450.0,,5893.0,15000.0,4633.0,2412.0,8019.0,4752.0,4000.0,,,8523.0,,8294.0,5000.0,12509.0,6745.0,6496.0,3037.0,9455.0,9744.0,4796.0,2717.0,9101.0,19217.0,9779.0,15678.0,30799.0,3636.0,6948.0,,,11149.0,9140.0,4500.0,8755.0,5492.0,,8197.0,,,7873.0,,10076.0,10925.0,,,11033.0,9022.0,12939.0,8530.0,7920.0,,6207.0,17093.0,8492.0,,2593.0,,5714.0,14592.0,,5802.0,5622.0,,11000.0,5516.0,10233.0,,5941.0,17615.0,,17486.0,4831.0,6392.0,15501.0,33333.0,7500.0,17184.0,,4636.0,18058.0,11135.0,6071.0,,,19608.0,7000.0,10029.0,5162.0,5778.0,5000.0,,5299.0,6641.0,15484.0,37143.0,16854.0,,,19738.0,,,,8343.0,4797.0,,,,1669.0,8880.0,10167.0,6619.0,22531.0,,6004.0,10288.0,,,6515.0,4865.0,,,13518.0,5270.0,
1979,14400.0,,3572.0,3572.0,2983.0,4949.0,,7070.0,4484.0,,5789.0,,1933.0,,6000.0,13333.0,4940.0,1966.0,8043.0,5190.0,4000.0,,,8563.0,,8453.0,4545.0,24259.0,6646.0,7022.0,2436.0,12285.0,8226.0,5226.0,9930.0,9651.0,15937.0,10160.0,15007.0,30304.0,3985.0,13280.0,,,12366.0,11488.0,5785.0,9880.0,6002.0,,7945.0,,,10707.0,,10599.0,10965.0,,,9912.0,9412.0,12852.0,8564.0,7586.0,,6250.0,16887.0,9325.0,,2963.0,,5714.0,16599.0,,6060.0,6052.0,,10800.0,5058.0,10137.0,,6341.0,17368.0,,20000.0,4528.0,6404.0,16312.0,31161.0,8018.0,17153.0,,4644.0,24105.0,10024.0,6000.0,,,12000.0,7100.0,10573.0,4754.0,5778.0,5750.0,,5310.0,3515.0,15422.0,32000.0,15407.0,,,20275.0,,,,5413.0,4307.0,,,,1673.0,9812.0,10000.0,7098.0,30108.0,,6092.0,6212.0,,,7541.0,4675.0,,,10940.0,5101.0,
1980,11633.0,,6494.0,6494.0,2760.0,4859.0,,6609.0,5598.0,,5476.0,,1756.0,,5601.0,13333.0,5027.0,1685.0,8000.0,4239.0,4000.0,,,8485.0,,7436.0,4001.0,22578.0,7253.0,6144.0,2959.0,21012.0,5181.0,5456.0,2830.0,8548.0,13697.0,7122.0,14602.0,22706.0,3925.0,13756.0,,,12401.0,12128.0,5643.0,8889.0,5997.0,,7247.0,,,9618.0,,10198.0,9591.0,,,10000.0,8459.0,13019.0,7849.0,7046.0,,6364.0,17210.0,9259.0,,2400.0,,5714.0,16116.0,,6512.0,5343.0,,11111.0,5000.0,10000.0,,6010.0,16111.0,,20000.0,5229.0,6412.0,15724.0,24292.0,5938.0,17572.0,,4575.0,19324.0,10105.0,6250.0,,,12903.0,7059.0,7610.0,5248.0,5778.0,5750.0,,5299.0,3584.0,15294.0,32000.0,11274.0,,,20289.0,,,,5230.0,10861.0,,,,1687.0,10183.0,10000.0,8073.0,16082.0,,6028.0,11125.0,,,8175.0,5053.0,,,7803.0,6995.0,
1981,10417.0,,10097.0,10097.0,4507.0,4875.0,,6195.0,5684.0,,5814.0,,3172.0,,6000.0,13333.0,4865.0,2256.0,8696.0,4657.0,4000.0,,,8408.0,,9600.0,4500.0,14539.0,6300.0,6078.0,3257.0,21667.0,4769.0,5549.0,4994.0,8366.0,20855.0,10596.0,15238.0,25695.0,3636.0,9341.0,,,12452.0,11829.0,5589.0,9507.0,5999.0,,8567.0,,,9525.0,,8988.0,9075.0,,,10000.0,7747.0,13343.0,8655.0,7362.0,,6452.0,14432.0,9902.0,,2398.0,,5714.0,16172.0,,7442.0,7006.0,,10625.0,5000.0,10138.0,,6190.0,17500.0,,20000.0,5189.0,6323.0,16239.0,25941.0,8027.0,17303.0,,4094.0,10222.0,10108.0,5385.0,,,15873.0,6667.0,11741.0,5514.0,5778.0,5624.0,,5333.0,3908.0,15783.0,33233.0,11165.0,,,20475.0,,,,6645.0,5000.0,,,,1438.0,10302.0,10000.0,8706.0,27988.0,,6688.0,13562.0,,,9301.0,5564.0,,,10354.0,5512.0,
1982,13830.0,,2271.0,2271.0,2302.0,4969.0,,6334.0,5673.0,,6222.0,,4649.0,,6000.0,12522.0,5556.0,2718.0,9524.0,4898.0,4000.0,,,7879.0,,6869.0,4516.0,15303.0,6497.0,6129.0,3300.0,16714.0,3614.0,5599.0,1951.0,8743.0,20420.0,11058.0,15566.0,34648.0,3333.0,4690.0,,,12731.0,13158.0,5494.0,10451.0,5996.0,,8502.0,,,10559.0,,9874.0,10603.0,,,11333.0,8187.0,13905.0,8513.0,8120.0,,6603.0,16170.0,10239.0,,3044.0,,5714.0,16124.0,,7401.0,7059.0,,11667.0,5000.0,10000.0,,6190.0,18824.0,,20930.0,4099.0,6622.0,16242.0,31075.0,6511.0,18830.0,,4039.0,6606.0,11422.0,4865.0,,,11905.0,5977.0,13369.0,5997.0,5870.0,7959.0,,5280.0,3624.0,15644.0,26923.0,16355.0,,,19741.0,,,,6920.0,5441.0,,,,1670.0,11865.0,10000.0,8606.0,31125.0,,6236.0,11831.0,,,8541.0,4775.0,,,11172.0,7217.0,
1983,25577.0,,6558.0,6558.0,3211.0,5003.0,,6429.0,5587.0,,5814.0,,3133.0,,6000.0,13793.0,4815.0,1946.0,9500.0,3889.0,4000.0,,,8182.0,,7496.0,4333.0,14036.0,7271.0,6938.0,3842.0,20790.0,3462.0,5505.0,3688.0,14952.0,25171.0,10830.0,14583.0,32712.0,3077.0,8445.0,,,13543.0,8591.0,5553.0,10116.0,5998.0,,8418.0,,,9916.0,,9875.0,8712.0,,,11333.0,8172.0,14953.0,7461.0,8408.0,,6021.0,11488.0,8750.0,,3291.0,,5857.0,15273.0,,7405.0,6809.0,,11500.0,6051.0,9492.0,,5833.0,17500.0,,23500.0,3608.0,6507.0,16233.0,24652.0,7889.0,20000.0,,3873.0,7397.0,11422.0,5000.0,,,16665.0,5977.0,9766.0,6022.0,6087.0,7258.0,,5231.0,2739.0,16321.0,24800.0,9492.0,,,20635.0,,,,6384.0,5257.0,,,,1899.0,8680.0,10000.0,8320.0,30440.0,,6564.0,6709.0,,,6078.0,4797.0,,,11274.0,8295.0,
