,USSR,Eritrea,Australia & New Zealand,Australia,Panama,Pakistan,Slovakia,Thailand,Belize,Ethiopia,Kenya,Yemen,Romania,Serbia,Lao People's Democratic Republic,Lebanon,Somalia,Togo,Albania,Brazil,Chad,Mozambique,Niger,Democratic People's Republic of Korea,Slovenia,El Salvador,Congo,Canada,Colombia,Spain,India,Malta,Lesotho,Ecuador,Swaziland,Indonesia,Poland,Argentina,Turkey,Belgium-Luxembourg,Angola,Ethiopia PDR,Estonia,The former Yugoslav Republic of Macedonia,Greece,Czechoslovakia,Haiti,Republic of Korea,Democratic Republic of the Congo,Tunisia,Paraguay,Montenegro,Republic of Moldova,Dominican Republic,Kyrgyzstan,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,Ghana,"China, mainland",Madagascar,Cyprus,Peru,Rwanda,Lithuania,Cameroon,Hungary,Guatemala,South Sudan,Cuba,Austria,Puerto Rico,United States of America,Bhutan,Philippines,Iraq,Czechia,Timor-Leste,United Republic of Tanzania,Burundi,Belgium,Nepal,France,Luxembourg,Libya,Costa Rica,Bangladesh,Italy,Germany,Uganda,Syrian Arab Republic,Latvia,Benin,Sweden,China,Cambodia,Serbia and Montenegro,Armenia,Sudan (former),Morocco,Chile,Honduras,Uruguay,Zimbabwe,Ireland,Malawi,Algeria,"China, Taiwan Province of",Réunion,Japan,Sudan,Belarus,Egypt,Namibia,Georgia,Azerbaijan,Nicaragua,Viet Nam,Bosnia and Herzegovina,Barbados,Russian Federation,Portugal,Bolivia (Plurinational State of),Grenada,Jamaica,Netherlands,Djibouti,Mexico,South Africa,Mauritania,Tajikistan,Sri Lanka,Venezuela (Bolivarian Republic of),Côte d'Ivoire,Croatia,Bulgaria,Myanmar,Ukraine
2005,,744.0,13125.0,13125.0,3468.0,5364.0,9334.0,7330.0,7997.0,8770.0,3696.0,24730.0,7239.0,,12693.0,11765.0,2740.0,3942.0,14658.0,8061.0,5653.0,2071.0,5053.0,8714.0,21264.0,7610.0,7817.0,18917.0,11543.0,13958.0,3269.0,23247.0,2805.0,3740.0,3634.0,10081.0,18077.0,11864.0,14873.0,,3109.0,,2215.0,12112.0,22292.0,,6504.0,10955.0,5410.0,10000.0,8933.0,,13310.0,6979.0,18941.0,,19417.0,12500.0,7989.0,14754.0,10509.0,13438.0,10631.0,6378.0,14872.0,11375.0,19215.0,6228.0,,11200.0,,7500.0,19512.0,27735.0,7406.0,16984.0,10000.0,8855.0,7000.0,7811.0,33067.0,8642.0,27983.0,30726.0,31250.0,6179.0,7435.0,21597.0,,5773.0,19231.0,16000.0,8193.0,10699.0,14744.0,8285.0,25354.0,24200.0,22716.0,7059.0,18961.0,7335.0,6481.0,4527.0,51481.0,3667.0,5522.0,12413.0,7814.0,21131.0,,25676.0,29177.0,15094.0,24573.0,24036.0,7841.0,7707.0,14171.0,57167.0,17950.0,3584.0,12543.0,10469.0,10490.0,36397.0,2703.0,6556.0,14162.0,8471.0,19515.0,9336.0,8220.0,9000.0,34053.0,11742.0,9959.0,15056.0
2006,,743.0,12857.0,12857.0,4810.0,6150.0,7950.0,7749.0,7617.0,8457.0,5343.0,24561.0,6083.0,19551.0,13077.0,11561.0,2769.0,2785.0,16118.0,8571.0,5037.0,2742.0,5170.0,8784.0,9420.0,10385.0,7609.0,21123.0,11322.0,15189.0,3825.0,25000.0,269.0,3283.0,3527.0,10227.0,12962.0,13730.0,15185.0,,2653.0,,5513.0,12805.0,21341.0,,6514.0,11603.0,5410.0,5000.0,8235.0,23000.0,13397.0,8299.0,16342.0,,21404.0,19887.0,9027.0,16316.0,10507.0,12875.0,11253.0,7952.0,6341.0,11655.0,25875.0,5731.0,,9200.0,,7500.0,17677.0,25417.0,7263.0,18571.0,,8907.0,7908.0,9085.0,41039.0,7750.0,26453.0,34000.0,31250.0,7919.0,7734.0,15971.0,,4994.0,20689.0,10000.0,8387.0,15291.0,16324.0,7935.0,,21000.0,22716.0,6946.0,19595.0,7859.0,6262.0,4595.0,45938.0,4835.0,6116.0,17872.0,7878.0,19668.0,,17410.0,29682.0,14925.0,12063.0,22383.0,7865.0,7819.0,16023.0,57077.0,17310.0,5316.0,13193.0,10549.0,10636.0,16681.0,2727.0,8042.0,12254.0,8496.0,23887.0,9172.0,8506.0,8700.0,21770.0,13174.0,10451.0,15714.0
2007,,667.0,6449.0,6449.0,3903.0,7004.0,7294.0,7926.0,8491.0,9971.0,5079.0,25896.0,4496.0,13799.0,10082.0,11976.0,2760.0,3505.0,14247.0,8366.0,6179.0,2795.0,5244.0,8571.0,16056.0,8761.0,7500.0,18132.0,11958.0,13030.0,3930.0,20000.0,2666.0,2508.0,3414.0,10532.0,19363.0,13068.0,14118.0,,2467.0,,14167.0,13462.0,19030.0,,6481.0,11165.0,5410.0,11333.0,8235.0,23000.0,2830.0,8468.0,17252.0,,20420.0,23578.0,6483.0,15451.0,10513.0,12000.0,10889.0,9185.0,15833.0,13000.0,14469.0,6984.0,,11600.0,,8000.0,19387.0,20541.0,7451.0,25012.0,,9904.0,9679.0,9120.0,30467.0,7742.0,25503.0,22041.0,31250.0,7021.0,8579.0,20075.0,,5000.0,19319.0,20000.0,7708.0,16544.0,15460.0,8383.0,,26279.0,22715.0,,16916.0,8593.0,6273.0,5382.0,42727.0,4942.0,6578.0,17771.0,7935.0,20302.0,,23981.0,29156.0,15750.0,16154.0,21937.0,7361.0,7727.0,11226.0,63000.0,15636.0,5263.0,13333.0,10000.0,10508.0,31818.0,2800.0,6674.0,7796.0,8520.0,18778.0,9712.0,8284.0,8500.0,5623.0,13943.0,11096.0,15248.0
2008,,864.0,10111.0,10111.0,4277.0,6919.0,10559.0,7414.0,6634.0,10431.0,4128.0,26118.0,6965.0,19743.0,11820.0,20000.0,2769.0,3522.0,15245.0,9152.0,5396.0,2745.0,5682.0,8784.0,11662.0,8825.0,7708.0,21211.0,12215.0,15072.0,3763.0,25000.0,2601.0,3224.0,3197.0,10716.0,19757.0,13210.0,15803.0,,3319.0,,14026.0,14810.0,16000.0,,6500.0,11346.0,5410.0,5882.0,8052.0,23214.0,10736.0,7186.0,16899.0,,18413.0,36300.0,9724.0,17000.0,10423.0,12235.0,11164.0,9151.0,17000.0,13000.0,24947.0,4740.0,,10199.0,,9215.0,19822.0,19810.0,7419.0,30685.0,,10251.0,7615.0,8821.0,35934.0,7809.0,25731.0,28200.0,31250.0,6907.0,8547.0,20230.0,,4911.0,17015.0,21250.0,8381.0,14854.0,17008.0,8464.0,,28339.0,22214.0,,17082.0,7609.0,6250.0,5210.0,48125.0,4791.0,5231.0,18982.0,7989.0,21814.0,,28857.0,30603.0,15750.0,16338.0,24914.0,7386.0,7727.0,14084.0,56000.0,15590.0,5079.0,14076.0,10919.0,10351.0,24444.0,2808.0,7457.0,13465.0,8545.0,26702.0,9482.0,8143.0,8602.0,15198.0,11689.0,11809.0,16181.0
2009,,938.0,9262.0,9262.0,3787.0,6239.0,9619.0,7164.0,7659.0,14872.0,4844.0,26196.0,7531.0,21855.0,13585.0,14388.0,2791.0,3552.0,16429.0,8504.0,6401.0,2600.0,5081.0,8933.0,17662.0,7698.0,8200.0,19580.0,11944.0,16506.0,4050.0,24516.0,4330.0,2484.0,3182.0,10912.0,19976.0,11313.0,18594.0,,3598.0,,15375.0,13462.0,23758.0,,6459.0,11652.0,5410.0,4750.0,7000.0,23077.0,7192.0,9069.0,17550.0,,19318.0,27500.0,11070.0,16444.0,10501.0,11474.0,11767.0,9441.0,27692.0,13421.0,17384.0,8371.0,,7358.0,,8138.0,19429.0,11528.0,7164.0,37025.0,,10602.0,8911.0,9421.0,33169.0,7839.0,22596.0,35195.0,34333.0,5176.0,8770.0,18830.0,,4886.0,20597.0,21818.0,8444.0,13739.0,16470.0,8995.0,,28429.0,19200.0,,16994.0,6788.0,6283.0,4893.0,53103.0,6022.0,7172.0,22065.0,8052.0,16014.0,,28741.0,28218.0,15000.0,19245.0,24428.0,8587.0,7689.0,15695.0,55333.0,17634.0,5556.0,12918.0,11231.0,10496.0,31815.0,2778.0,8640.0,15304.0,8569.0,8893.0,10805.0,8118.0,8571.0,12635.0,10030.0,12413.0,14404.0
2010,,591.0,9688.0,9688.0,4149.0,5404.0,5311.0,7452.0,8173.0,14336.0,5666.0,25955.0,8438.0,21333.0,14197.0,13425.0,2829.0,3617.0,17518.0,9227.0,5414.0,3057.0,5080.0,8804.0,18062.0,6955.0,8100.0,19945.0,11563.0,17147.0,4445.0,26667.0,3310.0,3092.0,3143.0,11300.0,18750.0,12611.0,20605.0,,3616.0,,11324.0,13462.0,21163.0,,6469.0,10612.0,5409.0,8000.0,8592.0,24267.0,8852.0,9019.0,33705.0,,29476.0,23667.0,11584.0,14664.0,10446.0,9650.0,11421.0,10258.0,17500.0,12374.0,12674.0,8345.0,,7137.0,,6713.0,19343.0,9974.0,6788.0,43550.0,,10953.0,7177.0,8055.0,45000.0,7896.0,22626.0,26596.0,33471.0,6310.0,8161.0,18827.0,,4863.0,20238.0,19231.0,8383.0,14181.0,14692.0,11140.0,,23711.0,20794.0,,17332.0,8579.0,6302.0,3748.0,54688.0,5302.0,6960.0,20993.0,8123.0,18180.0,,21959.0,26904.0,15294.0,8657.0,21687.0,6967.0,8737.0,14012.0,57416.0,16176.0,5645.0,13091.0,11536.0,10000.0,31904.0,2759.0,7093.0,11849.0,8594.0,8836.0,11381.0,8238.0,8523.0,12861.0,14821.0,13026.0,12743.0
2011,,386.0,7552.0,7552.0,3869.0,6287.0,8679.0,7585.0,8168.0,11691.0,5572.0,26167.0,8857.0,20204.0,12999.0,13781.0,2882.0,3691.0,17569.0,9353.0,5210.0,3219.0,5200.0,8947.0,19308.0,6641.0,7992.0,21812.0,11223.0,16742.0,3936.0,24138.0,4024.0,2393.0,3284.0,11480.0,19894.0,12201.0,21207.0,,3857.0,,8602.0,13462.0,23211.0,,6476.0,10544.0,5402.0,8696.0,8592.0,25145.0,11717.0,8932.0,16584.0,,15907.0,19500.0,12990.0,13238.0,10603.0,53721.0,11132.0,9688.0,18500.0,10200.0,19731.0,8395.0,,10733.0,,6214.0,19089.0,8793.0,7131.0,50019.0,,11301.0,9163.0,7622.0,42679.0,8187.0,21408.0,13182.0,32446.0,7120.0,7353.0,18940.0,,4550.0,27983.0,21364.0,8642.0,14268.0,13283.0,11607.0,,26448.0,22150.0,,19256.0,8308.0,6313.0,4375.0,56000.0,6322.0,7824.0,20528.0,8203.0,17132.0,,27523.0,28855.0,15180.0,15345.0,23397.0,7658.0,9954.0,12767.0,57995.0,17244.0,5862.0,19707.0,11825.0,10547.0,32494.0,3333.0,6344.0,10019.0,8618.0,43182.0,10710.0,8180.0,8568.0,8596.0,10597.0,13827.0,15088.0
2012,,436.0,8098.0,8098.0,3458.0,6335.0,7055.0,7552.0,10974.0,12620.0,5897.0,25954.0,6535.0,8080.0,12930.0,13256.0,3000.0,5058.0,18493.0,10315.0,6008.0,3571.0,5278.0,8714.0,13149.0,9238.0,7949.0,22734.0,11780.0,15214.0,4077.0,25000.0,2969.0,2846.0,3333.0,11602.0,21704.0,12040.0,21465.0,,1747.0,,2840.0,13462.0,18578.0,,6464.0,9379.0,5409.0,8889.0,4230.0,26667.0,3941.0,8968.0,15878.0,,16122.0,23000.0,13223.0,14912.0,10796.0,25789.0,11261.0,9020.0,21458.0,15822.0,18276.0,9105.0,35714.0,10297.0,,5851.0,21168.0,14775.0,7298.0,57117.0,,12121.0,9477.0,6044.0,42244.0,8176.0,20587.0,26129.0,32702.0,6622.0,7589.0,19190.0,,12999.0,17395.0,28846.0,8512.0,14356.0,14917.0,11914.0,,25236.0,,,17500.0,8180.0,6364.0,4460.0,32941.0,5965.0,6510.0,15495.0,8636.0,21337.0,28571.0,26923.0,26176.0,15000.0,16552.0,24430.0,8133.0,9983.0,10491.0,57968.0,18389.0,5679.0,9554.0,13000.0,10355.0,30006.0,3125.0,6933.0,11999.0,8643.0,34674.0,10760.0,6907.0,8542.0,5990.0,10532.0,14338.0,13144.0
2013,,436.0,9211.0,9211.0,4671.0,6789.0,9559.0,7544.0,7604.0,14011.0,6594.0,25919.0,8893.0,11100.0,11446.0,12956.0,3125.0,2971.0,19718.0,10281.0,5835.0,3643.0,5070.0,8611.0,8939.0,9827.0,7964.0,24224.0,11781.0,16601.0,3989.0,25000.0,1780.0,3263.0,3333.0,11241.0,21106.0,6649.0,23025.0,,3980.0,,19030.0,13462.0,21338.0,,6451.0,10284.0,5422.0,9714.0,8000.0,26667.0,12436.0,10271.0,13306.0,,16608.0,32877.0,12370.0,16032.0,10934.0,19894.0,11371.0,9130.0,24348.0,13421.0,17500.0,9254.0,35333.0,10837.0,,5590.0,20927.0,14075.0,7438.0,65299.0,,12651.0,9671.0,6654.0,42366.0,8469.0,18627.0,16100.0,32888.0,7581.0,7923.0,22221.0,,14006.0,70765.0,24545.0,8512.0,14444.0,16075.0,11392.0,,26304.0,,,17188.0,7979.0,6346.0,4153.0,51750.0,6167.0,9544.0,20829.0,9091.0,20121.0,32353.0,23784.0,26520.0,14667.0,12805.0,24036.0,9328.0,10254.0,15152.0,58013.0,17103.0,5748.0,10269.0,12381.0,10519.0,29493.0,3125.0,7377.0,13825.0,8667.0,35063.0,10893.0,8743.0,8512.0,13491.0,10880.0,14690.0,14316.0
2014,,436.0,9143.0,9143.0,5128.0,7282.0,19167.0,7536.0,7993.0,15889.0,5853.0,25533.0,8994.0,10808.0,13652.0,12450.0,2996.0,4604.0,20548.0,10342.0,5384.0,4086.0,5142.0,8682.0,19217.0,9944.0,7979.0,22824.0,12253.0,21831.0,4110.0,25292.0,1329.0,4718.0,3303.0,11758.0,22001.0,12276.0,23770.0,,5103.0,,20385.0,13104.0,11999.0,,6438.0,11344.0,5423.0,9744.0,8300.0,26667.0,11437.0,9283.0,17191.0,,18690.0,10000.0,12138.0,17500.0,11072.0,20192.0,11660.0,8914.0,28802.0,13583.0,22836.0,9386.0,30896.0,10434.0,,5407.0,19655.0,13495.0,7479.0,60192.0,,12268.0,9825.0,6615.0,43375.0,8315.0,19270.0,30000.0,33074.0,7771.0,60430.0,22530.0,,13006.0,18704.0,28434.0,8218.0,14532.0,17524.0,11581.0,,28097.0,,,12335.0,7976.0,6275.0,3936.0,60690.0,5720.0,8224.0,20002.0,8293.0,23559.0,34286.0,30133.0,27691.0,15101.0,11013.0,24278.0,7739.0,10393.0,12818.0,58057.0,17468.0,5776.0,9891.0,12324.0,10147.0,31493.0,3095.0,7579.0,14713.0,8692.0,34410.0,11022.0,7838.0,8483.0,8962.0,10841.0,15415.0,15098.0
