,Kenya,Bolivia (Plurinational State of),"China, Hong Kong SAR",Myanmar,Burkina Faso,Malaysia,Comoros,Melanesia,Tonga,Dominican Republic,Syrian Arab Republic,Nepal,Ethiopia,Indonesia,Pakistan,Samoa,Spain,Zimbabwe,Bangladesh,Malawi,Cyprus,Papua New Guinea,Eritrea,Rwanda,Bulgaria,Vanuatu,Iran (Islamic Republic of),Guatemala,Togo,Mauritius,Kuwait,Nigeria,Madagascar,Kyrgyzstan,Saint Lucia,Argentina,Timor-Leste,Bhutan,Georgia,India,Zambia,Dominica,Niger,Morocco,Ethiopia PDR,Lebanon,Mexico,Grenada,Ecuador,Uzbekistan,Sri Lanka,China,Tunisia,Côte d'Ivoire,Colombia,Albania,Jamaica,Solomon Islands,Occupied Palestinian Territory,Hungary,Polynesia,Sierra Leone,Saint Vincent and the Grenadines,Thailand,Peru,"China, mainland",Wallis and Futuna Islands,Turkey
1999,7059.0,6462.0,72981.0,15152.0,18645.0,-1.0,12128.0,14121.0,31250.0,6250.0,4991.0,68000.0,3889.0,10000.0,40319.0,10000.0,9764.0,7778.0,19942.0,6667.0,-1.0,8438.0,6108.0,12092.0,10383.0,157047.0,3438.0,5000.0,9969.0,166188.0,75000.0,13477.0,13333.0,15773.0,6124.0,8985.0,12500.0,65409.0,10684.0,16319.0,7321.0,5500.0,16013.0,7692.0,-1.0,7619.0,69972.0,5287.0,14100.0,6402.0,37805.0,30836.0,10186.0,6710.0,93103.0,7273.0,56329.0,29091.0,145565.0,17540.0,19189.0,37143.0,31188.0,15294.0,28623.0,30526.0,10000.0,9703.0
2000,6875.0,6364.0,73240.0,13846.0,18644.0,-1.0,12067.0,14203.0,31250.0,6384.0,4997.0,70518.0,4783.0,10000.0,42804.0,10000.0,9920.0,8069.0,20297.0,6471.0,-1.0,8125.0,6393.0,12686.0,10549.0,157057.0,3485.0,5000.0,9963.0,166290.0,73529.0,13530.0,14286.0,16703.0,6124.0,9066.0,15993.0,66294.0,10000.0,17341.0,7111.0,5000.0,15980.0,7692.0,-1.0,7765.0,69263.0,5316.0,13636.0,6620.0,40455.0,30293.0,10117.0,6668.0,93239.0,7500.0,56292.0,30000.0,121615.0,17551.0,19189.0,36096.0,25000.0,15000.0,27461.0,30000.0,10000.0,13101.0
2001,7483.0,6471.0,73499.0,13333.0,18642.0,-1.0,12050.0,14358.0,31250.0,6403.0,5002.0,69775.0,6667.0,10000.0,43619.0,10000.0,10038.0,8118.0,20793.0,6677.0,-1.0,8485.0,6677.0,13288.0,10000.0,157143.0,3151.0,5074.0,9957.0,166385.0,73529.0,13584.0,14244.0,17660.0,6087.0,9147.0,12500.0,66566.0,11226.0,14795.0,7143.0,5127.0,15927.0,7692.0,-1.0,7791.0,68534.0,5340.0,9722.0,6843.0,40096.0,29806.0,10045.0,6626.0,93243.0,6667.0,60331.0,30000.0,80144.0,17562.0,19189.0,36145.0,27273.0,15093.0,33634.0,29524.0,10000.0,8090.0
2002,7818.0,6522.0,73758.0,14063.0,18641.0,-1.0,12041.0,14439.0,30973.0,6667.0,5000.0,72499.0,6662.0,10000.0,46715.0,10000.0,10152.0,8169.0,19444.0,6745.0,-1.0,8529.0,6959.0,13897.0,11403.0,156956.0,4027.0,5060.0,9953.0,166667.0,75758.0,13638.0,13333.0,18648.0,5909.0,9355.0,12000.0,67377.0,11634.0,18586.0,7275.0,5150.0,15888.0,7692.0,-1.0,7765.0,69644.0,5361.0,9854.0,6667.0,39798.0,28911.0,9979.0,6584.0,93333.0,6878.0,58565.0,30000.0,73735.0,17573.0,19070.0,36100.0,25000.0,15000.0,17170.0,28636.0,10000.0,11982.0
2003,8180.0,6429.0,74018.0,15161.0,18646.0,-1.0,12022.0,14563.0,30949.0,6381.0,5000.0,70455.0,6875.0,10000.0,47453.0,10000.0,10443.0,8222.0,19444.0,6826.0,-1.0,8529.0,7237.0,14513.0,12114.0,157143.0,4674.0,5000.0,9958.0,166667.0,85294.0,13520.0,14386.0,19666.0,6087.0,9312.0,13359.0,65768.0,12126.0,15068.0,7111.0,5333.0,15870.0,7692.0,-1.0,7971.0,69405.0,5382.0,9868.0,7366.0,37677.0,28606.0,9895.0,6553.0,93257.0,6891.0,74236.0,30769.0,59535.0,23595.0,19059.0,35714.0,28571.0,15119.0,29167.0,28341.0,10000.0,15033.0
2004,8563.0,6479.0,74281.0,15484.0,18660.0,-1.0,12014.0,15048.0,30926.0,6503.0,5000.0,70478.0,7269.0,10000.0,23129.0,10000.0,10551.0,7900.0,28829.0,6918.0,-1.0,8824.0,7449.0,15136.0,13674.0,157084.0,5069.0,5000.0,9974.0,166667.0,85714.0,13594.0,14581.0,20715.0,5909.0,9507.0,12927.0,67527.0,12000.0,19033.0,7280.0,5230.0,15860.0,7692.0,-1.0,7981.0,69111.0,5406.0,9660.0,7674.0,54225.0,27748.0,9600.0,6684.0,92809.0,6925.0,56321.0,32308.0,97412.0,15890.0,19151.0,36512.0,28372.0,15134.0,27692.0,27500.0,10000.0,12823.0
2005,8957.0,6528.0,74543.0,17000.0,18689.0,-1.0,12006.0,14985.0,30911.0,6341.0,4889.0,69565.0,7093.0,10000.0,16865.0,10000.0,10676.0,8402.0,30799.0,7162.0,-1.0,8986.0,7694.0,15767.0,14757.0,156974.0,5366.0,5142.0,9991.0,166728.0,81818.0,13846.0,14687.0,21798.0,6162.0,9536.0,12522.0,68793.0,13653.0,20982.0,6977.0,5254.0,15833.0,7692.0,-1.0,7500.0,69163.0,5428.0,9692.0,7982.0,54366.0,28158.0,9837.0,6748.0,92026.0,6989.0,64298.0,31538.0,88458.0,14436.0,19165.0,37778.0,27955.0,15149.0,26429.0,27921.0,10000.0,17228.0
2006,10066.0,6712.0,74804.0,18000.0,18667.0,-1.0,12000.0,14573.0,31765.0,6336.0,5000.0,69767.0,6318.0,10000.0,18889.0,10000.0,11200.0,8552.0,34907.0,7291.0,-1.0,8571.0,7939.0,16405.0,15872.0,157143.0,5323.0,5000.0,10011.0,166667.0,78788.0,13786.0,15757.0,22915.0,6240.0,9677.0,12148.0,69922.0,14737.0,20429.0,7111.0,5272.0,15692.0,7692.0,-1.0,7857.0,69183.0,5447.0,9710.0,8287.0,55075.0,28274.0,9615.0,7009.0,92105.0,6667.0,72298.0,31538.0,45210.0,22790.0,19737.0,37521.0,26957.0,15165.0,26000.0,28000.0,10000.0,19565.0
2007,10584.0,6757.0,75065.0,20323.0,18710.0,-1.0,11979.0,14673.0,32222.0,6545.0,5000.0,70389.0,7870.0,10000.0,18025.0,10000.0,11538.0,8693.0,37798.0,7425.0,-1.0,8919.0,8181.0,17050.0,17052.0,150000.0,5393.0,5000.0,10000.0,166667.0,83333.0,13939.0,16175.0,24068.0,6319.0,9333.0,11793.0,71017.0,15778.0,19732.0,7544.0,5500.0,15708.0,7692.0,-1.0,8644.0,66667.0,5465.0,9714.0,8583.0,64706.0,28559.0,9820.0,6662.0,95000.0,7500.0,72982.0,30769.0,29196.0,9424.0,20256.0,37500.0,28000.0,15000.0,27500.0,28302.0,10000.0,25289.0
2008,11110.0,6800.0,75325.0,23438.0,18696.0,85000.0,11982.0,14697.0,30718.0,6302.0,5000.0,70698.0,7662.0,10000.0,20012.0,10000.0,10979.0,8837.0,41654.0,7558.0,-1.0,8947.0,8420.0,17702.0,18462.0,153915.0,5605.0,5321.0,10071.0,166667.0,85714.0,13904.0,16988.0,25258.0,6087.0,9763.0,11457.0,72109.0,19000.0,18391.0,7827.0,5290.0,15658.0,7750.0,-1.0,8837.0,68382.0,5482.0,9718.0,8867.0,71400.0,28379.0,9630.0,6591.0,91222.0,6667.0,67224.0,30000.0,92817.0,17052.0,19230.0,37778.0,27500.0,15246.0,28395.0,28148.0,10000.0,22442.0
2009,11620.0,6842.0,75584.0,23529.0,18704.0,114000.0,11991.0,14882.0,30407.0,6256.0,5000.0,70918.0,12804.0,10000.0,23621.0,10000.0,10806.0,8982.0,40072.0,7685.0,-1.0,8974.0,8658.0,18361.0,19409.0,156777.0,5168.0,5529.0,10217.0,166667.0,85680.0,13056.0,17297.0,26487.0,6758.0,10048.0,11140.0,73214.0,15500.0,19033.0,8073.0,5290.0,15692.0,8085.0,-1.0,10224.0,68750.0,5498.0,9861.0,9136.0,77500.0,30549.0,9742.0,6523.0,82350.0,7500.0,74019.0,31429.0,88333.0,17148.0,19120.0,37500.0,28261.0,15318.0,29268.0,30357.0,10000.0,26749.0
2010,12104.0,6032.0,76923.0,20896.0,18711.0,98844.0,11991.0,14100.0,30072.0,6204.0,5395.0,71155.0,12205.0,10000.0,27271.0,10000.0,10597.0,9127.0,36895.0,7804.0,-1.0,8444.0,8894.0,19025.0,20513.0,156247.0,5372.0,5696.0,10112.0,167162.0,89095.0,15278.0,17575.0,27757.0,7077.0,10248.0,11041.0,71429.0,16944.0,20327.0,8330.0,5263.0,15457.0,8463.0,-1.0,11514.0,67391.0,5515.0,9604.0,9386.0,77977.0,31239.0,9310.0,6460.0,72260.0,7782.0,62139.0,30769.0,85403.0,17243.0,19002.0,38343.0,78974.0,15392.0,27909.0,31034.0,10000.0,29076.0
2011,12556.0,5646.0,76563.0,20313.0,18716.0,97143.0,11991.0,14229.0,29720.0,6147.0,5641.0,71395.0,11584.0,10000.0,26992.0,10000.0,10240.0,9268.0,37167.0,8235.0,-1.0,8201.0,9129.0,19693.0,20781.0,156375.0,5906.0,5892.0,10200.0,167385.0,78682.0,14865.0,18333.0,29069.0,7419.0,10456.0,11041.0,75809.0,17666.0,21890.0,8585.0,5333.0,15380.0,8773.0,-1.0,12898.0,67742.0,5909.0,9089.0,9612.0,77251.0,32014.0,9705.0,6404.0,63688.0,7984.0,59830.0,31429.0,76671.0,17338.0,18879.0,38818.0,79048.0,15461.0,27889.0,31820.0,10000.0,29071.0
2012,13333.0,5481.0,76923.0,18750.0,18750.0,100000.0,11991.0,12650.0,26437.0,5747.0,7000.0,72414.0,8913.0,10000.0,30511.0,9900.0,10000.0,10182.0,41781.0,8246.0,-1.0,6750.0,9853.0,22000.0,21579.0,156502.0,6081.0,6452.0,10385.0,167140.0,96552.0,15584.0,18333.0,30400.0,9231.0,11538.0,9625.0,80292.0,19318.0,20203.0,9630.0,5844.0,15152.0,10500.0,-1.0,17000.0,68504.0,5833.0,9530.0,10526.0,82013.0,33642.0,9667.0,6304.0,60696.0,9000.0,57347.0,31061.0,74447.0,18818.0,17396.0,40909.0,78261.0,15789.0,28225.0,33448.0,10000.0,28763.0
2013,13333.0,5499.0,76923.0,19077.0,18769.0,100585.0,11991.0,13845.0,29229.0,6043.0,6075.0,72881.0,9566.0,10000.0,34913.0,9877.0,10000.0,10182.0,44472.0,8102.0,-1.0,7777.0,9623.0,21139.0,21508.0,156629.0,6424.0,6508.0,10209.0,167207.0,79699.0,15897.0,18182.0,31830.0,8055.0,10800.0,11067.0,78740.0,19565.0,20268.0,10000.0,5479.0,15246.0,9323.0,-1.0,15605.0,68504.0,5585.0,9473.0,10000.0,85566.0,32692.0,11290.0,6348.0,66685.0,8199.0,68206.0,31450.0,74541.0,14959.0,18668.0,39740.0,70960.0,15789.0,28273.0,32500.0,10000.0,30347.0
2014,13515.0,5517.0,76888.0,19314.0,18744.0,100517.0,11991.0,14568.0,29945.0,6149.0,5581.0,71851.0,10427.0,9983.0,37815.0,10061.0,10526.0,9572.0,43848.0,8107.0,-1.0,8280.0,9523.0,19963.0,21622.0,156757.0,6648.0,6667.0,10179.0,167273.0,82864.0,15788.0,18218.0,33333.0,7289.0,10690.0,12802.0,78839.0,18182.0,22118.0,9336.0,5379.0,15340.0,8470.0,-1.0,12860.0,68759.0,5524.0,9416.0,10000.0,89119.0,32738.0,10666.0,6317.0,76276.0,8750.0,71535.0,31871.0,74634.0,22397.0,19012.0,39133.0,57555.0,15622.0,28321.0,32551.0,10000.0,31669.0
