,Cuba,Puerto Rico,Ghana,Haiti,Trinidad and Tobago,Fiji,Dominica,Panama,Togo,United Republic of Tanzania,Burundi,Samoa,Belize,Ethiopia,Kenya,Guyana,Costa Rica,Solomon Islands,Papua New Guinea,Comoros,Benin,Cayman Islands,Niue,Brazil,Burkina Faso,Sudan (former),South Sudan,Saint Lucia,Chad,Colombia,New Caledonia,Central African Republic,Gabon,Jamaica,Japan,Antigua and Barbuda,Ethiopia PDR,Sao Tome and Principe,Grenada,Wallis and Futuna Islands,Melanesia,Nicaragua,Polynesia,Democratic Republic of the Congo,Nigeria,Mali,Mauritania,Congo,Barbados,Martinique,Dominican Republic,Portugal,Tonga,Sudan,Saint Vincent and the Grenadines,Venezuela (Bolivarian Republic of),American Samoa,Philippines,Guinea,Guadeloupe,Côte d'Ivoire,Rwanda,Cameroon,Liberia,Saint Kitts and Nevis
1971,,55643.0,52849.0,40000.0,156866.0,7500.0,100000.0,75916.0,100000.0,70000.0,53636.0,142857.0,,,,,,72500.0,163158.0,,106591.0,50000.0,100000.0,90141.0,66667.0,30769.0,,47260.0,75625.0,94179.0,59259.0,50000.0,52941.0,116041.0,173394.0,45161.0,43333.0,50000.0,25366.0,133333.0,128700.0,,131363.0,75945.0,79013.0,47000.0,70000.0,40000.0,125428.0,115000.0,79686.0,80476.0,132047.0,,92125.0,44916.0,27000.0,45087.0,92308.0,150000.0,80487.0,90000.0,43896.0,96429.0,50000.0
1972,,56327.0,50672.0,40000.0,157857.0,7500.0,100000.0,62500.0,99792.0,70000.0,53000.0,142857.0,,,,,,75000.0,164583.0,,102567.0,50000.0,100000.0,90476.0,66667.0,29487.0,,47733.0,75926.0,100571.0,64286.0,52000.0,52222.0,111960.0,182546.0,43600.0,43197.0,50000.0,25000.0,133333.0,132319.0,,132705.0,74818.0,74034.0,44000.0,61290.0,38333.0,125448.0,100000.0,81240.0,79826.0,133475.0,,101344.0,46634.0,25000.0,39834.0,100000.0,150000.0,77020.0,90000.0,56495.0,89655.0,50000.0
1973,,56698.0,52769.0,40000.0,157238.0,7500.0,100000.0,64296.0,102041.0,70000.0,54545.0,138462.0,,,,,,78500.0,164948.0,,114017.0,40000.0,110000.0,90323.0,75000.0,29539.0,,48052.0,74839.0,99714.0,64286.0,50000.0,54444.0,113175.0,178709.0,42750.0,43306.0,50000.0,25059.0,133333.0,137037.0,,132507.0,77048.0,73154.0,42500.0,53125.0,41667.0,125460.0,100000.0,80162.0,80348.0,133333.0,,113746.0,49296.0,23500.0,42812.0,85000.0,160000.0,80000.0,58613.0,50583.0,89655.0,51250.0
1974,,95596.0,63910.0,40000.0,157238.0,7407.0,100000.0,63576.0,102272.0,72000.0,53333.0,142857.0,,,,,,80000.0,163265.0,,101973.0,40000.0,59091.0,90000.0,85114.0,29816.0,,48101.0,74194.0,102500.0,64138.0,46978.0,54737.0,117065.0,179740.0,44667.0,43443.0,50000.0,25278.0,133333.0,138778.0,,134164.0,73906.0,106706.0,39130.0,56250.0,42400.0,125381.0,100000.0,79943.0,79931.0,135246.0,,100565.0,39566.0,30000.0,42499.0,85000.0,154286.0,83333.0,56014.0,46432.0,96667.0,51250.0
1975,,77513.0,60598.0,40000.0,157172.0,6250.0,101111.0,65428.0,102603.0,68182.0,55455.0,142857.0,,,,,,82000.0,164646.0,,99305.0,40000.0,75000.0,90909.0,90000.0,29487.0,,44733.0,76471.0,100274.0,63333.0,56000.0,56120.0,112271.0,184844.0,39000.0,43548.0,50000.0,25556.0,133333.0,139381.0,,133820.0,74188.0,111095.0,40000.0,54545.0,47120.0,125427.0,100000.0,81760.0,80062.0,134694.0,,101412.0,59002.0,28667.0,42481.0,85000.0,166154.0,86500.0,56270.0,50000.0,96667.0,51250.0
1976,,88120.0,57500.0,40000.0,168421.0,5970.0,102581.0,66056.0,93185.0,65000.0,54545.0,142857.0,,,,,,83500.0,164356.0,,94897.0,43333.0,94444.0,90588.0,100000.0,29487.0,,45573.0,77143.0,102233.0,64516.0,68000.0,51292.0,107892.0,175907.0,47500.0,44444.0,50000.0,25135.0,133333.0,138616.0,,137842.0,76100.0,96554.0,39286.0,55882.0,47200.0,125423.0,78750.0,81003.0,79973.0,138776.0,,110000.0,46958.0,26667.0,37645.0,85000.0,180000.0,82602.0,55280.0,44643.0,96774.0,51250.0
1977,,79721.0,60112.0,39655.0,183333.0,5283.0,100263.0,65428.0,80794.0,61538.0,54545.0,142857.0,,,,,,76364.0,165049.0,,92670.0,42500.0,66667.0,90395.0,100000.0,28974.0,,41176.0,77778.0,118971.0,65190.0,61538.0,55917.0,108957.0,188456.0,38333.0,44531.0,50000.0,25550.0,133333.0,137497.0,,137603.0,75082.0,110503.0,40000.0,57143.0,48000.0,125447.0,55000.0,79453.0,107623.0,139149.0,,112533.0,55263.0,24667.0,32557.0,85000.0,85000.0,74528.0,54072.0,41818.0,95000.0,49412.0
1978,,79721.0,57263.0,40000.0,184100.0,140000.0,100000.0,64792.0,102616.0,61538.0,55556.0,142857.0,,,,,,73913.0,165714.0,,92867.0,40000.0,20000.0,90164.0,100000.0,29487.0,,41379.0,78378.0,123732.0,65625.0,61538.0,56262.0,112328.0,195304.0,40000.0,43548.0,60000.0,25436.0,133333.0,139931.0,,134272.0,72675.0,122718.0,39394.0,57143.0,51200.0,100750.0,55000.0,74983.0,101417.0,139556.0,,105700.0,57823.0,32000.0,32672.0,85000.0,78000.0,74868.0,53320.0,36364.0,95625.0,49412.0
1979,,80611.0,57333.0,32743.0,188889.0,140000.0,121821.0,62908.0,89255.0,65000.0,50000.0,142857.0,,,,,,72083.0,166355.0,,103753.0,40000.0,20000.0,90206.0,100000.0,28974.0,,41477.0,78947.0,114032.0,64242.0,60000.0,58208.0,126159.0,198168.0,38929.0,43492.0,60000.0,25300.0,133333.0,139594.0,,128692.0,80080.0,109272.0,40000.0,56757.0,48000.0,100836.0,97778.0,64235.0,101269.0,136818.0,,104233.0,55547.0,4545.0,30961.0,84812.0,73333.0,75474.0,63504.0,36364.0,95625.0,49412.0
1980,,65403.0,57522.0,32353.0,184100.0,140000.0,141429.0,69489.0,86565.0,61538.0,55556.0,142857.0,,,,,,72917.0,166972.0,,97210.0,46667.0,20000.0,90355.0,100000.0,28974.0,,40000.0,82500.0,115034.0,64072.0,60000.0,56386.0,124829.0,169444.0,34000.0,43465.0,46667.0,25500.0,133333.0,140407.0,,130828.0,90000.0,105382.0,40541.0,56757.0,46000.0,157143.0,97778.0,73117.0,116296.0,137143.0,,105323.0,57903.0,26667.0,22982.0,85059.0,73333.0,106978.0,54567.0,36364.0,91176.0,50588.0
1981,,65498.0,50948.0,32857.0,185158.0,140000.0,146667.0,66070.0,90534.0,58571.0,54545.0,137500.0,,,,,,73750.0,168182.0,,83916.0,33333.0,20000.0,89756.0,98000.0,28750.0,,38421.0,83333.0,91769.0,64286.0,64000.0,60786.0,128338.0,174252.0,36923.0,43438.0,53333.0,25368.0,133333.0,141553.0,,129185.0,90000.0,56285.0,40541.0,57895.0,44000.0,180995.0,98630.0,65115.0,105963.0,137500.0,,100465.0,52793.0,20000.0,22714.0,84919.0,78333.0,114886.0,44147.0,38182.0,91176.0,50588.0
1982,,64945.0,52973.0,32857.0,181833.0,140000.0,144595.0,71127.0,68340.0,56667.0,54545.0,122222.0,,,,,,72000.0,171171.0,,84117.0,36667.0,20000.0,89756.0,98000.0,28750.0,,38947.0,86364.0,72264.0,64118.0,61538.0,58000.0,123734.0,180155.0,45000.0,43411.0,60000.0,25300.0,133333.0,143022.0,,127690.0,90000.0,56328.0,40541.0,57895.0,40076.0,180000.0,97826.0,58391.0,118519.0,137895.0,,100051.0,55163.0,23125.0,22803.0,84438.0,79000.0,116395.0,42596.0,38182.0,94118.0,50588.0
1983,,60481.0,60559.0,33333.0,153846.0,150000.0,143629.0,68832.0,68654.0,55000.0,54545.0,110000.0,,,,,,65357.0,173214.0,,73909.0,46667.0,20000.0,90909.0,98000.0,28750.0,,38542.0,84783.0,69281.0,64706.0,60714.0,58667.0,122752.0,171169.0,54600.0,43385.0,60000.0,25333.0,133333.0,142420.0,,126956.0,90000.0,56284.0,40000.0,57500.0,42596.0,180000.0,97872.0,56244.0,129667.0,138333.0,,104651.0,57170.0,22500.0,29857.0,84648.0,84717.0,106542.0,63158.0,38040.0,94444.0,50588.0
1984,,60268.0,52825.0,33333.0,148000.0,80000.0,133481.0,60494.0,105859.0,55000.0,54545.0,91667.0,,,,,,63793.0,173451.0,,101737.0,46667.0,20000.0,91667.0,107202.0,28947.0,,39175.0,90909.0,72433.0,64706.0,64286.0,60000.0,126526.0,197291.0,42857.0,40678.0,60000.0,25278.0,119048.0,139576.0,,125837.0,88118.0,56373.0,46071.0,58537.0,45628.0,90000.0,98028.0,51157.0,105000.0,138824.0,,100000.0,58780.0,24286.0,24238.0,85227.0,99018.0,112671.0,61022.0,52662.0,92105.0,52500.0
1985,,58352.0,55449.0,34722.0,142000.0,50000.0,127315.0,57917.0,108787.0,55000.0,58333.0,78571.0,,,,,,64828.0,175439.0,,99563.0,50000.0,20000.0,92308.0,89165.0,28750.0,,39175.0,92000.0,75495.0,64706.0,66667.0,57143.0,128200.0,199762.0,38571.0,40833.0,54267.0,22222.0,119048.0,139701.0,,124923.0,89147.0,56405.0,28587.0,59524.0,33308.0,76239.0,97808.0,61811.0,110485.0,139375.0,,100000.0,56884.0,26667.0,33387.0,93333.0,100588.0,103781.0,61429.0,32806.0,90000.0,52500.0
1986,,57238.0,58553.0,37500.0,124000.0,53597.0,142549.0,57373.0,99125.0,55000.0,58333.0,68750.0,,,,,,63667.0,174138.0,,110199.0,50000.0,18769.0,90909.0,88940.0,28293.0,,39175.0,90909.0,70324.0,64706.0,60000.0,60000.0,128587.0,180450.0,37500.0,40984.0,59300.0,24727.0,119048.0,139464.0,,123483.0,75489.0,56374.0,24444.0,61905.0,37052.0,90000.0,97778.0,48510.0,113000.0,140000.0,,100000.0,57149.0,30000.0,38922.0,93333.0,111899.0,108572.0,62788.0,40910.0,90000.0,52500.0
1987,,61343.0,57994.0,40000.0,138500.0,54430.0,129545.0,58500.0,86269.0,54545.0,54615.0,61111.0,,,,,,65000.0,173729.0,,102702.0,45000.0,18182.0,95455.0,81327.0,27500.0,,39175.0,90909.0,88599.0,64706.0,60000.0,63333.0,126798.0,194725.0,36429.0,38333.0,53200.0,24696.0,119048.0,141477.0,,122122.0,75688.0,65060.0,29442.0,60465.0,40876.0,90183.0,97685.0,58358.0,82759.0,140714.0,,100000.0,61673.0,35000.0,43654.0,93333.0,112642.0,98680.0,58576.0,40777.0,90000.0,52500.0
1988,,56810.0,53595.0,45161.0,134000.0,95990.0,146512.0,59692.0,101247.0,55882.0,56154.0,60000.0,,,,,,66667.0,175000.0,,105495.0,33333.0,17391.0,90909.0,90319.0,27907.0,,39286.0,92000.0,77826.0,64118.0,63333.0,62500.0,128268.0,169204.0,35882.0,39344.0,53733.0,24000.0,119048.0,143084.0,,121103.0,71072.0,97668.0,36459.0,62791.0,41623.0,75833.0,97561.0,67329.0,68084.0,141538.0,,100000.0,61856.0,43333.0,39564.0,100000.0,115721.0,99977.0,61538.0,29606.0,90000.0,50000.0
1989,,56105.0,57972.0,48387.0,119643.0,84780.0,135000.0,44110.0,105485.0,58824.0,57692.0,51020.0,118235.0,,81368.0,,128571.0,69333.0,175000.0,,113445.0,50000.0,18333.0,91304.0,73369.0,23333.0,,40000.0,91304.0,55473.0,63529.0,66667.0,62500.0,125217.0,185650.0,33333.0,40323.0,56667.0,24667.0,119048.0,142024.0,,117176.0,71150.0,104332.0,31108.0,62791.0,42444.0,97615.0,97600.0,62543.0,56746.0,142500.0,,100000.0,58662.0,34483.0,43396.0,100000.0,77419.0,99597.0,69231.0,34633.0,90000.0,50667.0
1990,,56700.0,73451.0,50000.0,94400.0,71311.0,133927.0,31304.0,90677.0,70093.0,57576.0,53498.0,76154.0,,88356.0,,120000.0,54348.0,173554.0,51167.0,111451.0,8000.0,7595.0,91489.0,66250.0,23750.0,,41162.0,96000.0,62287.0,79779.0,65714.0,64706.0,130749.0,210808.0,34615.0,41270.0,50633.0,23462.0,108727.0,135130.0,,112535.0,68485.0,106771.0,45091.0,63927.0,40815.0,98037.0,97619.0,51705.0,104819.0,143636.0,,131718.0,57131.0,31579.0,48093.0,100000.0,76609.0,99609.0,40000.0,39310.0,83333.0,51429.0
1991,,56881.0,115790.0,52778.0,86667.0,23731.0,149537.0,34115.0,90282.0,54338.0,55714.0,46000.0,17292.0,,80000.0,,125000.0,72383.0,176230.0,51261.0,113970.0,41667.0,7801.0,91329.0,60833.0,27826.0,,39048.0,94722.0,80884.0,55762.0,66611.0,66170.0,133724.0,192204.0,37298.0,41102.0,56391.0,22365.0,124868.0,140254.0,131720.0,98172.0,68920.0,103453.0,50455.0,65315.0,41320.0,90000.0,83133.0,71141.0,77020.0,140694.0,,101797.0,59000.0,54219.0,48527.0,100000.0,107458.0,101998.0,30769.0,50000.0,84592.0,50000.0
1992,4914.0,61546.0,104034.0,54895.0,97406.0,47253.0,148286.0,34438.0,83257.0,54574.0,55014.0,36667.0,204737.0,,74707.0,,155556.0,70070.0,178455.0,51129.0,106007.0,38965.0,7916.0,91388.0,62267.0,27457.0,,37989.0,94672.0,114594.0,55651.0,68421.0,66667.0,153341.0,188269.0,40000.0,40938.0,56402.0,22286.0,124098.0,140946.0,131781.0,90087.0,68872.0,113488.0,37108.0,70000.0,42044.0,90000.0,84659.0,72673.0,81455.0,123495.0,,102096.0,54553.0,52954.0,47896.0,97333.0,108067.0,103592.0,50000.0,55238.0,85000.0,50000.0
1993,3279.0,207761.0,131606.0,55556.0,102000.0,46163.0,149409.0,31707.0,103394.0,54810.0,54727.0,37500.0,204286.0,71429.0,67487.0,,160000.0,68966.0,176000.0,51683.0,107736.0,40000.0,8030.0,91445.0,59603.0,26667.0,,38182.0,91304.0,127935.0,55923.0,67062.0,64706.0,160573.0,157998.0,37884.0,,56334.0,21817.0,123329.0,142880.0,131841.0,82903.0,69220.0,113494.0,43023.0,56757.0,42165.0,91762.0,81081.0,72525.0,102035.0,121824.0,,103700.0,68328.0,51689.0,45000.0,108343.0,103359.0,98296.0,53333.0,60000.0,85633.0,50000.0
1994,1367.0,242473.0,110256.0,50000.0,100556.0,22728.0,148718.0,33424.0,98169.0,55046.0,54840.0,38113.0,96364.0,67493.0,74000.0,,160000.0,70486.0,174797.0,51995.0,108429.0,38162.0,8145.0,91667.0,53043.0,27826.0,,37681.0,96000.0,105860.0,59774.0,66667.0,69444.0,160831.0,208410.0,37769.0,,56250.0,20867.0,122560.0,138766.0,131901.0,88001.0,69219.0,113998.0,42104.0,62500.0,41890.0,90231.0,81081.0,41051.0,74403.0,171429.0,,100211.0,63659.0,50424.0,44444.0,120000.0,57083.0,98016.0,30769.0,70588.0,86957.0,45000.0
1995,1910.0,135808.0,120710.0,50000.0,98000.0,54004.0,149300.0,32389.0,85835.0,55282.0,55142.0,37248.0,87857.0,68534.0,69832.0,,200000.0,71818.0,174951.0,52831.0,109663.0,40000.0,8259.0,91562.0,69212.0,27083.0,,37559.0,94944.0,116198.0,62857.0,66667.0,68421.0,168033.0,197704.0,38462.0,,55556.0,21851.0,121791.0,143002.0,131962.0,85032.0,68259.0,107734.0,40000.0,63144.0,41849.0,91786.0,88889.0,59830.0,108140.0,152580.0,,100588.0,95351.0,49159.0,46154.0,118750.0,38369.0,97751.0,38694.0,71721.0,86424.0,41667.0
1996,1592.0,141561.0,127793.0,50000.0,103846.0,102827.0,147538.0,31087.0,87220.0,55519.0,55636.0,34884.0,120000.0,69538.0,59748.0,,180085.0,73333.0,175000.0,52239.0,102967.0,36667.0,8374.0,91837.0,73799.0,25577.0,,37410.0,94977.0,109892.0,60508.0,66038.0,67500.0,169038.0,194514.0,37301.0,,52632.0,23125.0,121021.0,143704.0,132022.0,82277.0,68123.0,106819.0,37143.0,63108.0,39524.0,93750.0,88889.0,60440.0,90960.0,151049.0,,97923.0,82236.0,47764.0,47143.0,111646.0,81046.0,97500.0,39593.0,75000.0,86674.0,46667.0
1997,6276.0,155055.0,128490.0,50000.0,92857.0,78140.0,149660.0,38428.0,109866.0,55408.0,56226.0,38298.0,35000.0,70584.0,57179.0,96154.0,180150.0,74194.0,175050.0,52489.0,107878.0,20000.0,8488.0,91735.0,69169.0,24815.0,,37500.0,95030.0,103399.0,60043.0,66667.0,68817.0,158136.0,209840.0,37131.0,,55556.0,22303.0,120252.0,143552.0,132083.0,80825.0,68090.0,110476.0,35000.0,62500.0,43407.0,89728.0,88679.0,51088.0,167258.0,150180.0,,87500.0,81349.0,67238.0,46820.0,111765.0,113585.0,97751.0,39771.0,78947.0,86568.0,45246.0
1998,6131.0,82634.0,128148.0,54802.0,92308.0,171988.0,150000.0,62092.0,99128.0,56611.0,56668.0,40000.0,65455.0,71666.0,48926.0,95111.0,160080.0,75000.0,175385.0,53059.0,109486.0,30000.0,8603.0,91779.0,66929.0,24545.0,,38000.0,95082.0,107832.0,59567.0,67173.0,70640.0,159705.0,200786.0,36986.0,,57895.0,22243.0,119483.0,146591.0,132143.0,78705.0,69106.0,94354.0,28376.0,62803.0,45103.0,91216.0,103175.0,62246.0,161538.0,149958.0,,89998.0,78074.0,75510.0,46154.0,118180.0,103111.0,86890.0,39917.0,79360.0,86642.0,37905.0
1999,70946.0,84976.0,133871.0,54167.0,120000.0,133366.0,149057.0,61972.0,109226.0,57576.0,58009.0,47170.0,27273.0,72470.0,92318.0,93333.0,172299.0,76763.0,175114.0,52514.0,113299.0,36000.0,8717.0,92000.0,65350.0,23571.0,,37500.0,95833.0,102843.0,59078.0,67925.0,71771.0,163770.0,217455.0,36886.0,,57143.0,22208.0,118714.0,146222.0,132203.0,71654.0,61745.0,99016.0,122356.0,62768.0,46668.0,131250.0,101351.0,46013.0,150395.0,172973.0,,86091.0,88410.0,37500.0,48207.0,113738.0,120867.0,87529.0,29412.0,93209.0,86684.0,31098.0
2000,121379.0,84125.0,128847.0,54201.0,80000.0,120302.0,148980.0,61765.0,109974.0,56250.0,60175.0,46905.0,22000.0,75186.0,55641.0,95100.0,137224.0,78788.0,175000.0,52810.0,111788.0,36000.0,8832.0,91525.0,82928.0,23894.0,,36844.0,95158.0,110616.0,58573.0,67857.0,75238.0,154994.0,226577.0,36755.0,,59091.0,22112.0,117945.0,147439.0,132264.0,73958.0,56648.0,98984.0,195076.0,62736.0,50492.0,135294.0,91491.0,80726.0,155288.0,172603.0,,94200.0,96631.0,37815.0,48132.0,114254.0,118667.0,88172.0,33333.0,93662.0,86703.0,25000.0
2001,184568.0,83881.0,123414.0,56286.0,85714.0,66155.0,150000.0,83570.0,113781.0,56667.0,58376.0,46785.0,18571.0,76209.0,78980.0,95512.0,125042.0,79412.0,173333.0,52958.0,109224.0,34980.0,8946.0,90385.0,69481.0,24035.0,,36531.0,95195.0,117102.0,58050.0,67597.0,75000.0,164671.0,207982.0,36667.0,,57935.0,21954.0,117175.0,146022.0,132324.0,63814.0,44576.0,97990.0,100822.0,62705.0,53333.0,133333.0,90102.0,62777.0,147318.0,125714.0,,90476.0,91772.0,35215.0,48357.0,114663.0,110381.0,88820.0,36842.0,94345.0,86717.0,25000.0
2002,159294.0,88296.0,129996.0,56707.0,85294.0,65167.0,150943.0,92066.0,106330.0,56429.0,58376.0,47273.0,56204.0,77345.0,54886.0,96154.0,142561.0,81429.0,175000.0,53157.0,107147.0,34855.0,9061.0,92000.0,83373.0,24035.0,,34450.0,95234.0,113682.0,57536.0,67308.0,73957.0,164815.0,206243.0,36250.0,,58333.0,22857.0,116406.0,148708.0,132384.0,67213.0,43961.0,99896.0,132132.0,62675.0,49455.0,134231.0,89134.0,67400.0,153218.0,135130.0,,89654.0,82547.0,35323.0,47711.0,120289.0,112150.0,88622.0,40000.0,76643.0,87234.0,25000.0
2003,117385.0,86481.0,118631.0,57192.0,87500.0,54286.0,147210.0,52110.0,106088.0,56467.0,55067.0,46365.0,52222.0,78388.0,84107.0,95238.0,138601.0,89706.0,170588.0,53333.0,120458.0,34792.0,9191.0,92100.0,120091.0,24035.0,,33333.0,95410.0,117141.0,57232.0,68750.0,74413.0,165945.0,199887.0,35556.0,,58366.0,21248.0,115477.0,147519.0,132459.0,60248.0,43959.0,105011.0,127970.0,62651.0,48428.0,134066.0,89878.0,69320.0,156303.0,136299.0,,90930.0,81221.0,28252.0,48919.0,121090.0,117333.0,88424.0,42857.0,76602.0,86780.0,25000.0
2004,111455.0,86614.0,125220.0,54972.0,65000.0,10900.0,143708.0,49702.0,109689.0,56429.0,55067.0,46425.0,43333.0,79693.0,83525.0,94444.0,134101.0,86111.0,168660.0,53421.0,130674.0,36000.0,9339.0,92320.0,74208.0,24035.0,,38267.0,95330.0,117050.0,56323.0,67308.0,74624.0,159018.0,229051.0,35000.0,,58221.0,20784.0,118129.0,141891.0,132547.0,66592.0,43960.0,112006.0,205712.0,62777.0,49374.0,103966.0,86750.0,64577.0,157978.0,136766.0,,91667.0,87731.0,32000.0,49132.0,115664.0,61000.0,84443.0,45455.0,76752.0,86780.0,25000.0
