,Burundi,Melanesia,"China, Taiwan Province of",Niue,Cameroon,Comoros,Philippines,Benin,Maldives,Liberia,Japan,Sao Tome and Principe,Republic of Korea,Togo,Cyprus,Papua New Guinea,Antigua and Barbuda,New Caledonia,Rwanda,Tonga,United States of America,Barbados,Democratic Republic of the Congo,Thailand,Mauritius,American Samoa,Nigeria,Madagascar,Saint Lucia,Kiribati,Guinea,Dominica,Fiji,Chad,Wallis and Futuna Islands,Gabon,Central African Republic,China,Côte d'Ivoire,Lebanon,Solomon Islands,Trinidad and Tobago,Occupied Palestinian Territory,French Guiana,Sierra Leone,Samoa,Egypt,Micronesia,Ghana,Polynesia,"China, mainland",Nicaragua,Guyana,Turkey
1971,49150.0,72622.0,76536.0,30769.0,29881.0,-1.0,36895.0,57061.0,100000.0,75676.0,138094.0,50000.0,100214.0,33333.0,208507.0,67391.0,37500.0,30000.0,40370.0,73333.0,207576.0,34000.0,64833.0,110526.0,113415.0,59829.0,41905.0,67418.0,50000.0,42857.0,60465.0,100000.0,112000.0,31000.0,141667.0,55556.0,21875.0,121061.0,10385.0,81500.0,134615.0,117647.0,-1.0,267647.0,23000.0,67500.0,253968.0,42857.0,43692.0,69421.0,122667.0,-1.0,-1.0,60000.0
1972,49167.0,71325.0,80877.0,30769.0,30712.0,-1.0,33799.0,51739.0,102105.0,74286.0,140405.0,50000.0,87642.0,35000.0,207347.0,66667.0,39167.0,30000.0,45000.0,73947.0,224118.0,34118.0,62581.0,111184.0,124211.0,64957.0,41754.0,64336.0,50000.0,43103.0,64368.0,100000.0,126667.0,30000.0,141667.0,56000.0,23077.0,117588.0,10484.0,82500.0,138095.0,118333.0,-1.0,267647.0,23000.0,67500.0,244048.0,43103.0,36628.0,70051.0,118750.0,-1.0,-1.0,60000.0
1973,50250.0,70433.0,82450.0,30000.0,29471.0,-1.0,36478.0,56688.0,101429.0,74286.0,115843.0,50000.0,84969.0,35000.0,217721.0,66667.0,40769.0,30000.0,42035.0,73766.0,207447.0,34118.0,63281.0,109868.0,139474.0,68376.0,41736.0,62108.0,50000.0,43333.0,65000.0,100000.0,123457.0,30000.0,141667.0,58000.0,20000.0,120098.0,10499.0,145172.0,140845.0,117273.0,-1.0,246250.0,23000.0,67500.0,226190.0,43333.0,50766.0,70017.0,121250.0,-1.0,-1.0,58500.0
1974,44667.0,69747.0,97064.0,12361.0,29400.0,-1.0,32024.0,65833.0,100299.0,76316.0,137038.0,50000.0,91577.0,38333.0,151642.0,66667.0,41000.0,30000.0,41563.0,72700.0,216277.0,34118.0,63134.0,109211.0,118000.0,62393.0,41739.0,63435.0,50000.0,45161.0,65000.0,100000.0,119810.0,30500.0,141667.0,56140.0,18734.0,116324.0,8530.0,150000.0,145540.0,111268.0,-1.0,246250.0,23000.0,67500.0,242063.0,45161.0,53169.0,65544.0,116867.0,-1.0,-1.0,59091.0
1975,50750.0,70683.0,91588.0,16474.0,29630.0,-1.0,35697.0,68182.0,100400.0,76923.0,118654.0,50000.0,92326.0,36667.0,170597.0,67273.0,40000.0,28875.0,34463.0,71250.0,186915.0,34118.0,62609.0,110000.0,176364.0,61538.0,42000.0,60482.0,50000.0,46875.0,65000.0,98333.0,119540.0,29545.0,141667.0,56772.0,20000.0,114496.0,8565.0,150000.0,150235.0,108904.0,-1.0,93750.0,23000.0,67500.0,250000.0,46875.0,53659.0,66413.0,115294.0,-1.0,-1.0,57895.0
1976,49190.0,69805.0,91484.0,18122.0,31818.0,-1.0,31084.0,70000.0,100397.0,76923.0,136817.0,50000.0,98293.0,30000.0,168771.0,67138.0,41429.0,29375.0,34201.0,71376.0,181323.0,34118.0,63889.0,109333.0,133571.0,59829.0,42560.0,68745.0,50000.0,48485.0,65000.0,100407.0,100000.0,30000.0,141667.0,58383.0,21429.0,110684.0,7027.0,150000.0,154930.0,108108.0,-1.0,68750.0,22222.0,67368.0,261816.0,48485.0,46287.0,66458.0,111111.0,-1.0,-1.0,57895.0
1977,50000.0,70147.0,108836.0,18122.0,34483.0,-1.0,33548.0,66667.0,100110.0,75000.0,140588.0,50000.0,87273.0,28333.0,157764.0,67241.0,40000.0,32000.0,34063.0,67568.0,186465.0,34118.0,62740.0,110135.0,190000.0,58120.0,40706.0,64025.0,50000.0,48485.0,65000.0,99846.0,110000.0,30000.0,141667.0,55267.0,23077.0,130966.0,6530.0,150000.0,158879.0,109859.0,-1.0,72500.0,22222.0,67368.0,304628.0,48485.0,49116.0,64844.0,131868.0,-1.0,-1.0,58824.0
1978,50000.0,70563.0,100922.0,19769.0,33333.0,-1.0,36594.0,62500.0,101081.0,75000.0,110227.0,48889.0,89286.0,28333.0,264200.0,67241.0,45000.0,35000.0,35760.0,63902.0,193172.0,34118.0,50000.0,112500.0,112632.0,51282.0,36400.0,67581.0,49394.0,48485.0,65000.0,99643.0,110000.0,30435.0,145833.0,56821.0,23077.0,128646.0,5245.0,133333.0,164651.0,109722.0,-1.0,73913.0,22222.0,68041.0,309176.0,48485.0,46839.0,63487.0,130435.0,-1.0,-1.0,69231.0
1979,51053.0,70059.0,102210.0,20000.0,33333.0,-1.0,39889.0,57143.0,100000.0,75000.0,142748.0,48889.0,86957.0,30000.0,272985.0,66441.0,46111.0,37313.0,52544.0,69167.0,186012.0,33714.0,60000.0,115000.0,80667.0,43860.0,33000.0,67806.0,50263.0,48485.0,65000.0,114327.0,110000.0,30000.0,145833.0,56337.0,22857.0,127749.0,4627.0,140000.0,171296.0,109589.0,-1.0,112500.0,22222.0,68687.0,316293.0,48485.0,47405.0,65649.0,129032.0,-1.0,-1.0,66667.0
1980,50000.0,71460.0,103002.0,19000.0,33333.0,-1.0,32600.0,50000.0,100086.0,75000.0,144637.0,50000.0,90909.0,33333.0,269300.0,67119.0,41429.0,39231.0,60347.0,69412.0,226444.0,33714.0,60000.0,129196.0,107500.0,44481.0,32000.0,65240.0,50000.0,48485.0,65032.0,115000.0,120000.0,30000.0,145833.0,58824.0,22857.0,125282.0,10415.0,120000.0,176959.0,109459.0,-1.0,112500.0,22500.0,69307.0,315557.0,48485.0,46934.0,65654.0,126316.0,-1.0,-1.0,60000.0
1981,50000.0,71800.0,104318.0,21167.0,33333.0,-1.0,32862.0,40000.0,100000.0,75000.0,134425.0,50000.0,-1.0,25000.0,223500.0,67003.0,43750.0,41270.0,42145.0,69688.0,204286.0,34286.0,60000.0,108603.0,98125.0,42834.0,31765.0,63047.0,50000.0,50000.0,64979.0,117000.0,120000.0,30000.0,145833.0,58824.0,22857.0,126012.0,9711.0,143750.0,183486.0,109333.0,-1.0,112889.0,22857.0,69412.0,327444.0,50000.0,47090.0,65773.0,127083.0,-1.0,-1.0,58333.0
1982,49000.0,71965.0,101193.0,24138.0,33333.0,-1.0,33372.0,25000.0,100000.0,77500.0,137966.0,50000.0,-1.0,26000.0,237383.0,67000.0,36667.0,42484.0,41901.0,70000.0,215385.0,34286.0,60000.0,96110.0,112000.0,41186.0,32941.0,64546.0,51556.0,51429.0,65690.0,117836.0,120000.0,30000.0,145833.0,57895.0,23571.0,126085.0,8648.0,160000.0,188182.0,109211.0,-1.0,112889.0,21538.0,70962.0,335123.0,51429.0,43132.0,66845.0,127551.0,-1.0,-1.0,66667.0
1983,50000.0,73660.0,93867.0,29091.0,35556.0,-1.0,33333.0,28306.0,100000.0,76190.0,136055.0,50000.0,-1.0,26000.0,250000.0,67333.0,50500.0,43333.0,51129.0,70357.0,170191.0,34286.0,60000.0,102185.0,97619.0,39539.0,32000.0,64498.0,51000.0,52778.0,65010.0,118309.0,120000.0,30000.0,133333.0,57895.0,23571.0,128086.0,7474.0,185714.0,193694.0,105634.0,-1.0,114783.0,21818.0,69811.0,324405.0,52778.0,63717.0,66439.0,130000.0,-1.0,-1.0,66667.0
1984,49048.0,72453.0,115032.0,33019.0,38889.0,-1.0,33333.0,30381.0,100175.0,76744.0,121789.0,50000.0,-1.0,22000.0,276636.0,66997.0,30000.0,43333.0,51642.0,70769.0,178750.0,34286.0,60000.0,104803.0,130952.0,36244.0,30441.0,64508.0,50909.0,54054.0,64959.0,121373.0,100000.0,30189.0,133333.0,60000.0,23973.0,132434.0,7441.0,200000.0,198222.0,100000.0,-1.0,108478.0,22222.0,70370.0,350340.0,54054.0,20202.0,66922.0,133333.0,-1.0,-1.0,65000.0
1985,50909.0,72952.0,120702.0,38000.0,40000.0,-1.0,30578.0,32787.0,100175.0,77273.0,131614.0,50000.0,-1.0,30000.0,271028.0,67213.0,40000.0,43333.0,56228.0,71250.0,194375.0,33333.0,60000.0,113110.0,95588.0,36364.0,33143.0,64505.0,50000.0,51351.0,65046.0,110000.0,100000.0,30000.0,133333.0,58182.0,23973.0,120034.0,7132.0,200000.0,201754.0,89552.0,-1.0,114783.0,22857.0,69273.0,279762.0,51351.0,28391.0,66924.0,120000.0,-1.0,-1.0,50000.0
1986,50833.0,72700.0,129832.0,44792.0,40909.0,-1.0,34441.0,34154.0,100175.0,79545.0,136007.0,51429.0,-1.0,24000.0,271028.0,67213.0,37500.0,43333.0,60306.0,71818.0,179375.0,33333.0,63898.0,109434.0,102778.0,42000.0,40989.0,63729.0,50000.0,48649.0,60000.0,122486.0,99506.0,30000.0,133333.0,56364.0,23973.0,136481.0,5619.0,200000.0,205217.0,85938.0,-1.0,116952.0,22222.0,68214.0,309524.0,48649.0,48654.0,67247.0,136842.0,-1.0,-1.0,50000.0
1987,50000.0,73976.0,135431.0,51111.0,41667.0,-1.0,36032.0,41195.0,104000.0,79545.0,137368.0,51000.0,-1.0,10550.0,233645.0,68404.0,40000.0,43333.0,60401.0,72500.0,178750.0,30000.0,64526.0,110577.0,100000.0,33333.0,42651.0,63966.0,50000.0,45946.0,60000.0,99321.0,100000.0,29851.0,133333.0,61000.0,23125.0,137777.0,5234.0,200000.0,207692.0,90625.0,-1.0,87714.0,22222.0,67193.0,318452.0,45946.0,51517.0,66743.0,137931.0,-1.0,-1.0,50000.0
1988,51200.0,74672.0,144496.0,56977.0,39286.0,-1.0,34633.0,40564.0,100200.0,79545.0,139894.0,50444.0,-1.0,20641.0,220000.0,69355.0,36667.0,42500.0,60000.0,73333.0,181176.0,29167.0,65684.0,109615.0,96000.0,33333.0,50000.0,62500.0,50877.0,43243.0,60000.0,100757.0,95000.0,30137.0,133333.0,58000.0,23125.0,130319.0,4931.0,200000.0,212500.0,92857.0,-1.0,87515.0,21765.0,65517.0,316327.0,43243.0,78910.0,66103.0,129412.0,-1.0,-1.0,57500.0
1989,50315.0,71766.0,145748.0,61176.0,40000.0,-1.0,34333.0,32928.0,98182.0,79545.0,135672.0,54000.0,-1.0,23617.0,190000.0,66667.0,31250.0,41667.0,60444.0,74375.0,173529.0,24100.0,65707.0,110784.0,101190.0,33760.0,47372.0,63636.0,52632.0,40541.0,59981.0,99372.0,75029.0,30000.0,133333.0,57000.0,23125.0,133397.0,4150.0,208333.0,212000.0,90909.0,-1.0,112582.0,21875.0,63471.0,297619.0,40541.0,57971.0,65024.0,132500.0,-1.0,-1.0,54000.0
1990,50512.0,66115.0,139625.0,61176.0,39947.0,61333.0,33368.0,42782.0,57500.0,75000.0,121269.0,54000.0,-1.0,17017.0,225000.0,67188.0,37143.0,44444.0,15654.0,75714.0,154706.0,31000.0,65729.0,117598.0,94231.0,44444.0,51844.0,64706.0,53276.0,45583.0,60177.0,102210.0,19133.0,29787.0,122378.0,56842.0,25000.0,137294.0,3717.0,215385.0,216535.0,88889.0,-1.0,112582.0,35556.0,41667.0,336735.0,45583.0,57556.0,49834.0,137135.0,-1.0,-1.0,55556.0
1991,51850.0,70246.0,166750.0,65116.0,39710.0,60945.0,33793.0,42540.0,55556.0,78285.0,136977.0,49267.0,-1.0,24189.0,226316.0,66435.0,37500.0,44444.0,44333.0,87333.0,134091.0,34545.0,65817.0,108055.0,91111.0,46210.0,49940.0,63889.0,50600.0,39421.0,60526.0,100575.0,41309.0,27273.0,143392.0,57778.0,26513.0,176640.0,3577.0,205405.0,215385.0,94595.0,-1.0,101504.0,22667.0,37437.0,351190.0,39421.0,63913.0,50618.0,177278.0,129009.0,-1.0,128571.0
1992,50943.0,69921.0,180733.0,65785.0,40083.0,59840.0,34483.0,45000.0,53333.0,79761.0,121840.0,54545.0,-1.0,16981.0,210526.0,66346.0,36901.0,37500.0,44913.0,72814.0,142273.0,34314.0,48000.0,109455.0,90196.0,46064.0,50000.0,63158.0,50833.0,40000.0,63000.0,97940.0,31677.0,30785.0,142438.0,57647.0,27273.0,177338.0,2503.0,217722.0,215048.0,93846.0,-1.0,84467.0,23004.0,40000.0,327596.0,40000.0,61368.0,55784.0,177127.0,128171.0,-1.0,134328.0
1993,50577.0,69222.0,180000.0,66300.0,40164.0,61515.0,33848.0,45714.0,57200.0,81818.0,124625.0,53846.0,-1.0,23079.0,240000.0,66240.0,36829.0,33333.0,45107.0,97100.0,129524.0,53222.0,50888.0,110000.0,82759.0,45918.0,50047.0,62500.0,50795.0,40685.0,62611.0,103591.0,28062.0,30435.0,141483.0,60444.0,27524.0,177103.0,2184.0,216667.0,216000.0,96200.0,-1.0,114910.0,23006.0,33920.0,328947.0,40685.0,71293.0,58058.0,176976.0,127334.0,-1.0,700000.0
1994,46802.0,69008.0,163867.0,66784.0,40541.0,62146.0,34739.0,46630.0,56250.0,83333.0,128865.0,56667.0,-1.0,21712.0,259091.0,66667.0,36766.0,35000.0,46933.0,95238.0,138500.0,39667.0,51405.0,110119.0,108571.0,45771.0,49912.0,61905.0,51613.0,41667.0,62669.0,104989.0,30130.0,30400.0,140529.0,58834.0,26923.0,176379.0,2159.0,232759.0,216955.0,95605.0,-1.0,91164.0,22857.0,15000.0,333333.0,41667.0,64188.0,48470.0,176825.0,126496.0,-1.0,136364.0
1995,46369.0,72023.0,183943.0,67236.0,45706.0,62881.0,33687.0,40671.0,55636.0,82723.0,113527.0,68336.0,-1.0,20547.0,278261.0,64286.0,35714.0,29412.0,44800.0,85945.0,140000.0,38222.0,50796.0,110417.0,62000.0,45634.0,51616.0,60870.0,50666.0,41746.0,62222.0,110000.0,97836.0,36426.0,139574.0,59577.0,30000.0,176947.0,1921.0,218182.0,217233.0,89400.0,-1.0,53882.0,22500.0,27820.0,335815.0,41746.0,67638.0,47224.0,176674.0,125658.0,-1.0,127660.0
1996,46370.0,72528.0,157962.0,67654.0,48678.0,63668.0,35577.0,46796.0,57115.0,83146.0,115409.0,80000.0,-1.0,10791.0,250000.0,62764.0,36770.0,29412.0,44560.0,85910.0,123333.0,38273.0,50932.0,110454.0,96154.0,45483.0,48776.0,62500.0,50556.0,42105.0,70029.0,112727.0,113065.0,36359.0,138620.0,59116.0,29370.0,175237.0,2243.0,226154.0,219231.0,101931.0,-1.0,53882.0,23964.0,29660.0,338662.0,42105.0,72612.0,53114.0,175770.0,124820.0,-1.0,134615.0
1997,45773.0,68630.0,140140.0,68038.0,52867.0,64859.0,45891.0,37088.0,58462.0,83544.0,126168.0,83902.0,-1.0,11515.0,231579.0,60000.0,36872.0,27500.0,16712.0,86301.0,138333.0,38642.0,51114.0,110204.0,68235.0,45334.0,70931.0,64000.0,50000.0,42116.0,68107.0,107260.0,95658.0,38439.0,137665.0,61333.0,30303.0,172871.0,11291.0,236000.0,200000.0,102340.0,-1.0,53882.0,23940.0,32194.0,336766.0,42116.0,74190.0,45983.0,173999.0,123983.0,-1.0,116071.0
1998,46305.0,69868.0,157660.0,68386.0,63296.0,65739.0,57473.0,40871.0,53030.0,84615.0,124231.0,86538.0,-1.0,11388.0,304762.0,62500.0,36979.0,25000.0,18143.0,90909.0,136000.0,38701.0,47566.0,111321.0,75000.0,68011.0,67215.0,63462.0,50358.0,42234.0,66241.0,106846.0,83578.0,37069.0,136711.0,56190.0,30556.0,173266.0,14362.0,232549.0,193750.0,101526.0,250000.0,53882.0,23789.0,34560.0,347667.0,42234.0,72402.0,50274.0,173780.0,123145.0,-1.0,146512.0
1999,47421.0,73239.0,162395.0,68697.0,61812.0,66653.0,53086.0,44618.0,50755.0,84239.0,117952.0,85407.0,-1.0,15827.0,333333.0,64706.0,37096.0,33500.0,18399.0,68644.0,154000.0,40000.0,41526.0,112000.0,73333.0,38000.0,67045.0,64286.0,50333.0,42105.0,62222.0,107826.0,148558.0,48013.0,135756.0,60000.0,30303.0,174318.0,14138.0,230000.0,200000.0,101706.0,250000.0,53882.0,22500.0,35269.0,244514.0,42105.0,69407.0,42862.0,174699.0,122307.0,-1.0,143750.0
2000,44852.0,73764.0,158946.0,68969.0,61437.0,67900.0,53299.0,38032.0,23537.0,84468.0,122606.0,91130.0,-1.0,10150.0,280000.0,64230.0,37256.0,36400.0,42657.0,74400.0,167368.0,40000.0,40451.0,112274.0,71875.0,37500.0,66201.0,63333.0,50293.0,42522.0,65378.0,107004.0,112243.0,45646.0,134802.0,59301.0,30000.0,177991.0,15548.0,233333.0,200000.0,102556.0,250000.0,45669.0,24375.0,50000.0,235642.0,42522.0,65661.0,53144.0,178571.0,121470.0,80000.0,150000.0
2001,44779.0,72377.0,165137.0,69202.0,61514.0,68045.0,53674.0,41342.0,58000.0,85000.0,122360.0,91703.0,-1.0,11229.0,273684.0,63889.0,37500.0,34000.0,43972.0,100000.0,161111.0,38373.0,40449.0,112000.0,88095.0,38710.0,64950.0,64516.0,50252.0,42500.0,62500.0,111111.0,98574.0,50245.0,133848.0,59312.0,30263.0,178144.0,13700.0,227901.0,200000.0,101600.0,250000.0,37681.0,25000.0,50000.0,250000.0,42500.0,64306.0,53965.0,178584.0,120632.0,80031.0,51282.0
2002,46078.0,74261.0,165352.0,69395.0,56116.0,68699.0,53239.0,25850.0,58333.0,84886.0,122164.0,92857.0,-1.0,15726.0,273684.0,65789.0,37778.0,33938.0,48490.0,86478.0,162941.0,40000.0,40448.0,112132.0,108889.0,38235.0,67532.0,65625.0,50226.0,43779.0,63721.0,109346.0,98123.0,57961.0,132893.0,59241.0,30303.0,181786.0,13700.0,225000.0,200000.0,105508.0,300000.0,31929.0,24688.0,48571.0,220933.0,43779.0,65911.0,51826.0,182353.0,119794.0,80435.0,35714.0
2003,41454.0,74079.0,162592.0,69484.0,55680.0,68657.0,54689.0,39153.0,52000.0,84839.0,127683.0,92756.0,-1.0,9058.0,196262.0,65385.0,37000.0,35684.0,51150.0,85514.0,133529.0,40000.0,40969.0,112000.0,102941.0,37049.0,69921.0,66667.0,50136.0,45238.0,63614.0,100000.0,97708.0,120000.0,131908.0,59310.0,30769.0,177319.0,13700.0,228571.0,200000.0,102500.0,300000.0,28383.0,25000.0,47674.0,299194.0,45238.0,65222.0,49495.0,177778.0,118720.0,81081.0,33333.0
2004,41135.0,75138.0,157082.0,69470.0,55248.0,68715.0,56564.0,35029.0,59167.0,85124.0,116962.0,91801.0,-1.0,9773.0,195421.0,65213.0,37500.0,35923.0,50323.0,84840.0,157333.0,33333.0,40450.0,112000.0,120000.0,36000.0,74000.0,66176.0,50288.0,46512.0,64801.0,107619.0,93636.0,80000.0,130893.0,59388.0,30303.0,175622.0,13700.0,222650.0,201429.0,102426.0,300000.0,27298.0,25926.0,48106.0,336524.0,46512.0,63556.0,49128.0,176136.0,117409.0,80645.0,26087.0
2005,41921.0,76221.0,142792.0,69412.0,64403.0,68889.0,60685.0,28777.0,66667.0,85253.0,123067.0,89655.0,-1.0,12267.0,212909.0,65000.0,37769.0,34077.0,51391.0,84002.0,120667.0,34314.0,40451.0,112000.0,108333.0,39540.0,75982.0,65714.0,49765.0,47430.0,62500.0,103747.0,97385.0,80000.0,131599.0,59467.0,30844.0,175455.0,13700.0,219617.0,200000.0,102105.0,300000.0,26651.0,25000.0,48120.0,294118.0,47430.0,66118.0,50727.0,176471.0,116097.0,90436.0,30455.0
2006,41606.0,76126.0,162079.0,69308.0,63971.0,68841.0,61659.0,29361.0,62667.0,84762.0,121319.0,74194.0,-1.0,11606.0,209091.0,66025.0,37959.0,34857.0,49656.0,89286.0,136000.0,34130.0,40450.0,110336.0,121538.0,39281.0,76868.0,65278.0,50256.0,48864.0,62245.0,97391.0,95195.0,60000.0,130825.0,59545.0,30849.0,174054.0,13700.0,219252.0,200000.0,103586.0,300000.0,28337.0,26364.0,49296.0,298514.0,48864.0,63846.0,51248.0,174419.0,114786.0,81481.0,200833.0
2007,41518.0,76748.0,163480.0,75000.0,64935.0,69095.0,62561.0,38152.0,57778.0,85694.0,122837.0,62500.0,-1.0,12917.0,253778.0,66667.0,38263.0,35273.0,48019.0,84444.0,111728.0,34318.0,40449.0,109299.0,116250.0,39023.0,67605.0,64865.0,49878.0,48889.0,62857.0,100962.0,96573.0,60000.0,130769.0,59623.0,31317.0,183316.0,13700.0,206592.0,200000.0,102083.0,300000.0,30022.0,24348.0,54527.0,350061.0,48889.0,71013.0,53896.0,183908.0,113475.0,102311.0,157143.0
2008,46673.0,73209.0,158489.0,68563.0,100000.0,69513.0,63824.0,33033.0,61333.0,85714.0,128357.0,57879.0,-1.0,11999.0,255412.0,66250.0,38395.0,33500.0,45812.0,82320.0,121875.0,34167.0,40451.0,106685.0,76829.0,38765.0,73997.0,64321.0,50198.0,48913.0,62500.0,101159.0,72303.0,60000.0,128327.0,59702.0,31525.0,181190.0,13700.0,201686.0,200000.0,106484.0,360000.0,31707.0,25000.0,50362.0,339145.0,48913.0,67037.0,50955.0,181818.0,112164.0,113067.0,179487.0
